year,pgisced97,sampreg,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,First Stage of Tertiary Education,West,At least once per week,0.12065,63,533,0.09298,0.14833
1988,First Stage of Tertiary Education,West,At least once per month,0.08814,52,533,0.06405,0.11223
1988,First Stage of Tertiary Education,West,Seldom,0.13316,72,533,0.10429,0.16204
1988,First Stage of Tertiary Education,West,Never,0.64345,346,533,0.60274,0.68415
1988,Second Stage of Tertiary Education,West,At least once per week,0.14350,99,696,0.11744,0.16957
1988,Second Stage of Tertiary Education,West,At least once per month,0.10624,77,696,0.08333,0.12915
1988,Second Stage of Tertiary Education,West,Seldom,0.12203,84,696,0.09770,0.14637
1988,Second Stage of Tertiary Education,West,Never,0.61875,436,696,0.58264,0.65486
1990,Pre-primary Level,West,Never,0.72259,127,127,0.64441,0.80076
1990,Primary Level,West,Seldom,0.07383,33,613,0.05311,0.09454
1990,Primary Level,West,Never,0.88359,580,613,0.85818,0.90900
1990,Lower Secondary Level,West,At least once per week,0.06047,131,2453,0.05104,0.06991
1990,Lower Secondary Level,West,At least once per month,0.04686,97,2453,0.03849,0.05522
1990,Lower Secondary Level,West,Seldom,0.08362,199,2453,0.07266,0.09458
1990,Lower Secondary Level,West,Never,0.80385,2026,2453,0.78813,0.81956
1990,Lower Secondary Level,East,Seldom,0.05331,32,459,0.03273,0.07388
1990,Lower Secondary Level,East,Never,0.84185,427,459,0.80844,0.87527
1990,Upper Secondary Level,West,At least once per week,0.09020,382,4521,0.08185,0.09855
1990,Upper Secondary Level,West,At least once per month,0.07511,320,4521,0.06742,0.08279
1990,Upper Secondary Level,West,Seldom,0.12412,567,4521,0.11451,0.13374
1990,Upper Secondary Level,West,Never,0.70661,3252,4521,0.69334,0.71989
1990,Upper Secondary Level,East,At least once per week,0.05156,131,2461,0.04282,0.06030
1990,Upper Secondary Level,East,At least once per month,0.08294,230,2461,0.07204,0.09384
1990,Upper Secondary Level,East,Seldom,0.07951,222,2461,0.06882,0.09020
1990,Upper Secondary Level,East,Never,0.76122,1878,2461,0.74438,0.77807
1990,Post-secondary Non-tertiary Level,West,Seldom,0.12588,35,252,0.08485,0.16692
1990,Post-secondary Non-tertiary Level,West,Never,0.73018,217,252,0.67526,0.78509
1990,Post-secondary Non-tertiary Level,East,Never,0.68745,52,52,0.56023,0.81467
1990,First Stage of Tertiary Education,West,At least once per week,0.11165,59,513,0.08437,0.13893
1990,First Stage of Tertiary Education,West,At least once per month,0.10183,57,513,0.07563,0.12802
1990,First Stage of Tertiary Education,West,Seldom,0.14179,69,513,0.11157,0.17201
1990,First Stage of Tertiary Education,West,Never,0.64473,328,513,0.60327,0.68619
1990,First Stage of Tertiary Education,East,At least once per month,0.19418,50,228,0.14272,0.24564
1990,First Stage of Tertiary Education,East,Seldom,0.12781,33,228,0.08437,0.17124
1990,First Stage of Tertiary Education,East,Never,0.57893,145,228,0.51470,0.64316
1990,Second Stage of Tertiary Education,West,At least once per week,0.12061,86,693,0.09634,0.14487
1990,Second Stage of Tertiary Education,West,At least once per month,0.11186,80,693,0.08838,0.13535
1990,Second Stage of Tertiary Education,West,Seldom,0.17917,118,693,0.15059,0.20774
1990,Second Stage of Tertiary Education,West,Never,0.57961,409,693,0.54283,0.61639
1990,Second Stage of Tertiary Education,East,At least once per week,0.10280,103,973,0.08371,0.12190
1990,Second Stage of Tertiary Education,East,At least once per month,0.18722,188,973,0.16270,0.21175
1990,Second Stage of Tertiary Education,East,Seldom,0.15172,164,973,0.12917,0.17428
1990,Second Stage of Tertiary Education,East,Never,0.53789,518,973,0.50655,0.56923
1992,Pre-primary Level,West,Never,0.74986,109,109,0.66818,0.83155
1992,Pre-primary Level,East,Never,0.82085,36,36,0.69380,0.94789
1992,Primary Level,West,Never,0.91915,560,560,0.89656,0.94175
1992,Lower Secondary Level,West,At least once per week,0.04808,98,2293,0.03932,0.05684
1992,Lower Secondary Level,West,At least once per month,0.04693,95,2293,0.03828,0.05559
1992,Lower Secondary Level,West,Seldom,0.07862,179,2293,0.06761,0.08964
1992,Lower Secondary Level,West,Never,0.80650,1921,2293,0.79032,0.82267
1992,Lower Secondary Level,East,Never,0.92063,406,406,0.89430,0.94696
1992,Upper Secondary Level,West,At least once per week,0.07571,338,4429,0.06792,0.08350
1992,Upper Secondary Level,West,At least once per month,0.06872,290,4429,0.06127,0.07618
1992,Upper Secondary Level,West,Seldom,0.11777,540,4429,0.10827,0.12726
1992,Upper Secondary Level,West,Never,0.71430,3261,4429,0.70100,0.72761
1992,Upper Secondary Level,East,At least once per week,0.03307,74,2198,0.02559,0.04055
1992,Upper Secondary Level,East,At least once per month,0.04146,99,2198,0.03312,0.04979
1992,Upper Secondary Level,East,Seldom,0.07390,182,2198,0.06296,0.08484
1992,Upper Secondary Level,East,Never,0.84212,1843,2198,0.82687,0.85736
1992,Post-secondary Non-tertiary Level,West,Seldom,0.10533,35,274,0.06891,0.14174
1992,Post-secondary Non-tertiary Level,West,Never,0.75062,239,274,0.69929,0.80194
1992,Post-secondary Non-tertiary Level,East,Never,0.82649,52,52,0.72256,0.93042
1992,First Stage of Tertiary Education,West,At least once per week,0.09948,51,524,0.07383,0.12514
1992,First Stage of Tertiary Education,West,At least once per month,0.08153,50,524,0.05808,0.10498
1992,First Stage of Tertiary Education,West,Seldom,0.13087,75,524,0.10197,0.15978
1992,First Stage of Tertiary Education,West,Never,0.66755,348,524,0.62718,0.70793
1992,First Stage of Tertiary Education,East,Seldom,0.13046,32,188,0.08218,0.17873
1992,First Stage of Tertiary Education,East,Never,0.69203,156,188,0.62586,0.75820
1992,Second Stage of Tertiary Education,West,At least once per week,0.09115,72,734,0.07031,0.11199
1992,Second Stage of Tertiary Education,West,At least once per month,0.10024,75,734,0.07850,0.12199
1992,Second Stage of Tertiary Education,West,Seldom,0.16155,114,734,0.13491,0.18820
1992,Second Stage of Tertiary Education,West,Never,0.63877,473,734,0.60399,0.67354
1992,Second Stage of Tertiary Education,East,At least once per week,0.05981,52,908,0.04438,0.07524
1992,Second Stage of Tertiary Education,East,At least once per month,0.10524,98,908,0.08527,0.12522
1992,Second Stage of Tertiary Education,East,Seldom,0.13926,131,908,0.11672,0.16179
1992,Second Stage of Tertiary Education,East,Never,0.68593,627,908,0.65573,0.71614
1994,Pre-primary Level,West,Never,0.60016,100,100,0.50366,0.69666
1994,Pre-primary Level,East,Never,0.86436,73,73,0.78527,0.94345
1994,Primary Level,West,Seldom,0.04878,35,526,0.03035,0.06720
1994,Primary Level,West,Never,0.91143,491,526,0.88713,0.93574
1994,Lower Secondary Level,West,At least once per week,0.04424,88,2059,0.03536,0.05312
1994,Lower Secondary Level,West,At least once per month,0.04355,85,2059,0.03473,0.05237
1994,Lower Secondary Level,West,Seldom,0.08402,174,2059,0.07203,0.09601
1994,Lower Secondary Level,West,Never,0.80592,1712,2059,0.78883,0.82300
1994,Lower Secondary Level,East,Never,0.90502,357,357,0.87456,0.93548
1994,Upper Secondary Level,West,At least once per week,0.08231,349,4440,0.07422,0.09039
1994,Upper Secondary Level,West,At least once per month,0.07770,324,4440,0.06982,0.08557
1994,Upper Secondary Level,West,Seldom,0.11900,563,4440,0.10947,0.12852
1994,Upper Secondary Level,West,Never,0.70936,3204,4440,0.69600,0.72272
1994,Upper Secondary Level,East,At least once per week,0.03206,67,2075,0.02447,0.03964
1994,Upper Secondary Level,East,At least once per month,0.03728,88,2075,0.02912,0.04543
1994,Upper Secondary Level,East,Seldom,0.06268,145,2075,0.05224,0.07311
1994,Upper Secondary Level,East,Never,0.86039,1775,2075,0.84547,0.87530
1994,Post-secondary Non-tertiary Level,West,At least once per week,0.11864,33,302,0.08211,0.15517
1994,Post-secondary Non-tertiary Level,West,Seldom,0.14205,37,302,0.10261,0.18149
1994,Post-secondary Non-tertiary Level,West,Never,0.70617,232,302,0.65470,0.75763
1994,Post-secondary Non-tertiary Level,East,Never,0.76629,55,55,0.65342,0.87916
1994,First Stage of Tertiary Education,West,At least once per week,0.09599,56,512,0.07045,0.12153
1994,First Stage of Tertiary Education,West,At least once per month,0.08415,45,512,0.06008,0.10822
1994,First Stage of Tertiary Education,West,Seldom,0.15710,85,512,0.12555,0.18865
1994,First Stage of Tertiary Education,West,Never,0.65287,326,512,0.61159,0.69414
1994,First Stage of Tertiary Education,East,Never,0.75472,170,170,0.68985,0.81959
1994,Second Stage of Tertiary Education,West,At least once per week,0.09517,81,787,0.07466,0.11569
1994,Second Stage of Tertiary Education,West,At least once per month,0.07088,62,787,0.05293,0.08882
1994,Second Stage of Tertiary Education,West,Seldom,0.17076,138,787,0.14445,0.19706
1994,Second Stage of Tertiary Education,West,Never,0.64980,506,787,0.61645,0.68315
1994,Second Stage of Tertiary Education,East,At least once per week,0.04878,42,854,0.03432,0.06323
1994,Second Stage of Tertiary Education,East,At least once per month,0.13545,105,854,0.11248,0.15841
1994,Second Stage of Tertiary Education,East,Seldom,0.14181,135,854,0.11840,0.16522
1994,Second Stage of Tertiary Education,East,Never,0.66756,572,854,0.63594,0.69917
1995,Pre-primary Level,West,Never,0.73631,146,146,0.66459,0.80803
1995,Pre-primary Level,East,Never,0.84314,81,81,0.76344,0.92283
1995,Primary Level,West,Never,0.89368,481,481,0.86610,0.92125
1995,Lower Secondary Level,West,At least once per week,0.05061,90,2098,0.04122,0.05999
1995,Lower Secondary Level,West,At least once per month,0.04715,93,2098,0.03808,0.05622
1995,Lower Secondary Level,West,Seldom,0.06508,137,2098,0.05452,0.07563
1995,Lower Secondary Level,West,Never,0.83007,1778,2098,0.81399,0.84614
1995,Lower Secondary Level,East,Never,0.92536,345,345,0.89758,0.95313
1995,Upper Secondary Level,West,At least once per week,0.09082,407,4639,0.08255,0.09909
1995,Upper Secondary Level,West,At least once per month,0.05799,254,4639,0.05126,0.06471
1995,Upper Secondary Level,West,Seldom,0.09597,425,4639,0.08750,0.10445
1995,Upper Secondary Level,West,Never,0.74492,3553,4639,0.73237,0.75746
1995,Upper Secondary Level,East,At least once per week,0.03718,81,2030,0.02895,0.04541
1995,Upper Secondary Level,East,At least once per month,0.04383,92,2030,0.03492,0.05273
1995,Upper Secondary Level,East,Seldom,0.04928,120,2030,0.03986,0.05870
1995,Upper Secondary Level,East,Never,0.85726,1737,2030,0.84204,0.87248
1995,Post-secondary Non-tertiary Level,West,At least once per week,0.09917,39,380,0.06908,0.12927
1995,Post-secondary Non-tertiary Level,West,Seldom,0.10621,35,380,0.07519,0.13723
1995,Post-secondary Non-tertiary Level,West,Never,0.73724,306,380,0.69293,0.78155
1995,Post-secondary Non-tertiary Level,East,Never,0.91028,60,60,0.83736,0.98320
1995,First Stage of Tertiary Education,West,At least once per week,0.10571,62,519,0.07923,0.13219
1995,First Stage of Tertiary Education,West,At least once per month,0.10445,54,519,0.07811,0.13078
1995,First Stage of Tertiary Education,West,Seldom,0.09857,61,519,0.07290,0.12424
1995,First Stage of Tertiary Education,West,Never,0.68584,342,519,0.64587,0.72581
1995,First Stage of Tertiary Education,East,Never,0.74674,168,168,0.68078,0.81270
1995,Second Stage of Tertiary Education,West,At least once per week,0.09386,94,913,0.07493,0.11278
1995,Second Stage of Tertiary Education,West,At least once per month,0.06747,64,913,0.05119,0.08374
1995,Second Stage of Tertiary Education,West,Seldom,0.13517,111,913,0.11298,0.15736
1995,Second Stage of Tertiary Education,West,Never,0.69291,644,913,0.66297,0.72285
1995,Second Stage of Tertiary Education,East,At least once per week,0.06607,55,831,0.04917,0.08297
1995,Second Stage of Tertiary Education,East,At least once per month,0.09402,86,831,0.07417,0.11388
1995,Second Stage of Tertiary Education,East,Seldom,0.11290,97,831,0.09137,0.13444
1995,Second Stage of Tertiary Education,East,Never,0.72375,593,831,0.69333,0.75417
1996,Pre-primary Level,West,Seldom,0.17735,31,172,0.12010,0.23460
1996,Pre-primary Level,West,Never,0.66361,141,172,0.59279,0.73443
1996,Pre-primary Level,East,Never,0.77704,78,78,0.68407,0.87001
1996,Primary Level,West,Seldom,0.09164,41,457,0.06516,0.11812
1996,Primary Level,West,Never,0.87020,416,457,0.83935,0.90104
1996,Lower Secondary Level,West,At least once per week,0.04128,79,2005,0.03257,0.04999
1996,Lower Secondary Level,West,At least once per month,0.04926,87,2005,0.03978,0.05873
1996,Lower Secondary Level,West,Seldom,0.11267,233,2005,0.09883,0.12651
1996,Lower Secondary Level,West,Never,0.78234,1606,2005,0.76427,0.80041
1996,Lower Secondary Level,East,Seldom,0.09768,41,343,0.06622,0.12915
1996,Lower Secondary Level,East,Never,0.83663,302,343,0.79744,0.87581
1996,Upper Secondary Level,West,At least once per week,0.08928,376,4567,0.08101,0.09755
1996,Upper Secondary Level,West,At least once per month,0.07898,338,4567,0.07115,0.08680
1996,Upper Secondary Level,West,Seldom,0.14582,659,4567,0.13558,0.15606
1996,Upper Secondary Level,West,Never,0.67864,3194,4567,0.66509,0.69218
1996,Upper Secondary Level,East,At least once per week,0.02703,66,2022,0.01996,0.03410
1996,Upper Secondary Level,East,At least once per month,0.04773,106,2022,0.03844,0.05703
1996,Upper Secondary Level,East,Seldom,0.09799,225,2022,0.08503,0.11095
1996,Upper Secondary Level,East,Never,0.82078,1625,2022,0.80406,0.83750
1996,Post-secondary Non-tertiary Level,West,Seldom,0.16183,64,341,0.12268,0.20098
1996,Post-secondary Non-tertiary Level,West,Never,0.69490,277,341,0.64595,0.74384
1996,Post-secondary Non-tertiary Level,East,Never,0.71278,55,55,0.59210,0.83346
1996,First Stage of Tertiary Education,West,At least once per week,0.11621,72,532,0.08895,0.14347
1996,First Stage of Tertiary Education,West,At least once per month,0.09407,50,532,0.06924,0.11890
1996,First Stage of Tertiary Education,West,Seldom,0.20577,105,532,0.17139,0.24016
1996,First Stage of Tertiary Education,West,Never,0.57996,305,532,0.53798,0.62194
1996,First Stage of Tertiary Education,East,Seldom,0.13510,33,176,0.08445,0.18574
1996,First Stage of Tertiary Education,East,Never,0.64293,143,176,0.57194,0.71392
1996,Second Stage of Tertiary Education,West,At least once per week,0.10948,108,920,0.08929,0.12966
1996,Second Stage of Tertiary Education,West,At least once per month,0.09694,82,920,0.07781,0.11606
1996,Second Stage of Tertiary Education,West,Seldom,0.18800,167,920,0.16274,0.21326
1996,Second Stage of Tertiary Education,West,Never,0.59533,563,920,0.56360,0.62707
1996,Second Stage of Tertiary Education,East,At least once per week,0.08065,63,836,0.06218,0.09912
1996,Second Stage of Tertiary Education,East,At least once per month,0.12492,99,836,0.10249,0.14734
1996,Second Stage of Tertiary Education,East,Seldom,0.14386,132,836,0.12006,0.16767
1996,Second Stage of Tertiary Education,East,Never,0.64700,542,836,0.61459,0.67942
1997,Pre-primary Level,West,Never,0.64582,147,147,0.56824,0.72340
1997,Pre-primary Level,East,Never,0.83820,91,91,0.76212,0.91428
1997,Primary Level,West,Never,0.89030,398,398,0.85956,0.92104
1997,Lower Secondary Level,West,At least once per week,0.04764,90,1961,0.03821,0.05707
1997,Lower Secondary Level,West,At least once per month,0.05402,89,1961,0.04401,0.06403
1997,Lower Secondary Level,West,Seldom,0.10791,224,1961,0.09418,0.12165
1997,Lower Secondary Level,West,Never,0.76810,1558,1961,0.74942,0.78679
1997,Lower Secondary Level,East,Never,0.87320,295,295,0.83517,0.91124
1997,Upper Secondary Level,West,At least once per week,0.08826,381,4463,0.07994,0.09659
1997,Upper Secondary Level,West,At least once per month,0.07612,309,4463,0.06834,0.08390
1997,Upper Secondary Level,West,Seldom,0.12851,576,4463,0.11869,0.13833
1997,Upper Secondary Level,West,Never,0.69542,3197,4463,0.68191,0.70892
1997,Upper Secondary Level,East,At least once per week,0.03423,73,1967,0.02619,0.04227
1997,Upper Secondary Level,East,At least once per month,0.04583,96,1967,0.03659,0.05508
1997,Upper Secondary Level,East,Seldom,0.08319,176,1967,0.07099,0.09540
1997,Upper Secondary Level,East,Never,0.82312,1622,1967,0.80626,0.83999
1997,Post-secondary Non-tertiary Level,West,Seldom,0.14249,55,324,0.10437,0.18061
1997,Post-secondary Non-tertiary Level,West,Never,0.70540,269,324,0.65568,0.75512
1997,Post-secondary Non-tertiary Level,East,Never,0.80729,55,55,0.70209,0.91249
1997,First Stage of Tertiary Education,West,At least once per week,0.11118,70,518,0.08408,0.13828
1997,First Stage of Tertiary Education,West,At least once per month,0.09654,58,518,0.07108,0.12200
1997,First Stage of Tertiary Education,West,Seldom,0.14466,87,518,0.11434,0.17498
1997,First Stage of Tertiary Education,West,Never,0.62363,303,518,0.58187,0.66539
1997,First Stage of Tertiary Education,East,Seldom,0.10520,31,182,0.06050,0.14989
1997,First Stage of Tertiary Education,East,Never,0.66060,151,182,0.59162,0.72958
1997,Second Stage of Tertiary Education,West,At least once per week,0.09880,97,926,0.07957,0.11803
1997,Second Stage of Tertiary Education,West,At least once per month,0.10824,93,926,0.08822,0.12826
1997,Second Stage of Tertiary Education,West,Seldom,0.18663,178,926,0.16153,0.21174
1997,Second Stage of Tertiary Education,West,Never,0.59836,558,926,0.56677,0.62995
1997,Second Stage of Tertiary Education,East,At least once per week,0.08028,60,832,0.06181,0.09876
1997,Second Stage of Tertiary Education,East,At least once per month,0.12781,103,832,0.10511,0.15051
1997,Second Stage of Tertiary Education,East,Seldom,0.12908,116,832,0.10629,0.15188
1997,Second Stage of Tertiary Education,East,Never,0.65814,553,832,0.62589,0.69039
1998,Pre-primary Level,West,Never,0.71875,173,173,0.65155,0.78594
1998,Pre-primary Level,East,Never,0.84136,87,87,0.76414,0.91857
1998,Primary Level,West,Never,0.94469,403,403,0.92235,0.96704
1998,Lower Secondary Level,West,At least once per week,0.04997,101,2140,0.04074,0.05921
1998,Lower Secondary Level,West,At least once per month,0.04844,101,2140,0.03934,0.05754
1998,Lower Secondary Level,West,Seldom,0.07847,161,2140,0.06707,0.08987
1998,Lower Secondary Level,West,Never,0.81315,1777,2140,0.79663,0.82967
1998,Lower Secondary Level,East,Never,0.87673,322,322,0.84077,0.91270
1998,Upper Secondary Level,West,At least once per week,0.09013,442,4893,0.08210,0.09815
1998,Upper Secondary Level,West,At least once per month,0.07504,357,4893,0.06766,0.08242
1998,Upper Secondary Level,West,Seldom,0.11171,532,4893,0.10288,0.12054
1998,Upper Secondary Level,West,Never,0.71253,3562,4893,0.69984,0.72521
1998,Upper Secondary Level,East,At least once per week,0.03841,87,2086,0.03016,0.04665
1998,Upper Secondary Level,East,At least once per month,0.04389,96,2086,0.03510,0.05268
1998,Upper Secondary Level,East,Seldom,0.05326,126,2086,0.04362,0.06289
1998,Upper Secondary Level,East,Never,0.85836,1777,2086,0.84339,0.87332
1998,Post-secondary Non-tertiary Level,West,At least once per week,0.07176,31,432,0.04739,0.09612
1998,Post-secondary Non-tertiary Level,West,At least once per month,0.08109,35,432,0.05532,0.10686
1998,Post-secondary Non-tertiary Level,West,Seldom,0.14505,50,432,0.11180,0.17830
1998,Post-secondary Non-tertiary Level,West,Never,0.69385,316,432,0.65033,0.73736
1998,Post-secondary Non-tertiary Level,East,Never,0.79388,54,54,0.68497,0.90279
1998,First Stage of Tertiary Education,West,At least once per week,0.09532,71,576,0.07132,0.11932
1998,First Stage of Tertiary Education,West,At least once per month,0.09822,66,576,0.07390,0.12255
1998,First Stage of Tertiary Education,West,Seldom,0.11583,71,576,0.08968,0.14199
1998,First Stage of Tertiary Education,West,Never,0.67516,368,576,0.63688,0.71344
1998,First Stage of Tertiary Education,East,Seldom,0.13829,32,192,0.08933,0.18724
1998,First Stage of Tertiary Education,East,Never,0.68329,160,192,0.61732,0.74926
1998,Second Stage of Tertiary Education,West,At least once per week,0.10534,118,1096,0.08715,0.12352
1998,Second Stage of Tertiary Education,West,At least once per month,0.09695,107,1096,0.07942,0.11447
1998,Second Stage of Tertiary Education,West,Seldom,0.16199,173,1096,0.14017,0.18382
1998,Second Stage of Tertiary Education,West,Never,0.63108,698,1096,0.60250,0.65966
1998,Second Stage of Tertiary Education,East,At least once per week,0.07444,61,863,0.05692,0.09196
1998,Second Stage of Tertiary Education,East,At least once per month,0.11407,92,863,0.09285,0.13529
1998,Second Stage of Tertiary Education,East,Seldom,0.13348,116,863,0.11078,0.15619
1998,Second Stage of Tertiary Education,East,Never,0.67136,594,863,0.64000,0.70272
1999,Pre-primary Level,West,Never,0.63677,140,140,0.55682,0.71672
1999,Pre-primary Level,East,Never,0.81740,78,78,0.73111,0.90369
1999,Primary Level,West,Seldom,0.06537,31,397,0.04102,0.08971
1999,Primary Level,West,Never,0.90152,366,397,0.87218,0.93087
1999,Lower Secondary Level,West,At least once per week,0.04551,81,2049,0.03648,0.05454
1999,Lower Secondary Level,West,At least once per month,0.05162,101,2049,0.04204,0.06120
1999,Lower Secondary Level,West,Seldom,0.11862,243,2049,0.10461,0.13262
1999,Lower Secondary Level,West,Never,0.77174,1624,2049,0.75356,0.78992
1999,Lower Secondary Level,East,Seldom,0.07361,33,337,0.04568,0.10153
1999,Lower Secondary Level,East,Never,0.83749,304,337,0.79804,0.87694
1999,Upper Secondary Level,West,At least once per week,0.08902,443,4822,0.08099,0.09706
1999,Upper Secondary Level,West,At least once per month,0.07530,348,4822,0.06786,0.08275
1999,Upper Secondary Level,West,Seldom,0.13820,694,4822,0.12846,0.14794
1999,Upper Secondary Level,West,Never,0.68767,3337,4822,0.67459,0.70075
1999,Upper Secondary Level,East,At least once per week,0.04095,91,2063,0.03239,0.04950
1999,Upper Secondary Level,East,At least once per month,0.04919,106,2063,0.03985,0.05852
1999,Upper Secondary Level,East,Seldom,0.09834,218,2063,0.08549,0.11119
1999,Upper Secondary Level,East,Never,0.80429,1648,2063,0.78717,0.82142
1999,Post-secondary Non-tertiary Level,West,At least once per week,0.11025,42,427,0.08051,0.13999
1999,Post-secondary Non-tertiary Level,West,At least once per month,0.06751,31,427,0.04368,0.09133
1999,Post-secondary Non-tertiary Level,West,Seldom,0.17251,63,427,0.13663,0.20839
1999,Post-secondary Non-tertiary Level,West,Never,0.63597,291,427,0.59028,0.68166
1999,Post-secondary Non-tertiary Level,East,Never,0.71849,54,54,0.59741,0.83957
1999,First Stage of Tertiary Education,West,At least once per week,0.12998,83,568,0.10230,0.15766
1999,First Stage of Tertiary Education,West,At least once per month,0.08422,58,568,0.06136,0.10708
1999,First Stage of Tertiary Education,West,Seldom,0.15591,101,568,0.12605,0.18577
1999,First Stage of Tertiary Education,West,Never,0.61941,326,568,0.57944,0.65937
1999,First Stage of Tertiary Education,East,Never,0.71993,166,166,0.65142,0.78845
1999,Second Stage of Tertiary Education,West,At least once per week,0.11298,118,1096,0.09423,0.13173
1999,Second Stage of Tertiary Education,West,At least once per month,0.09991,114,1096,0.08215,0.11767
1999,Second Stage of Tertiary Education,West,Seldom,0.19691,196,1096,0.17335,0.22046
1999,Second Stage of Tertiary Education,West,Never,0.58289,668,1096,0.55368,0.61209
1999,Second Stage of Tertiary Education,East,At least once per week,0.07952,61,852,0.06134,0.09770
1999,Second Stage of Tertiary Education,East,At least once per month,0.12564,107,852,0.10337,0.14791
1999,Second Stage of Tertiary Education,East,Seldom,0.17931,151,852,0.15353,0.20508
1999,Second Stage of Tertiary Education,East,Never,0.60946,533,852,0.57668,0.64224
2001,Pre-primary Level,West,At least once per week,0.09958,36,363,0.06873,0.13042
2001,Pre-primary Level,West,Seldom,0.13559,54,363,0.10033,0.17086
2001,Pre-primary Level,West,Never,0.71338,273,363,0.66680,0.75996
2001,Pre-primary Level,East,Never,0.77324,113,113,0.69569,0.85079
2001,Primary Level,West,Never,0.92236,273,273,0.89055,0.95416
2001,Lower Secondary Level,West,At least once per week,0.04099,112,2593,0.03335,0.04862
2001,Lower Secondary Level,West,At least once per month,0.05339,128,2593,0.04474,0.06205
2001,Lower Secondary Level,West,Seldom,0.07899,208,2593,0.06860,0.08937
