"pli0096_h","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Taeglich","1984","66 und älter","Bayern","","","",""
"Taeglich","1984","66 und älter","Saarland","","","",""
"Taeglich","1984","66 und älter","Berlin","","","",""
"Taeglich","1984","66 und älter","Brandenburg","","","",""
"Taeglich","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Taeglich","1984","66 und älter","Sachsen","","","",""
"Taeglich","1984","66 und älter","Sachsen-Anhalt","","","",""
"Taeglich","1984","66 und älter","Thueringen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Hamburg","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Bremen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Hessen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Bayern","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Saarland","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Berlin","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Brandenburg","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Sachsen","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1984","16-34 Jahre alt","Thueringen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Hamburg","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Bremen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Hessen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Bayern","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Saarland","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Berlin","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Brandenburg","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Sachsen","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1984","35-65 Jahre alt","Thueringen","","","",""
"Min 1x pro Woche","1984","66 und älter","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1984","66 und älter","Hamburg","","","",""
"Min 1x pro Woche","1984","66 und älter","Niedersachsen","","","",""
"Min 1x pro Woche","1984","66 und älter","Bremen","","","",""
"Min 1x pro Woche","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1984","66 und älter","Hessen","","","",""
"Min 1x pro Woche","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1984","66 und älter","Bayern","","","",""
"Min 1x pro Woche","1984","66 und älter","Saarland","","","",""
"Min 1x pro Woche","1984","66 und älter","Berlin","","","",""
"Min 1x pro Woche","1984","66 und älter","Brandenburg","","","",""
"Min 1x pro Woche","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1984","66 und älter","Sachsen","","","",""
"Min 1x pro Woche","1984","66 und älter","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1984","66 und älter","Thueringen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Hamburg","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Bremen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Hessen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Bayern","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Saarland","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Berlin","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Brandenburg","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Sachsen","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1984","16-34 Jahre alt","Thueringen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Hamburg","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Bremen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Hessen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Bayern","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Saarland","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Berlin","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Brandenburg","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Sachsen","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1984","35-65 Jahre alt","Thueringen","","","",""
"Min 1x pro Monat","1984","66 und älter","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1984","66 und älter","Hamburg","","","",""
"Min 1x pro Monat","1984","66 und älter","Niedersachsen","","","",""
"Min 1x pro Monat","1984","66 und älter","Bremen","","","",""
"Min 1x pro Monat","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1984","66 und älter","Hessen","","","",""
"Min 1x pro Monat","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1984","66 und älter","Bayern","","","",""
"Min 1x pro Monat","1984","66 und älter","Saarland","","","",""
"Min 1x pro Monat","1984","66 und älter","Berlin","","","",""
"Min 1x pro Monat","1984","66 und älter","Brandenburg","","","",""
"Min 1x pro Monat","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1984","66 und älter","Sachsen","","","",""
"Min 1x pro Monat","1984","66 und älter","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1984","66 und älter","Thueringen","","","",""
"Seltener","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Seltener","1984","16-34 Jahre alt","Hamburg","","","",""
"Seltener","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Seltener","1984","16-34 Jahre alt","Bremen","","","",""
"Seltener","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Seltener","1984","16-34 Jahre alt","Hessen","","","",""
"Seltener","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Seltener","1984","16-34 Jahre alt","Bayern","","","",""
"Seltener","1984","16-34 Jahre alt","Saarland","","","",""
"Seltener","1984","16-34 Jahre alt","Berlin","","","",""
"Seltener","1984","16-34 Jahre alt","Brandenburg","","","",""
"Seltener","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Seltener","1984","16-34 Jahre alt","Sachsen","","","",""
"Seltener","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Seltener","1984","16-34 Jahre alt","Thueringen","","","",""
"Seltener","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Seltener","1984","35-65 Jahre alt","Hamburg","","","",""
"Seltener","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Seltener","1984","35-65 Jahre alt","Bremen","","","",""
"Seltener","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Seltener","1984","35-65 Jahre alt","Hessen","","","",""
"Seltener","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Seltener","1984","35-65 Jahre alt","Bayern","","","",""
"Seltener","1984","35-65 Jahre alt","Saarland","","","",""
"Seltener","1984","35-65 Jahre alt","Berlin","","","",""
"Seltener","1984","35-65 Jahre alt","Brandenburg","","","",""
"Seltener","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Seltener","1984","35-65 Jahre alt","Sachsen","","","",""
"Seltener","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Seltener","1984","35-65 Jahre alt","Thueringen","","","",""
"Seltener","1984","66 und älter","Schleswig-Holstein","","","",""
"Seltener","1984","66 und älter","Hamburg","","","",""
"Seltener","1984","66 und älter","Niedersachsen","","","",""
"Seltener","1984","66 und älter","Bremen","","","",""
"Seltener","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Seltener","1984","66 und älter","Hessen","","","",""
"Seltener","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Seltener","1984","66 und älter","Bayern","","","",""
"Seltener","1984","66 und älter","Saarland","","","",""
"Seltener","1984","66 und älter","Berlin","","","",""
"Seltener","1984","66 und älter","Brandenburg","","","",""
"Seltener","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Seltener","1984","66 und älter","Sachsen","","","",""
"Seltener","1984","66 und älter","Sachsen-Anhalt","","","",""
"Seltener","1984","66 und älter","Thueringen","","","",""
"Nie","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Nie","1984","16-34 Jahre alt","Hamburg","","","",""
"Nie","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Nie","1984","16-34 Jahre alt","Bremen","","","",""
"Nie","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Nie","1984","16-34 Jahre alt","Hessen","","","",""
"Nie","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Nie","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Nie","1984","16-34 Jahre alt","Bayern","","","",""
"Nie","1984","16-34 Jahre alt","Saarland","","","",""
"Nie","1984","16-34 Jahre alt","Berlin","","","",""
"Nie","1984","16-34 Jahre alt","Brandenburg","","","",""
"Nie","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie","1984","16-34 Jahre alt","Sachsen","","","",""
"Nie","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Nie","1984","16-34 Jahre alt","Thueringen","","","",""
"Nie","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Nie","1984","35-65 Jahre alt","Hamburg","","","",""
"Nie","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Nie","1984","35-65 Jahre alt","Bremen","","","",""
"Nie","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Nie","1984","35-65 Jahre alt","Hessen","","","",""
"Nie","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Nie","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Nie","1984","35-65 Jahre alt","Bayern","","","",""
"Nie","1984","35-65 Jahre alt","Saarland","","","",""
"Nie","1984","35-65 Jahre alt","Berlin","","","",""
"Nie","1984","35-65 Jahre alt","Brandenburg","","","",""
"Nie","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie","1984","35-65 Jahre alt","Sachsen","","","",""
"Nie","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Nie","1984","35-65 Jahre alt","Thueringen","","","",""
"Nie","1984","66 und älter","Schleswig-Holstein","","","",""
"Nie","1984","66 und älter","Hamburg","","","",""
"Nie","1984","66 und älter","Niedersachsen","","","",""
"Nie","1984","66 und älter","Bremen","","","",""
"Nie","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Nie","1984","66 und älter","Hessen","","","",""
"Nie","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Nie","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Nie","1984","66 und älter","Bayern","","","",""
"Nie","1984","66 und älter","Saarland","","","",""
"Nie","1984","66 und älter","Berlin","","","",""
"Nie","1984","66 und älter","Brandenburg","","","",""
"Nie","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Nie","1984","66 und älter","Sachsen","","","",""
"Nie","1984","66 und älter","Sachsen-Anhalt","","","",""
"Nie","1984","66 und älter","Thueringen","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Schleswig-Holstein","122","0.891193943739455","0.838665582180673","0.943722305298237"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Hamburg","96","0.84398482836338","0.77707966957706","0.9108899871497"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Niedersachsen","354","0.78518437242562","0.746940224635561","0.823428520215678"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Bremen","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Nordrhein-Westfalen","1066","0.801972169624739","0.780149077323033","0.823795261926446"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Hessen","411","0.764125707709479","0.727098146158451","0.801153269260507"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","235","0.746290288040663","0.698007400493347","0.794573175587978"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Baden-Wuerttemberg","680","0.76381610698131","0.735127359368845","0.792504854593775"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Bayern","585","0.756432534510834","0.725692672011786","0.787172397009883"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Saarland","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Berlin","118","0.856866848083783","0.798224062009832","0.915509634157733"
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Brandenburg","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Sachsen","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Nie, sehr selten (1984)","1984","16-34 Jahre alt","Thueringen","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Schleswig-Holstein","163","0.785723421357286","0.729554852077266","0.841891990637307"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Hamburg","130","0.871766275001736","0.81753212672557","0.926000423277901"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Niedersachsen","478","0.759101957265268","0.7254415832279","0.792762331302637"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Bremen","59","0.898089975300154","0.825103145390328","0.97107680520998"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Nordrhein-Westfalen","1333","0.772743617526279","0.752578504715471","0.792908730337086"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Hessen","508","0.777377874103159","0.744711245248879","0.810044502957439"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","305","0.708826576727312","0.665222617382765","0.752430536071859"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Baden-Wuerttemberg","917","0.719746658435992","0.694088523308241","0.745404793563743"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Bayern","815","0.728223444159733","0.701517507651394","0.754929380668073"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Saarland","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Berlin","184","0.817895517519344","0.767242550254149","0.868548484784539"
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Brandenburg","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Sachsen","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Nie, sehr selten (1984)","1984","35-65 Jahre alt","Thueringen","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Schleswig-Holstein","40","0.921203149014073","0.841595666408068","1.00081063162008"
"Nie, sehr selten (1984)","1984","66 und älter","Hamburg","38","0.927159319375067","0.847612953347233","1.0067056854029"
"Nie, sehr selten (1984)","1984","66 und älter","Niedersachsen","135","0.905993663113338","0.859134330185966","0.952852996040709"
"Nie, sehr selten (1984)","1984","66 und älter","Bremen","30","0.915977106527335","0.821324572076839","1.01062964097783"
"Nie, sehr selten (1984)","1984","66 und älter","Nordrhein-Westfalen","245","0.878457082113021","0.840319896526148","0.916594267699893"
"Nie, sehr selten (1984)","1984","66 und älter","Hessen","91","0.912356208174879","0.857208153278183","0.967504263071575"
"Nie, sehr selten (1984)","1984","66 und älter","Rheinland-Pfalz,Saarland","98","0.884147199193866","0.824874509365018","0.943419889022714"
"Nie, sehr selten (1984)","1984","66 und älter","Baden-Wuerttemberg","189","0.920469248480906","0.883610965212657","0.957327531749155"
"Nie, sehr selten (1984)","1984","66 und älter","Bayern","191","0.858518362528975","0.812878017919023","0.904158707138926"
"Nie, sehr selten (1984)","1984","66 und älter","Saarland","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Berlin","38","0.945490911515159","0.875138136184824","1.01584368684549"
"Nie, sehr selten (1984)","1984","66 und älter","Brandenburg","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Sachsen","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Sachsen-Anhalt","","","",""
"Nie, sehr selten (1984)","1984","66 und älter","Thueringen","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Hamburg","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Niedersachsen","48","0.113205763631631","0.0837010143799424","0.14271051288332"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Bremen","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Nordrhein-Westfalen","113","0.098793816314604","0.0824538751388989","0.115133757490309"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Hessen","45","0.114124025346895","0.0863922671655351","0.141855783528255"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","43","0.13435217555229","0.0965110743123894","0.17219327679219"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Baden-Wuerttemberg","87","0.116262044747591","0.0946113031103042","0.137912786384877"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Bayern","94","0.141328265199986","0.116380291368084","0.166276239031888"
"Gelegentlich (1984)","1984","16-34 Jahre alt","Saarland","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Berlin","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Brandenburg","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Sachsen","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Gelegentlich (1984)","1984","16-34 Jahre alt","Thueringen","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Hamburg","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Niedersachsen","73","0.117718467548058","0.0923509400030991","0.143085995093016"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Bremen","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Nordrhein-Westfalen","155","0.102855040826736","0.0882376789386336","0.117472402714839"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Hessen","47","0.0839272817085155","0.0621541639704604","0.105700399446571"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","58","0.148351961173204","0.114236064936293","0.182467857410115"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Baden-Wuerttemberg","133","0.135901320527943","0.116323994710291","0.155478646345595"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Bayern","138","0.148246096537226","0.126914754063174","0.169577439011277"
"Gelegentlich (1984)","1984","35-65 Jahre alt","Saarland","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Berlin","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Brandenburg","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Sachsen","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Gelegentlich (1984)","1984","35-65 Jahre alt","Thueringen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Schleswig-Holstein","","","",""
"Gelegentlich (1984)","1984","66 und älter","Hamburg","","","",""
"Gelegentlich (1984)","1984","66 und älter","Niedersachsen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Bremen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Hessen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Gelegentlich (1984)","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Gelegentlich (1984)","1984","66 und älter","Bayern","","","",""
"Gelegentlich (1984)","1984","66 und älter","Saarland","","","",""
"Gelegentlich (1984)","1984","66 und älter","Berlin","","","",""
"Gelegentlich (1984)","1984","66 und älter","Brandenburg","","","",""
"Gelegentlich (1984)","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Gelegentlich (1984)","1984","66 und älter","Sachsen","","","",""
"Gelegentlich (1984)","1984","66 und älter","Sachsen-Anhalt","","","",""
"Gelegentlich (1984)","1984","66 und älter","Thueringen","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Hamburg","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Niedersachsen","41","0.101609863942749","0.0734748813828804","0.129744846502618"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Bremen","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Nordrhein-Westfalen","102","0.0992340140606564","0.0828617102544827","0.11560631786683"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Hessen","49","0.121750266943626","0.0932304734701373","0.150270060417114"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","34","0.119357536407048","0.083382973286478","0.155332099527617"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Baden-Wuerttemberg","75","0.119921848271099","0.0979785542784655","0.141865142263733"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Bayern","70","0.10223920028918","0.0805423734374265","0.123936027140933"
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Saarland","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Berlin","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Brandenburg","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Sachsen","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Haeufig,regelmaessig (1984)","1984","16-34 Jahre alt","Thueringen","","","",""
