year,bula_h,regtyp,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Hamburg,Urban regions,Never,0.81307,161,161,0.75266,0.87348
1988,Lower Saxony,Urban regions,At least once per week,0.08188,37,510,0.05806,0.10570
1988,Lower Saxony,Urban regions,At least once per month,0.05404,34,510,0.03440,0.07369
1988,Lower Saxony,Urban regions,Seldom,0.06973,36,510,0.04760,0.09186
1988,Lower Saxony,Urban regions,Never,0.79435,403,510,0.75923,0.82946
1988,Lower Saxony,Rural regions,At least once per week,0.07131,38,523,0.04923,0.09338
1988,Lower Saxony,Rural regions,At least once per month,0.07171,39,523,0.04958,0.09384
1988,Lower Saxony,Rural regions,Seldom,0.09131,49,523,0.06660,0.11602
1988,Lower Saxony,Rural regions,Never,0.76568,397,523,0.72934,0.80202
1988,Bremen,Urban regions,Never,0.87584,86,86,0.80573,0.94594
1988,North Rhine-Westphalia,Urban regions,At least once per week,0.08641,203,2599,0.07561,0.09722
1988,North Rhine-Westphalia,Urban regions,At least once per month,0.04713,116,2599,0.03899,0.05528
1988,North Rhine-Westphalia,Urban regions,Seldom,0.07979,190,2599,0.06937,0.09021
1988,North Rhine-Westphalia,Urban regions,Never,0.78667,2090,2599,0.77091,0.80242
1988,North Rhine-Westphalia,Rural regions,Never,0.71070,48,48,0.58106,0.84033
1988,Hesse,Urban regions,At least once per week,0.09124,58,851,0.07189,0.11060
1988,Hesse,Urban regions,At least once per month,0.07452,54,851,0.05686,0.09217
1988,Hesse,Urban regions,Seldom,0.09425,64,851,0.07460,0.11389
1988,Hesse,Urban regions,Never,0.73999,675,851,0.71050,0.76948
1988,Hesse,Rural regions,Never,0.81661,113,113,0.74494,0.88828
1988,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.10824,56,598,0.08332,0.13317
1988,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.08028,45,598,0.05848,0.10208
1988,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.06027,34,598,0.04118,0.07936
1988,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.75121,463,598,0.71653,0.78589
1988,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.77701,104,104,0.69662,0.85740
1988,Baden-Wuerttemberg,Urban regions,At least once per week,0.11448,149,1624,0.09899,0.12997
1988,Baden-Wuerttemberg,Urban regions,At least once per month,0.06341,87,1624,0.05156,0.07527
1988,Baden-Wuerttemberg,Urban regions,Seldom,0.16013,201,1624,0.14229,0.17798
1988,Baden-Wuerttemberg,Urban regions,Never,0.66197,1187,1624,0.63896,0.68499
1988,Baden-Wuerttemberg,Rural regions,Seldom,0.18394,39,210,0.13141,0.23647
1988,Baden-Wuerttemberg,Rural regions,Never,0.62413,171,210,0.55846,0.68980
1988,Bavaria,Urban regions,At least once per week,0.08894,81,867,0.06998,0.10790
1988,Bavaria,Urban regions,At least once per month,0.08419,70,867,0.06570,0.10268
1988,Bavaria,Urban regions,Seldom,0.06408,58,867,0.04777,0.08039
1988,Bavaria,Urban regions,Never,0.76279,658,867,0.73445,0.79112
1988,Bavaria,Rural regions,At least once per week,0.10262,79,750,0.08089,0.12435
1988,Bavaria,Rural regions,At least once per month,0.09278,64,750,0.07200,0.11355
1988,Bavaria,Rural regions,Seldom,0.11861,83,750,0.09546,0.14177
1988,Bavaria,Rural regions,Never,0.68599,524,750,0.65275,0.71923
1988,Berlin,Urban regions,Never,0.80359,272,272,0.75629,0.85089
1990,Schleswig-Holstein,Urban regions,Never,0.83280,117,117,0.76490,0.90071
1990,Schleswig-Holstein,Rural regions,Never,0.75465,106,106,0.67234,0.83695
1990,Hamburg,Urban regions,Never,0.79592,134,134,0.72743,0.86442
1990,Lower Saxony,Urban regions,At least once per week,0.08271,35,449,0.05721,0.10822
1990,Lower Saxony,Urban regions,Seldom,0.10489,47,449,0.07651,0.13326
1990,Lower Saxony,Urban regions,Never,0.74850,367,449,0.70832,0.78868
1990,Lower Saxony,Rural regions,At least once per week,0.09380,43,493,0.06804,0.11957
1990,Lower Saxony,Rural regions,At least once per month,0.06462,32,493,0.04290,0.08635
1990,Lower Saxony,Rural regions,Seldom,0.09491,44,493,0.06901,0.12081
1990,Lower Saxony,Rural regions,Never,0.74667,374,493,0.70824,0.78510
1990,Bremen,Urban regions,Never,0.81042,80,80,0.72398,0.89685
1990,North Rhine-Westphalia,Urban regions,At least once per week,0.07455,159,2473,0.06419,0.08490
1990,North Rhine-Westphalia,Urban regions,At least once per month,0.06677,136,2473,0.05693,0.07661
1990,North Rhine-Westphalia,Urban regions,Seldom,0.11136,259,2473,0.09896,0.12376
1990,North Rhine-Westphalia,Urban regions,Never,0.74731,1919,2473,0.73018,0.76445
1990,North Rhine-Westphalia,Rural regions,Never,0.61073,44,44,0.46500,0.75647
1990,Hesse,Urban regions,At least once per week,0.10634,68,843,0.08552,0.12716
1990,Hesse,Urban regions,At least once per month,0.06988,46,843,0.05266,0.08710
1990,Hesse,Urban regions,Seldom,0.12703,82,843,0.10454,0.14952
1990,Hesse,Urban regions,Never,0.69675,647,843,0.66570,0.72780
1990,Hesse,Rural regions,Never,0.75807,104,104,0.67536,0.84077
1990,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.10368,53,539,0.07792,0.12944
1990,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.08148,49,539,0.05836,0.10459
1990,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.77672,437,539,0.74153,0.81191
1990,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.71117,77,77,0.60928,0.81307
1990,Baden-Wuerttemberg,Urban regions,At least once per week,0.10179,129,1545,0.08671,0.11687
1990,Baden-Wuerttemberg,Urban regions,At least once per month,0.10309,119,1545,0.08792,0.11826
1990,Baden-Wuerttemberg,Urban regions,Seldom,0.14928,208,1545,0.13151,0.16706
1990,Baden-Wuerttemberg,Urban regions,Never,0.64584,1089,1545,0.62199,0.66970
1990,Baden-Wuerttemberg,Rural regions,Seldom,0.17444,35,210,0.12299,0.22589
1990,Baden-Wuerttemberg,Rural regions,Never,0.69043,175,210,0.62775,0.75311
1990,Bavaria,Urban regions,At least once per week,0.09027,70,834,0.07081,0.10973
1990,Bavaria,Urban regions,At least once per month,0.07878,62,834,0.06048,0.09707
1990,Bavaria,Urban regions,Seldom,0.11426,83,834,0.09265,0.13586
1990,Bavaria,Urban regions,Never,0.71669,619,834,0.68609,0.74729
1990,Bavaria,Rural regions,At least once per week,0.09399,67,760,0.07323,0.11475
1990,Bavaria,Rural regions,At least once per month,0.08193,62,760,0.06242,0.10144
1990,Bavaria,Rural regions,Seldom,0.16364,124,760,0.13732,0.18996
1990,Bavaria,Rural regions,Never,0.66045,507,760,0.62676,0.69414
1990,Berlin,Urban regions,At least once per week,0.05454,36,605,0.03643,0.07265
1990,Berlin,Urban regions,At least once per month,0.05588,36,605,0.03756,0.07419
1990,Berlin,Urban regions,Seldom,0.09806,55,605,0.07434,0.12178
1990,Berlin,Urban regions,Never,0.79152,478,605,0.75912,0.82392
1990,Brandenburg,Urban regions,Never,0.80557,47,47,0.69121,0.91994
1990,Brandenburg,Rural regions,At least once per week,0.04652,32,645,0.03025,0.06278
1990,Brandenburg,Rural regions,At least once per month,0.13734,96,645,0.11076,0.16393
1990,Brandenburg,Rural regions,Seldom,0.10932,70,645,0.08522,0.13342
1990,Brandenburg,Rural regions,Never,0.70681,447,645,0.67166,0.74197
1990,Mecklenburg-Western Pomerania,Urban regions,Never,0.78420,35,35,0.64592,0.92248
1990,Mecklenburg-Western Pomerania,Rural regions,At least once per month,0.07517,36,409,0.04959,0.10076
1990,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.10169,46,409,0.07236,0.13101
1990,Mecklenburg-Western Pomerania,Rural regions,Never,0.77491,327,409,0.73439,0.81544
1990,Saxony,Urban regions,At least once per week,0.04782,36,660,0.03153,0.06412
1990,Saxony,Urban regions,At least once per month,0.11175,78,660,0.08770,0.13581
1990,Saxony,Urban regions,Seldom,0.11255,84,660,0.08842,0.13668
1990,Saxony,Urban regions,Never,0.72787,462,660,0.69389,0.76185
1990,Saxony,Rural regions,At least once per week,0.06359,40,604,0.04411,0.08306
1990,Saxony,Rural regions,At least once per month,0.12038,74,604,0.09441,0.14635
1990,Saxony,Rural regions,Seldom,0.10960,82,604,0.08466,0.13453
1990,Saxony,Rural regions,Never,0.70644,408,604,0.67009,0.74279
1990,Saxony-Anhalt,Urban regions,Never,0.71476,123,123,0.63464,0.79488
1990,Saxony-Anhalt,Rural regions,At least once per week,0.09463,58,614,0.07146,0.11780
1990,Saxony-Anhalt,Rural regions,At least once per month,0.10982,74,614,0.08507,0.13457
1990,Saxony-Anhalt,Rural regions,Seldom,0.06953,53,614,0.04939,0.08966
1990,Saxony-Anhalt,Rural regions,Never,0.72602,429,614,0.69071,0.76133
1990,Thuringa,Urban regions,Never,0.79593,156,156,0.73248,0.85938
1990,Thuringa,Rural regions,At least once per week,0.07977,42,514,0.05632,0.10322
1990,Thuringa,Rural regions,At least once per month,0.10865,63,514,0.08172,0.13558
1990,Thuringa,Rural regions,Seldom,0.08383,50,514,0.05985,0.10782
1990,Thuringa,Rural regions,Never,0.72775,359,514,0.68923,0.76626
1992,Schleswig-Holstein,Urban regions,Never,0.83677,117,117,0.76951,0.90402
1992,Schleswig-Holstein,Rural regions,Never,0.73913,99,99,0.65219,0.82606
1992,Hamburg,Urban regions,Never,0.85152,125,125,0.78894,0.91411
1992,Lower Saxony,Urban regions,At least once per week,0.07462,32,445,0.05018,0.09906
1992,Lower Saxony,Urban regions,Seldom,0.09434,46,445,0.06715,0.12153
1992,Lower Saxony,Urban regions,Never,0.78583,367,445,0.74767,0.82399
1992,Lower Saxony,Rural regions,At least once per week,0.08246,39,491,0.05810,0.10682
1992,Lower Saxony,Rural regions,At least once per month,0.07215,38,491,0.04924,0.09506
1992,Lower Saxony,Rural regions,Seldom,0.13303,63,491,0.10296,0.16310
1992,Lower Saxony,Rural regions,Never,0.71237,351,491,0.67229,0.75245
1992,Bremen,Urban regions,Never,0.84190,75,75,0.75877,0.92502
1992,North Rhine-Westphalia,Urban regions,At least once per week,0.06343,136,2424,0.05373,0.07314
1992,North Rhine-Westphalia,Urban regions,At least once per month,0.05490,114,2424,0.04583,0.06396
1992,North Rhine-Westphalia,Urban regions,Seldom,0.11121,246,2424,0.09869,0.12372
1992,North Rhine-Westphalia,Urban regions,Never,0.77047,1928,2424,0.75372,0.78721
1992,North Rhine-Westphalia,Rural regions,Never,0.70100,46,46,0.56724,0.83477
1992,Hesse,Urban regions,At least once per week,0.08220,53,804,0.06320,0.10120
1992,Hesse,Urban regions,At least once per month,0.06407,44,804,0.04713,0.08100
1992,Hesse,Urban regions,Seldom,0.11364,83,804,0.09169,0.13560
1992,Hesse,Urban regions,Never,0.74009,624,804,0.70975,0.77043
1992,Hesse,Rural regions,Never,0.74904,104,104,0.66531,0.83277
1992,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.06570,32,543,0.04484,0.08656
1992,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.05709,32,543,0.03755,0.07662
1992,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.10607,59,543,0.08014,0.13199
1992,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.77115,420,543,0.73578,0.80652
1992,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.64579,69,69,0.53211,0.75947
1992,Baden-Wuerttemberg,Urban regions,At least once per week,0.09143,121,1504,0.07686,0.10600
1992,Baden-Wuerttemberg,Urban regions,At least once per month,0.08907,107,1504,0.07467,0.10347
1992,Baden-Wuerttemberg,Urban regions,Seldom,0.15564,202,1504,0.13731,0.17397
1992,Baden-Wuerttemberg,Urban regions,Never,0.66386,1074,1504,0.63997,0.68774
1992,Baden-Wuerttemberg,Rural regions,Never,0.70263,169,169,0.63351,0.77175
1992,Bavaria,Urban regions,At least once per week,0.07050,58,829,0.05306,0.08794
1992,Bavaria,Urban regions,At least once per month,0.07910,62,829,0.06071,0.09748
1992,Bavaria,Urban regions,Seldom,0.08254,59,829,0.06380,0.10129
1992,Bavaria,Urban regions,Never,0.76786,650,829,0.73910,0.79662
1992,Bavaria,Rural regions,At least once per week,0.06963,61,785,0.05181,0.08745
1992,Bavaria,Rural regions,At least once per month,0.07022,56,785,0.05233,0.08810
1992,Bavaria,Rural regions,Seldom,0.11845,93,785,0.09583,0.14108
1992,Bavaria,Rural regions,Never,0.74170,575,785,0.71106,0.77234
1992,Berlin,Urban regions,Seldom,0.09450,47,527,0.06950,0.11950
1992,Berlin,Urban regions,Never,0.81492,480,527,0.78173,0.84811
1992,Brandenburg,Urban regions,Never,0.84603,55,55,0.74976,0.94229
1992,Brandenburg,Rural regions,At least once per month,0.06412,35,555,0.04372,0.08451
1992,Brandenburg,Rural regions,Seldom,0.08771,51,555,0.06415,0.11127
1992,Brandenburg,Rural regions,Never,0.81249,469,555,0.77999,0.84500
1992,Mecklenburg-Western Pomerania,Urban regions,Never,0.78659,38,38,0.65458,0.91861
1992,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.08968,39,321,0.05837,0.12098
1992,Mecklenburg-Western Pomerania,Rural regions,Never,0.81062,282,321,0.76769,0.85355
1992,Saxony,Urban regions,Seldom,0.07529,45,521,0.05261,0.09797
1992,Saxony,Urban regions,Never,0.83976,476,521,0.80823,0.87129
1992,Saxony,Rural regions,At least once per month,0.06442,38,521,0.04332,0.08552
1992,Saxony,Rural regions,Seldom,0.08944,56,521,0.06491,0.11397
1992,Saxony,Rural regions,Never,0.81614,427,521,0.78285,0.84944
1992,Saxony-Anhalt,Urban regions,Never,0.90528,153,153,0.85873,0.95183
1992,Saxony-Anhalt,Rural regions,At least once per month,0.06394,44,549,0.04346,0.08443
1992,Saxony-Anhalt,Rural regions,Seldom,0.11334,67,549,0.08680,0.13988
1992,Saxony-Anhalt,Rural regions,Never,0.76649,438,549,0.73106,0.80191
1992,Thuringa,Urban regions,Never,0.86545,151,151,0.81084,0.92006
1992,Thuringa,Rural regions,At least once per month,0.06750,35,452,0.04434,0.09065
1992,Thuringa,Rural regions,Seldom,0.09247,55,452,0.06573,0.11920
1992,Thuringa,Rural regions,Never,0.79593,362,452,0.75873,0.83312
1994,Schleswig-Holstein,Urban regions,Never,0.80227,114,114,0.72883,0.87571
1994,Schleswig-Holstein,Rural regions,Never,0.66414,103,103,0.57248,0.75580
1994,Hamburg,Urban regions,Never,0.86727,122,122,0.80682,0.92773
1994,Lower Saxony,Urban regions,At least once per week,0.07764,33,455,0.05303,0.10226
1994,Lower Saxony,Urban regions,Seldom,0.09770,43,455,0.07038,0.12501
1994,Lower Saxony,Urban regions,Never,0.77714,379,455,0.73886,0.81543
1994,Lower Saxony,Rural regions,At least once per week,0.07981,40,486,0.05569,0.10393
1994,Lower Saxony,Rural regions,At least once per month,0.07081,39,486,0.04798,0.09364
1994,Lower Saxony,Rural regions,Seldom,0.15319,71,486,0.12113,0.18524
1994,Lower Saxony,Rural regions,Never,0.69619,336,486,0.65526,0.73712
1994,Bremen,Urban regions,Never,0.78456,66,66,0.68462,0.88451
1994,North Rhine-Westphalia,Urban regions,At least once per week,0.06269,142,2370,0.05293,0.07245
1994,North Rhine-Westphalia,Urban regions,At least once per month,0.05646,112,2370,0.04716,0.06575
1994,North Rhine-Westphalia,Urban regions,Seldom,0.10116,245,2370,0.08901,0.11330
1994,North Rhine-Westphalia,Urban regions,Never,0.77970,1871,2370,0.76301,0.79639
1994,North Rhine-Westphalia,Rural regions,Never,0.63260,41,41,0.48320,0.78201
1994,Hesse,Urban regions,At least once per week,0.08536,49,788,0.06584,0.10488
1994,Hesse,Urban regions,At least once per month,0.06683,45,788,0.04938,0.08427
1994,Hesse,Urban regions,Seldom,0.11892,85,788,0.09630,0.14153
1994,Hesse,Urban regions,Never,0.72890,609,788,0.69784,0.75996
1994,Hesse,Rural regions,Never,0.77168,93,93,0.68590,0.85745
1994,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.08875,38,518,0.06424,0.11326
1994,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.06366,34,518,0.04261,0.08471
1994,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.10808,57,518,0.08132,0.13485
1994,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.73951,389,518,0.70167,0.77734
1994,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.73106,76,76,0.63071,0.83142
1994,Baden-Wuerttemberg,Urban regions,At least once per week,0.09940,133,1505,0.08428,0.11452
1994,Baden-Wuerttemberg,Urban regions,At least once per month,0.09342,119,1505,0.07872,0.10813
1994,Baden-Wuerttemberg,Urban regions,Seldom,0.15606,229,1505,0.13772,0.17441
1994,Baden-Wuerttemberg,Urban regions,Never,0.65111,1024,1505,0.62703,0.67520
1994,Baden-Wuerttemberg,Rural regions,Never,0.66459,150,150,0.58878,0.74040
1994,Bavaria,Urban regions,At least once per week,0.06877,54,798,0.05120,0.08633
1994,Bavaria,Urban regions,At least once per month,0.07665,48,798,0.05818,0.09512
1994,Bavaria,Urban regions,Seldom,0.10454,90,798,0.08330,0.12578
1994,Bavaria,Urban regions,Never,0.75004,606,798,0.71998,0.78010
1994,Bavaria,Rural regions,At least once per week,0.07388,60,768,0.05537,0.09240
1994,Bavaria,Rural regions,At least once per month,0.08871,63,768,0.06859,0.10883
1994,Bavaria,Rural regions,Seldom,0.14809,109,768,0.12295,0.17323
1994,Bavaria,Rural regions,Never,0.68931,536,768,0.65656,0.72206
1994,Berlin,Urban regions,Seldom,0.08956,48,493,0.06433,0.11480
1994,Berlin,Urban regions,Never,0.81769,445,493,0.78357,0.85180
1994,Brandenburg,Urban regions,Never,0.87614,53,53,0.78661,0.96568
1994,Brandenburg,Rural regions,Seldom,0.08419,51,502,0.05988,0.10851
1994,Brandenburg,Rural regions,Never,0.83353,451,502,0.80091,0.86615
1994,Mecklenburg-Western Pomerania,Urban regions,Never,0.90191,51,51,0.81946,0.98435
1994,Mecklenburg-Western Pomerania,Rural regions,At least once per month,0.09914,31,348,0.06770,0.13059
1994,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.09163,37,348,0.06128,0.12199
1994,Mecklenburg-Western Pomerania,Rural regions,Never,0.79844,280,348,0.75623,0.84065
1994,Saxony,Urban regions,At least once per month,0.07062,41,557,0.04932,0.09191
1994,Saxony,Urban regions,Seldom,0.07573,51,557,0.05374,0.09772
1994,Saxony,Urban regions,Never,0.81211,465,557,0.77964,0.84458
1994,Saxony,Rural regions,At least once per month,0.06517,37,522,0.04397,0.08636
1994,Saxony,Rural regions,Seldom,0.10035,63,522,0.07455,0.12615
1994,Saxony,Rural regions,Never,0.80983,422,522,0.77613,0.84353
1994,Saxony-Anhalt,Urban regions,Never,0.92996,145,145,0.88828,0.97165
1994,Saxony-Anhalt,Rural regions,At least once per week,0.05548,31,540,0.03615,0.07480
1994,Saxony-Anhalt,Rural regions,At least once per month,0.04911,32,540,0.03087,0.06735
1994,Saxony-Anhalt,Rural regions,Seldom,0.10589,64,540,0.07991,0.13186
1994,Saxony-Anhalt,Rural regions,Never,0.78952,413,540,0.75511,0.82394
1994,Thuringa,Urban regions,Never,0.88042,164,164,0.83061,0.93023
1994,Thuringa,Rural regions,At least once per month,0.05871,37,446,0.03687,0.08055
1994,Thuringa,Rural regions,Seldom,0.08315,42,446,0.05749,0.10880
1994,Thuringa,Rural regions,Never,0.80234,367,446,0.76534,0.83934
1995,Schleswig-Holstein,Urban regions,Never,0.78897,113,113,0.71340,0.86454
1995,Schleswig-Holstein,Rural regions,Never,0.69893,105,105,0.61077,0.78710
1995,Hamburg,Urban regions,Never,0.87152,116,116,0.81036,0.93268
1995,Lower Saxony,Urban regions,At least once per week,0.07740,36,499,0.05393,0.10087
1995,Lower Saxony,Urban regions,Seldom,0.10523,40,499,0.07828,0.13218
1995,Lower Saxony,Urban regions,Never,0.77811,423,499,0.74161,0.81460
1995,Lower Saxony,Rural regions,At least once per week,0.07713,46,523,0.05424,0.10002
1995,Lower Saxony,Rural regions,At least once per month,0.06014,33,523,0.03974,0.08053
1995,Lower Saxony,Rural regions,Seldom,0.09301,46,523,0.06809,0.11792
1995,Lower Saxony,Rural regions,Never,0.76972,398,523,0.73361,0.80584
1995,Bremen,Urban regions,Never,0.85080,76,76,0.77017,0.93144
1995,North Rhine-Westphalia,Urban regions,At least once per week,0.07878,176,2494,0.06821,0.08936
1995,North Rhine-Westphalia,Urban regions,At least once per month,0.04927,108,2494,0.04077,0.05777
1995,North Rhine-Westphalia,Urban regions,Seldom,0.08303,192,2494,0.07220,0.09386
