year,regtyp,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Rural regions,Never,0.72403,5240,7374,0.71383,0.73423
2005,Urban regions,At least once per week,0.08566,1268,13687,0.08097,0.09034
2005,Urban regions,At least once per month,0.07569,1148,13687,0.07126,0.08013
2005,Urban regions,Seldom,0.13050,1847,13687,0.12486,0.13614
2005,Urban regions,Never,0.70815,9424,13687,0.70054,0.71577
2005,Rural regions,At least once per week,0.09292,632,6875,0.08605,0.09978
2005,Rural regions,At least once per month,0.10074,703,6875,0.09362,0.10786
2005,Rural regions,Seldom,0.15240,1092,6875,0.14390,0.16089
2005,Rural regions,Never,0.65395,4448,6875,0.64270,0.66519
2007,Urban regions,At least once per week,0.08945,1338,13375,0.08461,0.09428
2007,Urban regions,At least once per month,0.06801,1048,13375,0.06375,0.07228
2007,Urban regions,Seldom,0.11850,1623,13375,0.11302,0.12398
2007,Urban regions,Never,0.72404,9366,13375,0.71646,0.73161
2007,Rural regions,At least once per week,0.09466,671,6965,0.08779,0.10154
2007,Rural regions,At least once per month,0.09688,711,6965,0.08993,0.10383
2007,Rural regions,Seldom,0.13770,950,6965,0.12960,0.14579
2007,Rural regions,Never,0.67076,4633,6965,0.65972,0.68179
2008,Urban regions,At least once per week,0.09203,1278,12654,0.08699,0.09706
2008,Urban regions,At least once per month,0.06629,937,12654,0.06196,0.07063
2008,Urban regions,Seldom,0.10184,1358,12654,0.09657,0.10711
2008,Urban regions,Never,0.73985,9081,12654,0.73220,0.74749
2008,Rural regions,At least once per week,0.09921,679,6589,0.09199,0.10643
2008,Rural regions,At least once per month,0.08507,590,6589,0.07834,0.09181
2008,Rural regions,Seldom,0.10365,729,6589,0.09629,0.11101
2008,Rural regions,Never,0.71206,4591,6589,0.70113,0.72300
2009,Urban regions,At least once per week,0.09021,1164,11625,0.08500,0.09542
2009,Urban regions,At least once per month,0.07165,941,11625,0.06696,0.07634
2009,Urban regions,Seldom,0.11664,1371,11625,0.11081,0.12248
2009,Urban regions,Never,0.72150,8149,11625,0.71335,0.72965
2009,Rural regions,At least once per week,0.09717,631,6256,0.08983,0.10451
2009,Rural regions,At least once per month,0.09107,608,6256,0.08394,0.09820
2009,Rural regions,Seldom,0.14488,855,6256,0.13615,0.15360
2009,Rural regions,Never,0.66688,4162,6256,0.65520,0.67856
2011,Urban regions,At least once per week,0.10082,1980,18153,0.09644,0.10520
2011,Urban regions,At least once per month,0.07427,1537,18153,0.07046,0.07809
2011,Urban regions,Seldom,0.13152,2338,18153,0.12661,0.13644
2011,Urban regions,Never,0.69338,12298,18153,0.68667,0.70009
2011,Rural regions,At least once per week,0.10686,1153,10119,0.10084,0.11288
2011,Rural regions,At least once per month,0.10317,1098,10119,0.09724,0.10910
2011,Rural regions,Seldom,0.13863,1290,10119,0.13190,0.14536
2011,Rural regions,Never,0.65134,6578,10119,0.64205,0.66062
2013,Urban regions,At least once per week,0.11479,1888,16145,0.10987,0.11971
2013,Urban regions,At least once per month,0.07654,1389,16145,0.07244,0.08064
2013,Urban regions,Seldom,0.10215,1688,16145,0.09748,0.10682
2013,Urban regions,Never,0.70652,11180,16145,0.69950,0.71355
2013,Rural regions,At least once per week,0.11608,1086,9231,0.10954,0.12261
2013,Rural regions,At least once per month,0.09310,931,9231,0.08718,0.09903
2013,Rural regions,Seldom,0.11171,998,9231,0.10528,0.11814
2013,Rural regions,Never,0.67911,6216,9231,0.66958,0.68863
2015,Urban regions,At least once per week,0.10613,1847,17448,0.10156,0.11070
2015,Urban regions,At least once per month,0.07938,1444,17448,0.07537,0.08339
2015,Urban regions,Seldom,0.12560,2108,17448,0.12068,0.13051
2015,Urban regions,Never,0.68890,12049,17448,0.68203,0.69577
2015,Rural regions,At least once per week,0.10430,978,9240,0.09806,0.11053
2015,Rural regions,At least once per month,0.10094,973,9240,0.09480,0.10709
2015,Rural regions,Seldom,0.13656,1248,9240,0.12956,0.14356
2015,Rural regions,Never,0.65820,6041,9240,0.64853,0.66787
2017,Urban regions,At least once per week,0.11369,1949,17125,0.10893,0.11844
2017,Urban regions,At least once per month,0.08434,1573,17125,0.08018,0.08850
2017,Urban regions,Seldom,0.11161,2035,17125,0.10689,0.11633
2017,Urban regions,Never,0.69036,11568,17125,0.68344,0.69729
2017,Rural regions,At least once per week,0.11338,1090,9332,0.10695,0.11981
2017,Rural regions,At least once per month,0.10289,1044,9332,0.09673,0.10905
2017,Rural regions,Seldom,0.13114,1182,9332,0.12429,0.13799
2017,Rural regions,Never,0.65259,6016,9332,0.64293,0.66225
2019,No answer / don't know,At least once per week,0.18661,99,552,0.15408,0.21914
2019,No answer / don't know,At least once per month,0.11388,59,552,0.08736,0.14040
2019,No answer / don't know,Seldom,0.10015,64,552,0.07508,0.12522
2019,No answer / don't know,Never,0.59936,330,552,0.55844,0.64028
2019,Urban regions,At least once per week,0.11667,2047,16315,0.11175,0.12160
2019,Urban regions,At least once per month,0.07334,1411,16315,0.06934,0.07734
2019,Urban regions,Seldom,0.10703,1785,16315,0.10229,0.11177
2019,Urban regions,Never,0.70295,11072,16315,0.69594,0.70997
2019,Rural regions,At least once per week,0.11646,1142,8731,0.10973,0.12319
2019,Rural regions,At least once per month,0.09263,908,8731,0.08655,0.09871
2019,Rural regions,Seldom,0.09945,868,8731,0.09317,0.10573
2019,Rural regions,Never,0.69146,5813,8731,0.68177,0.70115
2021,Urban regions,At least once per week,0.12794,1529,11398,0.12181,0.13408
2021,Urban regions,At least once per month,0.08861,1145,11398,0.08339,0.09383
2021,Urban regions,Seldom,0.12713,1564,11398,0.12102,0.13325
2021,Urban regions,Never,0.65631,7160,11398,0.64759,0.66503
2021,Rural regions,At least once per week,0.12966,840,5783,0.12100,0.13832
2021,Rural regions,At least once per month,0.11010,672,5783,0.10204,0.11817
2021,Rural regions,Seldom,0.12764,717,5783,0.11904,0.13624
2021,Rural regions,Never,0.63259,3554,5783,0.62016,0.64502
