year,regtyp,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,At least once per week,0.08164,615,8557,0.07584,0.08744
1985,Urban regions,At least once per month,0.05886,455,8557,0.05387,0.06385
1985,Urban regions,Seldom,0.07952,635,8557,0.07379,0.08525
1985,Urban regions,Never,0.77998,6852,8557,0.77120,0.78876
1985,Rural regions,At least once per week,0.08775,200,2309,0.07620,0.09929
1985,Rural regions,At least once per month,0.07227,165,2309,0.06171,0.08283
1985,Rural regions,Seldom,0.09323,212,2309,0.08137,0.10509
1985,Rural regions,Never,0.74675,1732,2309,0.72901,0.76450
1986,Urban regions,At least once per week,0.07920,585,8245,0.07337,0.08503
1986,Urban regions,At least once per month,0.06206,456,8245,0.05685,0.06727
1986,Urban regions,Seldom,0.07382,569,8245,0.06818,0.07947
1986,Urban regions,Never,0.78492,6635,8245,0.77605,0.79379
1986,Rural regions,At least once per week,0.08639,186,2203,0.07466,0.09812
1986,Rural regions,At least once per month,0.07451,159,2203,0.06354,0.08547
1986,Rural regions,Seldom,0.08643,198,2203,0.07469,0.09816
1986,Rural regions,Never,0.75268,1660,2203,0.73466,0.77070
1988,Urban regions,At least once per week,0.09123,627,7814,0.08484,0.09761
1988,Urban regions,At least once per month,0.06095,440,7814,0.05565,0.06626
1988,Urban regions,Seldom,0.08692,623,7814,0.08067,0.09316
1988,Urban regions,Never,0.76090,6124,7814,0.75144,0.77036
1988,Rural regions,At least once per week,0.08848,181,2036,0.07614,0.10082
1988,Rural regions,At least once per month,0.08228,159,2036,0.07034,0.09422
1988,Rural regions,Seldom,0.11069,217,2036,0.09706,0.12432
1988,Rural regions,Never,0.71855,1479,2036,0.69901,0.73809
1990,No answer / don't know,Never,0.72696,61,61,0.61423,0.83969
1990,Urban regions,At least once per week,0.08221,637,8880,0.07649,0.08792
1990,Urban regions,At least once per month,0.07211,587,8880,0.06673,0.07749
1990,Urban regions,Seldom,0.11326,946,8880,0.10667,0.11986
1990,Urban regions,Never,0.73242,6710,8880,0.72321,0.74162
1990,Rural regions,At least once per week,0.07782,352,4757,0.07020,0.08543
1990,Rural regions,At least once per month,0.09046,489,4757,0.08231,0.09861
1990,Rural regions,Seldom,0.11965,559,4757,0.11043,0.12888
1990,Rural regions,Never,0.71207,3357,4757,0.69921,0.72494
1992,No answer / don't know,Never,0.81262,92,92,0.73244,0.89279
1992,Urban regions,At least once per week,0.06745,517,8554,0.06214,0.07277
1992,Urban regions,At least once per month,0.06158,461,8554,0.05648,0.06667
1992,Urban regions,Seldom,0.10584,843,8554,0.09932,0.11236
1992,Urban regions,Never,0.76513,6733,8554,0.75614,0.77411
1992,Rural regions,At least once per week,0.06189,254,4470,0.05483,0.06896
1992,Rural regions,At least once per month,0.07080,317,4470,0.06328,0.07832
1992,Rural regions,Seldom,0.11251,508,4470,0.10324,0.12177
1992,Rural regions,Never,0.75480,3391,4470,0.74219,0.76741
1994,Urban regions,At least once per week,0.07167,532,8406,0.06616,0.07719
1994,Urban regions,At least once per month,0.06392,482,8406,0.05869,0.06915
1994,Urban regions,Seldom,0.10595,889,8406,0.09937,0.11253
1994,Urban regions,Never,0.75846,6503,8406,0.74931,0.76761
1994,Rural regions,At least once per week,0.05908,238,4350,0.05207,0.06608
1994,Rural regions,At least once per month,0.07107,313,4350,0.06343,0.07870
1994,Rural regions,Seldom,0.13062,531,4350,0.12061,0.14064
1994,Rural regions,Never,0.73924,3268,4350,0.72619,0.75228
1995,Urban regions,At least once per week,0.07988,625,8667,0.07417,0.08559
1995,Urban regions,At least once per month,0.05388,425,8667,0.04912,0.05863
1995,Urban regions,Seldom,0.08167,662,8667,0.07590,0.08743
1995,Urban regions,Never,0.78458,6955,8667,0.77592,0.79323
1995,Rural regions,At least once per week,0.06753,283,4512,0.06020,0.07485
1995,Rural regions,At least once per month,0.06589,293,4512,0.05865,0.07313
1995,Rural regions,Seldom,0.10149,417,4512,0.09268,0.11030
1995,Rural regions,Never,0.76510,3519,4512,0.75272,0.77747
1996,Urban regions,At least once per week,0.07637,573,8501,0.07072,0.08201
1996,Urban regions,At least once per month,0.06862,515,8501,0.06325,0.07399
1996,Urban regions,Seldom,0.13156,1096,8501,0.12438,0.13875
1996,Urban regions,Never,0.72345,6317,8501,0.71394,0.73296
1996,Rural regions,At least once per week,0.07047,296,4484,0.06298,0.07796
1996,Rural regions,At least once per month,0.08103,348,4484,0.07304,0.08902
1996,Rural regions,Seldom,0.16734,693,4484,0.15641,0.17827
1996,Rural regions,Never,0.68116,3147,4484,0.66752,0.69481
1997,Urban regions,At least once per week,0.07949,606,8323,0.07368,0.08530
1997,Urban regions,At least once per month,0.07092,507,8323,0.06541,0.07644
1997,Urban regions,Seldom,0.12006,984,8323,0.11308,0.12705
1997,Urban regions,Never,0.72952,6226,8323,0.71998,0.73907
1997,Rural regions,At least once per week,0.06842,287,4403,0.06096,0.07587
1997,Rural regions,At least once per month,0.08067,335,4403,0.07263,0.08872
1997,Rural regions,Seldom,0.13852,594,4403,0.12832,0.14873
1997,Rural regions,Never,0.71239,3187,4403,0.69902,0.72576
1998,Urban regions,At least once per week,0.07427,652,9206,0.06891,0.07962
1998,Urban regions,At least once per month,0.06531,567,9206,0.06026,0.07035
1998,Urban regions,Seldom,0.10364,894,9206,0.09741,0.10986
1998,Urban regions,Never,0.75679,7093,9206,0.74802,0.76555
1998,Rural regions,At least once per week,0.07678,366,4921,0.06934,0.08422
1998,Rural regions,At least once per month,0.08005,374,4921,0.07247,0.08763
1998,Rural regions,Seldom,0.10883,497,4921,0.10013,0.11754
1998,Rural regions,Never,0.73434,3684,4921,0.72200,0.74668
1999,Urban regions,At least once per week,0.07595,637,8829,0.07042,0.08147
1999,Urban regions,At least once per month,0.06559,554,8829,0.06043,0.07076
1999,Urban regions,Seldom,0.13291,1153,8829,0.12583,0.14000
1999,Urban regions,Never,0.72555,6485,8829,0.71624,0.73485
1999,Rural regions,At least once per week,0.08677,380,4747,0.07876,0.09478
1999,Rural regions,At least once per month,0.08375,390,4747,0.07587,0.09163
1999,Rural regions,Seldom,0.15123,691,4747,0.14104,0.16142
1999,Rural regions,Never,0.67825,3286,4747,0.66496,0.69154
2001,Urban regions,At least once per week,0.07999,1137,14168,0.07553,0.08446
2001,Urban regions,At least once per month,0.06771,965,14168,0.06357,0.07185
2001,Urban regions,Seldom,0.11629,1639,14168,0.11101,0.12157
2001,Urban regions,Never,0.73600,10427,14168,0.72875,0.74326
2001,Rural regions,At least once per week,0.08157,604,7514,0.07538,0.08776
2001,Rural regions,At least once per month,0.09002,674,7514,0.08355,0.09649
2001,Rural regions,Seldom,0.12826,1002,7514,0.12069,0.13582
2001,Rural regions,Never,0.70016,5234,7514,0.68979,0.71052
2003,Urban regions,At least once per week,0.08302,1339,14667,0.07856,0.08749
2003,Urban regions,At least once per month,0.06635,1032,14667,0.06232,0.07037
2003,Urban regions,Seldom,0.09805,1487,14667,0.09323,0.10286
2003,Urban regions,Never,0.75259,10809,14667,0.74560,0.75957
2003,Rural regions,At least once per week,0.08985,674,7374,0.08332,0.09637
2003,Rural regions,At least once per month,0.07447,589,7374,0.06847,0.08046
2003,Rural regions,Seldom,0.11166,871,7374,0.10447,0.11885
