year,regtyp,sampreg,pli0096_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,West,Never,0.8008439807759934,14443,0.794330726368222,0.8073572351837648
1985,Urban regions,West,Seldom,0.07408275700386825,14443,0.06981133953139242,0.07835417447634409
1985,Urban regions,West,At least once per week,0.07197280506388466,14443,0.06775785987129661,0.07618775025647272
1985,Urban regions,West,At least once per month,0.053100457156253666,14443,0.04944342777798734,0.056757486534519994
1985,Rural regions,West,Never,0.750321199143469,14443,0.7432622214563605,0.7573801768305775
1985,Rural regions,West,Seldom,0.09207708779443255,14443,0.08736158896639429,0.09679258662247081
1985,Rural regions,West,At least once per week,0.0860813704496788,14443,0.08150695381737966,0.09065578708197794
1985,Rural regions,West,At least once per month,0.0715203426124197,14443,0.06731764294791666,0.07572304227692274
1986,Urban regions,West,Never,0.8045249969590074,13742,0.797894493824232,0.8111555000937827
1986,Urban regions,West,At least once per week,0.07115922637148765,13742,0.06686072228497353,0.07545773045800178
1986,Urban regions,West,Seldom,0.0688480720107043,13742,0.0646146919088209,0.0730814521125877
1986,Urban regions,West,At least once per month,0.05546770465880063,13742,0.05164069461145076,0.059294714706150504
1986,Rural regions,West,Never,0.75482712168837,13742,0.7476344363690273,0.7620198070077127
1986,Rural regions,West,Seldom,0.09025594970812753,13742,0.08546492256366013,0.09504697685259493
1986,Rural regions,West,At least once per week,0.08352043107319264,13742,0.07889460971835069,0.08814625242803459
1986,Rural regions,West,At least once per month,0.07139649753030983,13742,0.06709138298041482,0.07570161208020483
1988,Urban regions,West,Never,0.7837629857637552,12817,0.7766357640018566,0.7908902075256539
1988,Urban regions,West,At least once per week,0.08003078106964218,12817,0.07533315920555173,0.08472840293373263
1988,Urban regions,West,Seldom,0.07977427215595742,12817,0.07508353076653318,0.08446501354538166
1988,Urban regions,West,At least once per month,0.05643196101064512,12817,0.05243700445102382,0.06042691757026642
1988,Rural regions,West,Never,0.7267413541159279,12817,0.7190262858712912,0.7344564223605645
1988,Rural regions,West,Seldom,0.10618606916707257,12817,0.10085247200637172,0.11151966632777342
1988,Rural regions,West,At least once per week,0.08962493911349245,12817,0.08467969776293018,0.09457018046405473
1988,Rural regions,West,At least once per month,0.07744763760350706,12817,0.07281996656397428,0.08207530864303984
1990,Urban regions,West,Never,0.7608695652173914,18165,0.7546664349247328,0.7670726955100499
1990,Urban regions,West,Seldom,0.10601180891035963,18165,0.10153486777793838,0.11048875004278089
1990,Urban regions,West,At least once per week,0.07367149758454106,18165,0.06987248586811656,0.07747050930096555
1990,Urban regions,West,At least once per month,0.059447128287708,18165,0.05600841935235673,0.06288583722305927
1990,Urban regions,East,Never,0.7279151943462897,18165,0.7214433076194131,0.7343870810731663
1990,Urban regions,East,Seldom,0.11024734982332156,18165,0.1056926779548199,0.11480202169182321
1990,Urban regions,East,At least once per month,0.1010600706713781,18165,0.09667684829220305,0.10544329305055314
1990,Urban regions,East,At least once per week,0.0607773851590106,18165,0.05730287451475686,0.06425189580326433
1990,Rural regions,West,Never,0.7120285423037717,18165,0.7054434511023516,0.7186136335051917
