year,age_gr,pgisced97,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,Upper Secondary Level,Never,0.6983774166365293,959,12761,0.6979989631860931,0.6987558700869655
1999,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,101,12761,1.0,1.0
1999,17-29 y.,First Stage of Tertiary Education,Never,1.0,69,12761,1.0,1.0
1999,17-29 y.,Second Stage of Tertiary Education,Never,1.0,103,12761,1.0,1.0
1999,30-45 y.,Primary Level,Never,1.0,101,12761,1.0,1.0
1999,30-45 y.,Lower Secondary Level,Seldom,0.13186998032649475,49,12761,0.1313353981336629,0.13240456251932659
1999,30-45 y.,Lower Secondary Level,Never,0.8681300196735052,375,12761,0.8675954374806734,0.8686646018663371
1999,30-45 y.,Upper Secondary Level,At least once per week,0.07913468058723207,190,12761,0.07897444897937987,0.07929491219508426
1999,30-45 y.,Upper Secondary Level,At least once per month,0.06811652514325647,161,12761,0.06796697950424918,0.06826607078226377
1999,30-45 y.,Upper Secondary Level,Seldom,0.14431399788471225,354,12761,0.14410541525051654,0.14452258051890796
1999,30-45 y.,Upper Secondary Level,Never,0.7084347963847991,1817,12761,0.7081650320736212,0.708704560695977
1999,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.2296567375877581,44,12761,0.22890583162292719,0.230407643552589
1999,30-45 y.,Post-secondary Non-tertiary Level,Never,0.7703432624122419,178,12761,0.769592356447411,0.7710941683770729
1999,30-45 y.,First Stage of Tertiary Education,At least once per week,0.11931993810223791,53,12761,0.11882228725816983,0.119817588946306
1999,30-45 y.,First Stage of Tertiary Education,At least once per month,0.10072237675067963,39,12761,0.10026034797014563,0.10118440553121363
1999,30-45 y.,First Stage of Tertiary Education,Seldom,0.159012939071997,64,12761,0.1584515421300877,0.15957433601390633
1999,30-45 y.,First Stage of Tertiary Education,Never,0.6209447460750854,205,12761,0.6201999508359893,0.6216895413141815
1999,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.0889441263009476,71,12761,0.08866459314900761,0.08922365945288759
1999,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.10158447986857884,97,12761,0.1012878229494505,0.10188113678770717
1999,30-45 y.,Second Stage of Tertiary Education,Seldom,0.21523147163977074,163,12761,0.21482789515307893,0.21563504812646256
1999,30-45 y.,Second Stage of Tertiary Education,Never,0.5942399221907028,574,12761,0.5937577326910376,0.5947221116903679
1999,46-65 y.,Primary Level,Never,1.0,184,12761,1.0,1.0
1999,46-65 y.,Lower Secondary Level,At least once per week,0.054040329537673806,34,12761,0.053803857368601,0.05427680170674661
1999,46-65 y.,Lower Secondary Level,At least once per month,0.0415359458049937,31,12761,0.04132726394592071,0.04174462766406669
1999,46-65 y.,Lower Secondary Level,Seldom,0.1437300323079981,96,12761,0.14336311867583326,0.14409694594016295
1999,46-65 y.,Lower Secondary Level,Never,0.7606936923493344,550,12761,0.7602474541848572,0.7611399305138116
1999,46-65 y.,Upper Secondary Level,At least once per week,0.09554787121088736,202,12761,0.09538144398188642,0.0957142984398883
1999,46-65 y.,Upper Secondary Level,At least once per month,0.08186712188313745,168,12761,0.08171190869734382,0.08202233506893108
1999,46-65 y.,Upper Secondary Level,Seldom,0.13370451415476536,274,12761,0.13351183836727598,0.13389718994225475
1999,46-65 y.,Upper Secondary Level,Never,0.6888804927512098,1514,12761,0.6886183990122098,0.6891425864902098
1999,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,43,12761,1.0,1.0
1999,46-65 y.,First Stage of Tertiary Education,At least once per week,0.15204610707983562,37,12761,0.1514392120173768,0.15265300214229444
1999,46-65 y.,First Stage of Tertiary Education,Seldom,0.16458068393174827,41,12761,0.16395395243625144,0.1652074154272451
1999,46-65 y.,First Stage of Tertiary Education,Never,0.6833732089884162,161,12761,0.6825869916148204,0.6841594263620121
1999,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.12054770083128316,77,12761,0.12020517425741424,0.12089022740515208
1999,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.12087438910906713,92,12761,0.12053146243089456,0.1212173157872397
1999,46-65 y.,Second Stage of Tertiary Education,Seldom,0.19274358916529816,136,12761,0.1923286309351234,0.19315854739547292
1999,46-65 y.,Second Stage of Tertiary Education,Never,0.5658343208943515,406,12761,0.5653129088628632,0.5663557329258397
1999,66 and older,Primary Level,Never,1.0,55,12761,1.0,1.0
1999,66 and older,Lower Secondary Level,Never,1.0,468,12761,1.0,1.0
1999,66 and older,Upper Secondary Level,At least once per week,0.05058435833737187,43,12761,0.05041301201505163,0.05075570465969211
1999,66 and older,Upper Secondary Level,At least once per month,0.0657936208802483,53,12761,0.06559977713966318,0.06598746462083342
1999,66 and older,Upper Secondary Level,Seldom,0.07460891608856132,63,12761,0.0744034706542454,0.07481436152287725
1999,66 and older,Upper Secondary Level,Never,0.8090131046938186,694,12761,0.808705765437389,0.8093204439502482
1999,66 and older,First Stage of Tertiary Education,Never,1.0,58,12761,1.0,1.0
1999,66 and older,Second Stage of Tertiary Education,Never,1.0,118,12761,1.0,1.0
2001,17-29 y.,Pre-primary Level,At least once per week,0.0963415915233337,47,21141,0.09582575913633232,0.09685742391033508
2001,17-29 y.,Pre-primary Level,Seldom,0.1419695920150693,78,21141,0.14135942523704453,0.1425797587930941
2001,17-29 y.,Pre-primary Level,Never,0.761688816461597,385,21141,0.7609439806448045,0.7624336522783896
2001,17-29 y.,Primary Level,Never,1.0,49,21141,1.0,1.0
2001,17-29 y.,Lower Secondary Level,At least once per week,0.05250078633698031,52,21141,0.05222220138952996,0.052779371284430665
2001,17-29 y.,Lower Secondary Level,At least once per month,0.047829533676584865,41,21141,0.04756297627859778,0.04809609107457195
2001,17-29 y.,Lower Secondary Level,Seldom,0.0981900636181625,101,21141,0.09781837728500742,0.09856174995131758
2001,17-29 y.,Lower Secondary Level,Never,0.8014796163682723,744,21141,0.8009813815119154,0.8019778512246291
2001,17-29 y.,Upper Secondary Level,At least once per week,0.08207147775911225,136,21141,0.0818347880197026,0.08230816749852189
2001,17-29 y.,Upper Secondary Level,At least once per month,0.05476009731668696,106,21141,0.05456390499724239,0.054956289636131535
2001,17-29 y.,Upper Secondary Level,Seldom,0.13449741903307608,260,21141,0.13420320049622508,0.13479163756992707
2001,17-29 y.,Upper Secondary Level,Never,0.7286710058911247,1329,21141,0.7282875700376538,0.7290544417445955
2001,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,202,21141,1.0,1.0
2001,17-29 y.,First Stage of Tertiary Education,Never,1.0,98,21141,1.0,1.0
2001,17-29 y.,Second Stage of Tertiary Education,Seldom,0.24208553531989627,43,21141,0.24101325302784474,0.2431578176119478
2001,17-29 y.,Second Stage of Tertiary Education,Never,0.7579144646801037,152,21141,0.7568421823880522,0.7589867469721552
2001,30-45 y.,Primary Level,Never,1.0,74,21141,1.0,1.0
2001,30-45 y.,Lower Secondary Level,Seldom,0.12642619226557653,48,21141,0.1258371542649427,0.12701523026621034
2001,30-45 y.,Lower Secondary Level,Never,0.8735738077344234,429,21141,0.8729847697337896,0.8741628457350572
2001,30-45 y.,Upper Secondary Level,At least once per week,0.08746800169629046,326,21141,0.08730053198799209,0.08763547140458883
2001,30-45 y.,Upper Secondary Level,At least once per month,0.06994812333589806,287,21141,0.06979693119012848,0.07009931548166765
2001,30-45 y.,Upper Secondary Level,Seldom,0.1324452098923827,527,21141,0.1322442755386321,0.1326461442461333
2001,30-45 y.,Upper Secondary Level,Never,0.7101386650754288,2826,21141,0.7098697257357971,0.7104076044150605
2001,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.06612656808740747,36,21141,0.0657366711815718,0.06651646499324314
2001,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.07551644200832838,39,21141,0.07510188129548163,0.07593100272117513
2001,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.16193968216175214,71,21141,0.1613616765343994,0.1625176877891049
2001,30-45 y.,Post-secondary Non-tertiary Level,Never,0.696417307742512,357,21141,0.6956958829408565,0.6971387325441675
2001,30-45 y.,First Stage of Tertiary Education,At least once per week,0.11707905238933311,90,21141,0.11662877301835708,0.11752933176030914
2001,30-45 y.,First Stage of Tertiary Education,At least once per month,0.10102717331987253,72,21141,0.10060511358267897,0.10144923305706609
2001,30-45 y.,First Stage of Tertiary Education,Seldom,0.15357822274948144,112,21141,0.15307328275138188,0.154083162747581
2001,30-45 y.,First Stage of Tertiary Education,Never,0.6283155515413129,435,21141,0.6276387557634553,0.6289923473191705
2001,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.08747406985442788,134,21141,0.08720695227972432,0.08774118742913144
2001,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.08557731779780209,137,21141,0.0853128376861409,0.08584179790946328
2001,30-45 y.,Second Stage of Tertiary Education,Seldom,0.19848944766796695,267,21141,0.19811234159787605,0.19886655373805784
2001,30-45 y.,Second Stage of Tertiary Education,Never,0.6284591646798031,947,21141,0.6280023058765957,0.6289160234830106
2001,46-65 y.,Primary Level,Never,1.0,114,21141,1.0,1.0
2001,46-65 y.,Lower Secondary Level,At least once per month,0.06688477426941333,45,21141,0.06656872243330382,0.06720082610552285
2001,46-65 y.,Lower Secondary Level,Seldom,0.06306445686929044,47,21141,0.06275693625463465,0.06337197748394623
2001,46-65 y.,Lower Secondary Level,Never,0.8700507688612962,681,21141,0.8696253799139998,0.8704761578085926
2001,46-65 y.,Upper Secondary Level,At least once per week,0.08200862860829379,336,21141,0.0818558091888645,0.08216144802772309
2001,46-65 y.,Upper Secondary Level,At least once per month,0.09048672711276479,347,21141,0.09032694563559093,0.09064650858993864
2001,46-65 y.,Upper Secondary Level,Seldom,0.10923037847022467,416,21141,0.10905664484212067,0.10940411209832866
2001,46-65 y.,Upper Secondary Level,Never,0.7182742658087167,2797,21141,0.7180237195717687,0.7185248120456647
2001,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,131,21141,1.0,1.0
2001,46-65 y.,First Stage of Tertiary Education,At least once per week,0.10966740806804252,69,21141,0.10921159204835836,0.11012322408772669
2001,46-65 y.,First Stage of Tertiary Education,At least once per month,0.12557580613967367,71,21141,0.12509242608218502,0.12605918619716233
2001,46-65 y.,First Stage of Tertiary Education,Seldom,0.15016795469710933,84,21141,0.14964684417371413,0.15068906522050454
2001,46-65 y.,First Stage of Tertiary Education,Never,0.6145888310951744,357,21141,0.6138788788470634,0.6152987833432854
2001,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.1370249017018737,184,21141,0.13669125141915306,0.13735855198459435
2001,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.12430564104078197,184,21141,0.12398551993353102,0.12462576214803292
2001,46-65 y.,Second Stage of Tertiary Education,Seldom,0.14809889319169156,214,21141,0.14775425522985305,0.14844353115353007
2001,46-65 y.,Second Stage of Tertiary Education,Never,0.5905705640656527,811,21141,0.5900934545862693,0.5910476735450361
2001,66 and older,Primary Level,Never,1.0,51,21141,1.0,1.0
2001,66 and older,Lower Secondary Level,At least once per month,0.0439302373551284,35,21141,0.043704191084723676,0.04415628362553313
2001,66 and older,Lower Secondary Level,Seldom,0.06396215022390647,48,21141,0.06369226505943766,0.06423203538837528
2001,66 and older,Lower Secondary Level,Never,0.8921076124209651,682,21141,0.8917654165192036,0.8924498083227267
2001,66 and older,Upper Secondary Level,At least once per week,0.06394664142924926,108,21141,0.06376458104222114,0.06412870181627738
2001,66 and older,Upper Secondary Level,At least once per month,0.057180102924892444,97,21141,0.057007323062070424,0.057352882787714464
2001,66 and older,Upper Secondary Level,Seldom,0.07669149887726896,139,21141,0.07649348149320812,0.07688951626132981
2001,66 and older,Upper Secondary Level,Never,0.8021817567685893,1404,21141,0.801885324246042,0.8024781892911366
2001,66 and older,Post-secondary Non-tertiary Level,Never,1.0,74,21141,1.0,1.0
2001,66 and older,First Stage of Tertiary Education,Never,1.0,163,21141,1.0,1.0
2001,66 and older,Second Stage of Tertiary Education,At least once per week,0.13381432285975936,53,21141,0.13328033354028618,0.13434831217923254
2001,66 and older,Second Stage of Tertiary Education,At least once per month,0.0903563582148628,41,21141,0.08990669146580457,0.09080602496392104
2001,66 and older,Second Stage of Tertiary Education,Seldom,0.11747116159453481,50,21141,0.11696614475971072,0.11797617842935891
2001,66 and older,Second Stage of Tertiary Education,Never,0.658358157330843,271,21141,0.6576142952691489,0.6591020193925371
2003,17-29 y.,Pre-primary Level,At least once per week,0.15772341672725157,87,21383,0.1571148604058059,0.15833197304869723
2003,17-29 y.,Pre-primary Level,At least once per month,0.04810925734798176,37,21383,0.04775195719308816,0.04846655750287535
2003,17-29 y.,Pre-primary Level,Seldom,0.11793142797546781,65,21383,0.11739292106687309,0.11846993488406253
2003,17-29 y.,Pre-primary Level,Never,0.676235897949299,422,21383,0.6754546501910916,0.6770171457075063
2003,17-29 y.,Primary Level,Never,1.0,38,21383,1.0,1.0
2003,17-29 y.,Lower Secondary Level,At least once per week,0.07717053998731811,68,21383,0.07683038845396549,0.07751069152067074
2003,17-29 y.,Lower Secondary Level,Seldom,0.0657995138399275,60,21383,0.06548349183414494,0.06611553584571007
2003,17-29 y.,Lower Secondary Level,Never,0.8570299461727543,657,21383,0.8565837698937542,0.8574761224517544
2003,17-29 y.,Upper Secondary Level,At least once per week,0.08131819821922104,150,21383,0.08107903287324153,0.08155736356520055
2003,17-29 y.,Upper Secondary Level,At least once per month,0.041465623463031086,92,21383,0.0412911739472378,0.04164007297882437
2003,17-29 y.,Upper Secondary Level,Seldom,0.09723672789082001,173,21383,0.09697747480698146,0.09749598097465856
2003,17-29 y.,Upper Secondary Level,Never,0.779979450426928,1327,21383,0.7796169612659055,0.7803419395879504
2003,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.13306266556611462,35,21383,0.1322584104833816,0.13386692064884764
2003,17-29 y.,Post-secondary Non-tertiary Level,Never,0.8669373344338853,199,21383,0.8661330793511524,0.8677415895166183
2003,17-29 y.,First Stage of Tertiary Education,Never,1.0,66,21383,1.0,1.0
2003,17-29 y.,Second Stage of Tertiary Education,Seldom,0.1711831041556167,35,21383,0.17018180353374227,0.1721844047774911
2003,17-29 y.,Second Stage of Tertiary Education,Never,0.8288168958443832,146,21383,0.8278155952225088,0.8298181964662577
2003,30-45 y.,Primary Level,Never,1.0,69,21383,1.0,1.0
2003,30-45 y.,Lower Secondary Level,Never,1.0,384,21383,1.0,1.0
2003,30-45 y.,Upper Secondary Level,At least once per week,0.08625878380776567,302,21383,0.08609022246431396,0.08642734515121737
2003,30-45 y.,Upper Secondary Level,At least once per month,0.07671787202647899,266,21383,0.07655807812530956,0.07687766592764843
2003,30-45 y.,Upper Secondary Level,Seldom,0.12399484545098632,415,21383,0.1237969663822686,0.12419272451970405
2003,30-45 y.,Upper Secondary Level,Never,0.713028498714769,2583,21383,0.7127569063602339,0.7133000910693041
2003,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.0631371219909135,43,21383,0.06277396403929157,0.06350027994253542
2003,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.0746525352644115,42,21383,0.07426008027747778,0.07504499025134521
2003,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.11420723028823049,60,21383,0.1137323020234722,0.11468215855298877
2003,30-45 y.,Post-secondary Non-tertiary Level,Never,0.7480031124564445,397,21383,0.7473548297410413,0.7486513951718476
2003,30-45 y.,First Stage of Tertiary Education,At least once per week,0.15553581178744683,94,21383,0.1550341711719237,0.15603745240296996
2003,30-45 y.,First Stage of Tertiary Education,At least once per month,0.09290365980706435,72,21383,0.09250184124771103,0.09330547836641766
2003,30-45 y.,First Stage of Tertiary Education,Seldom,0.1280796794236153,100,21383,0.12761712228361927,0.12854223656361136
2003,30-45 y.,First Stage of Tertiary Education,Never,0.6234808489818735,428,21383,0.6228102050985113,0.6241514928652357
2003,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.08395012698937553,145,21383,0.08368023162442603,0.08422002235432502
2003,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.09120844859729094,151,21383,0.09092824425387465,0.09148865294070722
2003,30-45 y.,Second Stage of Tertiary Education,Seldom,0.16783176701120261,263,21383,0.16746804646197902,0.1681954875604262
2003,30-45 y.,Second Stage of Tertiary Education,Never,0.6570096574021309,1015,21383,0.6565476467265858,0.657471668077676
2003,46-65 y.,Primary Level,Never,1.0,92,21383,1.0,1.0
2003,46-65 y.,Lower Secondary Level,Seldom,0.06421196695540872,40,21383,0.06388666065703172,0.06453727325378572
2003,46-65 y.,Lower Secondary Level,Never,0.9357880330445912,591,21383,0.9354627267462142,0.9361133393429683
2003,46-65 y.,Upper Secondary Level,At least once per week,0.08387437421390659,359,21383,0.08372004841191294,0.08402870001590024
2003,46-65 y.,Upper Secondary Level,At least once per month,0.07325609044102915,295,21383,0.07311103029196883,0.07340115059008948
2003,46-65 y.,Upper Secondary Level,Seldom,0.09870281951638935,375,21383,0.09853676711291087,0.09886887191986782
2003,46-65 y.,Upper Secondary Level,Never,0.7441667158286749,2843,21383,0.7439237976455683,0.7444096340117815
2003,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,175,21383,1.0,1.0
2003,46-65 y.,First Stage of Tertiary Education,At least once per week,0.10187543533515377,81,21383,0.10144172091020039,0.10230914976010715
2003,46-65 y.,First Stage of Tertiary Education,At least once per month,0.10733883482067287,65,21383,0.10689499874506966,0.10778267089627608
2003,46-65 y.,First Stage of Tertiary Education,Seldom,0.12919049010558953,76,21383,0.12870956472774284,0.12967141548343622
2003,46-65 y.,First Stage of Tertiary Education,Never,0.6615952397385839,420,21383,0.6609167937827701,0.6622736856943977
2003,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.13747698432746744,290,21383,0.1371463993560837,0.13780756929885118
2003,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.1115107061029406,226,21383,0.11120852510995627,0.11181288709592493
2003,46-65 y.,Second Stage of Tertiary Education,Seldom,0.1416449986241962,306,21383,0.14131025149990814,0.14197974574848424
2003,46-65 y.,Second Stage of Tertiary Education,Never,0.6093673109453958,1169,21383,0.608898922007402,0.6098356998833895
2003,66 and older,Primary Level,Never,1.0,49,21383,1.0,1.0
2003,66 and older,Lower Secondary Level,At least once per week,0.04603560821904004,32,21383,0.045807471227191435,0.04626374521088865
2003,66 and older,Lower Secondary Level,Seldom,0.05424820249267134,39,21383,0.054001619028328646,0.05449478595701403
2003,66 and older,Lower Secondary Level,Never,0.8997161892882886,675,21383,0.8993891869428,0.9000431916337771
2003,66 and older,Upper Secondary Level,At least once per week,0.06817617570609709,121,21383,0.06799719677852369,0.06835515463367049
2003,66 and older,Upper Secondary Level,At least once per month,0.06140435727319223,123,21383,0.061233883513150456,0.06157483103323401
2003,66 and older,Upper Secondary Level,Seldom,0.07117676903610821,146,21383,0.07099418855466015,0.07135934951755628
2003,66 and older,Upper Secondary Level,Never,0.7992426979846025,1487,21383,0.7989582560051417,0.7995271399640632
2003,66 and older,Post-secondary Non-tertiary Level,Never,1.0,75,21383,1.0,1.0
2003,66 and older,First Stage of Tertiary Education,Never,1.0,179,21383,1.0,1.0
2003,66 and older,Second Stage of Tertiary Education,At least once per week,0.12483177416707698,76,21383,0.12434860299449506,0.12531494533965892
2003,66 and older,Second Stage of Tertiary Education,At least once per month,0.13487223247259414,79,21383,0.13437289510008893,0.13537156984509935
2003,66 and older,Second Stage of Tertiary Education,Seldom,0.0893051894360788,49,21383,0.08888830330073993,0.08972207557141768
2003,66 and older,Second Stage of Tertiary Education,Never,0.6509908039242501,364,21383,0.6502940193382378,0.6516875885102624
2005,17-29 y.,Pre-primary Level,At least once per week,0.11479292417574263,80,19898,0.11431488099914358,0.11527096735234169
2005,17-29 y.,Pre-primary Level,At least once per month,0.08775936963935799,47,19898,0.08733505444964629,0.08818368482906969
2005,17-29 y.,Pre-primary Level,Seldom,0.16177381206234,114,19898,0.16122157970761045,0.16232604441706958
2005,17-29 y.,Pre-primary Level,Never,0.6356738941225594,402,19898,0.6349522061629522,0.6363955820821665
2005,17-29 y.,Primary Level,Never,1.0,37,19898,1.0,1.0
2005,17-29 y.,Lower Secondary Level,At least once per week,0.07624963820082392,58,19898,0.0759234298315168,0.07657584657013104
2005,17-29 y.,Lower Secondary Level,At least once per month,0.04400656990612116,31,19898,0.04375446278793237,0.044258677024309946
2005,17-29 y.,Lower Secondary Level,Seldom,0.15017929418070092,95,19898,0.14974018999346955,0.15061839836793228
2005,17-29 y.,Lower Secondary Level,Never,0.7295644977123541,511,19898,0.7290185354897897,0.7301104599349185
2005,17-29 y.,Upper Secondary Level,At least once per week,0.08075688892004794,125,19898,0.0805233782125713,0.08099039962752458
2005,17-29 y.,Upper Secondary Level,At least once per month,0.07151060005059844,113,19898,0.07128976118687598,0.07173143891432089
2005,17-29 y.,Upper Secondary Level,Seldom,0.17244287585381712,278,19898,0.17211911567059907,0.17276663603703518
2005,17-29 y.,Upper Secondary Level,Never,0.6752896351755364,1080,19898,0.6748883113572737,0.6756909589937992
2005,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.21344079686621822,44,19898,0.21251225869095053,0.21436933504148592
2005,17-29 y.,Post-secondary Non-tertiary Level,Never,0.7865592031337817,201,19898,0.785630664958514,0.7874877413090494
2005,17-29 y.,First Stage of Tertiary Education,Never,1.0,45,19898,1.0,1.0
2005,17-29 y.,Second Stage of Tertiary Education,Seldom,0.20488538804640716,36,19898,0.2037858407509898,0.20598493534182452
2005,17-29 y.,Second Stage of Tertiary Education,Never,0.7951146119535929,131,19898,0.7940150646581755,0.7962141592490103
2005,30-45 y.,Primary Level,Never,1.0,59,19898,1.0,1.0
2005,30-45 y.,Lower Secondary Level,Seldom,0.11083441112501173,44,19898,0.11030214121129447,0.11136668103872899
2005,30-45 y.,Lower Secondary Level,Never,0.8891655888749884,337,19898,0.8886333189612712,0.8896978587887057
2005,30-45 y.,Upper Secondary Level,At least once per week,0.08611353392848461,257,19898,0.08594259440556369,0.08628447345140554
2005,30-45 y.,Upper Secondary Level,At least once per month,0.08257610076884835,258,19898,0.08240838539711233,0.08274381614058436
2005,30-45 y.,Upper Secondary Level,Seldom,0.15838534559353953,474,19898,0.1581628738792825,0.15860781730779658
2005,30-45 y.,Upper Secondary Level,Never,0.6729250197091275,2094,19898,0.6726391503168317,0.6732108891014233
2005,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.07253833099125487,37,19898,0.07215215024003994,0.07292451174246979
2005,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.0683171828717191,43,19898,0.06794155494217843,0.06869281080125977
2005,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.16453320625691595,70,19898,0.16398119207454964,0.16508522043928225
2005,30-45 y.,Post-secondary Non-tertiary Level,Never,0.6946112798801101,346,19898,0.6939255449527674,0.6952970148074528
2005,30-45 y.,First Stage of Tertiary Education,At least once per week,0.09540924051057396,72,19898,0.09500603618702887,0.09581244483411906
2005,30-45 y.,First Stage of Tertiary Education,At least once per month,0.1035023589699756,62,19898,0.10308428455846816,0.10392043338148305
2005,30-45 y.,First Stage of Tertiary Education,Seldom,0.23945533695918414,138,19898,0.23886963252823576,0.24004104139013252
2005,30-45 y.,First Stage of Tertiary Education,Never,0.5616330635602664,349,19898,0.5609520604175288,0.5623140667030041
2005,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.08852649820102422,123,19898,0.08824991250442246,0.08880308389762598
2005,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.09537860860430589,157,19898,0.09509259942705976,0.09566461778155201
2005,30-45 y.,Second Stage of Tertiary Education,Seldom,0.19742808156604638,268,19898,0.1970404960908534,0.19781566704123937
2005,30-45 y.,Second Stage of Tertiary Education,Never,0.6186668116286235,831,19898,0.6181938762943405,0.6191397469629064
2005,46-65 y.,Primary Level,Never,1.0,78,19898,1.0,1.0
2005,46-65 y.,Lower Secondary Level,At least once per week,0.06262275967625991,33,19898,0.06229096283537186,0.06295455651714796
2005,46-65 y.,Lower Secondary Level,Seldom,0.05808861061977718,31,19898,0.057768279256571055,0.058408941982983305
2005,46-65 y.,Lower Secondary Level,Never,0.8792886297039628,462,19898,0.8788424716246585,0.8797347877832672
2005,46-65 y.,Upper Secondary Level,At least once per week,0.09596527895089851,353,19898,0.09579857657627351,0.09613198132552352
2005,46-65 y.,Upper Secondary Level,At least once per month,0.09643528397850655,342,19898,0.09626821732264196,0.09660235063437114
2005,46-65 y.,Upper Secondary Level,Seldom,0.12561954216128673,461,19898,0.12543196887368127,0.1258071154488922
2005,46-65 y.,Upper Secondary Level,Never,0.6819798949093083,2412,19898,0.681716319287273,0.6822434705313436
2005,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.13897499979757152,33,19898,0.13811901465930276,0.13983098493584029
2005,46-65 y.,Post-secondary Non-tertiary Level,Never,0.8610250002024283,156,19898,0.8601690150641595,0.8618809853406971
2005,46-65 y.,First Stage of Tertiary Education,At least once per week,0.12534591707384832,82,19898,0.12487090647467376,0.1258209276730229
2005,46-65 y.,First Stage of Tertiary Education,At least once per month,0.13301976449802322,89,19898,0.13253258082402858,0.13350694817201786
2005,46-65 y.,First Stage of Tertiary Education,Seldom,0.12628725788697787,82,19898,0.1258107236132206,0.12676379216073513
2005,46-65 y.,First Stage of Tertiary Education,Never,0.6153470605411506,359,19898,0.6146491100239712,0.6160450110583301
2005,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.13842082768631386,255,19898,0.13808620184342513,0.1387554535292026
2005,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.11043025348978398,259,19898,0.11012655320572434,0.11073395377384362
2005,46-65 y.,Second Stage of Tertiary Education,Seldom,0.19319028670579932,380,19898,0.19280773568613424,0.1935728377254644
2005,46-65 y.,Second Stage of Tertiary Education,Never,0.5579586321181029,1009,19898,0.5574774121734144,0.5584398520627915
2005,66 and older,Primary Level,Never,1.0,49,19898,1.0,1.0
2005,66 and older,Lower Secondary Level,At least once per month,0.06168428331913769,41,19898,0.06141408646355204,0.06195448017472334
2005,66 and older,Lower Secondary Level,Seldom,0.060888808646761855,48,19898,0.060620245893861946,0.061157371399661764
2005,66 and older,Lower Secondary Level,Never,0.8774269080341005,608,19898,0.8770585911916772,0.8777952248765238
2005,66 and older,Upper Secondary Level,At least once per week,0.077479616184561,148,19898,0.07729195901926994,0.07766727334985207
2005,66 and older,Upper Secondary Level,At least once per month,0.08048922265126829,164,19898,0.08029826779205335,0.08068017751048323
2005,66 and older,Upper Secondary Level,Seldom,0.08419518005474713,173,19898,0.084000272571659,0.08439008753783526
2005,66 and older,Upper Secondary Level,Never,0.7578359811094235,1450,19898,0.7575352863534791,0.7581366758653679
2005,66 and older,Post-secondary Non-tertiary Level,Never,1.0,68,19898,1.0,1.0
2005,66 and older,First Stage of Tertiary Education,Never,1.0,169,19898,1.0,1.0
2005,66 and older,Second Stage of Tertiary Education,At least once per week,0.16410661776136884,118,19898,0.16359668089907012,0.16461655462366756
2005,66 and older,Second Stage of Tertiary Education,At least once per month,0.11407768847917224,79,19898,0.11363998893685859,0.11451538802148589
2005,66 and older,Second Stage of Tertiary Education,Seldom,0.12011940399436524,75,19898,0.11967179750836504,0.12056701048036544
2005,66 and older,Second Stage of Tertiary Education,Never,0.6016962897650937,385,19898,0.6010222682506401,0.6023703112795473
2007,17-29 y.,Pre-primary Level,At least once per week,0.15241779112771617,44,19647,0.1516511986061823,0.15318438364925002
2007,17-29 y.,Pre-primary Level,Seldom,0.18230363113221298,64,19647,0.18148015782802215,0.18312710443640381
2007,17-29 y.,Pre-primary Level,Never,0.6652785777400708,203,19647,0.6642721111704285,0.6662850443097131
2007,17-29 y.,Primary Level,Never,1.0,36,19647,1.0,1.0
