year,regtyp,sex,pli0096_h,proportion,n,lower_confidence,upper_confidence
1988,Staedtischer Raum,maennlich,Nie,0.2877891897499741,12817,0.2799512052900739,0.2956271742098743
1988,Laendlicher Raum,weiblich,Nie,0.08309990662931839,12817,0.07832104830373583,0.08787876495490095
1988,Laendlicher Raum,maennlich,Nie,0.06847183317771553,12817,0.06409946371484934,0.07284420264058172
1988,Staedtischer Raum,maennlich,Min 1x pro Woche,0.04149808071376699,12817,0.03804526516962911,0.04495089625790487
1988,Staedtischer Raum,maennlich,Seltener,0.03413217138707335,12817,0.03098874214881026,0.03727560062533644
1988,Staedtischer Raum,weiblich,Seltener,0.028841166096068058,12817,0.0259437263087518,0.03173860588338432
1988,Staedtischer Raum,maennlich,Min 1x pro Monat,0.028114949683577136,12817,0.025253151620546282,0.03097674774660799
1988,Staedtischer Raum,weiblich,Min 1x pro Woche,0.02126776636580558,12817,0.018769977269627588,0.023765555461983574
1988,Staedtischer Raum,weiblich,Min 1x pro Monat,0.017014213092644465,12817,0.014775273211570067,0.019253152973718865
1988,Laendlicher Raum,maennlich,Min 1x pro Woche,0.012034443406992426,12817,0.01014668338013544,0.013922203433849412
1988,Laendlicher Raum,maennlich,Seltener,0.011515717398070339,12817,0.009668605258619054,0.013362829537521624
1988,Laendlicher Raum,weiblich,Seltener,0.010685755783795,12817,0.008905704017012713,0.012465807550577286
1988,Laendlicher Raum,maennlich,Min 1x pro Monat,0.01027077497665733,12817,0.008525263600671032,0.012016286352643627
1988,Laendlicher Raum,weiblich,Min 1x pro Woche,0.006847183317771553,12817,0.005419516399697122,0.008274850235845984
1988,Laendlicher Raum,weiblich,Min 1x pro Monat,0.006017221703496213,12817,0.004678315000473225,0.007356128406519201
1990,Staedtischer Raum,weiblich,Nie,0.2668457577792702,18165,0.2604134591698555,0.27327805638868496
1990,Staedtischer Raum,maennlich,Nie,0.22423699723901203,18165,0.21817163788411537,0.23030235659390869
1990,Laendlicher Raum,weiblich,Nie,0.13872099097082308,18165,0.13369430918662892,0.14374767275501724
1990,Laendlicher Raum,maennlich,Nie,0.10738004626520409,18165,0.10287775632869765,0.11188233620171052
1990,Staedtischer Raum,maennlich,Seltener,0.036937541974479515,18165,0.034194707541204704,0.03968037640775433
1990,Staedtischer Raum,weiblich,Seltener,0.03268412805014551,18165,0.030098351582042524,0.035269904518248504
1990,Staedtischer Raum,maennlich,Min 1x pro Woche,0.030147003954928735,18165,0.027660361151194343,0.03263364675866313
1990,Staedtischer Raum,maennlich,Min 1x pro Monat,0.026714424296694277,18165,0.02436948597790963,0.029059362615478923
1990,Laendlicher Raum,maennlich,Seltener,0.02387881501380494,18165,0.021658591872092868,0.026099038155517014
1990,Laendlicher Raum,maennlich,Min 1x pro Monat,0.021117827027833744,18165,0.019026951429895456,0.023208702625772033
1990,Laendlicher Raum,maennlich,Min 1x pro Woche,0.01723751958809044,18165,0.015344740014577633,0.019130299161603248
1990,Laendlicher Raum,weiblich,Seltener,0.016939034400417878,18165,0.015062429175310857,0.018815639625524898
1990,Staedtischer Raum,weiblich,Min 1x pro Monat,0.01671517050966346,18165,0.014850794760576163,0.018579546258750752
1990,Staedtischer Raum,weiblich,Min 1x pro Woche,0.01664054921274532,18165,0.014780269087522875,0.018500829337967765
1990,Laendlicher Raum,weiblich,Min 1x pro Monat,0.01537198716513693,18165,0.013582867165344391,0.017161107164929468
1990,Laendlicher Raum,weiblich,Min 1x pro Woche,0.00843220655174987,18165,0.007102455953044253,0.009761957150455487
1992,Staedtischer Raum,weiblich,Nie,0.27709244222361024,17350,0.2704326595901055,0.283752224857115
1992,Staedtischer Raum,maennlich,Nie,0.23844472204871955,17350,0.23210382203810187,0.24478562205933724
1992,Laendlicher Raum,weiblich,Nie,0.1456901936289819,17350,0.14044055767092906,0.15093982958703472
1992,Laendlicher Raum,maennlich,Nie,0.1155527795128045,17350,0.11079578674935578,0.12030977227625322
1992,Staedtischer Raum,maennlich,Seltener,0.03482198625858838,17350,0.03209403370901061,0.03754993880816615
1992,Staedtischer Raum,weiblich,Seltener,0.029981261711430358,17350,0.02744367234113474,0.032518851081725975
1992,Staedtischer Raum,maennlich,Min 1x pro Woche,0.02537476577139288,17350,0.023034710159505832,0.02771482138327993
1992,Laendlicher Raum,maennlich,Seltener,0.02108057464084947,17350,0.018943001283908394,0.023218147997790543
1992,Staedtischer Raum,maennlich,Min 1x pro Monat,0.02037788881948782,17350,0.01827548946010256,0.022480288178873084
1992,Laendlicher Raum,weiblich,Seltener,0.017879450343535292,17350,0.0159076369482671,0.019851263738803485
1992,Laendlicher Raum,maennlich,Min 1x pro Monat,0.017098688319800125,17350,0.015169641861728799,0.01902773477787145
1992,Staedtischer Raum,weiblich,Min 1x pro Monat,0.015302935665209244,17350,0.013476329035492595,0.017129542294925894
1992,Staedtischer Raum,weiblich,Min 1x pro Woche,0.013897564022485947,17350,0.012155609994568422,0.01563951805040347
1992,Laendlicher Raum,maennlich,Min 1x pro Woche,0.013194878201124298,17350,0.011496928886081356,0.01489282751616724
1992,Laendlicher Raum,weiblich,Min 1x pro Monat,0.007573391630231106,17350,0.006283358869767244,0.008863424390694968
1992,Laendlicher Raum,weiblich,Min 1x pro Woche,0.006636477201748907,17350,0.005428303886418476,0.007844650517079338
1994,Staedtischer Raum,weiblich,Nie,0.27567008669370874,16642,0.2688809219939426,0.2824592513934749
1994,Staedtischer Raum,maennlich,Nie,0.23303905193668972,16642,0.22661580984998803,0.23946229402339142
1994,Laendlicher Raum,weiblich,Nie,0.1445160264057902,16642,0.13917386190114367,0.14985819091043673
1994,Laendlicher Raum,maennlich,Nie,0.11238367931281316,16642,0.10758504588321659,0.11718231274240974
1994,Staedtischer Raum,maennlich,Seltener,0.0377793684880299,16642,0.03488257195612705,0.04067616501993276
1994,Staedtischer Raum,weiblich,Seltener,0.0318142050425515,16642,0.029147695122882497,0.03448071496222051
1994,Staedtischer Raum,maennlich,Min 1x pro Woche,0.02592857710967947,16642,0.023514016808566705,0.028343137410792238
1994,Laendlicher Raum,maennlich,Seltener,0.022588085580211564,16642,0.020330564371316865,0.024845606789106262
1994,Staedtischer Raum,maennlich,Min 1x pro Monat,0.021951801479360534,16642,0.019725579201066806,0.024178023757654262
1994,Laendlicher Raum,weiblich,Seltener,0.019327129563350035,16642,0.017235431125487644,0.021418828001212427
1994,Laendlicher Raum,maennlich,Min 1x pro Monat,0.01702059969776505,16642,0.01505537166812463,0.018985827727405473
1994,Staedtischer Raum,weiblich,Min 1x pro Monat,0.015986638033882127,16642,0.01408103523795648,0.017892240829807775
1994,Staedtischer Raum,weiblich,Min 1x pro Woche,0.015191282907818342,16642,0.01333293732192142,0.017049628493715264
1994,Laendlicher Raum,maennlich,Min 1x pro Woche,0.013441501630478008,16642,0.011691902202435312,0.015191101058520704
1994,Laendlicher Raum,weiblich,Min 1x pro Monat,0.007953551260637876,16642,0.006603967455459353,0.009303135065816398
1994,Laendlicher Raum,weiblich,Min 1x pro Woche,0.005408414857233755,16642,0.004294092866223537,0.006522736848243973
1995,Staedtischer Raum,weiblich,Nie,0.28430313319956785,17246,0.27757077427817783,0.29103549212095786
1995,Staedtischer Raum,maennlich,Nie,0.24309306991819726,17246,0.23669101477811838,0.24949512505827615
1995,Laendlicher Raum,weiblich,Nie,0.1488655656737151,17246,0.14355295381883856,0.15417817752859161
1995,Laendlicher Raum,maennlich,Nie,0.11807377681741009,17246,0.11325757434697026,0.12288997928784992
1995,Staedtischer Raum,maennlich,Min 1x pro Woche,0.029093995987035038,17246,0.026585564976318494,0.031602426997751586
1995,Staedtischer Raum,maennlich,Seltener,0.026161444667386943,17246,0.023779200764202372,0.028543688570571515
1995,Staedtischer Raum,weiblich,Seltener,0.023923444976076555,17246,0.02164275801194392,0.02620413194020919
1995,Laendlicher Raum,maennlich,Seltener,0.018367031949374904,17246,0.016362994010252305,0.020371069888497503
1995,Staedtischer Raum,maennlich,Min 1x pro Monat,0.018212687143077635,17246,0.016216930415299376,0.020208443870855894
1995,Staedtischer Raum,weiblich,Min 1x pro Woche,0.017981169933631733,17246,0.01599790487326835,0.019964434993995115
1995,Laendlicher Raum,maennlich,Min 1x pro Monat,0.014894273807686372,17246,0.013086421412604793,0.01670212620276795
1995,Laendlicher Raum,maennlich,Min 1x pro Woche,0.01466275659824047,17246,0.012868799130342242,0.016456714066138696
1995,Staedtischer Raum,weiblich,Min 1x pro Monat,0.014276894582497299,17246,0.012506352615928279,0.01604743654906632
1995,Laendlicher Raum,weiblich,Seltener,0.013505170551010958,17246,0.011782471860203704,0.015227869241818211
1995,Laendlicher Raum,weiblich,Min 1x pro Monat,0.007794412718012039,17246,0.006481897300065833,0.009106928135958245
1995,Laendlicher Raum,weiblich,Min 1x pro Woche,0.006791171477079796,17246,0.005565414103627738,0.008016928850531855
1996,Staedtischer Raum,weiblich,Nie,0.2654707817640608,16862,0.2588055626482514,0.2721360008798702
1996,Staedtischer Raum,maennlich,Nie,0.22035093216355944,16862,0.21409476193991162,0.22660710238720727
1996,Laendlicher Raum,weiblich,Nie,0.13567288109039635,16862,0.13050411210112467,0.14084165007966803
1996,Laendlicher Raum,maennlich,Nie,0.10653297822340592,16862,0.10187622925972097,0.11118972718709087
1996,Staedtischer Raum,maennlich,Seltener,0.04355318815603948,16862,0.04047254130087635,0.04663383501120261
1996,Staedtischer Raum,weiblich,Seltener,0.04073319755600815,16862,0.0377495639638394,0.0437168311481769
1996,Laendlicher Raum,maennlich,Seltener,0.02780824063919787,16862,0.02532645508047374,0.030290026197922
1996,Staedtischer Raum,maennlich,Min 1x pro Woche,0.027651574494751686,16862,0.025176590361007063,0.03012655862849631
1996,Laendlicher Raum,weiblich,Seltener,0.02569324768917437,16862,0.023305112616108237,0.028081382762240502
1996,Staedtischer Raum,maennlich,Min 1x pro Monat,0.02295159016136613,16862,0.020691290811425532,0.025211889511306727
1996,Laendlicher Raum,maennlich,Min 1x pro Monat,0.017468275105749647,16862,0.015490850966632696,0.019445699244866596
1996,Staedtischer Raum,weiblich,Min 1x pro Monat,0.016841610527964908,16862,0.014899360736343245,0.018783860319586572
1996,Staedtischer Raum,weiblich,Min 1x pro Woche,0.016371612094626353,16862,0.014456197558526363,0.018287026630726344
1996,Laendlicher Raum,maennlich,Min 1x pro Woche,0.016293279022403257,16862,0.014382376227538464,0.018204181817268048
1996,Laendlicher Raum,weiblich,Min 1x pro Monat,0.009713300955663482,16862,0.008232947491371151,0.011193654419955812
1996,Laendlicher Raum,weiblich,Min 1x pro Woche,0.006893310355632148,16862,0.005644451382645206,0.00814216932861909
1997,Staedtischer Raum,weiblich,Nie,0.26311153815357513,16487,0.25639019486428194,0.2698328814428683
1997,Staedtischer Raum,maennlich,Nie,0.22475778685243014,16487,0.21838599863849087,0.2311295750663694
1997,Laendlicher Raum,weiblich,Nie,0.13972295620145728,16487,0.13443073117422877,0.14501518122868579
1997,Laendlicher Raum,maennlich,Nie,0.11081751941708703,16487,0.10602587134531573,0.11560916748885834
1997,Staedtischer Raum,maennlich,Seltener,0.03939466730723036,16487,0.03642521422611563,0.04236412038834509
1997,Staedtischer Raum,weiblich,Seltener,0.038273680839138444,16487,0.035345073687591474,0.04120228799068541
1997,Staedtischer Raum,maennlich,Min 1x pro Woche,0.029305789094403074,16487,0.026731228118834754,0.03188035006997139
1997,Laendlicher Raum,maennlich,Seltener,0.024341420449995998,16487,0.02198904225379657,0.026693798646195425
1997,Laendlicher Raum,weiblich,Seltener,0.022659940747858116,16487,0.020388311313561284,0.024931570182154947
1997,Staedtischer Raum,maennlich,Min 1x pro Monat,0.021859236127792458,16487,0.019627188680317053,0.024091283575267863
1997,Staedtischer Raum,weiblich,Min 1x pro Monat,0.018336135799503564,16487,0.016288180075912807,0.02038409152309432
1997,Staedtischer Raum,weiblich,Min 1x pro Woche,0.017935783489470735,16487,0.015909895768235278,0.019961671210706192
1997,Laendlicher Raum,maennlich,Min 1x pro Monat,0.017295219793418207,16487,0.015305188849701832,0.01928525073713458
1997,Laendlicher Raum,maennlich,Min 1x pro Woche,0.015373528705260629,16487,0.013495475949818977,0.01725158146070228
1997,Laendlicher Raum,weiblich,Min 1x pro Monat,0.009208103130755065,16487,0.00775008957169805,0.01066611668981208
1997,Laendlicher Raum,weiblich,Min 1x pro Woche,0.007606693890623749,16487,0.006280444689429016,0.00893294309181848
1998,Staedtischer Raum,weiblich,Nie,0.2696572580645161,18147,0.2632003728240398,0.27611414330499245
1998,Staedtischer Raum,maennlich,Nie,0.2313508064516129,18147,0.22521525999889905,0.23748635290432676
1998,Laendlicher Raum,weiblich,Nie,0.14264112903225806,18147,0.13755300887785182,0.1477292491866643
1998,Laendlicher Raum,maennlich,Nie,0.11837557603686635,18147,0.11367526593914734,0.12307588613458537
1998,Staedtischer Raum,weiblich,Seltener,0.03290610599078341,18147,0.03031057500148753,0.03550163698007929
1998,Staedtischer Raum,maennlich,Seltener,0.030745967741935484,18147,0.028234274809470425,0.033257660674400544
1998,Staedtischer Raum,maennlich,Min 1x pro Woche,0.02808179723502304,18147,0.025678093383624416,0.030485501086421667
1998,Staedtischer Raum,maennlich,Min 1x pro Monat,0.023689516129032258,18147,0.021476799889400888,0.025902232368663628
1998,Staedtischer Raum,weiblich,Min 1x pro Woche,0.018001152073732717,18147,0.016066694134625505,0.01993561001283993
1998,Laendlicher Raum,maennlich,Seltener,0.017785138248847927,18147,0.015862110615349326,0.01970816588234653
1998,Laendlicher Raum,weiblich,Seltener,0.017641129032258066,18147,0.015725762363020784,0.019556495701495348
1998,Laendlicher Raum,maennlich,Min 1x pro Woche,0.01728110599078341,18147,0.015385037279179392,0.01917717470238743
1998,Laendlicher Raum,maennlich,Min 1x pro Monat,0.017137096774193547,18147,0.015248806535406953,0.01902538701298014
1998,Staedtischer Raum,weiblich,Min 1x pro Monat,0.01663306451612903,18147,0.014772273551677826,0.018493855480580235
1998,Laendlicher Raum,weiblich,Min 1x pro Monat,0.009648617511520737,18147,0.008226351429759431,0.011070883593282043
1998,Laendlicher Raum,weiblich,Min 1x pro Woche,0.008424539170506912,18147,0.0070947291109133255,0.009754349230100498
1999,Staedtischer Raum,weiblich,Nie,0.25902081149872735,17396,0.252510500927593,0.26553112206986174
1999,Staedtischer Raum,maennlich,Nie,0.21859559814343466,17396,0.21245387826264536,0.22473731802422395
1999,Laendlicher Raum,weiblich,Nie,0.13415181913460097,17396,0.1290871564092877,0.13921648185991425
1999,Laendlicher Raum,maennlich,Nie,0.10847432250336876,17396,0.10385304792816206,0.11309559707857546
1999,Staedtischer Raum,maennlich,Seltener,0.043793981134900434,17396,0.04075299582738861,0.04683496644241226
1999,Staedtischer Raum,weiblich,Seltener,0.040799520886360234,17396,0.03785974923959239,0.043739292533128075
1999,Staedtischer Raum,maennlich,Min 1x pro Woche,0.028746818385985928,17396,0.026263728209896597,0.03122990856207526
1999,Laendlicher Raum,maennlich,Seltener,0.026351250187153764,17396,0.02397094227994125,0.02873155809436628
1999,Laendlicher Raum,weiblich,Seltener,0.024854020062883665,17396,0.022540546657045548,0.02716749346872178
1999,Staedtischer Raum,maennlich,Min 1x pro Monat,0.02253331337026501,17396,0.020327875221331143,0.024738751519198875
1999,Laendlicher Raum,maennlich,Min 1x pro Woche,0.018415930528522233,17396,0.016417946756148657,0.02041391430089581
1999,Staedtischer Raum,weiblich,Min 1x pro Woche,0.018266207516095225,17396,0.01627621045253268,0.02025620457965777
1999,Staedtischer Raum,weiblich,Min 1x pro Monat,0.018116484503668213,17396,0.01613450883012505,0.020098460177211376
1999,Laendlicher Raum,maennlich,Min 1x pro Monat,0.016694115885611618,17396,0.014790157715078373,0.018598074056144862
1999,Laendlicher Raum,weiblich,Min 1x pro Monat,0.011828117981733792,17396,0.010221526567183068,0.013434709396284517
1999,Laendlicher Raum,weiblich,Min 1x pro Woche,0.009357688276688127,17396,0.00792690420896496,0.010788472344411293
2001,Staedtischer Raum,weiblich,Nie,0.25776717200074867,27798,0.25262515889931997,0.26290918510217737
2001,Staedtischer Raum,maennlich,Nie,0.22215983529852143,27798,0.21727300507938008,0.22704666551766278
2001,Laendlicher Raum,weiblich,Nie,0.1331648886393412,27798,0.12917084865495618,0.13715892862372622
2001,Laendlicher Raum,maennlich,Nie,0.10897435897435898,27798,0.10531119332078104,0.11263752462793691
2001,Staedtischer Raum,weiblich,Seltener,0.03949092270260154,27798,0.03720138039354367,0.041780465011659405
2001,Staedtischer Raum,maennlich,Seltener,0.03607523862998316,27798,0.03388306236819948,0.038267414891766834
2001,Staedtischer Raum,maennlich,Min 1x pro Woche,0.03116226838854576,27798,0.029119640063419258,0.033204896713672265
2001,Laendlicher Raum,weiblich,Seltener,0.02320793561669474,27798,0.02143795458217335,0.02497791665121613
2001,Staedtischer Raum,maennlich,Min 1x pro Monat,0.023020774845592364,27798,0.021257776401168986,0.024783773290015743
2001,Laendlicher Raum,maennlich,Seltener,0.022927194460041177,27798,0.021167698733822054,0.0246866901862603
2001,Staedtischer Raum,weiblich,Min 1x pro Monat,0.021851020026202508,27798,0.02013236917782098,0.023569670874584035
2001,Staedtischer Raum,weiblich,Min 1x pro Woche,0.021149167134568596,27798,0.019457736515783662,0.02284059775335353
2001,Laendlicher Raum,maennlich,Min 1x pro Woche,0.019371139809096015,27798,0.0177509002962453,0.02099137932194673
2001,Laendlicher Raum,maennlich,Min 1x pro Monat,0.017078420363091897,27798,0.01555530576528989,0.018601534960893906
2001,Laendlicher Raum,weiblich,Min 1x pro Monat,0.01403705783267827,27798,0.012654072300910254,0.015420043364446287
2001,Laendlicher Raum,weiblich,Min 1x pro Woche,0.008562605277933745,27798,0.007479464501241007,0.009645746054626482
2003,Staedtischer Raum,weiblich,Nie,0.26302443522360536,27727,0.2578420556032229,0.26820681484398784
2003,Staedtischer Raum,maennlich,Nie,0.22678653757491932,27727,0.22185749046624362,0.23171558468359502
2003,Laendlicher Raum,weiblich,Nie,0.13079760258183495,27727,0.12682874989102946,0.13476645527264045
2003,Laendlicher Raum,maennlich,Nie,0.10751498386353159,27727,0.1038687913591357,0.11116117636792748
2003,Staedtischer Raum,maennlich,Min 1x pro Woche,0.03379437528815122,27727,0.0316674040258536,0.03592134655044884
2003,Staedtischer Raum,maennlich,Seltener,0.03379437528815122,27727,0.0316674040258536,0.03592134655044884
2003,Staedtischer Raum,weiblich,Seltener,0.033609958506224065,27727,0.031488596231613736,0.035731320780834394
2003,Staedtischer Raum,weiblich,Min 1x pro Woche,0.02627939142461964,27727,0.02439648185406094,0.02816230099517834
2003,Staedtischer Raum,maennlich,Min 1x pro Monat,0.024204702627939143,27727,0.022395722207680005,0.02601368304819828
2003,Staedtischer Raum,weiblich,Min 1x pro Monat,0.023052097740894423,27727,0.02128567129273074,0.024818524189058104
2003,Laendlicher Raum,maennlich,Seltener,0.020516366989396035,27727,0.018847762332432447,0.022184971646359623
2003,Laendlicher Raum,maennlich,Min 1x pro Woche,0.019778699861687413,27727,0.018139750377336727,0.021417649346038098
2003,Laendlicher Raum,weiblich,Seltener,0.01913324112494237,27727,0.017520725576798346,0.020745756673086396
2003,Laendlicher Raum,maennlich,Min 1x pro Monat,0.014799446749654218,27727,0.013378133862398021,0.016220759636910415
2003,Laendlicher Raum,weiblich,Min 1x pro Monat,0.01194098662978331,27727,0.010662441158312875,0.013219532101253744
2003,Laendlicher Raum,weiblich,Min 1x pro Woche,0.010972798524665744,27727,0.009746581191463499,0.012199015857867989
2005,Staedtischer Raum,weiblich,Nie,0.2466363276612584,25520,0.24134765611208275,0.25192499921043404
2005,Staedtischer Raum,maennlich,Nie,0.21057578155916107,25520,0.20557341894560888,0.21557814417271326
2005,Laendlicher Raum,weiblich,Nie,0.11960823110407598,25520,0.1156268453615026,0.12358961684664936
2005,Laendlicher Raum,maennlich,Nie,0.09759596359319352,25520,0.09395486717772981,0.10123706000865722
2005,Staedtischer Raum,weiblich,Seltener,0.047338741590819154,25520,0.04473322799984793,0.04994425518179038
2005,Staedtischer Raum,maennlich,Seltener,0.04273842500989315,25520,0.040256776291800196,0.04522007372798611
2005,Staedtischer Raum,maennlich,Min 1x pro Woche,0.034477641472101306,25520,0.032239097248570645,0.03671618569563197
2005,Staedtischer Raum,maennlich,Min 1x pro Monat,0.028640680648990897,25520,0.026594248455291954,0.03068711284268984
2005,Staedtischer Raum,weiblich,Min 1x pro Monat,0.027305104867431738,25520,0.02530558382425531,0.029304625910608166
2005,Staedtischer Raum,weiblich,Min 1x pro Woche,0.026909378709932725,25520,0.02492399609276888,0.02889476132709657
2005,Laendlicher Raum,maennlich,Seltener,0.026760981400870597,25520,0.02478092978994016,0.028741033011801035
2005,Laendlicher Raum,weiblich,Seltener,0.02646418678274634,25520,0.024494845526698436,0.028433528038794245
2005,Laendlicher Raum,maennlich,Min 1x pro Woche,0.01874752671151563,25520,0.017083431736948138,0.020411621686083126
2005,Laendlicher Raum,maennlich,Min 1x pro Monat,0.018599129402453504,25520,0.016941508311914485,0.020256750492992522
2005,Laendlicher Raum,weiblich,Min 1x pro Monat,0.01563118322121092,25520,0.01410926755725109,0.01715309888517075
2005,Laendlicher Raum,weiblich,Min 1x pro Woche,0.011970716264345073,25520,0.010636394059886131,0.013305038468804015
2007,Staedtischer Raum,weiblich,Nie,0.24837758112094396,25385,0.24306233294805993,0.253692829293828
2007,Staedtischer Raum,maennlich,Nie,0.21012782694198623,25385,0.20511609678980383,0.21513955709416863
2007,Laendlicher Raum,weiblich,Nie,0.1252212389380531,25385,0.1211497280477965,0.12929274982830968
2007,Laendlicher Raum,maennlich,Nie,0.10452310717797443,25385,0.10075952992399151,0.10828668443195735
2007,Staedtischer Raum,weiblich,Seltener,0.041740412979351035,25385,0.039280116502171086,0.044200709456530984
2007,Staedtischer Raum,maennlich,Seltener,0.03795476892822026,25385,0.03560406242437491,0.040305475432065606
2007,Staedtischer Raum,maennlich,Min 1x pro Woche,0.035889872173058016,25385,0.0336015521233562,0.03817819222275983
2007,Staedtischer Raum,weiblich,Min 1x pro Woche,0.029842674532940018,25385,0.027749490359502985,0.03193585870637705
2007,Staedtischer Raum,maennlich,Min 1x pro Monat,0.026204523107177975,25385,0.02423940121352077,0.02816964500083518
2007,Staedtischer Raum,weiblich,Min 1x pro Monat,0.025172074729596854,25385,0.02324503364245679,0.027099115816736918
2007,Laendlicher Raum,weiblich,Seltener,0.024582104228121928,25385,0.0226772033808236,0.026487005075420258
2007,Laendlicher Raum,maennlich,Seltener,0.022222222222222223,25385,0.020408873577902754,0.02403557086654169
2007,Laendlicher Raum,maennlich,Min 1x pro Woche,0.020353982300884955,25385,0.018616874492567152,0.02209109010920276
2007,Laendlicher Raum,maennlich,Min 1x pro Monat,0.019272369714847592,25385,0.017581114097086466,0.020963625332608718
2007,Laendlicher Raum,weiblich,Min 1x pro Monat,0.01583087512291052,25385,0.01429535745735094,0.0173663927884701
2007,Laendlicher Raum,weiblich,Min 1x pro Woche,0.012684365781710914,25385,0.011307695703237476,0.014061035860184352
2008,Staedtischer Raum,weiblich,Nie,0.2552096866392974,23673,0.2496558255999893,0.26076354767860543
2008,Staedtischer Raum,maennlich,Nie,0.21503923504651043,23673,0.2098054937652956,0.22027297632772527
2008,Laendlicher Raum,weiblich,Nie,0.13080081068440472,23673,0.1265055028270496,0.13509611854175985
2008,Laendlicher Raum,maennlich,Nie,0.10944239463701086,23673,0.10546541631016507,0.11341937296385665
2008,Staedtischer Raum,maennlich,Min 1x pro Woche,0.0372603024476433,23673,0.0348475817483571,0.0396730231469295
2008,Staedtischer Raum,weiblich,Seltener,0.036532765161357374,23673,0.03414281320959866,0.03892271711311609
2008,Staedtischer Raum,maennlich,Seltener,0.03398638465935665,23673,0.03167818416173768,0.03629458515697562
2008,Staedtischer Raum,weiblich,Min 1x pro Woche,0.029049524502416463,23673,0.02691009748609932,0.031188951518733604
2008,Staedtischer Raum,maennlich,Min 1x pro Monat,0.02432053214155797,23673,0.02235821344461311,0.02628285083850283
2008,Staedtischer Raum,weiblich,Min 1x pro Monat,0.024216598243517122,23673,0.022258372733231734,0.02617482375380251
