year,pgisced97,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No answer / don't know,Never,0.86764,98,98,0.80020,0.93508
1985,Pre-primary Level,Never,0.71547,131,131,0.63791,0.79303
1985,Primary Level,Never,0.92446,788,788,0.90600,0.94292
1985,Lower Secondary Level,At least once per week,0.05386,146,3008,0.04580,0.06193
1985,Lower Secondary Level,At least once per month,0.04028,114,3008,0.03326,0.04731
1985,Lower Secondary Level,Seldom,0.06372,188,3008,0.05499,0.07245
1985,Lower Secondary Level,Never,0.84213,2560,3008,0.82910,0.85517
1985,Upper Secondary Level,At least once per week,0.08829,439,5117,0.08051,0.09606
1985,Upper Secondary Level,At least once per month,0.06675,324,5117,0.05991,0.07359
1985,Upper Secondary Level,Seldom,0.08631,437,5117,0.07862,0.09401
1985,Upper Secondary Level,Never,0.75865,3917,5117,0.74692,0.77037
1985,Post-secondary Non-tertiary Level,Never,0.74913,201,201,0.68905,0.80922
1985,First Stage of Tertiary Education,At least once per week,0.12424,75,608,0.09800,0.15048
1985,First Stage of Tertiary Education,At least once per month,0.08568,57,608,0.06341,0.10794
1985,First Stage of Tertiary Education,Seldom,0.10691,64,608,0.08233,0.13149
1985,First Stage of Tertiary Education,Never,0.68318,412,608,0.64617,0.72019
1985,Second Stage of Tertiary Education,At least once per week,0.12196,89,743,0.09841,0.14550
1985,Second Stage of Tertiary Education,At least once per month,0.11056,84,743,0.08799,0.13312
1985,Second Stage of Tertiary Education,Seldom,0.12234,93,743,0.09877,0.14592
1985,Second Stage of Tertiary Education,Never,0.64514,477,743,0.61071,0.67957
1986,No answer / don't know,Never,0.83406,97,97,0.75964,0.90848
1986,Pre-primary Level,Never,0.83129,149,149,0.77095,0.89162
1986,Primary Level,Never,0.94020,723,723,0.92290,0.95749
1986,Lower Secondary Level,At least once per week,0.05337,128,2861,0.04513,0.06160
1986,Lower Secondary Level,At least once per month,0.04538,110,2861,0.03775,0.05301
1986,Lower Secondary Level,Seldom,0.06352,182,2861,0.05458,0.07246
1986,Lower Secondary Level,Never,0.83773,2441,2861,0.82422,0.85125
1986,Upper Secondary Level,At least once per week,0.08892,422,4936,0.08098,0.09686
1986,Upper Secondary Level,At least once per month,0.07239,349,4936,0.06516,0.07962
1986,Upper Secondary Level,Seldom,0.07782,379,4936,0.07034,0.08529
1986,Upper Secondary Level,Never,0.76087,3786,4936,0.74897,0.77277
1986,Post-secondary Non-tertiary Level,Never,0.74314,205,205,0.68319,0.80310
1986,First Stage of Tertiary Education,At least once per week,0.09833,59,572,0.07391,0.12276
1986,First Stage of Tertiary Education,At least once per month,0.09264,57,572,0.06886,0.11642
1986,First Stage of Tertiary Education,Seldom,0.09328,57,572,0.06943,0.11714
1986,First Stage of Tertiary Education,Never,0.71575,399,572,0.67875,0.75274
1986,Second Stage of Tertiary Education,At least once per week,0.12396,94,740,0.10020,0.14772
1986,Second Stage of Tertiary Education,At least once per month,0.09538,74,740,0.07421,0.11656
