"plh0035","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","386","0.100556473228374","0.0905007460899248","0.110612200366823"
"Grosse Sorgen","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","131","0.109430536976414","0.0915579487318139","0.127303125221015"
"Grosse Sorgen","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","997","0.186020731440458","0.175403517075347","0.196637945805569"
"Grosse Sorgen","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","460","0.226822319254405","0.209058690052595","0.244585948456216"
"Grosse Sorgen","1999","66 und älter","Westdeutschland, alte Bundeslaender","506","0.375725969239923","0.349726992374976","0.40172494610487"
"Grosse Sorgen","1999","66 und älter","Ostdeutschland, neue Bundeslaender","213","0.424571556507175","0.380896180732221","0.468246932282128"
"Einige Sorgen","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1336","0.390404910218774","0.374093185665668","0.406716634771881"
"Einige Sorgen","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","554","0.476577402129658","0.447983248759259","0.505171555500056"
"Einige Sorgen","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2619","0.509193418503748","0.495553247346042","0.522833589661454"
"Einige Sorgen","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1258","0.580236043149657","0.559301953712714","0.601170132586601"
"Einige Sorgen","1999","66 und älter","Westdeutschland, alte Bundeslaender","667","0.503588535458387","0.47674795924487","0.530429111671905"
"Einige Sorgen","1999","66 und älter","Ostdeutschland, neue Bundeslaender","243","0.490353258660933","0.446180482112812","0.534526035209054"
"Keine Sorgen","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1714","0.509038616552851","0.492323071384981","0.525754161720722"
"Keine Sorgen","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","487","0.413992060893928","0.385793169073535","0.442190952714321"
"Keine Sorgen","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1544","0.304785850055795","0.292226130506948","0.317345569604641"
"Keine Sorgen","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","417","0.192941637595937","0.176203212144464","0.209680063047411"
"Keine Sorgen","1999","66 und älter","Westdeutschland, alte Bundeslaender","160","0.120685495301689","0.10319779614508","0.138173194458298"
"Keine Sorgen","1999","66 und älter","Ostdeutschland, neue Bundeslaender","36","0.0850751848318924","0.060422757132865","0.10972761253092"
"Grosse Sorgen","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","539","0.0985136370551375","0.0905872379926851","0.10644003611759"
"Grosse Sorgen","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","184","0.115883903437526","0.100513799687204","0.131254007187848"
"Grosse Sorgen","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1703","0.170584639916763","0.163243819367947","0.17792546046558"
"Grosse Sorgen","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","670","0.209183960625114","0.195298623938328","0.223069297311899"
"Grosse Sorgen","2000","66 und älter","Westdeutschland, alte Bundeslaender","896","0.326985431098707","0.309388246018131","0.344582616179283"
"Grosse Sorgen","2000","66 und älter","Ostdeutschland, neue Bundeslaender","298","0.347395681141276","0.315972440034715","0.378818922247836"
"Einige Sorgen","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2063","0.374743413010573","0.361868499568091","0.387618326453054"
"Einige Sorgen","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","725","0.429444391216046","0.405675274156933","0.453213508275159"
"Einige Sorgen","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5116","0.507273657821566","0.49751673982468","0.517030575818453"
"Einige Sorgen","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1851","0.548947451642719","0.531959796087091","0.565935107198347"
"Einige Sorgen","2000","66 und älter","Westdeutschland, alte Bundeslaender","1386","0.514520051091766","0.495772110514519","0.533267991669013"
"Einige Sorgen","2000","66 und älter","Ostdeutschland, neue Bundeslaender","476","0.525499809491606","0.492545040208859","0.558454578774354"
"Keine Sorgen","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2828","0.52674294993429","0.51346301068835","0.54002288918023"
"Keine Sorgen","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","757","0.454671705346428","0.430761210037951","0.478582200654905"
"Keine Sorgen","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3267","0.322141702261671","0.31302198147323","0.331261423050111"
"Keine Sorgen","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","775","0.241868587732167","0.227249628006885","0.256487547457448"
"Keine Sorgen","2000","66 und älter","Westdeutschland, alte Bundeslaender","448","0.158494517809527","0.144795091998808","0.172193943620246"
"Keine Sorgen","2000","66 und älter","Ostdeutschland, neue Bundeslaender","108","0.127104509367118","0.105122094358401","0.149086924375836"
"Grosse Sorgen","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","486","0.0982644831405761","0.0897804704607161","0.106748495820436"
"Grosse Sorgen","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","153","0.112824093687022","0.0969712137016085","0.128676973672435"
"Grosse Sorgen","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1474","0.161607908666698","0.154073624500624","0.169142192832772"
"Grosse Sorgen","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","627","0.216400284254384","0.201812394432121","0.230988174076646"
"Grosse Sorgen","2001","66 und älter","Westdeutschland, alte Bundeslaender","837","0.322986445805783","0.304896969788041","0.341075921823525"
"Grosse Sorgen","2001","66 und älter","Ostdeutschland, neue Bundeslaender","293","0.356387123045158","0.324056976894852","0.388717269195463"
"Einige Sorgen","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1796","0.386108121594741","0.372232135806133","0.399984107383349"
"Einige Sorgen","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","710","0.460645005058571","0.435669003587326","0.485621006529815"
"Einige Sorgen","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4720","0.520497615331036","0.510271943230587","0.530723287431485"
"Einige Sorgen","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1784","0.572721150952612","0.555196727656198","0.590245574249027"
"Einige Sorgen","2001","66 und älter","Westdeutschland, alte Bundeslaender","1312","0.514747437744492","0.495413684471226","0.534081191017759"
"Einige Sorgen","2001","66 und älter","Ostdeutschland, neue Bundeslaender","443","0.512088611098863","0.478346104607892","0.545831117589834"
"Keine Sorgen","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2447","0.515627395264683","0.501383747944066","0.529871042585299"
"Keine Sorgen","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","667","0.426530901254408","0.401749113318387","0.451312689190428"
"Keine Sorgen","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2975","0.317894476002266","0.308363126855802","0.327425825148731"
