"plh0035","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","2020","Sachsen","Ostdeutschland","906","0.546270042554384","0.52243513327119","0.570104951837579"
"Einige Sorgen","2020","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","2020","Sachsen-Anhalt","Ostdeutschland","492","0.56753665029798","0.536343602355075","0.598729698240884"
"Einige Sorgen","2020","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","2020","Thueringen","Ostdeutschland","514","0.523005654145619","0.491702473234075","0.554308835057162"
"Keine Sorgen","2020","Schleswig-Holstein","Westdeutschland","359","0.290799308094351","0.263486453516848","0.318112162671855"
"Keine Sorgen","2020","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","2020","Hamburg","Westdeutschland","248","","",""
"Keine Sorgen","2020","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","2020","Niedersachsen","Westdeutschland","1109","","",""
"Keine Sorgen","2020","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","2020","Bremen","Westdeutschland","120","","",""
"Keine Sorgen","2020","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","2020","Nordrhein-Westfalen","Westdeutschland","2323","","",""
"Keine Sorgen","2020","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","2020","Hessen","Westdeutschland","837","0.336095064748379","0.315843482313246","0.356346647183512"
"Keine Sorgen","2020","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","2020","Rheinland-Pfalz,Saarland","Westdeutschland","580","0.315022227015167","0.292167898491926","0.337876555538408"
"Keine Sorgen","2020","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2020","Baden-Wuerttemberg","Westdeutschland","1289","","",""
"Keine Sorgen","2020","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","2020","Bayern","Westdeutschland","1545","","",""
"Keine Sorgen","2020","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","2020","Saarland","Westdeutschland","","","",""
"Keine Sorgen","2020","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2020","Berlin","Westdeutschland","311","0.308569456525861","0.277805662640538","0.339333250411185"
"Keine Sorgen","2020","Berlin","Ostdeutschland","167","","",""
"Keine Sorgen","2020","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","2020","Brandenburg","Ostdeutschland","300","0.208548082142239","0.185128208798393","0.231967955486086"
"Keine Sorgen","2020","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","2020","Mecklenburg-Vorpommern","Ostdeutschland","148","","",""
"Keine Sorgen","2020","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","2020","Sachsen","Ostdeutschland","519","0.281347006815143","0.259819593316458","0.302874420313827"
"Keine Sorgen","2020","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","2020","Sachsen-Anhalt","Ostdeutschland","291","","",""
"Keine Sorgen","2020","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","2020","Thueringen","Ostdeutschland","285","","",""
