"plh0035","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1999","(Fach-)Abitur","Laendlicher Raum","123","","",""
"Einige Sorgen","1999","(Fach-)Abitur","Staedtischer Raum","393","0.453250647676991","0.420247472088532","0.48625382326545"
"Einige Sorgen","1999","(noch) kein Abschluss","Laendlicher Raum","67","0.351314346568175","0.2815751519441","0.421053541192249"
"Einige Sorgen","1999","(noch) kein Abschluss","Staedtischer Raum","221","","",""
"Einige Sorgen","1999","AkademikerIn","Laendlicher Raum","423","0.573786362983378","0.537614185705866","0.609958540260889"
"Einige Sorgen","1999","AkademikerIn","Staedtischer Raum","656","0.534922684777358","0.507127387236481","0.562717982318236"
"Einige Sorgen","1999","Hauptschule","Laendlicher Raum","1010","","",""
"Einige Sorgen","1999","Hauptschule","Staedtischer Raum","1894","","",""
"Einige Sorgen","1999","Realschule","Laendlicher Raum","804","0.536379669106294","0.510990915578929","0.561768422633659"
"Einige Sorgen","1999","Realschule","Staedtischer Raum","910","0.473228367974326","0.450742757725049","0.495713978223604"
"Grosse Sorgen","1999","(Fach-)Abitur","Laendlicher Raum","23","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Staedtischer Raum","96","0.103644476092196","0.0834373009986007","0.123851651185792"
"Grosse Sorgen","1999","(noch) kein Abschluss","Laendlicher Raum","32","0.195253204817781","0.137344939989335","0.253161469646228"
"Grosse Sorgen","1999","(noch) kein Abschluss","Staedtischer Raum","179","","",""
"Grosse Sorgen","1999","AkademikerIn","Laendlicher Raum","94","0.134318849760643","0.109376731648598","0.159260967872689"
"Grosse Sorgen","1999","AkademikerIn","Staedtischer Raum","116","","",""
"Grosse Sorgen","1999","Hauptschule","Laendlicher Raum","591","0.288231044854043","0.268657438765487","0.3078046509426"
"Grosse Sorgen","1999","Hauptschule","Staedtischer Raum","1041","","",""
"Grosse Sorgen","1999","Realschule","Laendlicher Raum","202","","",""
"Grosse Sorgen","1999","Realschule","Staedtischer Raum","218","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Laendlicher Raum","114","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Staedtischer Raum","385","0.443104876230812","0.410171796395303","0.476037956066322"
"Keine Sorgen","1999","(noch) kein Abschluss","Laendlicher Raum","81","0.453432448614044","0.380706388780908","0.526158508447179"
"Keine Sorgen","1999","(noch) kein Abschluss","Staedtischer Raum","202","","",""
"Keine Sorgen","1999","AkademikerIn","Laendlicher Raum","201","","",""
"Keine Sorgen","1999","AkademikerIn","Staedtischer Raum","465","0.367012930880571","0.340153219401886","0.393872642359255"
"Keine Sorgen","1999","Hauptschule","Laendlicher Raum","456","0.213965379053439","0.196242938168461","0.231687819938417"
"Keine Sorgen","1999","Hauptschule","Staedtischer Raum","1018","","",""
"Keine Sorgen","1999","Realschule","Laendlicher Raum","476","0.322260972508375","0.298467430737534","0.346054514279216"
"Keine Sorgen","1999","Realschule","Staedtischer Raum","766","0.398845802311029","0.376793519244673","0.420898085377386"
"Einige Sorgen","2000","(Fach-)Abitur","Laendlicher Raum","239","","",""
"Einige Sorgen","2000","(Fach-)Abitur","Staedtischer Raum","815","0.450747551933403","0.427652172140108","0.473842931726699"
"Einige Sorgen","2000","(noch) kein Abschluss","Laendlicher Raum","87","0.338783138044117","0.280113833528658","0.397452442559577"
"Einige Sorgen","2000","(noch) kein Abschluss","Staedtischer Raum","222","","",""
"Einige Sorgen","2000","AkademikerIn","Laendlicher Raum","701","0.572385516945563","0.544440436204783","0.600330597686342"
"Einige Sorgen","2000","AkademikerIn","Staedtischer Raum","1283","","",""
"Einige Sorgen","2000","Hauptschule","Laendlicher Raum","1857","","",""
"Einige Sorgen","2000","Hauptschule","Staedtischer Raum","3288","0.478179017275947","0.46637639960917","0.489981634942725"
"Einige Sorgen","2000","Realschule","Laendlicher Raum","1366","","",""
"Einige Sorgen","2000","Realschule","Staedtischer Raum","1675","","",""
"Grosse Sorgen","2000","(Fach-)Abitur","Laendlicher Raum","55","0.104026151571766","0.078557996527583","0.129494306615949"
"Grosse Sorgen","2000","(Fach-)Abitur","Staedtischer Raum","204","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Laendlicher Raum","27","","",""
"Grosse Sorgen","2000","(noch) kein Abschluss","Staedtischer Raum","136","","",""
"Grosse Sorgen","2000","AkademikerIn","Laendlicher Raum","139","","",""
"Grosse Sorgen","2000","AkademikerIn","Staedtischer Raum","277","","",""
"Grosse Sorgen","2000","Hauptschule","Laendlicher Raum","933","0.256694886897647","0.242659951266078","0.270729822529216"
"Grosse Sorgen","2000","Hauptschule","Staedtischer Raum","1625","","",""
"Grosse Sorgen","2000","Realschule","Laendlicher Raum","368","0.142809652518166","0.129488476365022","0.15613082867131"
"Grosse Sorgen","2000","Realschule","Staedtischer Raum","458","0.135675186317827","0.124487355982275","0.14686301665338"
"Keine Sorgen","2000","(Fach-)Abitur","Laendlicher Raum","258","","",""
"Keine Sorgen","2000","(Fach-)Abitur","Staedtischer Raum","764","0.426434199484761","0.403478525031777","0.449389873937746"
"Keine Sorgen","2000","(noch) kein Abschluss","Laendlicher Raum","136","","",""
"Keine Sorgen","2000","(noch) kein Abschluss","Staedtischer Raum","297","","",""
"Keine Sorgen","2000","AkademikerIn","Laendlicher Raum","364","0.307553089377397","0.281486264426529","0.333619914328264"
"Keine Sorgen","2000","AkademikerIn","Staedtischer Raum","1029","","",""
"Keine Sorgen","2000","Hauptschule","Laendlicher Raum","931","0.242063800542101","0.228301231689746","0.255826369394456"
"Keine Sorgen","2000","Hauptschule","Staedtischer Raum","1968","","",""
"Keine Sorgen","2000","Realschule","Laendlicher Raum","916","0.344465040645662","0.326372662388929","0.362557418902394"
"Keine Sorgen","2000","Realschule","Staedtischer Raum","1466","","",""
"Einige Sorgen","2001","(Fach-)Abitur","Laendlicher Raum","232","","",""
"Einige Sorgen","2001","(Fach-)Abitur","Staedtischer Raum","759","0.447081041801885","0.423369645243197","0.470792438360573"
"Einige Sorgen","2001","(noch) kein Abschluss","Laendlicher Raum","102","","",""
"Einige Sorgen","2001","(noch) kein Abschluss","Staedtischer Raum","218","","",""
"Einige Sorgen","2001","AkademikerIn","Laendlicher Raum","638","0.553645329202797","0.524440385668381","0.582850272737214"
"Einige Sorgen","2001","AkademikerIn","Staedtischer Raum","1239","","",""
"Einige Sorgen","2001","Hauptschule","Laendlicher Raum","1648","","",""
"Einige Sorgen","2001","Hauptschule","Staedtischer Raum","2913","","",""
"Einige Sorgen","2001","Realschule","Laendlicher Raum","1271","","",""
"Einige Sorgen","2001","Realschule","Staedtischer Raum","1641","","",""
"Grosse Sorgen","2001","(Fach-)Abitur","Laendlicher Raum","59","0.107691338887326","0.0810476495223468","0.134335028252305"
"Grosse Sorgen","2001","(Fach-)Abitur","Staedtischer Raum","194","","",""
"Grosse Sorgen","2001","(noch) kein Abschluss","Laendlicher Raum","35","0.185399116877541","0.137700666533615","0.233097567221467"
"Grosse Sorgen","2001","(noch) kein Abschluss","Staedtischer Raum","110","","",""
"Grosse Sorgen","2001","AkademikerIn","Laendlicher Raum","142","","",""
"Grosse Sorgen","2001","AkademikerIn","Staedtischer Raum","246","","",""
"Grosse Sorgen","2001","Hauptschule","Laendlicher Raum","851","0.261169044500618","0.246147527426663","0.276190561574573"
"Grosse Sorgen","2001","Hauptschule","Staedtischer Raum","1434","","",""
"Grosse Sorgen","2001","Realschule","Laendlicher Raum","320","0.133750904888641","0.120107333601753","0.14739447617553"
"Grosse Sorgen","2001","Realschule","Staedtischer Raum","405","0.128169401011619","0.116842962964943","0.139495839058295"
"Keine Sorgen","2001","(Fach-)Abitur","Laendlicher Raum","229","","",""
