"plh0035","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1999","16-34 Jahre alt","kein Migrationshintergrund","312","0.0857043346887332","0.0763213012302406","0.0950873681472258"
"Grosse Sorgen","1999","16-34 Jahre alt","direkter Migrationshintergrund","115","0.155317308221897","0.127233604207184","0.18340101223661"
"Grosse Sorgen","1999","16-34 Jahre alt","indirekter Migrationshintergrund","90","0.178051319976879","0.14607991686963","0.210022723084128"
"Grosse Sorgen","1999","35-65 Jahre alt","kein Migrationshintergrund","1020","0.176879139711741","0.167156875503899","0.186601403919583"
"Grosse Sorgen","1999","35-65 Jahre alt","direkter Migrationshintergrund","427","0.292520796756368","0.268035152141493","0.317006441371243"
"Grosse Sorgen","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1999","66 und älter","kein Migrationshintergrund","611","0.38352522189488","0.359457793783608","0.407592650006152"
"Grosse Sorgen","1999","66 und älter","direkter Migrationshintergrund","106","0.415750393715682","0.354657086546433","0.476843700884931"
"Grosse Sorgen","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1999","16-34 Jahre alt","kein Migrationshintergrund","1467","0.416984713670911","0.400457540457872","0.433511886883949"
"Einige Sorgen","1999","16-34 Jahre alt","direkter Migrationshintergrund","253","0.408945383311241","0.370826152929517","0.447064613692966"
"Einige Sorgen","1999","16-34 Jahre alt","indirekter Migrationshintergrund","170","0.311087296321085","0.272398075697358","0.349776516944811"
"Einige Sorgen","1999","35-65 Jahre alt","kein Migrationshintergrund","3239","0.529081718828696","0.516363348707628","0.541800088949764"
"Einige Sorgen","1999","35-65 Jahre alt","direkter Migrationshintergrund","611","0.487932095795127","0.461027913305857","0.514836278284396"
"Einige Sorgen","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1999","66 und älter","kein Migrationshintergrund","787","0.502250677198261","0.477502645349077","0.526998709047444"
"Einige Sorgen","1999","66 und älter","direkter Migrationshintergrund","120","0.476775300803045","0.414862695509505","0.538687906096585"
"Einige Sorgen","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1999","16-34 Jahre alt","kein Migrationshintergrund","1640","0.497310951640356","0.480551405089158","0.514070498191554"
"Keine Sorgen","1999","16-34 Jahre alt","direkter Migrationshintergrund","271","0.435737308466862","0.397291349044935","0.474183267888789"
"Keine Sorgen","1999","16-34 Jahre alt","indirekter Migrationshintergrund","290","0.510861383702036","0.469084671407044","0.552638095997029"
"Keine Sorgen","1999","35-65 Jahre alt","kein Migrationshintergrund","1658","0.294039141459563","0.282430264968344","0.305648017950781"
"Keine Sorgen","1999","35-65 Jahre alt","direkter Migrationshintergrund","288","0.219547107448505","0.197267192118098","0.241827022778912"
"Keine Sorgen","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1999","66 und älter","kein Migrationshintergrund","170","0.114224100906859","0.0984800724623835","0.129968129351335"
"Keine Sorgen","1999","66 und älter","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2000","16-34 Jahre alt","kein Migrationshintergrund","518","0.0956103787348583","0.0877717449593683","0.103449012510348"
"Grosse Sorgen","2000","16-34 Jahre alt","direkter Migrationshintergrund","127","0.130252324165333","0.109190161309572","0.151314487021094"
"Grosse Sorgen","2000","16-34 Jahre alt","indirekter Migrationshintergrund","78","0.110305481838333","0.0872462955004066","0.13336466817626"
"Grosse Sorgen","2000","35-65 Jahre alt","kein Migrationshintergrund","1875","0.168656917325982","0.16175749015471","0.175556344497254"
"Grosse Sorgen","2000","35-65 Jahre alt","direkter Migrationshintergrund","481","0.235700812106542","0.21696783190074","0.254433792312344"
"Grosse Sorgen","2000","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2000","66 und älter","kein Migrationshintergrund","1046","0.325037389528822","0.308901858609172","0.341172920448471"
"Grosse Sorgen","2000","66 und älter","direkter Migrationshintergrund","142","0.39204688605652","0.341404048569223","0.442689723543817"
"Grosse Sorgen","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2000","16-34 Jahre alt","kein Migrationshintergrund","2166","0.392124507328105","0.379109950603329","0.405139064052882"
"Einige Sorgen","2000","16-34 Jahre alt","direkter Migrationshintergrund","381","0.360892596510548","0.330839481178914","0.390945711842183"
"Einige Sorgen","2000","16-34 Jahre alt","indirekter Migrationshintergrund","241","0.356988120742656","0.321721702485842","0.392254538999471"
"Einige Sorgen","2000","35-65 Jahre alt","kein Migrationshintergrund","5932","0.517011529176246","0.507804080476698","0.526218977875794"
"Einige Sorgen","2000","35-65 Jahre alt","direkter Migrationshintergrund","992","0.507396999079639","0.485331329555806","0.529462668603471"
"Einige Sorgen","2000","35-65 Jahre alt","indirekter Migrationshintergrund","43","0.43119274476179","0.33160530341009","0.53078018611349"
"Einige Sorgen","2000","66 und älter","kein Migrationshintergrund","1685","0.522730420254548","0.505523723469436","0.53993711703966"
"Einige Sorgen","2000","66 und älter","direkter Migrationshintergrund","169","0.470649730303836","0.418873019304065","0.522426441303607"
"Einige Sorgen","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2000","16-34 Jahre alt","kein Migrationshintergrund","2722","0.512265113937036","0.498940661500743","0.525589566373329"
"Keine Sorgen","2000","16-34 Jahre alt","direkter Migrationshintergrund","473","0.508855079324119","0.477571569469225","0.540138589179013"
"Keine Sorgen","2000","16-34 Jahre alt","indirekter Migrationshintergrund","390","0.53270639741901","0.495981224669057","0.569431570168964"
"Keine Sorgen","2000","35-65 Jahre alt","kein Migrationshintergrund","3508","0.314331553497772","0.305777501547247","0.322885605448297"
"Keine Sorgen","2000","35-65 Jahre alt","direkter Migrationshintergrund","499","0.25690218881382","0.23761799316459","0.276186384463049"
"Keine Sorgen","2000","35-65 Jahre alt","indirekter Migrationshintergrund","35","0.405325056205487","0.306599898929147","0.504050213481826"
"Keine Sorgen","2000","66 und älter","kein Migrationshintergrund","506","0.15223219021663","0.139856527910931","0.164607852522329"
"Keine Sorgen","2000","66 und älter","direkter Migrationshintergrund","46","0.137303383639644","0.101602114895228","0.173004652384059"
"Keine Sorgen","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2001","16-34 Jahre alt","kein Migrationshintergrund","431","0.0894535325668178","0.081360332523772","0.0975467326098636"
"Grosse Sorgen","2001","16-34 Jahre alt","direkter Migrationshintergrund","135","0.149872661579697","0.125647411616489","0.174097911542905"
"Grosse Sorgen","2001","16-34 Jahre alt","indirekter Migrationshintergrund","73","0.124586898141177","0.0991594196386465","0.150014376643707"
"Grosse Sorgen","2001","35-65 Jahre alt","kein Migrationshintergrund","1658","0.160133544289842","0.153076866069851","0.167190222509834"
"Grosse Sorgen","2001","35-65 Jahre alt","direkter Migrationshintergrund","432","0.252121025580736","0.231788036166414","0.272454014995058"
"Grosse Sorgen","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2001","66 und älter","kein Migrationshintergrund","986","0.322658976842272","0.306092356546178","0.339225597138366"
"Grosse Sorgen","2001","66 und älter","direkter Migrationshintergrund","140","0.417491786313394","0.364683669296905","0.470299903329883"
"Grosse Sorgen","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2001","16-34 Jahre alt","kein Migrationshintergrund","1978","0.410358345018546","0.396409245155755","0.424307444881337"
"Einige Sorgen","2001","16-34 Jahre alt","direkter Migrationshintergrund","306","0.367913475602459","0.335184969747846","0.400641981457072"
"Einige Sorgen","2001","16-34 Jahre alt","indirekter Migrationshintergrund","222","0.358613737954503","0.321687600993632","0.395539874915374"
"Einige Sorgen","2001","35-65 Jahre alt","kein Migrationshintergrund","5551","0.533771093406301","0.524171979128444","0.543370207684159"
"Einige Sorgen","2001","35-65 Jahre alt","direkter Migrationshintergrund","891","0.498188871086837","0.474776349258795","0.521601392914878"
"Einige Sorgen","2001","35-65 Jahre alt","indirekter Migrationshintergrund","62","0.669419348747813","0.57857094005101","0.760267757444617"
"Einige Sorgen","2001","66 und älter","kein Migrationshintergrund","1587","0.517687282286954","0.499979814623859","0.53539474995005"
"Einige Sorgen","2001","66 und älter","direkter Migrationshintergrund","158","0.468502783398099","0.415066988719173","0.521938578077026"
"Einige Sorgen","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2001","16-34 Jahre alt","kein Migrationshintergrund","2368","0.500188122414636","0.486009290831363","0.514366953997909"
"Keine Sorgen","2001","16-34 Jahre alt","direkter Migrationshintergrund","393","0.482213862817843","0.448301338295499","0.516126387340187"
"Keine Sorgen","2001","16-34 Jahre alt","indirekter Migrationshintergrund","353","0.516799363904321","0.478323770912452","0.555274956896189"
"Keine Sorgen","2001","35-65 Jahre alt","kein Migrationshintergrund","3166","0.306095362303857","0.297227227050774","0.314963497556939"
"Keine Sorgen","2001","35-65 Jahre alt","direkter Migrationshintergrund","429","0.249690103332427","0.229422516511983","0.269957690152871"
"Keine Sorgen","2001","35-65 Jahre alt","indirekter Migrationshintergrund","30","0.250236902798305","0.166586663593551","0.33388714200306"
"Keine Sorgen","2001","66 und älter","kein Migrationshintergrund","486","0.159653740870774","0.146673670780464","0.172633810961084"
"Keine Sorgen","2001","66 und älter","direkter Migrationshintergrund","37","0.114005430288507","0.0799721361988171","0.148038724378196"
"Keine Sorgen","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2002","16-34 Jahre alt","kein Migrationshintergrund","373","0.0856013299375718","0.0776650873837666","0.0935375724913771"
"Grosse Sorgen","2002","16-34 Jahre alt","direkter Migrationshintergrund","111","0.146416257998482","0.120962218953011","0.171870297043953"
"Grosse Sorgen","2002","16-34 Jahre alt","indirekter Migrationshintergrund","58","0.0894939382895677","0.0672389288569835","0.111748947722152"
"Grosse Sorgen","2002","35-65 Jahre alt","kein Migrationshintergrund","1601","0.160023647573356","0.153301212850913","0.166746082295798"
"Grosse Sorgen","2002","35-65 Jahre alt","direkter Migrationshintergrund","415","0.232141088560732","0.212136030830752","0.252146146290712"
"Grosse Sorgen","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2002","66 und älter","kein Migrationshintergrund","1025","0.324176144470982","0.308093902138893","0.340258386803071"
"Grosse Sorgen","2002","66 und älter","direkter Migrationshintergrund","152","0.451918303128151","0.399853150260615","0.503983455995687"
"Grosse Sorgen","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2002","16-34 Jahre alt","kein Migrationshintergrund","1809","0.378380701029314","0.364623388067679","0.392138013990949"
"Einige Sorgen","2002","16-34 Jahre alt","direkter Migrationshintergrund","301","0.415346124758353","0.379865318119325","0.450826931397381"
"Einige Sorgen","2002","16-34 Jahre alt","indirekter Migrationshintergrund","218","0.399816720514512","0.361625637491374","0.438007803537649"
"Einige Sorgen","2002","35-65 Jahre alt","kein Migrationshintergrund","6049","0.525552593563068","0.516396649907259","0.534708537218878"
"Einige Sorgen","2002","35-65 Jahre alt","direkter Migrationshintergrund","858","0.53214551986592","0.508503004082505","0.555788035649336"
"Einige Sorgen","2002","35-65 Jahre alt","indirekter Migrationshintergrund","68","0.579579999041945","0.494725515560097","0.664434482523794"
"Einige Sorgen","2002","66 und älter","kein Migrationshintergrund","1711","0.519349064830289","0.5021824805715","0.536515649089079"
"Einige Sorgen","2002","66 und älter","direkter Migrationshintergrund","165","0.453474367374099","0.401393744171759","0.505554990576439"
"Einige Sorgen","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2002","16-34 Jahre alt","kein Migrationshintergrund","2592","0.536017969033114","0.521871529782472","0.550164408283757"
"Keine Sorgen","2002","16-34 Jahre alt","direkter Migrationshintergrund","329","0.438237617243165","0.402512789702536","0.473962444783794"
"Keine Sorgen","2002","16-34 Jahre alt","indirekter Migrationshintergrund","356","0.510689341195921","0.471716659828652","0.54966202256319"
"Keine Sorgen","2002","35-65 Jahre alt","kein Migrationshintergrund","3776","0.314423758863576","0.305910682323876","0.322936835403276"
"Keine Sorgen","2002","35-65 Jahre alt","direkter Migrationshintergrund","438","0.235713391573348","0.215601943606636","0.25582483954006"
"Keine Sorgen","2002","35-65 Jahre alt","indirekter Migrationshintergrund","46","0.276826508819401","0.199913198825935","0.353739818812867"
"Keine Sorgen","2002","66 und älter","kein Migrationshintergrund","518","0.156474790698729","0.143992033029767","0.168957548367691"
"Keine Sorgen","2002","66 und älter","direkter Migrationshintergrund","34","0.09460732949775","0.0639894286824896","0.12522523031301"
"Keine Sorgen","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2003","16-34 Jahre alt","kein Migrationshintergrund","309","0.0706200898120041","0.0631761446407336","0.0780640349832745"
"Grosse Sorgen","2003","16-34 Jahre alt","direkter Migrationshintergrund","105","0.141685375732463","0.11533866955574","0.168032081909186"
"Grosse Sorgen","2003","16-34 Jahre alt","indirekter Migrationshintergrund","74","0.129908900241995","0.10373880649928","0.15607899398471"
"Grosse Sorgen","2003","35-65 Jahre alt","kein Migrationshintergrund","1447","0.154514037501345","0.147734907801216","0.161293167201474"
"Grosse Sorgen","2003","35-65 Jahre alt","direkter Migrationshintergrund","398","0.256414058354363","0.234971494871731","0.277856621836996"
"Grosse Sorgen","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2003","66 und älter","kein Migrationshintergrund","997","0.305809022158267","0.290115040880405","0.321503003436128"
"Grosse Sorgen","2003","66 und älter","direkter Migrationshintergrund","146","0.390869038366009","0.340182332809305","0.441555743922713"
"Grosse Sorgen","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2003","16-34 Jahre alt","kein Migrationshintergrund","1858","0.406430653256731","0.392159096375938","0.420702210137523"
"Einige Sorgen","2003","16-34 Jahre alt","direkter Migrationshintergrund","239","0.394820366852323","0.357890096698064","0.431750637006582"
"Einige Sorgen","2003","16-34 Jahre alt","indirekter Migrationshintergrund","227","0.335316167878004","0.298567782112873","0.372064553643135"
"Einige Sorgen","2003","35-65 Jahre alt","kein Migrationshintergrund","5843","0.529920948536076","0.520559829564119","0.539282067508032"
"Einige Sorgen","2003","35-65 Jahre alt","direkter Migrationshintergrund","760","0.48478350306846","0.46024155687391","0.509325449263009"
"Einige Sorgen","2003","35-65 Jahre alt","indirekter Migrationshintergrund","74","0.64032550520982","0.559964931429349","0.720686078990291"
"Einige Sorgen","2003","66 und älter","kein Migrationshintergrund","1788","0.536120414957942","0.51913397754941","0.553106852366474"
"Einige Sorgen","2003","66 und älter","direkter Migrationshintergrund","171","0.490972608715323","0.439042133095552","0.542903084335093"
"Einige Sorgen","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2003","16-34 Jahre alt","kein Migrationshintergrund","2383","0.522949256931265","0.508436348465427","0.537462165397103"
"Keine Sorgen","2003","16-34 Jahre alt","direkter Migrationshintergrund","329","0.463494257415214","0.425819546793288","0.50116896803714"
"Keine Sorgen","2003","16-34 Jahre alt","indirekter Migrationshintergrund","333","0.534774931880001","0.495949120828357","0.573600742931645"
"Keine Sorgen","2003","35-65 Jahre alt","kein Migrationshintergrund","3630","0.31556501396258","0.306848410361279","0.324281617563881"
"Keine Sorgen","2003","35-65 Jahre alt","direkter Migrationshintergrund","435","0.258802438577177","0.237294867039651","0.280310010114703"
"Keine Sorgen","2003","35-65 Jahre alt","indirekter Migrationshintergrund","49","0.239714958163838","0.168228530019367","0.31120138630831"
"Keine Sorgen","2003","66 und älter","kein Migrationshintergrund","526","0.158070562883792","0.145644548621599","0.170496577145985"
"Keine Sorgen","2003","66 und älter","direkter Migrationshintergrund","39","0.118158352918668","0.0846270361024608","0.151689669734875"
"Keine Sorgen","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2004","16-34 Jahre alt","kein Migrationshintergrund","409","0.100634832454022","0.0916956923315039","0.109573972576539"
"Grosse Sorgen","2004","16-34 Jahre alt","direkter Migrationshintergrund","82","0.125208770176948","0.0992207226214031","0.151196817732493"
"Grosse Sorgen","2004","16-34 Jahre alt","indirekter Migrationshintergrund","93","0.129205690949829","0.103157534759431","0.155253847140227"
"Grosse Sorgen","2004","35-65 Jahre alt","kein Migrationshintergrund","1585","0.179605679324107","0.172270485797913","0.186940872850301"
"Grosse Sorgen","2004","35-65 Jahre alt","direkter Migrationshintergrund","438","0.306857986582496","0.28385393830519","0.329862034859801"
"Grosse Sorgen","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2004","66 und älter","kein Migrationshintergrund","1197","0.361476958727998","0.345368492228892","0.377585425227104"
"Grosse Sorgen","2004","66 und älter","direkter Migrationshintergrund","154","0.419699818967739","0.368506919608907","0.47089271832657"
"Grosse Sorgen","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2004","16-34 Jahre alt","kein Migrationshintergrund","1841","0.42987128765116","0.415161404425729","0.444581170876592"
"Einige Sorgen","2004","16-34 Jahre alt","direkter Migrationshintergrund","257","0.427272343524293","0.388427753988143","0.466116933060443"
"Einige Sorgen","2004","16-34 Jahre alt","indirekter Migrationshintergrund","224","0.375956560219107","0.33834211856366","0.413571001874555"
"Einige Sorgen","2004","35-65 Jahre alt","kein Migrationshintergrund","5745","0.533728846587677","0.524196060822224","0.543261632353129"
"Einige Sorgen","2004","35-65 Jahre alt","direkter Migrationshintergrund","733","0.47346818710992","0.448563439037298","0.498372935182542"
"Einige Sorgen","2004","35-65 Jahre alt","indirekter Migrationshintergrund","82","0.560369038149759","0.481463497816991","0.639274578482528"
"Einige Sorgen","2004","66 und älter","kein Migrationshintergrund","1808","0.528236177756544","0.511498238430467","0.544974117082621"
"Einige Sorgen","2004","66 und älter","direkter Migrationshintergrund","167","0.471064951781748","0.419285726048612","0.522844177514884"
"Einige Sorgen","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2004","16-34 Jahre alt","kein Migrationshintergrund","2101","0.469493879894818","0.454664816688746","0.48432294310089"
"Keine Sorgen","2004","16-34 Jahre alt","direkter Migrationshintergrund","284","0.447518886298759","0.408473612729662","0.486564159867857"
"Keine Sorgen","2004","16-34 Jahre alt","indirekter Migrationshintergrund","320","0.494837748831064","0.456011518100787","0.53366397956134"
"Keine Sorgen","2004","35-65 Jahre alt","kein Migrationshintergrund","3190","0.286665474088216","0.27802426451003","0.295306683666402"
"Keine Sorgen","2004","35-65 Jahre alt","direkter Migrationshintergrund","373","0.219673826307585","0.199022322225929","0.240325330389241"
"Keine Sorgen","2004","35-65 Jahre alt","indirekter Migrationshintergrund","53","0.296045442660221","0.223471987587972","0.36861889773247"
"Keine Sorgen","2004","66 und älter","kein Migrationshintergrund","412","0.110286863515458","0.0997838845430356","0.12078984248788"
"Keine Sorgen","2004","66 und älter","direkter Migrationshintergrund","36","0.109235229250514","0.0768775875661192","0.141592870934908"
"Keine Sorgen","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2005","16-34 Jahre alt","kein Migrationshintergrund","368","0.103664214422027","0.0943620092785587","0.112966419565495"
"Grosse Sorgen","2005","16-34 Jahre alt","direkter Migrationshintergrund","71","0.124763576314594","0.0967360956554123","0.152791056973776"
"Grosse Sorgen","2005","16-34 Jahre alt","indirekter Migrationshintergrund","74","0.132256238899383","0.106430592808472","0.158081884990293"
"Grosse Sorgen","2005","35-65 Jahre alt","kein Migrationshintergrund","1454","0.166017060211082","0.1587138819885","0.173320238433665"
"Grosse Sorgen","2005","35-65 Jahre alt","direkter Migrationshintergrund","417","0.301205836490711","0.277776874727902","0.32463479825352"
"Grosse Sorgen","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2005","66 und älter","kein Migrationshintergrund","1147","0.35038018682208","0.334381344394125","0.366379029250036"
"Grosse Sorgen","2005","66 und älter","direkter Migrationshintergrund","158","0.416856427851165","0.366482573813727","0.467230281888603"
"Grosse Sorgen","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2005","16-34 Jahre alt","kein Migrationshintergrund","1671","0.412453025834937","0.397430441229246","0.427475610440629"
"Einige Sorgen","2005","16-34 Jahre alt","direkter Migrationshintergrund","223","0.448156836635227","0.405977445264846","0.490336228005609"
"Einige Sorgen","2005","16-34 Jahre alt","indirekter Migrationshintergrund","245","0.41196340469716","0.374442019953317","0.449484789441003"
"Einige Sorgen","2005","35-65 Jahre alt","kein Migrationshintergrund","5637","0.556147844083967","0.546396347971337","0.565899340196597"
"Einige Sorgen","2005","35-65 Jahre alt","direkter Migrationshintergrund","724","0.504001567217475","0.478468510310461","0.529534624124489"
"Einige Sorgen","2005","35-65 Jahre alt","indirekter Migrationshintergrund","81","0.56090621213284","0.482778336906527","0.639034087359153"
"Einige Sorgen","2005","66 und älter","kein Migrationshintergrund","1818","0.522266463959279","0.505515951650232","0.539016976268326"
"Einige Sorgen","2005","66 und älter","direkter Migrationshintergrund","166","0.453375462237098","0.402512956842738","0.504237967631459"
"Einige Sorgen","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2005","16-34 Jahre alt","kein Migrationshintergrund","2086","0.483882759743036","0.468632390034987","0.499133129451085"
"Keine Sorgen","2005","16-34 Jahre alt","direkter Migrationshintergrund","240","0.427079587050179","0.385125041836533","0.469034132263824"
"Keine Sorgen","2005","16-34 Jahre alt","indirekter Migrationshintergrund","342","0.455780356403457","0.417812832949422","0.493747879857492"
"Keine Sorgen","2005","35-65 Jahre alt","kein Migrationshintergrund","2881","0.277835095704951","0.269043479969737","0.286626711440164"
"Keine Sorgen","2005","35-65 Jahre alt","direkter Migrationshintergrund","332","0.194792596291814","0.17456767592063","0.215017516662998"
"Keine Sorgen","2005","35-65 Jahre alt","indirekter Migrationshintergrund","59","0.32799744696043","0.254087492431932","0.401907401488928"
"Keine Sorgen","2005","66 und älter","kein Migrationshintergrund","451","0.127353349218641","0.116174076304217","0.138532622133065"
"Keine Sorgen","2005","66 und älter","direkter Migrationshintergrund","44","0.129768109911737","0.0954340098621473","0.164102209961326"
"Keine Sorgen","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2006","16-34 Jahre alt","kein Migrationshintergrund","340","0.0979808307220041","0.0887215139895044","0.107240147454504"
"Grosse Sorgen","2006","16-34 Jahre alt","direkter Migrationshintergrund","77","0.137860196712059","0.108674236160243","0.167046157263875"
"Grosse Sorgen","2006","16-34 Jahre alt","indirekter Migrationshintergrund","67","0.124406922651682","0.098448653910591","0.150365191392774"
"Grosse Sorgen","2006","35-65 Jahre alt","kein Migrationshintergrund","1570","0.166382198297983","0.159338134018763","0.173426262577204"
"Grosse Sorgen","2006","35-65 Jahre alt","direkter Migrationshintergrund","418","0.300495716868356","0.276889400108091","0.324102033628621"
"Grosse Sorgen","2006","35-65 Jahre alt","indirekter Migrationshintergrund","32","0.141459665921327","0.0905490320831111","0.192370299759543"
"Grosse Sorgen","2006","66 und älter","kein Migrationshintergrund","1367","0.351457841202032","0.336770462588126","0.366145219815937"
"Grosse Sorgen","2006","66 und älter","direkter Migrationshintergrund","179","0.459515371417655","0.410118276584587","0.508912466250723"
"Grosse Sorgen","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2006","16-34 Jahre alt","kein Migrationshintergrund","1641","0.404043925755648","0.388760457668981","0.419327393842316"
"Einige Sorgen","2006","16-34 Jahre alt","direkter Migrationshintergrund","203","0.375122080437942","0.334134753137429","0.416109407738454"
"Einige Sorgen","2006","16-34 Jahre alt","indirekter Migrationshintergrund","242","0.400446264010118","0.361908326266021","0.438984201754214"
"Einige Sorgen","2006","35-65 Jahre alt","kein Migrationshintergrund","5961","0.540528808199099","0.531102861985204","0.549954754412993"
"Einige Sorgen","2006","35-65 Jahre alt","direkter Migrationshintergrund","682","0.477599347866368","0.451880730567779","0.503317965164956"
"Einige Sorgen","2006","35-65 Jahre alt","indirekter Migrationshintergrund","86","0.535666505960983","0.462809035255732","0.608523976666234"
"Einige Sorgen","2006","66 und älter","kein Migrationshintergrund","2077","0.500087980184989","0.484706130501377","0.515469829868602"
"Einige Sorgen","2006","66 und älter","direkter Migrationshintergrund","179","0.450112617025408","0.400800098557281","0.499425135493534"
"Einige Sorgen","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2006","16-34 Jahre alt","kein Migrationshintergrund","1979","0.497975243522348","0.4824024350803","0.513548051964395"
"Keine Sorgen","2006","16-34 Jahre alt","direkter Migrationshintergrund","256","0.487017722849999","0.444703218360391","0.529332227339608"
"Keine Sorgen","2006","16-34 Jahre alt","indirekter Migrationshintergrund","312","0.4751468133382","0.435870101667296","0.514423525009104"
"Keine Sorgen","2006","35-65 Jahre alt","kein Migrationshintergrund","3207","0.293088993502918","0.284479680097408","0.301698306908428"
"Keine Sorgen","2006","35-65 Jahre alt","direkter Migrationshintergrund","349","0.221904935265276","0.200509865387559","0.243300005142994"
"Keine Sorgen","2006","35-65 Jahre alt","indirekter Migrationshintergrund","62","0.32287382811769","0.254567166556326","0.391180489679054"
"Keine Sorgen","2006","66 und älter","kein Migrationshintergrund","615","0.148454178612979","0.137516156686125","0.159392200539833"
"Keine Sorgen","2006","66 und älter","direkter Migrationshintergrund","33","0.0903720115569371","0.0619530244964232","0.118790998617451"
"Keine Sorgen","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2007","16-34 Jahre alt","kein Migrationshintergrund","322","0.0927097493106639","0.0833239934567597","0.102095505164568"
"Grosse Sorgen","2007","16-34 Jahre alt","direkter Migrationshintergrund","50","0.103468331762682","0.0750423588967086","0.131894304628656"
"Grosse Sorgen","2007","16-34 Jahre alt","indirekter Migrationshintergrund","67","0.110149823954691","0.084758110027869","0.135541537881514"
"Grosse Sorgen","2007","35-65 Jahre alt","kein Migrationshintergrund","1498","0.159307487927854","0.152115307929991","0.166499667925717"
"Grosse Sorgen","2007","35-65 Jahre alt","direkter Migrationshintergrund","352","0.279901054393952","0.25545864888183","0.304343459906074"
"Grosse Sorgen","2007","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2007","66 und älter","kein Migrationshintergrund","1250","0.324599436166979","0.310056501497643","0.339142370836316"
"Grosse Sorgen","2007","66 und älter","direkter Migrationshintergrund","165","0.426185723748709","0.37652983874552","0.475841608751898"
"Grosse Sorgen","2007","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2007","16-34 Jahre alt","kein Migrationshintergrund","1547","0.432893836562211","0.416859303686168","0.448928369438253"
"Einige Sorgen","2007","16-34 Jahre alt","direkter Migrationshintergrund","191","0.419047882763827","0.372997760133575","0.465098005394079"
"Einige Sorgen","2007","16-34 Jahre alt","indirekter Migrationshintergrund","250","0.451337636971619","0.410978206633842","0.491697067309396"
"Einige Sorgen","2007","35-65 Jahre alt","kein Migrationshintergrund","5496","0.551208718182202","0.541434003073133","0.56098343329127"
"Einige Sorgen","2007","35-65 Jahre alt","direkter Migrationshintergrund","629","0.488239825641687","0.461025634296746","0.515454016986628"
"Einige Sorgen","2007","35-65 Jahre alt","indirekter Migrationshintergrund","85","0.518088048475257","0.446279317078713","0.589896779871802"
"Einige Sorgen","2007","66 und älter","kein Migrationshintergrund","2139","0.534026091651671","0.518532236155315","0.549519947148027"
"Einige Sorgen","2007","66 und älter","direkter Migrationshintergrund","161","0.438249900809636","0.388428252089323","0.488071549529949"
"Einige Sorgen","2007","66 und älter","indirekter Migrationshintergrund","","","",""
