year,sampreg,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,West,Not concerned at all,0.30010,7421,21638,0.29400,0.30621
2016,East,Very concerned,0.23060,1205,5515,0.21948,0.24172
2016,East,Somewhat concerned,0.53455,2836,5515,0.52138,0.54771
2016,East,Not concerned at all,0.23485,1474,5515,0.22366,0.24604
2017,West,Very concerned,0.17655,4084,24251,0.17175,0.18135
2017,West,Somewhat concerned,0.51617,11747,24251,0.50988,0.52246
2017,West,Not concerned at all,0.30728,8420,24251,0.30147,0.31308
2017,East,Very concerned,0.21615,1279,6150,0.20586,0.22644
2017,East,Somewhat concerned,0.55542,3240,6150,0.54300,0.56784
2017,East,Not concerned at all,0.22843,1631,6150,0.21794,0.23893
2018,West,Very concerned,0.15068,3374,23140,0.14607,0.15529
2018,West,Somewhat concerned,0.53458,11476,23140,0.52815,0.54101
2018,West,Not concerned at all,0.31474,8290,23140,0.30876,0.32072
2018,East,Very concerned,0.19173,1110,5992,0.18176,0.20169
2018,East,Somewhat concerned,0.56718,3210,5992,0.55463,0.57973
2018,East,Not concerned at all,0.24109,1672,5992,0.23026,0.25193
2019,Does not apply,Somewhat concerned,0.54679,42,42,0.39441,0.69917
2019,West,Very concerned,0.18050,3634,22913,0.17552,0.18548
2019,West,Somewhat concerned,0.53204,11488,22913,0.52557,0.53850
2019,West,Not concerned at all,0.28747,7791,22913,0.28161,0.29333
2019,East,Very concerned,0.24584,1281,5979,0.23492,0.25675
2019,East,Somewhat concerned,0.54617,3201,5979,0.53355,0.55879
2019,East,Not concerned at all,0.20799,1497,5979,0.19770,0.21828
2020,West,Very concerned,0.15064,3370,23486,0.14607,0.15522
2020,West,Somewhat concerned,0.53394,11432,23486,0.52756,0.54032
2020,West,Not concerned at all,0.31541,8684,23486,0.30947,0.32136
2020,East,Very concerned,0.18677,992,5798,0.17674,0.19680
2020,East,Somewhat concerned,0.56711,3100,5798,0.55435,0.57986
2020,East,Not concerned at all,0.24612,1706,5798,0.23503,0.25721
2021,West,Very concerned,0.16405,2520,15626,0.15824,0.16986
2021,West,Somewhat concerned,0.53489,7760,15626,0.52707,0.54271
2021,West,Not concerned at all,0.30106,5346,15626,0.29387,0.30825
2021,East,Very concerned,0.20851,726,3890,0.19574,0.22128
2021,East,Somewhat concerned,0.52874,2044,3890,0.51305,0.54443
2021,East,Not concerned at all,0.26275,1120,3890,0.24892,0.27658
2022,West,Very concerned,0.16549,3067,20459,0.16040,0.17058
2022,West,Somewhat concerned,0.51986,10564,20459,0.51301,0.52670
2022,West,Not concerned at all,0.31465,6828,20459,0.30829,0.32101
2022,East,Very concerned,0.20475,1040,5574,0.19415,0.21534
2022,East,Somewhat concerned,0.55045,3079,5574,0.53739,0.56351
2022,East,Not concerned at all,0.24481,1455,5574,0.23352,0.25609
