"plh0035","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1999","16-34 Jahre alt","(Fach-)Abitur","52","0.0542283520807372","0.0376863454071911","0.0707703587542832"
"Grosse Sorgen","1999","16-34 Jahre alt","(noch) kein Abschluss","54","0.118349907440805","0.0868514345746428","0.149848380306967"
"Grosse Sorgen","1999","16-34 Jahre alt","AkademikerInnen","","","",""
"Grosse Sorgen","1999","16-34 Jahre alt","Hauptschulabschluss","202","0.163049703375531","0.142724864084008","0.183374542667054"
"Grosse Sorgen","1999","16-34 Jahre alt","Realschulabschluss","150","0.0874922519218929","0.0733062934136455","0.10167821043014"
"Grosse Sorgen","1999","35-65 Jahre alt","(Fach-)Abitur","57","0.154845191233549","0.118376583299345","0.191313799167754"
"Grosse Sorgen","1999","35-65 Jahre alt","(noch) kein Abschluss","127","0.393217667287932","0.339782330660559","0.446653003915306"
"Grosse Sorgen","1999","35-65 Jahre alt","AkademikerInnen","132","0.0872509127967663","0.0721972598297184","0.102304565763814"
"Grosse Sorgen","1999","35-65 Jahre alt","Hauptschulabschluss","912","0.248542576304496","0.234192255651135","0.262892896957857"
"Grosse Sorgen","1999","35-65 Jahre alt","Realschulabschluss","209","0.134228226779703","0.117878387301636","0.150578066257771"
"Grosse Sorgen","1999","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1999","66 und älter","(noch) kein Abschluss","31","0.520550211938424","0.397188412517702","0.643912011359145"
"Grosse Sorgen","1999","66 und älter","AkademikerInnen","61","0.302974399902251","0.23928598727305","0.366662812531451"
"Grosse Sorgen","1999","66 und älter","Hauptschulabschluss","544","0.413192027553237","0.386424985310084","0.43995906979639"
"Grosse Sorgen","1999","66 und älter","Realschulabschluss","64","0.312160940887899","0.246956087395316","0.377365794380482"
"Einige Sorgen","1999","16-34 Jahre alt","(Fach-)Abitur","275","0.350937235869717","0.316076229851619","0.385798241887815"
"Einige Sorgen","1999","16-34 Jahre alt","(noch) kein Abschluss","114","0.246883143480896","0.204836211548439","0.288930075413354"
"Einige Sorgen","1999","16-34 Jahre alt","AkademikerInnen","208","0.488125168247875","0.440148779800454","0.536101556695297"
"Einige Sorgen","1999","16-34 Jahre alt","Hauptschulabschluss","509","0.426820994997607","0.399607438420538","0.454034551574676"
"Einige Sorgen","1999","16-34 Jahre alt","Realschulabschluss","689","0.448014075985357","0.423047129025947","0.472981022944766"
"Einige Sorgen","1999","35-65 Jahre alt","(Fach-)Abitur","215","0.571567546309212","0.521681722049294","0.621453370569129"
"Einige Sorgen","1999","35-65 Jahre alt","(noch) kein Abschluss","146","0.44171453787823","0.387390182597469","0.496038893158991"
"Einige Sorgen","1999","35-65 Jahre alt","AkademikerInnen","758","0.545837223040276","0.519277805317196","0.572396640763356"
"Einige Sorgen","1999","35-65 Jahre alt","Hauptschulabschluss","1783","0.515271169119733","0.498676203185748","0.531866135053719"
"Einige Sorgen","1999","35-65 Jahre alt","Realschulabschluss","934","0.522038382277605","0.498081098111451","0.545995666443758"
"Einige Sorgen","1999","66 und älter","(Fach-)Abitur","32","0.606172711869724","0.474631678413674","0.737713745325774"
"Einige Sorgen","1999","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1999","66 und älter","AkademikerInnen","120","0.608837289846799","0.541203700155995","0.676470879537603"
"Einige Sorgen","1999","66 und älter","Hauptschulabschluss","626","0.478753088059963","0.451597828609748","0.505908347510177"
"Einige Sorgen","1999","66 und älter","Realschulabschluss","96","0.524975901457292","0.454705128402927","0.595246674511658"
"Keine Sorgen","1999","16-34 Jahre alt","(Fach-)Abitur","393","0.594834412049546","0.558975578238412","0.630693245860679"
"Keine Sorgen","1999","16-34 Jahre alt","(noch) kein Abschluss","236","0.634766949078299","0.58781543552399","0.681718462632608"
"Keine Sorgen","1999","16-34 Jahre alt","AkademikerInnen","190","0.473809550630036","0.425885507603599","0.521733593656473"
"Keine Sorgen","1999","16-34 Jahre alt","Hauptschulabschluss","558","0.410129301626862","0.383067538341688","0.437191064912036"
"Keine Sorgen","1999","16-34 Jahre alt","Realschulabschluss","685","0.46449367209275","0.439454047580815","0.489533296604686"
"Keine Sorgen","1999","35-65 Jahre alt","(Fach-)Abitur","106","0.273587262457239","0.22864635335321","0.318528171561268"
"Keine Sorgen","1999","35-65 Jahre alt","(noch) kein Abschluss","48","0.165067794833837","0.1244559838599","0.205679605807775"
"Keine Sorgen","1999","35-65 Jahre alt","AkademikerInnen","460","0.366911864162958","0.341202332127746","0.39262139619817"
"Keine Sorgen","1999","35-65 Jahre alt","Hauptschulabschluss","789","0.236186254575771","0.222082651976382","0.250289857175159"
"Keine Sorgen","1999","35-65 Jahre alt","Realschulabschluss","527","0.343733390942692","0.320954064908521","0.366512716976863"
"Keine Sorgen","1999","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1999","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1999","66 und älter","AkademikerInnen","","","",""
"Keine Sorgen","1999","66 und älter","Hauptschulabschluss","130","0.108054884386801","0.0911789556741132","0.124930813099488"
"Keine Sorgen","1999","66 und älter","Realschulabschluss","34","0.162863157654809","0.110904624823233","0.214821690486384"
"Grosse Sorgen","2000","16-34 Jahre alt","(Fach-)Abitur","95","0.0725245995912636","0.0586537215149542","0.0863954776675731"
"Grosse Sorgen","2000","16-34 Jahre alt","(noch) kein Abschluss","44","0.0762514024655917","0.0543091732655705","0.0981936316656129"
"Grosse Sorgen","2000","16-34 Jahre alt","AkademikerInnen","51","0.0691477317251362","0.0511104684339908","0.0871849950162817"
"Grosse Sorgen","2000","16-34 Jahre alt","Hauptschulabschluss","253","0.13161786849247","0.116376286215991","0.146859450768949"
"Grosse Sorgen","2000","16-34 Jahre alt","Realschulabschluss","277","0.111476807303552","0.0992157290652019","0.123737885541903"
"Grosse Sorgen","2000","35-65 Jahre alt","(Fach-)Abitur","131","0.150949219794264","0.127376293456194","0.174522146132335"
"Grosse Sorgen","2000","35-65 Jahre alt","(noch) kein Abschluss","84","0.309577622905105","0.254736166779669","0.36441907903054"
"Grosse Sorgen","2000","35-65 Jahre alt","AkademikerInnen","283","0.10571253857675","0.093977220967885","0.117447856185616"
"Grosse Sorgen","2000","35-65 Jahre alt","Hauptschulabschluss","1418","0.226212991286201","0.215821493571261","0.236604489001141"
"Grosse Sorgen","2000","35-65 Jahre alt","Realschulabschluss","447","0.13468476188285","0.123096676126079","0.146272847639621"
"Grosse Sorgen","2000","66 und älter","(Fach-)Abitur","42","0.276052086193439","0.205674977748501","0.346429194638377"
"Grosse Sorgen","2000","66 und älter","(noch) kein Abschluss","37","0.472222241241936","0.361432499247309","0.583011983236562"
"Grosse Sorgen","2000","66 und älter","AkademikerInnen","89","0.222357585597313","0.182398331708847","0.26231683948578"
"Grosse Sorgen","2000","66 und älter","Hauptschulabschluss","915","0.360259665438068","0.341615484639038","0.378903846237099"
"Grosse Sorgen","2000","66 und älter","Realschulabschluss","106","0.26380538677066","0.220832398403049","0.30677837513827"
"Einige Sorgen","2000","16-34 Jahre alt","(Fach-)Abitur","516","0.354961212339963","0.329369847432793","0.380552577247132"
"Einige Sorgen","2000","16-34 Jahre alt","(noch) kein Abschluss","162","0.280935811154867","0.243776529079466","0.318095093230268"
"Einige Sorgen","2000","16-34 Jahre alt","AkademikerInnen","338","0.433265125440105","0.398035491508621","0.468494759371589"
"Einige Sorgen","2000","16-34 Jahre alt","Hauptschulabschluss","732","0.383588582017946","0.361666320112047","0.405510843923846"
"Einige Sorgen","2000","16-34 Jahre alt","Realschulabschluss","1036","0.41009437884907","0.390932627779544","0.429256129918597"
"Einige Sorgen","2000","35-65 Jahre alt","(Fach-)Abitur","466","0.530234366609405","0.497371474017013","0.563097259201797"
"Einige Sorgen","2000","35-65 Jahre alt","(noch) kein Abschluss","120","0.428665880514255","0.369961392273068","0.487370368755441"
"Einige Sorgen","2000","35-65 Jahre alt","AkademikerInnen","1406","0.526346191194301","0.507288982698862","0.545403399689739"
"Einige Sorgen","2000","35-65 Jahre alt","Hauptschulabschluss","3175","0.504581959916532","0.492163709127452","0.517000210705612"
"Einige Sorgen","2000","35-65 Jahre alt","Realschulabschluss","1787","0.529166824905866","0.512223637062716","0.546110012749016"
"Einige Sorgen","2000","66 und älter","(Fach-)Abitur","89","0.595353313788333","0.518083898893685","0.672622728682981"
"Einige Sorgen","2000","66 und älter","(noch) kein Abschluss","30","0.354172282237026","0.248035378329287","0.460309186144764"
"Einige Sorgen","2000","66 und älter","AkademikerInnen","251","0.582562296033379","0.535174288497861","0.629950303568898"
"Einige Sorgen","2000","66 und älter","Hauptschulabschluss","1260","0.495345455503221","0.475928335965732","0.51476257504071"
"Einige Sorgen","2000","66 und älter","Realschulabschluss","227","0.574676099955027","0.526467017022224","0.62288518288783"
"Keine Sorgen","2000","16-34 Jahre alt","(Fach-)Abitur","732","0.572514188068774","0.54605575843751","0.598972617700038"
"Keine Sorgen","2000","16-34 Jahre alt","(noch) kein Abschluss","356","0.642812786379542","0.603196830566339","0.682428742192744"
"Keine Sorgen","2000","16-34 Jahre alt","AkademikerInnen","371","0.497587142834759","0.462039873699468","0.533134411970051"
