"plh0035","year","age_gr","bildungsniveau","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Keine Sorgen","1999","35-65","AkademikerIn","457","0.362072150382136","0.336378145726814","0.387766155037459"
"Keine Sorgen","1999","35-65","Hauptschule","788","0.236513017522151","0.222366089148539","0.250659945895763"
"Keine Sorgen","1999","35-65","Realschule","527","0.343644325476748","0.320839077284767","0.366449573668728"
"Keine Sorgen","1999","66 +","(Fach-)Abitur","7","","",""
"Keine Sorgen","1999","66 +","(noch) kein Abschluss","4","","",""
"Keine Sorgen","1999","66 +","AkademikerIn","19","","",""
"Keine Sorgen","1999","66 +","Hauptschule","128","0.111171106608232","0.0939167787939178","0.128425434422547"
"Keine Sorgen","1999","66 +","Realschule","33","0.161999524682385","0.109746623295265","0.214252426069504"
"Einige Sorgen","2000","17-34","(Fach-)Abitur","500","0.359393338829211","0.333320388362575","0.385466289295846"
"Einige Sorgen","2000","17-34","(noch) kein Abschluss","159","0.28131128857616","0.243936849194434","0.318685727957887"
"Einige Sorgen","2000","17-34","AkademikerIn","331","0.430496818395107","0.395083944499307","0.465909692290906"
"Einige Sorgen","2000","17-34","Hauptschule","729","0.380613264156945","0.358659569936469","0.402566958377422"
"Einige Sorgen","2000","17-34","Realschule","1033","0.409404356151724","0.390217190938832","0.428591521364616"
"Einige Sorgen","2000","35-65","(Fach-)Abitur","466","0.526871497346012","0.493902780452032","0.559840214239993"
"Einige Sorgen","2000","35-65","(noch) kein Abschluss","120","0.440568157915532","0.381569275822081","0.499567040008984"
"Einige Sorgen","2000","35-65","AkademikerIn","1400","0.525075084509859","0.505982769420975","0.544167399598742"
"Einige Sorgen","2000","35-65","Hauptschule","3164","0.506770354197096","0.494330726441939","0.519209981952254"
"Einige Sorgen","2000","35-65","Realschule","1783","0.529348981957721","0.51239343766306","0.546304526252382"
"Einige Sorgen","2000","66 +","(Fach-)Abitur","88","0.593368643673332","0.515535404571028","0.671201882775635"
"Einige Sorgen","2000","66 +","(noch) kein Abschluss","30","0.367719362931956","0.26001930942693","0.475419416436981"
"Einige Sorgen","2000","66 +","AkademikerIn","251","0.586216818347031","0.538659754091666","0.633773882602397"
"Einige Sorgen","2000","66 +","Hauptschule","1252","0.500519036617345","0.480989587252619","0.520048485982071"
"Einige Sorgen","2000","66 +","Realschule","225","0.575457005421631","0.526836427378357","0.624077583464905"
"Grosse Sorgen","2000","17-34","(Fach-)Abitur","90","0.0697935844136734","0.0559481413016344","0.0836390275257124"
"Grosse Sorgen","2000","17-34","(noch) kein Abschluss","43","0.0763457574322135","0.0542729352832668","0.0984185795811602"
"Grosse Sorgen","2000","17-34","AkademikerIn","51","0.0710134186144513","0.0526436767683233","0.0893831604605792"
"Grosse Sorgen","2000","17-34","Hauptschule","249","0.130116190893365","0.114904377288743","0.145328004497988"
"Grosse Sorgen","2000","17-34","Realschule","277","0.112029874959182","0.0997227795146817","0.124336970403683"
"Grosse Sorgen","2000","35-65","(Fach-)Abitur","128","0.149569878295416","0.126019302810898","0.173120453779934"
"Grosse Sorgen","2000","35-65","(noch) kein Abschluss","83","0.289330799297953","0.235442469981011","0.343219128614895"
"Grosse Sorgen","2000","35-65","AkademikerIn","280","0.105861390126971","0.0940987006780371","0.117624079575906"
"Grosse Sorgen","2000","35-65","Hauptschule","1412","0.225182962527362","0.21478987599395","0.235576049060775"
"Grosse Sorgen","2000","35-65","Realschule","447","0.134084266251426","0.122509348365489","0.145659184137362"
"Grosse Sorgen","2000","66 +","(Fach-)Abitur","41","0.275051448484083","0.204295503263421","0.345807393704744"
"Grosse Sorgen","2000","66 +","(noch) kein Abschluss","37","0.475577735597172","0.364031723974349","0.587123747219994"
"Grosse Sorgen","2000","66 +","AkademikerIn","85","0.21342068334932","0.173857703282522","0.252983663416118"
"Grosse Sorgen","2000","66 +","Hauptschule","897","0.353873236640902","0.335196415813427","0.372550057468378"
"Grosse Sorgen","2000","66 +","Realschule","102","0.260456442843986","0.217284432838011","0.303628452849962"
"Keine Sorgen","2000","17-34","(Fach-)Abitur","711","0.570813076757116","0.543917575656564","0.597708577857668"
"Keine Sorgen","2000","17-34","(noch) kein Abschluss","354","0.642342953991626","0.602502198050143","0.68218370993311"
"Keine Sorgen","2000","17-34","AkademikerIn","369","0.498489762990442","0.46272987533312","0.534249650647763"
"Keine Sorgen","2000","17-34","Hauptschule","901","0.489270544949689","0.466668138038215","0.511872951861164"
"Keine Sorgen","2000","17-34","Realschule","1213","0.478565768889094","0.459073605173014","0.498057932605174"
"Keine Sorgen","2000","35-65","(Fach-)Abitur","287","0.323558624358571","0.292666220127681","0.354451028589462"
"Keine Sorgen","2000","35-65","(noch) kein Abschluss","69","0.270101042786515","0.217334560690365","0.322867524882665"
"Keine Sorgen","2000","35-65","AkademikerIn","948","0.36906352536317","0.35061427217506","0.38751277855128"
"Keine Sorgen","2000","35-65","Hauptschule","1629","0.268046683275541","0.257025604451694","0.279067762099389"
"Keine Sorgen","2000","35-65","Realschule","1099","0.336566751790853","0.320514889863918","0.352618613717788"
"Keine Sorgen","2000","66 +","(Fach-)Abitur","24","","",""
"Keine Sorgen","2000","66 +","(noch) kein Abschluss","10","","",""
"Keine Sorgen","2000","66 +","AkademikerIn","76","0.200362498303649","0.161712072845117","0.23901292376218"
"Keine Sorgen","2000","66 +","Hauptschule","369","0.145607726741752","0.131831157002603","0.159384296480901"
"Keine Sorgen","2000","66 +","Realschule","70","0.164086551734383","0.12765564437964","0.200517459089126"
"Einige Sorgen","2001","17-34","(Fach-)Abitur","445","0.361597667684548","0.334207203294433","0.388988132074662"
"Einige Sorgen","2001","17-34","(noch) kein Abschluss","193","0.292212561778915","0.255792930387216","0.328632193170614"
"Einige Sorgen","2001","17-34","AkademikerIn","286","0.451374632576853","0.412298589112159","0.490450676041546"
"Einige Sorgen","2001","17-34","Hauptschule","580","0.362481960584862","0.338573489670184","0.38639043149954"
"Einige Sorgen","2001","17-34","Realschule","949","0.451883210130336","0.430977326341854","0.472789093918818"
"Einige Sorgen","2001","35-65","(Fach-)Abitur","468","0.531681114557038","0.498637123887442","0.564725105226635"
"Einige Sorgen","2001","35-65","(noch) kein Abschluss","100","0.528868197267982","0.458807295635328","0.598929098900635"
"Einige Sorgen","2001","35-65","AkademikerIn","1342","0.525411146181186","0.505762025643002","0.54506026671937"
"Einige Sorgen","2001","35-65","Hauptschule","2828","0.522593074267132","0.509325994771193","0.535860153763072"
"Einige Sorgen","2001","35-65","Realschule","1733","0.547758870471598","0.5304328749366","0.565084866006596"
"Einige Sorgen","2001","66 +","(Fach-)Abitur","78","0.524597579051723","0.444944337784948","0.604250820318498"
"Einige Sorgen","2001","66 +","(noch) kein Abschluss","27","","",""
"Einige Sorgen","2001","66 +","AkademikerIn","249","0.577512674646605","0.530272548550573","0.624752800742638"
"Einige Sorgen","2001","66 +","Hauptschule","1153","0.499090698833083","0.478775588491651","0.519405809174515"
"Einige Sorgen","2001","66 +","Realschule","230","0.582455592583811","0.533511697028569","0.631399488139053"
"Grosse Sorgen","2001","17-34","(Fach-)Abitur","80","0.0650357157757527","0.0509780625645074","0.079093368986998"
"Grosse Sorgen","2001","17-34","(noch) kein Abschluss","57","0.111685190596628","0.086461076285279","0.136909304907978"
"Grosse Sorgen","2001","17-34","AkademikerIn","39","0.0709700492447172","0.0508069875653029","0.0911331109241315"
"Grosse Sorgen","2001","17-34","Hauptschule","236","0.146198787066759","0.128627133529251","0.163770440604267"
"Grosse Sorgen","2001","17-34","Realschule","205","0.0948194954479323","0.0825129745825947","0.10712601631327"
"Grosse Sorgen","2001","35-65","(Fach-)Abitur","124","0.147890693571181","0.124382778391222","0.171398608751139"
"Grosse Sorgen","2001","35-65","(noch) kein Abschluss","59","0.288909497497728","0.225292358525676","0.352526636469779"
"Grosse Sorgen","2001","35-65","AkademikerIn","258","0.111833736210723","0.0994324062614501","0.124235066159995"
"Grosse Sorgen","2001","35-65","Hauptschule","1219","0.217285067317678","0.20633123977423","0.228238894861125"
"Grosse Sorgen","2001","35-65","Realschule","423","0.128649101171882","0.116993937414719","0.140304264929045"
"Grosse Sorgen","2001","66 +","(Fach-)Abitur","49","0.331362439517556","0.256285485999464","0.406439393035649"
"Grosse Sorgen","2001","66 +","(noch) kein Abschluss","29","","",""
"Grosse Sorgen","2001","66 +","AkademikerIn","91","0.217484247709018","0.17803089695334","0.256937598464695"
"Grosse Sorgen","2001","66 +","Hauptschule","830","0.351299702892506","0.33190376257733","0.370695643207681"
"Grosse Sorgen","2001","66 +","Realschule","97","0.257979899949439","0.214557226623983","0.301402573274895"
"Keine Sorgen","2001","17-34","(Fach-)Abitur","657","0.5733666165397","0.545170910634641","0.601562322444759"
"Keine Sorgen","2001","17-34","(noch) kein Abschluss","349","0.596102247624456","0.556807837134552","0.635396658114361"
"Keine Sorgen","2001","17-34","AkademikerIn","298","0.47765531817843","0.438432394296224","0.516878242060637"
"Keine Sorgen","2001","17-34","Hauptschule","737","0.491319252348379","0.466455486640159","0.516183018056599"
"Keine Sorgen","2001","17-34","Realschule","1023","0.453297294421732","0.432385752757583","0.474208836085881"
"Keine Sorgen","2001","35-65","(Fach-)Abitur","284","0.320428191871781","0.289526726500785","0.351329657242777"
"Keine Sorgen","2001","35-65","(noch) kein Abschluss","36","0.182222305234291","0.128041034814516","0.236403575654065"
"Keine Sorgen","2001","35-65","AkademikerIn","881","0.362755117608091","0.343836270778472","0.38167396443771"
"Keine Sorgen","2001","35-65","Hauptschule","1398","0.26012185841519","0.248469397052986","0.271774319777393"
"Keine Sorgen","2001","35-65","Realschule","1014","0.32359202835652","0.307305754784434","0.339878301928606"
"Keine Sorgen","2001","66 +","(Fach-)Abitur","24","","",""
"Keine Sorgen","2001","66 +","(noch) kein Abschluss","9","","",""
"Keine Sorgen","2001","66 +","AkademikerIn","80","0.205003077644377","0.166394272621421","0.243611882667333"
"Keine Sorgen","2001","66 +","Hauptschule","344","0.149609598274411","0.135117248653821","0.164101947895001"
"Keine Sorgen","2001","66 +","Realschule","63","0.15956450746675","0.123220222590185","0.195908792343314"
"Einige Sorgen","2002","17-34","(Fach-)Abitur","444","0.343069428912386","0.316960023804013","0.369178834020758"
"Einige Sorgen","2002","17-34","(noch) kein Abschluss","218","0.338360443210618","0.302097776327552","0.374623110093684"
"Einige Sorgen","2002","17-34","AkademikerIn","265","0.416705354511975","0.377929549189606","0.455481159834344"
"Einige Sorgen","2002","17-34","Hauptschule","509","0.385849517915978","0.359746468744165","0.41195256708779"
"Einige Sorgen","2002","17-34","Realschule","824","0.408638076184579","0.387420300434059","0.429855851935099"
"Einige Sorgen","2002","35-65","(Fach-)Abitur","531","0.517160361955164","0.48664324150198","0.547677482408348"
"Einige Sorgen","2002","35-65","(noch) kein Abschluss","87","0.549861808446245","0.476151407145784","0.623572209746707"
"Einige Sorgen","2002","35-65","AkademikerIn","1797","0.534645262521079","0.51783951459869","0.551451010443468"
"Einige Sorgen","2002","35-65","Hauptschule","2678","0.515454151404972","0.501799655879392","0.529108646930552"
"Einige Sorgen","2002","35-65","Realschule","1854","0.53638035616636","0.519802607395581","0.552958104937138"
"Einige Sorgen","2002","66 +","(Fach-)Abitur","93","0.651488887802518","0.574460422542869","0.728517353062166"
"Einige Sorgen","2002","66 +","(noch) kein Abschluss","27","","",""
"Einige Sorgen","2002","66 +","AkademikerIn","312","0.557158319086714","0.515378964058125","0.598937674115303"
"Einige Sorgen","2002","66 +","Hauptschule","1192","0.502855289408795","0.482751043130121","0.52295953568747"
"Einige Sorgen","2002","66 +","Realschule","240","0.55872869039431","0.511465994017721","0.605991386770899"
"Grosse Sorgen","2002","17-34","(Fach-)Abitur","68","0.0514242448658881","0.0392773239998293","0.0635711657319469"
"Grosse Sorgen","2002","17-34","(noch) kein Abschluss","51","0.0782936161170732","0.0577054013170139","0.0988818309171325"
"Grosse Sorgen","2002","17-34","AkademikerIn","33","0.0602131236533229","0.0415036074420067","0.078922639864639"
"Grosse Sorgen","2002","17-34","Hauptschule","186","0.150285997591881","0.131124012024763","0.169447983158999"
"Grosse Sorgen","2002","17-34","Realschule","181","0.0897384009585677","0.0774023534098693","0.102074448507266"
"Grosse Sorgen","2002","35-65","(Fach-)Abitur","117","0.135828020906776","0.114905006449273","0.15675103536428"
"Grosse Sorgen","2002","35-65","(noch) kein Abschluss","58","0.306857695426359","0.238528111032311","0.375187279820406"
"Grosse Sorgen","2002","35-65","AkademikerIn","266","0.0926689262419594","0.0828991892679886","0.10243866321593"
"Grosse Sorgen","2002","35-65","Hauptschule","1139","0.2246266172678","0.213224139011968","0.236029095523631"
"Grosse Sorgen","2002","35-65","Realschule","433","0.128324832491555","0.117206468262615","0.139443196720495"
"Grosse Sorgen","2002","66 +","(Fach-)Abitur","36","0.252081322433545","0.181889430676316","0.322273214190773"
"Grosse Sorgen","2002","66 +","(noch) kein Abschluss","33","0.478694040929435","0.359078930667093","0.598309151191776"
"Grosse Sorgen","2002","66 +","AkademikerIn","106","0.226129434235728","0.190944164189694","0.261314704281763"
"Grosse Sorgen","2002","66 +","Hauptschule","866","0.357090487888329","0.337824603962442","0.376356371814217"
"Grosse Sorgen","2002","66 +","Realschule","106","0.269056118238025","0.226844829033049","0.311267407443001"
"Keine Sorgen","2002","17-34","(Fach-)Abitur","758","0.605506326221726","0.578626553358226","0.632386099085227"
"Keine Sorgen","2002","17-34","(noch) kein Abschluss","385","0.583345940672309","0.545561750747023","0.621130130597594"
"Keine Sorgen","2002","17-34","AkademikerIn","323","0.523081521834702","0.483798123120262","0.562364920549142"
"Keine Sorgen","2002","17-34","Hauptschule","641","0.463864484492142","0.437123480318454","0.490605488665829"
"Keine Sorgen","2002","17-34","Realschule","1057","0.501623522856853","0.480042527295361","0.523204518418346"
"Keine Sorgen","2002","35-65","(Fach-)Abitur","382","0.34701161713806","0.31794100255992","0.376082231716199"
"Keine Sorgen","2002","35-65","(noch) kein Abschluss","30","0.143280496127396","0.0913715834369788","0.195189408817813"
"Keine Sorgen","2002","35-65","AkademikerIn","1321","0.372685811236962","0.356394842939411","0.388976779534513"
"Keine Sorgen","2002","35-65","Hauptschule","1329","0.259919231327228","0.247936054537457","0.271902408116999"
"Keine Sorgen","2002","35-65","Realschule","1189","0.335294811342085","0.319600720649391","0.35098890203478"
"Keine Sorgen","2002","66 +","(Fach-)Abitur","18","","",""
"Keine Sorgen","2002","66 +","(noch) kein Abschluss","7","","",""
"Keine Sorgen","2002","66 +","AkademikerIn","125","0.216712246677558","0.18205847004831","0.251366023306805"
"Keine Sorgen","2002","66 +","Hauptschule","318","0.140054222702876","0.126099908075608","0.154008537330144"
"Keine Sorgen","2002","66 +","Realschule","78","0.172215191367665","0.136276718554964","0.208153664180365"
"Einige Sorgen","2003","17-34","(Fach-)Abitur","482","0.376305758531631","0.349330306117825","0.403281210945436"
"Einige Sorgen","2003","17-34","(noch) kein Abschluss","219","0.350650787678795","0.314383603585325","0.386917971772266"
"Einige Sorgen","2003","17-34","AkademikerIn","247","0.452983459844541","0.411828580322007","0.494138339367075"
"Einige Sorgen","2003","17-34","Hauptschule","473","0.369114927422287","0.342374067658412","0.395855787186162"
"Einige Sorgen","2003","17-34","Realschule","812","0.420639806564231","0.398312835588267","0.442966777540194"
"Einige Sorgen","2003","35-65","(Fach-)Abitur","509","0.522603189358892","0.491783497485325","0.553422881232459"
"Einige Sorgen","2003","35-65","(noch) kein Abschluss","76","0.464209169371978","0.387412023576042","0.541006315167913"
"Einige Sorgen","2003","35-65","AkademikerIn","1651","0.508237114104482","0.490921077716815","0.525553150492149"
"Einige Sorgen","2003","35-65","Hauptschule","2483","0.512114487993315","0.497901085062081","0.526327890924549"
"Einige Sorgen","2003","35-65","Realschule","1929","0.560635156391058","0.544095532645741","0.577174780136376"
"Einige Sorgen","2003","66 +","(Fach-)Abitur","90","0.598057560068131","0.519596190232844","0.676518929903418"
"Einige Sorgen","2003","66 +","(noch) kein Abschluss","32","0.468312015318462","0.346060520735491","0.590563509901432"
"Einige Sorgen","2003","66 +","AkademikerIn","354","0.599759942215406","0.559643742539232","0.63987614189158"
"Einige Sorgen","2003","66 +","Hauptschule","1235","0.517590990942894","0.497645232967585","0.537536748918202"
"Einige Sorgen","2003","66 +","Realschule","238","0.559643409199656","0.512223033521147","0.607063784878166"
"Grosse Sorgen","2003","17-34","(Fach-)Abitur","61","0.0576457245042749","0.0446678643080777","0.0706235847004722"
"Grosse Sorgen","2003","17-34","(noch) kein Abschluss","50","0.0637907030962661","0.0452168315551199","0.0823645746374122"
"Grosse Sorgen","2003","17-34","AkademikerIn","27","","",""
"Grosse Sorgen","2003","17-34","Hauptschule","175","0.139760252718026","0.120546109327303","0.158974396108749"
"Grosse Sorgen","2003","17-34","Realschule","147","0.0834431466956582","0.0709355076888561","0.0959507857024603"
"Grosse Sorgen","2003","35-65","(Fach-)Abitur","120","0.135311304383116","0.114205620024021","0.156416988742211"
"Grosse Sorgen","2003","35-65","(noch) kein Abschluss","54","0.35096222050053","0.277467565275706","0.424456875725354"
"Grosse Sorgen","2003","35-65","AkademikerIn","276","0.110461371841007","0.0996039915551651","0.121318752126849"
"Grosse Sorgen","2003","35-65","Hauptschule","978","0.211973361282909","0.200351741348629","0.223594981217188"
"Grosse Sorgen","2003","35-65","Realschule","413","0.12762737422001","0.116507605823416","0.138747142616604"
"Grosse Sorgen","2003","66 +","(Fach-)Abitur","32","0.21001310491822","0.144829916080628","0.275196293755811"
"Grosse Sorgen","2003","66 +","(noch) kein Abschluss","25","","",""
"Grosse Sorgen","2003","66 +","AkademikerIn","108","0.206696199994688","0.173540607474676","0.2398517925147"
"Grosse Sorgen","2003","66 +","Hauptschule","837","0.336745402837985","0.317881113105414","0.355609692570555"
"Grosse Sorgen","2003","66 +","Realschule","105","0.264265561450741","0.222145609129848","0.306385513771635"
"Keine Sorgen","2003","17-34","(Fach-)Abitur","696","0.566048516964094","0.538451645250087","0.593645388678101"
"Keine Sorgen","2003","17-34","(noch) kein Abschluss","396","0.585558509224939","0.548116941042653","0.623000077407224"
"Keine Sorgen","2003","17-34","AkademikerIn","288","0.491525333303731","0.450193226155567","0.532857440451896"
"Keine Sorgen","2003","17-34","Hauptschule","603","0.491124819859687","0.46342218919414","0.518827450525235"
"Keine Sorgen","2003","17-34","Realschule","919","0.495917046740111","0.473304169706787","0.518529923773435"
"Keine Sorgen","2003","35-65","(Fach-)Abitur","380","0.342085506257992","0.312813359631794","0.37135765288419"
"Keine Sorgen","2003","35-65","(noch) kein Abschluss","32","0.184828610127493","0.125056354240822","0.244600866014163"
"Keine Sorgen","2003","35-65","AkademikerIn","1275","0.38130151405451","0.364478212923043","0.398124815185978"
"Keine Sorgen","2003","35-65","Hauptschule","1290","0.275912150723776","0.263202412112","0.288621889335552"
"Keine Sorgen","2003","35-65","Realschule","1117","0.311737469388931","0.296301127948098","0.327173810829765"
"Keine Sorgen","2003","66 +","(Fach-)Abitur","28","","",""
"Keine Sorgen","2003","66 +","(noch) kein Abschluss","7","","",""
"Keine Sorgen","2003","66 +","AkademikerIn","111","0.193543857789906","0.161195603109568","0.225892112470244"
"Keine Sorgen","2003","66 +","Hauptschule","339","0.145663606219122","0.131582412661427","0.159744799776817"
"Keine Sorgen","2003","66 +","Realschule","78","0.176091029349602","0.139706624544457","0.212475434154748"
"Einige Sorgen","2004","17-34","(Fach-)Abitur","514","0.436461069805292","0.408654513567065","0.464267626043519"
"Einige Sorgen","2004","17-34","(noch) kein Abschluss","223","0.342609700726059","0.306965735738107","0.378253665714011"
"Einige Sorgen","2004","17-34","AkademikerIn","243","0.417385291328621","0.375870033418958","0.458900549238285"
"Einige Sorgen","2004","17-34","Hauptschule","455","0.407939321110801","0.379246911193289","0.436631731028314"
"Einige Sorgen","2004","17-34","Realschule","782","0.45135178716633","0.427916044813601","0.474787529519058"
"Einige Sorgen","2004","35-65","(Fach-)Abitur","516","0.510313059667431","0.47939168188004","0.541234437454823"
"Einige Sorgen","2004","35-65","(noch) kein Abschluss","65","0.461635289863788","0.382382585683255","0.540887994044322"
"Einige Sorgen","2004","35-65","AkademikerIn","1666","0.527250568093169","0.509734959061588","0.54476617712475"
"Einige Sorgen","2004","35-65","Hauptschule","2340","0.507256741572653","0.492566086986626","0.52194739615868"
"Einige Sorgen","2004","35-65","Realschule","1946","0.561882335533485","0.545285348270252","0.578479322796717"
"Einige Sorgen","2004","66 +","(Fach-)Abitur","90","0.554558874824132","0.477547108402217","0.631570641246047"
"Einige Sorgen","2004","66 +","(noch) kein Abschluss","31","0.468835533773694","0.349344461956836","0.588326605590551"
"Einige Sorgen","2004","66 +","AkademikerIn","389","0.640034884178873","0.602252942215281","0.677816826142466"
"Einige Sorgen","2004","66 +","Hauptschule","1189","0.489657251143393","0.469806062410009","0.509508439876777"
"Einige Sorgen","2004","66 +","Realschule","257","0.573136794822593","0.526815089271808","0.619458500373379"
"Grosse Sorgen","2004","17-34","(Fach-)Abitur","96","0.0753041534145376","0.0605089341162949","0.0900993727127804"
"Grosse Sorgen","2004","17-34","(noch) kein Abschluss","65","0.0887328592486407","0.0673758897066596","0.110089828790622"
"Grosse Sorgen","2004","17-34","AkademikerIn","30","0.0797315871897431","0.056927068508917","0.102536105870569"
"Grosse Sorgen","2004","17-34","Hauptschule","174","0.145980620644466","0.125366367791796","0.166594873497136"
"Grosse Sorgen","2004","17-34","Realschule","180","0.107072059799061","0.0925100797342413","0.12163403986388"
"Grosse Sorgen","2004","35-65","(Fach-)Abitur","155","0.191061907015827","0.166744014635462","0.215379799396191"
"Grosse Sorgen","2004","35-65","(noch) kein Abschluss","60","0.410364767168388","0.332165435142601","0.488564099194174"
"Grosse Sorgen","2004","35-65","AkademikerIn","310","0.121354410440395","0.109898335241031","0.132810485639758"
"Grosse Sorgen","2004","35-65","Hauptschule","1039","0.246817221035393","0.234147857206811","0.259486584863975"
"Grosse Sorgen","2004","35-65","Realschule","460","0.148877192926039","0.136969671018124","0.160784714833955"
"Grosse Sorgen","2004","66 +","(Fach-)Abitur","51","0.316237056263859","0.244184854021447","0.388289258506272"
"Grosse Sorgen","2004","66 +","(noch) kein Abschluss","26","","",""
"Grosse Sorgen","2004","66 +","AkademikerIn","131","0.235570865117943","0.202168159179759","0.268973571056127"
"Grosse Sorgen","2004","66 +","Hauptschule","995","0.406896080297129","0.387387907253672","0.426404253340586"
"Grosse Sorgen","2004","66 +","Realschule","116","0.281488075554158","0.239371017559442","0.323605133548874"
"Keine Sorgen","2004","17-34","(Fach-)Abitur","612","0.488234776780171","0.460208705088918","0.516260848471423"
"Keine Sorgen","2004","17-34","(noch) kein Abschluss","393","0.5686574400253","0.531460171180295","0.605854708870305"
"Keine Sorgen","2004","17-34","AkademikerIn","269","0.502883121481635","0.46078999038674","0.544976252576531"
"Keine Sorgen","2004","17-34","Hauptschule","498","0.446080058244733","0.417058813372253","0.475101303117212"
"Keine Sorgen","2004","17-34","Realschule","770","0.44157615303461","0.418189992258072","0.464962313811148"
"Keine Sorgen","2004","35-65","(Fach-)Abitur","333","0.298625033316742","0.270316362992615","0.326933703640869"
"Keine Sorgen","2004","35-65","(noch) kein Abschluss","27","","",""
"Keine Sorgen","2004","35-65","AkademikerIn","1145","0.351395021466436","0.334646011241043","0.368144031691829"
"Keine Sorgen","2004","35-65","Hauptschule","1070","0.245926037391954","0.233272087312008","0.2585799874719"
"Keine Sorgen","2004","35-65","Realschule","1027","0.289240471540476","0.274073388483433","0.304407554597519"
"Keine Sorgen","2004","66 +","(Fach-)Abitur","19","","",""
"Keine Sorgen","2004","66 +","(noch) kein Abschluss","10","","",""
"Keine Sorgen","2004","66 +","AkademikerIn","100","0.124394250703184","0.0984161914675238","0.150372309938844"
"Keine Sorgen","2004","66 +","Hauptschule","252","0.103446668559478","0.091353063886485","0.115540273232471"
