"plj0589","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2013","(noch) kein Abschluss","Staedtischer Raum","11","","",""
"Sehr oft","2013","(noch) kein Abschluss","Laendlicher Raum","5","","",""
"Sehr oft","2013","Hauptschule","Staedtischer Raum","89","0.0159698863612032","0.0123733513034515","0.019566421418955"
"Sehr oft","2013","Hauptschule","Laendlicher Raum","45","0.0176397500332108","0.012963396131","0.0223161039354217"
"Sehr oft","2013","Realschule","Staedtischer Raum","37","0.00847327743837616","0.00562956844077355","0.0113169864359788"
"Sehr oft","2013","Realschule","Laendlicher Raum","43","0.0116280501895102","0.00791308605271952","0.0153430143263009"
"Sehr oft","2013","(Fach-)Abitur","Staedtischer Raum","14","","",""
"Sehr oft","2013","(Fach-)Abitur","Laendlicher Raum","7","","",""
"Sehr oft","2013","AkademikerIn","Staedtischer Raum","17","","",""
"Sehr oft","2013","AkademikerIn","Laendlicher Raum","13","","",""
"Oft","2013","(noch) kein Abschluss","Staedtischer Raum","39","0.0690372660735426","0.0474945620072897","0.0905799701397956"
"Oft","2013","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"Oft","2013","Hauptschule","Staedtischer Raum","205","0.0462282450324654","0.0402039654020828","0.052252524662848"
"Oft","2013","Hauptschule","Laendlicher Raum","131","0.0453151988349652","0.0379263340993987","0.0527040635705317"
"Oft","2013","Realschule","Staedtischer Raum","148","0.0395674622686593","0.0335194904624578","0.0456154340748609"
"Oft","2013","Realschule","Laendlicher Raum","124","0.0421360320406292","0.0351742614641218","0.0490978026171366"
"Oft","2013","(Fach-)Abitur","Staedtischer Raum","77","0.0366326493889192","0.0290308883473314","0.0442344104305071"
"Oft","2013","(Fach-)Abitur","Laendlicher Raum","25","","",""
"Oft","2013","AkademikerIn","Staedtischer Raum","81","0.0235540750752797","0.0189433688923145","0.0281647812582449"
"Oft","2013","AkademikerIn","Laendlicher Raum","37","0.0356539916402863","0.0267420468133212","0.0445659364672513"
"Manchmal","2013","(noch) kein Abschluss","Staedtischer Raum","68","0.134257934023619","0.105287399055854","0.163228468991383"
"Manchmal","2013","(noch) kein Abschluss","Laendlicher Raum","32","0.11977110909317","0.0809698520133277","0.158572366173013"
"Manchmal","2013","Hauptschule","Staedtischer Raum","529","0.105921716437813","0.0970927580760206","0.114750674799606"
"Manchmal","2013","Hauptschule","Laendlicher Raum","380","0.12443493612469","0.112709172268016","0.136160699981363"
"Manchmal","2013","Realschule","Staedtischer Raum","412","0.116547927854129","0.106592704638293","0.126503151069965"
"Manchmal","2013","Realschule","Laendlicher Raum","333","0.0899170630445096","0.0800041222237697","0.0998300038652495"
"Manchmal","2013","(Fach-)Abitur","Staedtischer Raum","213","0.0918228681373361","0.0801374355269278","0.103508300747744"
"Manchmal","2013","(Fach-)Abitur","Laendlicher Raum","96","0.115366705749322","0.0946104372037821","0.136122974294861"
"Manchmal","2013","AkademikerIn","Staedtischer Raum","296","0.0781850091992608","0.0700230588112885","0.0863469595872332"
"Manchmal","2013","AkademikerIn","Laendlicher Raum","115","0.0730546367468719","0.060547643152637","0.0855616303411068"
"Selten","2013","(noch) kein Abschluss","Staedtischer Raum","154","0.281065610235785","0.242867598359102","0.319263622112467"
"Selten","2013","(noch) kein Abschluss","Laendlicher Raum","76","0.312576803313266","0.257182843037106","0.367970763589426"
