year,plg0292_h,pgisced97,quintil_oecd,proportion,n,lower_confidence,upper_confidence
1986,Vocational Retraining,middle vocational,3rd Quintile,0.07692307692307693,13742,0.0724677623847916,0.08137839146136225
1986,Vocational Retraining,higher education,4th Quintile,0.038461538461538464,13742,0.035246192151534114,0.04167688477154281
1986,Vocational Retraining,higher vocational,3rd Quintile,0.038461538461538464,13742,0.035246192151534114,0.04167688477154281
1986,Vocational Retraining,higher education,5th Quintile,0.038461538461538464,13742,0.035246192151534114,0.04167688477154281
1986,Vocational Retraining,vocational + Abi,1st Quintile,0.038461538461538464,13742,0.035246192151534114,0.04167688477154281
1986,Vocational Retraining,inadequately,1st Quintile,0.038461538461538464,13742,0.035246192151534114,0.04167688477154281
1986,Vocational Retraining,inadequately,2nd Quintile,0.038461538461538464,13742,0.035246192151534114,0.04167688477154281
1986,Vocational Retraining,middle vocational,4th Quintile,0.038461538461538464,13742,0.035246192151534114,0.04167688477154281
1986,Further vocational education,middle vocational,2nd Quintile,0.25742574257425743,13742,0.2501155800740387,0.26473590507447614
1986,Further vocational education,middle vocational,1st Quintile,0.19801980198019803,13742,0.1913568415708228,0.20468276238957325
1986,Further vocational education,middle vocational,3rd Quintile,0.10891089108910891,13742,0.10370221533724006,0.11411956684097777
1986,Further vocational education,higher education,3rd Quintile,0.06930693069306931,13742,0.06506051337581267,0.07355334801032595
1986,Further vocational education,general elementary,2nd Quintile,0.0594059405940594,13742,0.05545366561177685,0.06335821557634196
1986,Further vocational education,higher education,2nd Quintile,0.0594059405940594,13742,0.05545366561177685,0.06335821557634196
1986,Further vocational education,higher vocational,1st Quintile,0.04950495049504951,13742,0.04587809423297506,0.05313180675712396
1986,Further vocational education,middle vocational,4th Quintile,0.04950495049504951,13742,0.04587809423297506,0.05313180675712396
1986,Further vocational education,general elementary,1st Quintile,0.039603960396039604,13742,0.03634314968966404,0.04286477110241517
1986,Further vocational education,higher education,1st Quintile,0.0297029702970297,13742,0.026864506295712957,0.032541434298346446
1986,Further vocational education,higher vocational,2nd Quintile,0.019801980198019802,13742,0.017472589587233085,0.02213137080880652
1986,Further vocational education,higher education,4th Quintile,0.009900990099009901,13742,0.008245564276037363,0.011556415921982439
1986,Further vocational education,vocational + Abi,3rd Quintile,0.009900990099009901,13742,0.008245564276037363,0.011556415921982439
1986,Further vocational education,higher vocational,4th Quintile,0.009900990099009901,13742,0.008245564276037363,0.011556415921982439
1986,Further vocational education,middle vocational,5th Quintile,0.009900990099009901,13742,0.008245564276037363,0.011556415921982439
1986,Further vocational education,vocational + Abi,4th Quintile,0.009900990099009901,13742,0.008245564276037363,0.011556415921982439
1986,Further vocational education,higher vocational,3rd Quintile,0.009900990099009901,13742,0.008245564276037363,0.011556415921982439
1986,Vocational rehabilitation,general elementary,2nd Quintile,0.5,13742,0.4916400995939887,0.5083599004060113
1986,Vocational rehabilitation,middle vocational,4th Quintile,0.5,13742,0.4916400995939887,0.5083599004060113
1986,Further general/political education,middle vocational,1st Quintile,0.36363636363636365,13742,0.3555933754692459,0.3716793518034814
1986,Further general/political education,middle vocational,2nd Quintile,0.2727272727272727,13742,0.2652809126199223,0.2801736328346231
1986,Further general/political education,higher education,1st Quintile,0.09090909090909091,13742,0.08610248612815234,0.09571569569002948
1986,Further general/political education,higher vocational,1st Quintile,0.09090909090909091,13742,0.08610248612815234,0.09571569569002948
1986,Further general/political education,middle vocational,3rd Quintile,0.09090909090909091,13742,0.08610248612815234,0.09571569569002948
1986,Further general/political education,general elementary,1st Quintile,0.09090909090909091,13742,0.08610248612815234,0.09571569569002948
1986,Others,middle vocational,1st Quintile,0.2962962962962963,13742,0.2886616463516678,0.30393094624092476
1986,Others,general elementary,1st Quintile,0.1111111111111111,13742,0.10585658465143576,0.11636563757078645
1986,Others,middle vocational,3rd Quintile,0.1111111111111111,13742,0.10585658465143576,0.11636563757078645
1986,Others,higher education,1st Quintile,0.07407407407407407,13742,0.06969530202434461,0.07845284612380353
1986,Others,inadequately,1st Quintile,0.07407407407407407,13742,0.06969530202434461,0.07845284612380353
1986,Others,middle vocational,4th Quintile,0.07407407407407407,13742,0.06969530202434461,0.07845284612380353
1986,Others,higher education,3rd Quintile,0.07407407407407407,13742,0.06969530202434461,0.07845284612380353
1986,Others,general elementary,3rd Quintile,0.037037037037037035,13742,0.03387945960726341,0.04019461446681066
1986,Others,higher vocational,3rd Quintile,0.037037037037037035,13742,0.03387945960726341,0.04019461446681066
1986,Others,higher vocational,1st Quintile,0.037037037037037035,13742,0.03387945960726341,0.04019461446681066
1986,Others,vocational + Abi,4th Quintile,0.037037037037037035,13742,0.03387945960726341,0.04019461446681066
1986,Others,inadequately,2nd Quintile,0.037037037037037035,13742,0.03387945960726341,0.04019461446681066
1987,Vocational Retraining,middle vocational,1st Quintile,0.3333333333333333,13496,0.3253800348854556,0.34128663178121105
1987,Vocational Retraining,general elementary,1st Quintile,0.18518518518518517,13496,0.1786314918611217,0.19173887850924864
1987,Vocational Retraining,middle vocational,2nd Quintile,0.14814814814814814,13496,0.1421546043117276,0.15414169198456867
1987,Vocational Retraining,middle vocational,3rd Quintile,0.1111111111111111,13496,0.10580891214585929,0.11641331007636292
1987,Vocational Retraining,higher education,2nd Quintile,0.037037037037037035,13496,0.03385081199671578,0.04022326207735829
1987,Vocational Retraining,higher education,1st Quintile,0.037037037037037035,13496,0.03385081199671578,0.04022326207735829
1987,Vocational Retraining,vocational + Abi,2nd Quintile,0.037037037037037035,13496,0.03385081199671578,0.04022326207735829
1987,Vocational Retraining,vocational + Abi,1st Quintile,0.037037037037037035,13496,0.03385081199671578,0.04022326207735829
1987,Vocational Retraining,higher education,3rd Quintile,0.037037037037037035,13496,0.03385081199671578,0.04022326207735829
1987,Vocational Retraining,inadequately,3rd Quintile,0.037037037037037035,13496,0.03385081199671578,0.04022326207735829
1987,Further vocational education,middle vocational,2nd Quintile,0.2222222222222222,13496,0.21520807229030206,0.22923637215414236
1987,Further vocational education,middle vocational,3rd Quintile,0.12121212121212122,13496,0.11570571062827972,0.1267185317959627
1987,Further vocational education,middle vocational,1st Quintile,0.08080808080808081,13496,0.07620992131111165,0.08540624030504998
1987,Further vocational education,higher education,2nd Quintile,0.0707070707070707,13496,0.06638231803530724,0.07503182337883417
1987,Further vocational education,higher vocational,2nd Quintile,0.0707070707070707,13496,0.06638231803530724,0.07503182337883417
1987,Further vocational education,higher education,3rd Quintile,0.06060606060606061,13496,0.05658041590923834,0.06463170530288287
1987,Further vocational education,general elementary,1st Quintile,0.050505050505050504,13496,0.0468104518233326,0.05419964918676841
1987,Further vocational education,middle vocational,4th Quintile,0.04040404040404041,13496,0.03708195999357162,0.043726120814509196
1987,Further vocational education,higher education,4th Quintile,0.04040404040404041,13496,0.03708195999357162,0.043726120814509196
1987,Further vocational education,higher vocational,3rd Quintile,0.04040404040404041,13496,0.03708195999357162,0.043726120814509196
1987,Further vocational education,higher vocational,1st Quintile,0.04040404040404041,13496,0.03708195999357162,0.043726120814509196
1987,Further vocational education,higher education,1st Quintile,0.030303030303030304,13496,0.02741092177652931,0.0331951388295313
1987,Further vocational education,vocational + Abi,3rd Quintile,0.020202020202020204,13496,0.017828356399947676,0.022575684004092732
1987,Further vocational education,general elementary,4th Quintile,0.020202020202020204,13496,0.017828356399947676,0.022575684004092732
1987,Further vocational education,general elementary,2nd Quintile,0.020202020202020204,13496,0.017828356399947676,0.022575684004092732
1987,Further vocational education,vocational + Abi,1st Quintile,0.020202020202020204,13496,0.017828356399947676,0.022575684004092732
1987,Further vocational education,higher education,5th Quintile,0.020202020202020204,13496,0.017828356399947676,0.022575684004092732
1987,Further vocational education,higher vocational,4th Quintile,0.010101010101010102,13496,0.008413946793884523,0.011788073408135681
1987,Further vocational education,vocational + Abi,4th Quintile,0.010101010101010102,13496,0.008413946793884523,0.011788073408135681
1987,Further vocational education,vocational + Abi,2nd Quintile,0.010101010101010102,13496,0.008413946793884523,0.011788073408135681
1987,Vocational rehabilitation,middle vocational,1st Quintile,0.5,13496,0.4915642531020578,0.5084357468979421
1987,Vocational rehabilitation,general elementary,1st Quintile,0.25,13496,0.2426944288864863,0.2573055711135137
1987,Vocational rehabilitation,inadequately,1st Quintile,0.25,13496,0.2426944288864863,0.2573055711135137
1987,Further general/political education,middle vocational,1st Quintile,0.2857142857142857,13496,0.2780925217250865,0.2933360497034849
1987,Further general/political education,middle vocational,3rd Quintile,0.21428571428571427,13496,0.2073629033534903,0.22120852521793824
1987,Further general/political education,middle vocational,2nd Quintile,0.14285714285714285,13496,0.13695334985736446,0.14876093585692124
1987,Further general/political education,general elementary,3rd Quintile,0.07142857142857142,13496,0.06708349743037617,0.07577364542676668
1987,Further general/political education,in school,3rd Quintile,0.07142857142857142,13496,0.06708349743037617,0.07577364542676668
1987,Further general/political education,middle vocational,5th Quintile,0.07142857142857142,13496,0.06708349743037617,0.07577364542676668
1987,Further general/political education,middle vocational,4th Quintile,0.07142857142857142,13496,0.06708349743037617,0.07577364542676668
1987,Further general/political education,higher vocational,4th Quintile,0.07142857142857142,13496,0.06708349743037617,0.07577364542676668
1987,Others,middle vocational,2nd Quintile,0.19047619047619047,13496,0.1838511475254872,0.19710123342689373
1987,Others,middle vocational,1st Quintile,0.14285714285714285,13496,0.13695334985736446,0.14876093585692124
1987,Others,vocational + Abi,1st Quintile,0.09523809523809523,13496,0.09028557749493553,0.10019061298125494
1987,Others,middle vocational,3rd Quintile,0.09523809523809523,13496,0.09028557749493553,0.10019061298125494
1987,Others,higher vocational,1st Quintile,0.09523809523809523,13496,0.09028557749493553,0.10019061298125494
1987,Others,inadequately,1st Quintile,0.09523809523809523,13496,0.09028557749493553,0.10019061298125494
1987,Others,inadequately,2nd Quintile,0.047619047619047616,13496,0.04402611361813682,0.051211981619958415
1987,Others,middle vocational,4th Quintile,0.047619047619047616,13496,0.04402611361813682,0.051211981619958415
1987,Others,general elementary,1st Quintile,0.047619047619047616,13496,0.04402611361813682,0.051211981619958415
1987,Others,higher education,3rd Quintile,0.047619047619047616,13496,0.04402611361813682,0.051211981619958415
1987,Others,vocational + Abi,4th Quintile,0.047619047619047616,13496,0.04402611361813682,0.051211981619958415
1987,Others,higher education,2nd Quintile,0.047619047619047616,13496,0.04402611361813682,0.051211981619958415
1987,Multiple answers,middle vocational,2nd Quintile,0.5,13496,0.4915642531020578,0.5084357468979421
1987,Multiple answers,middle vocational,1st Quintile,0.2,13496,0.19325140248164627,0.20674859751835375
1987,Multiple answers,higher education,4th Quintile,0.1,13496,0.0949385518612347,0.1050614481387653
1987,Multiple answers,higher education,3rd Quintile,0.1,13496,0.0949385518612347,0.1050614481387653
1987,Multiple answers,middle vocational,4th Quintile,0.1,13496,0.0949385518612347,0.1050614481387653
1988,Vocational Retraining,general elementary,1st Quintile,0.22727272727272727,12817,0.22001752272302422,0.2345279318224303
1988,Vocational Retraining,vocational + Abi,1st Quintile,0.13636363636363635,12817,0.1304223891145977,0.14230488361267501
1988,Vocational Retraining,middle vocational,1st Quintile,0.13636363636363635,12817,0.1304223891145977,0.14230488361267501
1988,Vocational Retraining,inadequately,1st Quintile,0.09090909090909091,12817,0.08593206164831665,0.09588612016986517
1988,Vocational Retraining,middle vocational,2nd Quintile,0.09090909090909091,12817,0.08593206164831665,0.09588612016986517
1988,Vocational Retraining,general elementary,2nd Quintile,0.09090909090909091,12817,0.08593206164831665,0.09588612016986517
1988,Vocational Retraining,higher education,2nd Quintile,0.09090909090909091,12817,0.08593206164831665,0.09588612016986517
1988,Vocational Retraining,general elementary,3rd Quintile,0.045454545454545456,12817,0.04184834514981103,0.049060745759279885
1988,Vocational Retraining,middle vocational,4th Quintile,0.045454545454545456,12817,0.04184834514981103,0.049060745759279885
1988,Vocational Retraining,middle vocational,3rd Quintile,0.045454545454545456,12817,0.04184834514981103,0.049060745759279885
1988,Further vocational education,middle vocational,1st Quintile,0.27835051546391754,12817,0.2705912243332395,0.28610980659459556
1988,Further vocational education,middle vocational,2nd Quintile,0.21649484536082475,12817,0.2093645488790296,0.2236251418426199
1988,Further vocational education,middle vocational,3rd Quintile,0.15463917525773196,12817,0.1483796167854543,0.16089873373000962
1988,Further vocational education,general elementary,1st Quintile,0.07216494845360824,12817,0.0676851196305906,0.07664477727662589
1988,Further vocational education,higher education,1st Quintile,0.041237113402061855,12817,0.03779470324197336,0.04467952356215035
1988,Further vocational education,general elementary,3rd Quintile,0.041237113402061855,12817,0.03779470324197336,0.04467952356215035
1988,Further vocational education,higher education,4th Quintile,0.030927835051546393,12817,0.027930635222934357,0.033925034880158425
1988,Further vocational education,higher education,2nd Quintile,0.020618556701030927,12817,0.018158370686037532,0.023078742716024322
1988,Further vocational education,vocational + Abi,3rd Quintile,0.020618556701030927,12817,0.018158370686037532,0.023078742716024322
1988,Further vocational education,vocational + Abi,1st Quintile,0.020618556701030927,12817,0.018158370686037532,0.023078742716024322
1988,Further vocational education,middle vocational,4th Quintile,0.020618556701030927,12817,0.018158370686037532,0.023078742716024322
1988,Further vocational education,higher education,3rd Quintile,0.020618556701030927,12817,0.018158370686037532,0.023078742716024322
1988,Further vocational education,vocational + Abi,2nd Quintile,0.010309278350515464,12817,0.008560532240443522,0.012058024460587406
1988,Further vocational education,higher vocational,3rd Quintile,0.010309278350515464,12817,0.008560532240443522,0.012058024460587406
1988,Further vocational education,higher vocational,2nd Quintile,0.010309278350515464,12817,0.008560532240443522,0.012058024460587406
1988,Further vocational education,vocational + Abi,4th Quintile,0.010309278350515464,12817,0.008560532240443522,0.012058024460587406
1988,Further vocational education,inadequately,1st Quintile,0.010309278350515464,12817,0.008560532240443522,0.012058024460587406
1988,Further vocational education,general elementary,2nd Quintile,0.010309278350515464,12817,0.008560532240443522,0.012058024460587406
1988,Vocational rehabilitation,middle vocational,1st Quintile,0.4,12817,0.3915185813661511,0.40848141863384896
1988,Vocational rehabilitation,middle vocational,2nd Quintile,0.2,12817,0.19307495068404568,0.20692504931595435
1988,Vocational rehabilitation,general elementary,1st Quintile,0.2,12817,0.19307495068404568,0.20692504931595435
1988,Vocational rehabilitation,inadequately,1st Quintile,0.2,12817,0.19307495068404568,0.20692504931595435
1988,Further general/political education,higher education,1st Quintile,0.2857142857142857,12817,0.277893239733069,0.2935353316955024
1988,Further general/political education,vocational + Abi,4th Quintile,0.14285714285714285,12817,0.1367989866901079,0.1489152990241778
1988,Further general/political education,middle vocational,2nd Quintile,0.14285714285714285,12817,0.1367989866901079,0.1489152990241778
1988,Further general/political education,middle vocational,1st Quintile,0.14285714285714285,12817,0.1367989866901079,0.1489152990241778
1988,Further general/political education,higher education,3rd Quintile,0.14285714285714285,12817,0.1367989866901079,0.1489152990241778
1988,Further general/political education,higher vocational,2nd Quintile,0.14285714285714285,12817,0.1367989866901079,0.1489152990241778
1988,Others,middle vocational,2nd Quintile,0.3793103448275862,12817,0.3709099929873,0.3877106966678724
1988,Others,middle vocational,1st Quintile,0.1724137931034483,12817,0.16587412806520016,0.17895345814169641
1988,Others,higher vocational,3rd Quintile,0.06896551724137931,12817,0.06457857656869884,0.07335245791405978
1988,Others,higher education,1st Quintile,0.06896551724137931,12817,0.06457857656869884,0.07335245791405978
1988,Others,inadequately,1st Quintile,0.034482758620689655,12817,0.03132380029191842,0.03764171694946089
1988,Others,middle vocational,5th Quintile,0.034482758620689655,12817,0.03132380029191842,0.03764171694946089
1988,Others,inadequately,2nd Quintile,0.034482758620689655,12817,0.03132380029191842,0.03764171694946089
1988,Others,general elementary,1st Quintile,0.034482758620689655,12817,0.03132380029191842,0.03764171694946089
1988,Others,general elementary,2nd Quintile,0.034482758620689655,12817,0.03132380029191842,0.03764171694946089
1988,Others,middle vocational,3rd Quintile,0.034482758620689655,12817,0.03132380029191842,0.03764171694946089
1988,Others,higher vocational,2nd Quintile,0.034482758620689655,12817,0.03132380029191842,0.03764171694946089
1988,Others,higher education,3rd Quintile,0.034482758620689655,12817,0.03132380029191842,0.03764171694946089
1988,Others,higher education,4th Quintile,0.034482758620689655,12817,0.03132380029191842,0.03764171694946089
1988,Multiple answers,general elementary,1st Quintile,0.5,12817,0.49134368835505704,0.508656311644943
1988,Multiple answers,higher vocational,3rd Quintile,0.5,12817,0.49134368835505704,0.508656311644943
1989,Vocational Retraining,general elementary,1st Quintile,0.2631578947368421,12393,0.25540501110219144,0.27091077837149274
1989,Vocational Retraining,middle vocational,1st Quintile,0.2631578947368421,12393,0.25540501110219144,0.27091077837149274
1989,Vocational Retraining,general elementary,3rd Quintile,0.10526315789473684,12393,0.0998599247909332,0.11066639099854048
1989,Vocational Retraining,higher education,3rd Quintile,0.10526315789473684,12393,0.0998599247909332,0.11066639099854048
