year,bula_h,pgisced97,plg0292_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,Thuringa,higher education,Further general/political education,0.2857142857142857,18165,0.27914466449775355,0.29228390693081785
1990,Thuringa,higher education,Multiple answers,0.14285714285714285,18165,0.13776833614463888,0.14794594956964682
1991,Schleswig-Holstein,middle vocational,Further vocational education,0.625,17756,0.6178790301707665,0.6321209698292335
1991,Schleswig-Holstein,middle vocational,Others,0.125,17756,0.12013545151693072,0.12986454848306928
1991,Schleswig-Holstein,middle vocational,Vocational Retraining,0.125,17756,0.12013545151693072,0.12986454848306928
1991,Schleswig-Holstein,middle vocational,Further general/political education,0.125,17756,0.12013545151693072,0.12986454848306928
1991,Schleswig-Holstein,higher vocational,Further vocational education,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Schleswig-Holstein,higher vocational,Others,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Lower Saxony,middle vocational,Further vocational education,0.6153846153846154,17756,0.6082286184388201,0.6225406123304107
1991,Lower Saxony,middle vocational,Vocational Retraining,0.23076923076923078,17756,0.22457195562476825,0.2369665059136933
1991,Lower Saxony,middle vocational,Others,0.15384615384615385,17756,0.1485391244738471,0.15915318321846061
1991,Lower Saxony,vocational + Abi,Further vocational education,1.0,17756,1.0,1.0
1991,Lower Saxony,higher vocational,Multiple answers,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Lower Saxony,higher vocational,Further vocational education,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Lower Saxony,higher education,Further vocational education,0.6,17756,0.5927940851808902,0.6072059148191098
1991,Lower Saxony,higher education,Others,0.4,17756,0.39279408518089026,0.4072059148191098
1991,Bremen,middle vocational,Vocational rehabilitation,1.0,17756,1.0,1.0
1991,North Rhine-Westphalia,inadequately,Others,0.5,17756,0.49264549398467555,0.5073545060153245
1991,North Rhine-Westphalia,inadequately,Further vocational education,0.5,17756,0.49264549398467555,0.5073545060153245
1991,North Rhine-Westphalia,general elementary,Further vocational education,0.6,17756,0.5927940851808902,0.6072059148191098
1991,North Rhine-Westphalia,general elementary,Vocational Retraining,0.4,17756,0.39279408518089026,0.4072059148191098
1991,North Rhine-Westphalia,middle vocational,Further vocational education,0.42857142857142855,17756,0.42129235538107834,0.43585050176177875
1991,North Rhine-Westphalia,middle vocational,Others,0.38095238095238093,17756,0.3738093772028619,0.38809538470189997
1991,North Rhine-Westphalia,middle vocational,Vocational Retraining,0.09523809523809523,17756,0.09092036001278231,0.09955583046340816
1991,North Rhine-Westphalia,middle vocational,Multiple answers,0.047619047619047616,17756,0.04448663325881969,0.05075146197927554
1991,North Rhine-Westphalia,middle vocational,Vocational rehabilitation,0.047619047619047616,17756,0.04448663325881969,0.05075146197927554
1991,North Rhine-Westphalia,vocational + Abi,Others,0.5,17756,0.49264549398467555,0.5073545060153245
1991,North Rhine-Westphalia,vocational + Abi,Vocational rehabilitation,0.25,17756,0.24363081095844355,0.2563691890415564
1991,North Rhine-Westphalia,vocational + Abi,Further vocational education,0.25,17756,0.24363081095844355,0.2563691890415564
1991,North Rhine-Westphalia,higher vocational,Further vocational education,1.0,17756,1.0,1.0
1991,North Rhine-Westphalia,higher education,Further vocational education,0.6666666666666666,17756,0.6597327718990491,0.6736005614342842
1991,North Rhine-Westphalia,higher education,Vocational Retraining,0.2222222222222222,17756,0.21610710183148618,0.22833734261295824
1991,North Rhine-Westphalia,higher education,Further general/political education,0.1111111111111111,17756,0.10648851459936606,0.11573370762285615
1991,Hesse,inadequately,Further vocational education,1.0,17756,1.0,1.0
1991,Hesse,general elementary,Vocational Retraining,1.0,17756,1.0,1.0
1991,Hesse,middle vocational,Further vocational education,0.625,17756,0.6178790301707665,0.6321209698292335
1991,Hesse,middle vocational,Others,0.25,17756,0.24363081095844355,0.2563691890415564
1991,Hesse,middle vocational,Further general/political education,0.125,17756,0.12013545151693072,0.12986454848306928
1991,Hesse,vocational + Abi,Vocational Retraining,1.0,17756,1.0,1.0
1991,Hesse,higher education,Vocational Retraining,1.0,17756,1.0,1.0
1991,"Rhineland-Palatinate, Saarland",general elementary,Vocational Retraining,0.3333333333333333,17756,0.32639943856571574,0.3402672281009509
1991,"Rhineland-Palatinate, Saarland",general elementary,Further vocational education,0.3333333333333333,17756,0.32639943856571574,0.3402672281009509
1991,"Rhineland-Palatinate, Saarland",general elementary,Others,0.3333333333333333,17756,0.32639943856571574,0.3402672281009509
1991,"Rhineland-Palatinate, Saarland",middle vocational,Vocational Retraining,0.5,17756,0.49264549398467555,0.5073545060153245
1991,"Rhineland-Palatinate, Saarland",middle vocational,Further vocational education,0.5,17756,0.49264549398467555,0.5073545060153245
1991,"Rhineland-Palatinate, Saarland",vocational + Abi,Others,0.5,17756,0.49264549398467555,0.5073545060153245
1991,"Rhineland-Palatinate, Saarland",vocational + Abi,Further vocational education,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Baden-Wuerttemberg,general elementary,Further vocational education,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Baden-Wuerttemberg,general elementary,Vocational Retraining,0.25,17756,0.24363081095844355,0.2563691890415564
1991,Baden-Wuerttemberg,general elementary,Others,0.25,17756,0.24363081095844355,0.2563691890415564
1991,Baden-Wuerttemberg,middle vocational,Further vocational education,0.75,17756,0.7436308109584435,0.7563691890415565
1991,Baden-Wuerttemberg,middle vocational,Others,0.25,17756,0.24363081095844355,0.2563691890415564
1991,Baden-Wuerttemberg,vocational + Abi,Vocational Retraining,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Baden-Wuerttemberg,vocational + Abi,Further vocational education,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Baden-Wuerttemberg,higher vocational,Further vocational education,0.75,17756,0.7436308109584435,0.7563691890415565
1991,Baden-Wuerttemberg,higher vocational,Multiple answers,0.25,17756,0.24363081095844355,0.2563691890415564
1991,Baden-Wuerttemberg,higher education,Further vocational education,1.0,17756,1.0,1.0
1991,Bavaria,general elementary,Others,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Bavaria,general elementary,Further vocational education,0.25,17756,0.24363081095844355,0.2563691890415564
1991,Bavaria,general elementary,Vocational Retraining,0.25,17756,0.24363081095844355,0.2563691890415564
1991,Bavaria,middle vocational,Further vocational education,0.5454545454545454,17756,0.5381304930110897,0.5527785978980011
1991,Bavaria,middle vocational,Vocational Retraining,0.18181818181818182,17756,0.17614499519013108,0.18749136844623257
1991,Bavaria,middle vocational,Others,0.13636363636363635,17756,0.1313158815664634,0.1414113911608093
1991,Bavaria,middle vocational,Vocational rehabilitation,0.045454545454545456,17756,0.04239067449870615,0.04851841641038476
1991,Bavaria,middle vocational,Further general/political education,0.045454545454545456,17756,0.04239067449870615,0.04851841641038476
1991,Bavaria,middle vocational,Multiple answers,0.045454545454545456,17756,0.04239067449870615,0.04851841641038476
1991,Bavaria,vocational + Abi,Others,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Bavaria,vocational + Abi,Vocational Retraining,0.5,17756,0.49264549398467555,0.5073545060153245
1991,Bavaria,higher vocational,Further vocational education,0.6666666666666666,17756,0.6597327718990491,0.6736005614342842
1991,Bavaria,higher vocational,Further general/political education,0.3333333333333333,17756,0.32639943856571574,0.3402672281009509
1991,Bavaria,higher education,Further vocational education,1.0,17756,1.0,1.0
1991,Berlin,middle vocational,Further vocational education,0.6666666666666666,17756,0.6597327718990491,0.6736005614342842
1991,Berlin,middle vocational,Vocational Retraining,0.3333333333333333,17756,0.32639943856571574,0.3402672281009509
1991,Berlin,vocational + Abi,Others,1.0,17756,1.0,1.0
1992,Schleswig-Holstein,general elementary,Others,1.0,17350,1.0,1.0
1992,Schleswig-Holstein,middle vocational,Vocational Retraining,0.4,17350,0.3927102614460848,0.40728973855391526
1992,Schleswig-Holstein,middle vocational,Further general/political education,0.2,17350,0.19404795339487121,0.2059520466051288
1992,Schleswig-Holstein,middle vocational,Further vocational education,0.2,17350,0.19404795339487121,0.2059520466051288
1992,Schleswig-Holstein,middle vocational,Multiple answers,0.2,17350,0.19404795339487121,0.2059520466051288
1992,Hamburg,middle vocational,Vocational Retraining,0.5,17350,0.49255994174358897,0.507440058256411
1992,Hamburg,middle vocational,Further vocational education,0.5,17350,0.49255994174358897,0.507440058256411
1992,Lower Saxony,middle vocational,Further vocational education,0.6666666666666666,17350,0.659652112472625,0.6736812208607083
1992,Lower Saxony,middle vocational,Vocational Retraining,0.3333333333333333,17350,0.32631877913929175,0.3403478875273749
1992,Lower Saxony,higher education,Further vocational education,0.5,17350,0.49255994174358897,0.507440058256411
1992,Lower Saxony,higher education,Others,0.25,17350,0.2435567205443119,0.25644327945568807
1992,Lower Saxony,higher education,Multiple answers,0.25,17350,0.2435567205443119,0.25644327945568807
1992,Bremen,middle vocational,Vocational rehabilitation,1.0,17350,1.0,1.0
1992,North Rhine-Westphalia,inadequately,Others,1.0,17350,1.0,1.0
1992,North Rhine-Westphalia,general elementary,Vocational Retraining,0.4444444444444444,17350,0.4370504551031584,0.45183843378573046
1992,North Rhine-Westphalia,general elementary,Others,0.3333333333333333,17350,0.32631877913929175,0.3403478875273749
1992,North Rhine-Westphalia,general elementary,Further vocational education,0.2222222222222222,17350,0.21603596690374915,0.22840847754069526
1992,North Rhine-Westphalia,middle vocational,Further vocational education,0.5555555555555556,17350,0.5481615662142696,0.5629495448968416
1992,North Rhine-Westphalia,middle vocational,Others,0.2222222222222222,17350,0.21603596690374915,0.22840847754069526
1992,North Rhine-Westphalia,middle vocational,Vocational Retraining,0.07407407407407407,17350,0.07017709952182875,0.07797104862631939
1992,North Rhine-Westphalia,middle vocational,Further general/political education,0.07407407407407407,17350,0.07017709952182875,0.07797104862631939
1992,North Rhine-Westphalia,middle vocational,Multiple answers,0.037037037037037035,17350,0.03422688872357727,0.0398471853504968
1992,North Rhine-Westphalia,middle vocational,Vocational rehabilitation,0.037037037037037035,17350,0.03422688872357727,0.0398471853504968
1992,North Rhine-Westphalia,vocational + Abi,Further vocational education,1.0,17350,1.0,1.0
1992,North Rhine-Westphalia,higher vocational,Further vocational education,1.0,17350,1.0,1.0
1992,North Rhine-Westphalia,higher education,Further vocational education,0.4444444444444444,17350,0.4370504551031584,0.45183843378573046
1992,North Rhine-Westphalia,higher education,Others,0.2222222222222222,17350,0.21603596690374915,0.22840847754069526
1992,North Rhine-Westphalia,higher education,Vocational Retraining,0.2222222222222222,17350,0.21603596690374915,0.22840847754069526
1992,North Rhine-Westphalia,higher education,Further general/political education,0.1111111111111111,17350,0.10643474164841672,0.11578748057380549
1992,Hesse,inadequately,Others,1.0,17350,1.0,1.0
1992,Hesse,general elementary,Vocational Retraining,1.0,17350,1.0,1.0
1992,Hesse,middle vocational,Further vocational education,0.42857142857142855,17350,0.42120768062207076,0.43593517652078634
1992,Hesse,middle vocational,Vocational Retraining,0.2857142857142857,17350,0.2789921342815429,0.2924364371470285
1992,Hesse,middle vocational,Others,0.14285714285714285,17350,0.1376501867472034,0.1480640989670823
1992,Hesse,middle vocational,Further general/political education,0.14285714285714285,17350,0.1376501867472034,0.1480640989670823
1992,Hesse,vocational + Abi,Further vocational education,1.0,17350,1.0,1.0
1992,Hesse,higher vocational,Multiple answers,1.0,17350,1.0,1.0
1992,Hesse,higher education,Further vocational education,1.0,17350,1.0,1.0
1992,"Rhineland-Palatinate, Saarland",general elementary,Others,0.4,17350,0.3927102614460848,0.40728973855391526
1992,"Rhineland-Palatinate, Saarland",general elementary,Vocational Retraining,0.4,17350,0.3927102614460848,0.40728973855391526
1992,"Rhineland-Palatinate, Saarland",general elementary,Vocational rehabilitation,0.2,17350,0.19404795339487121,0.2059520466051288
1992,"Rhineland-Palatinate, Saarland",middle vocational,Further vocational education,0.42857142857142855,17350,0.42120768062207076,0.43593517652078634
1992,"Rhineland-Palatinate, Saarland",middle vocational,Further general/political education,0.2857142857142857,17350,0.2789921342815429,0.2924364371470285
1992,"Rhineland-Palatinate, Saarland",middle vocational,Vocational Retraining,0.14285714285714285,17350,0.1376501867472034,0.1480640989670823
1992,"Rhineland-Palatinate, Saarland",middle vocational,Multiple answers,0.14285714285714285,17350,0.1376501867472034,0.1480640989670823
1992,"Rhineland-Palatinate, Saarland",higher vocational,Further vocational education,1.0,17350,1.0,1.0
1992,"Rhineland-Palatinate, Saarland",higher education,Further general/political education,1.0,17350,1.0,1.0
1992,Baden-Wuerttemberg,general elementary,Vocational Retraining,0.4,17350,0.3927102614460848,0.40728973855391526
1992,Baden-Wuerttemberg,general elementary,Others,0.2,17350,0.19404795339487121,0.2059520466051288
1992,Baden-Wuerttemberg,general elementary,Further vocational education,0.2,17350,0.19404795339487121,0.2059520466051288
1992,Baden-Wuerttemberg,general elementary,Vocational rehabilitation,0.2,17350,0.19404795339487121,0.2059520466051288
1992,Baden-Wuerttemberg,middle vocational,Further vocational education,0.38461538461538464,17350,0.37737614461089236,0.3918546246198769
1992,Baden-Wuerttemberg,middle vocational,Others,0.38461538461538464,17350,0.37737614461089236,0.3918546246198769
1992,Baden-Wuerttemberg,middle vocational,Vocational rehabilitation,0.07692307692307693,17350,0.07295798187342271,0.08088817197273114
1992,Baden-Wuerttemberg,middle vocational,Vocational Retraining,0.07692307692307693,17350,0.07295798187342271,0.08088817197273114
1992,Baden-Wuerttemberg,middle vocational,Further general/political education,0.07692307692307693,17350,0.07295798187342271,0.08088817197273114
1992,Baden-Wuerttemberg,vocational + Abi,Further vocational education,0.5,17350,0.49255994174358897,0.507440058256411
1992,Baden-Wuerttemberg,vocational + Abi,Vocational Retraining,0.5,17350,0.49255994174358897,0.507440058256411
1992,Baden-Wuerttemberg,higher vocational,Further vocational education,0.8,17350,0.7940479533948712,0.8059520466051289
1992,Baden-Wuerttemberg,higher vocational,Further general/political education,0.2,17350,0.19404795339487121,0.2059520466051288
1992,Baden-Wuerttemberg,higher education,Further general/political education,0.5,17350,0.49255994174358897,0.507440058256411
1992,Baden-Wuerttemberg,higher education,Further vocational education,0.5,17350,0.49255994174358897,0.507440058256411
1992,Bavaria,inadequately,Others,1.0,17350,1.0,1.0
1992,Bavaria,general elementary,Vocational Retraining,0.75,17350,0.7435567205443119,0.7564432794556881
1992,Bavaria,general elementary,Further vocational education,0.25,17350,0.2435567205443119,0.25644327945568807
1992,Bavaria,middle vocational,Further vocational education,0.6,17350,0.5927102614460847,0.6072897385539152
1992,Bavaria,middle vocational,Multiple answers,0.15,17350,0.14468673564576515,0.15531326435423484
1992,Bavaria,middle vocational,Further general/political education,0.1,17350,0.0955359650461534,0.10446403495384661
1992,Bavaria,middle vocational,Others,0.1,17350,0.0955359650461534,0.10446403495384661
1992,Bavaria,middle vocational,Vocational Retraining,0.05,17350,0.0467569537926249,0.053243046207375105
1992,Bavaria,vocational + Abi,Vocational Retraining,0.5,17350,0.49255994174358897,0.507440058256411
1992,Bavaria,vocational + Abi,Further vocational education,0.5,17350,0.49255994174358897,0.507440058256411
1992,Bavaria,higher vocational,Further vocational education,1.0,17350,1.0,1.0
1992,Bavaria,higher education,Further vocational education,0.6666666666666666,17350,0.659652112472625,0.6736812208607083
1992,Bavaria,higher education,Further general/political education,0.3333333333333333,17350,0.32631877913929175,0.3403478875273749
1992,Berlin,general elementary,Further general/political education,0.5,17350,0.49255994174358897,0.507440058256411
1992,Berlin,general elementary,Vocational Retraining,0.5,17350,0.49255994174358897,0.507440058256411
1992,Berlin,middle vocational,Further vocational education,0.5333333333333333,17350,0.5259098269511657,0.5407568397155009
1992,Berlin,middle vocational,Vocational Retraining,0.2,17350,0.19404795339487121,0.2059520466051288
1992,Berlin,middle vocational,Others,0.13333333333333333,17350,0.12827506636910574,0.13839160029756092
1992,Berlin,middle vocational,Further general/political education,0.13333333333333333,17350,0.12827506636910574,0.13839160029756092
1992,Berlin,vocational + Abi,Others,1.0,17350,1.0,1.0
1992,Berlin,higher vocational,Further vocational education,0.6666666666666666,17350,0.659652112472625,0.6736812208607083
1992,Berlin,higher vocational,Vocational Retraining,0.3333333333333333,17350,0.32631877913929175,0.3403478875273749
1992,Berlin,higher education,Further vocational education,0.9166666666666666,17350,0.9125540197241832,0.9207793136091501
1992,Berlin,higher education,Vocational Retraining,0.08333333333333333,17350,0.07922068639084981,0.08744598027581685
1992,Brandenburg,general elementary,Vocational Retraining,1.0,17350,1.0,1.0
1992,Brandenburg,middle vocational,Vocational Retraining,0.5789473684210527,17350,0.5716006386316054,0.5862940982104999
1992,Brandenburg,middle vocational,Further vocational education,0.42105263157894735,17350,0.41370590178950006,0.4283993613683946
1992,Brandenburg,vocational + Abi,Further vocational education,1.0,17350,1.0,1.0
1992,Brandenburg,higher vocational,Further vocational education,1.0,17350,1.0,1.0
1992,Brandenburg,higher education,Further vocational education,0.5625,17350,0.5551182960426388,0.5698817039573612
1992,Brandenburg,higher education,Vocational Retraining,0.25,17350,0.2435567205443119,0.25644327945568807
1992,Brandenburg,higher education,Others,0.1875,17350,0.18169210638509323,0.19330789361490677
1992,Mecklenburg-Western Pomerania,general elementary,Vocational Retraining,1.0,17350,1.0,1.0
1992,Mecklenburg-Western Pomerania,middle vocational,Further vocational education,0.6111111111111112,17350,0.6038570837510968,0.6183651384711255
1992,Mecklenburg-Western Pomerania,middle vocational,Vocational Retraining,0.2777777777777778,17350,0.2711129258527175,0.28444262970283807
1992,Mecklenburg-Western Pomerania,middle vocational,Others,0.05555555555555555,17350,0.052147094883118736,0.05896401622799237
1992,Mecklenburg-Western Pomerania,middle vocational,Further general/political education,0.05555555555555555,17350,0.052147094883118736,0.05896401622799237
1992,Mecklenburg-Western Pomerania,higher vocational,Further vocational education,1.0,17350,1.0,1.0
1992,Mecklenburg-Western Pomerania,higher education,Further vocational education,0.625,17350,0.6177961945695268,0.6322038054304732
1992,Mecklenburg-Western Pomerania,higher education,Vocational Retraining,0.25,17350,0.2435567205443119,0.25644327945568807
1992,Mecklenburg-Western Pomerania,higher education,Others,0.125,17350,0.12007886402842591,0.1299211359715741
1992,Saxony,middle vocational,Vocational Retraining,0.6428571428571429,17350,0.63572722456376,0.6499870611505258
1992,Saxony,middle vocational,Further vocational education,0.3333333333333333,17350,0.32631877913929175,0.3403478875273749
1992,Saxony,middle vocational,Others,0.023809523809523808,17350,0.021540970602402964,0.026078077016644653
1992,Saxony,vocational + Abi,Vocational Retraining,0.3333333333333333,17350,0.32631877913929175,0.3403478875273749
1992,Saxony,vocational + Abi,Further vocational education,0.3333333333333333,17350,0.32631877913929175,0.3403478875273749
1992,Saxony,vocational + Abi,Others,0.3333333333333333,17350,0.32631877913929175,0.3403478875273749
1992,Saxony,higher vocational,Further vocational education,0.6,17350,0.5927102614460847,0.6072897385539152
1992,Saxony,higher vocational,Vocational Retraining,0.4,17350,0.3927102614460848,0.40728973855391526
1992,Saxony,higher education,Further vocational education,0.75,17350,0.7435567205443119,0.7564432794556881
1992,Saxony,higher education,Vocational Retraining,0.25,17350,0.2435567205443119,0.25644327945568807
1992,Saxony-Anhalt,general elementary,Vocational Retraining,0.6666666666666666,17350,0.659652112472625,0.6736812208607083
1992,Saxony-Anhalt,general elementary,Multiple answers,0.3333333333333333,17350,0.32631877913929175,0.3403478875273749
1992,Saxony-Anhalt,middle vocational,Vocational Retraining,0.5909090909090909,17350,0.583593042308383,0.5982251395097988
1992,Saxony-Anhalt,middle vocational,Further vocational education,0.36363636363636365,17350,0.3564783476777104,0.3707943795950169
1992,Saxony-Anhalt,middle vocational,Others,0.045454545454545456,17350,0.0423550336241014,0.04855405728498951
1992,Saxony-Anhalt,higher vocational,Further vocational education,1.0,17350,1.0,1.0
1992,Saxony-Anhalt,higher education,Further vocational education,0.47368421052631576,17350,0.4662544642059158,0.4811139568467157
1992,Saxony-Anhalt,higher education,Vocational Retraining,0.15789473684210525,17350,0.15246881730047318,0.16332065638373733
1992,Saxony-Anhalt,higher education,Multiple answers,0.15789473684210525,17350,0.15246881730047318,0.16332065638373733
1992,Saxony-Anhalt,higher education,Further general/political education,0.15789473684210525,17350,0.15246881730047318,0.16332065638373733
1992,Saxony-Anhalt,higher education,Others,0.05263157894736842,17350,0.049308895381769774,0.05595426251296706
1992,Thuringa,middle vocational,Vocational Retraining,0.45454545454545453,17350,0.44713620411602023,0.46195470497488883
1992,Thuringa,middle vocational,Further vocational education,0.4090909090909091,17350,0.40177486049020117,0.41640695769161706
1992,Thuringa,middle vocational,Others,0.09090909090909091,17350,0.08663135817916368,0.09518682363901815
1992,Thuringa,middle vocational,Further general/political education,0.045454545454545456,17350,0.0423550336241014,0.04855405728498951
1992,Thuringa,vocational + Abi,Further vocational education,1.0,17350,1.0,1.0
1992,Thuringa,higher vocational,Vocational Retraining,1.0,17350,1.0,1.0
1992,Thuringa,higher education,Further vocational education,0.8,17350,0.7940479533948712,0.8059520466051289
1992,Thuringa,higher education,Vocational Retraining,0.13333333333333333,17350,0.12827506636910574,0.13839160029756092
1992,Thuringa,higher education,Multiple answers,0.06666666666666667,17350,0.06295491347558284,0.0703784198577505
1993,Schleswig-Holstein,middle vocational,Further vocational education,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Schleswig-Holstein,middle vocational,Vocational Retraining,0.25,16993,0.24348939003356854,0.2565106099664315
1993,Schleswig-Holstein,middle vocational,Further general/political education,0.25,16993,0.24348939003356854,0.2565106099664315
1993,Schleswig-Holstein,higher education,Further vocational education,1.0,16993,1.0,1.0
1993,Hamburg,middle vocational,Further vocational education,0.6666666666666666,16993,0.659578812296873,0.6737545210364603
1993,Hamburg,middle vocational,Others,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Lower Saxony,general elementary,Others,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Lower Saxony,general elementary,Further vocational education,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Lower Saxony,middle vocational,Further vocational education,0.5714285714285714,16993,0.5639878743240783,0.5788692685330645
1993,Lower Saxony,middle vocational,Further general/political education,0.2857142857142857,16993,0.2789218896347953,0.2925066817937761
1993,Lower Saxony,middle vocational,Vocational Retraining,0.14285714285714285,16993,0.13759577547780066,0.14811851023648503
1993,Lower Saxony,vocational + Abi,Vocational Retraining,1.0,16993,1.0,1.0
1993,Lower Saxony,higher vocational,Further vocational education,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Lower Saxony,higher vocational,Vocational rehabilitation,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Lower Saxony,higher vocational,Further general/political education,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Lower Saxony,higher education,Further vocational education,1.0,16993,1.0,1.0
1993,Bremen,general elementary,Further vocational education,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Bremen,general elementary,Vocational Retraining,0.5,16993,0.49248219516658426,0.5075178048334157
1993,North Rhine-Westphalia,general elementary,Further vocational education,0.5,16993,0.49248219516658426,0.5075178048334157
1993,North Rhine-Westphalia,general elementary,Vocational Retraining,0.25,16993,0.24348939003356854,0.2565106099664315
1993,North Rhine-Westphalia,general elementary,Others,0.25,16993,0.24348939003356854,0.2565106099664315
1993,North Rhine-Westphalia,middle vocational,Further vocational education,0.56,16993,0.5525365196386447,0.5674634803613554
1993,North Rhine-Westphalia,middle vocational,Vocational Retraining,0.24,16993,0.23357854476080966,0.24642145523919032
1993,North Rhine-Westphalia,middle vocational,Further general/political education,0.16,16993,0.1544878544465548,0.1655121455534452
1993,North Rhine-Westphalia,middle vocational,Vocational rehabilitation,0.04,16993,0.03705363426756838,0.04294636573243162
1993,North Rhine-Westphalia,vocational + Abi,Further vocational education,0.875,16993,0.8700274395014157,0.8799725604985843
1993,North Rhine-Westphalia,vocational + Abi,Vocational Retraining,0.125,16993,0.12002743950141564,0.12997256049858436
1993,North Rhine-Westphalia,higher vocational,Further vocational education,1.0,16993,1.0,1.0
1993,North Rhine-Westphalia,higher education,Further vocational education,0.8333333333333334,16993,0.827729892450302,0.8389367742163647
1993,North Rhine-Westphalia,higher education,Further general/political education,0.16666666666666666,16993,0.1610632257836353,0.17227010754969801
1993,Hesse,inadequately,Vocational Retraining,1.0,16993,1.0,1.0
1993,Hesse,general elementary,Further general/political education,1.0,16993,1.0,1.0
1993,Hesse,middle vocational,Further vocational education,0.6,16993,0.592634085668921,0.607365914331079
1993,Hesse,middle vocational,Others,0.3,16993,0.29310981805819347,0.3068901819418065
1993,Hesse,middle vocational,Further general/political education,0.1,16993,0.09548931709995057,0.10451068290004945
1993,Hesse,vocational + Abi,Further vocational education,1.0,16993,1.0,1.0
1993,Hesse,higher vocational,Further vocational education,1.0,16993,1.0,1.0
1993,Hesse,higher education,Further vocational education,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Hesse,higher education,Vocational Retraining,0.5,16993,0.49248219516658426,0.5075178048334157
1993,"Rhineland-Palatinate, Saarland",middle vocational,Further vocational education,0.75,16993,0.7434893900335685,0.7565106099664315
1993,"Rhineland-Palatinate, Saarland",middle vocational,Multiple answers,0.25,16993,0.24348939003356854,0.2565106099664315
1993,"Rhineland-Palatinate, Saarland",vocational + Abi,Vocational Retraining,0.5,16993,0.49248219516658426,0.5075178048334157
1993,"Rhineland-Palatinate, Saarland",vocational + Abi,Others,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Baden-Wuerttemberg,inadequately,Others,1.0,16993,1.0,1.0
1993,Baden-Wuerttemberg,general elementary,Vocational Retraining,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Baden-Wuerttemberg,general elementary,Further vocational education,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Baden-Wuerttemberg,middle vocational,Further vocational education,0.5714285714285714,16993,0.5639878743240783,0.5788692685330645
1993,Baden-Wuerttemberg,middle vocational,Vocational Retraining,0.21428571428571427,16993,0.2081162141671424,0.22045521440428614
1993,Baden-Wuerttemberg,middle vocational,Others,0.14285714285714285,16993,0.13759577547780066,0.14811851023648503
1993,Baden-Wuerttemberg,middle vocational,Vocational rehabilitation,0.07142857142857142,16993,0.06755630988488408,0.07530083297225877
1993,Baden-Wuerttemberg,vocational + Abi,Further general/political education,1.0,16993,1.0,1.0
1993,Baden-Wuerttemberg,higher vocational,Further vocational education,0.6666666666666666,16993,0.659578812296873,0.6737545210364603
1993,Baden-Wuerttemberg,higher vocational,Further general/political education,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Baden-Wuerttemberg,higher education,Vocational Retraining,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Baden-Wuerttemberg,higher education,Further vocational education,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Baden-Wuerttemberg,higher education,Further general/political education,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Bavaria,inadequately,Others,1.0,16993,1.0,1.0
1993,Bavaria,general elementary,Vocational Retraining,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Bavaria,general elementary,Further vocational education,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Bavaria,general elementary,Further general/political education,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Bavaria,middle vocational,Further vocational education,0.6,16993,0.592634085668921,0.607365914331079
1993,Bavaria,middle vocational,Vocational Retraining,0.2,16993,0.19398575613326743,0.2060142438667326
1993,Bavaria,middle vocational,Further general/political education,0.1,16993,0.09548931709995057,0.10451068290004945
1993,Bavaria,middle vocational,Vocational rehabilitation,0.05,16993,0.04672306484538792,0.053276935154612085
1993,Bavaria,middle vocational,Multiple answers,0.05,16993,0.04672306484538792,0.053276935154612085
1993,Bavaria,vocational + Abi,Others,1.0,16993,1.0,1.0
1993,Bavaria,higher vocational,Further vocational education,1.0,16993,1.0,1.0
1993,Bavaria,higher education,Further general/political education,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
1993,Bavaria,higher education,Others,0.3333333333333333,16993,0.3262454789635396,0.340421187703127
