year,bula_h,sex,plg0292_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,male,Others,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,Schleswig-Holstein,male,Further vocational education,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Schleswig-Holstein,female,Multiple answers,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Schleswig-Holstein,female,Further vocational education,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Hamburg,male,Further vocational education,1.0,16099,1.0,1.0
1984,Hamburg,female,Further vocational education,1.0,16099,1.0,1.0
1984,Lower Saxony,male,Further vocational education,0.47058823529411764,16099,0.46287788786227907,0.4782985827259562
1984,Lower Saxony,male,Others,0.29411764705882354,16099,0.2870790950344569,0.3011561990831902
1984,Lower Saxony,male,Vocational Retraining,0.17647058823529413,16099,0.17058171311182604,0.1823594633587622
1984,Lower Saxony,male,Vocational rehabilitation,0.058823529411764705,16099,0.05518883677552649,0.06245822204800292
1984,Lower Saxony,female,Vocational Retraining,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Lower Saxony,female,Further vocational education,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Lower Saxony,female,Others,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Bremen,female,Others,1.0,16099,1.0,1.0
1984,North Rhine-Westphalia,male,Further vocational education,0.6486486486486487,16099,0.641274155200546,0.6560231420967514
1984,North Rhine-Westphalia,male,Vocational Retraining,0.16216216216216217,16099,0.15646824205434376,0.16785608226998058
1984,North Rhine-Westphalia,male,Others,0.10810810810810811,16099,0.1033114157791044,0.11290480043711183
1984,North Rhine-Westphalia,male,Further general/political education,0.08108108108108109,16099,0.07686455313584477,0.0852976090263174
1984,North Rhine-Westphalia,female,Others,0.47619047619047616,16099,0.46847551636267687,0.48390543601827546
1984,North Rhine-Westphalia,female,Further vocational education,0.23809523809523808,16099,0.23151589824747182,0.24467457794300435
1984,North Rhine-Westphalia,female,Multiple answers,0.09523809523809523,16099,0.09070359817718623,0.09977259229900423
1984,North Rhine-Westphalia,female,Vocational Retraining,0.09523809523809523,16099,0.09070359817718623,0.09977259229900423
1984,North Rhine-Westphalia,female,Further general/political education,0.047619047619047616,16099,0.044329377695164485,0.05090871754293075
1984,North Rhine-Westphalia,female,Vocational rehabilitation,0.047619047619047616,16099,0.044329377695164485,0.05090871754293075
1984,Hesse,male,Further vocational education,0.6470588235294118,16099,0.63967672788795,0.6544409191708735
1984,Hesse,male,Others,0.17647058823529413,16099,0.17058171311182604,0.1823594633587622
1984,Hesse,male,Further general/political education,0.11764705882352941,16099,0.11267005095736543,0.12262406668969339
1984,Hesse,male,Vocational Retraining,0.058823529411764705,16099,0.05518883677552649,0.06245822204800292
1984,Hesse,female,Further vocational education,0.7142857142857143,16099,0.7073072705525847,0.7212641580188439
1984,Hesse,female,Further general/political education,0.2857142857142857,16099,0.2787358419811561,0.2926927294474153
1984,"Rhineland-Palatinate, Saarland",male,Vocational Retraining,0.5,16099,0.4922762781479938,0.5077237218520062
1984,"Rhineland-Palatinate, Saarland",male,Further vocational education,0.25,16099,0.24331106066439764,0.2566889393356024
1984,"Rhineland-Palatinate, Saarland",male,Further general/political education,0.25,16099,0.24331106066439764,0.2566889393356024
1984,"Rhineland-Palatinate, Saarland",female,Further vocational education,0.42857142857142855,16099,0.42092692647359725,0.43621593066925984
1984,"Rhineland-Palatinate, Saarland",female,Others,0.2857142857142857,16099,0.2787358419811561,0.2926927294474153
1984,"Rhineland-Palatinate, Saarland",female,Multiple answers,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,"Rhineland-Palatinate, Saarland",female,Vocational Retraining,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,Baden-Wuerttemberg,male,Further vocational education,0.8125,16099,0.8064706715617544,0.8185293284382456
1984,Baden-Wuerttemberg,male,Others,0.125,16099,0.11989123819593908,0.13010876180406092
1984,Baden-Wuerttemberg,male,Vocational Retraining,0.0625,16099,0.058760769237055206,0.0662392307629448
1984,Baden-Wuerttemberg,female,Further vocational education,0.4166666666666667,16099,0.40905097421684355,0.4242823591164898
1984,Baden-Wuerttemberg,female,Others,0.4166666666666667,16099,0.40905097421684355,0.4242823591164898
1984,Baden-Wuerttemberg,female,Vocational Retraining,0.08333333333333333,16099,0.07906388543863774,0.08760278122802892
1984,Baden-Wuerttemberg,female,Further general/political education,0.08333333333333333,16099,0.07906388543863774,0.08760278122802892
1984,Bavaria,male,Further vocational education,0.9230769230769231,16099,0.9189606527165525,0.9271931934372938
1984,Bavaria,male,Vocational Retraining,0.07692307692307693,16099,0.07280680656270624,0.08103934728344761
1984,Bavaria,female,Further vocational education,0.36363636363636365,16099,0.3562054373759114,0.37106728989681587
1984,Bavaria,female,Others,0.2727272727272727,16099,0.26584757183541835,0.27960697361912706
1984,Bavaria,female,Further general/political education,0.18181818181818182,16099,0.1758601860753975,0.18777617756096615
1984,Bavaria,female,Multiple answers,0.09090909090909091,16099,0.08646826307891753,0.0953499187392643
1984,Bavaria,female,Vocational Retraining,0.09090909090909091,16099,0.08646826307891753,0.0953499187392643
1984,Berlin,male,Further vocational education,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,Berlin,male,Others,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Berlin,female,Further vocational education,0.7142857142857143,16099,0.7073072705525847,0.7212641580188439
1984,Berlin,female,Others,0.2857142857142857,16099,0.2787358419811561,0.2926927294474153
1985,Schleswig-Holstein,male,Further vocational education,0.6666666666666666,14443,0.6589785297527935,0.6743548035805398
1985,Schleswig-Holstein,male,Further general/political education,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Schleswig-Holstein,female,Further vocational education,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Schleswig-Holstein,female,Others,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Hamburg,male,Vocational Retraining,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Hamburg,male,Further vocational education,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Lower Saxony,male,Further vocational education,0.75,14443,0.7429379953081331,0.7570620046918669
1985,Lower Saxony,male,Further general/political education,0.08333333333333333,14443,0.07882576351526946,0.0878409031513972
1985,Lower Saxony,male,Others,0.08333333333333333,14443,0.07882576351526946,0.0878409031513972
1985,Lower Saxony,male,Vocational Retraining,0.08333333333333333,14443,0.07882576351526946,0.0878409031513972
1985,Lower Saxony,female,Further vocational education,0.45454545454545453,14443,0.4464247201188746,0.4626661889720345
1985,Lower Saxony,female,Others,0.2727272727272727,14443,0.2654638670452505,0.2799906784092949
1985,Lower Saxony,female,Multiple answers,0.09090909090909091,14443,0.0862205827018875,0.09559759911629433
1985,Lower Saxony,female,Vocational Retraining,0.09090909090909091,14443,0.0862205827018875,0.09559759911629433
1985,Lower Saxony,female,Further general/political education,0.09090909090909091,14443,0.0862205827018875,0.09559759911629433
1985,Bremen,male,Multiple answers,1.0,14443,1.0,1.0
1985,North Rhine-Westphalia,male,Further vocational education,0.5925925925925926,14443,0.5845791351382568,0.6006060500469284
1985,North Rhine-Westphalia,male,Others,0.14814814814814814,14443,0.1423544279808888,0.1539418683154075
1985,North Rhine-Westphalia,male,Vocational Retraining,0.14814814814814814,14443,0.1423544279808888,0.1539418683154075
1985,North Rhine-Westphalia,male,Multiple answers,0.037037037037037035,14443,0.03395704016417513,0.04011703390989894
1985,North Rhine-Westphalia,male,Further general/political education,0.037037037037037035,14443,0.03395704016417513,0.04011703390989894
1985,North Rhine-Westphalia,male,Vocational rehabilitation,0.037037037037037035,14443,0.03395704016417513,0.04011703390989894
1985,North Rhine-Westphalia,female,Further vocational education,0.4,14443,0.39201025374977555,0.4079897462502245
