year,bula_h,quintil_oecd,plg0292_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,2nd Quintile,Others,1.0,16099,1.0,1.0
1984,Schleswig-Holstein,3rd Quintile,Further vocational education,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,Schleswig-Holstein,3rd Quintile,Multiple answers,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Schleswig-Holstein,4th Quintile,Others,1.0,16099,1.0,1.0
1984,Schleswig-Holstein,5th Quintile,Further vocational education,1.0,16099,1.0,1.0
1984,Hamburg,2nd Quintile,Further vocational education,1.0,16099,1.0,1.0
1984,Hamburg,3rd Quintile,Further vocational education,1.0,16099,1.0,1.0
1984,Hamburg,4th Quintile,Further vocational education,1.0,16099,1.0,1.0
1984,Lower Saxony,1st Quintile,Vocational Retraining,0.4,16099,0.39243232901896025,0.4075676709810398
1984,Lower Saxony,1st Quintile,Others,0.4,16099,0.39243232901896025,0.4075676709810398
1984,Lower Saxony,1st Quintile,Further vocational education,0.2,16099,0.19382102251839506,0.20617897748160496
1984,Lower Saxony,2nd Quintile,Vocational Retraining,1.0,16099,1.0,1.0
1984,Lower Saxony,3rd Quintile,Further vocational education,1.0,16099,1.0,1.0
1984,Lower Saxony,4th Quintile,Further vocational education,1.0,16099,1.0,1.0
1984,Lower Saxony,5th Quintile,Others,0.42857142857142855,16099,0.42092692647359725,0.43621593066925984
1984,Lower Saxony,5th Quintile,Further vocational education,0.2857142857142857,16099,0.2787358419811561,0.2926927294474153
1984,Lower Saxony,5th Quintile,Vocational Retraining,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,Lower Saxony,5th Quintile,Vocational rehabilitation,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,Bremen,4th Quintile,Others,1.0,16099,1.0,1.0
1984,North Rhine-Westphalia,1st Quintile,Others,0.4,16099,0.39243232901896025,0.4075676709810398
1984,North Rhine-Westphalia,1st Quintile,Vocational Retraining,0.2,16099,0.19382102251839506,0.20617897748160496
1984,North Rhine-Westphalia,1st Quintile,Further vocational education,0.2,16099,0.19382102251839506,0.20617897748160496
1984,North Rhine-Westphalia,1st Quintile,Multiple answers,0.1,16099,0.09536576688879628,0.10463423311120373
1984,North Rhine-Westphalia,1st Quintile,Vocational rehabilitation,0.1,16099,0.09536576688879628,0.10463423311120373
1984,North Rhine-Westphalia,2nd Quintile,Further vocational education,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,North Rhine-Westphalia,2nd Quintile,Others,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,North Rhine-Westphalia,2nd Quintile,Vocational Retraining,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,North Rhine-Westphalia,2nd Quintile,Further general/political education,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,North Rhine-Westphalia,3rd Quintile,Others,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,North Rhine-Westphalia,3rd Quintile,Further vocational education,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,North Rhine-Westphalia,3rd Quintile,Vocational Retraining,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,North Rhine-Westphalia,3rd Quintile,Further general/political education,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,North Rhine-Westphalia,4th Quintile,Further vocational education,0.5,16099,0.4922762781479938,0.5077237218520062
1984,North Rhine-Westphalia,4th Quintile,Others,0.2222222222222222,16099,0.21580010646201192,0.2286443379824325
1984,North Rhine-Westphalia,4th Quintile,Vocational Retraining,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,North Rhine-Westphalia,4th Quintile,Multiple answers,0.05555555555555555,16099,0.052017142109031904,0.0590939690020792
1984,North Rhine-Westphalia,4th Quintile,Further general/political education,0.05555555555555555,16099,0.052017142109031904,0.0590939690020792
1984,North Rhine-Westphalia,5th Quintile,Further vocational education,0.7368421052631579,16099,0.7300398638635354,0.7436443466627803
1984,North Rhine-Westphalia,5th Quintile,Others,0.15789473684210525,16099,0.15226194582265062,0.16352752786155988
1984,North Rhine-Westphalia,5th Quintile,Further general/political education,0.05263157894736842,16099,0.04918221299101959,0.05608094490371725
1984,North Rhine-Westphalia,5th Quintile,Vocational Retraining,0.05263157894736842,16099,0.04918221299101959,0.05608094490371725
1984,Hesse,1st Quintile,Further vocational education,1.0,16099,1.0,1.0
1984,Hesse,2nd Quintile,Further vocational education,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Hesse,2nd Quintile,Vocational Retraining,0.25,16099,0.24331106066439764,0.2566889393356024
1984,Hesse,2nd Quintile,Others,0.25,16099,0.24331106066439764,0.2566889393356024
1984,Hesse,4th Quintile,Further vocational education,1.0,16099,1.0,1.0
1984,Hesse,5th Quintile,Further general/political education,0.4444444444444444,16099,0.4367685479553838,0.45212034093350506
1984,Hesse,5th Quintile,Further vocational education,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Hesse,5th Quintile,Others,0.2222222222222222,16099,0.21580010646201192,0.2286443379824325
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Vocational Retraining,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Further general/political education,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Further vocational education,1.0,16099,1.0,1.0
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,Multiple answers,0.5,16099,0.4922762781479938,0.5077237218520062
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,Further vocational education,0.5,16099,0.4922762781479938,0.5077237218520062
1984,"Rhineland-Palatinate, Saarland",4th Quintile,Further vocational education,0.5,16099,0.4922762781479938,0.5077237218520062
1984,"Rhineland-Palatinate, Saarland",4th Quintile,Others,0.5,16099,0.4922762781479938,0.5077237218520062
1984,"Rhineland-Palatinate, Saarland",5th Quintile,Further vocational education,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,"Rhineland-Palatinate, Saarland",5th Quintile,Vocational Retraining,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,"Rhineland-Palatinate, Saarland",5th Quintile,Others,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Baden-Wuerttemberg,1st Quintile,Others,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,Baden-Wuerttemberg,1st Quintile,Further vocational education,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Baden-Wuerttemberg,2nd Quintile,Further vocational education,0.6,16099,0.5924323290189601,0.6075676709810398
1984,Baden-Wuerttemberg,2nd Quintile,Others,0.4,16099,0.39243232901896025,0.4075676709810398
1984,Baden-Wuerttemberg,3rd Quintile,Further vocational education,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Baden-Wuerttemberg,3rd Quintile,Vocational Retraining,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
