year,bula_h,sampreg,plg0292_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Bremen,West,Multiple answers,1.0,14443,1.0,1.0
1985,North Rhine-Westphalia,West,Further vocational education,0.5238095238095238,14443,0.515664273902488,0.5319547737165596
1985,North Rhine-Westphalia,West,Others,0.21428571428571427,14443,0.20759370861981374,0.2209777199516148
1985,North Rhine-Westphalia,West,Vocational Retraining,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,North Rhine-Westphalia,West,Further general/political education,0.047619047619047616,14443,0.044145901388896625,0.05109219384919861
1985,North Rhine-Westphalia,West,Multiple answers,0.047619047619047616,14443,0.044145901388896625,0.05109219384919861
1985,North Rhine-Westphalia,West,Vocational rehabilitation,0.023809523809523808,14443,0.02132312949702907,0.026295918122018546
1985,Hesse,West,Further vocational education,0.6875,14443,0.6799405756051121,0.6950594243948879
1985,Hesse,West,Vocational Retraining,0.125,14443,0.11960630482356445,0.13039369517643554
1985,Hesse,West,Others,0.125,14443,0.11960630482356445,0.13039369517643554
1985,Hesse,West,Further general/political education,0.0625,14443,0.058552219362890796,0.0664477806371092
1985,"Rhineland-Palatinate, Saarland",West,Further vocational education,0.8888888888888888,14443,0.88376346427964,0.8940143134981376
1985,"Rhineland-Palatinate, Saarland",West,Others,0.1111111111111111,14443,0.10598568650186233,0.11623653572035988
1985,Baden-Wuerttemberg,West,Further vocational education,0.42857142857142855,14443,0.4205005660664378,0.4366422910764193
1985,Baden-Wuerttemberg,West,Vocational Retraining,0.23809523809523808,14443,0.2311489456349361,0.24504153055554007
1985,Baden-Wuerttemberg,West,Others,0.23809523809523808,14443,0.2311489456349361,0.24504153055554007
1985,Baden-Wuerttemberg,West,Multiple answers,0.047619047619047616,14443,0.044145901388896625,0.05109219384919861
1985,Baden-Wuerttemberg,West,Further general/political education,0.047619047619047616,14443,0.044145901388896625,0.05109219384919861
1985,Bavaria,West,Further vocational education,0.7096774193548387,14443,0.7022745809896199,0.7170802577200576
1985,Bavaria,West,Others,0.12903225806451613,14443,0.12356489959339338,0.13449961653563888
1985,Bavaria,West,Vocational Retraining,0.0967741935483871,14443,0.0919524366007094,0.10159595049606479
1985,Bavaria,West,Multiple answers,0.03225806451612903,14443,0.029376513590568396,0.03513961544168967
1985,Bavaria,West,Further general/political education,0.03225806451612903,14443,0.029376513590568396,0.03513961544168967
1985,Berlin,West,Further vocational education,0.8571428571428571,14443,0.8514358955355539,0.8628498187501603
1985,Berlin,West,Vocational Retraining,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1986,Schleswig-Holstein,West,Further vocational education,0.7777777777777778,13742,0.7708266926429229,0.7847288629126327
1986,Schleswig-Holstein,West,Further general/political education,0.1111111111111111,13742,0.10585658465143576,0.11636563757078645
1986,Schleswig-Holstein,West,Others,0.1111111111111111,13742,0.10585658465143576,0.11636563757078645
1986,Hamburg,West,Further vocational education,0.5,13742,0.4916400995939887,0.5083599004060113
1986,Hamburg,West,Others,0.16666666666666666,13742,0.16043556480234353,0.1728977685309898
1986,Hamburg,West,Further general/political education,0.16666666666666666,13742,0.16043556480234353,0.1728977685309898
1986,Hamburg,West,Vocational Retraining,0.16666666666666666,13742,0.16043556480234353,0.1728977685309898
1986,Lower Saxony,West,Further vocational education,0.5625,13742,0.5542056684526598,0.5707943315473402
1986,Lower Saxony,West,Others,0.25,13742,0.24276011387528634,0.25723988612471366
1986,Lower Saxony,West,Vocational Retraining,0.125,13742,0.11947044563510655,0.13052955436489347
1986,Lower Saxony,West,Vocational rehabilitation,0.0625,13742,0.058452780618945696,0.0665472193810543
1986,North Rhine-Westphalia,West,Further vocational education,0.5555555555555556,13742,0.5472474197364581,0.5638636913746531
1986,North Rhine-Westphalia,West,Vocational Retraining,0.17777777777777778,13742,0.17138537044510302,0.18417018511045255
1986,North Rhine-Westphalia,West,Others,0.17777777777777778,13742,0.17138537044510302,0.18417018511045255
1986,North Rhine-Westphalia,West,Further general/political education,0.08888888888888889,13742,0.08413071280779949,0.0936470649699783
1986,Hesse,West,Further vocational education,0.6428571428571429,13742,0.6348457261744417,0.6508685595398441
1986,Hesse,West,Vocational Retraining,0.2857142857142857,13742,0.27816104962995364,0.29326752179861776
1986,Hesse,West,Others,0.07142857142857142,13742,0.0671225643469077,0.07573457851023514
1986,"Rhineland-Palatinate, Saarland",West,Further vocational education,0.7142857142857143,13742,0.7067324782013823,0.7218389503700463
1986,"Rhineland-Palatinate, Saarland",West,Further general/political education,0.14285714285714285,13742,0.13700643134422466,0.14870785437006104
1986,"Rhineland-Palatinate, Saarland",West,Others,0.14285714285714285,13742,0.13700643134422466,0.14870785437006104
1986,Baden-Wuerttemberg,West,Further vocational education,0.5555555555555556,13742,0.5472474197364581,0.5638636913746531
1986,Baden-Wuerttemberg,West,Others,0.25925925925925924,13742,0.25193217218063263,0.26658634633788586
1986,Baden-Wuerttemberg,West,Vocational Retraining,0.14814814814814814,13742,0.14220849275571792,0.15408780354057836
1986,Baden-Wuerttemberg,West,Further general/political education,0.037037037037037035,13742,0.03387945960726341,0.04019461446681066
1986,Bavaria,West,Further vocational education,0.6470588235294118,13742,0.6390686880050156,0.655048959053808
1986,Bavaria,West,Vocational Retraining,0.17647058823529413,13742,0.17009666508283838,0.18284451138774988
1986,Bavaria,West,Others,0.08823529411764706,13742,0.08349294353457316,0.09297764470072097
1986,Bavaria,West,Further general/political education,0.058823529411764705,13742,0.05488945863246526,0.06275760019106415
1986,Bavaria,West,Vocational rehabilitation,0.029411764705882353,13742,0.02658682519993231,0.0322367042118324
1986,Berlin,West,Further vocational education,0.6666666666666666,13742,0.6587848769771536,0.6745484563561797
1986,Berlin,West,Others,0.1111111111111111,13742,0.10585658465143576,0.11636563757078645
1986,Berlin,West,Further general/political education,0.1111111111111111,13742,0.10585658465143576,0.11636563757078645
1986,Berlin,West,Vocational Retraining,0.1111111111111111,13742,0.10585658465143576,0.11636563757078645
1987,Schleswig-Holstein,West,Further vocational education,0.75,13496,0.7426944288864863,0.7573055711135137
1987,Schleswig-Holstein,West,Further general/political education,0.25,13496,0.2426944288864863,0.2573055711135137
1987,Hamburg,West,Further vocational education,0.6666666666666666,13496,0.6587133682187889,0.6746199651145444
1987,Hamburg,West,Multiple answers,0.3333333333333333,13496,0.3253800348854556,0.34128663178121105
1987,Lower Saxony,West,Further vocational education,0.5333333333333333,13496,0.5249163534150292,0.5417503132516375
1987,Lower Saxony,West,Others,0.2,13496,0.19325140248164627,0.20674859751835375
1987,Lower Saxony,West,Vocational Retraining,0.13333333333333333,13496,0.12759812826075506,0.1390685384059116
1987,Lower Saxony,West,Further general/political education,0.13333333333333333,13496,0.12759812826075506,0.1390685384059116
1987,Bremen,West,Vocational Retraining,0.25,13496,0.2426944288864863,0.2573055711135137
1987,Bremen,West,Further vocational education,0.25,13496,0.2426944288864863,0.2573055711135137
1987,Bremen,West,Others,0.25,13496,0.2426944288864863,0.2573055711135137
1987,Bremen,West,Further general/political education,0.25,13496,0.2426944288864863,0.2573055711135137
1987,North Rhine-Westphalia,West,Further vocational education,0.5344827586206896,13496,0.5260670968629085,0.5428984203784707
1987,North Rhine-Westphalia,West,Others,0.1896551724137931,13496,0.1830410715345771,0.19626927329300908
1987,North Rhine-Westphalia,West,Vocational Retraining,0.15517241379310345,13496,0.14906376948769706,0.16128105809850984
1987,North Rhine-Westphalia,West,Multiple answers,0.05172413793103448,13496,0.047987616176592404,0.05546065968547656
1987,North Rhine-Westphalia,West,Further general/political education,0.034482758620689655,13496,0.03140429125309799,0.03756122598828132
1987,North Rhine-Westphalia,West,Vocational rehabilitation,0.034482758620689655,13496,0.03140429125309799,0.03756122598828132
1987,Hesse,West,Further vocational education,0.5,13496,0.4915642531020578,0.5084357468979421
1987,Hesse,West,Vocational Retraining,0.35714285714285715,13496,0.34905875564080785,0.36522695864490645
1987,Hesse,West,Multiple answers,0.14285714285714285,13496,0.13695334985736446,0.14876093585692124
1987,"Rhineland-Palatinate, Saarland",West,Further vocational education,0.45454545454545453,13496,0.4461446384265324,0.46294627066437666
1987,"Rhineland-Palatinate, Saarland",West,Vocational Retraining,0.18181818181818182,13496,0.1753109376335546,0.18832542600280905
1987,"Rhineland-Palatinate, Saarland",West,Others,0.18181818181818182,13496,0.1753109376335546,0.18832542600280905
1987,"Rhineland-Palatinate, Saarland",West,Multiple answers,0.09090909090909091,13496,0.08605887746141869,0.09575930435676314
1987,"Rhineland-Palatinate, Saarland",West,Further general/political education,0.09090909090909091,13496,0.08605887746141869,0.09575930435676314
1987,Baden-Wuerttemberg,West,Further vocational education,0.6470588235294118,13496,0.638996196262274,0.6551214507965496
1987,Baden-Wuerttemberg,West,Further general/political education,0.14705882352941177,13496,0.14108353858151032,0.15303410847731322
1987,Baden-Wuerttemberg,West,Vocational Retraining,0.08823529411764706,13496,0.08344991782400683,0.0930206704112873
1987,Baden-Wuerttemberg,West,Vocational rehabilitation,0.08823529411764706,13496,0.08344991782400683,0.0930206704112873
1987,Baden-Wuerttemberg,West,Others,0.029411764705882353,13496,0.026561195498496018,0.03226233391326869
1987,Bavaria,West,Further vocational education,0.625,13496,0.6168321231878623,0.6331678768121377
1987,Bavaria,West,Vocational Retraining,0.16666666666666666,13496,0.16037903216507277,0.17295430116826055
1987,Bavaria,West,Others,0.08333333333333333,13496,0.07867029878552022,0.08799636788114644
1987,Bavaria,West,Multiple answers,0.08333333333333333,13496,0.07867029878552022,0.08799636788114644
1987,Bavaria,West,Further general/political education,0.041666666666666664,13496,0.03829529825868012,0.04503803507465321
1987,Berlin,West,Further vocational education,0.6,13496,0.5917346898003102,0.6082653101996898
1987,Berlin,West,Vocational Retraining,0.1,13496,0.0949385518612347,0.1050614481387653
1987,Berlin,West,Further general/political education,0.1,13496,0.0949385518612347,0.1050614481387653
1987,Berlin,West,Multiple answers,0.1,13496,0.0949385518612347,0.1050614481387653
1987,Berlin,West,Others,0.1,13496,0.0949385518612347,0.1050614481387653
1988,Schleswig-Holstein,West,Further vocational education,0.7142857142857143,12817,0.7064646683044976,0.722106760266931
1988,Schleswig-Holstein,West,Others,0.2857142857142857,12817,0.277893239733069,0.2935353316955024
1988,Hamburg,West,Others,0.75,12817,0.7425034142124044,0.7574965857875956
1988,Hamburg,West,Vocational Retraining,0.25,12817,0.24250341421240434,0.25749658578759566
1988,Lower Saxony,West,Further vocational education,0.6190476190476191,12817,0.6106402472393706,0.6274549908558675
1988,Lower Saxony,West,Others,0.19047619047619047,12817,0.18367792623993068,0.19727445471245025
1988,Lower Saxony,West,Vocational Retraining,0.09523809523809523,12817,0.09015608678874765,0.10032010368744282
1988,Lower Saxony,West,Further general/political education,0.047619047619047616,12817,0.04393217118618754,0.051305924051907696
1988,Lower Saxony,West,Multiple answers,0.047619047619047616,12817,0.04393217118618754,0.051305924051907696
1988,Bremen,West,Vocational Retraining,0.5,12817,0.49134368835505704,0.508656311644943
1988,Bremen,West,Further vocational education,0.5,12817,0.49134368835505704,0.508656311644943
1988,North Rhine-Westphalia,West,Further vocational education,0.47368421052631576,12817,0.4650398965470763,0.48232852450555525
1988,North Rhine-Westphalia,West,Vocational Retraining,0.2631578947368421,12817,0.2555343263888998,0.2707814630847844
1988,North Rhine-Westphalia,West,Others,0.21052631578947367,12817,0.20346826298095888,0.21758436859798846
1988,North Rhine-Westphalia,West,Further general/political education,0.05263157894736842,12817,0.04876572421208217,0.05649743368265467
1988,Hesse,West,Further vocational education,0.7692307692307693,12817,0.7619365274573386,0.7765250110041999
1988,Hesse,West,Vocational Retraining,0.15384615384615385,12817,0.1475997383751718,0.16009256931713592
1988,Hesse,West,Others,0.07692307692307693,12817,0.07230979336147961,0.08153636048467425
1988,"Rhineland-Palatinate, Saarland",West,Further vocational education,0.5833333333333334,12817,0.5747980949468573,0.5918685717198094
1988,"Rhineland-Palatinate, Saarland",West,Vocational Retraining,0.16666666666666666,12817,0.16021463290916152,0.1731187004241718
1988,"Rhineland-Palatinate, Saarland",West,Others,0.16666666666666666,12817,0.16021463290916152,0.1731187004241718
1988,"Rhineland-Palatinate, Saarland",West,Further general/political education,0.08333333333333333,12817,0.07854837703422335,0.08811828963244331
1988,Baden-Wuerttemberg,West,Further vocational education,0.6111111111111112,12817,0.6026712415099398,0.6195509807122825
1988,Baden-Wuerttemberg,West,Others,0.2222222222222222,12817,0.21502467724255153,0.2294197672018929
1988,Baden-Wuerttemberg,West,Vocational rehabilitation,0.1111111111111111,12817,0.10567027852070823,0.11655194370151398
1988,Baden-Wuerttemberg,West,Vocational Retraining,0.05555555555555555,12817,0.051589901417737345,0.05952120969337376
1988,Bavaria,West,Further vocational education,0.6744186046511628,12817,0.6663060536441718,0.6825311556581537
1988,Bavaria,West,Others,0.11627906976744186,12817,0.1107293478266428,0.12182879170824092
1988,Bavaria,West,Further general/political education,0.06976744186046512,12817,0.06535697009048382,0.07417791363044642
1988,Bavaria,West,Vocational rehabilitation,0.06976744186046512,12817,0.06535697009048382,0.07417791363044642
1988,Bavaria,West,Vocational Retraining,0.046511627906976744,12817,0.04286575647345572,0.05015749934049777
1988,Bavaria,West,Multiple answers,0.023255813953488372,12817,0.020646543666256578,0.025865084240720166
1988,Berlin,West,Further vocational education,0.6666666666666666,12817,0.6585054177810623,0.674827915552271
1988,Berlin,West,Others,0.3333333333333333,12817,0.325172084447729,0.34149458221893764
1989,Schleswig-Holstein,West,Further vocational education,0.5555555555555556,12393,0.5468069198081366,0.5643041913029746
1989,Schleswig-Holstein,West,Vocational Retraining,0.1111111111111111,12393,0.10557798803490835,0.11664423418731386
1989,Schleswig-Holstein,West,Multiple answers,0.1111111111111111,12393,0.10557798803490835,0.11664423418731386
1989,Schleswig-Holstein,West,Others,0.1111111111111111,12393,0.10557798803490835,0.11664423418731386
1989,Schleswig-Holstein,West,Further general/political education,0.1111111111111111,12393,0.10557798803490835,0.11664423418731386
1989,Hamburg,West,Others,0.4,12393,0.3913747147367366,0.40862528526326347
1989,Hamburg,West,Further vocational education,0.4,12393,0.3913747147367366,0.40862528526326347
1989,Hamburg,West,Vocational Retraining,0.2,12393,0.19295748407301908,0.20704251592698095
1989,Lower Saxony,West,Further vocational education,0.8235294117647058,12393,0.8168175412371808,0.8302412822922309
1989,Lower Saxony,West,Others,0.11764705882352941,12393,0.11197449289000462,0.1233196247570542
1989,Lower Saxony,West,Vocational Retraining,0.058823529411764705,12393,0.05468087298412887,0.06296618583940054
1989,Bremen,West,Others,0.25,12393,0.2423762528758475,0.2576237471241525
1989,Bremen,West,Further vocational education,0.25,12393,0.2423762528758475,0.2576237471241525
1989,Bremen,West,Vocational Retraining,0.25,12393,0.2423762528758475,0.2576237471241525
1989,Bremen,West,Multiple answers,0.25,12393,0.2423762528758475,0.2576237471241525
1989,North Rhine-Westphalia,West,Further vocational education,0.5714285714285714,12393,0.5627157175723971,0.5801414252847457
1989,North Rhine-Westphalia,West,Others,0.21428571428571427,12393,0.20706139751218144,0.2215100310592471
1989,North Rhine-Westphalia,West,Vocational Retraining,0.14285714285714285,12393,0.13669622481195465,0.14901806090233105
1989,North Rhine-Westphalia,West,Further general/political education,0.03571428571428571,12393,0.03244696551822036,0.03898160591035107
1989,North Rhine-Westphalia,West,Vocational rehabilitation,0.03571428571428571,12393,0.03244696551822036,0.03898160591035107
1989,Hesse,West,Further vocational education,0.6666666666666666,12393,0.6583669820523625,0.6749663512809707
1989,Hesse,West,Vocational Retraining,0.25,12393,0.2423762528758475,0.2576237471241525
1989,Hesse,West,Others,0.08333333333333333,12393,0.07846721189377132,0.08819945477289534
1989,"Rhineland-Palatinate, Saarland",West,Further vocational education,0.625,12393,0.6164763915935633,0.6335236084064367
1989,"Rhineland-Palatinate, Saarland",West,Others,0.125,12393,0.11917726695406154,0.13082273304593844
1989,"Rhineland-Palatinate, Saarland",West,Vocational rehabilitation,0.125,12393,0.11917726695406154,0.13082273304593844
1989,"Rhineland-Palatinate, Saarland",West,Vocational Retraining,0.125,12393,0.11917726695406154,0.13082273304593844
1989,Baden-Wuerttemberg,West,Further vocational education,0.47368421052631576,12393,0.46489326679449794,0.4824751542581336
1989,Baden-Wuerttemberg,West,Others,0.2631578947368421,12393,0.25540501110219144,0.27091077837149274
1989,Baden-Wuerttemberg,West,Vocational Retraining,0.15789473684210525,12393,0.15147473926387156,0.16431473442033895
1989,Baden-Wuerttemberg,West,Multiple answers,0.05263157894736842,12393,0.048700149393224354,0.05656300850151248
1989,Baden-Wuerttemberg,West,Vocational rehabilitation,0.05263157894736842,12393,0.048700149393224354,0.05656300850151248
1989,Bavaria,West,Further vocational education,0.5217391304347826,12393,0.5129443100148297,0.5305339508547355
1989,Bavaria,West,Further general/political education,0.17391304347826086,12393,0.16723964886217704,0.1805864380943447
1989,Bavaria,West,Vocational Retraining,0.17391304347826086,12393,0.16723964886217704,0.1805864380943447
1989,Bavaria,West,Others,0.13043478260869565,12393,0.12450531589117443,0.13636424932621688
1989,Berlin,West,Others,0.5,12393,0.49119685509127387,0.5088031449087261
1989,Berlin,West,Further vocational education,0.25,12393,0.2423762528758475,0.2576237471241525
1989,Berlin,West,Multiple answers,0.25,12393,0.2423762528758475,0.2576237471241525
1990,Schleswig-Holstein,West,Further vocational education,0.8,18165,0.7941830094055339,0.8058169905944662
1990,Schleswig-Holstein,West,Vocational Retraining,0.2,18165,0.19418300940553385,0.20581699059446618
1990,Hamburg,West,Further vocational education,1.0,18165,1.0,1.0
1990,Lower Saxony,West,Further vocational education,0.5833333333333334,18165,0.5761637957386663,0.5905028709280005
1990,Lower Saxony,West,Vocational Retraining,0.3333333333333333,18165,0.32647794417425763,0.340188722492409
1990,Lower Saxony,West,Others,0.08333333333333333,18165,0.07931400516440193,0.08735266150226473
1990,Bremen,West,Further vocational education,0.25,18165,0.24370292296452145,0.25629707703547855
1990,Bremen,West,Others,0.25,18165,0.24370292296452145,0.25629707703547855
1990,Bremen,West,Vocational Retraining,0.25,18165,0.24370292296452145,0.25629707703547855
1990,Bremen,West,Vocational rehabilitation,0.25,18165,0.24370292296452145,0.25629707703547855
1990,North Rhine-Westphalia,West,Further vocational education,0.4878048780487805,18165,0.4805358028990799,0.4950739531984811
1990,North Rhine-Westphalia,West,Vocational Retraining,0.2682926829268293,18165,0.2618493364756888,0.27473602937796976
1990,North Rhine-Westphalia,West,Others,0.14634146341463414,18165,0.1412014510833262,0.15148147574594206
1990,North Rhine-Westphalia,West,Multiple answers,0.04878048780487805,18165,0.045647910372438816,0.051913065237317285
1990,North Rhine-Westphalia,West,Further general/political education,0.024390243902439025,18165,0.02214695860898903,0.02663352919588902
1990,North Rhine-Westphalia,West,Vocational rehabilitation,0.024390243902439025,18165,0.02214695860898903,0.02663352919588902
1990,Hesse,West,Further vocational education,0.5833333333333334,18165,0.5761637957386663,0.5905028709280005
1990,Hesse,West,Others,0.16666666666666666,18165,0.1612470056692903,0.17208632766404303
1990,Hesse,West,Vocational Retraining,0.16666666666666666,18165,0.1612470056692903,0.17208632766404303
1990,Hesse,West,Multiple answers,0.08333333333333333,18165,0.07931400516440193,0.08735266150226473
1990,"Rhineland-Palatinate, Saarland",West,Further vocational education,0.4,18165,0.39287567060249445,0.4071243293975056
1990,"Rhineland-Palatinate, Saarland",West,Others,0.3,18165,0.2933358000710031,0.30666419992899685
1990,"Rhineland-Palatinate, Saarland",West,Vocational rehabilitation,0.1,18165,0.09563725705415038,0.10436274294584963
1990,"Rhineland-Palatinate, Saarland",West,Vocational Retraining,0.1,18165,0.09563725705415038,0.10436274294584963
1990,"Rhineland-Palatinate, Saarland",West,Further general/political education,0.1,18165,0.09563725705415038,0.10436274294584963
1990,Baden-Wuerttemberg,West,Further vocational education,0.5416666666666666,18165,0.5344207197636671,0.5489126135696661
1990,Baden-Wuerttemberg,West,Others,0.2916666666666667,18165,0.28505667960744013,0.29827665372589324
1990,Baden-Wuerttemberg,West,Further general/political education,0.08333333333333333,18165,0.07931400516440193,0.08735266150226473
1990,Baden-Wuerttemberg,West,Vocational rehabilitation,0.041666666666666664,18165,0.03876069720169224,0.044572636131641086
1990,Baden-Wuerttemberg,West,Vocational Retraining,0.041666666666666664,18165,0.03876069720169224,0.044572636131641086
1990,Bavaria,West,Further vocational education,0.55,18165,0.5427652092959235,0.5572347907040766
1990,Bavaria,West,Vocational Retraining,0.25,18165,0.24370292296452145,0.25629707703547855
1990,Bavaria,West,Others,0.075,18165,0.07116963757581896,0.07883036242418104
1990,Bavaria,West,Further general/political education,0.05,18165,0.046830540730399425,0.05316945926960058
1990,Bavaria,West,Multiple answers,0.05,18165,0.046830540730399425,0.05316945926960058
1990,Bavaria,West,Vocational rehabilitation,0.025,18165,0.02272955658630353,0.02727044341369647
1990,Berlin,West,Further vocational education,0.5,18165,0.49272876175691727,0.5072712382430827
1990,Berlin,West,Others,0.3333333333333333,18165,0.32647794417425763,0.340188722492409
1990,Berlin,West,Vocational Retraining,0.16666666666666666,18165,0.1612470056692903,0.17208632766404303
1990,Berlin,East,Further vocational education,0.6,18165,0.5928756706024945,0.6071243293975055
1990,Berlin,East,Multiple answers,0.13333333333333333,18165,0.12838984190807187,0.1382768247585948
1990,Berlin,East,Vocational Retraining,0.13333333333333333,18165,0.12838984190807187,0.1382768247585948
1990,Berlin,East,Further general/political education,0.06666666666666667,18165,0.06303913569557018,0.07029419763776315
1990,Berlin,East,Others,0.06666666666666667,18165,0.06303913569557018,0.07029419763776315
1990,Brandenburg,East,Further vocational education,0.6428571428571429,18165,0.6358890072890876,0.6498252784251982
1990,Brandenburg,East,Further general/political education,0.14285714285714285,18165,0.13776833614463888,0.14794594956964682
1990,Brandenburg,East,Vocational Retraining,0.14285714285714285,18165,0.13776833614463888,0.14794594956964682
1990,Brandenburg,East,Others,0.03571428571428571,18165,0.03301553841336633,0.03841303301520509
1990,Brandenburg,East,Multiple answers,0.03571428571428571,18165,0.03301553841336633,0.03841303301520509
1990,Mecklenburg-Western Pomerania,East,Further vocational education,0.46153846153846156,18165,0.4542887677523437,0.4687881553245794
1990,Mecklenburg-Western Pomerania,East,Further general/political education,0.3076923076923077,18165,0.30098039546792366,0.31440421991669176
1990,Mecklenburg-Western Pomerania,East,Vocational Retraining,0.15384615384615385,18165,0.14859921070018678,0.15909309699212093
1990,Mecklenburg-Western Pomerania,East,Multiple answers,0.07692307692307693,18165,0.07304795259355167,0.08079820125260219
1990,Saxony,East,Further vocational education,0.5686274509803921,18165,0.5614250294809594,0.5758298724798249
1990,Saxony,East,Further general/political education,0.21568627450980393,18165,0.20970498901451112,0.22166756000509674
1990,Saxony,East,Vocational Retraining,0.09803921568627451,18165,0.09371475341793564,0.10236367795461337
1990,Saxony,East,Multiple answers,0.058823529411764705,18165,0.05540177023854931,0.0622452885849801
1990,Saxony,East,Others,0.058823529411764705,18165,0.05540177023854931,0.0622452885849801
1990,Saxony-Anhalt,East,Further vocational education,0.5263157894736842,18165,0.5190546291817276,0.5335769497656407
1990,Saxony-Anhalt,East,Further general/political education,0.2631578947368421,18165,0.25675415328274404,0.26956163619094015
1990,Saxony-Anhalt,East,Multiple answers,0.10526315789473684,18165,0.10080018521985529,0.10972613056961839
1990,Saxony-Anhalt,East,Others,0.10526315789473684,18165,0.10080018521985529,0.10972613056961839
1990,Thuringa,East,Further vocational education,0.3684210526315789,18165,0.361406105337898,0.37543599992525983
