year,bula_h,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Very important,0.33335,112,238,0.27333,0.39337
1990,Schleswig-Holstein,Important,0.25987,84,238,0.20403,0.31570
1990,Schleswig-Holstein,Less important,0.14534,42,238,0.10047,0.19021
1990,Hamburg,Very important,0.19375,34,84,0.10872,0.27878
1990,Hamburg,Important,0.35245,50,84,0.24967,0.45523
1990,Lower Saxony,Very important,0.32574,353,833,0.29389,0.35758
1990,Lower Saxony,Important,0.31116,309,833,0.27970,0.34262
1990,Lower Saxony,Less important,0.10864,114,833,0.08749,0.12978
1990,Lower Saxony,Unimportant,0.06298,57,833,0.04647,0.07948
1990,Bremen,Very important,0.31141,35,66,0.19883,0.42399
1990,Bremen,Important,0.29070,31,66,0.18031,0.40109
1990,North Rhine-Westphalia,Very important,0.29119,778,1901,0.27076,0.31162
1990,North Rhine-Westphalia,Important,0.30091,746,1901,0.28028,0.32153
1990,North Rhine-Westphalia,Less important,0.12447,291,1901,0.10963,0.13932
1990,North Rhine-Westphalia,Unimportant,0.04112,86,1901,0.03219,0.05004
1990,Hesse,Very important,0.23474,213,662,0.20243,0.26705
1990,Hesse,Important,0.32440,283,662,0.28871,0.36009
1990,Hesse,Less important,0.13375,115,662,0.10780,0.15970
1990,Hesse,Unimportant,0.07064,51,662,0.05111,0.09018
1990,"Rhineland-Palatinate, Saarland",Very important,0.29245,231,556,0.25460,0.33029
1990,"Rhineland-Palatinate, Saarland",Important,0.33485,220,556,0.29559,0.37412
1990,"Rhineland-Palatinate, Saarland",Less important,0.11289,69,556,0.08656,0.13922
1990,"Rhineland-Palatinate, Saarland",Unimportant,0.06269,36,556,0.04252,0.08285
1990,Baden-Wuerttemberg,Very important,0.29724,486,1140,0.27070,0.32378
1990,Baden-Wuerttemberg,Important,0.28313,444,1140,0.25697,0.30930
1990,Baden-Wuerttemberg,Less important,0.10040,148,1140,0.08294,0.11785
1990,Baden-Wuerttemberg,Unimportant,0.05096,62,1140,0.03819,0.06374
1990,Bavaria,Very important,0.27344,469,1254,0.24876,0.29812
1990,Bavaria,Important,0.32996,531,1254,0.30393,0.35600
1990,Bavaria,Less important,0.11252,172,1254,0.09503,0.13002
1990,Bavaria,Unimportant,0.05981,82,1254,0.04668,0.07294
1990,Berlin,Very important,0.12735,64,201,0.08115,0.17355
1990,Berlin,Important,0.19752,94,201,0.14234,0.25269
1990,Berlin,Less important,0.09814,43,201,0.05691,0.13937
1992,Schleswig-Holstein,Very important,0.36493,119,195,0.29718,0.43267
1992,Schleswig-Holstein,Important,0.23295,76,195,0.17347,0.29244
1992,Hamburg,Very important,0.18968,31,80,0.10322,0.27613
1992,Hamburg,Important,0.31937,49,80,0.21656,0.42219
