year,quintil_oecd,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Very important,0.23900,436,1095,0.21373,0.26427
1990,1st Quintile,Important,0.28804,457,1095,0.26121,0.31488
1990,1st Quintile,Less important,0.09021,127,1095,0.07323,0.10718
1990,1st Quintile,Unimportant,0.05669,75,1095,0.04298,0.07039
1990,2nd Quintile,Very important,0.31109,595,1317,0.28608,0.33610
1990,2nd Quintile,Important,0.27494,515,1317,0.25082,0.29906
1990,2nd Quintile,Less important,0.08722,150,1317,0.07198,0.10247
1990,2nd Quintile,Unimportant,0.03792,57,1317,0.02760,0.04824
1990,3rd Quintile,Very important,0.28745,572,1384,0.26360,0.31130
1990,3rd Quintile,Important,0.29832,547,1384,0.27420,0.32243
1990,3rd Quintile,Less important,0.11170,190,1384,0.09509,0.12830
1990,3rd Quintile,Unimportant,0.04990,75,1384,0.03842,0.06138
1990,4th Quintile,Very important,0.29500,597,1582,0.27252,0.31748
1990,4th Quintile,Important,0.33627,622,1582,0.31298,0.35956
1990,4th Quintile,Less important,0.14468,265,1582,0.12734,0.16202
1990,4th Quintile,Unimportant,0.06468,98,1582,0.05255,0.07680
1990,5th Quintile,Very important,0.29280,575,1649,0.27083,0.31477
1990,5th Quintile,Important,0.34611,649,1649,0.32315,0.36908
1990,5th Quintile,Less important,0.15645,290,1649,0.13891,0.17399
1990,5th Quintile,Unimportant,0.07625,135,1649,0.06344,0.08907
1992,1st Quintile,Very important,0.30092,1111,2240,0.28192,0.31992
1992,1st Quintile,Important,0.25259,732,2240,0.23459,0.27058
1992,1st Quintile,Less important,0.07461,212,2240,0.06373,0.08549
1992,1st Quintile,Unimportant,0.07520,185,2240,0.06427,0.08612
1992,2nd Quintile,Very important,0.31947,1180,2258,0.30023,0.33870
1992,2nd Quintile,Important,0.24430,723,2258,0.22657,0.26203
1992,2nd Quintile,Less important,0.07562,219,2258,0.06472,0.08653
1992,2nd Quintile,Unimportant,0.05541,136,2258,0.04597,0.06485
1992,3rd Quintile,Very important,0.30852,976,2074,0.28863,0.32840
1992,3rd Quintile,Important,0.27778,737,2074,0.25850,0.29706
1992,3rd Quintile,Less important,0.09577,249,2074,0.08310,0.10844
1992,3rd Quintile,Unimportant,0.05124,112,2074,0.04175,0.06073
1992,4th Quintile,Very important,0.33361,954,2092,0.31340,0.35382
1992,4th Quintile,Important,0.28911,733,2092,0.26968,0.30854
1992,4th Quintile,Less important,0.12026,289,2092,0.10632,0.13420
1992,4th Quintile,Unimportant,0.05287,116,2092,0.04328,0.06247
1992,5th Quintile,Very important,0.32177,847,2166,0.30209,0.34144
1992,5th Quintile,Important,0.31236,776,2166,0.29283,0.33188
1992,5th Quintile,Less important,0.15378,382,2166,0.13859,0.16898
1992,5th Quintile,Unimportant,0.07309,161,2166,0.06212,0.08405
1995,1st Quintile,Very important,0.28786,914,1894,0.26746,0.30825
1995,1st Quintile,Important,0.22869,629,1894,0.20977,0.24761
1995,1st Quintile,Less important,0.07990,211,1894,0.06769,0.09211
1995,1st Quintile,Unimportant,0.05981,140,1894,0.04913,0.07049
1995,2nd Quintile,Very important,0.33144,1135,2253,0.31200,0.35089
1995,2nd Quintile,Important,0.27008,808,2253,0.25175,0.28842
1995,2nd Quintile,Less important,0.06464,189,2253,0.05449,0.07480
1995,2nd Quintile,Unimportant,0.05026,121,2253,0.04123,0.05928
1995,3rd Quintile,Very important,0.35240,1163,2317,0.33294,0.37185
1995,3rd Quintile,Important,0.26789,788,2317,0.24985,0.28592
1995,3rd Quintile,Less important,0.09974,264,2317,0.08754,0.11195
