year,age_gr,quintil_oecd,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,Very important,0.27246,103,255,0.21771,0.32722
1990,17-29 y.,1st Quintile,Important,0.25143,89,255,0.19808,0.30479
1990,17-29 y.,1st Quintile,Less important,0.22542,63,255,0.17403,0.27681
1990,17-29 y.,2nd Quintile,Very important,0.25078,107,323,0.20343,0.29812
1990,17-29 y.,2nd Quintile,Important,0.30742,130,323,0.25702,0.35782
1990,17-29 y.,2nd Quintile,Less important,0.24142,86,323,0.19468,0.28816
1990,17-29 y.,3rd Quintile,Very important,0.27627,128,351,0.22943,0.32312
1990,17-29 y.,3rd Quintile,Important,0.30611,126,351,0.25782,0.35439
1990,17-29 y.,3rd Quintile,Less important,0.25466,97,351,0.20902,0.30031
1990,17-29 y.,4th Quintile,Very important,0.21627,121,492,0.17985,0.25269
1990,17-29 y.,4th Quintile,Important,0.38193,194,492,0.33896,0.42491
1990,17-29 y.,4th Quintile,Less important,0.26574,136,492,0.22667,0.30481
1990,17-29 y.,4th Quintile,Unimportant,0.09095,41,492,0.06552,0.11639
1990,17-29 y.,5th Quintile,Very important,0.22354,89,359,0.18038,0.26669
1990,17-29 y.,5th Quintile,Important,0.34807,131,359,0.29872,0.39741
1990,17-29 y.,5th Quintile,Less important,0.30093,106,359,0.25342,0.34844
1990,17-29 y.,5th Quintile,Unimportant,0.09669,33,359,0.06608,0.12730
1990,30-45 y.,1st Quintile,Very important,0.44321,155,245,0.38088,0.50554
1990,30-45 y.,1st Quintile,Important,0.26565,90,245,0.21023,0.32107
1990,30-45 y.,2nd Quintile,Very important,0.52720,260,397,0.47803,0.57638
1990,30-45 y.,2nd Quintile,Important,0.28107,137,397,0.23679,0.32534
1990,30-45 y.,3rd Quintile,Very important,0.43341,210,402,0.38491,0.48192
1990,30-45 y.,3rd Quintile,Important,0.32206,151,402,0.27633,0.36780
1990,30-45 y.,3rd Quintile,Less important,0.10873,41,402,0.07826,0.13920
1990,30-45 y.,4th Quintile,Very important,0.36851,171,376,0.31968,0.41733
1990,30-45 y.,4th Quintile,Important,0.36158,150,376,0.31295,0.41021
1990,30-45 y.,4th Quintile,Less important,0.16023,55,376,0.12311,0.19736
