year,migback,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Very important,0.23861,2561,6542,0.22828,0.24894
1990,No migration background,Important,0.25947,2610,6542,0.24885,0.27010
1990,No migration background,Less important,0.09985,959,6542,0.09258,0.10711
1990,No migration background,Unimportant,0.04802,412,6542,0.04283,0.05320
1990,Direct migration background,Very important,0.17763,196,415,0.14081,0.21445
1990,Direct migration background,Important,0.18249,165,415,0.14528,0.21969
1990,Direct migration background,Less important,0.06082,54,415,0.03780,0.08385
1992,No migration background,Very important,0.33960,4766,10185,0.33040,0.34879
1992,No migration background,Important,0.29799,3484,10185,0.28911,0.30687
1992,No migration background,Less important,0.11191,1269,10185,0.10578,0.11803
1992,No migration background,Unimportant,0.06749,666,10185,0.06262,0.07236
1992,Direct migration background,Very important,0.23396,280,569,0.19915,0.26878
1992,Direct migration background,Important,0.17194,192,569,0.14091,0.20298
1992,Direct migration background,Less important,0.06203,60,569,0.04219,0.08187
1992,Direct migration background,Unimportant,0.03098,37,569,0.01673,0.04523
1995,No migration background,Very important,0.34843,4584,9818,0.33900,0.35785
1995,No migration background,Important,0.29170,3397,9818,0.28270,0.30069
1995,No migration background,Less important,0.11111,1249,9818,0.10489,0.11732
1995,No migration background,Unimportant,0.06106,588,9818,0.05632,0.06580
1995,Direct migration background,Very important,0.32990,606,1118,0.30232,0.35747
1995,Direct migration background,Important,0.19913,357,1118,0.17571,0.22255
1995,Direct migration background,Less important,0.07144,104,1118,0.05634,0.08655
1995,Direct migration background,Unimportant,0.03731,51,1118,0.02619,0.04842
1995,Indirect migration background,Very important,0.04980,43,120,0.01072,0.08888
1995,Indirect migration background,Important,0.05292,46,120,0.01270,0.09315
1995,Indirect migration background,Less important,0.04116,31,120,0.00547,0.07686
2004,No migration background,Very important,0.33576,7905,17899,0.32885,0.34268
2004,No migration background,Important,0.30679,6390,17899,0.30003,0.31355
2004,No migration background,Less important,0.12157,2463,17899,0.11679,0.12636
2004,No migration background,Unimportant,0.06536,1141,17899,0.06173,0.06898
2004,Direct migration background,Very important,0.50248,1401,2499,0.48287,0.52209
2004,Direct migration background,Important,0.30491,793,2499,0.28686,0.32297
2004,Direct migration background,Less important,0.08907,214,2499,0.07790,0.10024
2004,Direct migration background,Unimportant,0.04459,91,2499,0.03649,0.05268
2004,Indirect migration background,Very important,0.15078,304,777,0.12561,0.17596
2004,Indirect migration background,Important,0.15523,272,777,0.12976,0.18071
2004,Indirect migration background,Less important,0.07604,150,777,0.05739,0.09469
2004,Indirect migration background,Unimportant,0.02818,51,777,0.01654,0.03983
2008,No migration background,Very important,0.34878,7572,16399,0.34148,0.35607
2008,No migration background,Important,0.30021,5817,16399,0.29319,0.30722
2008,No migration background,Less important,0.12107,1994,16399,0.11608,0.12607
2008,No migration background,Unimportant,0.06767,1016,16399,0.06383,0.07152
2008,Direct migration background,Very important,0.54804,1114,1876,0.52552,0.57057
2008,Direct migration background,Important,0.28292,562,1876,0.26253,0.30330
2008,Direct migration background,Less important,0.08051,132,1876,0.06820,0.09283
2008,Direct migration background,Unimportant,0.04643,68,1876,0.03691,0.05595
2008,Indirect migration background,Very important,0.20078,336,726,0.17162,0.22994
2008,Indirect migration background,Important,0.16462,256,726,0.13763,0.19162
2008,Indirect migration background,Less important,0.09513,134,726,0.07377,0.11649
2012,No migration background,Very important,0.34751,11615,22971,0.34135,0.35367
2012,No migration background,Important,0.30618,7938,22971,0.30022,0.31214
2012,No migration background,Less important,0.11572,2231,22971,0.11158,0.11985
2012,No migration background,Unimportant,0.07001,1187,22971,0.06671,0.07331
2012,Direct migration background,Very important,0.53777,2025,3095,0.52020,0.55533
2012,Direct migration background,Important,0.29588,854,3095,0.27979,0.31196
2012,Direct migration background,Less important,0.06936,144,3095,0.06040,0.07831
2012,Direct migration background,Unimportant,0.04234,72,3095,0.03525,0.04944
2012,Indirect migration background,Very important,0.18249,619,1207,0.16069,0.20429
2012,Indirect migration background,Important,0.16085,390,1207,0.14012,0.18159
2012,Indirect migration background,Less important,0.08978,140,1207,0.07365,0.10592
2012,Indirect migration background,Unimportant,0.02451,58,1207,0.01578,0.03324
2016,No migration background,Very important,0.37972,9134,17557,0.37254,0.38690
2016,No migration background,Important,0.28251,5764,17557,0.27585,0.28917
2016,No migration background,Less important,0.11044,1695,17557,0.10580,0.11508
2016,No migration background,Unimportant,0.06923,964,17557,0.06548,0.07299
2016,Direct migration background,Very important,0.53376,3232,4937,0.51984,0.54768
2016,Direct migration background,Important,0.26652,1285,4937,0.25418,0.27885
2016,Direct migration background,Less important,0.07570,294,4937,0.06832,0.08308
2016,Direct migration background,Unimportant,0.03116,126,4937,0.02631,0.03601
2016,Indirect migration background,Very important,0.21646,758,1482,0.19549,0.23744
2016,Indirect migration background,Important,0.16281,441,1482,0.14401,0.18161
2016,Indirect migration background,Less important,0.09274,196,1482,0.07796,0.10751
2016,Indirect migration background,Unimportant,0.03637,87,1482,0.02683,0.04590
2021,No migration background,Very important,0.35655,6207,12995,0.34832,0.36479
2021,No migration background,Important,0.29021,4406,12995,0.28240,0.29801
2021,No migration background,Less important,0.11871,1509,12995,0.11315,0.12427
2021,No migration background,Unimportant,0.07257,873,12995,0.06811,0.07703
2021,Direct migration background,Very important,0.44751,1662,3019,0.42977,0.46525
2021,Direct migration background,Important,0.27249,902,3019,0.25660,0.28837
2021,Direct migration background,Less important,0.10134,305,3019,0.09058,0.11211
2021,Direct migration background,Unimportant,0.04153,150,3019,0.03441,0.04865
2021,Indirect migration background,Very important,0.16136,361,926,0.13766,0.18507
2021,Indirect migration background,Important,0.17233,309,926,0.14799,0.19667
2021,Indirect migration background,Less important,0.08099,159,926,0.06341,0.09857
2021,Indirect migration background,Unimportant,0.05448,97,926,0.03985,0.06910
