,Unnamed: 0,year,bula_h,sampreg,marstat,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1303,1303,2009,Schleswig-Holstein,West,Divorced,0.08159,36,17934,0.06389,0.09951
1304,1304,2009,Schleswig-Holstein,West,Widowed,0.07516,34,17934,0.06184,0.09163
1305,1305,2009,Hamburg,West,Married,0.45952,131,17934,0.37812,0.54439
1306,1306,2009,Hamburg,West,Single,0.54048,93,17934,0.44934,0.63957
1307,1307,2009,Lower Saxony,West,Married,0.56668,1028,17934,0.53286,0.59955
1308,1308,2009,Lower Saxony,West,Single,0.26626,353,17934,0.24235,0.29175
1309,1309,2009,Lower Saxony,West,Divorced,0.07546,116,17934,0.0663,0.08656
1310,1310,2009,Lower Saxony,West,Widowed,0.0916,119,17934,0.08206,0.09992
1311,1311,2009,Bremen,West,Married,0.58918,57,17934,0.44935,0.72732
1312,1312,2009,Bremen,West,Single,0.41082,35,17934,0.2914,0.53515
1313,1313,2009,North Rhine-Westphalia,West,Married,0.54593,2239,17934,0.52662,0.56412
1314,1314,2009,North Rhine-Westphalia,West,"Married, living apart",0.01931,88,17934,0.01608,0.02277
1315,1315,2009,North Rhine-Westphalia,West,Single,0.26163,833,17934,0.24486,0.27706
1316,1316,2009,North Rhine-Westphalia,West,Divorced,0.08631,263,17934,0.07939,0.09452
1317,1317,2009,North Rhine-Westphalia,West,Widowed,0.08683,251,17934,0.07924,0.09472
1318,1318,2009,Hesse,West,Married,0.54368,742,17934,0.51173,0.58672
1319,1319,2009,Hesse,West,"Married, living apart",0.03711,44,17934,0.02846,0.04731
1320,1320,2009,Hesse,West,Single,0.28274,290,17934,0.25075,0.31266
1321,1321,2009,Hesse,West,Divorced,0.06362,85,17934,0.05414,0.07608
1322,1322,2009,Hesse,West,Widowed,0.07286,70,17934,0.06207,0.08389
1323,1323,2009,"Rhineland-Palatinate, Saarland",West,Married,0.49421,594,17934,0.45551,0.53065
1324,1324,2009,"Rhineland-Palatinate, Saarland",West,Single,0.29452,246,17934,0.26525,0.32908
1325,1325,2009,"Rhineland-Palatinate, Saarland",West,Divorced,0.08476,79,17934,0.06889,0.10116
1326,1326,2009,"Rhineland-Palatinate, Saarland",West,Widowed,0.12651,97,17934,0.11003,0.14143
1327,1327,2009,Baden-Wuerttemberg,West,Married,0.50436,1234,17934,0.47391,0.53149
1328,1328,2009,Baden-Wuerttemberg,West,"Married, living apart",0.02286,47,17934,0.01805,0.02933
1329,1329,2009,Baden-Wuerttemberg,West,Single,0.30712,575,17934,0.28265,0.32802
1330,1330,2009,Baden-Wuerttemberg,West,Divorced,0.08207,131,17934,0.0712,0.09743
1331,1331,2009,Baden-Wuerttemberg,West,Widowed,0.08359,146,17934,0.07563,0.09128
1332,1332,2009,Bavaria,West,Married,0.52641,1579,17934,0.49776,0.55005
1333,1333,2009,Bavaria,West,"Married, living apart",0.02361,57,17934,0.01959,0.02793
1334,1334,2009,Bavaria,West,Single,0.28039,647,17934,0.26155,0.3032
1335,1335,2009,Bavaria,West,Divorced,0.09632,209,17934,0.08747,0.10715
1336,1336,2009,Bavaria,West,Widowed,0.07327,151,17934,0.0658,0.08108
1337,1337,2009,Berlin,West,Married,0.45215,158,17934,0.385,0.52246
1338,1338,2009,Berlin,West,Single,0.38848,119,17934,0.32974,0.45095
1339,1339,2009,Berlin,West,Divorced,0.15937,42,17934,0.12639,0.19143
1340,1340,2009,Berlin,East,Married,0.40119,156,17934,0.3603,0.45823
1341,1341,2009,Berlin,East,Single,0.44902,113,17934,0.38648,0.51741
1342,1342,2009,Berlin,East,Divorced,0.14978,34,17934,0.12432,0.17804
1343,1343,2009,Brandenburg,East,Married,0.48167,440,17934,0.43514,0.52223
1344,1344,2009,Brandenburg,East,Single,0.30825,213,17934,0.27315,0.34741
1345,1345,2009,Brandenburg,East,Divorced,0.11578,70,17934,0.09466,0.13781
1346,1346,2009,Brandenburg,East,Widowed,0.0943,59,17934,0.07553,0.11193
1347,1347,2009,Mecklenburg-Western Pomerania,East,Married,0.54005,275,17934,0.48139,0.60509
1348,1348,2009,Mecklenburg-Western Pomerania,East,Single,0.23507,102,17934,0.19336,0.28161
1349,1349,2009,Mecklenburg-Western Pomerania,East,Divorced,0.1424,57,17934,0.11364,0.17091
1350,1350,2009,Mecklenburg-Western Pomerania,East,Widowed,0.08249,32,17934,0.06332,0.11055
1351,1351,2009,Saxony,East,Married,0.52243,787,17934,0.48731,0.55954
1352,1352,2009,Saxony,East,Single,0.30498,368,17934,0.27404,0.33916
1353,1353,2009,Saxony,East,Divorced,0.0914,113,17934,0.07756,0.10943
1354,1354,2009,Saxony,East,Widowed,0.08119,89,17934,0.06796,0.09405
1355,1355,2009,Saxony-Anhalt,East,Married,0.55112,443,17934,0.50309,0.59873
1356,1356,2009,Saxony-Anhalt,East,Single,0.2995,210,17934,0.25401,0.35629
1357,1357,2009,Saxony-Anhalt,East,Divorced,0.06963,54,17934,0.05423,0.08564
1358,1358,2009,Saxony-Anhalt,East,Widowed,0.07975,54,17934,0.06579,0.09676
1359,1359,2009,Thuringa,East,Married,0.45122,447,17934,0.4085,0.49425
1360,1360,2009,Thuringa,East,Single,0.33147,217,17934,0.28228,0.37674
1361,1361,2009,Thuringa,East,Divorced,0.12807,83,17934,0.10707,0.14841
1362,1362,2009,Thuringa,East,Widowed,0.08924,69,17934,0.07972,0.09959
1363,1363,2010,Schleswig-Holstein,West,Married,0.56436,446,24029,0.50609,0.62559
1364,1364,2010,Schleswig-Holstein,West,Single,0.2678,164,24029,0.22763,0.32104
1365,1365,2010,Schleswig-Holstein,West,Divorced,0.09735,72,24029,0.07397,0.12637
1366,1366,2010,Schleswig-Holstein,West,Widowed,0.07049,36,24029,0.05585,0.08649
1367,1367,2010,Hamburg,West,Married,0.45072,204,24029,0.38814,0.52719
1368,1368,2010,Hamburg,West,Single,0.44135,122,24029,0.34607,0.5287
1369,1369,2010,Hamburg,West,Divorced,0.10792,31,24029,0.07072,0.14207
1370,1370,2010,Lower Saxony,West,Married,0.54311,1358,24029,0.50697,0.57589
1371,1371,2010,Lower Saxony,West,"Married, living apart",0.02246,52,24029,0.01265,0.03225
1372,1372,2010,Lower Saxony,West,Single,0.27707,502,24029,0.2513,0.30596
1373,1373,2010,Lower Saxony,West,Divorced,0.06775,177,24029,0.05452,0.07864
1374,1374,2010,Lower Saxony,West,Widowed,0.08961,126,24029,0.08008,0.10063
1375,1375,2010,Bremen,West,Married,0.54749,87,24029,0.404,0.6761
1376,1376,2010,Bremen,West,Single,0.45251,52,24029,0.31172,0.61408
1377,1377,2010,North Rhine-Westphalia,West,Married,0.55043,3219,24029,0.53026,0.57406
1378,1378,2010,North Rhine-Westphalia,West,"Married, living apart",0.02546,130,24029,0.02083,0.03194
1379,1379,2010,North Rhine-Westphalia,West,Single,0.25149,1054,24029,0.23495,0.27045
1380,1380,2010,North Rhine-Westphalia,West,Divorced,0.08812,406,24029,0.07822,0.09737
1381,1381,2010,North Rhine-Westphalia,West,Widowed,0.08452,238,24029,0.07737,0.09192
1382,1382,2010,Hesse,West,Married,0.54687,1086,24029,0.50367,0.58121
1383,1383,2010,Hesse,West,"Married, living apart",0.0351,60,24029,0.02653,0.04833
1384,1384,2010,Hesse,West,Single,0.27305,363,24029,0.24208,0.30259
1385,1385,2010,Hesse,West,Divorced,0.07409,124,24029,0.0603,0.09081
1386,1386,2010,Hesse,West,Widowed,0.07088,67,24029,0.05829,0.08297
1387,1387,2010,"Rhineland-Palatinate, Saarland",West,Married,0.48617,833,24029,0.45498,0.52562
1388,1388,2010,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.02487,35,24029,0.01609,0.0368
1389,1389,2010,"Rhineland-Palatinate, Saarland",West,Single,0.28625,284,24029,0.25508,0.32064
1390,1390,2010,"Rhineland-Palatinate, Saarland",West,Divorced,0.08128,111,24029,0.06648,0.10103
1391,1391,2010,"Rhineland-Palatinate, Saarland",West,Widowed,0.12143,94,24029,0.10405,0.13775
1392,1392,2010,Baden-Wuerttemberg,West,Married,0.50824,1836,24029,0.47787,0.53971
1393,1393,2010,Baden-Wuerttemberg,West,"Married, living apart",0.02134,62,24029,0.01533,0.02784
1394,1394,2010,Baden-Wuerttemberg,West,Single,0.29976,687,24029,0.27189,0.32356
1395,1395,2010,Baden-Wuerttemberg,West,Divorced,0.08502,209,24029,0.06946,0.10183
1396,1396,2010,Baden-Wuerttemberg,West,Widowed,0.08564,150,24029,0.0753,0.09467
1397,1397,2010,Bavaria,West,Married,0.51726,2235,24029,0.48839,0.54134
1398,1398,2010,Bavaria,West,"Married, living apart",0.02764,87,24029,0.02115,0.03442
1399,1399,2010,Bavaria,West,Single,0.28546,846,24029,0.26362,0.30749
1400,1400,2010,Bavaria,West,Divorced,0.09886,314,24029,0.08809,0.11376
1401,1401,2010,Bavaria,West,Widowed,0.07079,153,24029,0.06313,0.07943
1402,1402,2010,Berlin,West,Married,0.41101,249,24029,0.348,0.48979
1403,1403,2010,Berlin,West,"Married, living apart",0.05848,36,24029,0.04132,0.07466
1404,1404,2010,Berlin,West,Single,0.37309,176,24029,0.31674,0.44322
1405,1405,2010,Berlin,West,Divorced,0.15742,67,24029,0.12718,0.18966
1406,1406,2010,Berlin,East,Married,0.46689,197,24029,0.40643,0.52731
1407,1407,2010,Berlin,East,Single,0.39648,118,24029,0.31095,0.48016
1408,1408,2010,Berlin,East,Divorced,0.13663,36,24029,0.10855,0.17533
1409,1409,2010,Brandenburg,East,Married,0.49799,516,24029,0.44566,0.548
1410,1410,2010,Brandenburg,East,Single,0.29531,279,24029,0.24867,0.34595
1411,1411,2010,Brandenburg,East,Divorced,0.11241,97,24029,0.08905,0.13974
1412,1412,2010,Brandenburg,East,Widowed,0.09428,60,24029,0.07547,0.11739
1413,1413,2010,Mecklenburg-Western Pomerania,East,Married,0.56448,322,24029,0.49729,0.6278
1414,1414,2010,Mecklenburg-Western Pomerania,East,Single,0.21648,160,24029,0.17718,0.25155
1415,1415,2010,Mecklenburg-Western Pomerania,East,Divorced,0.13318,62,24029,0.1025,0.1704
1416,1416,2010,Mecklenburg-Western Pomerania,East,Widowed,0.08586,33,24029,0.07214,0.10472
1417,1417,2010,Saxony,East,Married,0.51584,964,24029,0.47598,0.55695
1418,1418,2010,Saxony,East,Single,0.30592,483,24029,0.26407,0.34609
1419,1419,2010,Saxony,East,Divorced,0.10304,141,24029,0.08565,0.12053
1420,1420,2010,Saxony,East,Widowed,0.0752,81,24029,0.06447,0.08677
1421,1421,2010,Saxony-Anhalt,East,Married,0.51922,506,24029,0.4706,0.57161
1422,1422,2010,Saxony-Anhalt,East,Single,0.32135,269,24029,0.26912,0.37648
1423,1423,2010,Saxony-Anhalt,East,Divorced,0.07464,68,24029,0.05963,0.1
1424,1424,2010,Saxony-Anhalt,East,Widowed,0.08479,52,24029,0.06876,0.09754
1425,1425,2010,Thuringa,East,Married,0.44959,524,24029,0.40974,0.49821
1426,1426,2010,Thuringa,East,Single,0.32838,265,24029,0.27934,0.38237
1427,1427,2010,Thuringa,East,Divorced,0.12996,92,24029,0.10725,0.14983
1428,1428,2010,Thuringa,East,Widowed,0.09207,64,24029,0.07903,0.10417
1429,1429,2011,Schleswig-Holstein,West,Married,0.53454,584,28440,0.49232,0.57499
1430,1430,2011,Schleswig-Holstein,West,Single,0.28753,238,28440,0.25636,0.33258
1431,1431,2011,Schleswig-Holstein,West,Divorced,0.10565,101,28440,0.08179,0.13789
1432,1432,2011,Schleswig-Holstein,West,Widowed,0.07229,50,28440,0.05884,0.08951
1433,1433,2011,Hamburg,West,Married,0.47087,221,28440,0.40416,0.5363
1434,1434,2011,Hamburg,West,Single,0.40868,134,28440,0.33343,0.48543
1435,1435,2011,Hamburg,West,Divorced,0.12045,39,28440,0.09064,0.15377
1436,1436,2011,Lower Saxony,West,Married,0.54256,1650,28440,0.51757,0.57104
1437,1437,2011,Lower Saxony,West,"Married, living apart",0.01796,63,28440,0.01194,0.02407
1438,1438,2011,Lower Saxony,West,Single,0.28352,599,28440,0.26023,0.3113
1439,1439,2011,Lower Saxony,West,Divorced,0.06733,199,28440,0.05803,0.0782
1440,1440,2011,Lower Saxony,West,Widowed,0.08862,149,28440,0.07804,0.09763
1441,1441,2011,Bremen,West,Married,0.50862,92,28440,0.40433,0.63875
1442,1442,2011,Bremen,West,Single,0.49138,64,28440,0.37965,0.60896
1443,1443,2011,North Rhine-Westphalia,West,Married,0.54737,3608,28440,0.52719,0.56845
1444,1444,2011,North Rhine-Westphalia,West,"Married, living apart",0.0267,172,28440,0.02235,0.03188
1445,1445,2011,North Rhine-Westphalia,West,Single,0.26399,1247,28440,0.24925,0.27886
1446,1446,2011,North Rhine-Westphalia,West,Divorced,0.08117,466,28440,0.07228,0.09053
1447,1447,2011,North Rhine-Westphalia,West,Widowed,0.08077,294,28440,0.07501,0.08779
1448,1448,2011,Hesse,West,Married,0.51848,1220,28440,0.4861,0.54718
1449,1449,2011,Hesse,West,"Married, living apart",0.02894,67,28440,0.02109,0.03651
1450,1450,2011,Hesse,West,Single,0.2864,450,28440,0.25777,0.31342
1451,1451,2011,Hesse,West,Divorced,0.09247,181,28440,0.07878,0.10565
1452,1452,2011,Hesse,West,Widowed,0.07371,83,28440,0.06327,0.08422
1453,1453,2011,"Rhineland-Palatinate, Saarland",West,Married,0.50301,994,28440,0.47538,0.53139
1454,1454,2011,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.0252,42,28440,0.01725,0.03358
1455,1455,2011,"Rhineland-Palatinate, Saarland",West,Single,0.28421,339,28440,0.2531,0.31673
1456,1456,2011,"Rhineland-Palatinate, Saarland",West,Divorced,0.08051,135,28440,0.06645,0.09446
1457,1457,2011,"Rhineland-Palatinate, Saarland",West,Widowed,0.10708,112,28440,0.09336,0.11982
1458,1458,2011,Baden-Wuerttemberg,West,Married,0.51455,2228,28440,0.48867,0.53886
1459,1459,2011,Baden-Wuerttemberg,West,"Married, living apart",0.02147,82,28440,0.01597,0.02793
1460,1460,2011,Baden-Wuerttemberg,West,Single,0.29739,826,28440,0.2752,0.31696
1461,1461,2011,Baden-Wuerttemberg,West,Divorced,0.08364,265,28440,0.07342,0.09541
1462,1462,2011,Baden-Wuerttemberg,West,Widowed,0.08296,189,28440,0.07414,0.09106
1463,1463,2011,Bavaria,West,Married,0.52231,2752,28440,0.49467,0.54908
1464,1464,2011,Bavaria,West,"Married, living apart",0.02622,105,28440,0.02058,0.0333
1465,1465,2011,Bavaria,West,Single,0.27939,1007,28440,0.2609,0.29923
1466,1466,2011,Bavaria,West,Divorced,0.09859,410,28440,0.08865,0.10921
1467,1467,2011,Bavaria,West,Widowed,0.0735,219,28440,0.06632,0.07998
1468,1468,2011,Berlin,West,Married,0.4473,258,28440,0.38727,0.50761
1469,1469,2011,Berlin,West,"Married, living apart",0.05484,34,28440,0.0355,0.08166
1470,1470,2011,Berlin,West,Single,0.33916,166,28440,0.28723,0.38699
1471,1471,2011,Berlin,West,Divorced,0.1587,75,28440,0.13006,0.18654
1472,1472,2011,Berlin,East,Married,0.47161,243,28440,0.4167,0.5212
1473,1473,2011,Berlin,East,Single,0.41417,142,28440,0.36087,0.47662
1474,1474,2011,Berlin,East,Divorced,0.11421,44,28440,0.08697,0.13787
1475,1475,2011,Brandenburg,East,Married,0.47948,606,28440,0.44445,0.52077
1476,1476,2011,Brandenburg,East,Single,0.30397,311,28440,0.27018,0.33883
1477,1477,2011,Brandenburg,East,Divorced,0.12379,131,28440,0.1031,0.14521
1478,1478,2011,Brandenburg,East,Widowed,0.09275,76,28440,0.07573,0.11219
1479,1479,2011,Mecklenburg-Western Pomerania,East,Married,0.53125,346,28440,0.48125,0.59429
1480,1480,2011,Mecklenburg-Western Pomerania,East,Single,0.24152,177,28440,0.20692,0.27651
1481,1481,2011,Mecklenburg-Western Pomerania,East,Divorced,0.14648,77,28440,0.11482,0.18773
1482,1482,2011,Mecklenburg-Western Pomerania,East,Widowed,0.08075,42,28440,0.06936,0.0903
1483,1483,2011,Saxony,East,Married,0.4991,1058,28440,0.47176,0.53037
1484,1484,2011,Saxony,East,"Married, living apart",0.01547,32,28440,0.01114,0.02026
1485,1485,2011,Saxony,East,Single,0.3099,505,28440,0.27447,0.34315
1486,1486,2011,Saxony,East,Divorced,0.10355,160,28440,0.08674,0.11948
1487,1487,2011,Saxony,East,Widowed,0.07199,95,28440,0.06401,0.08012
1488,1488,2011,Saxony-Anhalt,East,Married,0.52981,619,28440,0.48397,0.571
1489,1489,2011,Saxony-Anhalt,East,Single,0.29855,316,28440,0.25553,0.35777
1490,1490,2011,Saxony-Anhalt,East,Divorced,0.07779,86,28440,0.06345,0.09429
1491,1491,2011,Saxony-Anhalt,East,Widowed,0.09385,75,28440,0.08113,0.10852
1492,1492,2011,Thuringa,East,Married,0.46966,611,28440,0.43572,0.51283
1493,1493,2011,Thuringa,East,Single,0.31486,298,28440,0.27825,0.35485
1494,1494,2011,Thuringa,East,Divorced,0.12183,108,28440,0.09954,0.14165
1495,1495,2011,Thuringa,East,Widowed,0.09364,73,28440,0.08109,0.10737
1496,1496,2012,Schleswig-Holstein,West,Married,0.54632,568,27856,0.49642,0.6005
1497,1497,2012,Schleswig-Holstein,West,Single,0.27233,244,27856,0.23898,0.31256
1498,1498,2012,Schleswig-Holstein,West,Divorced,0.1037,100,27856,0.0748,0.12849
1499,1499,2012,Schleswig-Holstein,West,Widowed,0.07765,58,27856,0.06174,0.09439
1500,1500,2012,Hamburg,West,Married,0.4996,222,27856,0.41323,0.58983
1501,1501,2012,Hamburg,West,Single,0.37888,140,27856,0.30123,0.45712
1502,1502,2012,Hamburg,West,Divorced,0.12152,50,27856,0.08621,0.1588
1503,1503,2012,Lower Saxony,West,Married,0.54983,1588,27856,0.52282,0.57887
1504,1504,2012,Lower Saxony,West,"Married, living apart",0.01811,64,27856,0.0133,0.02423
1505,1505,2012,Lower Saxony,West,Single,0.27249,589,27856,0.25173,0.29429
1506,1506,2012,Lower Saxony,West,Divorced,0.07286,220,27856,0.06201,0.0865
1507,1507,2012,Lower Saxony,West,Widowed,0.0867,154,27856,0.07726,0.096
1508,1508,2012,Bremen,West,Married,0.48639,96,27856,0.3824,0.57609
1509,1509,2012,Bremen,West,Single,0.51361,69,27856,0.38364,0.6718
1510,1510,2012,North Rhine-Westphalia,West,Married,0.55065,3451,27856,0.53388,0.57133
1511,1511,2012,North Rhine-Westphalia,West,"Married, living apart",0.02478,167,27856,0.02012,0.02893
1512,1512,2012,North Rhine-Westphalia,West,Single,0.26857,1266,27856,0.25213,0.28385
1513,1513,2012,North Rhine-Westphalia,West,Divorced,0.08514,488,27856,0.07647,0.09462
1514,1514,2012,North Rhine-Westphalia,West,Widowed,0.07087,270,27856,0.06454,0.07638
1515,1515,2012,Hesse,West,Married,0.52134,1161,27856,0.48886,0.55463
1516,1516,2012,Hesse,West,"Married, living apart",0.03267,63,27856,0.02472,0.04223
1517,1517,2012,Hesse,West,Single,0.2741,426,27856,0.24769,0.30422
1518,1518,2012,Hesse,West,Divorced,0.09866,195,27856,0.08461,0.11447
1519,1519,2012,Hesse,West,Widowed,0.07323,90,27856,0.06409,0.08423
1520,1520,2012,"Rhineland-Palatinate, Saarland",West,Married,0.50346,947,27856,0.47533,0.54198
1521,1521,2012,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.02611,50,27856,0.01924,0.03505
1522,1522,2012,"Rhineland-Palatinate, Saarland",West,Single,0.29613,358,27856,0.26185,0.32367
1523,1523,2012,"Rhineland-Palatinate, Saarland",West,Divorced,0.07754,141,27856,0.06368,0.09022
1524,1524,2012,"Rhineland-Palatinate, Saarland",West,Widowed,0.09677,102,27856,0.08375,0.10983
1525,1525,2012,Baden-Wuerttemberg,West,Married,0.5325,2091,27856,0.50563,0.56005
1526,1526,2012,Baden-Wuerttemberg,West,"Married, living apart",0.02206,77,27856,0.01649,0.02767
1527,1527,2012,Baden-Wuerttemberg,West,Single,0.28879,786,27856,0.26949,0.3102
1528,1528,2012,Baden-Wuerttemberg,West,Divorced,0.08256,273,27856,0.07252,0.09413
1529,1529,2012,Baden-Wuerttemberg,West,Widowed,0.07409,172,27856,0.0668,0.08162
1530,1530,2012,Bavaria,West,Married,0.52893,2688,27856,0.50387,0.54972
1531,1531,2012,Bavaria,West,"Married, living apart",0.02498,99,27856,0.01902,0.03207
1532,1532,2012,Bavaria,West,Single,0.26855,1006,27856,0.2496,0.28752
1533,1533,2012,Bavaria,West,Divorced,0.10504,428,27856,0.09378,0.11703
1534,1534,2012,Bavaria,West,Widowed,0.0725,222,27856,0.06565,0.07907
1535,1535,2012,Berlin,West,Married,0.43312,268,27856,0.37187,0.49367
1536,1536,2012,Berlin,West,"Married, living apart",0.05326,34,27856,0.03863,0.07371
1537,1537,2012,Berlin,West,Single,0.36292,174,27856,0.31607,0.41029
1538,1538,2012,Berlin,West,Divorced,0.15071,76,27856,0.12642,0.17926
1539,1539,2012,Berlin,East,Married,0.4594,241,27856,0.40751,0.50922
1540,1540,2012,Berlin,East,Single,0.42952,153,27856,0.36978,0.49126
1541,1541,2012,Berlin,East,Divorced,0.11108,49,27856,0.08607,0.13872
1542,1542,2012,Brandenburg,East,Married,0.51602,606,27856,0.47807,0.55436
1543,1543,2012,Brandenburg,East,Single,0.28528,286,27856,0.25083,0.335
1544,1544,2012,Brandenburg,East,Divorced,0.10606,123,27856,0.08898,0.12315
1545,1545,2012,Brandenburg,East,Widowed,0.09264,73,27856,0.07481,0.11286
1546,1546,2012,Mecklenburg-Western Pomerania,East,Married,0.55295,357,27856,0.49333,0.60849
1547,1547,2012,Mecklenburg-Western Pomerania,East,Single,0.23425,156,27856,0.19942,0.26823
1548,1548,2012,Mecklenburg-Western Pomerania,East,Divorced,0.13526,74,27856,0.10098,0.17116
1549,1549,2012,Mecklenburg-Western Pomerania,East,Widowed,0.07754,40,27856,0.06458,0.09116
1550,1550,2012,Saxony,East,Married,0.50174,1057,27856,0.47079,0.53981
1551,1551,2012,Saxony,East,"Married, living apart",0.01243,31,27856,0.00901,0.01714
1552,1552,2012,Saxony,East,Single,0.30793,513,27856,0.27821,0.34633
1553,1553,2012,Saxony,East,Divorced,0.10071,160,27856,0.08737,0.11738
1554,1554,2012,Saxony,East,Widowed,0.07718,107,27856,0.06931,0.08544
1555,1555,2012,Saxony-Anhalt,East,Married,0.51907,576,27856,0.47683,0.56236
1556,1556,2012,Saxony-Anhalt,East,Single,0.29999,288,27856,0.26121,0.34314
1557,1557,2012,Saxony-Anhalt,East,Divorced,0.08577,87,27856,0.06843,0.10087
1558,1558,2012,Saxony-Anhalt,East,Widowed,0.09517,73,27856,0.08361,0.10751
1559,1559,2012,Thuringa,East,Married,0.49133,623,27856,0.45509,0.53518
1560,1560,2012,Thuringa,East,Single,0.30939,287,27856,0.27217,0.34704
1561,1561,2012,Thuringa,East,Divorced,0.10803,95,27856,0.092,0.12672
1562,1562,2012,Thuringa,East,Widowed,0.09124,70,27856,0.07949,0.1065
1563,1563,2013,Schleswig-Holstein,West,Married,0.52035,602,30839,0.46678,0.5687
1564,1564,2013,Schleswig-Holstein,West,Single,0.27562,294,30839,0.24454,0.30687
1565,1565,2013,Schleswig-Holstein,West,Divorced,0.12464,115,30839,0.09119,0.16014
1566,1566,2013,Schleswig-Holstein,West,Widowed,0.07938,51,30839,0.06222,0.10034
1567,1567,2013,Hamburg,West,Married,0.50009,308,30839,0.43784,0.57776
1568,1568,2013,Hamburg,West,Single,0.37523,174,30839,0.30752,0.42954
1569,1569,2013,Hamburg,West,Divorced,0.12468,60,30839,0.08988,0.16723
1570,1570,2013,Lower Saxony,West,Married,0.53234,1736,30839,0.50068,0.56249
1571,1571,2013,Lower Saxony,West,"Married, living apart",0.022,85,30839,0.01695,0.02747
1572,1572,2013,Lower Saxony,West,Single,0.28924,737,30839,0.26248,0.31758
1573,1573,2013,Lower Saxony,West,Divorced,0.07106,241,30839,0.06005,0.08108
1574,1574,2013,Lower Saxony,West,Widowed,0.08536,149,30839,0.07468,0.09384
1575,1575,2013,Bremen,West,Married,0.49092,123,30839,0.395,0.60988
1576,1576,2013,Bremen,West,Single,0.50908,79,30839,0.35679,0.68882
1577,1577,2013,North Rhine-Westphalia,West,Married,0.55042,3966,30839,0.52994,0.56819
1578,1578,2013,North Rhine-Westphalia,West,"Married, living apart",0.02511,185,30839,0.02107,0.03065
1579,1579,2013,North Rhine-Westphalia,West,Single,0.26889,1547,30839,0.24997,0.28516
1580,1580,2013,North Rhine-Westphalia,West,Divorced,0.08422,534,30839,0.07663,0.09353
1581,1581,2013,North Rhine-Westphalia,West,Widowed,0.07136,267,30839,0.06543,0.07725
1582,1582,2013,Hesse,West,Married,0.4961,1322,30839,0.46837,0.52874
1583,1583,2013,Hesse,West,"Married, living apart",0.03356,74,30839,0.02608,0.04021
1584,1584,2013,Hesse,West,Single,0.28095,532,30839,0.25166,0.31148
1585,1585,2013,Hesse,West,Divorced,0.11172,218,30839,0.09552,0.13257
1586,1586,2013,Hesse,West,Widowed,0.07767,93,30839,0.06743,0.08854
1587,1587,2013,"Rhineland-Palatinate, Saarland",West,Married,0.51036,1059,30839,0.47455,0.54658
1588,1588,2013,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.01747,46,30839,0.01166,0.02301
1589,1589,2013,"Rhineland-Palatinate, Saarland",West,Single,0.30054,435,30839,0.27153,0.3328
1590,1590,2013,"Rhineland-Palatinate, Saarland",West,Divorced,0.0829,151,30839,0.07089,0.09496
1591,1591,2013,"Rhineland-Palatinate, Saarland",West,Widowed,0.08872,104,30839,0.07758,0.10094
1592,1592,2013,Baden-Wuerttemberg,West,Married,0.53288,2359,30839,0.51033,0.55551
1593,1593,2013,Baden-Wuerttemberg,West,"Married, living apart",0.01929,80,30839,0.01531,0.02437
1594,1594,2013,Baden-Wuerttemberg,West,Single,0.28837,915,30839,0.26702,0.31
1595,1595,2013,Baden-Wuerttemberg,West,Divorced,0.08236,302,30839,0.07286,0.09366
1596,1596,2013,Baden-Wuerttemberg,West,Widowed,0.07709,166,30839,0.068,0.08556
1597,1597,2013,Bavaria,West,Married,0.51857,2946,30839,0.49453,0.53948
1598,1598,2013,Bavaria,West,"Married, living apart",0.02768,126,30839,0.02235,0.03306
1599,1599,2013,Bavaria,West,Single,0.27401,1212,30839,0.25577,0.29089
1600,1600,2013,Bavaria,West,Divorced,0.10474,464,30839,0.09341,0.11483
1601,1601,2013,Bavaria,West,Widowed,0.075,222,30839,0.06814,0.08223
1602,1602,2013,Berlin,West,Married,0.37668,308,30839,0.3333,0.43821
1603,1603,2013,Berlin,West,"Married, living apart",0.0581,43,30839,0.04204,0.0786
1604,1604,2013,Berlin,West,Single,0.37101,228,30839,0.32759,0.42161
1605,1605,2013,Berlin,West,Divorced,0.12609,84,30839,0.09839,0.15037
1606,1606,2013,Berlin,West,Widowed,0.06812,33,30839,0.05369,0.08242
1607,1607,2013,Berlin,East,Married,0.48275,245,30839,0.42294,0.54042
1608,1608,2013,Berlin,East,Single,0.40217,154,30839,0.33595,0.47326
1609,1609,2013,Berlin,East,Divorced,0.11509,48,30839,0.09387,0.14086
1610,1610,2013,Brandenburg,East,Married,0.52644,640,30839,0.48701,0.57438
1611,1611,2013,Brandenburg,East,Single,0.27902,293,30839,0.24066,0.3224
1612,1612,2013,Brandenburg,East,Divorced,0.09731,104,30839,0.07459,0.12219
1613,1613,2013,Brandenburg,East,Widowed,0.09723,79,30839,0.08098,0.11989
1614,1614,2013,Mecklenburg-Western Pomerania,East,Married,0.53389,337,30839,0.46616,0.59089
1615,1615,2013,Mecklenburg-Western Pomerania,East,Single,0.2623,152,30839,0.21813,0.31054
