year,bula_h,sampreg,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,"Rhineland-Palatinate, Saarland",West,Yes,0.04255,51,1206,0.03115,0.05394
2011,"Rhineland-Palatinate, Saarland",West,No,0.95745,1155,1206,0.94606,0.96885
2011,Baden-Wuerttemberg,West,Yes,0.04304,108,2486,0.03506,0.05102
2011,Baden-Wuerttemberg,West,No,0.95696,2378,2486,0.94898,0.96494
2011,Bavaria,West,Yes,0.04188,142,3184,0.03492,0.04884
2011,Bavaria,West,No,0.95812,3042,3184,0.95116,0.96508
2011,Berlin,West,No,0.92679,402,402,0.90129,0.95228
2011,Berlin,East,No,0.95330,334,334,0.93063,0.97596
2011,Brandenburg,East,Yes,0.04912,42,882,0.03485,0.06339
2011,Brandenburg,East,No,0.95088,840,882,0.93661,0.96515
2011,Mecklenburg-Western Pomerania,East,No,0.93367,490,490,0.91161,0.95572
2011,Saxony,East,Yes,0.03051,49,1404,0.02151,0.03951
2011,Saxony,East,No,0.96949,1355,1404,0.96049,0.97849
2011,Saxony-Anhalt,East,Yes,0.06490,49,867,0.04849,0.08131
2011,Saxony-Anhalt,East,No,0.93510,818,867,0.91869,0.95151
2011,Thuringa,East,No,0.97407,859,859,0.96343,0.98470
2013,Schleswig-Holstein,West,Yes,0.06326,36,593,0.04365,0.08287
2013,Schleswig-Holstein,West,No,0.93674,557,593,0.91713,0.95635
2013,Hamburg,West,No,0.90326,286,286,0.86894,0.93758
2013,Lower Saxony,West,Yes,0.06721,102,1775,0.05556,0.07886
2013,Lower Saxony,West,No,0.93279,1673,1775,0.92114,0.94444
2013,Bremen,West,No,0.95342,112,112,0.91421,0.99262
2013,North Rhine-Westphalia,West,Yes,0.05810,198,3718,0.05058,0.06563
2013,North Rhine-Westphalia,West,No,0.94190,3520,3718,0.93437,0.94942
2013,Hesse,West,Yes,0.04759,74,1290,0.03596,0.05921
2013,Hesse,West,No,0.95241,1216,1290,0.94079,0.96404
2013,"Rhineland-Palatinate, Saarland",West,Yes,0.04384,48,1098,0.03172,0.05595
2013,"Rhineland-Palatinate, Saarland",West,No,0.95616,1050,1098,0.94405,0.96828
2013,Baden-Wuerttemberg,West,Yes,0.06726,130,2123,0.05661,0.07792
2013,Baden-Wuerttemberg,West,No,0.93274,1993,2123,0.92208,0.94339
2013,Bavaria,West,Yes,0.05125,139,2947,0.04329,0.05922
2013,Bavaria,West,No,0.94875,2808,2947,0.94078,0.95671
2013,Berlin,West,No,0.92357,416,416,0.89800,0.94913
2013,Berlin,East,Yes,0.12019,32,325,0.08478,0.15560
2013,Berlin,East,No,0.87981,293,325,0.84440,0.91522
2013,Brandenburg,East,Yes,0.07732,52,780,0.05857,0.09608
2013,Brandenburg,East,No,0.92268,728,780,0.90392,0.94143
2013,Mecklenburg-Western Pomerania,East,No,0.91984,425,425,0.89399,0.94569
2013,Saxony,East,Yes,0.04004,58,1335,0.02952,0.05056
2013,Saxony,East,No,0.95996,1277,1335,0.94944,0.97048
2013,Saxony-Anhalt,East,Yes,0.07665,47,759,0.05771,0.09559
2013,Saxony-Anhalt,East,No,0.92335,712,759,0.90441,0.94229
2013,Thuringa,East,Yes,0.04913,41,799,0.03413,0.06413
2013,Thuringa,East,No,0.95087,758,799,0.93587,0.96587
2015,Schleswig-Holstein,West,Yes,0.06626,48,874,0.04976,0.08276
2015,Schleswig-Holstein,West,No,0.93374,826,874,0.91724,0.95024
2015,Hamburg,West,No,0.89826,398,398,0.86852,0.92800
2015,Lower Saxony,West,Yes,0.04801,106,2421,0.03949,0.05653
2015,Lower Saxony,West,No,0.95199,2315,2421,0.94347,0.96051
2015,Bremen,West,No,0.93996,162,162,0.90326,0.97665
2015,North Rhine-Westphalia,West,Yes,0.05976,236,5165,0.05330,0.06623
2015,North Rhine-Westphalia,West,No,0.94024,4929,5165,0.93377,0.94670
2015,Hesse,West,Yes,0.04357,64,1705,0.03388,0.05326
2015,Hesse,West,No,0.95643,1641,1705,0.94674,0.96612
2015,"Rhineland-Palatinate, Saarland",West,Yes,0.06137,70,1496,0.04920,0.07353
2015,"Rhineland-Palatinate, Saarland",West,No,0.93863,1426,1496,0.92647,0.95080
2015,Baden-Wuerttemberg,West,Yes,0.05425,146,2985,0.04613,0.06238
2015,Baden-Wuerttemberg,West,No,0.94575,2839,2985,0.93762,0.95387
2015,Bavaria,West,Yes,0.04858,160,4027,0.04194,0.05522
2015,Bavaria,West,No,0.95142,3867,4027,0.94478,0.95806
2015,Berlin,West,No,0.95668,498,498,0.93878,0.97458
2015,Berlin,East,Yes,0.12031,33,396,0.08822,0.15239
2015,Berlin,East,No,0.87969,363,396,0.84761,0.91178
2015,Brandenburg,East,Yes,0.07488,54,984,0.05843,0.09133
2015,Brandenburg,East,No,0.92512,930,984,0.90867,0.94157
2015,Mecklenburg-Western Pomerania,East,Yes,0.08283,32,557,0.05992,0.10574
2015,Mecklenburg-Western Pomerania,East,No,0.91717,525,557,0.89426,0.94008
2015,Saxony,East,Yes,0.03656,60,1511,0.02709,0.04603
2015,Saxony,East,No,0.96344,1451,1511,0.95397,0.97291
2015,Saxony-Anhalt,East,Yes,0.07325,51,885,0.05607,0.09042
2015,Saxony-Anhalt,East,No,0.92675,834,885,0.90958,0.94393
2015,Thuringa,East,Yes,0.04221,45,920,0.02921,0.05521
2015,Thuringa,East,No,0.95779,875,920,0.94479,0.97079
2017,Schleswig-Holstein,West,Yes,0.05347,48,951,0.03917,0.06778
2017,Schleswig-Holstein,West,No,0.94653,903,951,0.93222,0.96083
2017,Hamburg,West,No,0.91064,437,437,0.88387,0.93742
2017,Lower Saxony,West,Yes,0.05026,126,2697,0.04201,0.05851
2017,Lower Saxony,West,No,0.94974,2571,2697,0.94149,0.95799
2017,Bremen,West,No,0.94192,210,210,0.91021,0.97363
2017,North Rhine-Westphalia,West,Yes,0.05802,281,5524,0.05185,0.06418
2017,North Rhine-Westphalia,West,No,0.94198,5243,5524,0.93582,0.94815
2017,Hesse,West,Yes,0.03200,62,1789,0.02384,0.04015
2017,Hesse,West,No,0.96800,1727,1789,0.95985,0.97616
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.06687,86,1524,0.05432,0.07941
2017,"Rhineland-Palatinate, Saarland",West,No,0.93313,1438,1524,0.92059,0.94568
2017,Baden-Wuerttemberg,West,Yes,0.05785,147,3018,0.04952,0.06618
2017,Baden-Wuerttemberg,West,No,0.94215,2871,3018,0.93382,0.95048
2017,Bavaria,West,Yes,0.05194,182,4211,0.04523,0.05864
2017,Bavaria,West,No,0.94806,4029,4211,0.94136,0.95477
2017,Berlin,West,No,0.94902,530,530,0.93027,0.96776
2017,Berlin,East,Yes,0.08017,31,430,0.05447,0.10587
2017,Berlin,East,No,0.91983,399,430,0.89413,0.94553
2017,Brandenburg,East,Yes,0.08532,59,1033,0.06827,0.10236
2017,Brandenburg,East,No,0.91468,974,1033,0.89764,0.93173
2017,Mecklenburg-Western Pomerania,East,No,0.93385,545,545,0.91297,0.95474
2017,Saxony,East,Yes,0.04306,73,1653,0.03327,0.05285
2017,Saxony,East,No,0.95694,1580,1653,0.94715,0.96673
2017,Saxony-Anhalt,East,Yes,0.06929,44,923,0.05290,0.08569
2017,Saxony-Anhalt,East,No,0.93071,879,923,0.91431,0.94710
2017,Thuringa,East,Yes,0.04371,48,978,0.03089,0.05653
2017,Thuringa,East,No,0.95629,930,978,0.94347,0.96911
2019,Schleswig-Holstein,West,Yes,0.07554,62,956,0.05878,0.09230
2019,Schleswig-Holstein,West,No,0.92446,894,956,0.90770,0.94122
2019,Hamburg,West,No,0.93624,500,500,0.91480,0.95768
2019,Lower Saxony,West,Yes,0.05536,131,2494,0.04638,0.06434
2019,Lower Saxony,West,No,0.94464,2363,2494,0.93566,0.95362
2019,Bremen,West,No,0.96432,209,209,0.93912,0.98953
2019,North Rhine-Westphalia,West,Yes,0.06041,282,5406,0.05405,0.06676
2019,North Rhine-Westphalia,West,No,0.93959,5124,5406,0.93324,0.94595
2019,Hesse,West,Yes,0.03922,68,1711,0.03002,0.04842
2019,Hesse,West,No,0.96078,1643,1711,0.95158,0.96998
2019,"Rhineland-Palatinate, Saarland",West,Yes,0.07054,80,1466,0.05743,0.08365
2019,"Rhineland-Palatinate, Saarland",West,No,0.92946,1386,1466,0.91635,0.94257
2019,Baden-Wuerttemberg,West,Yes,0.07108,166,2799,0.06156,0.08061
2019,Baden-Wuerttemberg,West,No,0.92892,2633,2799,0.91939,0.93844
2019,Bavaria,West,Yes,0.05082,200,3951,0.04397,0.05766
2019,Bavaria,West,No,0.94918,3751,3951,0.94234,0.95603
2019,Berlin,Does not apply,No,0.92292,70,70,0.85999,0.98586
2019,Berlin,West,Yes,0.06572,36,573,0.04542,0.08603
2019,Berlin,West,No,0.93428,537,573,0.91397,0.95458
2019,Berlin,East,No,0.91163,352,352,0.88193,0.94132
2019,Brandenburg,East,Yes,0.06746,71,1111,0.05271,0.08222
2019,Brandenburg,East,No,0.93254,1040,1111,0.91778,0.94729
2019,Mecklenburg-Western Pomerania,East,Yes,0.09154,40,611,0.06865,0.11442
2019,Mecklenburg-Western Pomerania,East,No,0.90846,571,611,0.88558,0.93135
2019,Saxony,East,Yes,0.04034,83,1634,0.03080,0.04988
2019,Saxony,East,No,0.95966,1551,1634,0.95012,0.96920
2019,Saxony-Anhalt,East,Yes,0.05855,45,889,0.04311,0.07399
2019,Saxony-Anhalt,East,No,0.94145,844,889,0.92601,0.95689
2019,Thuringa,East,Yes,0.04390,47,923,0.03067,0.05712
2019,Thuringa,East,No,0.95610,876,923,0.94288,0.96933
2021,Schleswig-Holstein,West,Yes,0.07978,49,825,0.06128,0.09829
2021,Schleswig-Holstein,West,No,0.92022,776,825,0.90171,0.93872
2021,Hamburg,West,No,0.95357,434,434,0.93375,0.97339
2021,Lower Saxony,West,Yes,0.07490,103,1881,0.06300,0.08680
2021,Lower Saxony,West,No,0.92510,1778,1881,0.91320,0.93700
2021,Bremen,West,No,0.96210,143,143,0.93069,0.99351
2021,North Rhine-Westphalia,West,Yes,0.06195,218,4112,0.05458,0.06932
2021,North Rhine-Westphalia,West,No,0.93805,3894,4112,0.93068,0.94542
2021,Hesse,West,Yes,0.05619,57,1323,0.04378,0.06860
2021,Hesse,West,No,0.94381,1266,1323,0.93140,0.95622
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.10310,64,996,0.08421,0.12200
2021,"Rhineland-Palatinate, Saarland",West,No,0.89690,932,996,0.87800,0.91579
2021,Baden-Wuerttemberg,West,Yes,0.07708,122,2167,0.06584,0.08831
2021,Baden-Wuerttemberg,West,No,0.92292,2045,2167,0.91169,0.93416
2021,Bavaria,West,Yes,0.06288,152,2852,0.05397,0.07179
2021,Bavaria,West,No,0.93712,2700,2852,0.92821,0.94603
2021,Berlin,West,Yes,0.07527,31,559,0.05338,0.09716
2021,Berlin,West,No,0.92473,528,559,0.90284,0.94662
2021,Berlin,East,No,0.85087,324,324,0.81202,0.88972
2021,Brandenburg,East,Yes,0.07139,54,701,0.05231,0.09046
2021,Brandenburg,East,No,0.92861,647,701,0.90954,0.94769
2021,Mecklenburg-Western Pomerania,East,No,0.91154,383,383,0.88306,0.94001
2021,Saxony,East,Yes,0.05479,62,1160,0.04169,0.06789
2021,Saxony,East,No,0.94521,1098,1160,0.93211,0.95831
2021,Saxony-Anhalt,East,Yes,0.03452,31,599,0.01989,0.04916
2021,Saxony-Anhalt,East,No,0.96548,568,599,0.95084,0.98011
2021,Thuringa,East,Yes,0.03910,34,633,0.02398,0.05421
2021,Thuringa,East,No,0.96090,599,633,0.94579,0.97602
