year,bula_h,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No,0.95575,489,489,0.93750,0.97399
2009,Hamburg,No,0.95260,252,252,0.92631,0.97889
2009,Lower Saxony,Yes,0.04161,70,1633,0.03192,0.05129
2009,Lower Saxony,No,0.95839,1563,1633,0.94871,0.96808
2009,Bremen,No,0.92794,114,114,0.88027,0.97562
2009,North Rhine-Westphalia,Yes,0.03820,131,3628,0.03196,0.04443
2009,North Rhine-Westphalia,No,0.96180,3497,3628,0.95557,0.96804
2009,Hesse,Yes,0.02972,42,1217,0.02018,0.03927
2009,Hesse,No,0.97028,1175,1217,0.96073,0.97982
2009,"Rhineland-Palatinate, Saarland",Yes,0.03333,36,1024,0.02233,0.04433
2009,"Rhineland-Palatinate, Saarland",No,0.96667,988,1024,0.95567,0.97767
2009,Baden-Wuerttemberg,Yes,0.03485,75,2107,0.02702,0.04268
2009,Baden-Wuerttemberg,No,0.96515,2032,2107,0.95732,0.97298
2009,Bavaria,Yes,0.03687,97,2609,0.02964,0.04411
2009,Bavaria,No,0.96313,2512,2609,0.95589,0.97036
2009,Berlin,Yes,0.04893,35,683,0.03274,0.06512
2009,Berlin,No,0.95107,648,683,0.93488,0.96726
2009,Brandenburg,No,0.96886,765,765,0.95655,0.98118
2009,Mecklenburg-Western Pomerania,No,0.95494,451,451,0.93577,0.97410
2009,Saxony,Yes,0.03624,49,1369,0.02634,0.04615
2009,Saxony,No,0.96376,1320,1369,0.95385,0.97366
2009,Saxony-Anhalt,No,0.95794,740,740,0.94346,0.97241
2009,Thuringa,No,0.96960,794,794,0.95764,0.98155
2011,Schleswig-Holstein,Yes,0.05837,34,651,0.04035,0.07639
2011,Schleswig-Holstein,No,0.94163,617,651,0.92361,0.95965
2011,Hamburg,No,0.92770,288,288,0.89773,0.95766
2011,Lower Saxony,Yes,0.04838,93,1908,0.03875,0.05801
2011,Lower Saxony,No,0.95162,1815,1908,0.94199,0.96125
2011,Bremen,No,0.96227,121,121,0.92818,0.99636
2011,North Rhine-Westphalia,Yes,0.04958,192,4131,0.04296,0.05620
2011,North Rhine-Westphalia,No,0.95042,3939,4131,0.94380,0.95704
2011,Hesse,Yes,0.03799,58,1409,0.02800,0.04797
2011,Hesse,No,0.96201,1351,1409,0.95203,0.97200
2011,"Rhineland-Palatinate, Saarland",Yes,0.04255,51,1206,0.03115,0.05394
2011,"Rhineland-Palatinate, Saarland",No,0.95745,1155,1206,0.94606,0.96885
2011,Baden-Wuerttemberg,Yes,0.04304,108,2486,0.03506,0.05102
2011,Baden-Wuerttemberg,No,0.95696,2378,2486,0.94898,0.96494
2011,Bavaria,Yes,0.04188,142,3184,0.03492,0.04884
2011,Bavaria,No,0.95812,3042,3184,0.95116,0.96508
2011,Berlin,Yes,0.06164,45,781,0.04476,0.07852
2011,Berlin,No,0.93836,736,781,0.92148,0.95524
2011,Brandenburg,Yes,0.04912,42,882,0.03485,0.06339
2011,Brandenburg,No,0.95088,840,882,0.93661,0.96515
2011,Mecklenburg-Western Pomerania,No,0.93367,490,490,0.91161,0.95572
2011,Saxony,Yes,0.03051,49,1404,0.02151,0.03951
2011,Saxony,No,0.96949,1355,1404,0.96049,0.97849
2011,Saxony-Anhalt,Yes,0.06490,49,867,0.04849,0.08131
2011,Saxony-Anhalt,No,0.93510,818,867,0.91869,0.95151
2011,Thuringa,No,0.97407,859,859,0.96343,0.98470
2013,Schleswig-Holstein,Yes,0.06326,36,593,0.04365,0.08287
2013,Schleswig-Holstein,No,0.93674,557,593,0.91713,0.95635
2013,Hamburg,No,0.90326,286,286,0.86894,0.93758
2013,Lower Saxony,Yes,0.06721,102,1775,0.05556,0.07886
2013,Lower Saxony,No,0.93279,1673,1775,0.92114,0.94444
2013,Bremen,No,0.95342,112,112,0.91421,0.99262
2013,North Rhine-Westphalia,Yes,0.05810,198,3718,0.05058,0.06563
2013,North Rhine-Westphalia,No,0.94190,3520,3718,0.93437,0.94942
2013,Hesse,Yes,0.04759,74,1290,0.03596,0.05921
2013,Hesse,No,0.95241,1216,1290,0.94079,0.96404
2013,"Rhineland-Palatinate, Saarland",Yes,0.04384,48,1098,0.03172,0.05595
2013,"Rhineland-Palatinate, Saarland",No,0.95616,1050,1098,0.94405,0.96828
