year,sex,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Very important,0.14366,858,3402,0.13187,0.15545
1990,male,Important,0.19269,1117,3402,0.17943,0.20594
1990,male,Less important,0.18782,1034,3402,0.17469,0.20095
1990,male,Unimportant,0.08071,393,3402,0.07156,0.08987
1990,female,Very important,0.10862,702,3685,0.09857,0.11867
1990,female,Important,0.18740,1177,3685,0.17480,0.20000
1990,female,Less important,0.19613,1162,3685,0.18331,0.20896
1990,female,Unimportant,0.13422,644,3685,0.12322,0.14523
1992,male,Very important,0.18228,1308,5188,0.17177,0.19278
1992,male,Important,0.22938,1559,5188,0.21794,0.24082
1992,male,Less important,0.22633,1622,5188,0.21494,0.23772
1992,male,Unimportant,0.11128,699,5188,0.10272,0.11984
1992,female,Very important,0.14961,1182,5703,0.14035,0.15887
1992,female,Important,0.22375,1668,5703,0.21293,0.23457
1992,female,Less important,0.23173,1794,5703,0.22078,0.24268
1992,female,Unimportant,0.16856,1059,5703,0.15884,0.17827
1995,male,Very important,0.19420,1401,5301,0.18355,0.20485
1995,male,Important,0.24336,1754,5301,0.23180,0.25491
1995,male,Less important,0.22773,1617,5301,0.21644,0.23902
1995,male,Unimportant,0.08761,529,5301,0.08000,0.09523
1995,female,Very important,0.16096,1266,5829,0.15153,0.17040
1995,female,Important,0.24155,1872,5829,0.23056,0.25254
1995,female,Less important,0.23302,1809,5829,0.22217,0.24387
1995,female,Unimportant,0.14406,882,5829,0.13504,0.15307
2004,male,Very important,0.20328,2715,10303,0.19551,0.21105
2004,male,Important,0.25867,3464,10303,0.25021,0.26712
2004,male,Less important,0.24136,2897,10303,0.23310,0.24963
2004,male,Unimportant,0.11808,1227,10303,0.11185,0.12432
2004,female,Very important,0.17313,2449,11107,0.16610,0.18017
2004,female,Important,0.25990,3767,11107,0.25174,0.26805
2004,female,Less important,0.24570,3261,11107,0.23770,0.25371
2004,female,Unimportant,0.15211,1630,11107,0.14543,0.15879
2008,male,Very important,0.17303,2099,9151,0.16528,0.18078
2008,male,Important,0.26961,3182,9151,0.26051,0.27870
2008,male,Less important,0.25320,2640,9151,0.24429,0.26211
2008,male,Unimportant,0.12927,1230,9151,0.12239,0.13614
2008,female,Very important,0.13507,1822,10020,0.12837,0.14176
2008,female,Important,0.26359,3394,10020,0.25496,0.27221
2008,female,Less important,0.26782,3105,10020,0.25915,0.27649
2008,female,Unimportant,0.16993,1699,10020,0.16257,0.17728
2012,male,Very important,0.17800,3006,12487,0.17129,0.18471
2012,male,Important,0.28485,4491,12487,0.27694,0.29277
2012,male,Less important,0.23286,3367,12487,0.22545,0.24027
2012,male,Unimportant,0.13139,1623,12487,0.12546,0.13732
2012,female,Very important,0.13453,2548,14971,0.12907,0.14000
2012,female,Important,0.27055,5070,14971,0.26343,0.27767
2012,female,Less important,0.25898,4734,14971,0.25196,0.26600
2012,female,Unimportant,0.17234,2619,14971,0.16629,0.17839
2016,male,Very important,0.17903,2697,11063,0.17189,0.18618
2016,male,Important,0.28473,4027,11063,0.27632,0.29314
2016,male,Less important,0.23424,2912,11063,0.22634,0.24213
2016,male,Unimportant,0.12513,1427,11063,0.11897,0.13130
2016,female,Very important,0.14597,2397,13071,0.13992,0.15203
2016,female,Important,0.27963,4496,13071,0.27194,0.28732
2016,female,Less important,0.24845,3905,13071,0.24104,0.25586
2016,female,Unimportant,0.16429,2273,13071,0.15794,0.17064
2021,male,Very important,0.18192,1954,8047,0.17350,0.19035
2021,male,Important,0.27538,2788,8047,0.26562,0.28514
2021,male,Less important,0.24533,2284,8047,0.23593,0.25474
2021,male,Unimportant,0.10585,1021,8047,0.09913,0.11257
2021,female,Very important,0.14369,1657,9045,0.13646,0.15092
2021,female,Important,0.28178,3132,9045,0.27251,0.29105
2021,female,Less important,0.24551,2748,9045,0.23664,0.25438
2021,female,Unimportant,0.15185,1508,9045,0.14445,0.15925
