year,age_gr,migback,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,Very important,0.11070,277,1751,0.09600,0.12540
1990,17-29 y.,No migration background,Important,0.22010,522,1751,0.20069,0.23951
1990,17-29 y.,No migration background,Less important,0.33990,754,1751,0.31770,0.36209
1990,17-29 y.,No migration background,Unimportant,0.09488,198,1751,0.08115,0.10861
1990,17-29 y.,Direct migration background,Less important,0.16281,39,39,0.04543,0.28020
1990,30-45 y.,No migration background,Very important,0.13694,364,1920,0.12156,0.15232
1990,30-45 y.,No migration background,Important,0.27073,685,1920,0.25085,0.29061
1990,30-45 y.,No migration background,Less important,0.27632,661,1920,0.25631,0.29632
1990,30-45 y.,No migration background,Unimportant,0.09501,210,1920,0.08189,0.10813
1990,30-45 y.,Direct migration background,Important,0.11330,35,82,0.04428,0.18233
1990,30-45 y.,Direct migration background,Less important,0.15818,47,82,0.07871,0.23765
1990,46-65 y.,No migration background,Very important,0.20233,556,1984,0.18464,0.22001
1990,46-65 y.,No migration background,Important,0.27536,725,1984,0.25570,0.29502
1990,46-65 y.,No migration background,Less important,0.18468,436,1984,0.16760,0.20175
1990,46-65 y.,No migration background,Unimportant,0.11933,267,1984,0.10506,0.13359
1990,46-65 y.,Direct migration background,Very important,0.12257,48,148,0.06956,0.17559
1990,46-65 y.,Direct migration background,Important,0.16537,60,148,0.10531,0.22542
1990,46-65 y.,Direct migration background,Less important,0.13510,40,148,0.07984,0.19036
1990,66 and older,No migration background,Very important,0.17392,238,940,0.14968,0.19817
1990,66 and older,No migration background,Important,0.17288,218,940,0.14869,0.19707
1990,66 and older,No migration background,Less important,0.16630,185,940,0.14249,0.19012
1990,66 and older,No migration background,Unimportant,0.29466,299,940,0.26550,0.32382
1992,17-29 y.,No migration background,Very important,0.16865,457,2557,0.15413,0.18316
1992,17-29 y.,No migration background,Important,0.27234,722,2557,0.25508,0.28960
1992,17-29 y.,No migration background,Less important,0.44194,1102,2557,0.42269,0.46119
1992,17-29 y.,No migration background,Unimportant,0.11166,276,2557,0.09945,0.12387
1992,17-29 y.,Direct migration background,Less important,0.15425,33,33,0.02911,0.27940
1992,30-45 y.,No migration background,Very important,0.21747,831,3430,0.20367,0.23128
1992,30-45 y.,No migration background,Important,0.30872,1027,3430,0.29325,0.32418
1992,30-45 y.,No migration background,Less important,0.35536,1214,3430,0.33934,0.37138
1992,30-45 y.,No migration background,Unimportant,0.11434,358,3430,0.10369,0.12499
1992,30-45 y.,Direct migration background,Very important,0.11449,39,137,0.06097,0.16800
1992,30-45 y.,Direct migration background,Important,0.13595,47,137,0.07835,0.19355
1992,30-45 y.,Direct migration background,Less important,0.14770,51,137,0.08807,0.20733
1992,46-65 y.,No migration background,Very important,0.24347,759,2986,0.22807,0.25886
1992,46-65 y.,No migration background,Important,0.32172,945,2986,0.30497,0.33848
1992,46-65 y.,No migration background,Less important,0.23541,731,2986,0.22019,0.25063
1992,46-65 y.,No migration background,Unimportant,0.18123,551,2986,0.16741,0.19505
1992,46-65 y.,Direct migration background,Very important,0.15961,70,238,0.11298,0.20624
1992,46-65 y.,Direct migration background,Important,0.14133,69,238,0.09698,0.18568
1992,46-65 y.,Direct migration background,Less important,0.10803,46,238,0.06851,0.14756
1992,46-65 y.,Direct migration background,Unimportant,0.10303,53,238,0.06433,0.14173
1992,66 and older,No migration background,Very important,0.19668,284,1272,0.17482,0.21853
1992,66 and older,No migration background,Important,0.25566,349,1272,0.23167,0.27964
1992,66 and older,No migration background,Less important,0.15033,194,1272,0.13069,0.16998
1992,66 and older,No migration background,Unimportant,0.35883,445,1272,0.33246,0.38520
1992,66 and older,Direct migration background,Unimportant,0.38304,39,39,0.22847,0.53761
1995,17-29 y.,No migration background,Very important,0.17303,415,2273,0.15748,0.18859
1995,17-29 y.,No migration background,Important,0.31054,746,2273,0.29151,0.32957
1995,17-29 y.,No migration background,Less important,0.41526,928,2273,0.39500,0.43552
1995,17-29 y.,No migration background,Unimportant,0.08680,184,2273,0.07522,0.09837
1995,17-29 y.,Direct migration background,Very important,0.11911,46,215,0.07571,0.16251
1995,17-29 y.,Direct migration background,Important,0.25613,94,215,0.19765,0.31461
1995,17-29 y.,Direct migration background,Less important,0.22620,75,215,0.17014,0.28225
1995,17-29 y.,Indirect migration background,Important,0.13177,34,74,0.05418,0.20937
1995,17-29 y.,Indirect migration background,Less important,0.18801,40,74,0.09838,0.27765
1995,30-45 y.,No migration background,Very important,0.23508,866,3443,0.22091,0.24924
1995,30-45 y.,No migration background,Important,0.32758,1160,3443,0.31190,0.34326
1995,30-45 y.,No migration background,Less important,0.33173,1128,3443,0.31600,0.34746
1995,30-45 y.,No migration background,Unimportant,0.09312,289,3443,0.08341,0.10282
1995,30-45 y.,Direct migration background,Very important,0.19427,111,404,0.15564,0.23289
1995,30-45 y.,Direct migration background,Important,0.24632,147,404,0.20425,0.28838
1995,30-45 y.,Direct migration background,Less important,0.18870,112,404,0.15050,0.22690
1995,30-45 y.,Direct migration background,Unimportant,0.05941,34,404,0.03633,0.08249
1995,46-65 y.,No migration background,Very important,0.25244,779,2893,0.23660,0.26827
1995,46-65 y.,No migration background,Important,0.32050,936,2893,0.30349,0.33751
1995,46-65 y.,No migration background,Less important,0.27919,803,2893,0.26284,0.29554
1995,46-65 y.,No migration background,Unimportant,0.13963,375,2893,0.12699,0.15226
1995,46-65 y.,Direct migration background,Very important,0.15168,75,334,0.11315,0.19020
1995,46-65 y.,Direct migration background,Important,0.19457,114,334,0.15205,0.23709
1995,46-65 y.,Direct migration background,Less important,0.19118,105,334,0.14895,0.23342
1995,46-65 y.,Direct migration background,Unimportant,0.07561,40,334,0.04722,0.10401
1995,66 and older,No migration background,Very important,0.22030,312,1270,0.19750,0.24311
1995,66 and older,No migration background,Important,0.26614,345,1270,0.24182,0.29045
1995,66 and older,No migration background,Less important,0.16233,200,1270,0.14204,0.18262
1995,66 and older,No migration background,Unimportant,0.32041,413,1270,0.29473,0.34608
1995,66 and older,Direct migration background,Very important,0.20615,36,126,0.13523,0.27707
1995,66 and older,Direct migration background,Important,0.19854,37,126,0.12861,0.26847
1995,66 and older,Direct migration background,Unimportant,0.32741,53,126,0.24515,0.40968
2004,17-29 y.,No migration background,Very important,0.17281,517,3049,0.15939,0.18624
2004,17-29 y.,No migration background,Important,0.29891,960,3049,0.28266,0.31516
2004,17-29 y.,No migration background,Less important,0.41093,1247,3049,0.39346,0.42840
2004,17-29 y.,No migration background,Unimportant,0.11091,325,3049,0.09976,0.12206
2004,17-29 y.,Direct migration background,Very important,0.21846,82,371,0.17635,0.26056
2004,17-29 y.,Direct migration background,Important,0.37280,146,371,0.32352,0.42207
2004,17-29 y.,Direct migration background,Less important,0.28906,112,371,0.24286,0.33525
2004,17-29 y.,Direct migration background,Unimportant,0.10743,31,371,0.07588,0.13898
2004,17-29 y.,Indirect migration background,Very important,0.21992,117,508,0.18387,0.25598
2004,17-29 y.,Indirect migration background,Important,0.32386,175,508,0.28313,0.36459
2004,17-29 y.,Indirect migration background,Less important,0.36407,173,508,0.32219,0.40596
2004,17-29 y.,Indirect migration background,Unimportant,0.08248,43,508,0.05854,0.10643
2004,30-45 y.,No migration background,Very important,0.21358,1299,5435,0.20268,0.22448
2004,30-45 y.,No migration background,Important,0.31498,1832,5435,0.30263,0.32733
2004,30-45 y.,No migration background,Less important,0.35257,1775,5435,0.33987,0.36527
2004,30-45 y.,No migration background,Unimportant,0.11300,529,5435,0.10458,0.12141
2004,30-45 y.,Direct migration background,Very important,0.29979,244,841,0.26881,0.33078
2004,30-45 y.,Direct migration background,Important,0.32699,300,841,0.29526,0.35871
2004,30-45 y.,Direct migration background,Less important,0.26559,230,841,0.23572,0.29546
2004,30-45 y.,Direct migration background,Unimportant,0.10001,67,841,0.07972,0.12030
2004,30-45 y.,Indirect migration background,Very important,0.18400,44,202,0.13043,0.23757
2004,30-45 y.,Indirect migration background,Important,0.29824,78,202,0.23499,0.36148
2004,30-45 y.,Indirect migration background,Less important,0.41824,80,202,0.35004,0.48643
2004,46-65 y.,No migration background,Very important,0.23068,1615,6315,0.22029,0.24107
2004,46-65 y.,No migration background,Important,0.32915,2300,6315,0.31756,0.34074
2004,46-65 y.,No migration background,Less important,0.25771,1573,6315,0.24692,0.26850
2004,46-65 y.,No migration background,Unimportant,0.17067,827,6315,0.16139,0.17995
2004,46-65 y.,Direct migration background,Very important,0.20310,203,943,0.17741,0.22879
2004,46-65 y.,Direct migration background,Important,0.30388,322,943,0.27451,0.33325
2004,46-65 y.,Direct migration background,Less important,0.31202,279,943,0.28244,0.34161
2004,46-65 y.,Direct migration background,Unimportant,0.16464,139,943,0.14095,0.18832
2004,66 and older,No migration background,Very important,0.25499,957,3316,0.24015,0.26983
2004,66 and older,No migration background,Important,0.27981,994,3316,0.26453,0.29509
2004,66 and older,No migration background,Less important,0.18110,589,3316,0.16799,0.19421
2004,66 and older,No migration background,Unimportant,0.25711,776,3316,0.24223,0.27198
2004,66 and older,Direct migration background,Very important,0.21291,74,353,0.17014,0.25568
2004,66 and older,Direct migration background,Important,0.24149,97,353,0.19677,0.28620
2004,66 and older,Direct migration background,Less important,0.23446,89,353,0.19020,0.27872
2004,66 and older,Direct migration background,Unimportant,0.28402,93,353,0.23691,0.33112
2008,17-29 y.,No migration background,Very important,0.12448,337,2489,0.11151,0.13745
2008,17-29 y.,No migration background,Important,0.27737,742,2489,0.25978,0.29496
2008,17-29 y.,No migration background,Less important,0.41144,1122,2489,0.39210,0.43077
2008,17-29 y.,No migration background,Unimportant,0.11352,288,2489,0.10105,0.12598
2008,17-29 y.,Direct migration background,Very important,0.17176,38,208,0.12038,0.22315
2008,17-29 y.,Direct migration background,Important,0.34101,72,208,0.27643,0.40559
2008,17-29 y.,Direct migration background,Less important,0.38975,98,208,0.32332,0.45619
2008,17-29 y.,Indirect migration background,Very important,0.19635,95,430,0.15876,0.23394
2008,17-29 y.,Indirect migration background,Important,0.28351,153,430,0.24086,0.32616
2008,17-29 y.,Indirect migration background,Less important,0.31636,139,430,0.27235,0.36036
2008,17-29 y.,Indirect migration background,Unimportant,0.07711,43,430,0.05187,0.10235
2008,30-45 y.,No migration background,Very important,0.17700,828,4278,0.16556,0.18844
2008,30-45 y.,No migration background,Important,0.31566,1483,4278,0.30173,0.32959
2008,30-45 y.,No migration background,Less important,0.37540,1505,4278,0.36089,0.38991
2008,30-45 y.,No migration background,Unimportant,0.12563,462,4278,0.11570,0.13556
2008,30-45 y.,Direct migration background,Very important,0.22066,149,604,0.18756,0.25376
2008,30-45 y.,Direct migration background,Important,0.36691,227,604,0.32844,0.40538
2008,30-45 y.,Direct migration background,Less important,0.31794,178,604,0.28077,0.35511
2008,30-45 y.,Direct migration background,Unimportant,0.09145,50,604,0.06845,0.11446
2008,30-45 y.,Indirect migration background,Very important,0.19994,62,241,0.14934,0.25054
2008,30-45 y.,Indirect migration background,Important,0.40501,100,241,0.34290,0.46712
2008,30-45 y.,Indirect migration background,Less important,0.26344,79,241,0.20771,0.31917
2008,46-65 y.,No migration background,Very important,0.18457,1261,5913,0.17468,0.19446
