year,migback,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Very important,0.13193,1435,6595,0.12376,0.14010
1990,No migration background,Important,0.20258,2150,6595,0.19288,0.21228
1990,No migration background,Less important,0.20276,2036,6595,0.19305,0.21246
1990,No migration background,Unimportant,0.11565,974,6595,0.10793,0.12337
1990,Direct migration background,Very important,0.10312,111,440,0.07467,0.13157
1990,Direct migration background,Important,0.13125,134,440,0.09966,0.16283
1990,Direct migration background,Less important,0.14613,139,440,0.11309,0.17917
1990,Direct migration background,Unimportant,0.07083,56,440,0.04683,0.09482
1992,No migration background,Very important,0.17608,2331,10245,0.16871,0.18346
1992,No migration background,Important,0.24604,3043,10245,0.23770,0.25439
1992,No migration background,Less important,0.24895,3241,10245,0.24058,0.25732
1992,No migration background,Unimportant,0.15059,1630,10245,0.14367,0.15752
1992,Direct migration background,Very important,0.13255,148,570,0.10468,0.16041
1992,Direct migration background,Important,0.13562,166,570,0.10748,0.16375
1992,Direct migration background,Less important,0.12946,142,570,0.10188,0.15705
1992,Direct migration background,Unimportant,0.10282,114,570,0.07787,0.12778
1992,Indirect migration background,Less important,0.03511,33,33,-0.02866,0.09888
1995,No migration background,Very important,0.18803,2372,9879,0.18033,0.19574
1995,No migration background,Important,0.25783,3187,9879,0.24920,0.26646
1995,No migration background,Less important,0.24715,3059,9879,0.23864,0.25566
1995,No migration background,Unimportant,0.12597,1261,9879,0.11943,0.13252
1995,Direct migration background,Very important,0.15669,268,1117,0.13536,0.17801
1995,Direct migration background,Important,0.20961,392,1117,0.18573,0.23349
1995,Direct migration background,Less important,0.17966,318,1117,0.15713,0.20218
1995,Direct migration background,Unimportant,0.09190,139,1117,0.07495,0.10885
1995,Indirect migration background,Important,0.05082,47,96,0.00665,0.09498
1995,Indirect migration background,Less important,0.06338,49,96,0.01439,0.11238
2004,No migration background,Very important,0.19047,4388,18115,0.18475,0.19619
2004,No migration background,Important,0.26377,6086,18115,0.25735,0.27018
2004,No migration background,Less important,0.24719,5184,18115,0.24091,0.25347
2004,No migration background,Unimportant,0.14174,2457,18115,0.13666,0.14682
2004,Direct migration background,Very important,0.22862,603,2508,0.21218,0.24505
2004,Direct migration background,Important,0.30072,865,2508,0.28277,0.31868
2004,Direct migration background,Less important,0.27027,710,2508,0.25289,0.28766
2004,Direct migration background,Unimportant,0.14723,330,2508,0.13336,0.16110
2004,Indirect migration background,Very important,0.08804,173,787,0.06823,0.10785
2004,Indirect migration background,Important,0.13476,280,787,0.11089,0.15863
2004,Indirect migration background,Less important,0.15443,264,787,0.12916,0.17969
2004,Indirect migration background,Unimportant,0.03854,70,787,0.02508,0.05199
2008,No migration background,Very important,0.15560,3373,16522,0.15007,0.16113
2008,No migration background,Important,0.27098,5681,16522,0.26420,0.27776
2008,No migration background,Less important,0.26358,4935,16522,0.25686,0.27030
2008,No migration background,Unimportant,0.15559,2533,16522,0.15006,0.16111
2008,Direct migration background,Very important,0.17844,384,1888,0.16117,0.19572
2008,Direct migration background,Important,0.29915,614,1888,0.27849,0.31981
2008,Direct migration background,Less important,0.31103,572,1888,0.29014,0.33192
2008,Direct migration background,Unimportant,0.17824,318,1888,0.16097,0.19551
2008,Indirect migration background,Very important,0.09998,164,761,0.07866,0.12131
2008,Indirect migration background,Important,0.17569,281,761,0.14864,0.20275
2008,Indirect migration background,Less important,0.16051,238,761,0.13442,0.18661
2008,Indirect migration background,Unimportant,0.05295,78,761,0.03703,0.06887
2012,No migration background,Very important,0.15044,4478,23128,0.14583,0.15504
2012,No migration background,Important,0.28331,8034,23128,0.27750,0.28911
2012,No migration background,Less important,0.25409,6935,23128,0.24848,0.25970
