year,quintil_oecd,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Very important,0.11646,217,1101,0.09751,0.13542
1990,1st Quintile,Important,0.18002,312,1101,0.15732,0.20273
1990,1st Quintile,Less important,0.18654,305,1101,0.16352,0.20956
1990,1st Quintile,Unimportant,0.19351,267,1101,0.17016,0.21685
1990,2nd Quintile,Very important,0.15716,310,1324,0.13755,0.17677
1990,2nd Quintile,Important,0.21073,410,1324,0.18875,0.23271
1990,2nd Quintile,Less important,0.21204,406,1324,0.19002,0.23407
1990,2nd Quintile,Unimportant,0.13568,198,1324,0.11723,0.15413
1990,3rd Quintile,Very important,0.15947,321,1405,0.14032,0.17862
1990,3rd Quintile,Important,0.21759,435,1405,0.19601,0.23918
1990,3rd Quintile,Less important,0.25131,449,1405,0.22862,0.27400
1990,3rd Quintile,Unimportant,0.13328,200,1405,0.11550,0.15105
1990,4th Quintile,Very important,0.17105,347,1589,0.15253,0.18957
1990,4th Quintile,Important,0.28691,544,1589,0.26466,0.30916
1990,4th Quintile,Less important,0.28119,518,1589,0.25907,0.30330
1990,4th Quintile,Unimportant,0.10851,180,1589,0.09321,0.12380
1990,5th Quintile,Very important,0.18759,364,1665,0.16883,0.20635
1990,5th Quintile,Important,0.30277,592,1665,0.28070,0.32485
1990,5th Quintile,Less important,0.28081,518,1665,0.25921,0.30240
1990,5th Quintile,Unimportant,0.11202,191,1665,0.09686,0.12717
1992,1st Quintile,Very important,0.12634,473,2260,0.11264,0.14004
1992,1st Quintile,Important,0.15416,512,2260,0.13927,0.16905
1992,1st Quintile,Less important,0.20349,678,2260,0.18689,0.22009
1992,1st Quintile,Unimportant,0.22427,597,2260,0.20707,0.24147
1992,2nd Quintile,Very important,0.14795,529,2270,0.13334,0.16256
1992,2nd Quintile,Important,0.19981,627,2270,0.18336,0.21627
1992,2nd Quintile,Less important,0.21768,760,2270,0.20070,0.23466
1992,2nd Quintile,Unimportant,0.12993,354,2270,0.11610,0.14377
1992,3rd Quintile,Very important,0.15397,457,2073,0.13843,0.16951
1992,3rd Quintile,Important,0.22086,633,2073,0.20300,0.23872
1992,3rd Quintile,Less important,0.22748,688,2073,0.20943,0.24553
1992,3rd Quintile,Unimportant,0.13056,295,2073,0.11606,0.14507
1992,4th Quintile,Very important,0.18344,489,2110,0.16692,0.19996
1992,4th Quintile,Important,0.25128,670,2110,0.23277,0.26979
1992,4th Quintile,Less important,0.24714,662,2110,0.22873,0.26555
1992,4th Quintile,Unimportant,0.12311,289,2110,0.10909,0.13714
1992,5th Quintile,Very important,0.21574,542,2177,0.19845,0.23302
1992,5th Quintile,Important,0.30638,785,2177,0.28701,0.32575
1992,5th Quintile,Less important,0.24976,627,2177,0.23157,0.26794
1992,5th Quintile,Unimportant,0.09584,223,2177,0.08347,0.10821
1995,1st Quintile,Very important,0.12222,397,1902,0.10749,0.13694
1995,1st Quintile,Important,0.16711,516,1902,0.15034,0.18389
1995,1st Quintile,Less important,0.22741,633,1902,0.20856,0.24625
1995,1st Quintile,Unimportant,0.14299,356,1902,0.12726,0.15873
1995,2nd Quintile,Very important,0.16143,548,2252,0.14623,0.17663
1995,2nd Quintile,Important,0.19583,634,2252,0.17944,0.21223
1995,2nd Quintile,Less important,0.21135,707,2252,0.19448,0.22821
1995,2nd Quintile,Unimportant,0.14775,363,2252,0.13309,0.16241
1995,3rd Quintile,Very important,0.19258,602,2326,0.17656,0.20861
1995,3rd Quintile,Important,0.23895,760,2326,0.22162,0.25629
1995,3rd Quintile,Less important,0.22143,707,2326,0.20456,0.23831
1995,3rd Quintile,Unimportant,0.10918,257,2326,0.09650,0.12186
1995,4th Quintile,Very important,0.19991,569,2356,0.18375,0.21606
1995,4th Quintile,Important,0.28927,848,2356,0.27096,0.30758
