year,bula_h,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Very important,0.14037,53,252,0.09740,0.18335
1990,Schleswig-Holstein,Important,0.24425,74,252,0.19110,0.29740
1990,Schleswig-Holstein,Less important,0.27150,88,252,0.21648,0.32652
1990,Schleswig-Holstein,Unimportant,0.12871,37,252,0.08728,0.17014
1990,Hamburg,Less important,0.38377,58,92,0.28386,0.48369
1990,Hamburg,Unimportant,0.24702,34,92,0.15841,0.33563
1990,Lower Saxony,Very important,0.19232,200,838,0.16562,0.21902
1990,Lower Saxony,Important,0.24856,271,838,0.21928,0.27784
1990,Lower Saxony,Less important,0.22683,241,838,0.19846,0.25520
1990,Lower Saxony,Unimportant,0.14745,126,838,0.12343,0.17147
1990,Bremen,Unimportant,0.35987,32,32,0.19091,0.52883
1990,North Rhine-Westphalia,Very important,0.12678,342,1910,0.11185,0.14171
1990,North Rhine-Westphalia,Important,0.23068,613,1910,0.21179,0.24958
1990,North Rhine-Westphalia,Less important,0.26897,666,1910,0.24908,0.28886
1990,North Rhine-Westphalia,Unimportant,0.13617,289,1910,0.12078,0.15155
1990,Hesse,Very important,0.15378,140,667,0.12638,0.18118
1990,Hesse,Important,0.26032,224,667,0.22699,0.29365
1990,Hesse,Less important,0.23470,213,667,0.20251,0.26689
1990,Hesse,Unimportant,0.12416,90,667,0.09911,0.14920
1990,"Rhineland-Palatinate, Saarland",Very important,0.18435,142,559,0.15217,0.21652
1990,"Rhineland-Palatinate, Saarland",Important,0.33811,242,559,0.29886,0.37736
1990,"Rhineland-Palatinate, Saarland",Less important,0.16478,106,559,0.13399,0.19556
1990,"Rhineland-Palatinate, Saarland",Unimportant,0.12404,69,559,0.09669,0.15139
1990,Baden-Wuerttemberg,Very important,0.20170,330,1148,0.17848,0.22492
1990,Baden-Wuerttemberg,Important,0.23393,382,1148,0.20943,0.25842
1990,Baden-Wuerttemberg,Less important,0.21413,323,1148,0.19039,0.23788
1990,Baden-Wuerttemberg,Unimportant,0.08831,113,1148,0.07189,0.10473
1990,Bavaria,Very important,0.18097,312,1270,0.15979,0.20215
1990,Bavaria,Important,0.24685,418,1270,0.22313,0.27058
1990,Bavaria,Less important,0.22755,371,1270,0.20448,0.25062
1990,Bavaria,Unimportant,0.13092,169,1270,0.11236,0.14948
1990,Berlin,Less important,0.24085,113,191,0.18005,0.30166
1990,Berlin,Unimportant,0.17861,78,191,0.12415,0.23308
1992,Schleswig-Holstein,Very important,0.16891,54,240,0.12141,0.21641
1992,Schleswig-Holstein,Important,0.25136,81,240,0.19636,0.30636
1992,Schleswig-Holstein,Less important,0.20766,74,240,0.15623,0.25908
1992,Schleswig-Holstein,Unimportant,0.11031,31,240,0.07059,0.15003
1992,Hamburg,Less important,0.29965,42,77,0.19666,0.40265
1992,Hamburg,Unimportant,0.28208,35,77,0.18090,0.38325
1992,Lower Saxony,Very important,0.18909,207,833,0.16249,0.21570
1992,Lower Saxony,Important,0.23305,262,833,0.20432,0.26178
1992,Lower Saxony,Less important,0.22869,248,833,0.20015,0.25723
1992,Lower Saxony,Unimportant,0.13811,116,833,0.11467,0.16156
1992,Bremen,Unimportant,0.42026,33,33,0.24924,0.59128
1992,North Rhine-Westphalia,Very important,0.13290,343,1872,0.11752,0.14828
1992,North Rhine-Westphalia,Important,0.22308,596,1872,0.20422,0.24195
1992,North Rhine-Westphalia,Less important,0.24824,648,1872,0.22867,0.26781
1992,North Rhine-Westphalia,Unimportant,0.13469,285,1872,0.11922,0.15016
1992,Hesse,Very important,0.15645,138,652,0.12854,0.18435
1992,Hesse,Important,0.26656,235,652,0.23259,0.30052
1992,Hesse,Less important,0.21026,192,652,0.17895,0.24156
1992,Hesse,Unimportant,0.12694,87,652,0.10137,0.15252
1992,"Rhineland-Palatinate, Saarland",Very important,0.21837,170,543,0.18359,0.25315
1992,"Rhineland-Palatinate, Saarland",Important,0.34239,230,543,0.30244,0.38233
1992,"Rhineland-Palatinate, Saarland",Less important,0.16346,105,543,0.13232,0.19459
1992,"Rhineland-Palatinate, Saarland",Unimportant,0.06355,38,543,0.04301,0.08409
1992,Baden-Wuerttemberg,Very important,0.18545,302,1099,0.16246,0.20844
1992,Baden-Wuerttemberg,Important,0.24347,385,1099,0.21809,0.26886
1992,Baden-Wuerttemberg,Less important,0.18577,292,1099,0.16277,0.20878
1992,Baden-Wuerttemberg,Unimportant,0.08944,120,1099,0.07256,0.10632
1992,Bavaria,Very important,0.20883,363,1306,0.18677,0.23088
1992,Bavaria,Important,0.23405,429,1306,0.21108,0.25703
1992,Bavaria,Less important,0.21304,361,1306,0.19082,0.23525
1992,Bavaria,Unimportant,0.10833,153,1306,0.09147,0.12520
1992,Berlin,Very important,0.05143,45,490,0.03186,0.07101
1992,Berlin,Important,0.10460,57,490,0.07748,0.13173
1992,Berlin,Less important,0.32851,216,490,0.28688,0.37013
1992,Berlin,Unimportant,0.27657,172,490,0.23693,0.31622
1992,Brandenburg,Very important,0.16978,139,652,0.14094,0.19862
1992,Brandenburg,Important,0.19278,161,652,0.16248,0.22309
1992,Brandenburg,Less important,0.26817,228,652,0.23414,0.30220
1992,Brandenburg,Unimportant,0.17087,124,652,0.14195,0.19978
1992,Mecklenburg-Western Pomerania,Very important,0.17316,92,413,0.13662,0.20969
1992,Mecklenburg-Western Pomerania,Important,0.17931,104,413,0.14226,0.21635
1992,Mecklenburg-Western Pomerania,Less important,0.27274,148,413,0.22973,0.31574
1992,Mecklenburg-Western Pomerania,Unimportant,0.16406,69,413,0.12830,0.19982
1992,Saxony,Very important,0.14322,230,1147,0.12294,0.16351
1992,Saxony,Important,0.15475,232,1147,0.13381,0.17569
1992,Saxony,Less important,0.27533,416,1147,0.24947,0.30119
1992,Saxony,Unimportant,0.23122,269,1147,0.20681,0.25564
1992,Saxony-Anhalt,Very important,0.18059,182,765,0.15331,0.20787
1992,Saxony-Anhalt,Important,0.21089,197,765,0.18196,0.23982
1992,Saxony-Anhalt,Less important,0.26045,257,765,0.22933,0.29157
1992,Saxony-Anhalt,Unimportant,0.18024,129,765,0.15298,0.20750
1992,Thuringa,Very important,0.20335,199,679,0.17306,0.23365
1992,Thuringa,Important,0.21038,203,679,0.17970,0.24106
1992,Thuringa,Less important,0.21522,180,679,0.18428,0.24615
1992,Thuringa,Unimportant,0.15917,97,679,0.13163,0.18671
1995,Schleswig-Holstein,Very important,0.18665,67,235,0.13673,0.23658
1995,Schleswig-Holstein,Important,0.29173,89,235,0.23349,0.34997
1995,Schleswig-Holstein,Less important,0.21253,79,235,0.16012,0.26495
