year,age_gr,bula_h,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Less important,0.43136,31,31,0.25413,0.60859
1990,17-29 y.,Lower Saxony,Very important,0.14418,36,225,0.09817,0.19018
1990,17-29 y.,Lower Saxony,Important,0.23158,56,225,0.17633,0.28682
1990,17-29 y.,Lower Saxony,Less important,0.42935,101,225,0.36453,0.49418
1990,17-29 y.,Lower Saxony,Unimportant,0.13683,32,225,0.09183,0.18184
1990,17-29 y.,North Rhine-Westphalia,Very important,0.11605,68,494,0.08778,0.14433
1990,17-29 y.,North Rhine-Westphalia,Important,0.23296,142,494,0.19565,0.27028
1990,17-29 y.,North Rhine-Westphalia,Less important,0.41393,224,494,0.37045,0.45741
1990,17-29 y.,North Rhine-Westphalia,Unimportant,0.13627,60,494,0.10598,0.16655
1990,17-29 y.,Hesse,Important,0.28743,54,135,0.21080,0.36406
1990,17-29 y.,Hesse,Less important,0.43110,81,135,0.34725,0.51496
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Important,0.37911,61,105,0.28586,0.47235
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Less important,0.32467,44,105,0.23467,0.41466
1990,17-29 y.,Baden-Wuerttemberg,Very important,0.16359,65,290,0.12094,0.20624
1990,17-29 y.,Baden-Wuerttemberg,Important,0.25240,92,290,0.20232,0.30248
1990,17-29 y.,Baden-Wuerttemberg,Less important,0.38784,133,290,0.33166,0.44401
1990,17-29 y.,Bavaria,Very important,0.17844,70,356,0.13861,0.21827
1990,17-29 y.,Bavaria,Important,0.26903,106,356,0.22290,0.31516
1990,17-29 y.,Bavaria,Less important,0.36187,140,356,0.31188,0.41186
1990,17-29 y.,Bavaria,Unimportant,0.11887,40,356,0.08520,0.15254
1990,30-45 y.,Lower Saxony,Very important,0.12863,32,186,0.08038,0.17687
1990,30-45 y.,Lower Saxony,Important,0.37513,84,186,0.30536,0.44490
1990,30-45 y.,Lower Saxony,Less important,0.31271,70,186,0.24591,0.37952
1990,30-45 y.,North Rhine-Westphalia,Very important,0.15103,109,643,0.12333,0.17873
1990,30-45 y.,North Rhine-Westphalia,Important,0.31117,218,643,0.27535,0.34698
1990,30-45 y.,North Rhine-Westphalia,Less important,0.35794,246,643,0.32086,0.39503
1990,30-45 y.,North Rhine-Westphalia,Unimportant,0.10785,70,643,0.08386,0.13185
1990,30-45 y.,Hesse,Very important,0.14764,32,168,0.09384,0.20144
1990,30-45 y.,Hesse,Important,0.33022,66,168,0.25889,0.40155
1990,30-45 y.,Hesse,Less important,0.33313,70,168,0.26164,0.40461
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Very important,0.20110,34,102,0.12293,0.27928
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Important,0.46998,68,102,0.37265,0.56732
1990,30-45 y.,Baden-Wuerttemberg,Very important,0.21391,85,303,0.16766,0.26015
1990,30-45 y.,Baden-Wuerttemberg,Important,0.30679,123,303,0.25477,0.35880
1990,30-45 y.,Baden-Wuerttemberg,Less important,0.27163,95,303,0.22147,0.32180
1990,30-45 y.,Bavaria,Very important,0.20479,86,357,0.16287,0.24671
1990,30-45 y.,Bavaria,Important,0.28067,115,357,0.23400,0.32735
1990,30-45 y.,Bavaria,Less important,0.33027,120,357,0.28141,0.37913
1990,30-45 y.,Bavaria,Unimportant,0.10739,36,357,0.07523,0.13955
1990,30-45 y.,Berlin,Less important,0.32832,38,38,0.17701,0.47964
1990,46-65 y.,Lower Saxony,Very important,0.26358,83,286,0.21243,0.31473
1990,46-65 y.,Lower Saxony,Important,0.34236,111,286,0.28727,0.39745
1990,46-65 y.,Lower Saxony,Less important,0.18665,54,286,0.14142,0.23189
1990,46-65 y.,Lower Saxony,Unimportant,0.15486,38,286,0.11286,0.19686
1990,46-65 y.,North Rhine-Westphalia,Very important,0.20060,126,544,0.16692,0.23429
1990,46-65 y.,North Rhine-Westphalia,Important,0.30060,196,544,0.26203,0.33917
1990,46-65 y.,North Rhine-Westphalia,Less important,0.26946,143,544,0.23214,0.30678
1990,46-65 y.,North Rhine-Westphalia,Unimportant,0.14997,79,544,0.11994,0.18000
1990,46-65 y.,Hesse,Very important,0.24443,59,209,0.18603,0.30283
1990,46-65 y.,Hesse,Important,0.32979,74,209,0.26590,0.39368
1990,46-65 y.,Hesse,Less important,0.20654,43,209,0.15152,0.26156
1990,46-65 y.,Hesse,Unimportant,0.14756,33,209,0.09936,0.19576
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Very important,0.29181,65,152,0.21930,0.36431
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Important,0.43389,87,152,0.35484,0.51294
1990,46-65 y.,Baden-Wuerttemberg,Very important,0.29800,124,321,0.24789,0.34812
1990,46-65 y.,Baden-Wuerttemberg,Important,0.33856,128,321,0.28671,0.39041
1990,46-65 y.,Baden-Wuerttemberg,Less important,0.19520,69,321,0.15177,0.23863
1990,46-65 y.,Bavaria,Very important,0.25669,106,362,0.21163,0.30175
1990,46-65 y.,Bavaria,Important,0.37724,150,362,0.32724,0.42724
1990,46-65 y.,Bavaria,Less important,0.20545,74,362,0.16377,0.24713
1990,46-65 y.,Bavaria,Unimportant,0.09841,32,362,0.06768,0.12913
