year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,under 18 y.,,,,,,,,,,,,
1984,18-29 y.,2039,3.265010835830165,3.192268195354981,3.3377534763053487,1.0,2.0,4.0,1.0,8.5,2.0,2.0,2.0
1984,30-45 y.,2995,4.741012556635827,4.6748088499710505,4.807216263300603,2.0,3.0,8.0,1.0,17.0,3.0,2.0,3.0
1984,46-65 y.,2517,4.537623943419923,4.478988352677087,4.596259534162758,2.0,4.0,6.0,1.0,12.0,4.0,4.0,4.0
1984,66 and older,1013,4.00275215211598,3.9330482062580745,4.072456097973886,2.0,4.0,5.0,1.0,9.5,4.0,4.0,4.0
1985,under 18 y.,,,,,,,,,,,,
1985,18-29 y.,2706,1.7499421125133028,1.7147292886616579,1.7851549363649477,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0
1985,30-45 y.,3311,2.9431678199390303,2.8972632237747744,2.9890724161032862,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1985,46-65 y.,3107,3.2033233382955415,3.155950355183595,3.250696321407488,1.0,3.0,5.0,0.0,11.0,3.0,3.0,3.0
1985,66 and older,1064,3.2254878956190347,3.162905982609391,3.2880698086286784,2.0,3.0,4.0,0.0,7.0,3.0,3.0,3.0
1986,under 18 y.,,,,,,,,,,,,
1986,18-29 y.,2671,1.6722397691484465,1.638466022535907,1.7060135157609861,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0
1986,30-45 y.,3153,2.823585637810911,2.7780804072885505,2.869090868333272,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1986,46-65 y.,3084,3.0837015345738283,3.0374732614561384,3.1299298076915183,1.0,2.0,5.0,0.0,11.0,2.0,1.0,2.0
1986,66 and older,992,3.1853220114921914,3.121632495521033,3.2490115274633498,2.0,3.0,4.0,0.0,7.0,3.0,3.0,3.0
1987,under 18 y.,,,,,,,,,,,,
1987,18-29 y.,2668,1.790499743738604,1.7547076682948441,1.826291819182364,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0
1987,30-45 y.,3094,2.7073979839799036,2.663505831972309,2.751290135987498,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1987,46-65 y.,3090,3.053786018371713,3.008445161648569,3.0991268750948575,1.0,2.0,5.0,0.0,11.0,2.0,1.0,2.0
1987,66 and older,1025,3.315984890084995,3.252847003482562,3.379122776687428,2.0,3.0,5.0,0.0,9.5,3.0,3.0,3.0
1988,under 18 y.,,,,,,,,,,,,
1988,18-29 y.,2584,1.66478889738547,1.6313153174563544,1.6982624773145858,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0
1988,30-45 y.,2870,2.6625057028084695,2.617789535090658,2.707221870526281,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1988,46-65 y.,3018,2.988268666270708,2.943169206136839,3.0333681264045773,1.0,2.0,5.0,0.0,11.0,2.0,1.0,2.0
1988,66 and older,1008,3.197351384092077,3.134337133621162,3.260365634562992,2.0,3.0,4.0,0.0,7.0,3.0,3.0,3.0
1989,under 18 y.,,,,,,,,,,,,
1989,18-29 y.,2584,1.7491420551892105,1.71384995652033,1.784434153858091,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0
1989,30-45 y.,2796,2.6353597658990053,2.59006015224261,2.680659379555401,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1989,46-65 y.,2903,2.9727751162714853,2.927488231421795,3.0180620011211756,1.0,2.0,5.0,0.0,11.0,2.0,1.9749999999999943,2.0
1989,66 and older,993,3.246367517464745,3.178419268682611,3.314315766246879,2.0,3.0,5.0,0.0,9.5,3.0,3.0,3.0
1990,under 18 y.,,,,,,,,,,,,
1990,18-29 y.,3608,1.7486217002793105,1.7151360125384822,1.7821073880201388,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0
1990,30-45 y.,4279,2.4761715321820295,2.436931739742872,2.515411324621187,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0
1990,46-65 y.,4219,2.833132501586592,2.78967637035858,2.8765886328146038,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1990,66 and older,1449,3.6321281790506563,3.5506278392724706,3.713628518828842,2.0,3.0,5.0,0.0,9.5,3.0,3.0,3.0
1991,under 18 y.,,,,,,,,,,,,
1991,18-29 y.,3472,1.3134968778887992,1.2884325154239276,1.3385612403536709,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1991,30-45 y.,4310,1.8443908244351916,1.8170539619112276,1.8717276869591557,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1991,46-65 y.,4126,2.098970845121635,2.067042253260025,2.1308994369832446,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
1991,66 and older,1442,2.492034821665623,2.4432433451471782,2.5408262981840677,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1992,under 18 y.,,,,,,,,,,,,
1992,18-29 y.,3342,1.3185973426851993,1.2930681574557992,1.3441265279145995,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1992,30-45 y.,4247,1.890792487098312,1.862836221976979,1.918748752219645,1.0,1.0,3.0,0.0,6.0,1.0,1.0,1.0
1992,46-65 y.,4022,2.1014659592274167,2.0698106246649566,2.133121293789877,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
1992,66 and older,1445,2.481108150258606,2.4326819987606303,2.5295343017565814,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1993,under 18 y.,,,,,,,,,,,,
1993,18-29 y.,3257,1.2588371776846072,1.2337639754751462,1.2839103798940683,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1993,30-45 y.,4189,1.8660633106152311,1.83736420216408,1.8947624190663823,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1993,46-65 y.,3944,2.098545287860985,2.0657445246954644,2.1313460510265054,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
1993,66 and older,1471,2.364777722969464,2.317077440442087,2.412478005496841,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1994,under 18 y.,,,,,,,,,,,,
1994,18-29 y.,3154,1.3141207661271295,1.2887582677948535,1.3394832644594055,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1994,30-45 y.,4137,1.8629339098578845,1.8353224321746733,1.8905453875410958,1.0,1.0,3.0,0.0,6.0,1.0,1.0,1.0
1994,46-65 y.,3886,2.098356918127599,2.0667134087028476,2.1300004275523508,0.0,2.0,3.0,0.0,7.5,2.0,2.0,2.0
1994,66 and older,1492,2.422115020098598,2.3766814677632047,2.4675485724339916,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1995,under 18 y.,,,,,,,,,,,,
1995,18-29 y.,3127,1.2723029680700846,1.245530485190123,1.2990754509500462,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1995,30-45 y.,4434,1.8300702831723246,1.801913366096442,1.8582272002482072,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1995,46-65 y.,3964,1.9965331279032237,1.9651713807406865,2.027894875065761,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
1995,66 and older,1522,2.3376663650641705,2.291144323187998,2.3841884069403427,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0
1996,under 18 y.,,,,,,,,,,,,
1996,18-29 y.,2938,1.314767119556116,1.2894313236889763,1.3401029154232555,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1996,30-45 y.,4430,1.836843294353793,1.8104610567506605,1.8632255319569253,1.0,1.0,3.0,0.0,6.0,1.0,1.0,1.0
1996,46-65 y.,3891,2.020809637939261,1.9913267029562107,2.0502925729223107,0.0,2.0,3.0,0.0,7.5,2.0,2.0,3.0
1996,66 and older,1548,2.400241230368077,2.3560869494299697,2.444395511306184,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1997,under 18 y.,,,,,,,,,,,,
1997,18-29 y.,2784,1.2623932376806108,1.2346774296365655,1.2901090457246562,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0
1997,30-45 y.,4356,1.7850519699887184,1.7575316570729627,1.8125722829044741,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
