year,age_gr,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,West,,,,,,,,,,,,
1984,17-29 y.,West,2169,3.16609,2.99654,3.31008,1.00000,2.00000,3.00000,1.0,6.00000,2.0,2.00000,2.00000
1984,30-45 y.,West,2995,4.74101,4.57958,4.89661,2.00000,3.00000,8.00000,1.0,17.00000,3.0,2.00000,3.00000
1984,46-65 y.,West,2517,4.53762,4.39813,4.66434,2.00000,4.00000,6.00000,1.0,12.00000,4.0,4.00000,4.00000
1984,66 and older,West,1013,4.00275,3.86090,4.12863,2.00000,4.00000,5.00000,1.0,9.50000,4.0,4.00000,5.00000
1985,0-16 y.,West,,,,,,,,,,,,
1985,17-29 y.,West,2941,1.69101,1.61379,1.76188,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
1985,30-45 y.,West,3311,2.94317,2.83443,3.03979,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1985,46-65 y.,West,3107,3.20332,3.11043,3.30745,1.00000,3.00000,5.00000,0.0,11.00000,3.0,3.00000,3.00000
1985,66 and older,West,1064,3.22549,3.08923,3.35805,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1986,0-16 y.,West,,,,,,,,,,,,
1986,17-29 y.,West,2911,1.64615,1.57777,1.71662,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
1986,30-45 y.,West,3153,2.82359,2.71180,2.93751,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1986,46-65 y.,West,3084,3.08370,2.98457,3.21123,1.00000,2.17205,5.00000,0.0,11.00000,2.0,1.00000,2.00000
1986,66 and older,West,992,3.18532,3.03753,3.32109,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1987,0-16 y.,West,,,,,,,,,,,,
1987,17-29 y.,West,2894,1.75264,1.67567,1.84432,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
1987,30-45 y.,West,3094,2.70740,2.60359,2.79824,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1987,46-65 y.,West,3090,3.05379,2.95821,3.15384,1.00000,2.00000,5.00000,0.0,11.00000,2.0,1.00000,2.00000
1987,66 and older,West,1025,3.31598,3.17376,3.43625,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.00000
1988,0-16 y.,West,,,,,,,,,,,,
1988,17-29 y.,West,2788,1.59827,1.52522,1.67399,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
1988,30-45 y.,West,2870,2.66251,2.56188,2.76688,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1988,46-65 y.,West,3018,2.98827,2.89200,3.09128,1.00000,2.00000,5.00000,0.0,11.00000,2.0,1.00000,2.00000
1988,66 and older,West,1008,3.19735,3.06457,3.31867,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1989,0-16 y.,West,,,,,,,,,,,,
1989,17-29 y.,West,2761,1.69055,1.61426,1.77530,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
1989,30-45 y.,West,2796,2.63536,2.53967,2.73111,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1989,46-65 y.,West,2903,2.97278,2.86645,3.09670,1.00000,2.00000,5.00000,0.0,11.00000,2.0,1.00000,2.00000
1989,66 and older,West,993,3.24637,3.08957,3.38695,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.00000
1990,0-16 y.,West,,,,,,,,,,,,
1990,0-16 y.,East,,,,,,,,,,,,
1990,17-29 y.,West,2713,1.73508,1.65339,1.82315,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
1990,17-29 y.,East,1136,1.62015,1.52577,1.72366,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
1990,30-45 y.,West,2780,2.60674,2.49115,2.71577,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1990,30-45 y.,East,1499,1.94635,1.83644,2.05040,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1990,46-65 y.,West,2894,2.98802,2.88674,3.10140,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1990,46-65 y.,East,1325,2.20062,2.09631,2.30786,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1990,66 and older,West,1035,3.77732,3.56493,4.00404,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.00000
1990,66 and older,East,414,2.94685,2.71418,3.16739,1.00000,3.00000,4.00000,0.0,8.50000,3.0,3.00000,4.00000
1991,0-16 y.,West,,,,,,,,,,,,
1991,0-16 y.,East,,,,,,,,,,,,
1991,17-29 y.,West,2708,1.22030,1.15716,1.28665,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1991,17-29 y.,East,981,1.49409,1.38813,1.58653,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1991,30-45 y.,West,2823,1.89761,1.81823,1.97771,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1991,30-45 y.,East,1487,1.63450,1.54820,1.71277,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1991,46-65 y.,West,2850,2.14129,2.05128,2.23764,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,3.00000
1991,46-65 y.,East,1276,1.94817,1.84032,2.05746,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,3.00000
1991,66 and older,West,1052,2.46373,2.31947,2.56458,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1991,66 and older,East,390,2.62491,2.43732,2.79246,1.00000,3.00000,4.00000,0.0,8.50000,3.0,3.00000,4.00000
1992,0-16 y.,West,,,,,,,,,,,,
1992,0-16 y.,East,,,,,,,,,,,,
1992,17-29 y.,West,2656,1.25961,1.17526,1.32633,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1992,17-29 y.,East,912,1.37480,1.27191,1.46153,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1992,30-45 y.,West,2817,1.96345,1.86390,2.04525,1.00000,1.00000,3.00000,0.0,6.00000,1.0,1.00000,1.00000
1992,30-45 y.,East,1430,1.59726,1.51957,1.69663,1.00000,1.00000,2.00000,0.0,3.50000,1.0,1.00000,1.00000
1992,46-65 y.,West,2790,2.13560,2.05436,2.22616,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,3.00000
