year,migback,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2006,Direct migration background,male,1102,0.12508,0.07298,0.17718,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2006,Direct migration background,female,1275,0.20931,0.12970,0.28893,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2006,Indirect migration background,male,390,0.02663,0.00565,0.04760,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2006,Indirect migration background,female,425,0.06648,0.01966,0.11329,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,No migration background,male,8428,0.09908,0.08371,0.11446,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,No migration background,female,9182,0.20965,0.18423,0.23508,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,Direct migration background,male,979,0.13302,0.08225,0.18379,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,Direct migration background,female,1140,0.16705,0.10450,0.22959,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,Indirect migration background,male,366,0.02039,0.00190,0.03888,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2007,Indirect migration background,female,414,0.11007,0.04541,0.17473,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,No migration background,male,7957,0.09755,0.08193,0.11318,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,No migration background,female,8686,0.22933,0.19941,0.25925,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,Direct migration background,male,881,0.13146,0.08062,0.18229,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,Direct migration background,female,1025,0.19072,0.12342,0.25801,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,Indirect migration background,male,367,0.01848,0.00275,0.03422,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2008,Indirect migration background,female,399,0.06041,0.01988,0.10094,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,No migration background,male,7497,0.08355,0.06754,0.09955,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,No migration background,female,8152,0.22042,0.19119,0.24964,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,Direct migration background,male,760,0.08726,0.03037,0.14415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,Direct migration background,female,899,0.17728,0.09575,0.25881,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,Indirect migration background,male,340,0.01870,-0.00169,0.03909,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2009,Indirect migration background,female,369,0.10905,0.04284,0.17525,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,No migration background,male,9086,0.10538,0.08906,0.12170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,No migration background,female,10807,0.21153,0.18738,0.23568,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,Direct migration background,male,1329,0.07680,0.03947,0.11412,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,Direct migration background,female,1656,0.19451,0.12665,0.26237,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,Indirect migration background,male,494,0.01770,-0.00010,0.03550,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2010,Indirect migration background,female,594,0.07024,0.02205,0.11844,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,No migration background,male,10826,0.09679,0.08173,0.11185,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,No migration background,female,12960,0.15473,0.13698,0.17247,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,Direct migration background,male,1465,0.07909,0.04179,0.11640,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,Direct migration background,female,1883,0.15504,0.10633,0.20375,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,Indirect migration background,male,558,0.01325,-0.00488,0.03138,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2011,Indirect migration background,female,680,0.08277,0.03672,0.12883,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,No migration background,male,10599,0.11097,0.09659,0.12534,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,No migration background,female,12644,0.20048,0.17857,0.22239,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,Direct migration background,male,1404,0.06375,0.04079,0.08670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,Direct migration background,female,1788,0.21148,0.14760,0.27536,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,Indirect migration background,male,550,0.01806,0.00124,0.03487,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2012,Indirect migration background,female,650,0.11657,0.07296,0.16017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,No migration background,male,9872,0.11038,0.09378,0.12697,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,No migration background,female,11818,0.18467,0.16469,0.20466,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,Direct migration background,male,1232,0.08959,0.05173,0.12744,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,Direct migration background,female,1625,0.19651,0.13454,0.25847,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,Indirect migration background,male,516,0.04798,0.01349,0.08247,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013,Indirect migration background,female,609,0.08602,0.03391,0.13813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,No migration background,male,9245,0.11008,0.09250,0.12766,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,No migration background,female,10856,0.18751,0.16530,0.20972,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,Direct migration background,male,2384,0.22207,0.17901,0.26513,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,Direct migration background,female,2897,0.45101,0.39337,0.50865,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,Indirect migration background,male,803,0.06043,0.02318,0.09768,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2014,Indirect migration background,female,896,0.05648,0.02144,0.09153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,No migration background,male,8804,0.10881,0.08967,0.12795,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,No migration background,female,10323,0.18403,0.16137,0.20669,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,Direct migration background,male,2765,0.20360,0.17725,0.22995,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,Direct migration background,female,3291,0.41857,0.37124,0.46590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,Indirect migration background,male,743,0.05742,0.01908,0.09575,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015,Indirect migration background,female,858,0.09501,0.05370,0.13633,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,No migration background,male,8163,0.09098,0.07921,0.10275,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,No migration background,female,9598,0.17318,0.15013,0.19622,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,Direct migration background,male,3991,0.13134,0.10618,0.15651,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,Direct migration background,female,3978,0.25473,0.21233,0.29713,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,Indirect migration background,male,689,0.05906,0.02976,0.08836,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016,Indirect migration background,female,789,0.13085,0.06673,0.19497,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,No migration background,male,9362,0.11806,0.10157,0.13455,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,No migration background,female,10744,0.17258,0.15136,0.19379,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,Direct migration background,male,4380,0.10808,0.08378,0.13238,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,Direct migration background,female,4379,0.20980,0.18006,0.23953,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,Indirect migration background,male,764,0.05445,0.02622,0.08268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017,Indirect migration background,female,857,0.05171,0.03263,0.07079,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,No migration background,male,9010,0.10012,0.08516,0.11507,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,No migration background,female,10399,0.19711,0.17366,0.22056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,Direct migration background,male,4096,0.16578,0.12622,0.20534,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,Direct migration background,female,4044,0.22023,0.18675,0.25372,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,Indirect migration background,male,747,0.05938,0.03227,0.08648,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2018,Indirect migration background,female,868,0.10791,0.06235,0.15348,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,No migration background,male,9726,0.10901,0.09555,0.12246,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,No migration background,female,10385,0.19242,0.17194,0.21290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,Direct migration background,male,3764,0.16384,0.12011,0.20757,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,Direct migration background,female,3605,0.25251,0.20437,0.30066,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,Indirect migration background,male,743,0.06235,0.02720,0.09751,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2019,Indirect migration background,female,827,0.07473,0.04289,0.10657,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,No migration background,male,8787,0.11906,0.10276,0.13537,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,No migration background,female,9729,0.24404,0.21843,0.26965,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,Direct migration background,male,5086,0.09582,0.07987,0.11178,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,Direct migration background,female,4251,0.31176,0.26665,0.35688,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,Indirect migration background,male,729,0.03943,0.01850,0.06035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2020,Indirect migration background,female,805,0.14564,0.07133,0.21994,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,No migration background,male,5937,0.17962,0.15115,0.20810,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,No migration background,female,6614,0.29464,0.25867,0.33061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,Direct migration background,male,2658,0.14107,0.10847,0.17367,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,Direct migration background,female,2528,0.54526,0.44403,0.64649,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,Indirect migration background,male,424,0.12326,0.01300,0.23352,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2021,Indirect migration background,female,462,0.24486,0.16083,0.32889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2022,No migration background,male,8339,0.18076,0.15777,0.20376,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2022,No migration background,female,9006,0.30467,0.27568,0.33366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2022,Direct migration background,male,3906,0.18540,0.15293,0.21787,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2022,Direct migration background,female,3766,0.49833,0.42582,0.57083,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2022,Indirect migration background,male,643,0.18558,0.10604,0.26512,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2022,Indirect migration background,female,741,0.33694,0.21717,0.45670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
