year,age_gr,pgisced97,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Pre-primary Level,Seldom,0.45917,71,113,0.36688,0.55146
1990,17-29 y.,Pre-primary Level,Never,0.17609,42,113,0.10555,0.24663
1990,17-29 y.,Primary Level,Never,0.54364,75,75,0.43015,0.65713
1990,17-29 y.,Lower Secondary Level,At least once per week,0.10882,102,793,0.08713,0.13051
1990,17-29 y.,Lower Secondary Level,At least once per month,0.12440,102,793,0.10141,0.14738
1990,17-29 y.,Lower Secondary Level,Seldom,0.26932,224,793,0.23843,0.30022
1990,17-29 y.,Lower Secondary Level,Never,0.35761,365,793,0.32423,0.39099
1990,17-29 y.,Upper Secondary Level,At least once per week,0.07830,142,1259,0.06346,0.09315
1990,17-29 y.,Upper Secondary Level,At least once per month,0.10424,183,1259,0.08735,0.12112
1990,17-29 y.,Upper Secondary Level,Seldom,0.26757,425,1259,0.24311,0.29204
1990,17-29 y.,Upper Secondary Level,Never,0.29719,509,1259,0.27193,0.32244
1990,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.35513,43,91,0.25626,0.45400
1990,17-29 y.,Post-secondary Non-tertiary Level,Never,0.29101,48,91,0.19717,0.38485
1990,17-29 y.,First Stage of Tertiary Education,Never,0.30433,36,36,0.15189,0.45677
1990,17-29 y.,Second Stage of Tertiary Education,Never,0.25320,39,39,0.11494,0.39146
1990,30-45 y.,Primary Level,Never,0.69282,148,148,0.61824,0.76740
1990,30-45 y.,Lower Secondary Level,At least once per week,0.06521,37,487,0.04326,0.08716
1990,30-45 y.,Lower Secondary Level,At least once per month,0.05019,35,487,0.03078,0.06960
1990,30-45 y.,Lower Secondary Level,Seldom,0.25222,104,487,0.21361,0.29083
1990,30-45 y.,Lower Secondary Level,Never,0.57583,311,487,0.53189,0.61977
1990,30-45 y.,Upper Secondary Level,At least once per week,0.07888,131,1416,0.06483,0.09292
1990,30-45 y.,Upper Secondary Level,At least once per month,0.09584,176,1416,0.08050,0.11117
1990,30-45 y.,Upper Secondary Level,Seldom,0.26186,437,1416,0.23895,0.28476
1990,30-45 y.,Upper Secondary Level,Never,0.35781,672,1416,0.33283,0.38278
1990,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.27048,31,83,0.17433,0.36662
1990,30-45 y.,Post-secondary Non-tertiary Level,Never,0.49205,52,83,0.38384,0.60026
1990,30-45 y.,First Stage of Tertiary Education,Seldom,0.26514,65,173,0.19917,0.33110
1990,30-45 y.,First Stage of Tertiary Education,Never,0.43552,108,173,0.36142,0.50962
1990,30-45 y.,Second Stage of Tertiary Education,Seldom,0.22648,115,301,0.17911,0.27384
1990,30-45 y.,Second Stage of Tertiary Education,Never,0.36193,186,301,0.30755,0.41631
1990,46-65 y.,Primary Level,Never,0.83572,251,251,0.78979,0.88165
1990,46-65 y.,Lower Secondary Level,At least once per month,0.05778,53,773,0.04132,0.07424
1990,46-65 y.,Lower Secondary Level,Seldom,0.15712,129,773,0.13145,0.18279
1990,46-65 y.,Lower Secondary Level,Never,0.66053,591,773,0.62712,0.69393
1990,46-65 y.,Upper Secondary Level,At least once per week,0.04616,82,1350,0.03497,0.05736
1990,46-65 y.,Upper Secondary Level,At least once per month,0.07044,112,1350,0.05679,0.08410
1990,46-65 y.,Upper Secondary Level,Seldom,0.21309,343,1350,0.19123,0.23494
1990,46-65 y.,Upper Secondary Level,Never,0.45804,813,1350,0.43145,0.48463
1990,46-65 y.,Post-secondary Non-tertiary Level,Never,0.61382,34,34,0.44770,0.77993
1990,46-65 y.,First Stage of Tertiary Education,Seldom,0.22990,47,134,0.15839,0.30141
1990,46-65 y.,First Stage of Tertiary Education,Never,0.44121,87,134,0.35682,0.52560
1990,46-65 y.,Second Stage of Tertiary Education,Seldom,0.16405,60,202,0.11285,0.21524
1990,46-65 y.,Second Stage of Tertiary Education,Never,0.37620,142,202,0.30923,0.44317
1990,66 and older,Lower Secondary Level,Never,0.78708,354,354,0.74438,0.82979
1990,66 and older,Upper Secondary Level,Seldom,0.07593,53,458,0.05165,0.10022
1990,66 and older,Upper Secondary Level,Never,0.69486,405,458,0.65264,0.73708
1990,66 and older,First Stage of Tertiary Education,Never,0.60309,52,52,0.46881,0.73737
1990,66 and older,Second Stage of Tertiary Education,Never,0.63591,53,53,0.50512,0.76669
1995,17-29 y.,Pre-primary Level,At least once per month,0.16750,54,252,0.12131,0.21370
1995,17-29 y.,Pre-primary Level,Seldom,0.42365,115,252,0.36251,0.48478
1995,17-29 y.,Pre-primary Level,Never,0.28679,83,252,0.23084,0.34274
1995,17-29 y.,Primary Level,Never,0.69581,51,51,0.56828,0.82333
1995,17-29 y.,Lower Secondary Level,At least once per week,0.11278,81,755,0.09020,0.13536
1995,17-29 y.,Lower Secondary Level,At least once per month,0.14012,100,755,0.11535,0.16490
1995,17-29 y.,Lower Secondary Level,Seldom,0.31643,226,755,0.28323,0.34963
1995,17-29 y.,Lower Secondary Level,Never,0.41887,348,755,0.38365,0.45409
1995,17-29 y.,Upper Secondary Level,At least once per week,0.07703,132,1591,0.06393,0.09014
1995,17-29 y.,Upper Secondary Level,At least once per month,0.12385,191,1591,0.10766,0.14005
1995,17-29 y.,Upper Secondary Level,Seldom,0.33850,553,1591,0.31524,0.36176
1995,17-29 y.,Upper Secondary Level,Never,0.44429,715,1591,0.41986,0.46871
1995,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.38089,62,136,0.29897,0.46281
1995,17-29 y.,Post-secondary Non-tertiary Level,Never,0.37053,74,136,0.28906,0.45200
1995,17-29 y.,First Stage of Tertiary Education,Seldom,0.36042,39,88,0.25953,0.46131
1995,17-29 y.,First Stage of Tertiary Education,Never,0.47134,49,88,0.36644,0.57623
1995,17-29 y.,Second Stage of Tertiary Education,Seldom,0.34541,57,145,0.26775,0.42308
