year,age_gr,migback,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,At least once per week,0.08532,201,1753,0.07224,0.09840
1990,17-29 y.,No migration background,At least once per month,0.10905,248,1753,0.09445,0.12365
1990,17-29 y.,No migration background,Seldom,0.27694,635,1753,0.25599,0.29790
1990,17-29 y.,No migration background,Never,0.29212,669,1753,0.27083,0.31341
1990,17-29 y.,Direct migration background,At least once per week,0.09340,81,687,0.07162,0.11517
1990,17-29 y.,Direct migration background,At least once per month,0.11281,73,687,0.08913,0.13648
1990,17-29 y.,Direct migration background,Seldom,0.25766,144,687,0.22493,0.29039
1990,17-29 y.,Direct migration background,Never,0.50150,389,687,0.46409,0.53892
1990,17-29 y.,Indirect migration background,At least once per week,0.13702,40,259,0.09506,0.17898
1990,17-29 y.,Indirect migration background,At least once per month,0.17180,42,259,0.12577,0.21783
1990,17-29 y.,Indirect migration background,Seldom,0.28795,73,259,0.23270,0.34320
1990,17-29 y.,Indirect migration background,Never,0.39268,104,259,0.33309,0.45227
1990,30-45 y.,No migration background,At least once per week,0.06616,148,1920,0.05504,0.07728
1990,30-45 y.,No migration background,At least once per month,0.07778,192,1920,0.06580,0.08976
1990,30-45 y.,No migration background,Seldom,0.25639,625,1920,0.23685,0.27592
1990,30-45 y.,No migration background,Never,0.37770,955,1920,0.35600,0.39939
1990,30-45 y.,Direct migration background,At least once per week,0.06411,66,834,0.04747,0.08074
1990,30-45 y.,Direct migration background,At least once per month,0.08121,76,834,0.06266,0.09976
1990,30-45 y.,Direct migration background,Seldom,0.22778,156,834,0.19930,0.25626
1990,30-45 y.,Direct migration background,Never,0.57569,536,834,0.54212,0.60925
1990,46-65 y.,No migration background,At least once per week,0.03801,95,1985,0.02959,0.04642
1990,46-65 y.,No migration background,At least once per month,0.05998,148,1985,0.04953,0.07043
1990,46-65 y.,No migration background,Seldom,0.19315,487,1985,0.17578,0.21052
1990,46-65 y.,No migration background,Never,0.49105,1255,1985,0.46905,0.51305
1990,46-65 y.,Direct migration background,At least once per week,0.04003,38,898,0.02720,0.05286
1990,46-65 y.,Direct migration background,At least once per month,0.06364,59,898,0.04766,0.07961
1990,46-65 y.,Direct migration background,Seldom,0.17775,126,898,0.15273,0.20277
1990,46-65 y.,Direct migration background,Never,0.61359,675,898,0.58172,0.64545
1990,66 and older,No migration background,Seldom,0.06617,87,910,0.05001,0.08233
1990,66 and older,No migration background,Never,0.71845,823,910,0.68921,0.74769
1990,66 and older,Direct migration background,Never,0.74197,73,73,0.64090,0.84304
1995,17-29 y.,No migration background,At least once per week,0.08556,185,2282,0.07408,0.09704
1995,17-29 y.,No migration background,At least once per month,0.13124,277,2282,0.11738,0.14510
1995,17-29 y.,No migration background,Seldom,0.36106,838,2282,0.34135,0.38077
1995,17-29 y.,No migration background,Never,0.40776,982,2282,0.38759,0.42793
1995,17-29 y.,Direct migration background,At least once per week,0.08744,52,595,0.06473,0.11016
1995,17-29 y.,Direct migration background,At least once per month,0.09125,59,595,0.06809,0.11441
1995,17-29 y.,Direct migration background,Seldom,0.26928,157,595,0.23361,0.30495
1995,17-29 y.,Direct migration background,Never,0.53759,327,595,0.49749,0.57768
1995,17-29 y.,Indirect migration background,At least once per week,0.12027,52,430,0.08948,0.15105
1995,17-29 y.,Indirect migration background,At least once per month,0.14613,80,430,0.11270,0.17955
1995,17-29 y.,Indirect migration background,Seldom,0.26464,118,430,0.22289,0.30638
1995,17-29 y.,Indirect migration background,Never,0.43608,180,430,0.38916,0.48301
1995,30-45 y.,No migration background,At least once per week,0.04863,159,3451,0.04146,0.05581
1995,30-45 y.,No migration background,At least once per month,0.08544,280,3451,0.07612,0.09477
1995,30-45 y.,No migration background,Seldom,0.35158,1146,3451,0.33564,0.36751
1995,30-45 y.,No migration background,Never,0.50695,1866,3451,0.49026,0.52363
1995,30-45 y.,Direct migration background,At least once per week,0.04983,41,914,0.03572,0.06395
1995,30-45 y.,Direct migration background,At least once per month,0.06389,62,914,0.04803,0.07975
1995,30-45 y.,Direct migration background,Seldom,0.22348,187,914,0.19645,0.25050
1995,30-45 y.,Direct migration background,Never,0.65542,624,914,0.62459,0.68625
1995,46-65 y.,No migration background,At least once per week,0.04577,114,2891,0.03815,0.05339
1995,46-65 y.,No migration background,At least once per month,0.05639,167,2891,0.04798,0.06480
1995,46-65 y.,No migration background,Seldom,0.26050,777,2891,0.24450,0.27651
1995,46-65 y.,No migration background,Never,0.62909,1833,2891,0.61148,0.64670
1995,46-65 y.,Direct migration background,At least once per week,0.04161,39,1034,0.02943,0.05379
1995,46-65 y.,Direct migration background,At least once per month,0.05793,56,1034,0.04368,0.07218
1995,46-65 y.,Direct migration background,Seldom,0.21482,172,1034,0.18978,0.23987
1995,46-65 y.,Direct migration background,Never,0.68021,767,1034,0.65177,0.70866
1995,66 and older,No migration background,At least once per month,0.02759,36,1269,0.01857,0.03660
1995,66 and older,No migration background,Seldom,0.09815,126,1269,0.08178,0.11453
1995,66 and older,No migration background,Never,0.84572,1107,1269,0.82584,0.86561
1995,66 and older,Direct migration background,Never,0.87730,187,187,0.83014,0.92445
1998,17-29 y.,No migration background,At least once per week,0.08730,190,2220,0.07556,0.09905
1998,17-29 y.,No migration background,At least once per month,0.14029,296,2220,0.12584,0.15474
1998,17-29 y.,No migration background,Seldom,0.38281,850,2220,0.36259,0.40304
1998,17-29 y.,No migration background,Never,0.37551,884,2220,0.35536,0.39566
1998,17-29 y.,Direct migration background,At least once per month,0.08259,41,400,0.05558,0.10960
1998,17-29 y.,Direct migration background,Seldom,0.29380,120,400,0.24911,0.33850
1998,17-29 y.,Direct migration background,Never,0.54432,239,400,0.49545,0.59319
1998,17-29 y.,Indirect migration background,At least once per week,0.13710,52,480,0.10629,0.16790
1998,17-29 y.,Indirect migration background,At least once per month,0.10593,59,480,0.07837,0.13349
1998,17-29 y.,Indirect migration background,Seldom,0.37879,185,480,0.33535,0.42223
1998,17-29 y.,Indirect migration background,Never,0.35715,184,480,0.31424,0.40006
1998,30-45 y.,No migration background,At least once per week,0.06383,223,3928,0.05618,0.07147
1998,30-45 y.,No migration background,At least once per month,0.09307,349,3928,0.08398,0.10215
1998,30-45 y.,No migration background,Seldom,0.37177,1445,3928,0.35666,0.38689
1998,30-45 y.,No migration background,Never,0.46407,1911,3928,0.44847,0.47967
1998,30-45 y.,Direct migration background,At least once per week,0.06216,47,780,0.04520,0.07911
1998,30-45 y.,Direct migration background,At least once per month,0.05174,49,780,0.03618,0.06729
1998,30-45 y.,Direct migration background,Seldom,0.29088,213,780,0.25898,0.32277
1998,30-45 y.,Direct migration background,Never,0.59084,471,780,0.55631,0.62537
1998,30-45 y.,Indirect migration background,Never,0.52747,46,46,0.38160,0.67334
1998,46-65 y.,No migration background,At least once per week,0.03530,115,3401,0.02909,0.04150
1998,46-65 y.,No migration background,At least once per month,0.06661,208,3401,0.05823,0.07499
1998,46-65 y.,No migration background,Seldom,0.29633,1012,3401,0.28098,0.31168
1998,46-65 y.,No migration background,Never,0.58785,2066,3401,0.57131,0.60440
1998,46-65 y.,Direct migration background,At least once per week,0.03974,32,924,0.02713,0.05234
1998,46-65 y.,Direct migration background,At least once per month,0.05703,50,924,0.04207,0.07199
1998,46-65 y.,Direct migration background,Seldom,0.22778,171,924,0.20072,0.25484
1998,46-65 y.,Direct migration background,Never,0.66939,671,924,0.63904,0.69974
1998,66 and older,No migration background,At least once per month,0.02865,49,1541,0.02032,0.03698
1998,66 and older,No migration background,Seldom,0.12419,209,1541,0.10772,0.14067
1998,66 and older,No migration background,Never,0.80315,1283,1541,0.78329,0.82301
1998,66 and older,Direct migration background,Never,0.91186,223,223,0.87457,0.94915
2003,17-29 y.,No migration background,At least once per week,0.08421,275,3089,0.07441,0.09400
2003,17-29 y.,No migration background,At least once per month,0.13686,443,3089,0.12474,0.14898
2003,17-29 y.,No migration background,Seldom,0.35540,1140,3089,0.33852,0.37228
2003,17-29 y.,No migration background,Never,0.41241,1231,3089,0.39504,0.42977
2003,17-29 y.,Direct migration background,At least once per month,0.08963,34,357,0.05996,0.11931
2003,17-29 y.,Direct migration background,Seldom,0.27877,105,357,0.23219,0.32535
2003,17-29 y.,Direct migration background,Never,0.57398,218,357,0.52262,0.62535
2003,17-29 y.,Indirect migration background,At least once per week,0.13560,48,493,0.10535,0.16585
2003,17-29 y.,Indirect migration background,At least once per month,0.14421,72,493,0.11316,0.17525
