year,pgisced97,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,Seldom,0.45812,71,113,0.36584,0.55039
1990,Pre-primary Level,Never,0.17568,42,113,0.10520,0.24616
1990,Primary Level,At least once per month,0.10098,42,603,0.07691,0.12505
1990,Primary Level,Seldom,0.11162,70,603,0.08646,0.13678
1990,Primary Level,Never,0.70465,491,603,0.66821,0.74110
1990,Lower Secondary Level,At least once per week,0.04282,162,2449,0.03480,0.05084
1990,Lower Secondary Level,At least once per month,0.05851,194,2449,0.04922,0.06781
1990,Lower Secondary Level,Seldom,0.16207,472,2449,0.14747,0.17667
1990,Lower Secondary Level,Never,0.61186,1621,2449,0.59256,0.63117
1990,Upper Secondary Level,At least once per week,0.05824,363,4508,0.05141,0.06508
1990,Upper Secondary Level,At least once per month,0.07901,488,4508,0.07113,0.08688
1990,Upper Secondary Level,Seldom,0.21891,1258,4508,0.20684,0.23098
1990,Upper Secondary Level,Never,0.42749,2399,4508,0.41304,0.44193
1990,Post-secondary Non-tertiary Level,Seldom,0.28287,84,235,0.22516,0.34058
1990,Post-secondary Non-tertiary Level,Never,0.44214,151,235,0.37851,0.50578
1990,First Stage of Tertiary Education,At least once per month,0.07544,45,483,0.05186,0.09902
1990,First Stage of Tertiary Education,Seldom,0.24011,155,483,0.20198,0.27824
1990,First Stage of Tertiary Education,Never,0.45151,283,483,0.40709,0.49594
1990,Second Stage of Tertiary Education,At least once per week,0.03137,34,694,0.01839,0.04435
1990,Second Stage of Tertiary Education,At least once per month,0.03345,37,694,0.02006,0.04684
1990,Second Stage of Tertiary Education,Seldom,0.18111,203,694,0.15243,0.20978
1990,Second Stage of Tertiary Education,Never,0.38007,420,694,0.34393,0.41621
1995,Pre-primary Level,At least once per month,0.16627,54,253,0.12030,0.21224
1995,Pre-primary Level,Seldom,0.42051,115,253,0.35956,0.48146
1995,Pre-primary Level,Never,0.29042,84,253,0.23437,0.34647
1995,Primary Level,Seldom,0.13240,72,493,0.10245,0.16235
1995,Primary Level,Never,0.78134,421,493,0.74481,0.81786
1995,Lower Secondary Level,At least once per week,0.03929,118,2464,0.03162,0.04696
