year,pgisced97,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Lower Secondary Level,At least once per month,0.05611,172,2464,0.04702,0.06520
1995,Lower Secondary Level,Seldom,0.17788,487,2464,0.16278,0.19298
1995,Lower Secondary Level,Never,0.71528,1687,2464,0.69746,0.73311
1995,Upper Secondary Level,At least once per week,0.05264,369,6669,0.04728,0.05800
1995,Upper Secondary Level,At least once per month,0.07722,543,6669,0.07081,0.08362
1995,Upper Secondary Level,Seldom,0.27714,1882,6669,0.26640,0.28788
1995,Upper Secondary Level,Never,0.58300,3875,6669,0.57117,0.59484
1995,Post-secondary Non-tertiary Level,At least once per week,0.07356,32,468,0.04988,0.09724
1995,Post-secondary Non-tertiary Level,At least once per month,0.08096,38,468,0.05622,0.10570
1995,Post-secondary Non-tertiary Level,Seldom,0.31858,144,468,0.27632,0.36084
1995,Post-secondary Non-tertiary Level,Never,0.52154,254,468,0.47623,0.56685
1995,First Stage of Tertiary Education,At least once per week,0.04413,36,749,0.02941,0.05884
1995,First Stage of Tertiary Education,At least once per month,0.08246,63,749,0.06275,0.10217
1995,First Stage of Tertiary Education,Seldom,0.31026,259,749,0.27711,0.34341
1995,First Stage of Tertiary Education,Never,0.55103,391,749,0.51539,0.58668
1995,Second Stage of Tertiary Education,At least once per week,0.03386,48,1739,0.02536,0.04237
1995,Second Stage of Tertiary Education,At least once per month,0.06297,113,1739,0.05155,0.07439
1995,Second Stage of Tertiary Education,Seldom,0.29766,531,1739,0.27616,0.31916
1995,Second Stage of Tertiary Education,Never,0.59492,1047,1739,0.57184,0.61800
1998,Pre-primary Level,At least once per week,0.13022,42,327,0.09369,0.16675
1998,Pre-primary Level,At least once per month,0.19116,56,327,0.14847,0.23384
1998,Pre-primary Level,Seldom,0.41310,142,327,0.35965,0.46655
1998,Pre-primary Level,Never,0.24794,87,327,0.20107,0.29482
1998,Primary Level,Seldom,0.13667,65,406,0.10321,0.17012
1998,Primary Level,Never,0.76313,341,406,0.72172,0.80454
1998,Lower Secondary Level,At least once per week,0.04161,125,2505,0.03379,0.04943
1998,Lower Secondary Level,At least once per month,0.05947,176,2505,0.05021,0.06873
1998,Lower Secondary Level,Seldom,0.19998,551,2505,0.18431,0.21564
1998,Lower Secondary Level,Never,0.68128,1653,2505,0.66303,0.69953
1998,Upper Secondary Level,At least once per week,0.05384,376,6948,0.04854,0.05915
1998,Upper Secondary Level,At least once per month,0.07943,565,6948,0.07307,0.08578
1998,Upper Secondary Level,Seldom,0.30691,2184,6948,0.29606,0.31775
1998,Upper Secondary Level,Never,0.54584,3823,6948,0.53413,0.55754
1998,Post-secondary Non-tertiary Level,At least once per month,0.07714,38,477,0.05317,0.10111
1998,Post-secondary Non-tertiary Level,Seldom,0.36322,181,477,0.32002,0.40643
1998,Post-secondary Non-tertiary Level,Never,0.49651,258,477,0.45159,0.54143
1998,First Stage of Tertiary Education,At least once per week,0.05860,43,810,0.04241,0.07478
1998,First Stage of Tertiary Education,At least once per month,0.08003,72,810,0.06134,0.09873
1998,First Stage of Tertiary Education,Seldom,0.33781,304,810,0.30521,0.37040
1998,First Stage of Tertiary Education,Never,0.50841,391,810,0.47396,0.54286
1998,Second Stage of Tertiary Education,At least once per week,0.03142,58,1956,0.02368,0.03915
1998,Second Stage of Tertiary Education,At least once per month,0.07481,144,1956,0.06315,0.08647
1998,Second Stage of Tertiary Education,Seldom,0.32177,654,1956,0.30106,0.34247
1998,Second Stage of Tertiary Education,Never,0.56463,1100,1956,0.54265,0.58661
2003,Pre-primary Level,At least once per week,0.12303,88,605,0.09684,0.14923
2003,Pre-primary Level,At least once per month,0.18398,116,605,0.15308,0.21488
2003,Pre-primary Level,Seldom,0.36489,228,605,0.32650,0.40329
2003,Pre-primary Level,Never,0.29797,173,605,0.26149,0.33444
2003,Primary Level,Never,0.78257,224,224,0.72843,0.83671
2003,Lower Secondary Level,At least once per week,0.04042,110,2711,0.03300,0.04783
2003,Lower Secondary Level,At least once per month,0.05988,178,2711,0.05094,0.06881
2003,Lower Secondary Level,Seldom,0.16093,498,2711,0.14709,0.17476
2003,Lower Secondary Level,Never,0.73083,1925,2711,0.71413,0.74753
2003,Upper Secondary Level,At least once per week,0.04905,587,10998,0.04501,0.05308
2003,Upper Secondary Level,At least once per month,0.07081,852,10998,0.06601,0.07560
2003,Upper Secondary Level,Seldom,0.28791,3235,10998,0.27944,0.29637
2003,Upper Secondary Level,Never,0.58178,6324,10998,0.57256,0.59100
2003,Post-secondary Non-tertiary Level,At least once per week,0.04656,57,1146,0.03436,0.05876
2003,Post-secondary Non-tertiary Level,At least once per month,0.10724,129,1146,0.08932,0.12516
2003,Post-secondary Non-tertiary Level,Seldom,0.31863,377,1146,0.29164,0.34562
2003,Post-secondary Non-tertiary Level,Never,0.51988,583,1146,0.49094,0.54882
2003,First Stage of Tertiary Education,At least once per week,0.04565,85,1668,0.03563,0.05567
2003,First Stage of Tertiary Education,At least once per month,0.07941,130,1668,0.06643,0.09239
2003,First Stage of Tertiary Education,Seldom,0.33122,569,1668,0.30863,0.35382
2003,First Stage of Tertiary Education,Never,0.52417,884,1668,0.50019,0.54814
2003,Second Stage of Tertiary Education,At least once per week,0.03515,150,4317,0.02965,0.04064
2003,Second Stage of Tertiary Education,At least once per month,0.07556,324,4317,0.06768,0.08345
2003,Second Stage of Tertiary Education,Seldom,0.32857,1513,4317,0.31456,0.34258
2003,Second Stage of Tertiary Education,Never,0.54996,2330,4317,0.53512,0.56480
2008,Pre-primary Level,At least once per week,0.09692,53,344,0.06561,0.12823
2008,Pre-primary Level,At least once per month,0.12304,78,344,0.08828,0.15780
2008,Pre-primary Level,Seldom,0.18598,115,344,0.14480,0.22716
2008,Pre-primary Level,Never,0.16704,98,344,0.12757,0.20652
2008,Primary Level,Never,0.82426,157,157,0.76454,0.88399
2008,Lower Secondary Level,At least once per week,0.04292,88,1995,0.03403,0.05182
2008,Lower Secondary Level,At least once per month,0.05333,102,1995,0.04346,0.06319
2008,Lower Secondary Level,Seldom,0.16684,357,1995,0.15047,0.18320
2008,Lower Secondary Level,Never,0.70436,1448,1995,0.68433,0.72439
2008,Upper Secondary Level,At least once per week,0.05145,501,9667,0.04705,0.05586
2008,Upper Secondary Level,At least once per month,0.08568,782,9667,0.08010,0.09126
2008,Upper Secondary Level,Seldom,0.28670,2830,9667,0.27769,0.29572
2008,Upper Secondary Level,Never,0.56825,5554,9667,0.55838,0.57813
2008,Post-secondary Non-tertiary Level,At least once per week,0.04755,49,1087,0.03489,0.06021
2008,Post-secondary Non-tertiary Level,At least once per month,0.08279,95,1087,0.06640,0.09918
2008,Post-secondary Non-tertiary Level,Seldom,0.35109,376,1087,0.32271,0.37948
2008,Post-secondary Non-tertiary Level,Never,0.51361,567,1087,0.48389,0.54334
2008,First Stage of Tertiary Education,At least once per week,0.03629,56,1408,0.02652,0.04606
2008,First Stage of Tertiary Education,At least once per month,0.08688,124,1408,0.07217,0.10160
2008,First Stage of Tertiary Education,Seldom,0.34256,480,1408,0.31776,0.36735
2008,First Stage of Tertiary Education,Never,0.52696,748,1408,0.50088,0.55305
2008,Second Stage of Tertiary Education,At least once per week,0.03043,129,4170,0.02521,0.03564
2008,Second Stage of Tertiary Education,At least once per month,0.08250,372,4170,0.07415,0.09085
2008,Second Stage of Tertiary Education,Seldom,0.35315,1476,4170,0.33864,0.36766
2008,Second Stage of Tertiary Education,Never,0.52765,2193,4170,0.51249,0.54280
2013,Pre-primary Level,At least once per week,0.06611,60,439,0.04284,0.08938
2013,Pre-primary Level,At least once per month,0.08183,82,439,0.05616,0.10750
2013,Pre-primary Level,Seldom,0.16377,147,439,0.12911,0.19843
2013,Pre-primary Level,Never,0.11431,150,439,0.08451,0.14411
2013,Primary Level,Seldom,0.09269,35,294,0.05949,0.12590
2013,Primary Level,Never,0.51737,259,294,0.46015,0.57459
2013,Lower Secondary Level,At least once per week,0.05236,153,2570,0.04375,0.06098
2013,Lower Secondary Level,At least once per month,0.05084,170,2570,0.04235,0.05934
2013,Lower Secondary Level,Seldom,0.14470,496,2570,0.13110,0.15831
2013,Lower Secondary Level,Never,0.56387,1751,2570,0.54469,0.58305
2013,Upper Secondary Level,At least once per week,0.05532,816,12319,0.05129,0.05936
2013,Upper Secondary Level,At least once per month,0.08470,1157,12319,0.07978,0.08961
2013,Upper Secondary Level,Seldom,0.26790,3508,12319,0.26008,0.27572
2013,Upper Secondary Level,Never,0.51489,6838,12319,0.50606,0.52371
2013,Post-secondary Non-tertiary Level,At least once per week,0.05495,111,1763,0.04431,0.06559
2013,Post-secondary Non-tertiary Level,At least once per month,0.10853,203,1763,0.09401,0.12306
2013,Post-secondary Non-tertiary Level,Seldom,0.27565,619,1763,0.25479,0.29652
2013,Post-secondary Non-tertiary Level,Never,0.39493,830,1763,0.37211,0.41776
2013,First Stage of Tertiary Education,At least once per week,0.05240,103,1662,0.04168,0.06312
2013,First Stage of Tertiary Education,At least once per month,0.08921,163,1662,0.07550,0.10292
2013,First Stage of Tertiary Education,Seldom,0.35114,579,1662,0.32818,0.37409
2013,First Stage of Tertiary Education,Never,0.47337,817,1662,0.44936,0.49738
2013,Second Stage of Tertiary Education,At least once per week,0.04068,307,5798,0.03560,0.04577
2013,Second Stage of Tertiary Education,At least once per month,0.08494,585,5798,0.07777,0.09212
2013,Second Stage of Tertiary Education,Seldom,0.34088,2104,5798,0.32868,0.35308
2013,Second Stage of Tertiary Education,Never,0.44396,2802,5798,0.43117,0.45675
2017,Primary Level,At least once per week,0.00649,71,1408,0.00229,0.01068
2017,Primary Level,At least once per month,0.00685,74,1408,0.00254,0.01116
2017,Primary Level,Seldom,0.01181,161,1408,0.00616,0.01745
2017,Primary Level,Never,0.08416,1102,1408,0.06966,0.09867
2017,Lower Secondary Level,At least once per week,0.00088,49,793,-0.00118,0.00294
2017,Lower Secondary Level,At least once per month,0.00083,48,793,-0.00117,0.00283
2017,Lower Secondary Level,Seldom,0.00193,133,793,-0.00113,0.00498
2017,Lower Secondary Level,Never,0.00843,563,793,0.00206,0.01479
2017,Upper Secondary Level,At least once per week,0.00020,41,654,-0.00089,0.00130
2017,Upper Secondary Level,At least once per month,0.00012,38,654,-0.00073,0.00098
2017,Upper Secondary Level,Seldom,0.00046,109,654,-0.00119,0.00211
2017,Upper Secondary Level,Never,0.00177,466,654,-0.00145,0.00500
2017,Post-secondary Non-tertiary Level,Never,0.00194,70,70,-0.00844,0.01231
2017,Second Stage of Tertiary Education,At least once per week,0.00025,43,727,-0.00090,0.00141
2017,Second Stage of Tertiary Education,At least once per month,0.00034,39,727,-0.00100,0.00168
2017,Second Stage of Tertiary Education,Seldom,0.00125,152,727,-0.00132,0.00382
2017,Second Stage of Tertiary Education,Never,0.00403,493,727,-0.00058,0.00864
2018,Primary Level,At least once per week,0.00953,83,1116,0.00383,0.01523
2018,Primary Level,At least once per month,0.00832,90,1116,0.00299,0.01365
2018,Primary Level,Seldom,0.01722,188,1116,0.00958,0.02485
2018,Primary Level,Never,0.06995,755,1116,0.05498,0.08493
2018,Lower Secondary Level,At least once per week,0.00103,54,619,-0.00150,0.00355
2018,Lower Secondary Level,At least once per month,0.00169,55,619,-0.00155,0.00492
2018,Lower Secondary Level,Seldom,0.00298,124,619,-0.00132,0.00728
2018,Lower Secondary Level,Never,0.00709,386,619,0.00047,0.01370
2018,Upper Secondary Level,At least once per week,0.00017,39,540,-0.00092,0.00126
2018,Upper Secondary Level,At least once per month,0.00022,53,540,-0.00103,0.00147
2018,Upper Secondary Level,Seldom,0.00048,111,540,-0.00137,0.00232
2018,Upper Secondary Level,Never,0.00170,337,540,-0.00178,0.00517
2018,Post-secondary Non-tertiary Level,Never,0.00175,47,47,-0.01034,0.01384
2018,Second Stage of Tertiary Education,At least once per week,0.00034,44,568,-0.00117,0.00185
2018,Second Stage of Tertiary Education,At least once per month,0.00048,51,568,-0.00132,0.00229
2018,Second Stage of Tertiary Education,Seldom,0.00136,133,568,-0.00167,0.00440
2018,Second Stage of Tertiary Education,Never,0.00324,340,568,-0.00144,0.00792
2019,Pre-primary Level,At least once per week,0.06224,34,332,0.03621,0.08827
2019,Pre-primary Level,At least once per month,0.11122,54,332,0.07735,0.14509
2019,Pre-primary Level,Seldom,0.19558,112,332,0.15285,0.23831
2019,Pre-primary Level,Never,0.22395,132,332,0.17904,0.26886
2019,Primary Level,At least once per week,0.05816,116,1516,0.04637,0.06994
2019,Primary Level,At least once per month,0.07009,101,1516,0.05724,0.08295
2019,Primary Level,Seldom,0.10734,234,1516,0.09175,0.12292
2019,Primary Level,Never,0.74495,1065,1516,0.72300,0.76690
2019,Lower Secondary Level,At least once per week,0.05337,198,3024,0.04535,0.06138
2019,Lower Secondary Level,At least once per month,0.07157,197,3024,0.06238,0.08076
2019,Lower Secondary Level,Seldom,0.17501,606,3024,0.16146,0.18855
2019,Lower Secondary Level,Never,0.66450,2023,3024,0.64767,0.68134
2019,Upper Secondary Level,At least once per week,0.05573,742,11574,0.05155,0.05991
2019,Upper Secondary Level,At least once per month,0.09659,1148,11574,0.09121,0.10197
2019,Upper Secondary Level,Seldom,0.28682,3338,11574,0.27858,0.29506
2019,Upper Secondary Level,Never,0.55415,6346,11574,0.54510,0.56321
2019,Post-secondary Non-tertiary Level,At least once per week,0.05209,153,2249,0.04290,0.06127
2019,Post-secondary Non-tertiary Level,At least once per month,0.11982,252,2249,0.10640,0.13325
2019,Post-secondary Non-tertiary Level,Seldom,0.33216,787,2249,0.31269,0.35163
2019,Post-secondary Non-tertiary Level,Never,0.48812,1057,2249,0.46746,0.50879
2019,First Stage of Tertiary Education,At least once per week,0.06021,125,1660,0.04877,0.07166
2019,First Stage of Tertiary Education,At least once per month,0.10419,204,1660,0.08949,0.11889
2019,First Stage of Tertiary Education,Seldom,0.37242,608,1660,0.34916,0.39569
2019,First Stage of Tertiary Education,Never,0.45778,723,1660,0.43380,0.48175
2019,Second Stage of Tertiary Education,At least once per week,0.03924,401,7530,0.03485,0.04362
2019,Second Stage of Tertiary Education,At least once per month,0.11033,871,7530,0.10325,0.11741
2019,Second Stage of Tertiary Education,Seldom,0.35357,2663,7530,0.34277,0.36437
2019,Second Stage of Tertiary Education,Never,0.49339,3595,7530,0.48209,0.50468
