year,bula_h,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Seldom,0.22668,74,238,0.17338,0.27999
1990,Schleswig-Holstein,Never,0.45368,164,238,0.39030,0.51707
1990,Hamburg,Seldom,0.21580,44,145,0.14861,0.28299
1990,Hamburg,Never,0.58391,101,145,0.50340,0.66442
1990,Lower Saxony,At least once per week,0.05955,74,969,0.04464,0.07446
1990,Lower Saxony,At least once per month,0.05985,84,969,0.04491,0.07479
1990,Lower Saxony,Seldom,0.23978,273,969,0.21288,0.26668
1990,Lower Saxony,Never,0.48749,538,969,0.45600,0.51898
1990,Bremen,Never,0.59755,68,68,0.48012,0.71497
1990,North Rhine-Westphalia,At least once per week,0.05295,179,2541,0.04424,0.06166
1990,North Rhine-Westphalia,At least once per month,0.07158,216,2541,0.06155,0.08160
1990,North Rhine-Westphalia,Seldom,0.21299,628,2541,0.19707,0.22892
1990,North Rhine-Westphalia,Never,0.47793,1518,2541,0.45850,0.49735
1990,Hesse,At least once per week,0.06493,77,975,0.04946,0.08041
1990,Hesse,At least once per month,0.06453,69,975,0.04910,0.07996
1990,Hesse,Seldom,0.21817,229,975,0.19223,0.24411
1990,Hesse,Never,0.48567,600,975,0.45428,0.51706
1990,"Rhineland-Palatinate, Saarland",At least once per week,0.06233,53,670,0.04401,0.08065
1990,"Rhineland-Palatinate, Saarland",At least once per month,0.07025,54,670,0.05088,0.08961
1990,"Rhineland-Palatinate, Saarland",Seldom,0.17827,146,670,0.14927,0.20728
1990,"Rhineland-Palatinate, Saarland",Never,0.54191,417,670,0.50415,0.57966
1990,Baden-Wuerttemberg,At least once per week,0.05407,148,1780,0.04356,0.06458
1990,Baden-Wuerttemberg,At least once per month,0.08887,212,1780,0.07565,0.10210
1990,Baden-Wuerttemberg,Seldom,0.21567,435,1780,0.19656,0.23478
1990,Baden-Wuerttemberg,Never,0.45107,985,1780,0.42795,0.47419
1990,Bavaria,At least once per week,0.05586,108,1587,0.04456,0.06717
1990,Bavaria,At least once per month,0.07826,160,1587,0.06504,0.09147
1990,Bavaria,Seldom,0.22030,427,1587,0.19990,0.24070
1990,Bavaria,Never,0.47567,892,1587,0.45110,0.50025
1990,Berlin,Seldom,0.11531,70,286,0.07823,0.15239
1990,Berlin,Never,0.36180,216,286,0.30602,0.41759
1995,Schleswig-Holstein,Seldom,0.26336,84,250,0.20865,0.31807
1995,Schleswig-Holstein,Never,0.43035,166,250,0.36886,0.49185
1995,Hamburg,Seldom,0.27412,33,119,0.19363,0.35460
1995,Hamburg,Never,0.56759,86,119,0.47820,0.65698
1995,Lower Saxony,At least once per week,0.03734,59,1037,0.02579,0.04888
1995,Lower Saxony,At least once per month,0.07211,94,1037,0.05636,0.08787
1995,Lower Saxony,Seldom,0.24209,312,1037,0.21601,0.26818
1995,Lower Saxony,Never,0.45138,572,1037,0.42108,0.48168
1995,Bremen,Never,0.60152,55,55,0.47093,0.73210
1995,North Rhine-Westphalia,At least once per week,0.05226,162,2558,0.04363,0.06088
1995,North Rhine-Westphalia,At least once per month,0.06716,219,2558,0.05746,0.07686
1995,North Rhine-Westphalia,Seldom,0.22511,692,2558,0.20892,0.24130
1995,North Rhine-Westphalia,Never,0.46643,1485,2558,0.44709,0.48577
1995,Hesse,At least once per week,0.06501,58,926,0.04912,0.08090
1995,Hesse,At least once per month,0.05578,61,926,0.04099,0.07056
1995,Hesse,Seldom,0.21603,231,926,0.18951,0.24256
1995,Hesse,Never,0.49741,576,926,0.46518,0.52963
1995,"Rhineland-Palatinate, Saarland",At least once per week,0.04326,45,705,0.02824,0.05829
1995,"Rhineland-Palatinate, Saarland",At least once per month,0.04498,42,705,0.02967,0.06029
1995,"Rhineland-Palatinate, Saarland",Seldom,0.17268,161,705,0.14476,0.20060
1995,"Rhineland-Palatinate, Saarland",Never,0.53576,457,705,0.49892,0.57260
1995,Baden-Wuerttemberg,At least once per week,0.03342,89,1775,0.02505,0.04178
1995,Baden-Wuerttemberg,At least once per month,0.07801,205,1775,0.06553,0.09049
1995,Baden-Wuerttemberg,Seldom,0.21877,495,1775,0.19954,0.23801
1995,Baden-Wuerttemberg,Never,0.46927,986,1775,0.44604,0.49249
1995,Bavaria,At least once per week,0.04242,90,1670,0.03275,0.05209
1995,Bavaria,At least once per month,0.06480,150,1670,0.05299,0.07662
1995,Bavaria,Seldom,0.21518,456,1670,0.19547,0.23490
1995,Bavaria,Never,0.48852,974,1670,0.46454,0.51250
1995,Berlin,Seldom,0.20007,137,528,0.16591,0.23423
1995,Berlin,Never,0.57560,391,528,0.53340,0.61780
1995,Brandenburg,Seldom,0.21268,155,539,0.17810,0.24726
1995,Brandenburg,Never,0.55369,384,539,0.51168,0.59570
1995,Mecklenburg-Western Pomerania,At least once per month,0.05310,31,403,0.03118,0.07502
1995,Mecklenburg-Western Pomerania,Seldom,0.22824,116,403,0.18721,0.26927
1995,Mecklenburg-Western Pomerania,Never,0.50904,256,403,0.46017,0.55791
1995,Saxony,At least once per week,0.02230,38,1090,0.01353,0.03107
1995,Saxony,At least once per month,0.03831,57,1090,0.02691,0.04971
1995,Saxony,Seldom,0.18934,285,1090,0.16607,0.21261
