year,age_gr,bula_h,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Never,0.51201,41,41,0.35710,0.66692
1990,17-29 y.,Lower Saxony,At least once per week,0.12319,33,276,0.08435,0.16204
1990,17-29 y.,Lower Saxony,At least once per month,0.11380,35,276,0.07627,0.15133
1990,17-29 y.,Lower Saxony,Seldom,0.36850,97,276,0.31148,0.42551
1990,17-29 y.,Lower Saxony,Never,0.38598,111,276,0.32844,0.44352
1990,17-29 y.,North Rhine-Westphalia,At least once per week,0.10180,81,735,0.07992,0.12367
1990,17-29 y.,North Rhine-Westphalia,At least once per month,0.13175,92,735,0.10728,0.15622
1990,17-29 y.,North Rhine-Westphalia,Seldom,0.31808,208,735,0.28438,0.35177
1990,17-29 y.,North Rhine-Westphalia,Never,0.44473,354,735,0.40878,0.48068
1990,17-29 y.,Hesse,At least once per week,0.10726,32,237,0.06778,0.14674
1990,17-29 y.,Hesse,Seldom,0.34528,76,237,0.28462,0.40594
1990,17-29 y.,Hesse,Never,0.41200,129,237,0.34921,0.47480
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.36886,64,142,0.28922,0.44850
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.39331,78,142,0.31268,0.47394
1990,17-29 y.,Baden-Wuerttemberg,At least once per week,0.13753,78,536,0.10834,0.16671
1990,17-29 y.,Baden-Wuerttemberg,At least once per month,0.16510,83,536,0.13364,0.19656
1990,17-29 y.,Baden-Wuerttemberg,Seldom,0.38055,173,536,0.33940,0.42169
1990,17-29 y.,Baden-Wuerttemberg,Never,0.30426,202,536,0.26527,0.34325
1990,17-29 y.,Bavaria,At least once per week,0.12569,57,470,0.09568,0.15569
1990,17-29 y.,Bavaria,At least once per month,0.16873,74,470,0.13483,0.20262
1990,17-29 y.,Bavaria,Seldom,0.33846,161,470,0.29563,0.38128
1990,17-29 y.,Bavaria,Never,0.35760,178,470,0.31422,0.40098
1990,17-29 y.,Berlin,Never,0.24640,43,43,0.11607,0.37672
1990,30-45 y.,Schleswig-Holstein,Never,0.42571,34,34,0.25701,0.59441
1990,30-45 y.,Lower Saxony,Seldom,0.32733,72,205,0.26294,0.39173
1990,30-45 y.,Lower Saxony,Never,0.53084,133,205,0.46235,0.59932
1990,30-45 y.,North Rhine-Westphalia,At least once per week,0.06423,53,817,0.04741,0.08105
1990,30-45 y.,North Rhine-Westphalia,At least once per month,0.08733,67,817,0.06796,0.10670
1990,30-45 y.,North Rhine-Westphalia,Seldom,0.34481,261,817,0.31220,0.37742
1990,30-45 y.,North Rhine-Westphalia,Never,0.49594,436,817,0.46163,0.53025
1990,30-45 y.,Hesse,Seldom,0.30841,74,241,0.24998,0.36684
1990,30-45 y.,Hesse,Never,0.46307,167,241,0.39998,0.52616
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.27248,46,136,0.19737,0.34758
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.50727,90,136,0.42293,0.59161
1990,30-45 y.,Baden-Wuerttemberg,At least once per week,0.06373,43,543,0.04317,0.08430
1990,30-45 y.,Baden-Wuerttemberg,At least once per month,0.13186,71,543,0.10337,0.16034
1990,30-45 y.,Baden-Wuerttemberg,Seldom,0.26573,124,543,0.22855,0.30292
1990,30-45 y.,Baden-Wuerttemberg,Never,0.53733,305,543,0.49535,0.57930
1990,30-45 y.,Bavaria,At least once per week,0.09789,36,459,0.07067,0.12510
1990,30-45 y.,Bavaria,At least once per month,0.10142,47,459,0.07377,0.12906
1990,30-45 y.,Bavaria,Seldom,0.32381,138,459,0.28096,0.36667
1990,30-45 y.,Bavaria,Never,0.47386,238,459,0.42813,0.51959
1990,30-45 y.,Berlin,Never,0.31658,57,57,0.19475,0.43841
1990,46-65 y.,Schleswig-Holstein,Never,0.53243,61,61,0.40617,0.65868
1990,46-65 y.,Lower Saxony,Seldom,0.28385,91,287,0.23160,0.33610
1990,46-65 y.,Lower Saxony,Never,0.57774,196,287,0.52050,0.63499
1990,46-65 y.,North Rhine-Westphalia,At least once per week,0.05930,42,753,0.04242,0.07618
1990,46-65 y.,North Rhine-Westphalia,At least once per month,0.08111,50,753,0.06160,0.10062
1990,46-65 y.,North Rhine-Westphalia,Seldom,0.22535,146,753,0.19548,0.25521
1990,46-65 y.,North Rhine-Westphalia,Never,0.62027,515,753,0.58559,0.65496
1990,46-65 y.,Hesse,Seldom,0.25310,63,280,0.20208,0.30411
1990,46-65 y.,Hesse,Never,0.62231,217,280,0.56542,0.67919
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.15316,33,199,0.10299,0.20332
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.72113,166,199,0.65867,0.78360
1990,46-65 y.,Baden-Wuerttemberg,At least once per month,0.08460,52,514,0.06052,0.10868
1990,46-65 y.,Baden-Wuerttemberg,Seldom,0.24623,119,514,0.20895,0.28351
1990,46-65 y.,Baden-Wuerttemberg,Never,0.62677,343,514,0.58492,0.66863
1990,46-65 y.,Bavaria,At least once per month,0.07229,34,448,0.04828,0.09630
1990,46-65 y.,Bavaria,Seldom,0.24332,103,448,0.20354,0.28310
1990,46-65 y.,Bavaria,Never,0.64693,311,448,0.60263,0.69124
1990,46-65 y.,Berlin,Never,0.50619,82,82,0.39731,0.61507
