year,migback,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,1st Quintile,454,8.53959,7.53383,9.54535,0.91700,3.75000,12.16700,0.0,29.04200,3.75,3.00000,4.75208
1984,No migration background,2nd Quintile,757,9.85072,9.16912,10.53233,2.16700,6.66700,14.58300,0.0,33.20700,6.667,5.74792,7.66700
1984,No migration background,3rd Quintile,951,10.22798,9.61245,10.84352,2.50000,6.78507,15.85862,0.0,35.89655,6.75,6.08300,8.08300
1984,No migration background,4th Quintile,1165,10.97737,10.41683,11.53792,3.40227,8.00000,15.66162,0.0,34.05065,8.0,7.25000,9.41907
1984,No migration background,5th Quintile,1451,12.78838,12.25296,13.32379,4.33300,10.16700,18.91700,0.0,40.79300,10.167,9.58300,10.83300
1984,Direct migration background,1st Quintile,475,6.57474,6.05524,7.09423,1.33300,4.83300,11.25000,0.0,24.0,4.833,4.16700,5.92325
1984,Direct migration background,2nd Quintile,478,8.17971,7.52125,8.83816,2.53064,6.25000,12.17030,0.0,26.62979,6.25,5.16282,8.25000
1984,Direct migration background,3rd Quintile,466,8.42497,7.72960,9.12034,2.23818,6.35571,12.66700,0.0,28.31022,6.333,4.91700,7.91700
1984,Direct migration background,4th Quintile,485,8.18382,7.58907,8.77856,3.16700,5.99575,12.08300,0.0,25.45700,6.083,4.75000,7.58510
1984,Direct migration background,5th Quintile,330,10.34506,9.41389,11.27623,3.41700,8.60716,14.83300,0.0,31.95700,8.667,6.16700,10.75000
1984,Indirect migration background,1st Quintile,,,,,,,,,,,,
1984,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1984,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1984,Indirect migration background,4th Quintile,,,,,,,,,,,,
1984,Indirect migration background,5th Quintile,,,,,,,,,,,,
1985,No migration background,1st Quintile,456,7.60034,6.69897,8.50171,0.83300,3.50000,11.33300,0.0,27.08300,3.5,2.58092,4.00208
1985,No migration background,2nd Quintile,679,9.32797,8.62026,10.03568,1.91700,5.94010,13.75000,0.0,31.49950,5.917,5.16490,6.91700
1985,No migration background,3rd Quintile,883,10.23879,9.60720,10.87038,2.50000,7.01950,15.55826,0.0,35.14566,7.0,6.16700,7.58300
1985,No migration background,4th Quintile,1112,11.33445,10.73521,11.93369,3.33300,8.33300,16.52846,0.0,36.32164,8.333,7.58093,9.41700
1985,No migration background,5th Quintile,1324,13.02018,12.43938,13.60099,4.33300,10.36319,19.58300,0.0,42.45800,10.333,9.58093,11.41700
1985,Direct migration background,1st Quintile,436,6.48967,5.94499,7.03436,1.16700,4.94881,11.08300,0.0,24.75,5.0,4.33093,5.83300
1985,Direct migration background,2nd Quintile,399,8.90191,8.17461,9.62922,2.70713,7.33300,13.75000,0.0,30.31430,7.333,5.66700,8.92325
1985,Direct migration background,3rd Quintile,430,8.66406,7.92427,9.40384,2.33680,6.37830,13.06104,0.0,29.14739,6.333,4.83300,7.66907
1985,Direct migration background,4th Quintile,385,8.85886,8.04037,9.67735,2.58300,6.33494,12.67048,0.0,27.80171,6.417,5.00000,8.75000
1985,Direct migration background,5th Quintile,263,9.46722,8.53746,10.39697,3.50000,6.91700,14.32236,0.0,30.55591,6.917,5.58093,10.83300
1985,Indirect migration background,1st Quintile,,,,,,,,,,,,
