year,age_gr,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,West,,,,,,,,,,,,
1984,17-29 y.,West,2064,3.58488,3.44592,3.72385,1.00000,2.66700,5.08300,0.0,11.20750,2.667,2.50000,2.75000
1984,30-45 y.,West,2885,9.70361,9.44642,9.96079,3.91700,8.58394,14.33300,0.0,29.95700,8.583,8.16700,9.08510
1984,46-65 y.,West,2084,17.56089,17.08988,18.03191,8.91700,15.91420,25.41700,0.0,48.833,15.917,15.08300,16.75000
1984,66 and older,West,47,26.44075,20.60432,32.27718,5.35900,25.52215,41.41908,1.0,59.083,25.583,10.25000,38.08300
1985,0-16 y.,West,,,,,,,,,,,,
1985,17-29 y.,West,1890,3.39014,3.24965,3.53063,0.83300,2.50000,4.91700,0.0,11.04300,2.5,2.33300,2.58300
1985,30-45 y.,West,2570,9.53759,9.26433,9.81084,3.75000,8.41700,14.32807,0.0,30.19517,8.417,7.83093,8.91700
1985,46-65 y.,West,1932,17.83765,17.35425,18.32104,9.00000,16.50000,25.66700,0.0,49.0,16.5,15.75000,17.16700
1985,66 and older,West,38,33.35088,27.57352,39.12825,19.72457,38.29462,46.75383,3.917,59.0,38.333,26.25000,41.16700
1986,0-16 y.,West,,,,,,,,,,,,
1986,17-29 y.,West,1806,3.39348,3.25089,3.53608,0.91700,2.50000,5.08300,0.0,11.33200,2.5,2.16700,2.58300
1986,30-45 y.,West,2354,9.51576,9.23224,9.79927,3.50000,8.41700,14.33300,0.0,30.58250,8.417,7.91700,8.83300
1986,46-65 y.,West,1897,17.99752,17.51326,18.48178,8.91700,16.91700,25.75000,0.0,47.917,16.917,16.33300,17.58300
1986,66 and older,West,,,,,,,,,,,,
1987,0-16 y.,West,,,,,,,,,,,,
1987,17-29 y.,West,1843,3.27159,3.12788,3.41529,0.75000,2.16700,5.08300,0.0,11.58250,2.167,1.91700,2.50000
1987,30-45 y.,West,2333,9.24741,8.96635,9.52848,3.00000,8.00000,14.41700,0.0,30.5,8.0,7.58300,8.50000
1987,46-65 y.,West,1895,18.18005,17.69656,18.66354,9.16700,17.41700,26.08300,0.0,46.917,17.417,16.83300,18.16700
1987,66 and older,West,,,,,,,,,,,,
1988,0-16 y.,West,,,,,,,,,,,,
1988,17-29 y.,West,1808,3.18088,3.04109,3.32067,0.83300,2.08300,4.58300,0.0,10.20800,2.083,1.91700,2.41700
1988,30-45 y.,West,2210,9.24613,8.95384,9.53841,2.91700,8.16700,14.41700,0.0,30.917,8.167,7.75000,8.66700
1988,46-65 y.,West,1861,18.06335,17.56816,18.55854,8.91700,17.66700,26.19933,0.0,46.917,17.667,16.91700,18.33300
1988,66 and older,West,33,23.47704,17.51549,29.43858,8.48012,19.53649,38.96322,1.167,54.917,22.917,10.08300,36.53125
1989,0-16 y.,West,,,,,,,,,,,,
1989,17-29 y.,West,1799,3.13966,3.00427,3.27505,0.83300,2.25000,4.50000,0.0,10.00050,2.25,2.08300,2.41700
1989,30-45 y.,West,2164,9.27488,8.97697,9.57280,2.91700,8.41700,14.58300,0.0,31.083,8.417,7.91700,8.91700
1989,46-65 y.,West,1767,18.08115,17.57812,18.58418,9.08300,17.89881,26.41148,0.0,46.917,17.917,17.08300,18.66907
1989,66 and older,West,30,31.06027,24.87395,37.24659,13.25856,38.95737,43.33300,3.167,56.0,39.167,20.16700,43.33300
1990,0-16 y.,West,,,,,,,,,,,,
1990,0-16 y.,East,,,,,,,,,,,,
1990,17-29 y.,West,1762,3.04169,2.90679,3.17658,0.75000,1.91700,4.50000,0.0,10.12500,1.917,1.75000,2.25000
1990,17-29 y.,East,883,3.98709,3.75233,4.22185,0.91700,2.75000,5.83300,0.0,13.20700,2.75,2.75000,3.08300
1990,30-45 y.,West,2189,8.93355,8.63844,9.22866,2.58300,7.83300,14.16700,0.0,31.083,7.833,6.91700,8.58300
1990,30-45 y.,East,1437,10.93370,10.55493,11.31247,4.41700,10.58300,15.95378,0.0,30.75,10.583,9.83300,11.33300
1990,46-65 y.,West,1737,17.90344,17.38970,18.41718,9.07481,18.08300,25.91700,0.0,47.917,18.083,17.16700,19.00000
1990,46-65 y.,East,1071,20.52965,19.82678,21.23253,11.16700,20.42460,30.25000,0.0,48.167,20.417,19.83093,21.83300
1990,66 and older,West,,,,,,,,,,,,
1990,66 and older,East,,,,,,,,,,,,
1991,0-16 y.,West,,,,,,,,,,,,
1991,0-16 y.,East,,,,,,,,,,,,
1991,17-29 y.,West,1811,2.95382,2.82387,3.08377,0.75000,1.91700,4.41700,0.0,9.91750,1.917,1.66700,2.25000
1991,17-29 y.,East,686,3.38360,3.13871,3.62850,0.61727,2.50000,5.37488,0.0,12.51129,2.5,1.74793,2.66700
1991,30-45 y.,West,2248,8.72657,8.42775,9.02539,2.33300,6.75000,13.87075,0.0,29.917,6.75,6.08300,7.33300
