year,quintil_oecd,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,West,939,8.16855,7.51445,8.82264,0.91700,4.00000,11.60238,0.0,27.63045,4.0,3.25000,4.83300
1984,2nd Quintile,West,1247,9.59983,9.08449,10.11516,2.16700,6.65206,14.13087,0.0,32.07666,6.667,5.83300,7.50208
1984,3rd Quintile,West,1430,9.96875,9.47795,10.45955,2.41700,6.66700,15.25000,0.0,34.49950,6.667,6.00000,7.91700
1984,4th Quintile,West,1671,10.70271,10.24548,11.15993,3.33300,7.75000,15.08300,0.0,32.70800,7.75,6.99792,8.58510
1984,5th Quintile,West,1789,12.59196,12.11443,13.06949,4.25000,10.08300,18.58300,0.0,40.08250,10.083,9.41700,10.58718
1985,1st Quintile,West,903,7.37827,6.77631,7.98024,0.83300,3.75000,11.26169,0.0,26.90473,3.75,2.83300,4.33300
1985,2nd Quintile,West,1093,9.23070,8.68826,9.77314,2.00000,6.08300,13.69367,0.0,31.23418,6.083,5.41490,7.00000
1985,3rd Quintile,West,1328,10.04711,9.54179,10.55243,2.41700,6.91700,15.25000,0.0,34.49950,6.917,6.16700,7.66700
1985,4th Quintile,West,1510,11.03741,10.53143,11.54339,3.08300,8.08300,15.76352,0.0,34.78431,8.083,7.32885,8.66907
1985,5th Quintile,West,1595,12.76941,12.24767,13.29114,4.16700,10.25000,19.16700,0.0,41.66700,10.25,9.50000,10.91907
1986,1st Quintile,West,742,7.06092,6.44187,7.67997,0.69240,2.85397,11.50000,0.0,27.71140,2.833,2.16700,3.66700
1986,2nd Quintile,West,1043,9.41722,8.83761,9.99683,1.75000,6.00000,14.00000,0.0,32.37500,6.0,5.41700,6.66907
1986,3rd Quintile,West,1272,10.30505,9.76645,10.84366,2.58300,6.98884,15.46151,0.0,34.77926,7.0,6.50000,7.91907
1986,4th Quintile,West,1499,10.87326,10.39347,11.35306,3.25000,8.00000,15.91700,0.0,34.91750,8.0,7.41700,8.66907
1986,5th Quintile,West,1523,12.64599,12.11643,13.17556,4.16700,9.75000,18.66527,0.0,40.41266,9.75,9.16490,10.83510
