year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,male,4433,12.03823,11.73062,12.34584,3.50000,9.58300,18.50000,0.0,41.00000,9.583,9.08300,10.00000
1984,West,female,2647,8.38509,8.06501,8.70517,2.33300,5.50000,12.00000,0.0,26.50050,5.5,5.08300,6.00000
1985,West,male,3954,12.09826,11.76942,12.42711,3.41700,9.58300,18.75000,0.0,41.74950,9.583,8.91700,10.08510
1985,West,female,2476,8.41422,8.07329,8.75516,2.00000,5.50000,12.41700,0.0,28.04250,5.5,5.16490,5.66700
1986,West,male,3771,11.99424,11.66139,12.32709,2.83300,9.41700,18.41700,0.0,41.79300,9.417,8.74792,10.00000
1986,West,female,2309,8.58896,8.23442,8.94350,2.00000,5.83300,12.75000,0.0,28.87500,5.833,5.41700,6.25000
1987,West,male,3752,11.98154,11.64646,12.31662,2.75000,9.16700,18.41700,0.0,41.91750,9.167,8.75000,9.91700
1987,West,female,2348,8.56354,8.20937,8.91772,1.75000,5.91700,12.94466,0.0,29.73664,5.917,5.50000,6.33300
1988,West,male,3590,12.10227,11.75640,12.44813,2.73197,9.41700,18.83300,0.0,42.98455,9.417,8.74792,9.91700
1988,West,female,2322,8.45145,8.09759,8.80532,1.66700,5.66700,12.66829,0.0,29.17023,5.667,5.16282,6.17115
1989,West,male,3483,12.03220,11.68093,12.38347,2.83300,9.16700,18.91700,0.0,43.04300,9.167,8.83093,9.75208
1989,West,female,2277,8.42815,8.07125,8.78505,1.66700,5.50000,12.50000,0.0,28.74950,5.5,4.83300,6.00000
1990,West,male,3410,11.96869,11.60956,12.32782,2.58300,9.25000,19.08300,0.0,43.83300,9.25,8.58300,9.83510
1990,West,female,2306,8.24515,7.89837,8.59193,1.66700,4.97458,12.41700,0.0,28.54200,4.917,4.58300,5.50208
1990,East,male,1792,13.04322,12.51372,13.57273,3.08300,10.08300,20.41700,0.0,46.41800,10.083,9.41700,10.75000
1990,East,female,1618,11.92783,11.43120,12.42446,3.08300,9.75000,17.91700,0.0,40.16800,9.75,9.07675,10.41700
1991,West,male,3459,11.76459,11.40236,12.12681,2.50000,8.50000,19.08300,0.0,43.95750,8.5,7.66490,9.41907
1991,West,female,2386,8.07914,7.73715,8.42112,1.58300,4.75000,12.02963,0.0,27.69956,4.75,4.25000,5.25208
1991,East,male,1515,11.48563,10.90592,12.06534,1.25000,7.66746,18.69319,0.0,44.85799,7.667,6.50000,8.83510
1991,East,female,1307,10.95021,10.40279,11.49764,2.00000,8.08557,17.50000,0.0,40.75000,8.083,7.25000,9.58300
1992,West,male,3349,11.75398,11.39045,12.11751,2.50000,8.50000,19.00000,0.0,43.75000,8.5,7.83093,9.41907
1992,West,female,2318,8.23516,7.89211,8.57822,1.75000,4.83300,12.50000,0.0,28.62500,4.833,4.41700,5.50000
1992,East,male,1332,9.31833,8.73373,9.90292,0.93126,3.75000,16.21568,0.0,39.14230,3.75,2.66700,4.83300
1992,East,female,1102,9.18618,8.59564,9.77672,1.00000,4.83300,15.50000,0.0,37.25000,4.833,3.91700,6.00000
