year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,7080,10.64421,10.41410,10.87431,2.83300,7.66700,15.50000,0.0,34.50050,7.667,7.33300,8.00208
1985,West,6430,10.63095,10.38648,10.87541,2.66700,7.50000,15.66700,0.0,35.16700,7.5,7.08093,7.66907
1986,West,6080,10.65802,10.40860,10.90743,2.50000,7.58300,16.00000,0.0,36.25000,7.583,7.08300,7.83300
1987,West,6100,10.62320,10.37311,10.87328,2.41700,7.50000,16.25000,0.0,36.99950,7.5,7.25000,7.83300
1988,West,5912,10.62866,10.37325,10.88406,2.33300,7.66700,16.41700,0.0,37.54300,7.667,7.24792,8.00000
1989,West,5760,10.57733,10.31871,10.83594,2.33300,7.58300,16.58300,0.0,37.95800,7.583,7.33300,8.00000
1990,West,5716,10.44697,10.18706,10.70688,2.08300,7.12691,16.75000,0.0,38.75050,7.083,6.58300,7.66700
1990,East,3410,12.52736,12.16188,12.89284,3.08300,9.78119,19.25000,0.0,43.50050,9.833,9.66490,10.58300
1991,West,5845,10.23809,9.97847,10.49771,1.91700,6.50000,16.50000,0.0,38.37450,6.5,6.08300,6.91700
1991,East,2822,11.24691,10.84464,11.64917,1.58300,7.91700,18.00000,0.0,42.62550,7.917,7.16490,8.83300
1992,West,5667,10.30996,10.04956,10.57037,2.16700,6.66700,16.58300,0.0,38.20700,6.667,6.33300,7.08300
1992,East,2434,9.26093,8.84354,9.67831,1.00000,4.25304,15.75000,0.0,37.87500,4.25,3.50000,5.16700
1993,West,5589,10.41754,10.15717,10.67791,2.41700,6.91700,16.58300,0.0,37.83200,6.917,6.50000,7.16700
1993,East,2263,7.69697,7.30430,8.08964,1.16700,2.50000,12.41700,0.0,29.29200,2.5,2.41700,2.75000
1994,West,5329,10.58608,10.31736,10.85481,2.50000,6.83300,16.50000,0.0,37.50000,6.833,6.50000,7.41700
1994,East,2218,7.73037,7.33859,8.12215,1.41700,3.08300,11.41700,0.0,26.41700,3.083,2.83300,3.25000
1995,West,5630,10.24036,9.97849,10.50223,2.33300,6.33300,15.91700,0.0,36.29300,6.333,5.91490,6.75000
1995,East,2210,7.54195,7.15232,7.93158,1.41700,3.41700,10.10900,0.0,23.14700,3.417,3.24793,3.66700
1996,West,5498,10.22993,9.96645,10.49341,2.33300,6.58300,16.08300,0.0,36.70800,6.583,6.16700,6.83300
1996,East,2140,7.48186,7.09973,7.86399,1.58300,4.00000,9.25000,0.0,20.75050,4.0,3.75000,4.33300
1997,West,5313,10.22711,9.96129,10.49293,2.41700,6.83300,16.00000,0.0,36.37450,6.833,6.50000,7.08300
1997,East,2069,7.48217,7.09848,7.86586,1.58300,4.41700,8.71287,0.0,19.40767,4.417,4.08300,4.58300
1998,West,5952,10.42899,10.17496,10.68302,2.41700,7.25000,16.66700,0.0,38.04200,7.25,6.75000,7.58300
1998,East,2161,7.53329,7.17307,7.89352,1.66700,4.91700,8.33967,0.0,18.34868,4.917,4.58093,5.25000
1999,West,5876,10.16644,9.91117,10.42170,2.08300,6.91700,15.66700,0.0,36.04300,6.917,6.58300,7.25000
1999,East,2168,7.48089,7.12284,7.83893,1.48542,4.83300,8.41700,0.0,18.81437,4.833,4.49792,5.58300
2000,West,10538,10.25845,10.06577,10.45112,2.00000,7.00000,15.83300,0.0,36.58250,7.0,6.66700,7.25000
2000,East,3200,7.51928,7.23148,7.80708,1.58300,5.08300,9.25000,0.0,20.75050,5.083,4.58300,5.41700
2001,West,9591,10.18157,9.97996,10.38318,1.91700,6.75000,15.75000,0.0,36.49950,6.75,6.41700,7.00000
2001,East,2967,7.69871,7.39756,7.99985,1.66700,5.25000,10.00000,0.0,22.49950,5.25,4.83300,5.58300
2002,West,10422,10.20447,10.01091,10.39803,2.00000,6.66700,15.83300,0.0,36.58250,6.667,6.41700,7.00000
2002,East,2930,7.82898,7.53150,8.12646,1.58300,5.50000,10.66700,0.0,24.29300,5.5,5.00000,5.83300
2003,West,9798,10.44721,10.24469,10.64972,2.25000,6.75000,16.16700,0.0,37.04250,6.75,6.41700,7.25000
2003,East,2807,8.21895,7.91006,8.52783,1.83300,5.75000,11.50000,0.0,26.00050,5.75,5.33300,6.33300
