year,pgisced97,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1990,Lower Secondary Level,West,1296,9.12688,8.59549,9.65827,1.50000,5.00000,15.66700,0.0,36.91750,5.0,3.91700,6.08300
1990,Lower Secondary Level,East,255,9.18059,7.85292,10.50825,1.41700,2.75000,15.03515,0.083,35.46237,2.75,1.75000,4.17325
1990,Upper Secondary Level,West,2908,10.98738,10.62018,11.35457,2.58300,7.98456,17.35005,0.0,39.50063,8.0,7.08093,8.75000
1990,Upper Secondary Level,East,2012,12.10667,11.64518,12.56816,3.25000,9.50000,18.08300,0.0,40.33250,9.5,8.91490,10.00000
1990,Post-secondary Non-tertiary Level,West,183,6.51094,5.37232,7.64955,1.24409,3.64255,8.57791,0.0,19.57864,3.667,2.66283,4.41907
1990,Post-secondary Non-tertiary Level,East,65,8.67445,6.64047,10.70842,2.24011,5.72747,13.75000,0.0,31.01483,5.75,3.08300,9.66700
1990,First Stage of Tertiary Education,West,347,12.03210,10.89509,13.16911,3.37799,9.00000,18.26103,0.0,40.58559,9.0,7.75000,11.00000
1990,First Stage of Tertiary Education,East,219,18.25420,16.66432,19.84407,8.20763,16.62094,28.31583,0.0,44.75,16.583,15.25000,19.50000
1990,Second Stage of Tertiary Education,West,546,10.90763,10.05527,11.76000,2.16700,7.91700,17.94505,0.0,41.61214,7.917,6.41490,9.50208
1990,Second Stage of Tertiary Education,East,850,13.31290,12.57636,14.04945,3.88862,11.08300,20.02399,0.0,44.22705,11.083,9.75000,11.83300
1991,Pre-primary Level,West,,,,,,,,,,,,
1991,Pre-primary Level,East,,,,,,,,,,,,
1991,Primary Level,West,342,8.95568,8.08711,9.82424,1.75000,6.09246,16.51959,0.0,36.917,6.167,3.83300,9.25833
1991,Primary Level,East,,,,,,,,,,,,
1991,Lower Secondary Level,West,1288,9.04915,8.51504,9.58326,1.50000,4.50000,14.58300,0.0,34.20750,4.5,3.58300,5.58510
1991,Lower Secondary Level,East,169,7.14953,5.76859,8.53047,0.64711,2.50098,12.92128,0.0,31.33252,2.5,1.58300,2.66700
1991,Upper Secondary Level,West,2954,10.75870,10.38970,11.12770,2.25000,7.25000,17.25000,0.0,39.75000,7.25,6.50000,8.08300
1991,Upper Secondary Level,East,1632,10.90243,10.39705,11.40782,2.08300,7.66700,16.91700,0.0,39.16800,7.667,6.90865,8.58300
1991,Post-secondary Non-tertiary Level,West,215,5.77621,4.75695,6.79546,1.08300,2.70472,6.76384,0.0,15.28509,2.75,2.33092,3.75000
1991,Post-secondary Non-tertiary Level,East,54,8.45734,5.93004,10.98464,0.68011,4.32676,13.92339,0.0,33.78829,4.0,1.91700,10.25000
1991,First Stage of Tertiary Education,West,360,11.94080,10.80156,13.08004,3.22016,9.22300,17.51597,0.0,38.95968,9.25,7.66490,10.00000
1991,First Stage of Tertiary Education,East,193,16.19760,14.37379,18.02142,3.50447,16.13562,26.61815,0.0,45.5,16.167,11.65657,18.58300
1991,Second Stage of Tertiary Education,West,570,10.87589,10.03640,11.71538,2.30937,7.33300,18.22957,0.0,42.10987,7.333,5.66700,9.16700
1991,Second Stage of Tertiary Education,East,750,11.83457,11.02053,12.64861,1.31617,8.70875,19.66700,0.0,47.19325,8.75,7.24792,10.58300
1992,Pre-primary Level,West,,,,,,,,,,,,
1992,Pre-primary Level,East,,,,,,,,,,,,
1992,Primary Level,West,295,9.74429,8.77225,10.71632,2.25000,6.97153,17.49346,0.0,37.75,7.0,4.41700,9.59760
1992,Primary Level,East,,,,,,,,,,,,
1992,Lower Secondary Level,West,1209,9.14164,8.59454,9.68873,1.58300,4.50000,14.83300,0.0,34.70800,4.5,3.83092,5.58510
1992,Lower Secondary Level,East,163,5.50057,4.20059,6.80054,0.50000,1.50000,3.75000,0.0,8.62500,1.5,1.41490,1.91700
1992,Upper Secondary Level,West,2893,10.71089,10.34555,11.07623,2.33300,7.25000,17.41700,0.0,40.04300,7.25,6.66700,7.83510
1992,Upper Secondary Level,East,1347,8.80696,8.27443,9.33949,0.91700,4.41700,14.50000,0.0,34.87450,4.417,3.75000,5.33510
1992,Post-secondary Non-tertiary Level,West,205,5.54046,4.69532,6.38560,1.62847,3.21445,7.30460,0.0,15.81880,3.25,2.58300,4.08300
1992,Post-secondary Non-tertiary Level,East,40,7.42216,4.38851,10.45581,1.00000,2.94068,11.20240,0.083,26.50600,2.75,1.16700,6.41700
1992,First Stage of Tertiary Education,West,375,11.92102,10.79794,13.04410,3.50000,8.66436,16.97688,0.0,37.19221,8.667,6.99375,10.50000
1992,First Stage of Tertiary Education,East,175,14.55759,12.60992,16.50527,1.25000,12.34989,25.75509,0.0,41.417,12.417,7.06635,17.00000
1992,Second Stage of Tertiary Education,West,575,11.28101,10.43903,12.12299,2.58300,7.95393,18.58300,0.0,42.58300,7.833,6.49792,10.00417
1992,Second Stage of Tertiary Education,East,679,9.69499,8.89292,10.49705,1.08300,5.16700,16.83300,0.0,40.45800,5.167,3.49793,6.58300
1993,Pre-primary Level,West,,,,,,,,,,,,
1993,Pre-primary Level,East,,,,,,,,,,,,
1993,Primary Level,West,295,10.02875,9.03045,11.02706,2.41700,6.25000,18.28357,0.0,38.833,6.25,5.07885,10.25208
1993,Primary Level,East,,,,,,,,,,,,
1993,Lower Secondary Level,West,1164,9.38079,8.82107,9.94051,1.66700,5.08300,15.08300,0.0,35.20700,5.083,4.33093,5.75208
1993,Lower Secondary Level,East,139,3.08829,2.13417,4.04241,0.50000,1.41700,2.41700,0.0,5.29250,1.417,1.41700,1.50000
1993,Upper Secondary Level,West,2858,10.96753,10.59603,11.33903,2.58300,7.58300,17.16700,0.0,39.04300,7.583,7.00000,8.16907
1993,Upper Secondary Level,East,1254,7.22367,6.73613,7.71121,1.14475,2.58300,11.37898,0.0,26.73031,2.583,2.41700,3.00000
1993,Post-secondary Non-tertiary Level,West,210,5.82780,4.94022,6.71538,1.16700,3.41700,7.46483,0.0,16.91158,3.417,2.75000,4.17325
1993,Post-secondary Non-tertiary Level,East,42,6.31025,3.53912,9.08139,0.99833,2.12696,8.59213,0.0,19.98282,2.167,1.25000,6.19825
1993,First Stage of Tertiary Education,West,361,11.22827,10.20771,12.24883,3.32595,8.18261,16.81376,0.0,37.04547,8.167,6.99792,9.43365
1993,First Stage of Tertiary Education,East,153,11.88167,9.85977,13.90358,1.33300,5.34250,21.56440,0.0,39.167,5.333,2.25000,11.33718
1993,Second Stage of Tertiary Education,West,586,11.13321,10.31276,11.95366,2.43000,7.58300,18.37698,0.0,42.29744,7.583,5.83300,9.66700
1993,Second Stage of Tertiary Education,East,647,8.63889,7.86002,9.41775,1.28710,2.83300,14.00000,0.0,33.06935,2.833,2.50000,4.33510
1994,Pre-primary Level,West,,,,,,,,,,,,
1994,Pre-primary Level,East,,,,,,,,,,,,
1994,Primary Level,West,260,9.88408,8.78001,10.98815,2.13413,5.88721,18.09490,0.0,39.833,5.917,4.66700,8.25000
1994,Primary Level,East,,,,,,,,,,,,
1994,Lower Secondary Level,West,980,9.84104,9.23475,10.44733,2.06870,5.75000,15.58857,0.0,35.86838,5.75,5.08300,6.66700
1994,Lower Secondary Level,East,149,2.32224,1.61254,3.03195,0.58300,1.41700,2.41700,0.0,5.16800,1.417,1.00000,1.50000
1994,Upper Secondary Level,West,2765,11.11395,10.73327,11.49463,2.75000,7.75000,17.66700,0.0,40.04250,7.75,7.08300,8.25000
1994,Upper Secondary Level,East,1201,7.23450,6.74604,7.72297,1.49690,3.08300,10.24796,0.0,23.37456,3.083,2.91490,3.33300
1994,Post-secondary Non-tertiary Level,West,209,5.61542,4.71637,6.51446,1.08300,3.38041,7.36106,0.0,16.77815,3.333,2.41490,4.17115
1994,Post-secondary Non-tertiary Level,East,46,5.89752,3.32934,8.46571,1.25559,2.30716,7.02930,0.0,15.68986,2.583,1.75000,3.25000
1994,First Stage of Tertiary Education,West,361,11.66675,10.61341,12.72008,3.66700,8.67872,17.26925,0.0,37.67262,8.667,7.49792,9.75000
1994,First Stage of Tertiary Education,East,159,11.43146,9.49853,13.36439,1.75000,3.78525,19.01203,0.0,41.667,3.75,2.99793,10.59135
1994,Second Stage of Tertiary Education,West,620,10.94378,10.14715,11.74040,2.50000,6.83300,17.78727,0.0,40.71818,6.833,5.83300,9.16700
1994,Second Stage of Tertiary Education,East,636,8.96268,8.18018,9.74518,1.83300,3.44423,14.52934,0.0,33.57386,3.417,3.16700,3.91700
1995,Pre-primary Level,West,,,,,,,,,,,,
1995,Pre-primary Level,East,,,,,,,,,,,,
1995,Primary Level,West,234,8.87436,7.76787,9.98084,2.33227,5.33636,15.95144,0.0,31.667,5.333,4.33093,6.58300
1995,Primary Level,East,,,,,,,,,,,,
1995,Lower Secondary Level,West,1009,9.42290,8.82087,10.02492,2.00000,5.41700,15.16700,0.0,34.91750,5.417,4.66490,6.08300
1995,Lower Secondary Level,East,144,1.98069,1.42161,2.53977,0.50000,1.33300,2.41700,0.0,5.29250,1.333,1.00000,1.50000
1995,Upper Secondary Level,West,2894,10.90236,10.52570,11.27901,2.58300,7.00000,17.00000,0.0,38.62550,7.0,6.33300,7.66907
1995,Upper Secondary Level,East,1204,6.76120,6.28530,7.23711,1.08300,3.33300,8.83300,0.0,20.45800,3.333,3.00000,3.50000
1995,Post-secondary Non-tertiary Level,West,257,5.59463,4.86035,6.32892,1.91700,3.41700,7.66559,0.0,16.28848,3.417,2.66700,3.75207
1995,Post-secondary Non-tertiary Level,East,48,5.50151,3.14005,7.86298,1.28697,2.91700,4.43336,0.083,9.15295,2.917,1.58300,3.58300
1995,First Stage of Tertiary Education,West,377,11.09124,10.10860,12.07389,2.83300,8.58300,16.33300,0.0,36.58300,8.583,7.41700,10.16700
1995,First Stage of Tertiary Education,East,163,11.21472,9.32324,13.10620,2.00000,3.91700,19.93243,0.0,42.417,3.917,3.33092,8.66700
1995,Second Stage of Tertiary Education,West,717,10.29399,9.55036,11.03762,2.25000,6.33300,16.00000,0.0,36.62500,6.333,5.08300,7.16700
1995,Second Stage of Tertiary Education,East,627,9.26098,8.46611,10.05585,2.33300,4.16700,14.50000,0.0,32.75050,4.167,3.91700,4.50000
1996,Pre-primary Level,West,,,,,,,,,,,,
1996,Pre-primary Level,East,,,,,,,,,,,,
1996,Primary Level,West,213,9.32913,8.09078,10.56748,1.66700,5.33300,17.06615,0.0,32.667,5.333,4.25000,6.93157
1996,Primary Level,East,,,,,,,,,,,,
1996,Lower Secondary Level,West,932,9.08996,8.47265,9.70726,1.50000,5.42847,14.91300,0.0,35.03251,5.417,4.75000,6.33300
1996,Lower Secondary Level,East,145,2.33039,1.52608,3.13471,0.41903,1.41700,2.41700,0.0,5.41396,1.417,1.33300,1.50000
1996,Upper Secondary Level,West,2847,11.10200,10.72114,11.48286,2.91700,7.33300,17.33300,0.0,38.95700,7.333,6.75000,7.83510
1996,Upper Secondary Level,East,1143,6.85837,6.38016,7.33658,1.41700,3.83300,8.25000,0.0,18.49950,3.833,3.58300,4.08300
1996,Post-secondary Non-tertiary Level,West,262,5.62097,4.89614,6.34580,1.65053,3.58300,7.58300,0.0,16.48170,3.583,3.08300,4.25000
1996,Post-secondary Non-tertiary Level,East,53,6.60893,4.28452,8.93333,2.13303,3.75000,5.33300,0.5,10.13296,3.75,2.49582,4.83300
1996,First Stage of Tertiary Education,West,389,10.56817,9.65209,11.48424,3.16700,7.95336,15.91709,0.083,35.04223,8.0,6.66700,9.25417
1996,First Stage of Tertiary Education,East,160,10.13927,8.32826,11.95027,2.00000,4.25304,17.87702,0.0,41.667,4.25,3.41700,5.00000
1996,Second Stage of Tertiary Education,West,722,10.30811,9.57621,11.04001,2.02927,6.66700,16.16700,0.0,37.37359,6.667,5.00000,7.58300
1996,Second Stage of Tertiary Education,East,607,9.10204,8.33539,9.86869,3.00000,4.83943,13.29989,0.0,28.74971,4.833,4.50000,5.16700
1997,Pre-primary Level,West,,,,,,,,,,,,
1997,Pre-primary Level,East,,,,,,,,,,,,
1997,Primary Level,West,186,10.03172,8.71327,11.35018,2.70488,6.46672,17.99514,0.083,32.917,6.417,5.32675,7.83300
1997,Primary Level,East,,,,,,,,,,,,
1997,Lower Secondary Level,West,890,9.03172,8.39208,9.67136,1.50000,5.50000,14.84520,0.0,34.86301,5.5,4.41700,6.58300
1997,Lower Secondary Level,East,134,2.37485,1.77373,2.97596,0.66700,1.50000,2.50000,0.083,5.24950,1.5,1.41700,2.25207
1997,Upper Secondary Level,West,2729,11.02339,10.64250,11.40427,2.91700,7.50000,17.08300,0.0,38.33200,7.5,7.08300,8.16700
1997,Upper Secondary Level,East,1084,6.76665,6.28802,7.24527,1.41700,4.00000,7.83300,0.0,17.45700,4.0,3.83300,4.41700
1997,Post-secondary Non-tertiary Level,West,257,5.74978,4.99754,6.50201,1.66700,4.08300,7.30859,0.0,15.77098,4.083,2.99793,4.50000
1997,Post-secondary Non-tertiary Level,East,51,6.04407,4.44512,7.64302,2.63537,4.73830,6.41700,0.0,12.08945,4.75,3.25000,5.83718
1997,First Stage of Tertiary Education,West,378,10.94757,10.01354,11.88160,3.91766,8.11372,16.50000,0.167,35.37351,8.0,6.91700,9.58300
1997,First Stage of Tertiary Education,East,155,9.87647,8.04781,11.70513,2.13490,4.89484,15.97817,0.0,36.74308,4.917,3.91700,5.83300
1997,Second Stage of Tertiary Education,West,738,10.38223,9.64879,11.11566,2.16468,6.50000,16.47126,0.0,37.93113,6.5,5.41490,7.83510
1997,Second Stage of Tertiary Education,East,608,9.31768,8.53551,10.09985,2.75000,5.50000,13.43893,0.0,29.47233,5.5,5.08300,5.75000
1998,Pre-primary Level,West,,,,,,,,,,,,
1998,Pre-primary Level,East,,,,,,,,,,,,
1998,Primary Level,West,179,10.32321,8.94301,11.70342,2.41700,7.33300,18.28608,0.0,33.667,7.333,5.33300,8.84968
1998,Primary Level,East,,,,,,,,,,,,
1998,Lower Secondary Level,West,915,8.78106,8.17576,9.38636,1.50000,5.00000,14.50000,0.0,34.00000,5.0,3.41700,6.33300
1998,Lower Secondary Level,East,155,2.95138,2.14767,3.75509,0.50000,1.50000,3.04133,0.0,6.85334,1.5,1.41700,1.75418
1998,Upper Secondary Level,West,2981,11.13892,10.76859,11.50925,2.75000,7.91700,17.50000,0.0,39.62500,7.917,7.41700,8.33300
1998,Upper Secondary Level,East,1133,7.07328,6.60638,7.54018,1.75000,4.50000,7.83300,0.0,16.95750,4.5,4.00000,4.91700
1998,Post-secondary Non-tertiary Level,West,309,6.66609,5.90779,7.42439,1.75000,4.66700,8.88833,0.0,19.59584,4.667,3.58300,5.33300
1998,Post-secondary Non-tertiary Level,East,50,6.06466,4.33768,7.79165,2.32615,5.50000,6.94313,0.083,13.86859,5.5,3.50000,5.83300
1998,First Stage of Tertiary Education,West,423,11.00085,10.09382,11.90788,3.25000,7.75000,16.66700,0.0,36.79250,7.75,6.58300,9.58510
1998,First Stage of Tertiary Education,East,160,9.39566,7.74237,11.04895,1.75168,5.31450,15.39738,0.083,35.86594,5.25,3.75000,6.50000
1998,Second Stage of Tertiary Education,West,868,10.72170,10.03942,11.40399,2.41700,7.08300,17.08300,0.0,39.08200,7.083,6.33300,8.25000
1998,Second Stage of Tertiary Education,East,595,9.40487,8.66682,10.14292,3.33300,6.37854,12.15762,0.0,25.39454,6.417,5.91700,6.66700
1999,Pre-primary Level,West,,,,,,,,,,,,
1999,Pre-primary Level,East,,,,,,,,,,,,
1999,Primary Level,West,176,9.85934,8.41771,11.30097,1.58300,6.33300,17.28816,0.083,34.667,6.333,3.50000,9.75208
1999,Primary Level,East,,,,,,,,,,,,
1999,Lower Secondary Level,West,904,8.45308,7.85113,9.05502,1.41700,3.75000,13.57012,0.0,31.79980,3.75,3.16700,5.00000
1999,Lower Secondary Level,East,163,2.82517,2.15039,3.49995,0.50000,1.41700,3.16700,0.083,7.16750,1.417,1.33092,2.16908
1999,Upper Secondary Level,West,3027,10.87020,10.50171,11.23868,2.41700,7.66700,17.25000,0.0,39.49950,7.667,7.16490,8.16700
1999,Upper Secondary Level,East,1142,6.93837,6.47431,7.40242,1.33300,4.50000,8.20629,0.0,18.51623,4.5,4.00000,4.91700
1999,Post-secondary Non-tertiary Level,West,303,6.89705,6.09584,7.69826,1.77277,4.50000,9.49935,0.0,21.08923,4.5,3.66700,5.83718
1999,Post-secondary Non-tertiary Level,East,59,7.19087,5.50019,8.88156,2.41700,6.50000,8.41700,0.083,17.41700,6.5,4.49792,7.58300
1999,First Stage of Tertiary Education,West,421,11.20469,10.26384,12.14554,3.33300,8.33548,17.03930,0.0,37.59875,8.333,7.16700,9.66700
1999,First Stage of Tertiary Education,East,165,9.80826,8.18748,11.42904,2.33300,6.25000,13.06454,0.083,29.16184,6.25,4.75000,7.41907
1999,Second Stage of Tertiary Education,West,891,10.58471,9.92746,11.24195,2.41700,7.25000,16.82551,0.0,38.43826,7.25,6.75000,8.00000
1999,Second Stage of Tertiary Education,East,599,9.26273,8.52954,9.99591,2.75000,6.83300,10.89819,0.0,23.12047,6.833,6.33300,7.33300
2000,Pre-primary Level,West,39,1.39976,0.46915,2.33037,0.17289,0.83300,1.47540,0.0,3.42917,0.833,0.33300,1.25000
2000,Pre-primary Level,East,,,,,,,,,,,,
2000,Primary Level,West,137,9.20786,7.52163,10.89409,0.75000,4.47670,14.96003,0.0,34.583,4.417,2.50000,8.92325
2000,Primary Level,East,,,,,,,,,,,,
2000,Lower Secondary Level,West,1235,7.79437,7.27042,8.31832,1.00000,2.94989,12.29590,0.0,29.23976,3.0,2.58092,3.66700
2000,Lower Secondary Level,East,192,2.15523,1.58938,2.72107,0.50000,1.41700,2.33300,0.0,5.08250,1.417,1.25000,1.58300
2000,Upper Secondary Level,West,5596,10.93918,10.66975,11.20861,2.41700,8.00000,17.08300,0.0,39.08200,8.0,7.66700,8.33300
2000,Upper Secondary Level,East,1698,6.91856,6.55117,7.28595,1.50000,4.58300,8.83300,0.0,19.83250,4.583,4.16700,5.00000
2000,Post-secondary Non-tertiary Level,West,668,6.78955,6.21580,7.36330,1.66700,4.25000,9.29260,0.0,20.73100,4.25,3.58300,5.16907
2000,Post-secondary Non-tertiary Level,East,92,6.50239,5.04935,7.95543,1.41700,4.68550,8.06543,0.0,18.03808,4.75,3.50000,6.41700
2000,First Stage of Tertiary Education,West,954,11.41029,10.77279,12.04779,3.33820,8.48729,17.83300,0.0,39.57519,8.5,7.33093,9.25000
2000,First Stage of Tertiary Education,East,309,9.43784,8.34220,10.53347,3.00000,6.23000,10.33533,0.0,21.33833,6.25,4.82885,7.41907
2000,Second Stage of Tertiary Education,West,1897,10.65637,10.19462,11.11813,2.16700,7.41700,17.16700,0.0,39.66700,7.417,6.50000,7.83300
2000,Second Stage of Tertiary Education,East,893,9.44220,8.85277,10.03164,2.88425,7.83300,10.33300,0.0,21.50612,7.833,7.33300,8.33300
2001,Pre-primary Level,West,62,1.20760,0.84908,1.56611,0.33300,0.81078,1.51677,0.0,3.29243,0.833,0.50000,1.08300
2001,Pre-primary Level,East,,,,,,,,,,,,
2001,Primary Level,West,105,10.42993,8.34277,12.51710,1.20724,6.16700,20.28260,0.0,35.583,6.167,2.41700,10.34135
2001,Primary Level,East,,,,,,,,,,,,
2001,Lower Secondary Level,West,1092,7.49546,6.94980,8.04112,1.08300,2.66700,11.66700,0.0,27.54300,2.667,2.50000,3.16700
2001,Lower Secondary Level,East,175,2.15749,1.78580,2.52918,0.66700,1.58300,2.57448,0.083,5.43570,1.583,1.41700,2.00000
2001,Upper Secondary Level,West,5062,10.96630,10.68227,11.25032,2.25000,8.08300,17.00000,0.0,39.12500,8.083,7.58093,8.50208
2001,Upper Secondary Level,East,1571,6.99937,6.61153,7.38722,1.39808,4.58300,9.41700,0.0,21.44539,4.583,3.99793,5.08300
2001,Post-secondary Non-tertiary Level,West,631,6.95024,6.35341,7.54706,1.41700,4.17168,9.89979,0.0,22.62398,4.167,3.58092,4.75208
2001,Post-secondary Non-tertiary Level,East,75,7.15931,5.46920,8.84942,2.36243,5.41700,8.88688,0.0,18.67354,5.417,3.58300,6.66700
2001,First Stage of Tertiary Education,West,853,11.26797,10.59523,11.94071,3.41700,7.96049,17.58300,0.0,38.83200,8.0,7.16700,9.33300
2001,First Stage of Tertiary Education,East,273,10.10524,8.93552,11.27496,3.66700,7.25000,10.83300,0.0,21.58200,7.25,6.24583,8.75000
2001,Second Stage of Tertiary Education,West,1743,10.57699,10.09872,11.05527,2.25000,7.16700,16.83245,0.0,38.70612,7.167,6.49792,8.16907
2001,Second Stage of Tertiary Education,East,834,9.78015,9.16996,10.39033,3.16700,8.33300,10.83300,0.0,22.33200,8.333,7.66490,8.91907
2002,Pre-primary Level,West,61,0.96082,0.73118,1.19045,0.25000,0.58703,1.63256,0.0,3.70640,0.583,0.41700,1.08300
2002,Pre-primary Level,East,,,,,,,,,,,,
2002,Primary Level,West,93,9.12385,6.98464,11.26305,1.42043,4.13032,13.07469,0.0,30.55608,4.167,2.66700,7.75000
2002,Primary Level,East,,,,,,,,,,,,
2002,Lower Secondary Level,West,1018,7.58337,7.00102,8.16571,1.16700,2.75000,11.66700,0.0,27.41700,2.75,2.50000,3.25000
2002,Lower Secondary Level,East,157,2.09812,1.69013,2.50611,0.50000,1.50000,2.50000,0.0,5.50000,1.5,1.33300,2.25000
2002,Upper Secondary Level,West,5060,11.09467,10.81052,11.37883,2.50000,7.91700,17.08300,0.0,38.95750,7.917,7.41700,8.66700
2002,Upper Secondary Level,East,1453,7.31038,6.91399,7.70677,1.58300,4.99017,10.25000,0.0,23.25050,5.0,4.33300,5.66700
2002,Post-secondary Non-tertiary Level,West,693,6.77732,6.21806,7.33658,1.50000,4.03818,9.57539,0.0,21.68849,4.0,3.33092,4.59135
