"plb0219","year","age_gr","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 2 Wochen","2014","30-45","weiblich","","","",""
"Ja, alle 2 Wochen","2014","46-65","männlich","","","",""
"Ja, alle 2 Wochen","2014","46-65","weiblich","","","",""
"Ja, alle 2 Wochen","2014","66","männlich","","","",""
"Ja, alle 2 Wochen","2014","66","weiblich","","","",""
"Ja, alle 3-4 Wochen","2014","17-29","männlich","","","",""
"Ja, alle 3-4 Wochen","2014","17-29","weiblich","","","",""
"Ja, alle 3-4 Wochen","2014","30-45","männlich","","","",""
"Ja, alle 3-4 Wochen","2014","30-45","weiblich","","","",""
"Ja, alle 3-4 Wochen","2014","46-65","männlich","","","",""
"Ja, alle 3-4 Wochen","2014","46-65","weiblich","","","",""
"Ja, alle 3-4 Wochen","2014","66","männlich","","","",""
"Ja, alle 3-4 Wochen","2014","66","weiblich","","","",""
"Seltener","2014","17-29","männlich","","","",""
"Seltener","2014","17-29","weiblich","","","",""
"Seltener","2014","30-45","männlich","","","",""
"Seltener","2014","30-45","weiblich","","","",""
"Seltener","2014","46-65","männlich","","","",""
"Seltener","2014","46-65","weiblich","","","",""
"Seltener","2014","66","männlich","","","",""
"Seltener","2014","66","weiblich","","","",""
"Nein, nie","2015","17-29","männlich","810","0.651244138944502","0.624121095608863","0.67836718228014"
"Nein, nie","2015","17-29","weiblich","724","0.604431825976946","0.575807872464447","0.633055779489445"
"Nein, nie","2015","30-45","männlich","1527","0.53860931977026","0.519885450026197","0.557333189514323"
"Nein, nie","2015","30-45","weiblich","1984","0.611450615022902","0.594325554979564","0.62857567506624"
"Nein, nie","2015","46-65","männlich","1805","0.553665393653084","0.536600905702243","0.570729881603925"
"Nein, nie","2015","46-65","weiblich","2138","0.637853141553929","0.621582720328896","0.654123562778963"
"Nein, nie","2015","66","männlich","","","",""
"Nein, nie","2015","66","weiblich","","","",""
"Ja, jede Woche","2015","17-29","männlich","69","0.0633492840820375","0.049486021895829","0.0772125462682459"
"Ja, jede Woche","2015","17-29","weiblich","85","0.0626102461012782","0.0484285527242748","0.0767919394782816"
"Ja, jede Woche","2015","30-45","männlich","179","0.0664711138970262","0.057114803330034","0.0758274244640184"
"Ja, jede Woche","2015","30-45","weiblich","202","0.0588407713373094","0.0505727987502166","0.0671087439244022"
"Ja, jede Woche","2015","46-65","männlich","238","0.0607367453827679","0.0525377863703878","0.068935704395148"
"Ja, jede Woche","2015","46-65","weiblich","217","0.0683242952963956","0.059783151141362","0.0768654394514292"
"Ja, jede Woche","2015","66","männlich","","","",""
"Ja, jede Woche","2015","66","weiblich","","","",""
"Ja, alle 2 Wochen","2015","17-29","männlich","108","0.0957207274689276","0.0789766960631301","0.112464758874725"
"Ja, alle 2 Wochen","2015","17-29","weiblich","158","0.162705569589627","0.141099011196252","0.184312127983002"
"Ja, alle 2 Wochen","2015","30-45","männlich","249","0.0866546894503541","0.0760880276597291","0.0972213512409792"
"Ja, alle 2 Wochen","2015","30-45","weiblich","333","0.114613211154119","0.103421096363121","0.125805325945117"
"Ja, alle 2 Wochen","2015","46-65","männlich","287","0.0885444805682837","0.0787926133817118","0.0982963477548555"
"Ja, alle 2 Wochen","2015","46-65","weiblich","362","0.108891816271375","0.0983465166692604","0.119437115873489"
"Ja, alle 2 Wochen","2015","66","männlich","","","",""
"Ja, alle 2 Wochen","2015","66","weiblich","","","",""
"Ja, alle 3-4 Wochen","2015","17-29","männlich","64","0.0579201209157498","0.0446258556386373","0.0712143861928623"
"Ja, alle 3-4 Wochen","2015","17-29","weiblich","34","0.0310912204857397","0.0209309419109077","0.0412514990605717"
"Ja, alle 3-4 Wochen","2015","30-45","männlich","196","0.0757149740305609","0.0657788245185707","0.0856511235425511"
"Ja, alle 3-4 Wochen","2015","30-45","weiblich","157","0.0660421456702316","0.0573164005384341","0.0747678908020291"
"Ja, alle 3-4 Wochen","2015","46-65","männlich","186","0.0619292444278439","0.0536554451599594","0.0702030436957285"
"Ja, alle 3-4 Wochen","2015","46-65","weiblich","155","0.0449698392755202","0.0379542315551881","0.0519854469958524"
"Ja, alle 3-4 Wochen","2015","66","männlich","","","",""
"Ja, alle 3-4 Wochen","2015","66","weiblich","","","",""
"Seltener","2015","17-29","männlich","135","0.131765728588783","0.112515963117705","0.151015494059861"
"Seltener","2015","17-29","weiblich","120","0.139161137846409","0.118899936021086","0.159422339671732"
"Seltener","2015","30-45","männlich","572","0.232549902851798","0.216682442410455","0.248417363293142"
"Seltener","2015","30-45","weiblich","436","0.149053256815438","0.136540580158743","0.161565933472132"
"Seltener","2015","46-65","männlich","744","0.235124135968021","0.220566750708937","0.249681521227105"
"Seltener","2015","46-65","weiblich","480","0.13996090760278","0.128215757885065","0.151706057320495"
"Seltener","2015","66","männlich","","","",""
"Seltener","2015","66","weiblich","","","",""
"Nein, nie","2016","17-29","männlich","","","",""
"Nein, nie","2016","17-29","weiblich","","","",""
"Nein, nie","2016","30-45","männlich","","","",""
"Nein, nie","2016","30-45","weiblich","","","",""
"Nein, nie","2016","46-65","männlich","","","",""
"Nein, nie","2016","46-65","weiblich","","","",""
"Nein, nie","2016","66","männlich","","","",""
"Nein, nie","2016","66","weiblich","","","",""
"Ja, jede Woche","2016","17-29","männlich","","","",""
"Ja, jede Woche","2016","17-29","weiblich","","","",""
"Ja, jede Woche","2016","30-45","männlich","","","",""
"Ja, jede Woche","2016","30-45","weiblich","","","",""
"Ja, jede Woche","2016","46-65","männlich","","","",""
"Ja, jede Woche","2016","46-65","weiblich","","","",""
"Ja, jede Woche","2016","66","männlich","","","",""
"Ja, jede Woche","2016","66","weiblich","","","",""
"Ja, alle 2 Wochen","2016","17-29","männlich","","","",""
"Ja, alle 2 Wochen","2016","17-29","weiblich","","","",""
"Ja, alle 2 Wochen","2016","30-45","männlich","","","",""
"Ja, alle 2 Wochen","2016","30-45","weiblich","","","",""
"Ja, alle 2 Wochen","2016","46-65","männlich","","","",""
"Ja, alle 2 Wochen","2016","46-65","weiblich","","","",""
"Ja, alle 2 Wochen","2016","66","männlich","","","",""
"Ja, alle 2 Wochen","2016","66","weiblich","","","",""
"Ja, alle 3-4 Wochen","2016","17-29","männlich","","","",""
"Ja, alle 3-4 Wochen","2016","17-29","weiblich","","","",""
"Ja, alle 3-4 Wochen","2016","30-45","männlich","","","",""
"Ja, alle 3-4 Wochen","2016","30-45","weiblich","","","",""
"Ja, alle 3-4 Wochen","2016","46-65","männlich","","","",""
"Ja, alle 3-4 Wochen","2016","46-65","weiblich","","","",""
"Ja, alle 3-4 Wochen","2016","66","männlich","","","",""
"Ja, alle 3-4 Wochen","2016","66","weiblich","","","",""
"Seltener","2016","17-29","männlich","","","",""
"Seltener","2016","17-29","weiblich","","","",""
"Seltener","2016","30-45","männlich","","","",""
"Seltener","2016","30-45","weiblich","","","",""
"Seltener","2016","46-65","männlich","","","",""
"Seltener","2016","46-65","weiblich","","","",""
"Seltener","2016","66","männlich","","","",""
"Seltener","2016","66","weiblich","","","",""
"Nein, nie","2017","17-29","männlich","927","0.685977737864974","0.661155249577156","0.710800226152791"
"Nein, nie","2017","17-29","weiblich","845","0.645993655313009","0.619958196265164","0.672029114360854"
"Nein, nie","2017","30-45","männlich","1595","0.583501508988014","0.564940945651088","0.60206207232494"
"Nein, nie","2017","30-45","weiblich","2088","0.654707884175722","0.638021681279265","0.67139408707218"
"Nein, nie","2017","46-65","männlich","2137","0.565630455543813","0.549755290232991","0.581505620854636"
"Nein, nie","2017","46-65","weiblich","2588","0.669093001909661","0.654366807958405","0.683819195860917"
"Nein, nie","2017","66","männlich","","","",""
"Nein, nie","2017","66","weiblich","","","",""
"Ja, jede Woche","2017","17-29","männlich","91","0.071579516138347","0.0577922924829114","0.0853667397937826"
"Ja, jede Woche","2017","17-29","weiblich","116","0.0817247513214647","0.0668102466895423","0.096639255953387"
"Ja, jede Woche","2017","30-45","männlich","165","0.0636743609050448","0.0544813198259509","0.0728674019841386"
"Ja, jede Woche","2017","30-45","weiblich","189","0.0551867618726303","0.0471731031240587","0.0632004206212019"
"Ja, jede Woche","2017","46-65","männlich","274","0.0683140758765071","0.060234063127957","0.0763940886250572"
"Ja, jede Woche","2017","46-65","weiblich","254","0.0581770292734589","0.0508512352089515","0.0655028233379662"
"Ja, jede Woche","2017","66","männlich","","","",""
"Ja, jede Woche","2017","66","weiblich","","","",""
"Ja, alle 2 Wochen","2017","17-29","männlich","122","0.0908398559614499","0.0754700460073977","0.106209665915502"
"Ja, alle 2 Wochen","2017","17-29","weiblich","153","0.108399066237303","0.0914734839659022","0.125324648508703"
"Ja, alle 2 Wochen","2017","30-45","männlich","264","0.0980205152108908","0.0868256139894295","0.109215416432352"
"Ja, alle 2 Wochen","2017","30-45","weiblich","335","0.104492171042919","0.0937568021241512","0.115227539961687"
"Ja, alle 2 Wochen","2017","46-65","männlich","306","0.0800775118407432","0.0713848440389987","0.0887701796424877"
"Ja, alle 2 Wochen","2017","46-65","weiblich","412","0.108810348531498","0.0990646165313351","0.118556080531661"
"Ja, alle 2 Wochen","2017","66","männlich","","","",""
"Ja, alle 2 Wochen","2017","66","weiblich","","","",""
"Ja, alle 3-4 Wochen","2017","17-29","männlich","65","0.0418487497016611","0.0311392702065797","0.0525582291967424"
"Ja, alle 3-4 Wochen","2017","17-29","weiblich","64","0.0598452341691089","0.0469312558916382","0.0727592124465796"
"Ja, alle 3-4 Wochen","2017","30-45","männlich","201","0.0684626138713357","0.0589545885761116","0.0779706391665598"
"Ja, alle 3-4 Wochen","2017","30-45","weiblich","173","0.0498532384230013","0.0422151894722593","0.0574912873737433"
"Ja, alle 3-4 Wochen","2017","46-65","männlich","296","0.0781646524467024","0.0695675112581501","0.0867617936352548"
"Ja, alle 3-4 Wochen","2017","46-65","weiblich","222","0.0468650707608769","0.0402505843653362","0.0534795571564177"
"Ja, alle 3-4 Wochen","2017","66","männlich","","","",""
"Ja, alle 3-4 Wochen","2017","66","weiblich","","","",""
"Seltener","2017","17-29","männlich","138","0.109754140333568","0.093036479033702","0.126471801633435"
"Seltener","2017","17-29","weiblich","118","0.104037292959115","0.0874152240440216","0.120659361874207"
"Seltener","2017","30-45","männlich","485","0.186341001024715","0.171680835505185","0.201001166544244"
"Seltener","2017","30-45","weiblich","334","0.135759944485727","0.123738866212652","0.147781022758803"
"Seltener","2017","46-65","männlich","732","0.207813304292234","0.194818413738264","0.220808194846204"
"Seltener","2017","46-65","weiblich","446","0.117054549524505","0.10699321979547","0.12711587925354"
"Seltener","2017","66","männlich","","","",""
"Seltener","2017","66","weiblich","","","",""
"Nein, nie","2018","17-29","männlich","","","",""
"Nein, nie","2018","17-29","weiblich","","","",""
"Nein, nie","2018","30-45","männlich","","","",""
"Nein, nie","2018","30-45","weiblich","","","",""
"Nein, nie","2018","46-65","männlich","","","",""
"Nein, nie","2018","46-65","weiblich","","","",""
"Nein, nie","2018","66","männlich","","","",""
"Nein, nie","2018","66","weiblich","","","",""
"Ja, jede Woche","2018","17-29","männlich","","","",""
"Ja, jede Woche","2018","17-29","weiblich","","","",""
"Ja, jede Woche","2018","30-45","männlich","","","",""
"Ja, jede Woche","2018","30-45","weiblich","","","",""
"Ja, jede Woche","2018","46-65","männlich","","","",""
"Ja, jede Woche","2018","46-65","weiblich","","","",""
"Ja, jede Woche","2018","66","männlich","","","",""
"Ja, jede Woche","2018","66","weiblich","","","",""
"Ja, alle 2 Wochen","2018","17-29","männlich","","","",""
"Ja, alle 2 Wochen","2018","17-29","weiblich","","","",""
"Ja, alle 2 Wochen","2018","30-45","männlich","","","",""
"Ja, alle 2 Wochen","2018","30-45","weiblich","","","",""
"Ja, alle 2 Wochen","2018","46-65","männlich","","","",""
"Ja, alle 2 Wochen","2018","46-65","weiblich","","","",""
"Ja, alle 2 Wochen","2018","66","männlich","","","",""
"Ja, alle 2 Wochen","2018","66","weiblich","","","",""
"Ja, alle 3-4 Wochen","2018","17-29","männlich","","","",""
"Ja, alle 3-4 Wochen","2018","17-29","weiblich","","","",""
"Ja, alle 3-4 Wochen","2018","30-45","männlich","","","",""
"Ja, alle 3-4 Wochen","2018","30-45","weiblich","","","",""
"Ja, alle 3-4 Wochen","2018","46-65","männlich","","","",""
"Ja, alle 3-4 Wochen","2018","46-65","weiblich","","","",""
"Ja, alle 3-4 Wochen","2018","66","männlich","","","",""
"Ja, alle 3-4 Wochen","2018","66","weiblich","","","",""
"Seltener","2018","17-29","männlich","","","",""
"Seltener","2018","17-29","weiblich","","","",""
"Seltener","2018","30-45","männlich","","","",""
"Seltener","2018","30-45","weiblich","","","",""
"Seltener","2018","46-65","männlich","","","",""
"Seltener","2018","46-65","weiblich","","","",""
"Seltener","2018","66","männlich","","","",""
"Seltener","2018","66","weiblich","","","",""
"Nein, nie","2019","17-29","männlich","870","0.662257389116814","0.635933892154404","0.688580886079225"
"Nein, nie","2019","17-29","weiblich","790","0.672189967389252","0.645740767458557","0.698639167319947"
"Nein, nie","2019","30-45","männlich","1374","0.580584234751815","0.561076261717002","0.600092207786627"
"Nein, nie","2019","30-45","weiblich","1783","0.652183391784534","0.634294464624046","0.670072318945022"
"Nein, nie","2019","46-65","männlich","2304","0.583950709771734","0.569190795059757","0.598710624483712"
"Nein, nie","2019","46-65","weiblich","2691","0.664697722475073","0.650304907731944","0.679090537218203"
"Nein, nie","2019","66","männlich","","","",""
"Nein, nie","2019","66","weiblich","","","",""
"Ja, jede Woche","2019","17-29","männlich","81","0.0622671549310137","0.0488176492184196","0.0757166606436077"
"Ja, jede Woche","2019","17-29","weiblich","89","0.0696190416336124","0.0552790191321336","0.0839590641350913"
"Ja, jede Woche","2019","30-45","männlich","180","0.0649277986508533","0.0551869888347151","0.0746686084669916"
"Ja, jede Woche","2019","30-45","weiblich","176","0.0650227218026768","0.0557617327434553","0.0742837108618983"
"Ja, jede Woche","2019","46-65","männlich","378","0.0720064396702382","0.0642657169633413","0.0797471623771351"
"Ja, jede Woche","2019","46-65","weiblich","255","0.0611284704522038","0.05382481566511","0.0684321252392975"
"Ja, jede Woche","2019","66","männlich","","","",""
"Ja, jede Woche","2019","66","weiblich","","","",""
"Ja, alle 2 Wochen","2019","17-29","männlich","100","0.102877728516843","0.0859685016506597","0.119786955383026"
"Ja, alle 2 Wochen","2019","17-29","weiblich","158","0.112142598489665","0.0943633940789404","0.129921802900391"
"Ja, alle 2 Wochen","2019","30-45","männlich","260","0.106124703586516","0.0939487253154541","0.118300681857577"
"Ja, alle 2 Wochen","2019","30-45","weiblich","283","0.108897877566492","0.0971975581765457","0.120598196956439"
"Ja, alle 2 Wochen","2019","46-65","männlich","374","0.0772626876749117","0.0692671567591387","0.0852582185906847"
"Ja, alle 2 Wochen","2019","46-65","weiblich","415","0.101955831938418","0.0927307491315781","0.111180914745257"
"Ja, alle 2 Wochen","2019","66","männlich","","","",""
"Ja, alle 2 Wochen","2019","66","weiblich","","","",""
"Ja, alle 3-4 Wochen","2019","17-29","männlich","63","0.0550123507835569","0.0423218016046523","0.0677028999624615"
"Ja, alle 3-4 Wochen","2019","17-29","weiblich","61","0.0430197389690691","0.0315872502557891","0.0544522276823491"
"Ja, alle 3-4 Wochen","2019","30-45","männlich","177","0.062999537495985","0.0533945736396231","0.0726045013523469"
"Ja, alle 3-4 Wochen","2019","30-45","weiblich","134","0.0359699464714484","0.0289757238304629","0.0429641691124339"
"Ja, alle 3-4 Wochen","2019","46-65","männlich","307","0.0695248598730784","0.0619085289019321","0.0771411908442247"
"Ja, alle 3-4 Wochen","2019","46-65","weiblich","251","0.057607600950587","0.0505041208126926","0.0647110810884814"
"Ja, alle 3-4 Wochen","2019","66","männlich","","","",""
"Ja, alle 3-4 Wochen","2019","66","weiblich","","","",""
"Seltener","2019","17-29","männlich","126","0.117585376651772","0.0996566166349253","0.135514136668619"
"Seltener","2019","17-29","weiblich","112","0.103028653518401","0.0858999811337423","0.120157325903059"
"Seltener","2019","30-45","männlich","467","0.185363725514831","0.170001596828532","0.200725854201131"
"Seltener","2019","30-45","weiblich","347","0.137926062374848","0.124974573493235","0.150877551256462"
"Seltener","2019","46-65","männlich","921","0.197255303010037","0.185339414630373","0.209171191389702"
"Seltener","2019","46-65","weiblich","521","0.114610374183718","0.104898689618711","0.124322058748725"
"Seltener","2019","66","männlich","","","",""
"Seltener","2019","66","weiblich","","","",""
