year,bula_h,quintil_oecd_hh,pet_horse,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Lower Saxony,3rd Quintile,No,0.96306,194,194,0.93645,0.98967
2006,Lower Saxony,4th Quintile,No,0.97124,227,227,0.94944,0.99303
2006,Lower Saxony,5th Quintile,No,0.94602,275,275,0.91926,0.97278
2006,North Rhine-Westphalia,2nd Quintile,No,0.99291,407,407,0.98475,1.00107
2006,North Rhine-Westphalia,3rd Quintile,No,0.99383,441,441,0.98652,1.00115
2006,North Rhine-Westphalia,4th Quintile,No,0.99599,522,522,0.99057,1.00142
2006,North Rhine-Westphalia,5th Quintile,No,0.98536,706,706,0.97650,0.99423
2006,Hesse,2nd Quintile,No,0.99455,120,120,0.98133,1.00778
2006,Hesse,4th Quintile,No,0.97669,160,160,0.95323,1.00014
2006,Hesse,5th Quintile,No,0.98714,276,276,0.97382,1.00046
2006,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99677,133,133,0.98708,1.00645
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.95741,130,130,0.92257,0.99226
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99810,134,134,0.99071,1.00550
2006,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98168,144,144,0.95970,1.00366
2006,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.97574,174,174,0.95282,0.99867
2006,Baden-Wuerttemberg,1st Quintile,No,0.99941,179,179,0.99584,1.00298
2006,Baden-Wuerttemberg,2nd Quintile,No,0.98872,222,222,0.97480,1.00264
2006,Baden-Wuerttemberg,3rd Quintile,No,0.99175,279,279,0.98111,1.00238
2006,Baden-Wuerttemberg,4th Quintile,No,0.99563,324,324,0.98844,1.00282
2006,Baden-Wuerttemberg,5th Quintile,No,0.98841,457,457,0.97859,0.99824
2006,Bavaria,1st Quintile,No,0.99450,226,226,0.98483,1.00416
2006,Bavaria,2nd Quintile,No,0.99385,257,257,0.98427,1.00343
2006,Bavaria,3rd Quintile,No,0.99045,340,340,0.98009,1.00080
2006,Bavaria,4th Quintile,No,0.99734,376,376,0.99213,1.00255
2006,Bavaria,5th Quintile,No,0.97683,510,510,0.96376,0.98990
2006,Berlin,5th Quintile,No,0.99643,111,111,0.98528,1.00758
2006,Brandenburg,1st Quintile,No,0.95646,105,105,0.91724,0.99568
2006,Brandenburg,2nd Quintile,No,0.99654,143,143,0.98687,1.00620
2006,Brandenburg,3rd Quintile,No,0.99386,120,120,0.97983,1.00790
2006,Brandenburg,4th Quintile,No,0.96269,88,88,0.92287,1.00252
2006,Brandenburg,5th Quintile,No,0.98161,68,68,0.94943,1.01378
2006,Mecklenburg-Western Pomerania,1st Quintile,No,0.98318,74,74,0.95369,1.01268
2006,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98797,80,80,0.96393,1.01201
2006,Mecklenburg-Western Pomerania,3rd Quintile,No,0.95780,51,51,0.90207,1.01353
2006,Mecklenburg-Western Pomerania,4th Quintile,No,0.99428,50,50,0.97316,1.01540
2006,Mecklenburg-Western Pomerania,5th Quintile,No,0.93575,41,41,0.85976,1.01174
2006,Saxony,1st Quintile,No,0.99771,204,204,0.99114,1.00428
2006,Saxony,3rd Quintile,No,0.98483,219,219,0.96860,1.00105
2006,Saxony-Anhalt,1st Quintile,No,0.99393,109,109,0.97927,1.00858
2006,Saxony-Anhalt,2nd Quintile,No,0.99745,114,114,0.98814,1.00675
2006,Saxony-Anhalt,4th Quintile,No,0.97891,72,72,0.94550,1.01233
2006,Thuringa,2nd Quintile,No,0.99199,138,138,0.97705,1.00692
2006,Thuringa,3rd Quintile,No,0.99384,108,108,0.97900,1.00867
2006,Thuringa,5th Quintile,No,0.93407,47,47,0.86235,1.00578
2011,Schleswig-Holstein,1st Quintile,No,0.98612,90,90,0.96181,1.01043
2011,Schleswig-Holstein,4th Quintile,No,0.92993,74,74,0.87137,0.98849
2011,Schleswig-Holstein,5th Quintile,No,0.98609,76,76,0.95959,1.01260
2011,Hamburg,2nd Quintile,No,0.94284,39,39,0.86903,1.01665
2011,Hamburg,3rd Quintile,No,0.98675,35,35,0.94832,1.02518
2011,Hamburg,4th Quintile,No,0.99755,32,32,0.98014,1.01496
2011,Hamburg,5th Quintile,No,0.98760,57,57,0.95861,1.01658
2011,Lower Saxony,1st Quintile,No,0.99876,177,177,0.99357,1.00396
2011,Lower Saxony,3rd Quintile,No,0.96884,205,205,0.94500,0.99269
2011,Lower Saxony,4th Quintile,No,0.95511,230,230,0.92829,0.98193
2011,Lower Saxony,5th Quintile,No,0.97478,272,272,0.95611,0.99345
2011,North Rhine-Westphalia,1st Quintile,No,0.99787,433,433,0.99353,1.00222
2011,North Rhine-Westphalia,2nd Quintile,No,0.99648,379,379,0.99051,1.00245
2011,North Rhine-Westphalia,3rd Quintile,No,0.99549,423,423,0.98910,1.00188
2011,North Rhine-Westphalia,4th Quintile,No,0.99463,488,488,0.98813,1.00112
2011,North Rhine-Westphalia,5th Quintile,No,0.98522,609,609,0.97563,0.99482
2011,Hesse,2nd Quintile,No,0.99767,122,122,0.98908,1.00626
2011,Hesse,3rd Quintile,No,0.97546,152,152,0.95079,1.00014
2011,Hesse,4th Quintile,No,0.98106,167,167,0.96032,1.00180
2011,Hesse,5th Quintile,No,0.98146,252,252,0.96477,0.99815
2011,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99523,139,139,0.98373,1.00673
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.99748,136,136,0.98903,1.00594
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.96656,131,131,0.93565,0.99747
2011,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.96792,145,145,0.93914,0.99670
2011,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99859,149,149,0.99253,1.00464
2011,Baden-Wuerttemberg,2nd Quintile,No,0.99801,216,216,0.99206,1.00397
2011,Baden-Wuerttemberg,3rd Quintile,No,0.98551,263,263,0.97104,0.99998
2011,Baden-Wuerttemberg,4th Quintile,No,0.99769,330,330,0.99250,1.00288
2011,Baden-Wuerttemberg,5th Quintile,No,0.98057,396,396,0.96696,0.99419
2011,Bavaria,1st Quintile,No,0.99896,271,271,0.99512,1.00280
2011,Bavaria,3rd Quintile,No,0.99334,343,343,0.98472,1.00196
2011,Bavaria,4th Quintile,No,0.99295,410,410,0.98484,1.00106
2011,Bavaria,5th Quintile,No,0.97220,508,508,0.95788,0.98651
2011,Berlin,5th Quintile,No,0.99758,107,107,0.98821,1.00694
2011,Brandenburg,2nd Quintile,No,0.99906,123,123,0.99362,1.00450
2011,Brandenburg,3rd Quintile,No,0.98309,118,118,0.95973,1.00645
2011,Brandenburg,4th Quintile,No,0.99160,80,80,0.97146,1.01173
2011,Brandenburg,5th Quintile,No,0.97880,67,67,0.94404,1.01355
2011,Mecklenburg-Western Pomerania,1st Quintile,No,0.99567,90,90,0.98202,1.00931
2011,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98103,76,76,0.95015,1.01190
2011,Mecklenburg-Western Pomerania,3rd Quintile,No,0.98874,59,59,0.96158,1.01590
2011,Mecklenburg-Western Pomerania,5th Quintile,No,0.92980,34,34,0.84264,1.01697
2011,Saxony,2nd Quintile,No,0.98480,213,213,0.96833,1.00127
2011,Saxony,3rd Quintile,No,0.99164,199,199,0.97896,1.00432
2011,Saxony-Anhalt,1st Quintile,No,0.99249,124,124,0.97723,1.00775
2011,Saxony-Anhalt,3rd Quintile,No,0.97750,108,108,0.94939,1.00560
2011,Saxony-Anhalt,4th Quintile,No,0.94554,75,75,0.89384,0.99724
2011,Saxony-Anhalt,5th Quintile,No,0.99844,61,61,0.98845,1.00843
2011,Thuringa,2nd Quintile,No,0.99164,142,142,0.97662,1.00667
2011,Thuringa,3rd Quintile,No,0.99298,112,112,0.97745,1.00851
2011,Thuringa,5th Quintile,No,0.97112,43,43,0.92047,1.02177
2016,Schleswig-Holstein,1st Quintile,No,0.99831,126,126,0.99111,1.00551
2016,Schleswig-Holstein,2nd Quintile,No,0.98663,106,106,0.96466,1.00860
2016,Schleswig-Holstein,3rd Quintile,No,0.99810,95,95,0.98929,1.00691
2016,Schleswig-Holstein,4th Quintile,No,0.99096,87,87,0.97096,1.01096
2016,Schleswig-Holstein,5th Quintile,No,0.88343,78,78,0.81175,0.95511
2016,Hamburg,5th Quintile,No,0.99287,64,64,0.97209,1.01365
2016,Lower Saxony,1st Quintile,No,0.99617,306,306,0.98924,1.00310
2016,Lower Saxony,2nd Quintile,No,0.99770,249,249,0.99174,1.00366
2016,Lower Saxony,3rd Quintile,No,0.96604,234,234,0.94278,0.98929
2016,Lower Saxony,4th Quintile,No,0.97021,270,270,0.94990,0.99053
2016,Lower Saxony,5th Quintile,No,0.98596,264,264,0.97174,1.00018
2016,North Rhine-Westphalia,1st Quintile,No,0.99814,682,682,0.99490,1.00138
2016,North Rhine-Westphalia,3rd Quintile,No,0.98931,517,517,0.98044,0.99818
2016,North Rhine-Westphalia,4th Quintile,No,0.98923,535,535,0.98048,0.99799
2016,North Rhine-Westphalia,5th Quintile,No,0.98493,569,569,0.97492,0.99495
2016,Hesse,1st Quintile,No,0.99736,194,194,0.99013,1.00460
2016,Hesse,2nd Quintile,No,0.99713,186,186,0.98943,1.00484
2016,Hesse,3rd Quintile,No,0.96368,161,161,0.93470,0.99267
2016,Hesse,4th Quintile,No,0.99880,175,175,0.99366,1.00394
2016,Hesse,5th Quintile,No,0.96602,246,246,0.94333,0.98870
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98274,190,190,0.96416,1.00131
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99780,156,156,0.99042,1.00518
2016,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.99154,149,149,0.97678,1.00630
2016,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.96860,151,151,0.94069,0.99651
2016,Baden-Wuerttemberg,2nd Quintile,No,0.99934,298,298,0.99643,1.00226
2016,Baden-Wuerttemberg,3rd Quintile,No,0.99988,330,330,0.99869,1.00106
2016,Baden-Wuerttemberg,4th Quintile,No,0.97540,351,351,0.95917,0.99163
2016,Baden-Wuerttemberg,5th Quintile,No,0.97527,405,405,0.96013,0.99042
2016,Bavaria,1st Quintile,No,0.99863,367,367,0.99485,1.00242
2016,Bavaria,2nd Quintile,No,0.99144,492,492,0.98328,0.99959
2016,Bavaria,3rd Quintile,No,0.99096,442,442,0.98213,0.99979
2016,Bavaria,4th Quintile,No,0.98511,460,460,0.97404,0.99619
2016,Bavaria,5th Quintile,No,0.97839,513,513,0.96580,0.99099
2016,Berlin,2nd Quintile,No,0.99384,112,112,0.97928,1.00840
2016,Berlin,3rd Quintile,No,0.99244,115,115,0.97653,1.00834
2016,Brandenburg,1st Quintile,No,0.98824,133,133,0.96985,1.00663
2016,Brandenburg,2nd Quintile,No,0.97441,143,143,0.94844,1.00039
2016,Brandenburg,3rd Quintile,No,0.99695,129,129,0.98741,1.00650
2016,Brandenburg,4th Quintile,No,0.99802,76,76,0.98797,1.00808
2016,Mecklenburg-Western Pomerania,1st Quintile,No,0.99627,102,102,0.98437,1.00816
2016,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98790,78,78,0.96348,1.01232
2016,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99659,68,68,0.98262,1.01055
2016,Mecklenburg-Western Pomerania,5th Quintile,No,0.98710,33,33,0.94799,1.02620
2016,Saxony,1st Quintile,No,0.99923,214,214,0.99551,1.00295
2016,Saxony,2nd Quintile,No,0.99923,232,232,0.99567,1.00280
2016,Saxony,3rd Quintile,No,0.99536,204,204,0.98600,1.00471
2016,Saxony,4th Quintile,No,0.99612,125,125,0.98517,1.00706
2016,Saxony,5th Quintile,No,0.98766,82,82,0.96362,1.01170
2016,Saxony-Anhalt,2nd Quintile,No,0.99344,133,133,0.97967,1.00721
2016,Saxony-Anhalt,3rd Quintile,No,0.96713,99,99,0.93182,1.00243
2016,Saxony-Anhalt,5th Quintile,No,0.99727,45,45,0.98185,1.01269
2016,Thuringa,1st Quintile,No,0.99727,140,140,0.98860,1.00594
2016,Thuringa,4th Quintile,No,0.99054,89,89,0.97032,1.01077
2016,Thuringa,5th Quintile,No,0.96236,54,54,0.91111,1.01360
2021,Schleswig-Holstein,1st Quintile,No,0.93516,70,70,0.87706,0.99326
2021,Schleswig-Holstein,3rd Quintile,No,0.96368,72,72,0.92016,1.00720
2021,Schleswig-Holstein,4th Quintile,No,0.93521,82,82,0.88161,0.98882
2021,Schleswig-Holstein,5th Quintile,No,0.87170,94,94,0.80373,0.93967
2021,Hamburg,1st Quintile,No,0.92460,51,51,0.85141,0.99779
2021,Lower Saxony,1st Quintile,No,0.99441,193,193,0.98385,1.00496
2021,Lower Saxony,2nd Quintile,No,0.98504,209,209,0.96855,1.00154
2021,Lower Saxony,3rd Quintile,No,0.96472,192,192,0.93855,0.99088
2021,Lower Saxony,4th Quintile,No,0.98420,197,197,0.96675,1.00166
2021,Lower Saxony,5th Quintile,No,0.98897,246,246,0.97589,1.00205
2021,North Rhine-Westphalia,1st Quintile,No,0.99834,453,453,0.99458,1.00209
2021,North Rhine-Westphalia,2nd Quintile,No,0.99752,447,447,0.99291,1.00214
2021,North Rhine-Westphalia,3rd Quintile,No,0.98933,386,386,0.97906,0.99959
2021,North Rhine-Westphalia,4th Quintile,No,0.98375,409,409,0.97149,0.99602
2021,North Rhine-Westphalia,5th Quintile,No,0.97704,558,558,0.96460,0.98948
2021,Hesse,2nd Quintile,No,0.97588,99,99,0.94551,1.00626
2021,Hesse,3rd Quintile,No,0.99657,124,124,0.98624,1.00690
2021,Hesse,4th Quintile,No,0.95753,126,126,0.92217,0.99288
2021,Hesse,5th Quintile,No,0.97006,206,206,0.94672,0.99339
2021,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.96136,106,106,0.92450,0.99823
2021,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.99242,93,93,0.97469,1.01014
2021,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99684,115,115,0.98653,1.00714
2021,Baden-Wuerttemberg,1st Quintile,No,0.99052,167,167,0.97578,1.00526
2021,Baden-Wuerttemberg,2nd Quintile,No,0.99882,191,191,0.99394,1.00370
2021,Baden-Wuerttemberg,3rd Quintile,No,0.99683,218,218,0.98934,1.00431
2021,Baden-Wuerttemberg,4th Quintile,No,0.97768,250,250,0.95933,0.99603
2021,Baden-Wuerttemberg,5th Quintile,No,0.98296,375,375,0.96984,0.99607
2021,Bavaria,2nd Quintile,No,0.99950,346,346,0.99714,1.00186
2021,Bavaria,3rd Quintile,No,0.99291,310,310,0.98355,1.00226
2021,Bavaria,4th Quintile,No,0.97836,373,373,0.96357,0.99315
2021,Bavaria,5th Quintile,No,0.98601,457,457,0.97523,0.99679
2021,Brandenburg,1st Quintile,No,0.94128,85,85,0.89100,0.99156
2021,Brandenburg,2nd Quintile,No,0.98206,105,105,0.95655,1.00757
2021,Brandenburg,3rd Quintile,No,0.98150,83,83,0.95234,1.01067
2021,Brandenburg,4th Quintile,No,0.99118,77,77,0.97016,1.01220
2021,Mecklenburg-Western Pomerania,1st Quintile,No,0.99548,66,66,0.97918,1.01178
2021,Mecklenburg-Western Pomerania,3rd Quintile,No,0.96899,43,43,0.91656,1.02141
2021,Saxony,3rd Quintile,No,0.99916,169,169,0.99480,1.00353
2021,Saxony,5th Quintile,No,0.98442,116,116,0.96179,1.00706
2021,Saxony-Anhalt,1st Quintile,No,0.99951,94,94,0.99500,1.00402
2021,Saxony-Anhalt,2nd Quintile,No,0.99909,87,87,0.99271,1.00547
2021,Saxony-Anhalt,4th Quintile,No,0.99320,57,57,0.97168,1.01472
2021,Saxony-Anhalt,5th Quintile,No,0.99693,51,51,0.98158,1.01227
2021,Thuringa,4th Quintile,No,0.99048,63,63,0.96631,1.01465
2021,Thuringa,5th Quintile,No,0.97358,61,61,0.93299,1.01416
