"hlf0001_h","year","hhtyp","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Untermieter","1985","Sonstige","Ländlicher Raum","","","",""
"Eigentümer","1985","1-Pers.- Haushalt","Städtischer Raum","165","0.200324192910119","0.174939606916421","0.225708778903817"
"Eigentümer","1985","1-Pers.- Haushalt","Ländlicher Raum","51","0.296795098982638","0.230785288401305","0.362804909563972"
"Eigentümer","1985","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","323","0.394034262823026","0.363091694084206","0.424976831561845"
"Eigentümer","1985","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","132","0.54207028643654","0.481741490360422","0.602399082512658"
"Eigentümer","1985","Alleinerziehende","Städtischer Raum","52","0.299794455014493","0.240453446821858","0.359135463207128"
"Eigentümer","1985","Alleinerziehende","Ländlicher Raum","32","0.486422103897515","0.363001510785597","0.609842697009434"
"Eigentümer","1985","Paar mit Kind(ern)","Städtischer Raum","684","0.502012387253706","0.479332420226769","0.524692354280644"
"Eigentümer","1985","Paar mit Kind(ern)","Ländlicher Raum","296","0.678075958147548","0.637205254809387","0.718946661485708"
"Eigentümer","1985","Sonstige","Städtischer Raum","63","0.46942952771027","0.393963725958147","0.544895329462392"
"Eigentümer","1985","Sonstige","Ländlicher Raum","52","0.794435789242996","0.699084471646773","0.889787106839218"
"Altersheim","1985","1-Pers.- Haushalt","Städtischer Raum","","","",""
"Altersheim","1985","1-Pers.- Haushalt","Ländlicher Raum","","","",""
"Altersheim","1985","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","","","",""
"Altersheim","1985","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","","","",""
"Altersheim","1985","Alleinerziehende","Städtischer Raum","","","",""
"Altersheim","1985","Alleinerziehende","Ländlicher Raum","","","",""
"Altersheim","1985","Paar mit Kind(ern)","Städtischer Raum","","","",""
"Altersheim","1985","Paar mit Kind(ern)","Ländlicher Raum","","","",""
"Altersheim","1985","Sonstige","Städtischer Raum","","","",""
"Altersheim","1985","Sonstige","Ländlicher Raum","","","",""
"Mieter","1985","1-Pers.- Haushalt","Städtischer Raum","","","",""
"Mieter","1985","1-Pers.- Haushalt","Ländlicher Raum","","","",""
"Mieter","1985","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","","","",""
"Mieter","1985","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","","","",""
"Mieter","1985","Alleinerziehende","Städtischer Raum","","","",""
"Mieter","1985","Alleinerziehende","Ländlicher Raum","","","",""
"Mieter","1985","Paar mit Kind(ern)","Städtischer Raum","","","",""
"Mieter","1985","Paar mit Kind(ern)","Ländlicher Raum","","","",""
"Mieter","1985","Sonstige","Städtischer Raum","","","",""
"Mieter","1985","Sonstige","Ländlicher Raum","","","",""
"Hauptmieter","1986","1-Pers.- Haushalt","Städtischer Raum","698","0.762362697571124","0.734631927662623","0.790093467479625"
"Hauptmieter","1986","1-Pers.- Haushalt","Ländlicher Raum","106","0.620467207948627","0.547520163610388","0.693414252286867"
"Hauptmieter","1986","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","610","0.588807715040596","0.557762572439239","0.619852857641952"
"Hauptmieter","1986","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","118","0.453165034932536","0.390053974836152","0.51627609502892"
"Hauptmieter","1986","Alleinerziehende","Städtischer Raum","156","0.660939570811441","0.598242757956904","0.723636383665979"
"Hauptmieter","1986","Alleinerziehende","Ländlicher Raum","30","0.526171756161007","0.400869926703611","0.651473585618403"
"Hauptmieter","1986","Paar mit Kind(ern)","Städtischer Raum","1070","0.492241860728451","0.468838681868392","0.51564503958851"
"Hauptmieter","1986","Paar mit Kind(ern)","Ländlicher Raum","178","0.306843193962771","0.265671516184277","0.348014871741265"
"Hauptmieter","1986","Sonstige","Städtischer Raum","100","0.511627707863773","0.435356845793739","0.587898569933806"
"Hauptmieter","1986","Sonstige","Ländlicher Raum","18","","",""
"Untermieter","1986","1-Pers.- Haushalt","Städtischer Raum","41","0.0320436269073619","0.0205694239769209","0.0435178298378029"
"Untermieter","1986","1-Pers.- Haushalt","Ländlicher Raum","10","","",""
"Untermieter","1986","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","18","","",""
"Untermieter","1986","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","4","","",""
"Untermieter","1986","Alleinerziehende","Städtischer Raum","6","","",""
"Untermieter","1986","Alleinerziehende","Ländlicher Raum","2","","",""
"Untermieter","1986","Paar mit Kind(ern)","Städtischer Raum","18","","",""
"Untermieter","1986","Paar mit Kind(ern)","Ländlicher Raum","10","","",""
"Untermieter","1986","Sonstige","Städtischer Raum","5","","",""
"Untermieter","1986","Sonstige","Ländlicher Raum","","","",""
"Eigentümer","1986","1-Pers.- Haushalt","Städtischer Raum","166","0.205593675521514","0.179263726193367","0.231923624849661"
"Eigentümer","1986","1-Pers.- Haushalt","Ländlicher Raum","54","0.31535865256213","0.245510074739649","0.385207230384611"
"Eigentümer","1986","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","337","0.393972336775685","0.3631430467815","0.42480162676987"
"Eigentümer","1986","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","117","0.538138221417174","0.474933128824642","0.601343314009707"
"Eigentümer","1986","Alleinerziehende","Städtischer Raum","57","0.315766259716616","0.254204484049058","0.377328035384174"
"Eigentümer","1986","Alleinerziehende","Ländlicher Raum","29","","",""
"Eigentümer","1986","Paar mit Kind(ern)","Städtischer Raum","665","0.498006147544386","0.474600337059907","0.521411958028866"
"Eigentümer","1986","Paar mit Kind(ern)","Ländlicher Raum","294","0.686784518413799","0.645379171251091","0.728189865576507"
"Eigentümer","1986","Sonstige","Städtischer Raum","60","0.460121097811579","0.384072647142717","0.536169548480441"
"Eigentümer","1986","Sonstige","Ländlicher Raum","53","0.758195380043245","0.658599406604786","0.857791353481704"
"Altersheim","1986","1-Pers.- Haushalt","Städtischer Raum","","","",""
"Altersheim","1986","1-Pers.- Haushalt","Ländlicher Raum","","","",""
"Altersheim","1986","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","","","",""
"Altersheim","1986","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","","","",""
"Altersheim","1986","Alleinerziehende","Städtischer Raum","","","",""
"Altersheim","1986","Alleinerziehende","Ländlicher Raum","","","",""
"Altersheim","1986","Paar mit Kind(ern)","Städtischer Raum","","","",""
"Altersheim","1986","Paar mit Kind(ern)","Ländlicher Raum","","","",""
"Altersheim","1986","Sonstige","Städtischer Raum","","","",""
"Altersheim","1986","Sonstige","Ländlicher Raum","","","",""
"Mieter","1986","1-Pers.- Haushalt","Städtischer Raum","","","",""
"Mieter","1986","1-Pers.- Haushalt","Ländlicher Raum","","","",""
"Mieter","1986","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","","","",""
"Mieter","1986","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","","","",""
"Mieter","1986","Alleinerziehende","Städtischer Raum","","","",""
"Mieter","1986","Alleinerziehende","Ländlicher Raum","","","",""
"Mieter","1986","Paar mit Kind(ern)","Städtischer Raum","","","",""
"Mieter","1986","Paar mit Kind(ern)","Ländlicher Raum","","","",""
"Mieter","1986","Sonstige","Städtischer Raum","","","",""
"Mieter","1986","Sonstige","Ländlicher Raum","","","",""
"Hauptmieter","1987","1-Pers.- Haushalt","Städtischer Raum","682","0.751693421021313","0.723561558909884","0.779825283132741"
"Hauptmieter","1987","1-Pers.- Haushalt","Ländlicher Raum","98","0.60281969851409","0.529264868083862","0.676374528944317"
"Hauptmieter","1987","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","580","0.581363770863854","0.549893210149112","0.612834331578597"
"Hauptmieter","1987","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","118","0.421856757133704","0.360268226007168","0.483445288260241"
"Hauptmieter","1987","Alleinerziehende","Städtischer Raum","149","0.654280550242533","0.590107781845538","0.718453318639528"
"Hauptmieter","1987","Alleinerziehende","Ländlicher Raum","34","0.480683244463237","0.361048769163099","0.600317719763375"
"Hauptmieter","1987","Paar mit Kind(ern)","Städtischer Raum","1037","0.4919862570707","0.468373552484302","0.515598961657099"
"Hauptmieter","1987","Paar mit Kind(ern)","Ländlicher Raum","187","0.32586801268165","0.283449542363991","0.368286482999309"
"Hauptmieter","1987","Sonstige","Städtischer Raum","110","0.533992845700673","0.4602948344633","0.607690856938046"
"Hauptmieter","1987","Sonstige","Ländlicher Raum","14","","",""
"Untermieter","1987","1-Pers.- Haushalt","Städtischer Raum","57","0.0490186396663081","0.0349597629712635","0.0630775163613527"
"Untermieter","1987","1-Pers.- Haushalt","Ländlicher Raum","14","","",""
"Untermieter","1987","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","15","","",""
"Untermieter","1987","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","5","","",""
"Untermieter","1987","Alleinerziehende","Städtischer Raum","3","","",""
"Untermieter","1987","Alleinerziehende","Ländlicher Raum","3","","",""
"Untermieter","1987","Paar mit Kind(ern)","Städtischer Raum","24","","",""
"Untermieter","1987","Paar mit Kind(ern)","Ländlicher Raum","5","","",""
"Untermieter","1987","Sonstige","Städtischer Raum","4","","",""
"Untermieter","1987","Sonstige","Ländlicher Raum","1","","",""
"Eigentümer","1987","1-Pers.- Haushalt","Städtischer Raum","167","0.199287939312379","0.173276601733183","0.225299276891575"
"Eigentümer","1987","1-Pers.- Haushalt","Ländlicher Raum","58","0.334993070880344","0.264042706926566","0.405943434834122"
"Eigentümer","1987","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","349","0.40392457890017","0.372623245278743","0.435225912521598"
"Eigentümer","1987","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","124","0.55701766299904","0.495069661127066","0.618965664871013"
"Eigentümer","1987","Alleinerziehende","Städtischer Raum","59","0.330808817501577","0.267323907717541","0.394293727285614"
"Eigentümer","1987","Alleinerziehende","Ländlicher Raum","30","0.448057604707051","0.328981534606432","0.567133674807669"
"Eigentümer","1987","Paar mit Kind(ern)","Städtischer Raum","661","0.494589019288518","0.470974664215624","0.518203374361413"
"Eigentümer","1987","Paar mit Kind(ern)","Ländlicher Raum","277","0.661372456474115","0.618542674669041","0.704202238279189"
"Eigentümer","1987","Sonstige","Städtischer Raum","62","0.447714193492517","0.374250268220452","0.521178118764582"
"Eigentümer","1987","Sonstige","Ländlicher Raum","43","0.775801540736415","0.668470404985375","0.883132676487454"
"Altersheim","1987","1-Pers.- Haushalt","Städtischer Raum","","","",""
"Altersheim","1987","1-Pers.- Haushalt","Ländlicher Raum","","","",""
"Altersheim","1987","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","","","",""
"Altersheim","1987","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","","","",""
"Altersheim","1987","Alleinerziehende","Städtischer Raum","","","",""
"Altersheim","1987","Alleinerziehende","Ländlicher Raum","","","",""
"Altersheim","1987","Paar mit Kind(ern)","Städtischer Raum","","","",""
"Altersheim","1987","Paar mit Kind(ern)","Ländlicher Raum","","","",""
"Altersheim","1987","Sonstige","Städtischer Raum","","","",""
"Altersheim","1987","Sonstige","Ländlicher Raum","","","",""
"Mieter","1987","1-Pers.- Haushalt","Städtischer Raum","","","",""
"Mieter","1987","1-Pers.- Haushalt","Ländlicher Raum","","","",""
"Mieter","1987","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","","","",""
"Mieter","1987","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","","","",""
"Mieter","1987","Alleinerziehende","Städtischer Raum","","","",""
"Mieter","1987","Alleinerziehende","Ländlicher Raum","","","",""
"Mieter","1987","Paar mit Kind(ern)","Städtischer Raum","","","",""
"Mieter","1987","Paar mit Kind(ern)","Ländlicher Raum","","","",""
"Mieter","1987","Sonstige","Städtischer Raum","","","",""
"Mieter","1987","Sonstige","Ländlicher Raum","","","",""
"Hauptmieter","1988","1-Pers.- Haushalt","Städtischer Raum","652","0.740405795545223","0.71120655566245","0.769605035427996"
"Hauptmieter","1988","1-Pers.- Haushalt","Ländlicher Raum","99","0.590072253927617","0.516140691465181","0.664003816390054"
"Hauptmieter","1988","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","582","0.570721281405805","0.53896066064123","0.60248190217038"
"Hauptmieter","1988","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","112","0.420681588518188","0.357429396528947","0.483933780507429"
"Hauptmieter","1988","Alleinerziehende","Städtischer Raum","146","0.640383858730423","0.575785730049774","0.704981987411072"
"Hauptmieter","1988","Alleinerziehende","Ländlicher Raum","30","0.467289164489618","0.34309795207131","0.591480376907925"
"Hauptmieter","1988","Paar mit Kind(ern)","Städtischer Raum","980","0.481577744835206","0.457461327763411","0.505694161907002"
"Hauptmieter","1988","Paar mit Kind(ern)","Ländlicher Raum","181","0.32969223792652","0.28581691946047","0.373567556392569"
"Hauptmieter","1988","Sonstige","Städtischer Raum","100","0.555392386899772","0.476133489574484","0.63465128422506"
"Hauptmieter","1988","Sonstige","Ländlicher Raum","14","","",""
"Untermieter","1988","1-Pers.- Haushalt","Städtischer Raum","44","0.0473802466075781","0.0332305347907163","0.0615299584244399"
"Untermieter","1988","1-Pers.- Haushalt","Ländlicher Raum","15","","",""
"Untermieter","1988","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","21","","",""
"Untermieter","1988","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","4","","",""
"Untermieter","1988","Alleinerziehende","Städtischer Raum","4","","",""
"Untermieter","1988","Alleinerziehende","Ländlicher Raum","3","","",""
"Untermieter","1988","Paar mit Kind(ern)","Städtischer Raum","19","","",""
"Untermieter","1988","Paar mit Kind(ern)","Ländlicher Raum","7","","",""
"Untermieter","1988","Sonstige","Städtischer Raum","5","","",""
"Untermieter","1988","Sonstige","Ländlicher Raum","1","","",""
"Eigentümer","1988","1-Pers.- Haushalt","Städtischer Raum","170","0.212213957847199","0.184981912695452","0.239446002998946"
"Eigentümer","1988","1-Pers.- Haushalt","Ländlicher Raum","56","0.337113700847022","0.266052694519556","0.408174707174488"
"Eigentümer","1988","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","330","0.400835264622512","0.369389413584229","0.432281115660796"
"Eigentümer","1988","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","118","0.559777874705903","0.496173943401585","0.62338180601022"
"Eigentümer","1988","Alleinerziehende","Städtischer Raum","62","0.338402920543308","0.274709583745818","0.402096257340798"
"Eigentümer","1988","Alleinerziehende","Ländlicher Raum","29","","",""
"Eigentümer","1988","Paar mit Kind(ern)","Städtischer Raum","650","0.505432577528479","0.481301199037209","0.52956395601975"
"Eigentümer","1988","Paar mit Kind(ern)","Ländlicher Raum","253","0.655476206774226","0.611123832622501","0.69982858092595"
"Eigentümer","1988","Sonstige","Städtischer Raum","46","0.410264197033048","0.331809278820349","0.488719115245747"
"Eigentümer","1988","Sonstige","Ländlicher Raum","34","0.737305461343726","0.614080327535537","0.860530595151916"
"Altersheim","1988","1-Pers.- Haushalt","Städtischer Raum","","","",""
"Altersheim","1988","1-Pers.- Haushalt","Ländlicher Raum","","","",""
"Altersheim","1988","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","","","",""
"Altersheim","1988","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","","","",""
"Altersheim","1988","Alleinerziehende","Städtischer Raum","","","",""
"Altersheim","1988","Alleinerziehende","Ländlicher Raum","","","",""
"Altersheim","1988","Paar mit Kind(ern)","Städtischer Raum","","","",""
"Altersheim","1988","Paar mit Kind(ern)","Ländlicher Raum","","","",""
"Altersheim","1988","Sonstige","Städtischer Raum","","","",""
"Altersheim","1988","Sonstige","Ländlicher Raum","","","",""
"Mieter","1988","1-Pers.- Haushalt","Städtischer Raum","","","",""
"Mieter","1988","1-Pers.- Haushalt","Ländlicher Raum","","","",""
"Mieter","1988","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","","","",""
"Mieter","1988","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","","","",""
"Mieter","1988","Alleinerziehende","Städtischer Raum","","","",""
"Mieter","1988","Alleinerziehende","Ländlicher Raum","","","",""
"Mieter","1988","Paar mit Kind(ern)","Städtischer Raum","","","",""
"Mieter","1988","Paar mit Kind(ern)","Ländlicher Raum","","","",""
"Mieter","1988","Sonstige","Städtischer Raum","","","",""
"Mieter","1988","Sonstige","Ländlicher Raum","","","",""
"Hauptmieter","1989","1-Pers.- Haushalt","Städtischer Raum","650","0.733126369207609","0.703801598360614","0.762451140054604"
"Hauptmieter","1989","1-Pers.- Haushalt","Ländlicher Raum","95","0.565370562050186","0.489962077687241","0.64077904641313"
"Hauptmieter","1989","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","582","0.57696924947411","0.545045309913013","0.608893189035207"
"Hauptmieter","1989","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","112","0.414891740066842","0.352295950573085","0.477487529560599"
"Hauptmieter","1989","Alleinerziehende","Städtischer Raum","131","0.602143041854945","0.534478152292966","0.669807931416923"
"Hauptmieter","1989","Alleinerziehende","Ländlicher Raum","25","","",""
"Hauptmieter","1989","Paar mit Kind(ern)","Städtischer Raum","931","0.471373512443905","0.44680643204627","0.495940592841539"
"Hauptmieter","1989","Paar mit Kind(ern)","Ländlicher Raum","174","0.344544263337585","0.298601049045537","0.390487477629633"
"Hauptmieter","1989","Sonstige","Städtischer Raum","93","0.49304526189936","0.41303780807887","0.57305271571985"
"Hauptmieter","1989","Sonstige","Ländlicher Raum","12","","",""
"Untermieter","1989","1-Pers.- Haushalt","Städtischer Raum","48","0.0478313091532464","0.0336829701561737","0.0619796481503191"
"Untermieter","1989","1-Pers.- Haushalt","Ländlicher Raum","15","","",""
"Untermieter","1989","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","20","","",""
"Untermieter","1989","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","3","","",""
"Untermieter","1989","Alleinerziehende","Städtischer Raum","2","","",""
"Untermieter","1989","Alleinerziehende","Ländlicher Raum","3","","",""
"Untermieter","1989","Paar mit Kind(ern)","Städtischer Raum","17","","",""
"Untermieter","1989","Paar mit Kind(ern)","Ländlicher Raum","4","","",""
"Untermieter","1989","Sonstige","Städtischer Raum","6","","",""
"Untermieter","1989","Sonstige","Ländlicher Raum","1","","",""
"Eigentümer","1989","1-Pers.- Haushalt","Städtischer Raum","168","0.209626717064509","0.182641133331845","0.236612300797172"
"Eigentümer","1989","1-Pers.- Haushalt","Ländlicher Raum","55","0.336344769392462","0.264473114162649","0.408216424622276"
"Eigentümer","1989","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","318","0.401994546952565","0.370312237583432","0.433676856321699"
"Eigentümer","1989","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","123","0.573734899432033","0.510906624542498","0.636563174321569"
"Eigentümer","1989","Alleinerziehende","Städtischer Raum","68","0.391386603112139","0.32391457039783","0.458858635826448"
"Eigentümer","1989","Alleinerziehende","Ländlicher Raum","27","","",""
"Eigentümer","1989","Paar mit Kind(ern)","Städtischer Raum","637","0.516892732360166","0.492299336636648","0.541486128083684"
"Eigentümer","1989","Paar mit Kind(ern)","Ländlicher Raum","232","0.643870432573004","0.597575821781048","0.69016504336496"
"Eigentümer","1989","Sonstige","Städtischer Raum","51","0.44449665568187","0.36497598224515","0.52401732911859"
"Eigentümer","1989","Sonstige","Ländlicher Raum","34","0.785619960995315","0.668293062712589","0.902946859278041"
"Altersheim","1989","1-Pers.- Haushalt","Städtischer Raum","","","",""
"Altersheim","1989","1-Pers.- Haushalt","Ländlicher Raum","","","",""
"Altersheim","1989","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","","","",""
"Altersheim","1989","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","","","",""
"Altersheim","1989","Alleinerziehende","Städtischer Raum","","","",""
"Altersheim","1989","Alleinerziehende","Ländlicher Raum","","","",""
"Altersheim","1989","Paar mit Kind(ern)","Städtischer Raum","","","",""
"Altersheim","1989","Paar mit Kind(ern)","Ländlicher Raum","","","",""
"Altersheim","1989","Sonstige","Städtischer Raum","","","",""
"Altersheim","1989","Sonstige","Ländlicher Raum","","","",""
"Mieter","1989","1-Pers.- Haushalt","Städtischer Raum","8","","",""
"Mieter","1989","1-Pers.- Haushalt","Ländlicher Raum","1","","",""
"Mieter","1989","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","","","",""
"Mieter","1989","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","","","",""
"Mieter","1989","Alleinerziehende","Städtischer Raum","","","",""
"Mieter","1989","Alleinerziehende","Ländlicher Raum","","","",""
"Mieter","1989","Paar mit Kind(ern)","Städtischer Raum","1","","",""
"Mieter","1989","Paar mit Kind(ern)","Ländlicher Raum","1","","",""
"Mieter","1989","Sonstige","Städtischer Raum","","","",""
"Mieter","1989","Sonstige","Ländlicher Raum","","","",""
"Hauptmieter","1990","1-Pers.- Haushalt","Städtischer Raum","739","0.761551804206717","0.73445406651762","0.788649541895814"
"Hauptmieter","1990","1-Pers.- Haushalt","Ländlicher Raum","237","0.617250030835169","0.567521777960446","0.666978283709891"
"Hauptmieter","1990","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","708","0.59870920358199","0.56961058252389","0.627807824640091"
"Hauptmieter","1990","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","286","0.457249506119045","0.416172327801419","0.498326684436671"
"Hauptmieter","1990","Alleinerziehende","Städtischer Raum","195","0.646320795680094","0.589606101471446","0.703035489888742"
"Hauptmieter","1990","Alleinerziehende","Ländlicher Raum","65","0.519896030527901","0.426105122344954","0.613686938710849"
"Hauptmieter","1990","Paar mit Kind(ern)","Städtischer Raum","1201","0.515266572318286","0.492830123848925","0.537703020787646"
"Hauptmieter","1990","Paar mit Kind(ern)","Ländlicher Raum","545","0.423259898391251","0.394427074610545","0.452092722171958"
"Hauptmieter","1990","Sonstige","Städtischer Raum","115","0.497087637011711","0.425425471990462","0.56874980203296"
"Hauptmieter","1990","Sonstige","Ländlicher Raum","37","0.260056377830075","0.182846952741778","0.337265802918371"
"Untermieter","1990","1-Pers.- Haushalt","Städtischer Raum","39","0.0399488122976616","0.0274954845228001","0.0524021400725232"
"Untermieter","1990","1-Pers.- Haushalt","Ländlicher Raum","30","0.080682517937391","0.0528188978543611","0.108546138020421"
"Untermieter","1990","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","25","","",""
"Untermieter","1990","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","25","","",""
"Untermieter","1990","Alleinerziehende","Städtischer Raum","6","","",""
"Untermieter","1990","Alleinerziehende","Ländlicher Raum","5","","",""
"Untermieter","1990","Paar mit Kind(ern)","Städtischer Raum","32","0.0160233713321226","0.010386268164546","0.0216604744996992"
"Untermieter","1990","Paar mit Kind(ern)","Ländlicher Raum","36","0.0240001577984305","0.0150686359796356","0.0329316796172254"
"Untermieter","1990","Sonstige","Städtischer Raum","5","","",""
"Untermieter","1990","Sonstige","Ländlicher Raum","3","","",""
"Eigentümer","1990","1-Pers.- Haushalt","Städtischer Raum","172","0.198499383495621","0.173135380262317","0.223863386728925"
"Eigentümer","1990","1-Pers.- Haushalt","Ländlicher Raum","100","0.30206745122744","0.255091698188846","0.349043204266034"
"Eigentümer","1990","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","356","0.378057900030366","0.349271392458365","0.406844407602368"
"Eigentümer","1990","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","253","0.502832998197866","0.461605507711034","0.544060488684699"
"Eigentümer","1990","Alleinerziehende","Städtischer Raum","71","0.322385127050792","0.266942253496973","0.377828000604612"
"Eigentümer","1990","Alleinerziehende","Ländlicher Raum","39","0.397532043814216","0.305659045666259","0.489405041962173"
"Eigentümer","1990","Paar mit Kind(ern)","Städtischer Raum","672","0.468613596148542","0.446210950762141","0.491016241534942"
"Eigentümer","1990","Paar mit Kind(ern)","Ländlicher Raum","546","0.552249167830158","0.523230379337147","0.581267956323169"
"Eigentümer","1990","Sonstige","Städtischer Raum","67","0.471625623560012","0.400077729031109","0.543173518088915"
"Eigentümer","1990","Sonstige","Ländlicher Raum","84","0.709965454920993","0.630095999837269","0.789834910004718"
"Altersheim","1990","1-Pers.- Haushalt","Städtischer Raum","","","",""
"Altersheim","1990","1-Pers.- Haushalt","Ländlicher Raum","","","",""
"Altersheim","1990","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","","","",""
"Altersheim","1990","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","","","",""
"Altersheim","1990","Alleinerziehende","Städtischer Raum","","","",""
"Altersheim","1990","Alleinerziehende","Ländlicher Raum","","","",""
"Altersheim","1990","Paar mit Kind(ern)","Städtischer Raum","","","",""
"Altersheim","1990","Paar mit Kind(ern)","Ländlicher Raum","","","",""
"Altersheim","1990","Sonstige","Städtischer Raum","","","",""
"Altersheim","1990","Sonstige","Ländlicher Raum","","","",""
"Mieter","1990","1-Pers.- Haushalt","Städtischer Raum","","","",""
"Mieter","1990","1-Pers.- Haushalt","Ländlicher Raum","","","",""
"Mieter","1990","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","1","","",""
"Mieter","1990","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","1","","",""
"Mieter","1990","Alleinerziehende","Städtischer Raum","1","","",""
"Mieter","1990","Alleinerziehende","Ländlicher Raum","","","",""
"Mieter","1990","Paar mit Kind(ern)","Städtischer Raum","1","","",""
"Mieter","1990","Paar mit Kind(ern)","Ländlicher Raum","1","","",""
"Mieter","1990","Sonstige","Städtischer Raum","","","",""
"Mieter","1990","Sonstige","Ländlicher Raum","","","",""
