"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Untermieter","2015","Saarland","Westdeutschland","","","",""
"Untermieter","2015","Saarland","Ostdeutschland","","","",""
"Untermieter","2015","Berlin","Westdeutschland","9","","",""
"Untermieter","2015","Berlin","Ostdeutschland","11","","",""
"Untermieter","2015","Brandenburg","Westdeutschland","","","",""
"Untermieter","2015","Brandenburg","Ostdeutschland","16","","",""
"Untermieter","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Untermieter","2015","Mecklenburg-Vorpommern","Ostdeutschland","3","","",""
"Untermieter","2015","Sachsen","Westdeutschland","","","",""
"Untermieter","2015","Sachsen","Ostdeutschland","18","","",""
"Untermieter","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Untermieter","2015","Sachsen-Anhalt","Ostdeutschland","9","","",""
"Untermieter","2015","Thüringen","Westdeutschland","","","",""
"Untermieter","2015","Thüringen","Ostdeutschland","15","","",""
"Eigentümer","2015","Schleswig-Holstein","Westdeutschland","251","0.519666479970799","0.47787423331368","0.561458726627918"
"Eigentümer","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Eigentümer","2015","Hamburg","Westdeutschland","75","0.295461601944172","0.24230493630261","0.348618267585734"
"Eigentümer","2015","Hamburg","Ostdeutschland","","","",""
"Eigentümer","2015","Niedersachsen","Westdeutschland","747","0.535304118357531","0.510013613650175","0.560594623064888"
"Eigentümer","2015","Niedersachsen","Ostdeutschland","","","",""
"Eigentümer","2015","Bremen","Westdeutschland","39","0.368070917962966","0.280682257250622","0.45545957867531"
"Eigentümer","2015","Bremen","Ostdeutschland","","","",""
"Eigentümer","2015","Nordrhein-Westfalen","Westdeutschland","1299","0.443870591337601","0.426677774839442","0.46106340783576"
"Eigentümer","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","2015","Hessen","Westdeutschland","477","0.478022437201647","0.448872098870457","0.507172775532838"
"Eigentümer","2015","Hessen","Ostdeutschland","","","",""
"Eigentümer","2015","Rheinland-Pfalz,Saarland","Westdeutschland","467","0.514675143012664","0.482415058926385","0.546935227098943"
"Eigentümer","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","2015","Baden-Württemberg","Westdeutschland","920","0.541554305969504","0.51870028297244","0.564408328966569"
"Eigentümer","2015","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","2015","Bayern","Westdeutschland","1198","0.503041396184609","0.483770771178131","0.522312021191087"
"Eigentümer","2015","Bayern","Ostdeutschland","","","",""
"Eigentümer","2015","Saarland","Westdeutschland","","","",""
"Eigentümer","2015","Saarland","Ostdeutschland","","","",""
"Eigentümer","2015","Berlin","Westdeutschland","72","0.228933855304492","0.186065607120107","0.271802103488877"
"Eigentümer","2015","Berlin","Ostdeutschland","41","0.147785568158422","0.106291560181571","0.189279576135274"
"Eigentümer","2015","Brandenburg","Westdeutschland","","","",""
"Eigentümer","2015","Brandenburg","Ostdeutschland","262","0.444708250337657","0.405175962460196","0.484240538215118"
"Eigentümer","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","2015","Mecklenburg-Vorpommern","Ostdeutschland","115","0.332061010789316","0.28279222344656","0.381329798132071"
"Eigentümer","2015","Sachsen","Westdeutschland","","","",""
"Eigentümer","2015","Sachsen","Ostdeutschland","319","0.333132268527492","0.302625821782476","0.363638715272508"
"Eigentümer","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","2015","Sachsen-Anhalt","Ostdeutschland","216","0.39446140134219","0.353466962865786","0.435455839818595"
"Eigentümer","2015","Thüringen","Westdeutschland","","","",""
"Eigentümer","2015","Thüringen","Ostdeutschland","241","0.390827320355432","0.351117606224715","0.430537034486149"
"Altersheim","2015","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","2015","Hamburg","Westdeutschland","","","",""
"Altersheim","2015","Hamburg","Ostdeutschland","","","",""
"Altersheim","2015","Niedersachsen","Westdeutschland","","","",""
"Altersheim","2015","Niedersachsen","Ostdeutschland","","","",""
"Altersheim","2015","Bremen","Westdeutschland","","","",""
"Altersheim","2015","Bremen","Ostdeutschland","","","",""
"Altersheim","2015","Nordrhein-Westfalen","Westdeutschland","","","",""
"Altersheim","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Altersheim","2015","Hessen","Westdeutschland","","","",""
"Altersheim","2015","Hessen","Ostdeutschland","","","",""
"Altersheim","2015","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Altersheim","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Altersheim","2015","Baden-Württemberg","Westdeutschland","","","",""
"Altersheim","2015","Baden-Württemberg","Ostdeutschland","","","",""
"Altersheim","2015","Bayern","Westdeutschland","","","",""
"Altersheim","2015","Bayern","Ostdeutschland","","","",""
"Altersheim","2015","Saarland","Westdeutschland","","","",""
"Altersheim","2015","Saarland","Ostdeutschland","","","",""
"Altersheim","2015","Berlin","Westdeutschland","","","",""
"Altersheim","2015","Berlin","Ostdeutschland","","","",""
"Altersheim","2015","Brandenburg","Westdeutschland","","","",""
"Altersheim","2015","Brandenburg","Ostdeutschland","","","",""
"Altersheim","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Altersheim","2015","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","2015","Sachsen","Westdeutschland","","","",""
"Altersheim","2015","Sachsen","Ostdeutschland","","","",""
"Altersheim","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","2015","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","2015","Thüringen","Westdeutschland","","","",""
"Altersheim","2015","Thüringen","Ostdeutschland","","","",""
"Mieter","2015","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","2015","Hamburg","Westdeutschland","","","",""
"Mieter","2015","Hamburg","Ostdeutschland","","","",""
"Mieter","2015","Niedersachsen","Westdeutschland","","","",""
"Mieter","2015","Niedersachsen","Ostdeutschland","","","",""
"Mieter","2015","Bremen","Westdeutschland","","","",""
"Mieter","2015","Bremen","Ostdeutschland","","","",""
"Mieter","2015","Nordrhein-Westfalen","Westdeutschland","","","",""
"Mieter","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","2015","Hessen","Westdeutschland","","","",""
"Mieter","2015","Hessen","Ostdeutschland","","","",""
"Mieter","2015","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","2015","Baden-Württemberg","Westdeutschland","","","",""
"Mieter","2015","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","2015","Bayern","Westdeutschland","","","",""
"Mieter","2015","Bayern","Ostdeutschland","","","",""
"Mieter","2015","Saarland","Westdeutschland","","","",""
"Mieter","2015","Saarland","Ostdeutschland","","","",""
"Mieter","2015","Berlin","Westdeutschland","","","",""
"Mieter","2015","Berlin","Ostdeutschland","","","",""
"Mieter","2015","Brandenburg","Westdeutschland","","","",""
"Mieter","2015","Brandenburg","Ostdeutschland","","","",""
"Mieter","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","2015","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Mieter","2015","Sachsen","Westdeutschland","","","",""
"Mieter","2015","Sachsen","Ostdeutschland","","","",""
"Mieter","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","2015","Sachsen-Anhalt","Ostdeutschland","","","",""
"Mieter","2015","Thüringen","Westdeutschland","","","",""
"Mieter","2015","Thüringen","Ostdeutschland","","","",""
"Hauptmieter","2016","Schleswig-Holstein","Westdeutschland","254","0.449419090499423","0.405948010379733","0.492890170619112"
"Hauptmieter","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"Hauptmieter","2016","Hamburg","Westdeutschland","186","0.676129001308524","0.619681211738937","0.732576790878111"
"Hauptmieter","2016","Hamburg","Ostdeutschland","","","",""
"Hauptmieter","2016","Niedersachsen","Westdeutschland","623","0.425212581094821","0.398821339362742","0.451603822826901"
"Hauptmieter","2016","Niedersachsen","Ostdeutschland","","","",""
"Hauptmieter","2016","Bremen","Westdeutschland","67","0.594798729020199","0.500896942090928","0.688700515949471"
"Hauptmieter","2016","Bremen","Ostdeutschland","","","",""
"Hauptmieter","2016","Nordrhein-Westfalen","Westdeutschland","1657","0.547147792019428","0.529052893766641","0.565242690272215"
"Hauptmieter","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Hauptmieter","2016","Hessen","Westdeutschland","528","0.500132427088551","0.468796059521184","0.531468794655917"
"Hauptmieter","2016","Hessen","Ostdeutschland","","","",""
"Hauptmieter","2016","Rheinland-Pfalz,Saarland","Westdeutschland","383","0.447341673299153","0.413876105130346","0.480807241467959"
"Hauptmieter","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Hauptmieter","2016","Baden-Württemberg","Westdeutschland","748","0.425932302479739","0.401904936773885","0.449959668185594"
"Hauptmieter","2016","Baden-Württemberg","Ostdeutschland","","","",""
"Hauptmieter","2016","Bayern","Westdeutschland","1164","0.467004273490096","0.446610344808517","0.487398202171676"
"Hauptmieter","2016","Bayern","Ostdeutschland","","","",""
"Hauptmieter","2016","Saarland","Westdeutschland","","","",""
"Hauptmieter","2016","Saarland","Ostdeutschland","","","",""
"Hauptmieter","2016","Berlin","Westdeutschland","267","0.763497868921984","0.718852140528044","0.808143597315925"
"Hauptmieter","2016","Berlin","Ostdeutschland","217","0.807772672421767","0.760058259156154","0.85548708568738"
"Hauptmieter","2016","Brandenburg","Westdeutschland","","","",""
"Hauptmieter","2016","Brandenburg","Ostdeutschland","290","0.475035928479084","0.433749439401892","0.516322417556277"
"Hauptmieter","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Hauptmieter","2016","Mecklenburg-Vorpommern","Ostdeutschland","213","0.630701679649325","0.578472665406452","0.682930693892199"
"Hauptmieter","2016","Sachsen","Westdeutschland","","","",""
"Hauptmieter","2016","Sachsen","Ostdeutschland","545","0.632168326619307","0.600033129733897","0.664303523504718"
"Hauptmieter","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"Hauptmieter","2016","Sachsen-Anhalt","Ostdeutschland","291","0.57207031328218","0.529254882102761","0.614885744461599"
"Hauptmieter","2016","Thüringen","Westdeutschland","","","",""
"Hauptmieter","2016","Thüringen","Ostdeutschland","287","0.543451722465722","0.501594300113419","0.585309144818025"
"Untermieter","2016","Schleswig-Holstein","Westdeutschland","14","","",""
"Untermieter","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"Untermieter","2016","Hamburg","Westdeutschland","4","","",""
"Untermieter","2016","Hamburg","Ostdeutschland","","","",""
"Untermieter","2016","Niedersachsen","Westdeutschland","32","0.0360129244603233","0.0260664780845792","0.0459593708360674"
"Untermieter","2016","Niedersachsen","Ostdeutschland","","","",""
"Untermieter","2016","Bremen","Westdeutschland","3","","",""
"Untermieter","2016","Bremen","Ostdeutschland","","","",""
"Untermieter","2016","Nordrhein-Westfalen","Westdeutschland","34","0.0142068565779657","0.00990488566368209","0.0185088274922492"
"Untermieter","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Untermieter","2016","Hessen","Westdeutschland","24","","",""
"Untermieter","2016","Hessen","Ostdeutschland","","","",""
"Untermieter","2016","Rheinland-Pfalz,Saarland","Westdeutschland","23","","",""
"Untermieter","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Untermieter","2016","Baden-Württemberg","Westdeutschland","25","","",""
"Untermieter","2016","Baden-Württemberg","Ostdeutschland","","","",""
"Untermieter","2016","Bayern","Westdeutschland","36","0.0130840240157999","0.00843898505184108","0.0177290629797588"
"Untermieter","2016","Bayern","Ostdeutschland","","","",""
"Untermieter","2016","Saarland","Westdeutschland","","","",""
"Untermieter","2016","Saarland","Ostdeutschland","","","",""
"Untermieter","2016","Berlin","Westdeutschland","9","","",""
"Untermieter","2016","Berlin","Ostdeutschland","8","","",""
"Untermieter","2016","Brandenburg","Westdeutschland","","","",""
"Untermieter","2016","Brandenburg","Ostdeutschland","18","","",""
"Untermieter","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Untermieter","2016","Mecklenburg-Vorpommern","Ostdeutschland","7","","",""
"Untermieter","2016","Sachsen","Westdeutschland","","","",""
"Untermieter","2016","Sachsen","Ostdeutschland","16","","",""
"Untermieter","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"Untermieter","2016","Sachsen-Anhalt","Ostdeutschland","11","","",""
"Untermieter","2016","Thüringen","Westdeutschland","","","",""
"Untermieter","2016","Thüringen","Ostdeutschland","15","","",""
"Eigentümer","2016","Schleswig-Holstein","Westdeutschland","235","0.521268836069145","0.477613148861842","0.564924523276448"
"Eigentümer","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"Eigentümer","2016","Hamburg","Westdeutschland","74","0.308976668153513","0.25323816187047","0.364715174436555"
"Eigentümer","2016","Hamburg","Ostdeutschland","","","",""
"Eigentümer","2016","Niedersachsen","Westdeutschland","693","0.538774494444856","0.512163364435264","0.565385624454447"
"Eigentümer","2016","Niedersachsen","Ostdeutschland","","","",""
"Eigentümer","2016","Bremen","Westdeutschland","35","0.354946007554722","0.263422506880701","0.446469508228742"
"Eigentümer","2016","Bremen","Ostdeutschland","","","",""
"Eigentümer","2016","Nordrhein-Westfalen","Westdeutschland","1216","0.438645351402606","0.42060682724124","0.456683875563972"
"Eigentümer","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","2016","Hessen","Westdeutschland","426","0.471002245788942","0.439718621119604","0.50228587045828"
"Eigentümer","2016","Hessen","Ostdeutschland","","","",""
"Eigentümer","2016","Rheinland-Pfalz,Saarland","Westdeutschland","442","0.521163208937835","0.487540647527162","0.554785770348508"
"Eigentümer","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","2016","Baden-Württemberg","Westdeutschland","854","0.552309754223006","0.528147664802766","0.576471843643245"
"Eigentümer","2016","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","2016","Bayern","Westdeutschland","1099","0.519911702494104","0.499489434933199","0.540333970055009"
"Eigentümer","2016","Bayern","Ostdeutschland","","","",""
"Eigentümer","2016","Saarland","Westdeutschland","","","",""
"Eigentümer","2016","Saarland","Ostdeutschland","","","",""
"Eigentümer","2016","Berlin","Westdeutschland","72","0.21526388408436","0.172081573627182","0.258446194541538"
"Eigentümer","2016","Berlin","Ostdeutschland","37","0.159046873338601","0.114762968576851","0.203330778100351"
"Eigentümer","2016","Brandenburg","Westdeutschland","","","",""
"Eigentümer","2016","Brandenburg","Ostdeutschland","254","0.467334270899319","0.426084539376724","0.508584002421914"
"Eigentümer","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","2016","Mecklenburg-Vorpommern","Ostdeutschland","108","0.336962406013592","0.285809422265335","0.388115389761849"
"Eigentümer","2016","Sachsen","Westdeutschland","","","",""
"Eigentümer","2016","Sachsen","Ostdeutschland","304","0.344909506959314","0.31323256357994","0.376586450338689"
"Eigentümer","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","2016","Sachsen-Anhalt","Ostdeutschland","211","0.402909396427858","0.360465697544687","0.445353095311028"
"Eigentümer","2016","Thüringen","Westdeutschland","","","",""
"Eigentümer","2016","Thüringen","Ostdeutschland","242","0.421866293060923","0.380366092078081","0.463366494043766"
"Altersheim","2016","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","2016","Hamburg","Westdeutschland","","","",""
"Altersheim","2016","Hamburg","Ostdeutschland","","","",""
"Altersheim","2016","Niedersachsen","Westdeutschland","","","",""
"Altersheim","2016","Niedersachsen","Ostdeutschland","","","",""
"Altersheim","2016","Bremen","Westdeutschland","","","",""
"Altersheim","2016","Bremen","Ostdeutschland","","","",""
"Altersheim","2016","Nordrhein-Westfalen","Westdeutschland","","","",""
"Altersheim","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Altersheim","2016","Hessen","Westdeutschland","","","",""
"Altersheim","2016","Hessen","Ostdeutschland","","","",""
"Altersheim","2016","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Altersheim","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Altersheim","2016","Baden-Württemberg","Westdeutschland","","","",""
"Altersheim","2016","Baden-Württemberg","Ostdeutschland","","","",""
"Altersheim","2016","Bayern","Westdeutschland","","","",""
"Altersheim","2016","Bayern","Ostdeutschland","","","",""
"Altersheim","2016","Saarland","Westdeutschland","","","",""
"Altersheim","2016","Saarland","Ostdeutschland","","","",""
"Altersheim","2016","Berlin","Westdeutschland","","","",""
"Altersheim","2016","Berlin","Ostdeutschland","","","",""
"Altersheim","2016","Brandenburg","Westdeutschland","","","",""
"Altersheim","2016","Brandenburg","Ostdeutschland","","","",""
"Altersheim","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Altersheim","2016","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","2016","Sachsen","Westdeutschland","","","",""
"Altersheim","2016","Sachsen","Ostdeutschland","","","",""
"Altersheim","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","2016","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","2016","Thüringen","Westdeutschland","","","",""
"Altersheim","2016","Thüringen","Ostdeutschland","","","",""
"Mieter","2016","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","2016","Hamburg","Westdeutschland","","","",""
"Mieter","2016","Hamburg","Ostdeutschland","","","",""
"Mieter","2016","Niedersachsen","Westdeutschland","","","",""
"Mieter","2016","Niedersachsen","Ostdeutschland","","","",""
"Mieter","2016","Bremen","Westdeutschland","","","",""
"Mieter","2016","Bremen","Ostdeutschland","","","",""
"Mieter","2016","Nordrhein-Westfalen","Westdeutschland","","","",""
"Mieter","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","2016","Hessen","Westdeutschland","","","",""
"Mieter","2016","Hessen","Ostdeutschland","","","",""
"Mieter","2016","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","2016","Baden-Württemberg","Westdeutschland","","","",""
"Mieter","2016","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","2016","Bayern","Westdeutschland","","","",""
"Mieter","2016","Bayern","Ostdeutschland","","","",""
"Mieter","2016","Saarland","Westdeutschland","","","",""
"Mieter","2016","Saarland","Ostdeutschland","","","",""
"Mieter","2016","Berlin","Westdeutschland","","","",""
"Mieter","2016","Berlin","Ostdeutschland","","","",""
"Mieter","2016","Brandenburg","Westdeutschland","","","",""
"Mieter","2016","Brandenburg","Ostdeutschland","","","",""
"Mieter","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","2016","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Mieter","2016","Sachsen","Westdeutschland","","","",""
"Mieter","2016","Sachsen","Ostdeutschland","","","",""
"Mieter","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","2016","Sachsen-Anhalt","Ostdeutschland","","","",""
"Mieter","2016","Thüringen","Westdeutschland","","","",""
"Mieter","2016","Thüringen","Ostdeutschland","","","",""
"Hauptmieter","2017","Schleswig-Holstein","Westdeutschland","392","0.450402760645201","0.413225561733472","0.48757995955693"
"Hauptmieter","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Hauptmieter","2017","Hamburg","Westdeutschland","233","0.69331931647747","0.643187173237043","0.743451459717897"
"Hauptmieter","2017","Hamburg","Ostdeutschland","","","",""
"Hauptmieter","2017","Niedersachsen","Westdeutschland","893","0.437066654214679","0.413813616221748","0.460319692207611"
"Hauptmieter","2017","Niedersachsen","Ostdeutschland","","","",""
"Hauptmieter","2017","Bremen","Westdeutschland","128","0.603512031733435","0.532444641105225","0.674579422361646"
"Hauptmieter","2017","Bremen","Ostdeutschland","","","",""
"Hauptmieter","2017","Nordrhein-Westfalen","Westdeutschland","2090","0.521934338016689","0.50551638814778","0.538352287885598"
"Hauptmieter","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Hauptmieter","2017","Hessen","Westdeutschland","712","0.532097901756765","0.503971886362241","0.56022391715129"
"Hauptmieter","2017","Hessen","Ostdeutschland","","","",""
"Hauptmieter","2017","Rheinland-Pfalz,Saarland","Westdeutschland","523","0.433778658203269","0.40325963874226","0.464297677664278"
"Hauptmieter","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Hauptmieter","2017","Baden-Württemberg","Westdeutschland","981","0.424308631481169","0.402366542914251","0.446250720048086"
"Hauptmieter","2017","Baden-Württemberg","Ostdeutschland","","","",""
"Hauptmieter","2017","Bayern","Westdeutschland","1426","0.463629674473933","0.444788445564742","0.482470903383125"
"Hauptmieter","2017","Bayern","Ostdeutschland","","","",""
"Hauptmieter","2017","Saarland","Westdeutschland","","","",""
"Hauptmieter","2017","Saarland","Ostdeutschland","","","",""
"Hauptmieter","2017","Berlin","Westdeutschland","306","0.745839508972452","0.70311880936181","0.788560208583093"
"Hauptmieter","2017","Berlin","Ostdeutschland","258","0.814444127469323","0.771514134830655","0.857374120107991"
"Hauptmieter","2017","Brandenburg","Westdeutschland","","","",""
"Hauptmieter","2017","Brandenburg","Ostdeutschland","403","0.525780383133668","0.488763363433567","0.562797402833769"
"Hauptmieter","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Hauptmieter","2017","Mecklenburg-Vorpommern","Ostdeutschland","259","0.615342771713329","0.567303603315484","0.663381940111174"
"Hauptmieter","2017","Sachsen","Westdeutschland","","","",""
"Hauptmieter","2017","Sachsen","Ostdeutschland","672","0.624586016221774","0.595421722594039","0.65375030984951"
"Hauptmieter","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"Hauptmieter","2017","Sachsen-Anhalt","Ostdeutschland","367","0.556166132810302","0.517089711818525","0.595242553802078"
"Hauptmieter","2017","Thüringen","Westdeutschland","","","",""
"Hauptmieter","2017","Thüringen","Ostdeutschland","339","0.512564181287849","0.473625693367897","0.5515026692078"
"Untermieter","2017","Schleswig-Holstein","Westdeutschland","14","","",""
"Untermieter","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Untermieter","2017","Hamburg","Westdeutschland","8","","",""
"Untermieter","2017","Hamburg","Ostdeutschland","","","",""
"Untermieter","2017","Niedersachsen","Westdeutschland","43","0.0279746220072952","0.0202442874080377","0.0357049566065526"
"Untermieter","2017","Niedersachsen","Ostdeutschland","","","",""
"Untermieter","2017","Bremen","Westdeutschland","9","","",""
"Untermieter","2017","Bremen","Ostdeutschland","","","",""
"Untermieter","2017","Nordrhein-Westfalen","Westdeutschland","64","0.0175161632911782","0.013204454566537","0.0218278720158193"
"Untermieter","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Untermieter","2017","Hessen","Westdeutschland","28","","",""
"Untermieter","2017","Hessen","Ostdeutschland","","","",""
"Untermieter","2017","Rheinland-Pfalz,Saarland","Westdeutschland","26","","",""
"Untermieter","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Untermieter","2017","Baden-Württemberg","Westdeutschland","45","0.0253920519260485","0.0184080227557507","0.0323760810963462"
"Untermieter","2017","Baden-Württemberg","Ostdeutschland","","","",""
"Untermieter","2017","Bayern","Westdeutschland","69","0.0332493956123374","0.0264754712040457","0.0400233200206291"
"Untermieter","2017","Bayern","Ostdeutschland","","","",""
"Untermieter","2017","Saarland","Westdeutschland","","","",""
"Untermieter","2017","Saarland","Ostdeutschland","","","",""
"Untermieter","2017","Berlin","Westdeutschland","20","","",""
"Untermieter","2017","Berlin","Ostdeutschland","15","","",""
"Untermieter","2017","Brandenburg","Westdeutschland","","","",""
"Untermieter","2017","Brandenburg","Ostdeutschland","16","","",""
"Untermieter","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Untermieter","2017","Mecklenburg-Vorpommern","Ostdeutschland","9","","",""
"Untermieter","2017","Sachsen","Westdeutschland","","","",""
"Untermieter","2017","Sachsen","Ostdeutschland","27","","",""
"Untermieter","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"Untermieter","2017","Sachsen-Anhalt","Ostdeutschland","17","","",""
"Untermieter","2017","Thüringen","Westdeutschland","","","",""
"Untermieter","2017","Thüringen","Ostdeutschland","26","","",""
"Eigentümer","2017","Schleswig-Holstein","Westdeutschland","282","0.528413444255347","0.491112355441173","0.565714533069521"
"Eigentümer","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Eigentümer","2017","Hamburg","Westdeutschland","84","0.301193580586504","0.251315732383598","0.35107142878941"
"Eigentümer","2017","Hamburg","Ostdeutschland","","","",""
"Eigentümer","2017","Niedersachsen","Westdeutschland","812","0.534958723778025","0.51157663716962","0.558340810386431"
"Eigentümer","2017","Niedersachsen","Ostdeutschland","","","",""
"Eigentümer","2017","Bremen","Westdeutschland","45","0.37475137815993","0.304426273377321","0.445076482942538"
"Eigentümer","2017","Bremen","Ostdeutschland","","","",""
"Eigentümer","2017","Nordrhein-Westfalen","Westdeutschland","1402","0.460549498692133","0.444166961131868","0.476932036252397"
"Eigentümer","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","2017","Hessen","Westdeutschland","469","0.449283567515211","0.421244780251179","0.477322354779242"
"Eigentümer","2017","Hessen","Ostdeutschland","","","",""
"Eigentümer","2017","Rheinland-Pfalz,Saarland","Westdeutschland","464","0.535314082948721","0.504600713903624","0.566027451993817"
"Eigentümer","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","2017","Baden-Württemberg","Westdeutschland","923","0.550299316592783","0.528214010031769","0.572384623153797"
"Eigentümer","2017","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","2017","Bayern","Westdeutschland","1196","0.503120929913729","0.484230023954095","0.522011835873364"
"Eigentümer","2017","Bayern","Ostdeutschland","","","",""
"Eigentümer","2017","Saarland","Westdeutschland","","","",""
"Eigentümer","2017","Saarland","Ostdeutschland","","","",""
"Eigentümer","2017","Berlin","Westdeutschland","73","0.215440398374096","0.175100185485791","0.255780611262401"
"Eigentümer","2017","Berlin","Ostdeutschland","42","0.15029491123283","0.110831096660596","0.189758725805064"
"Eigentümer","2017","Brandenburg","Westdeutschland","","","",""
"Eigentümer","2017","Brandenburg","Ostdeutschland","280","0.450122878847787","0.413241438603275","0.4870043190923"
"Eigentümer","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","2017","Mecklenburg-Vorpommern","Ostdeutschland","126","0.337813661392443","0.291112391195275","0.384514931589612"
"Eigentümer","2017","Sachsen","Westdeutschland","","","",""
"Eigentümer","2017","Sachsen","Ostdeutschland","360","0.342539751355064","0.31395790042174","0.371121602288389"
"Eigentümer","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","2017","Sachsen-Anhalt","Ostdeutschland","237","0.415783031983648","0.377019552331067","0.454546511636229"
"Eigentümer","2017","Thüringen","Westdeutschland","","","",""
"Eigentümer","2017","Thüringen","Ostdeutschland","268","0.433461265779421","0.394856920848757","0.472065610710084"
"Altersheim","2017","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","2017","Hamburg","Westdeutschland","","","",""
