"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mieter","1997","Hamburg","Ländlicher Raum","","","",""
"Mieter","1997","Niedersachsen","Städtischer Raum","","","",""
"Mieter","1997","Niedersachsen","Ländlicher Raum","","","",""
"Mieter","1997","Bremen","Städtischer Raum","","","",""
"Mieter","1997","Bremen","Ländlicher Raum","","","",""
"Mieter","1997","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Mieter","1997","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Mieter","1997","Hessen","Städtischer Raum","","","",""
"Mieter","1997","Hessen","Ländlicher Raum","","","",""
"Mieter","1997","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Mieter","1997","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Mieter","1997","Baden-Württemberg","Städtischer Raum","","","",""
"Mieter","1997","Baden-Württemberg","Ländlicher Raum","","","",""
"Mieter","1997","Bayern","Städtischer Raum","","","",""
"Mieter","1997","Bayern","Ländlicher Raum","","","",""
"Mieter","1997","Saarland","Städtischer Raum","","","",""
"Mieter","1997","Saarland","Ländlicher Raum","","","",""
"Mieter","1997","Berlin","Städtischer Raum","","","",""
"Mieter","1997","Berlin","Ländlicher Raum","","","",""
"Mieter","1997","Brandenburg","Städtischer Raum","","","",""
"Mieter","1997","Brandenburg","Ländlicher Raum","","","",""
"Mieter","1997","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","1997","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","1997","Sachsen","Städtischer Raum","","","",""
"Mieter","1997","Sachsen","Ländlicher Raum","","","",""
"Mieter","1997","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","1997","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","1997","Thüringen","Städtischer Raum","","","",""
"Mieter","1997","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","1998","Schleswig-Holstein","Städtischer Raum","44","0.443137924772053","0.34478702584824","0.541488823695866"
"Hauptmieter","1998","Schleswig-Holstein","Ländlicher Raum","35","0.3748585892638","0.27371703519664","0.476000143330959"
"Hauptmieter","1998","Hamburg","Städtischer Raum","82","0.878196036819605","0.813109873747309","0.943282199891901"
"Hauptmieter","1998","Hamburg","Ländlicher Raum","","","",""
"Hauptmieter","1998","Niedersachsen","Städtischer Raum","190","0.617588392020073","0.56349025124185","0.671686532798295"
"Hauptmieter","1998","Niedersachsen","Ländlicher Raum","114","0.353221323117633","0.299841880323178","0.406600765912088"
"Hauptmieter","1998","Bremen","Städtischer Raum","41","0.712791294121456","0.598305273742193","0.827277314500718"
"Hauptmieter","1998","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","1998","Nordrhein-Westfalen","Städtischer Raum","916","0.598279014284119","0.573140643503558","0.62341738506468"
"Hauptmieter","1998","Nordrhein-Westfalen","Ländlicher Raum","7","","",""
"Hauptmieter","1998","Hessen","Städtischer Raum","251","0.549878119733334","0.502070215332265","0.597686024134402"
"Hauptmieter","1998","Hessen","Ländlicher Raum","36","0.41706748449827","0.306935101848548","0.527199867147992"
"Hauptmieter","1998","Rheinland-Pfalz,Saarland","Städtischer Raum","165","0.481492973461196","0.427583707180837","0.535402239741554"
"Hauptmieter","1998","Rheinland-Pfalz,Saarland","Ländlicher Raum","33","0.45263892325005","0.34682287653939","0.558454969960709"
"Hauptmieter","1998","Baden-Württemberg","Städtischer Raum","445","0.459410283716509","0.425238212019728","0.493582355413291"
"Hauptmieter","1998","Baden-Württemberg","Ländlicher Raum","46","0.346884465175218","0.256697528746952","0.437071401603484"
"Hauptmieter","1998","Bayern","Städtischer Raum","266","0.536181535324557","0.491522403278128","0.580840667370986"
"Hauptmieter","1998","Bayern","Ländlicher Raum","217","0.399615044133075","0.356766896872605","0.442463191393545"
"Hauptmieter","1998","Saarland","Städtischer Raum","","","",""
"Hauptmieter","1998","Saarland","Ländlicher Raum","","","",""
"Hauptmieter","1998","Berlin","Städtischer Raum","286","0.873070260588843","0.836822441829896","0.909318079347789"
"Hauptmieter","1998","Berlin","Ländlicher Raum","","","",""
"Hauptmieter","1998","Brandenburg","Städtischer Raum","16","","",""
"Hauptmieter","1998","Brandenburg","Ländlicher Raum","172","0.585296214615903","0.529914275649145","0.640678153582661"
"Hauptmieter","1998","Mecklenburg-Vorpommern","Städtischer Raum","21","","",""
"Hauptmieter","1998","Mecklenburg-Vorpommern","Ländlicher Raum","105","0.587970957735733","0.516852712652413","0.659089202819054"
"Hauptmieter","1998","Sachsen","Städtischer Raum","223","0.762334014094251","0.713761201995292","0.810906826193211"
"Hauptmieter","1998","Sachsen","Ländlicher Raum","160","0.560545725069751","0.503618628465164","0.617472821674337"
"Hauptmieter","1998","Sachsen-Anhalt","Städtischer Raum","65","0.913875725954374","0.849955457657275","0.977795994251473"
"Hauptmieter","1998","Sachsen-Anhalt","Ländlicher Raum","147","0.544630985741403","0.486299641320641","0.602962330162165"
"Hauptmieter","1998","Thüringen","Städtischer Raum","59","0.651709934799087","0.560582078176818","0.742837791421356"
"Hauptmieter","1998","Thüringen","Ländlicher Raum","107","0.503089573951396","0.441111253978865","0.565067893923927"
"Untermieter","1998","Schleswig-Holstein","Städtischer Raum","4","","",""
"Untermieter","1998","Schleswig-Holstein","Ländlicher Raum","2","","",""
"Untermieter","1998","Hamburg","Städtischer Raum","2","","",""
"Untermieter","1998","Hamburg","Ländlicher Raum","","","",""
"Untermieter","1998","Niedersachsen","Städtischer Raum","11","","",""
"Untermieter","1998","Niedersachsen","Ländlicher Raum","10","","",""
"Untermieter","1998","Bremen","Städtischer Raum","1","","",""
"Untermieter","1998","Bremen","Ländlicher Raum","","","",""
"Untermieter","1998","Nordrhein-Westfalen","Städtischer Raum","43","0.0315998288935253","0.0226298219895116","0.040569835797539"
"Untermieter","1998","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Untermieter","1998","Hessen","Städtischer Raum","14","","",""
"Untermieter","1998","Hessen","Ländlicher Raum","5","","",""
"Untermieter","1998","Rheinland-Pfalz,Saarland","Städtischer Raum","13","","",""
"Untermieter","1998","Rheinland-Pfalz,Saarland","Ländlicher Raum","2","","",""
"Untermieter","1998","Baden-Württemberg","Städtischer Raum","35","0.0488996131252202","0.0341118340576","0.0636873921928405"
"Untermieter","1998","Baden-Württemberg","Ländlicher Raum","8","","",""
"Untermieter","1998","Bayern","Städtischer Raum","16","","",""
"Untermieter","1998","Bayern","Ländlicher Raum","17","","",""
"Untermieter","1998","Saarland","Städtischer Raum","","","",""
"Untermieter","1998","Saarland","Ländlicher Raum","","","",""
"Untermieter","1998","Berlin","Städtischer Raum","9","","",""
"Untermieter","1998","Berlin","Ländlicher Raum","","","",""
"Untermieter","1998","Brandenburg","Städtischer Raum","","","",""
"Untermieter","1998","Brandenburg","Ländlicher Raum","15","","",""
"Untermieter","1998","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Untermieter","1998","Mecklenburg-Vorpommern","Ländlicher Raum","3","","",""
"Untermieter","1998","Sachsen","Städtischer Raum","14","","",""
"Untermieter","1998","Sachsen","Ländlicher Raum","11","","",""
"Untermieter","1998","Sachsen-Anhalt","Städtischer Raum","1","","",""
"Untermieter","1998","Sachsen-Anhalt","Ländlicher Raum","14","","",""
"Untermieter","1998","Thüringen","Städtischer Raum","1","","",""
"Untermieter","1998","Thüringen","Ländlicher Raum","16","","",""
"Eigentümer","1998","Schleswig-Holstein","Städtischer Raum","50","0.513380133585148","0.414422454701659","0.612337812468637"
"Eigentümer","1998","Schleswig-Holstein","Ländlicher Raum","51","0.597956823914103","0.495514831686738","0.700398816141468"
"Eigentümer","1998","Hamburg","Städtischer Raum","13","","",""
"Eigentümer","1998","Hamburg","Ländlicher Raum","","","",""
"Eigentümer","1998","Niedersachsen","Städtischer Raum","109","0.337661129001285","0.285017247855663","0.390305010146907"
"Eigentümer","1998","Niedersachsen","Ländlicher Raum","184","0.605851470998941","0.551277472934385","0.660425469063497"
"Eigentümer","1998","Bremen","Städtischer Raum","18","","",""
"Eigentümer","1998","Bremen","Ländlicher Raum","","","",""
"Eigentümer","1998","Nordrhein-Westfalen","Städtischer Raum","502","0.370121156822356","0.34536270700141","0.394879606643302"
"Eigentümer","1998","Nordrhein-Westfalen","Ländlicher Raum","25","","",""
"Eigentümer","1998","Hessen","Städtischer Raum","151","0.409757982409328","0.362499453528786","0.457016511289871"
"Eigentümer","1998","Hessen","Ländlicher Raum","36","0.491337780893904","0.379675228892475","0.603000332895333"
"Eigentümer","1998","Rheinland-Pfalz,Saarland","Städtischer Raum","152","0.480004115312204","0.426101038604259","0.53390719202015"
"Eigentümer","1998","Rheinland-Pfalz,Saarland","Ländlicher Raum","50","0.534224966185733","0.428180301962176","0.64026963040929"
"Eigentümer","1998","Baden-Württemberg","Städtischer Raum","337","0.49169010315827","0.457409608588471","0.525970597728069"
"Eigentümer","1998","Baden-Württemberg","Ländlicher Raum","53","0.536233386109036","0.441744034773286","0.630722737444786"
"Eigentümer","1998","Bayern","Städtischer Raum","197","0.432743008145307","0.388373430677142","0.477112585613472"
"Eigentümer","1998","Bayern","Ländlicher Raum","268","0.574868400899939","0.53162277927005","0.618114022529828"
"Eigentümer","1998","Saarland","Städtischer Raum","","","",""
"Eigentümer","1998","Saarland","Ländlicher Raum","","","",""
"Eigentümer","1998","Berlin","Städtischer Raum","29","","",""
"Eigentümer","1998","Berlin","Ländlicher Raum","","","",""
"Eigentümer","1998","Brandenburg","Städtischer Raum","1","","",""
"Eigentümer","1998","Brandenburg","Ländlicher Raum","117","0.365938915326916","0.311791074063065","0.420086756590767"
"Eigentümer","1998","Mecklenburg-Vorpommern","Städtischer Raum","4","","",""
"Eigentümer","1998","Mecklenburg-Vorpommern","Ländlicher Raum","76","0.399810487920386","0.329030502016757","0.470590473824014"
"Eigentümer","1998","Sachsen","Städtischer Raum","58","0.198064588175839","0.152585662566251","0.243543513785428"
"Eigentümer","1998","Sachsen","Ländlicher Raum","121","0.390577293005458","0.334618353324647","0.446536232686269"
"Eigentümer","1998","Sachsen-Anhalt","Städtischer Raum","8","","",""
"Eigentümer","1998","Sachsen-Anhalt","Ländlicher Raum","119","0.388036978417251","0.330959047358261","0.445114909476241"
"Eigentümer","1998","Thüringen","Städtischer Raum","45","0.342134011925312","0.251389517909335","0.43287850594129"
"Eigentümer","1998","Thüringen","Ländlicher Raum","127","0.43286894494537","0.371450613179002","0.494287276711739"
"Altersheim","1998","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","1998","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","1998","Hamburg","Städtischer Raum","","","",""
"Altersheim","1998","Hamburg","Ländlicher Raum","","","",""
"Altersheim","1998","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","1998","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","1998","Bremen","Städtischer Raum","","","",""
"Altersheim","1998","Bremen","Ländlicher Raum","","","",""
"Altersheim","1998","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Altersheim","1998","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","1998","Hessen","Städtischer Raum","","","",""
"Altersheim","1998","Hessen","Ländlicher Raum","","","",""
"Altersheim","1998","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","1998","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","1998","Baden-Württemberg","Städtischer Raum","","","",""
"Altersheim","1998","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","1998","Bayern","Städtischer Raum","","","",""
"Altersheim","1998","Bayern","Ländlicher Raum","","","",""
"Altersheim","1998","Saarland","Städtischer Raum","","","",""
"Altersheim","1998","Saarland","Ländlicher Raum","","","",""
"Altersheim","1998","Berlin","Städtischer Raum","","","",""
"Altersheim","1998","Berlin","Ländlicher Raum","","","",""
"Altersheim","1998","Brandenburg","Städtischer Raum","","","",""
"Altersheim","1998","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","1998","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","1998","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","1998","Sachsen","Städtischer Raum","","","",""
"Altersheim","1998","Sachsen","Ländlicher Raum","","","",""
"Altersheim","1998","Sachsen-Anhalt","Städtischer Raum","","","",""
"Altersheim","1998","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Altersheim","1998","Thüringen","Städtischer Raum","","","",""
"Altersheim","1998","Thüringen","Ländlicher Raum","","","",""
"Mieter","1998","Schleswig-Holstein","Städtischer Raum","","","",""
"Mieter","1998","Schleswig-Holstein","Ländlicher Raum","","","",""
"Mieter","1998","Hamburg","Städtischer Raum","","","",""
"Mieter","1998","Hamburg","Ländlicher Raum","","","",""
"Mieter","1998","Niedersachsen","Städtischer Raum","","","",""
"Mieter","1998","Niedersachsen","Ländlicher Raum","","","",""
"Mieter","1998","Bremen","Städtischer Raum","","","",""
"Mieter","1998","Bremen","Ländlicher Raum","","","",""
"Mieter","1998","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Mieter","1998","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Mieter","1998","Hessen","Städtischer Raum","","","",""
"Mieter","1998","Hessen","Ländlicher Raum","","","",""
"Mieter","1998","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Mieter","1998","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Mieter","1998","Baden-Württemberg","Städtischer Raum","","","",""
"Mieter","1998","Baden-Württemberg","Ländlicher Raum","","","",""
"Mieter","1998","Bayern","Städtischer Raum","","","",""
"Mieter","1998","Bayern","Ländlicher Raum","","","",""
"Mieter","1998","Saarland","Städtischer Raum","","","",""
"Mieter","1998","Saarland","Ländlicher Raum","","","",""
"Mieter","1998","Berlin","Städtischer Raum","","","",""
"Mieter","1998","Berlin","Ländlicher Raum","","","",""
"Mieter","1998","Brandenburg","Städtischer Raum","","","",""
"Mieter","1998","Brandenburg","Ländlicher Raum","","","",""
"Mieter","1998","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","1998","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","1998","Sachsen","Städtischer Raum","","","",""
"Mieter","1998","Sachsen","Ländlicher Raum","","","",""
"Mieter","1998","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","1998","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","1998","Thüringen","Städtischer Raum","","","",""
"Mieter","1998","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","1999","Schleswig-Holstein","Städtischer Raum","40","0.507503677399205","0.401221676755841","0.613785678042568"
"Hauptmieter","1999","Schleswig-Holstein","Ländlicher Raum","37","0.373804714478794","0.274942243428917","0.472667185528671"
"Hauptmieter","1999","Hamburg","Städtischer Raum","71","0.870888194305883","0.800018094469879","0.941758294141887"
"Hauptmieter","1999","Hamburg","Ländlicher Raum","","","",""
"Hauptmieter","1999","Niedersachsen","Städtischer Raum","182","0.613613784499706","0.558878211983646","0.668349357015766"
"Hauptmieter","1999","Niedersachsen","Ländlicher Raum","109","0.339158644296796","0.285407215740092","0.392910072853499"
"Hauptmieter","1999","Bremen","Städtischer Raum","39","0.755640429254113","0.642076864622167","0.86920399388606"
"Hauptmieter","1999","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","1999","Nordrhein-Westfalen","Städtischer Raum","864","0.603019972954473","0.577280269750269","0.628759676158678"
"Hauptmieter","1999","Nordrhein-Westfalen","Ländlicher Raum","6","","",""
"Hauptmieter","1999","Hessen","Städtischer Raum","227","0.519435579058937","0.470226849597571","0.568644308520304"
"Hauptmieter","1999","Hessen","Ländlicher Raum","35","0.460041518624476","0.343285905495084","0.576797131753869"
"Hauptmieter","1999","Rheinland-Pfalz,Saarland","Städtischer Raum","156","0.47709511735229","0.422111628387684","0.532078606316896"
"Hauptmieter","1999","Rheinland-Pfalz,Saarland","Ländlicher Raum","31","0.44028517263141","0.33412566783697","0.546444677425851"
