"hlf0001_h","year","hhtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Eigentuemer","1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1396","0.510482399981344","0.492902277054139","0.528062522908549"
"Eigentuemer","1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","412","0.361439637453356","0.334325655378543","0.38855361952817"
"Eigentuemer","1999","Alleinerziehende","Westdeutschland","227","0.305207714096153","0.272807903048761","0.337607525143545"
"Eigentuemer","1999","Alleinerziehende","Ostdeutschland","53","0.114853257141281","0.0809120301918421","0.148794484090719"
"Eigentuemer","1999","Paar mit Kind(ern)","Westdeutschland","3953","0.602006345880762","0.591003050624115","0.61300964113741"
"Eigentuemer","1999","Paar mit Kind(ern)","Ostdeutschland","1341","0.482201439541904","0.463194574153074","0.501208304930735"
"Eigentuemer","1999","Sonstige","Westdeutschland","263","0.636544343396112","0.594881092090749","0.678207594701476"
"Eigentuemer","1999","Sonstige","Ostdeutschland","89","0.363225313919049","0.2872681606729","0.439182467165198"
"Altersheim/Seniorenwohnheim","1999","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1999","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1999","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1999","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1999","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1999","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1999","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1999","Sonstige","Ostdeutschland","","","",""
"Mieter","1999","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","1999","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","1999","Alleinerziehende","Westdeutschland","","","",""
"Mieter","1999","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","1999","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","1999","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","1999","Sonstige","Westdeutschland","","","",""
"Mieter","1999","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2000","1-Pers.- Haushalt","Westdeutschland","1685","0.685242249168142","0.667026413384461","0.703458084951823"
"Hauptmieter","2000","1-Pers.- Haushalt","Ostdeutschland","601","0.797650806827116","0.769144368090625","0.826157245563607"
"Hauptmieter","2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2676","0.448083670310901","0.435506828238002","0.4606605123838"
"Hauptmieter","2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1152","0.606226798228414","0.584429127888643","0.628024468568184"
"Hauptmieter","2000","Alleinerziehende","Westdeutschland","962","0.714011889695089","0.690196169905157","0.737827609485021"
"Hauptmieter","2000","Alleinerziehende","Ostdeutschland","427","0.846410602180453","0.815656553608551","0.877164650752356"
"Hauptmieter","2000","Paar mit Kind(ern)","Westdeutschland","5869","0.42178274747474","0.413482624388987","0.430082870560494"
"Hauptmieter","2000","Paar mit Kind(ern)","Ostdeutschland","1721","0.471842497193469","0.456181151746892","0.487503842640046"
"Hauptmieter","2000","Sonstige","Westdeutschland","304","0.30340780471116","0.274401853605489","0.332413755816831"
"Hauptmieter","2000","Sonstige","Ostdeutschland","73","0.437848596886565","0.374145761774209","0.501551431998921"
"Untermieter","2000","1-Pers.- Haushalt","Westdeutschland","79","0.0346159821080697","0.027445849281119","0.0417861149350205"
"Untermieter","2000","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Untermieter","2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","84","0.0143526928585763","0.0113446578074199","0.0173607279097327"
"Untermieter","2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","42","0.0161842269886877","0.0105546947892684","0.0218137591881071"
"Untermieter","2000","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","2000","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2000","Paar mit Kind(ern)","Westdeutschland","112","0.011392577073247","0.00960889468035864","0.0131762594661353"
"Untermieter","2000","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Untermieter","2000","Sonstige","Westdeutschland","","","",""
"Untermieter","2000","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2000","1-Pers.- Haushalt","Westdeutschland","733","0.280141768723788","0.26252804254755","0.297755494900025"
"Eigentuemer","2000","1-Pers.- Haushalt","Ostdeutschland","136","0.172404381932609","0.145602267119874","0.199206496745343"
"Eigentuemer","2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3246","0.537563636830523","0.524954180633769","0.550173093027277"
"Eigentuemer","2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","736","0.377588974782899","0.355960906728224","0.399217042837574"
"Eigentuemer","2000","Alleinerziehende","Westdeutschland","403","0.271384707680868","0.247948959225187","0.29482045613655"
"Eigentuemer","2000","Alleinerziehende","Ostdeutschland","96","0.147975908304966","0.117689165156756","0.178262651453176"
"Eigentuemer","2000","Paar mit Kind(ern)","Westdeutschland","7618","0.566824675452013","0.558496481458938","0.575152869445087"
"Eigentuemer","2000","Paar mit Kind(ern)","Ostdeutschland","2153","0.52097556558616","0.505303136040438","0.536647995131881"
"Eigentuemer","2000","Sonstige","Westdeutschland","640","0.658937911249091","0.629027429669401","0.688848392828781"
"Eigentuemer","2000","Sonstige","Ostdeutschland","149","0.492654766306742","0.428460939339344","0.55684859327414"
"Altersheim/Seniorenwohnheim","2000","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2000","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2000","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2000","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2000","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2000","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2000","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2000","Sonstige","Ostdeutschland","","","",""
"Mieter","2000","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2000","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2000","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2000","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2000","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2000","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2000","Sonstige","Westdeutschland","","","",""
"Mieter","2000","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2001","1-Pers.- Haushalt","Westdeutschland","1510","0.682228743395819","0.662860335800548","0.701597150991091"
"Hauptmieter","2001","1-Pers.- Haushalt","Ostdeutschland","544","0.780914181037236","0.750403315432446","0.811425046642026"
"Hauptmieter","2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2406","0.437434339288203","0.424114191944473","0.450754486631934"
"Hauptmieter","2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1076","0.591668732963382","0.569270804425972","0.614066661500792"
"Hauptmieter","2001","Alleinerziehende","Westdeutschland","905","0.714485197896088","0.689713055110871","0.739257340681304"
"Hauptmieter","2001","Alleinerziehende","Ostdeutschland","371","0.796695561802428","0.760840948835116","0.832550174769741"
"Hauptmieter","2001","Paar mit Kind(ern)","Westdeutschland","5210","0.416399100252065","0.407680908595695","0.425117291908436"
"Hauptmieter","2001","Paar mit Kind(ern)","Ostdeutschland","1515","0.468482518883173","0.451988399668412","0.484976638097935"
"Hauptmieter","2001","Sonstige","Westdeutschland","266","0.309839054868073","0.279338270445746","0.3403398392904"
"Hauptmieter","2001","Sonstige","Ostdeutschland","51","0.363134136786468","0.293267486626694","0.433000786946242"
"Untermieter","2001","1-Pers.- Haushalt","Westdeutschland","68","0.0340751213261864","0.0265283361930627","0.0416219064593101"
"Untermieter","2001","1-Pers.- Haushalt","Ostdeutschland","30","0.0388632511535664","0.0246069160070818","0.053119586300051"
"Untermieter","2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","90","0.0188848866602534","0.0152299222101444","0.0225398511103623"
"Untermieter","2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","44","0.0166123259859001","0.010788078385624","0.0224365735861762"
"Untermieter","2001","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","2001","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2001","Paar mit Kind(ern)","Westdeutschland","95","0.00975214083555244","0.0080141980187466","0.0114900836523583"
"Untermieter","2001","Paar mit Kind(ern)","Ostdeutschland","33","0.00817532542142782","0.00519890938005759","0.0111517414627981"
"Untermieter","2001","Sonstige","Westdeutschland","","","",""
"Untermieter","2001","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2001","1-Pers.- Haushalt","Westdeutschland","641","0.282905807870876","0.264169645647226","0.301641970094526"
"Eigentuemer","2001","1-Pers.- Haushalt","Ostdeutschland","132","0.180222567809198","0.151869614265852","0.208575521352543"
"Eigentuemer","2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2832","0.543680774051543","0.530306434214579","0.557055113888508"
"Eigentuemer","2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","730","0.391718941050718","0.369475516077005","0.413962366024431"
"Eigentuemer","2001","Alleinerziehende","Westdeutschland","361","0.274332546752475","0.249861072561808","0.298804020943143"
"Eigentuemer","2001","Alleinerziehende","Ostdeutschland","110","0.200868277756922","0.165174684240728","0.236561871273117"
"Eigentuemer","2001","Paar mit Kind(ern)","Westdeutschland","6977","0.573848758912382","0.565103067555539","0.582594450269225"
"Eigentuemer","2001","Paar mit Kind(ern)","Ostdeutschland","1968","0.523342155695399","0.506833189069193","0.539851122321605"
"Eigentuemer","2001","Sonstige","Westdeutschland","605","0.681579208303798","0.65085175162874","0.712306664978857"
"Eigentuemer","2001","Sonstige","Ostdeutschland","131","0.636865863213532","0.566999213053758","0.706732513373306"
"Altersheim/Seniorenwohnheim","2001","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2001","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2001","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2001","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2001","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2001","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2001","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2001","Sonstige","Ostdeutschland","","","",""
"Mieter","2001","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2001","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2001","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2001","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2001","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2001","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2001","Sonstige","Westdeutschland","","","",""
"Mieter","2001","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2002","1-Pers.- Haushalt","Westdeutschland","1508","0.677632803747975","0.658199407967506","0.697066199528443"
"Hauptmieter","2002","1-Pers.- Haushalt","Ostdeutschland","560","0.786642383085878","0.756634571331968","0.816650194839787"
"Hauptmieter","2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2454","0.42195874871827","0.409397222517696","0.434520274918843"
"Hauptmieter","2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1088","0.601529746694317","0.579316155317707","0.623743338070927"
"Hauptmieter","2002","Alleinerziehende","Westdeutschland","888","0.711812919496007","0.6873052869399","0.736320552052114"
"Hauptmieter","2002","Alleinerziehende","Ostdeutschland","346","0.784689987948092","0.747045922454532","0.822334053441652"
"Hauptmieter","2002","Paar mit Kind(ern)","Westdeutschland","4924","0.407185515983358","0.398774431310128","0.415596600656589"
"Hauptmieter","2002","Paar mit Kind(ern)","Ostdeutschland","1411","0.456189834154997","0.439639097093875","0.47274057121612"
"Hauptmieter","2002","Sonstige","Westdeutschland","234","0.290389427937358","0.259562799378289","0.321216056496427"
"Hauptmieter","2002","Sonstige","Ostdeutschland","56","0.432437689864092","0.36104877673966","0.503826602988523"
"Untermieter","2002","1-Pers.- Haushalt","Westdeutschland","75","0.0323940914256742","0.0250327286400529","0.0397554542112954"
"Untermieter","2002","1-Pers.- Haushalt","Ostdeutschland","34","0.0441215599799511","0.029079118088352","0.0591640018715502"
"Untermieter","2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","98","0.021035853855649","0.0173858656589164","0.0246858420523817"
"Untermieter","2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","40","0.0171464962480115","0.0112563732913196","0.0230366192047034"
"Untermieter","2002","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","2002","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2002","Paar mit Kind(ern)","Westdeutschland","97","0.00978007147902616","0.00809532992839518","0.0114648130296571"
"Untermieter","2002","Paar mit Kind(ern)","Ostdeutschland","51","0.00792715187050903","0.00498034789028778","0.0108739558507303"
"Untermieter","2002","Sonstige","Westdeutschland","","","",""
"Untermieter","2002","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2002","1-Pers.- Haushalt","Westdeutschland","638","0.289156083755254","0.270305302398732","0.308006865111776"
"Eigentuemer","2002","1-Pers.- Haushalt","Ostdeutschland","122","0.169236056934171","0.141771231159944","0.196700882708399"
"Eigentuemer","2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3386","0.557005397426081","0.544370930770447","0.569639864081716"
"Eigentuemer","2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","738","0.381323757057671","0.359285820792172","0.403361693323171"
"Eigentuemer","2002","Alleinerziehende","Westdeutschland","401","0.270833051190705","0.246786904493447","0.294879197887963"
"Eigentuemer","2002","Alleinerziehende","Ostdeutschland","107","0.197188703369174","0.160749984020941","0.233627422717407"
"Eigentuemer","2002","Paar mit Kind(ern)","Westdeutschland","8086","0.583034412537615","0.574593417544658","0.591475407530573"
"Eigentuemer","2002","Paar mit Kind(ern)","Ostdeutschland","2017","0.535883013974494","0.519311217002311","0.552454810946676"
"Eigentuemer","2002","Sonstige","Westdeutschland","585","0.694592602693664","0.663315217172259","0.725869988215069"
"Eigentuemer","2002","Sonstige","Ostdeutschland","129","0.567562310135908","0.496173397011477","0.63895122326034"
"Altersheim/Seniorenwohnheim","2002","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2002","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2002","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2002","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2002","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2002","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2002","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2002","Sonstige","Ostdeutschland","","","",""
"Mieter","2002","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2002","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2002","Alleinerziehende","Westdeutschland","","","",""
