"hlf0001_h","year","bula_h","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mieter","2007","Sachsen","1-Pers.- Haushalt","","","",""
"Mieter","2007","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2007","Sachsen","Alleinerziehende","","","",""
"Mieter","2007","Sachsen","Paar mit Kind(ern)","","","",""
"Mieter","2007","Sachsen","Sonstige","","","",""
"Mieter","2007","Sachsen-Anhalt","1-Pers.- Haushalt","","","",""
"Mieter","2007","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2007","Sachsen-Anhalt","Alleinerziehende","","","",""
"Mieter","2007","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Mieter","2007","Sachsen-Anhalt","Sonstige","","","",""
"Mieter","2007","Thueringen","1-Pers.- Haushalt","","","",""
"Mieter","2007","Thueringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2007","Thueringen","Alleinerziehende","","","",""
"Mieter","2007","Thueringen","Paar mit Kind(ern)","","","",""
"Mieter","2007","Thueringen","Sonstige","","","",""
"Hauptmieter","2008","Schleswig-Holstein","1-Pers.- Haushalt","64","0.663245253705258","0.568210987327277","0.758279520083238"
"Hauptmieter","2008","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","80","0.314108869798532","0.255385608944023","0.372832130653041"
"Hauptmieter","2008","Schleswig-Holstein","Alleinerziehende","40","0.722251751648837","0.607966009872242","0.836537493425432"
"Hauptmieter","2008","Schleswig-Holstein","Paar mit Kind(ern)","78","0.259252252615794","0.21146156613681","0.307042939094778"
"Hauptmieter","2008","Schleswig-Holstein","Sonstige","2","","",""
"Hauptmieter","2008","Hamburg","1-Pers.- Haushalt","66","0.886987177250509","0.816269944081329","0.957704410419688"
"Hauptmieter","2008","Hamburg","(Ehe-)Paar ohne Kind(er)","76","0.654211686682504","0.567658432472986","0.740764940892022"
"Hauptmieter","2008","Hamburg","Alleinerziehende","24","","",""
"Hauptmieter","2008","Hamburg","Paar mit Kind(ern)","74","0.653041288832064","0.575564197462373","0.730518380201755"
"Hauptmieter","2008","Hamburg","Sonstige","4","","",""
"Hauptmieter","2008","Niedersachsen","1-Pers.- Haushalt","146","0.585431701825923","0.524485395130234","0.646378008521612"
"Hauptmieter","2008","Niedersachsen","(Ehe-)Paar ohne Kind(er)","202","0.32214432989832","0.286917902059131","0.357370757737509"
"Hauptmieter","2008","Niedersachsen","Alleinerziehende","80","0.535531865115963","0.454908662745516","0.616155067486409"
"Hauptmieter","2008","Niedersachsen","Paar mit Kind(ern)","300","0.353507112049089","0.325695182932387","0.38131904116579"
"Hauptmieter","2008","Niedersachsen","Sonstige","3","","",""
"Hauptmieter","2008","Bremen","1-Pers.- Haushalt","15","","",""
"Hauptmieter","2008","Bremen","(Ehe-)Paar ohne Kind(er)","38","0.572291249081153","0.451080614587625","0.69350188357468"
"Hauptmieter","2008","Bremen","Alleinerziehende","14","","",""
"Hauptmieter","2008","Bremen","Paar mit Kind(ern)","20","","",""
"Hauptmieter","2008","Bremen","Sonstige","","","",""
"Hauptmieter","2008","Nordrhein-Westfalen","1-Pers.- Haushalt","364","0.676883517294254","0.63814967292603","0.715617361662478"
"Hauptmieter","2008","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","650","0.466295300101652","0.441331169617021","0.491259430586284"
"Hauptmieter","2008","Nordrhein-Westfalen","Alleinerziehende","251","0.8599299292731","0.822427936284724","0.897431922261475"
"Hauptmieter","2008","Nordrhein-Westfalen","Paar mit Kind(ern)","1036","0.465504868768865","0.446163525653179","0.48484621188455"
"Hauptmieter","2008","Nordrhein-Westfalen","Sonstige","49","0.563288291801238","0.478996545679484","0.647580037922992"
"Hauptmieter","2008","Hessen","1-Pers.- Haushalt","124","0.753070075929186","0.690073579704096","0.816066572154275"
"Hauptmieter","2008","Hessen","(Ehe-)Paar ohne Kind(er)","216","0.429055251015136","0.387076345168868","0.471034156861404"
"Hauptmieter","2008","Hessen","Alleinerziehende","74","0.850804888039148","0.781999608410696","0.919610167667599"
"Hauptmieter","2008","Hessen","Paar mit Kind(ern)","295","0.362223669206614","0.330449349203652","0.393997989209577"
"Hauptmieter","2008","Hessen","Sonstige","11","","",""
"Hauptmieter","2008","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","106","0.576407169409271","0.507053447484682","0.645760891333861"
"Hauptmieter","2008","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","114","0.288194631661498","0.241277640710298","0.335111622612697"
"Hauptmieter","2008","Rheinland-Pfalz,Saarland","Alleinerziehende","69","0.612072646189258","0.522624292259321","0.701521000119196"
"Hauptmieter","2008","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","221","0.367834213345034","0.332781435504376","0.402886991185691"
"Hauptmieter","2008","Rheinland-Pfalz,Saarland","Sonstige","4","","",""
"Hauptmieter","2008","Baden-Wuerttemberg","1-Pers.- Haushalt","201","0.570815823592126","0.51858722220967","0.623044424974582"
"Hauptmieter","2008","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","282","0.340915040459291","0.308782968289073","0.373047112629509"
"Hauptmieter","2008","Baden-Wuerttemberg","Alleinerziehende","149","0.770538691978788","0.712837476001747","0.828239907955828"
"Hauptmieter","2008","Baden-Wuerttemberg","Paar mit Kind(ern)","549","0.346396292645107","0.323513599019968","0.369278986270246"
"Hauptmieter","2008","Baden-Wuerttemberg","Sonstige","29","","",""
"Hauptmieter","2008","Bayern","1-Pers.- Haushalt","239","0.585140842981903","0.537215456809085","0.633066229154722"
"Hauptmieter","2008","Bayern","(Ehe-)Paar ohne Kind(er)","370","0.407683816183503","0.37734795276914","0.438019679597866"
"Hauptmieter","2008","Bayern","Alleinerziehende","145","0.611145139001201","0.548684545098388","0.673605732904014"
"Hauptmieter","2008","Bayern","Paar mit Kind(ern)","560","0.321988807706016","0.30128779949195","0.342689815920082"
"Hauptmieter","2008","Bayern","Sonstige","13","","",""
"Hauptmieter","2008","Saarland","1-Pers.- Haushalt","","","",""
"Hauptmieter","2008","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Hauptmieter","2008","Saarland","Alleinerziehende","","","",""
"Hauptmieter","2008","Saarland","Paar mit Kind(ern)","","","",""
"Hauptmieter","2008","Saarland","Sonstige","","","",""
"Hauptmieter","2008","Berlin","1-Pers.- Haushalt","141","0.850453584895413","0.797311529120598","0.903595640670228"
"Hauptmieter","2008","Berlin","(Ehe-)Paar ohne Kind(er)","202","0.752238768146519","0.702029550677687","0.802447985615352"
"Hauptmieter","2008","Berlin","Alleinerziehende","79","0.918124161728368","0.861162627832571","0.975085695624165"
"Hauptmieter","2008","Berlin","Paar mit Kind(ern)","228","0.787239770508905","0.742607850716502","0.831871690301308"
"Hauptmieter","2008","Berlin","Sonstige","7","","",""
"Hauptmieter","2008","Brandenburg","1-Pers.- Haushalt","98","0.678812733575051","0.600337469343457","0.757287997806645"
"Hauptmieter","2008","Brandenburg","(Ehe-)Paar ohne Kind(er)","152","0.467691288250543","0.414498694463656","0.520883882037429"
"Hauptmieter","2008","Brandenburg","Alleinerziehende","67","0.843222684178114","0.766821301610605","0.919624066745622"
"Hauptmieter","2008","Brandenburg","Paar mit Kind(ern)","190","0.414225518544702","0.368662911102092","0.459788125987313"
"Hauptmieter","2008","Brandenburg","Sonstige","3","","",""
"Hauptmieter","2008","Mecklenburg-Vorpommern","1-Pers.- Haushalt","65","0.829744581153597","0.747892775255214","0.91159638705198"
"Hauptmieter","2008","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","80","0.384533708599679","0.319047551629132","0.450019865570226"
"Hauptmieter","2008","Mecklenburg-Vorpommern","Alleinerziehende","34","0.841645090651921","0.731236285724085","0.952053895579757"
"Hauptmieter","2008","Mecklenburg-Vorpommern","Paar mit Kind(ern)","84","0.312137602681596","0.253757582904789","0.370517622458403"
"Hauptmieter","2008","Mecklenburg-Vorpommern","Sonstige","","","",""
"Hauptmieter","2008","Sachsen","1-Pers.- Haushalt","173","0.747103654429804","0.690682447155669","0.803524861703938"
"Hauptmieter","2008","Sachsen","(Ehe-)Paar ohne Kind(er)","352","0.650630224464029","0.612417563462953","0.688842885465106"
"Hauptmieter","2008","Sachsen","Alleinerziehende","82","0.799840622002052","0.72606743094951","0.873613813054594"
"Hauptmieter","2008","Sachsen","Paar mit Kind(ern)","286","0.458059257545665","0.423003935293969","0.493114579797361"
"Hauptmieter","2008","Sachsen","Sonstige","18","","",""
"Hauptmieter","2008","Sachsen-Anhalt","1-Pers.- Haushalt","90","0.80109546048715","0.729072400289924","0.873118520684376"
"Hauptmieter","2008","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","138","0.446366744525065","0.392403718992147","0.500329770057983"
"Hauptmieter","2008","Sachsen-Anhalt","Alleinerziehende","46","0.850465222476965","0.766321265850804","0.934609179103126"
"Hauptmieter","2008","Sachsen-Anhalt","Paar mit Kind(ern)","151","0.303832479464739","0.260513509594839","0.347151449334639"
"Hauptmieter","2008","Sachsen-Anhalt","Sonstige","20","","",""
"Hauptmieter","2008","Thueringen","1-Pers.- Haushalt","81","0.602522117028702","0.517073350265042","0.687970883792363"
"Hauptmieter","2008","Thueringen","(Ehe-)Paar ohne Kind(er)","142","0.472220129395709","0.419464655472705","0.524975603318713"
"Hauptmieter","2008","Thueringen","Alleinerziehende","47","0.75306700905776","0.659731363792058","0.846402654323463"
"Hauptmieter","2008","Thueringen","Paar mit Kind(ern)","163","0.333311606313749","0.291826336562393","0.374796876065106"
"Hauptmieter","2008","Thueringen","Sonstige","2","","",""
"Untermieter","2008","Schleswig-Holstein","1-Pers.- Haushalt","7","","",""
"Untermieter","2008","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","2","","",""
"Untermieter","2008","Schleswig-Holstein","Alleinerziehende","","","",""
"Untermieter","2008","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Untermieter","2008","Schleswig-Holstein","Sonstige","","","",""
"Untermieter","2008","Hamburg","1-Pers.- Haushalt","2","","",""
"Untermieter","2008","Hamburg","(Ehe-)Paar ohne Kind(er)","4","","",""
"Untermieter","2008","Hamburg","Alleinerziehende","","","",""
"Untermieter","2008","Hamburg","Paar mit Kind(ern)","","","",""
"Untermieter","2008","Hamburg","Sonstige","","","",""
"Untermieter","2008","Niedersachsen","1-Pers.- Haushalt","14","","",""
"Untermieter","2008","Niedersachsen","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","2008","Niedersachsen","Alleinerziehende","","","",""
"Untermieter","2008","Niedersachsen","Paar mit Kind(ern)","14","","",""
"Untermieter","2008","Niedersachsen","Sonstige","","","",""
"Untermieter","2008","Bremen","1-Pers.- Haushalt","1","","",""
"Untermieter","2008","Bremen","(Ehe-)Paar ohne Kind(er)","2","","",""
"Untermieter","2008","Bremen","Alleinerziehende","","","",""
"Untermieter","2008","Bremen","Paar mit Kind(ern)","","","",""
"Untermieter","2008","Bremen","Sonstige","","","",""
"Untermieter","2008","Nordrhein-Westfalen","1-Pers.- Haushalt","22","","",""
"Untermieter","2008","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","18","","",""
"Untermieter","2008","Nordrhein-Westfalen","Alleinerziehende","6","","",""
"Untermieter","2008","Nordrhein-Westfalen","Paar mit Kind(ern)","19","","",""
"Untermieter","2008","Nordrhein-Westfalen","Sonstige","","","",""
"Untermieter","2008","Hessen","1-Pers.- Haushalt","4","","",""
"Untermieter","2008","Hessen","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","2008","Hessen","Alleinerziehende","","","",""
"Untermieter","2008","Hessen","Paar mit Kind(ern)","8","","",""
"Untermieter","2008","Hessen","Sonstige","","","",""
"Untermieter","2008","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","10","","",""
"Untermieter","2008","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","2008","Rheinland-Pfalz,Saarland","Alleinerziehende","4","","",""
"Untermieter","2008","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","9","","",""
"Untermieter","2008","Rheinland-Pfalz,Saarland","Sonstige","2","","",""
"Untermieter","2008","Baden-Wuerttemberg","1-Pers.- Haushalt","8","","",""
"Untermieter","2008","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","20","","",""
"Untermieter","2008","Baden-Wuerttemberg","Alleinerziehende","2","","",""
"Untermieter","2008","Baden-Wuerttemberg","Paar mit Kind(ern)","17","","",""
"Untermieter","2008","Baden-Wuerttemberg","Sonstige","2","","",""
"Untermieter","2008","Bayern","1-Pers.- Haushalt","13","","",""
"Untermieter","2008","Bayern","(Ehe-)Paar ohne Kind(er)","24","","",""
"Untermieter","2008","Bayern","Alleinerziehende","","","",""
"Untermieter","2008","Bayern","Paar mit Kind(ern)","17","","",""
"Untermieter","2008","Bayern","Sonstige","11","","",""
"Untermieter","2008","Saarland","1-Pers.- Haushalt","","","",""
"Untermieter","2008","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","2008","Saarland","Alleinerziehende","","","",""
"Untermieter","2008","Saarland","Paar mit Kind(ern)","","","",""
"Untermieter","2008","Saarland","Sonstige","","","",""
"Untermieter","2008","Berlin","1-Pers.- Haushalt","8","","",""
"Untermieter","2008","Berlin","(Ehe-)Paar ohne Kind(er)","10","","",""
"Untermieter","2008","Berlin","Alleinerziehende","","","",""
"Untermieter","2008","Berlin","Paar mit Kind(ern)","6","","",""
"Untermieter","2008","Berlin","Sonstige","2","","",""
"Untermieter","2008","Brandenburg","1-Pers.- Haushalt","6","","",""
"Untermieter","2008","Brandenburg","(Ehe-)Paar ohne Kind(er)","16","","",""
"Untermieter","2008","Brandenburg","Alleinerziehende","","","",""
"Untermieter","2008","Brandenburg","Paar mit Kind(ern)","13","","",""
"Untermieter","2008","Brandenburg","Sonstige","6","","",""
"Untermieter","2008","Mecklenburg-Vorpommern","1-Pers.- Haushalt","2","","",""
"Untermieter","2008","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","6","","",""
"Untermieter","2008","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Untermieter","2008","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Untermieter","2008","Mecklenburg-Vorpommern","Sonstige","","","",""
"Untermieter","2008","Sachsen","1-Pers.- Haushalt","10","","",""
"Untermieter","2008","Sachsen","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","2008","Sachsen","Alleinerziehende","","","",""
"Untermieter","2008","Sachsen","Paar mit Kind(ern)","9","","",""
"Untermieter","2008","Sachsen","Sonstige","","","",""
"Untermieter","2008","Sachsen-Anhalt","1-Pers.- Haushalt","4","","",""
"Untermieter","2008","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","2008","Sachsen-Anhalt","Alleinerziehende","","","",""
"Untermieter","2008","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Untermieter","2008","Sachsen-Anhalt","Sonstige","","","",""
"Untermieter","2008","Thueringen","1-Pers.- Haushalt","9","","",""
"Untermieter","2008","Thueringen","(Ehe-)Paar ohne Kind(er)","14","","",""
"Untermieter","2008","Thueringen","Alleinerziehende","2","","",""
"Untermieter","2008","Thueringen","Paar mit Kind(ern)","3","","",""
"Untermieter","2008","Thueringen","Sonstige","","","",""
"Eigentuemer","2008","Schleswig-Holstein","1-Pers.- Haushalt","24","","",""
"Eigentuemer","2008","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","158","0.676256392384191","0.617059519856268","0.735453264912114"
"Eigentuemer","2008","Schleswig-Holstein","Alleinerziehende","19","","",""
"Eigentuemer","2008","Schleswig-Holstein","Paar mit Kind(ern)","245","0.740747747384206","0.692957060905222","0.78853843386319"
"Eigentuemer","2008","Schleswig-Holstein","Sonstige","","","",""
"Eigentuemer","2008","Hamburg","1-Pers.- Haushalt","9","","",""
"Eigentuemer","2008","Hamburg","(Ehe-)Paar ohne Kind(er)","36","0.334896295733701","0.249010973059627","0.420781618407776"
"Eigentuemer","2008","Hamburg","Alleinerziehende","","","",""
"Eigentuemer","2008","Hamburg","Paar mit Kind(ern)","71","0.346958711167936","0.269481619798245","0.424435802537627"
"Eigentuemer","2008","Hamburg","Sonstige","","","",""
"Eigentuemer","2008","Niedersachsen","1-Pers.- Haushalt","91","0.342123154956463","0.283431714977325","0.400814594935601"
"Eigentuemer","2008","Niedersachsen","(Ehe-)Paar ohne Kind(er)","466","0.659875947942078","0.62416309341749","0.695588802466665"
"Eigentuemer","2008","Niedersachsen","Alleinerziehende","67","0.464468134884037","0.383844932513591","0.545091337254484"
"Eigentuemer","2008","Niedersachsen","Paar mit Kind(ern)","821","0.630693297630812","0.60261615792835","0.658770437333274"
"Eigentuemer","2008","Niedersachsen","Sonstige","55","0.987026367299582","0.957903825943142","1.01614890865602"
"Eigentuemer","2008","Bremen","1-Pers.- Haushalt","10","","",""
"Eigentuemer","2008","Bremen","(Ehe-)Paar ohne Kind(er)","24","","",""
"Eigentuemer","2008","Bremen","Alleinerziehende","4","","",""
"Eigentuemer","2008","Bremen","Paar mit Kind(ern)","40","0.750423385710693","0.640919989196306","0.859926782225081"
"Eigentuemer","2008","Bremen","Sonstige","","","",""
"Eigentuemer","2008","Nordrhein-Westfalen","1-Pers.- Haushalt","174","0.287037275009604","0.249569609099121","0.324504940920088"
"Eigentuemer","2008","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","866","0.517515842447708","0.49251015694803","0.542521527947385"
"Eigentuemer","2008","Nordrhein-Westfalen","Alleinerziehende","72","0.128525111826942","0.0923615185749243","0.16468870507896"
"Eigentuemer","2008","Nordrhein-Westfalen","Paar mit Kind(ern)","1500","0.527827491976523","0.508470004336512","0.547184979616534"
"Eigentuemer","2008","Nordrhein-Westfalen","Sonstige","84","0.436711708198762","0.352419962077008","0.521003454320516"
"Eigentuemer","2008","Hessen","1-Pers.- Haushalt","52","0.225131717594583","0.164115662856023","0.286147772333143"
"Eigentuemer","2008","Hessen","(Ehe-)Paar ohne Kind(er)","310","0.558392937575668","0.516275162009123","0.600510713142213"
"Eigentuemer","2008","Hessen","Alleinerziehende","29","","",""
"Eigentuemer","2008","Hessen","Paar mit Kind(ern)","576","0.616295742073715","0.584148290825854","0.648443193321576"
"Eigentuemer","2008","Hessen","Sonstige","16","","",""
"Eigentuemer","2008","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","79","0.373872845429099","0.305964364362665","0.441781326495533"
"Eigentuemer","2008","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","244","0.711805368338502","0.664888377387303","0.758722359289702"
"Eigentuemer","2008","Rheinland-Pfalz,Saarland","Alleinerziehende","41","0.359758939477292","0.271659483999748","0.447858394954835"
"Eigentuemer","2008","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","497","0.604158254590917","0.568610101743171","0.639706407438663"
"Eigentuemer","2008","Rheinland-Pfalz,Saarland","Sonstige","28","","",""
"Eigentuemer","2008","Baden-Wuerttemberg","1-Pers.- Haushalt","136","0.413973824591417","0.362000141780467","0.465947507402367"
"Eigentuemer","2008","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","534","0.63245179234613","0.599769250886928","0.665134333805331"
"Eigentuemer","2008","Baden-Wuerttemberg","Alleinerziehende","53","0.220690822322985","0.163781942238062","0.277599702407908"
"Eigentuemer","2008","Baden-Wuerttemberg","Paar mit Kind(ern)","1095","0.642738322631652","0.619693488382466","0.665783156880838"
"Eigentuemer","2008","Baden-Wuerttemberg","Sonstige","32","0.437885873247905","0.315376157132218","0.560395589363592"
"Eigentuemer","2008","Bayern","1-Pers.- Haushalt","154","0.392013545993867","0.344525689920058","0.439501402067676"
"Eigentuemer","2008","Bayern","(Ehe-)Paar ohne Kind(er)","614","0.561076985020982","0.530441608021519","0.591712362020446"
"Eigentuemer","2008","Bayern","Alleinerziehende","89","0.388854860998799","0.326394267095986","0.451315454901612"
"Eigentuemer","2008","Bayern","Paar mit Kind(ern)","1380","0.656374753501975","0.635333522491441","0.677415984512509"
"Eigentuemer","2008","Bayern","Sonstige","55","0.839807142474073","0.758926256191073","0.920688028757073"
"Eigentuemer","2008","Saarland","1-Pers.- Haushalt","","","",""
"Eigentuemer","2008","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Eigentuemer","2008","Saarland","Alleinerziehende","","","",""
"Eigentuemer","2008","Saarland","Paar mit Kind(ern)","","","",""
"Eigentuemer","2008","Saarland","Sonstige","","","",""
"Eigentuemer","2008","Berlin","1-Pers.- Haushalt","24","","",""
"Eigentuemer","2008","Berlin","(Ehe-)Paar ohne Kind(er)","72","0.179849706070426","0.135182322955156","0.224517089185696"
"Eigentuemer","2008","Berlin","Alleinerziehende","10","","",""
"Eigentuemer","2008","Berlin","Paar mit Kind(ern)","89","0.163326367285482","0.12301263360384","0.203640100967124"
"Eigentuemer","2008","Berlin","Sonstige","2","","",""
"Eigentuemer","2008","Brandenburg","1-Pers.- Haushalt","32","0.232658017602645","0.161645954822147","0.303670080383142"
"Eigentuemer","2008","Brandenburg","(Ehe-)Paar ohne Kind(er)","170","0.462112021834606","0.40896128455208","0.515262759117132"
"Eigentuemer","2008","Brandenburg","Alleinerziehende","20","","",""
"Eigentuemer","2008","Brandenburg","Paar mit Kind(ern)","246","0.56058197276815","0.514674496402895","0.606489449133405"
"Eigentuemer","2008","Brandenburg","Sonstige","13","","",""
"Eigentuemer","2008","Mecklenburg-Vorpommern","1-Pers.- Haushalt","14","","",""
"Eigentuemer","2008","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","126","0.58804483044835","0.521791096818239","0.65429856407846"
"Eigentuemer","2008","Mecklenburg-Vorpommern","Alleinerziehende","8","","",""
"Eigentuemer","2008","Mecklenburg-Vorpommern","Paar mit Kind(ern)","158","0.687862397318404","0.629482377541597","0.746242417095211"
"Eigentuemer","2008","Mecklenburg-Vorpommern","Sonstige","11","","",""
"Eigentuemer","2008","Sachsen","1-Pers.- Haushalt","45","0.193876774428137","0.142561781033337","0.245191767822938"
"Eigentuemer","2008","Sachsen","(Ehe-)Paar ohne Kind(er)","236","0.325732117839723","0.288170522718645","0.363293712960801"
"Eigentuemer","2008","Sachsen","Alleinerziehende","31","0.200159377997948","0.126386186945406","0.27393256905049"
"Eigentuemer","2008","Sachsen","Paar mit Kind(ern)","481","0.533945421135734","0.498847285072261","0.569043557199206"
"Eigentuemer","2008","Sachsen","Sonstige","19","","",""
"Eigentuemer","2008","Sachsen-Anhalt","1-Pers.- Haushalt","24","","",""
"Eigentuemer","2008","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","180","0.518226952016933","0.463986844810967","0.572467059222899"
"Eigentuemer","2008","Sachsen-Anhalt","Alleinerziehende","23","","",""
"Eigentuemer","2008","Sachsen-Anhalt","Paar mit Kind(ern)","282","0.696167520535261","0.652848550665361","0.739486490405161"
"Eigentuemer","2008","Sachsen-Anhalt","Sonstige","10","","",""
"Eigentuemer","2008","Thueringen","1-Pers.- Haushalt","36","0.303674707668245","0.223382534129859","0.383966881206632"
"Eigentuemer","2008","Thueringen","(Ehe-)Paar ohne Kind(er)","188","0.460645210464598","0.407972044890509","0.513318376038688"
"Eigentuemer","2008","Thueringen","Alleinerziehende","33","0.229383531373985","0.138383524520096","0.320383538227874"
"Eigentuemer","2008","Thueringen","Paar mit Kind(ern)","330","0.662943879567436","0.621343552573926","0.704544206560947"
"Eigentuemer","2008","Thueringen","Sonstige","24","","",""
"Altersheim/Seniorenwohnheim","2008","Schleswig-Holstein","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2008","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2008","Schleswig-Holstein","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2008","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2008","Schleswig-Holstein","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2008","Hamburg","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2008","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2008","Hamburg","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2008","Hamburg","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2008","Hamburg","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2008","Niedersachsen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2008","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2008","Niedersachsen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2008","Niedersachsen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2008","Niedersachsen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2008","Bremen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2008","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2008","Bremen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2008","Bremen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2008","Bremen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2008","Nordrhein-Westfalen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2008","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2008","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2008","Nordrhein-Westfalen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2008","Nordrhein-Westfalen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2008","Hessen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2008","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2008","Hessen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2008","Hessen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2008","Hessen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2008","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2008","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2008","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2008","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2008","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2008","Baden-Wuerttemberg","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2008","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2008","Baden-Wuerttemberg","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2008","Baden-Wuerttemberg","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2008","Baden-Wuerttemberg","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2008","Bayern","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2008","Bayern","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2008","Bayern","Alleinerziehende","","","",""
