year,bula_h,rentown,hlf0178_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Bavaria,Owner,No,0.38710,283,918,0.35557,0.41863
2007,Bavaria,Tenant,Yes,0.54541,433,711,0.50878,0.58204
2007,Bavaria,Tenant,No,0.44777,278,711,0.41119,0.48434
2007,Berlin,Owner,Yes,0.68740,70,70,0.57802,0.79678
2007,Berlin,Tenant,Yes,0.59791,249,373,0.54809,0.64774
2007,Berlin,Tenant,No,0.40209,124,373,0.35226,0.45191
2007,Brandenburg,Owner,Yes,0.48743,113,190,0.41617,0.55869
2007,Brandenburg,Owner,No,0.49880,77,190,0.42751,0.57008
2007,Brandenburg,Tenant,Yes,0.40410,139,296,0.34810,0.46009
2007,Brandenburg,Tenant,No,0.59221,157,296,0.53613,0.64829
2007,Mecklenburg-Western Pomerania,Owner,Yes,0.56671,83,127,0.48019,0.65323
2007,Mecklenburg-Western Pomerania,Owner,No,0.42442,44,127,0.33812,0.51072
2007,Mecklenburg-Western Pomerania,Tenant,Yes,0.28135,59,154,0.21010,0.35260
2007,Mecklenburg-Western Pomerania,Tenant,No,0.71865,95,154,0.64740,0.78990
2007,Saxony,Owner,Yes,0.58727,215,323,0.53350,0.64105
2007,Saxony,Owner,No,0.40815,108,323,0.35447,0.46184
2007,Saxony,Tenant,Yes,0.40476,239,504,0.36187,0.44766
2007,Saxony,Tenant,No,0.58936,265,504,0.54637,0.63235
2007,Saxony-Anhalt,Owner,Yes,0.51045,124,216,0.44363,0.57727
2007,Saxony-Anhalt,Owner,No,0.48955,92,216,0.42273,0.55637
2007,Saxony-Anhalt,Tenant,Yes,0.34285,104,246,0.28341,0.40228
2007,Saxony-Anhalt,Tenant,No,0.64669,142,246,0.58684,0.70655
2007,Thuringa,Owner,Yes,0.46189,146,246,0.39946,0.52432
2007,Thuringa,Owner,No,0.50641,100,246,0.44380,0.56901
2007,Thuringa,Tenant,Yes,0.25374,79,236,0.19811,0.30938
2007,Thuringa,Tenant,No,0.71841,157,236,0.66091,0.77592
2011,Schleswig-Holstein,Owner,Yes,0.66516,150,195,0.59875,0.73157
2011,Schleswig-Holstein,Owner,No,0.25470,45,195,0.19339,0.31601
2011,Schleswig-Holstein,Tenant,Yes,0.60706,155,209,0.54069,0.67344
2011,Schleswig-Holstein,Tenant,No,0.28270,54,209,0.22150,0.34390
2011,Hamburg,Owner,Yes,0.76131,42,42,0.63083,0.89180
2011,Hamburg,Tenant,Yes,0.64521,114,146,0.56733,0.72308
2011,Hamburg,Tenant,No,0.27429,32,146,0.20167,0.34691
2011,Lower Saxony,Owner,Yes,0.66104,505,658,0.62484,0.69723
2011,Lower Saxony,Owner,No,0.27999,153,658,0.24566,0.31432
2011,Lower Saxony,Tenant,Yes,0.56871,306,428,0.52173,0.61568
2011,Lower Saxony,Tenant,No,0.32695,122,428,0.28246,0.37145
2011,Bremen,Tenant,Yes,0.71542,41,41,0.57559,0.85525
2011,North Rhine-Westphalia,Owner,Yes,0.70096,922,1131,0.67427,0.72766
2011,North Rhine-Westphalia,Owner,No,0.23303,209,1131,0.20838,0.25768
2011,North Rhine-Westphalia,Tenant,Yes,0.55968,858,1216,0.53177,0.58760
2011,North Rhine-Westphalia,Tenant,No,0.34728,358,1216,0.32051,0.37405
2011,Hesse,Owner,Yes,0.71651,355,431,0.67391,0.75911
2011,Hesse,Owner,No,0.21936,76,431,0.18025,0.25847
2011,Hesse,Tenant,Yes,0.60386,291,391,0.55532,0.65240
2011,Hesse,Tenant,No,0.27042,100,391,0.22634,0.31450
2011,"Rhineland-Palatinate, Saarland",Owner,Yes,0.60562,294,406,0.55802,0.65322
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.32412,112,406,0.27853,0.36970
2011,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.53207,191,299,0.47542,0.58872
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.37474,108,299,0.31978,0.42970
2011,Baden-Wuerttemberg,Owner,Yes,0.66295,624,797,0.63011,0.69579
2011,Baden-Wuerttemberg,Owner,No,0.26095,173,797,0.23044,0.29145
2011,Baden-Wuerttemberg,Tenant,Yes,0.59768,446,598,0.55834,0.63701
2011,Baden-Wuerttemberg,Tenant,No,0.29623,152,598,0.25960,0.33286
2011,Bavaria,Owner,Yes,0.64775,770,1011,0.61829,0.67721
2011,Bavaria,Owner,No,0.28034,241,1011,0.25264,0.30804
2011,Bavaria,Tenant,Yes,0.58892,576,817,0.55516,0.62268
2011,Bavaria,Tenant,No,0.30617,241,817,0.27455,0.33779
2011,Berlin,Owner,Yes,0.81094,84,84,0.72670,0.89517
2011,Berlin,Tenant,Yes,0.66020,320,413,0.61447,0.70594
2011,Berlin,Tenant,No,0.26678,93,413,0.22408,0.30949
2011,Brandenburg,Owner,Yes,0.51047,151,232,0.44600,0.57493
2011,Brandenburg,Owner,No,0.41230,81,232,0.34882,0.47578
2011,Brandenburg,Tenant,Yes,0.42573,163,284,0.36812,0.48334
2011,Brandenburg,Tenant,No,0.49056,121,284,0.43231,0.54880
2011,Mecklenburg-Western Pomerania,Owner,Yes,0.67187,97,97,0.57794,0.76579
2011,Mecklenburg-Western Pomerania,Tenant,Yes,0.38116,96,188,0.31154,0.45077
2011,Mecklenburg-Western Pomerania,Tenant,No,0.51176,92,188,0.44011,0.58340
2011,Saxony,Owner,Yes,0.66319,228,296,0.60926,0.71712
2011,Saxony,Owner,No,0.26882,68,296,0.21823,0.31942
2011,Saxony,Tenant,Yes,0.54749,324,506,0.50408,0.59091
2011,Saxony,Tenant,No,0.37720,182,506,0.33493,0.41947
2011,Saxony-Anhalt,Owner,Yes,0.63508,168,226,0.57218,0.69798
2011,Saxony-Anhalt,Owner,No,0.29804,58,226,0.23828,0.35781
2011,Saxony-Anhalt,Tenant,Yes,0.42536,158,281,0.36745,0.48326
2011,Saxony-Anhalt,Tenant,No,0.49459,123,281,0.43603,0.55315
2011,Thuringa,Owner,Yes,0.54061,150,234,0.47662,0.60460
2011,Thuringa,Owner,No,0.38818,84,234,0.32560,0.45075
2011,Thuringa,Tenant,Yes,0.47105,169,281,0.41259,0.52952
2011,Thuringa,Tenant,No,0.42941,112,281,0.37143,0.48739
2013,Schleswig-Holstein,Owner,Yes,0.73722,169,204,0.67667,0.79777
2013,Schleswig-Holstein,Owner,No,0.19619,35,204,0.14156,0.25082
2013,Schleswig-Holstein,Tenant,Yes,0.58137,197,262,0.52152,0.64122
2013,Schleswig-Holstein,Tenant,No,0.31976,65,262,0.26318,0.37635
2013,Hamburg,Owner,Yes,0.76812,58,58,0.65856,0.87768
2013,Hamburg,Tenant,Yes,0.68709,177,213,0.62467,0.74951
2013,Hamburg,Tenant,No,0.26042,36,213,0.20135,0.31950
2013,Lower Saxony,Owner,Yes,0.71231,540,638,0.67715,0.74746
2013,Lower Saxony,Owner,No,0.21345,98,638,0.18163,0.24527
2013,Lower Saxony,Tenant,Yes,0.63547,466,589,0.59657,0.67437
2013,Lower Saxony,Tenant,No,0.27676,123,589,0.24059,0.31292
2013,Bremen,Tenant,Yes,0.76412,64,64,0.65928,0.86896
2013,North Rhine-Westphalia,Owner,Yes,0.77648,1059,1195,0.75284,0.80011
2013,North Rhine-Westphalia,Owner,No,0.16512,136,1195,0.14406,0.18618
2013,North Rhine-Westphalia,Tenant,Yes,0.65079,1327,1639,0.62770,0.67387
2013,North Rhine-Westphalia,Tenant,No,0.27474,312,1639,0.25312,0.29636
2013,Hesse,Owner,Yes,0.74559,393,458,0.70566,0.78553
2013,Hesse,Owner,No,0.18833,65,458,0.15248,0.22417
2013,Hesse,Tenant,Yes,0.64716,457,575,0.60807,0.68625
2013,Hesse,Tenant,No,0.27742,118,575,0.24079,0.31405
2013,"Rhineland-Palatinate, Saarland",Owner,Yes,0.67722,351,437,0.63334,0.72111
2013,"Rhineland-Palatinate, Saarland",Owner,No,0.25785,86,437,0.21679,0.29891
2013,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.60118,286,395,0.55283,0.64953
2013,"Rhineland-Palatinate, Saarland",Tenant,No,0.31731,109,395,0.27135,0.36327
2013,Baden-Wuerttemberg,Owner,Yes,0.71993,696,821,0.68919,0.75066
2013,Baden-Wuerttemberg,Owner,No,0.20977,125,821,0.18190,0.23764
2013,Baden-Wuerttemberg,Tenant,Yes,0.68012,668,811,0.64799,0.71224
2013,Baden-Wuerttemberg,Tenant,No,0.24181,143,811,0.21232,0.27129
2013,Bavaria,Owner,Yes,0.68267,844,1039,0.65435,0.71098
2013,Bavaria,Owner,No,0.24139,195,1039,0.21536,0.26742
2013,Bavaria,Tenant,Yes,0.68737,934,1162,0.66070,0.71403
2013,Bavaria,Tenant,No,0.24204,228,1162,0.21741,0.26668
2013,Berlin,Owner,Yes,0.83746,94,94,0.76247,0.91245
2013,Berlin,Tenant,Yes,0.73134,439,518,0.69313,0.76955
2013,Berlin,Tenant,No,0.20136,79,518,0.16679,0.23592
2013,Brandenburg,Owner,Yes,0.58758,161,228,0.52354,0.65162
2013,Brandenburg,Owner,No,0.35741,67,228,0.29506,0.41975
2013,Brandenburg,Tenant,Yes,0.48351,182,293,0.42619,0.54083
2013,Brandenburg,Tenant,No,0.42541,111,293,0.36870,0.48212
2013,Mecklenburg-Western Pomerania,Owner,Yes,0.69745,82,82,0.59741,0.79749
2013,Mecklenburg-Western Pomerania,Tenant,Yes,0.52526,121,197,0.45535,0.59517
2013,Mecklenburg-Western Pomerania,Tenant,No,0.40112,76,197,0.33250,0.46974
2013,Saxony,Owner,Yes,0.68979,240,291,0.63655,0.74303
2013,Saxony,Owner,No,0.21606,51,291,0.16870,0.26343
2013,Saxony,Tenant,Yes,0.58733,371,530,0.54538,0.62928
2013,Saxony,Tenant,No,0.34173,159,530,0.30131,0.38214
2013,Saxony-Anhalt,Owner,Yes,0.68144,169,210,0.61827,0.74460
2013,Saxony-Anhalt,Owner,No,0.24943,41,210,0.19077,0.30809
2013,Saxony-Anhalt,Tenant,Yes,0.49085,180,294,0.43360,0.54809
2013,Saxony-Anhalt,Tenant,No,0.43903,114,294,0.38220,0.49585
2013,Thuringa,Owner,Yes,0.61579,163,235,0.55347,0.67811
2013,Thuringa,Owner,No,0.32434,72,235,0.26436,0.38432
2013,Thuringa,Tenant,Yes,0.49983,159,259,0.43882,0.56084
2013,Thuringa,Tenant,No,0.43269,100,259,0.37223,0.49315
2014,Schleswig-Holstein,Owner,Yes,0.78817,222,260,0.73841,0.83793
2014,Schleswig-Holstein,Owner,No,0.21183,38,260,0.16207,0.26159
2014,Schleswig-Holstein,Tenant,Yes,0.67329,244,307,0.62074,0.72584
2014,Schleswig-Holstein,Tenant,No,0.32671,63,307,0.27416,0.37926
2014,Hamburg,Owner,Yes,0.78218,66,66,0.68183,0.88252
2014,Hamburg,Tenant,Yes,0.77484,170,170,0.71187,0.83781
2014,Lower Saxony,Owner,Yes,0.78312,662,764,0.75388,0.81237
2014,Lower Saxony,Owner,No,0.21368,102,764,0.18459,0.24277
2014,Lower Saxony,Tenant,Yes,0.70616,565,695,0.67227,0.74005
2014,Lower Saxony,Tenant,No,0.28421,130,695,0.25065,0.31777
2014,Bremen,Owner,Yes,0.85819,39,39,0.74726,0.96911
2014,Bremen,Tenant,Yes,0.77052,66,66,0.66829,0.87274
2014,North Rhine-Westphalia,Owner,Yes,0.81651,1232,1367,0.79599,0.83704
2014,North Rhine-Westphalia,Owner,No,0.17325,135,1367,0.15318,0.19332
2014,North Rhine-Westphalia,Tenant,Yes,0.73189,1555,1853,0.71172,0.75207
2014,North Rhine-Westphalia,Tenant,No,0.26472,298,1853,0.24462,0.28481
2014,Hesse,Owner,Yes,0.80214,464,522,0.76793,0.83635
2014,Hesse,Owner,No,0.19786,58,522,0.16365,0.23207
2014,Hesse,Tenant,Yes,0.73680,493,589,0.70120,0.77239
2014,Hesse,Tenant,No,0.25677,96,589,0.22146,0.29208
2014,"Rhineland-Palatinate, Saarland",Owner,Yes,0.73379,404,487,0.69449,0.77308
2014,"Rhineland-Palatinate, Saarland",Owner,No,0.26495,83,487,0.22571,0.30419
2014,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.64782,328,431,0.60268,0.69297
2014,"Rhineland-Palatinate, Saarland",Tenant,No,0.34347,103,431,0.29859,0.38835
2014,Baden-Wuerttemberg,Owner,Yes,0.76895,837,966,0.74236,0.79555
2014,Baden-Wuerttemberg,Owner,No,0.22521,129,966,0.19885,0.25156
2014,Baden-Wuerttemberg,Tenant,Yes,0.72618,719,854,0.69625,0.75610
2014,Baden-Wuerttemberg,Tenant,No,0.27193,135,854,0.24207,0.30179
2014,Bavaria,Owner,Yes,0.73950,1051,1249,0.71514,0.76385
2014,Bavaria,Owner,No,0.25974,198,1249,0.23541,0.28407
2014,Bavaria,Tenant,Yes,0.74822,1081,1297,0.72459,0.77185
2014,Bavaria,Tenant,No,0.24916,216,1297,0.22561,0.27271
2014,Berlin,Owner,Yes,0.87264,100,100,0.80696,0.93831
2014,Berlin,Tenant,Yes,0.81553,470,538,0.78273,0.84834
2014,Berlin,Tenant,No,0.17508,68,538,0.14293,0.20722
2014,Brandenburg,Owner,Yes,0.66852,193,256,0.61074,0.72630
2014,Brandenburg,Owner,No,0.33148,63,256,0.27370,0.38926
2014,Brandenburg,Tenant,Yes,0.53620,254,365,0.48497,0.58743
2014,Brandenburg,Tenant,No,0.46380,111,365,0.41257,0.51503
2014,Mecklenburg-Western Pomerania,Owner,Yes,0.81967,94,94,0.74154,0.89781
2014,Mecklenburg-Western Pomerania,Tenant,Yes,0.58578,167,245,0.52397,0.64759
2014,Mecklenburg-Western Pomerania,Tenant,No,0.40966,78,245,0.34795,0.47136
2014,Saxony,Owner,Yes,0.78217,275,324,0.73715,0.82718
2014,Saxony,Owner,No,0.21467,49,324,0.16990,0.25945
2014,Saxony,Tenant,Yes,0.62426,453,620,0.58611,0.66242
2014,Saxony,Tenant,No,0.35719,167,620,0.31944,0.39494
2014,Saxony-Anhalt,Owner,Yes,0.70342,191,236,0.64502,0.76182
2014,Saxony-Anhalt,Owner,No,0.29658,45,236,0.23818,0.35498
2014,Saxony-Anhalt,Tenant,Yes,0.54856,234,348,0.49620,0.60092
2014,Saxony-Anhalt,Tenant,No,0.45144,114,348,0.39908,0.50380
2014,Thuringa,Owner,Yes,0.67422,203,268,0.61801,0.73044
2014,Thuringa,Owner,No,0.32578,65,268,0.26956,0.38199
2014,Thuringa,Tenant,Yes,0.56834,218,323,0.51424,0.62244
2014,Thuringa,Tenant,No,0.42273,105,323,0.36877,0.47669
2015,Schleswig-Holstein,Owner,Yes,0.83453,223,223,0.78565,0.88341
2015,Schleswig-Holstein,Tenant,Yes,0.73229,244,298,0.68193,0.78264
2015,Schleswig-Holstein,Tenant,No,0.26771,54,298,0.21736,0.31807
2015,Hamburg,Owner,Yes,0.85147,69,69,0.76694,0.93599
2015,Hamburg,Tenant,Yes,0.81941,186,186,0.76398,0.87485
2015,Lower Saxony,Owner,Yes,0.81460,661,746,0.78669,0.84251
2015,Lower Saxony,Owner,No,0.18108,85,746,0.15342,0.20873
2015,Lower Saxony,Tenant,Yes,0.72781,626,742,0.69577,0.75986
2015,Lower Saxony,Tenant,No,0.25848,116,742,0.22696,0.29000
2015,Bremen,Owner,Yes,0.82346,35,35,0.69529,0.95162
2015,Bremen,Tenant,Yes,0.89334,72,72,0.82154,0.96514
2015,North Rhine-Westphalia,Owner,Yes,0.82720,1163,1296,0.80661,0.84779
2015,North Rhine-Westphalia,Owner,No,0.17085,133,1296,0.15035,0.19134
2015,North Rhine-Westphalia,Tenant,Yes,0.74443,1620,1908,0.72486,0.76401
2015,North Rhine-Westphalia,Tenant,No,0.25410,288,1908,0.23456,0.27364
2015,Hesse,Owner,Yes,0.81926,430,477,0.78469,0.85383
2015,Hesse,Owner,No,0.18074,47,477,0.14617,0.21531
2015,Hesse,Tenant,Yes,0.79111,568,651,0.75986,0.82236
2015,Hesse,Tenant,No,0.20889,83,651,0.17764,0.24014
2015,"Rhineland-Palatinate, Saarland",Owner,Yes,0.74012,393,465,0.70021,0.78002
2015,"Rhineland-Palatinate, Saarland",Owner,No,0.24087,72,465,0.20196,0.27978
2015,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.70305,356,455,0.66102,0.74508
2015,"Rhineland-Palatinate, Saarland",Tenant,No,0.29695,99,455,0.25492,0.33898
2015,Baden-Wuerttemberg,Owner,Yes,0.80855,818,920,0.78311,0.83398
2015,Baden-Wuerttemberg,Owner,No,0.19145,102,920,0.16602,0.21689
2015,Baden-Wuerttemberg,Tenant,Yes,0.75962,786,905,0.73176,0.78747
2015,Baden-Wuerttemberg,Tenant,No,0.23577,119,905,0.20810,0.26344
2015,Bavaria,Owner,Yes,0.77308,1045,1197,0.74934,0.79682
2015,Bavaria,Owner,No,0.22280,152,1197,0.19921,0.24638
2015,Bavaria,Tenant,Yes,0.76536,1178,1384,0.74302,0.78769
2015,Bavaria,Tenant,No,0.22760,206,1384,0.20550,0.24970
2015,Berlin,Owner,Yes,0.83546,99,99,0.76205,0.90887
2015,Berlin,Tenant,Yes,0.80245,465,534,0.76865,0.83625
2015,Berlin,Tenant,No,0.19253,69,534,0.15906,0.22601
2015,Brandenburg,Owner,Yes,0.67926,203,262,0.62263,0.73589
2015,Brandenburg,Owner,No,0.32074,59,262,0.26411,0.37737
2015,Brandenburg,Tenant,Yes,0.59210,256,345,0.54016,0.64403
2015,Brandenburg,Tenant,No,0.40790,89,345,0.35597,0.45984
2015,Mecklenburg-Western Pomerania,Owner,Yes,0.81012,98,98,0.73207,0.88817
2015,Mecklenburg-Western Pomerania,Tenant,Yes,0.65359,167,235,0.59263,0.71456
2015,Mecklenburg-Western Pomerania,Tenant,No,0.33634,68,235,0.27580,0.39688
2015,Saxony,Owner,Yes,0.80203,276,313,0.75781,0.84624
2015,Saxony,Owner,No,0.18367,37,313,0.14070,0.22663
2015,Saxony,Tenant,Yes,0.66725,451,590,0.62920,0.70531
2015,Saxony,Tenant,No,0.29979,139,590,0.26278,0.33679
2015,Saxony-Anhalt,Owner,Yes,0.68436,173,214,0.62194,0.74677
2015,Saxony-Anhalt,Owner,No,0.28353,41,214,0.22300,0.34406
2015,Saxony-Anhalt,Tenant,Yes,0.55820,222,330,0.50454,0.61187
2015,Saxony-Anhalt,Tenant,No,0.44180,108,330,0.38813,0.49546
2015,Thuringa,Owner,Yes,0.67027,178,240,0.61067,0.72987
2015,Thuringa,Owner,No,0.32744,62,240,0.26795,0.38694
2015,Thuringa,Tenant,Yes,0.64012,242,336,0.58872,0.69152
2015,Thuringa,Tenant,No,0.34893,94,336,0.29789,0.39997
2016,Schleswig-Holstein,Owner,Yes,0.88685,218,218,0.84470,0.92900
2016,Schleswig-Holstein,Tenant,Yes,0.73806,220,268,0.68532,0.79081
2016,Schleswig-Holstein,Tenant,No,0.26194,48,268,0.20919,0.31468
2016,Hamburg,Owner,Yes,0.85227,68,68,0.76730,0.93723
2016,Hamburg,Tenant,Yes,0.81367,168,168,0.75461,0.87273
2016,Lower Saxony,Owner,Yes,0.83854,623,692,0.81110,0.86597
2016,Lower Saxony,Owner,No,0.15466,69,692,0.12770,0.18162
2016,Lower Saxony,Tenant,Yes,0.74961,555,654,0.71638,0.78284
2016,Lower Saxony,Tenant,No,0.24525,99,654,0.21225,0.27825
2016,Bremen,Tenant,Yes,0.90666,66,66,0.83594,0.97738
2016,North Rhine-Westphalia,Owner,Yes,0.85167,1120,1214,0.83167,0.87167
2016,North Rhine-Westphalia,Owner,No,0.14444,94,1214,0.12466,0.16422
2016,North Rhine-Westphalia,Tenant,Yes,0.76492,1457,1688,0.74468,0.78515
2016,North Rhine-Westphalia,Tenant,No,0.23186,231,1688,0.21172,0.25200
2016,Hesse,Owner,Yes,0.83857,390,426,0.80359,0.87355
2016,Hesse,Owner,No,0.16143,36,426,0.12645,0.19641
2016,Hesse,Tenant,Yes,0.80769,487,551,0.77475,0.84063
2016,Hesse,Tenant,No,0.19196,64,551,0.15905,0.22488
2016,"Rhineland-Palatinate, Saarland",Owner,Yes,0.76107,380,441,0.72123,0.80092
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.23172,61,441,0.19230,0.27115
2016,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.70834,321,406,0.66408,0.75261
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.29166,85,406,0.24739,0.33592
2016,Baden-Wuerttemberg,Owner,Yes,0.81419,768,853,0.78808,0.84031
2016,Baden-Wuerttemberg,Owner,No,0.18227,85,853,0.15635,0.20819
2016,Baden-Wuerttemberg,Tenant,Yes,0.77096,679,771,0.74128,0.80064
2016,Baden-Wuerttemberg,Tenant,No,0.22191,92,771,0.19256,0.25126
2016,Bavaria,Owner,Yes,0.79153,965,1099,0.76750,0.81555
2016,Bavaria,Owner,No,0.20847,134,1099,0.18445,0.23250
2016,Bavaria,Tenant,Yes,0.78685,1033,1199,0.76366,0.81004
2016,Bavaria,Tenant,No,0.20937,166,1199,0.18633,0.23241
2016,Berlin,Owner,Yes,0.89372,100,100,0.83301,0.95443
2016,Berlin,Tenant,Yes,0.84232,441,500,0.81034,0.87429
2016,Berlin,Tenant,No,0.15616,59,500,0.12431,0.18801
