,Unnamed: 0,year,bula_h,quintil_oecd,ple0023,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
301,301,2013,Saxony-Anhalt,2nd Quintile,No,1.0,150,18180,0.88815,1.13393
302,302,2013,Saxony-Anhalt,3rd Quintile,No,1.0,137,18180,0.87206,1.13096
303,303,2013,Saxony-Anhalt,4th Quintile,No,1.0,111,18180,0.82887,1.20723
304,304,2013,Saxony-Anhalt,5th Quintile,No,1.0,100,18180,0.80564,1.26181
305,305,2013,Thuringa,1st Quintile,Yes,0.17022,35,18180,0.13956,0.20806
306,306,2013,Thuringa,1st Quintile,No,0.82978,148,18180,0.71652,0.94039
307,307,2013,Thuringa,2nd Quintile,No,1.0,190,18180,0.89889,1.10438
308,308,2013,Thuringa,3rd Quintile,No,1.0,137,18180,0.82561,1.18062
309,309,2013,Thuringa,4th Quintile,No,1.0,134,18180,0.86513,1.1801
310,310,2013,Thuringa,5th Quintile,No,1.0,81,18180,0.72447,1.31169
311,311,2015,Schleswig-Holstein,1st Quintile,No,1.0,178,24484,0.83777,1.19938
312,312,2015,Schleswig-Holstein,2nd Quintile,Yes,0.18299,32,24484,0.12783,0.25544
313,313,2015,Schleswig-Holstein,2nd Quintile,No,0.81701,140,24484,0.66098,0.98206
314,314,2015,Schleswig-Holstein,3rd Quintile,Yes,0.22211,33,24484,0.1615,0.29416
315,315,2015,Schleswig-Holstein,3rd Quintile,No,0.77789,138,24484,0.64199,0.94833
316,316,2015,Schleswig-Holstein,4th Quintile,No,1.0,159,24484,0.83999,1.14392
317,317,2015,Schleswig-Holstein,5th Quintile,No,1.0,127,24484,0.80777,1.21594
318,318,2015,Hamburg,1st Quintile,No,1.0,48,24484,0.71415,1.26397
319,319,2015,Hamburg,2nd Quintile,No,1.0,79,24484,0.79943,1.21394
320,320,2015,Hamburg,3rd Quintile,No,1.0,75,24484,0.78951,1.2811
321,321,2015,Hamburg,4th Quintile,No,1.0,63,24484,0.78009,1.28413
322,322,2015,Hamburg,5th Quintile,No,1.0,107,24484,0.76857,1.238
323,323,2015,Lower Saxony,1st Quintile,Yes,0.2096,78,24484,0.16858,0.26676
324,324,2015,Lower Saxony,1st Quintile,No,0.7904,444,24484,0.69437,0.90629
325,325,2015,Lower Saxony,2nd Quintile,Yes,0.14273,57,24484,0.10564,0.19252
326,326,2015,Lower Saxony,2nd Quintile,No,0.85727,404,24484,0.74825,0.94351
327,327,2015,Lower Saxony,3rd Quintile,Yes,0.18374,69,24484,0.14265,0.2327
328,328,2015,Lower Saxony,3rd Quintile,No,0.81626,403,24484,0.71135,0.92291
329,329,2015,Lower Saxony,4th Quintile,Yes,0.16041,74,24484,0.12407,0.20349
330,330,2015,Lower Saxony,4th Quintile,No,0.83959,423,24484,0.75111,0.93236
331,331,2015,Lower Saxony,5th Quintile,Yes,0.15755,76,24484,0.12373,0.20127
332,332,2015,Lower Saxony,5th Quintile,No,0.84245,393,24484,0.74857,0.92893
333,333,2015,Bremen,1st Quintile,No,1.0,47,24484,0.74682,1.24602
334,334,2015,Bremen,2nd Quintile,No,1.0,35,24484,0.60826,1.48005
335,335,2015,North Rhine-Westphalia,1st Quintile,Yes,0.14658,183,24484,0.12446,0.17361
336,336,2015,North Rhine-Westphalia,1st Quintile,No,0.85342,1011,24484,0.7814,0.92574
337,337,2015,North Rhine-Westphalia,2nd Quintile,Yes,0.19356,153,24484,0.16566,0.22665
338,338,2015,North Rhine-Westphalia,2nd Quintile,No,0.80644,834,24484,0.73759,0.87549
339,339,2015,North Rhine-Westphalia,3rd Quintile,Yes,0.13448,119,24484,0.10795,0.1644
340,340,2015,North Rhine-Westphalia,3rd Quintile,No,0.86552,834,24484,0.79842,0.93484
341,341,2015,North Rhine-Westphalia,4th Quintile,Yes,0.14606,141,24484,0.11419,0.17407
342,342,2015,North Rhine-Westphalia,4th Quintile,No,0.85394,814,24484,0.79646,0.91577
343,343,2015,North Rhine-Westphalia,5th Quintile,Yes,0.13006,150,24484,0.10604,0.15302
344,344,2015,North Rhine-Westphalia,5th Quintile,No,0.86994,926,24484,0.79886,0.94368
345,345,2015,Hesse,1st Quintile,Yes,0.15608,50,24484,0.10935,0.21052
346,346,2015,Hesse,1st Quintile,No,0.84392,272,24484,0.73695,0.96275
347,347,2015,Hesse,2nd Quintile,Yes,0.16544,40,24484,0.1121,0.24382
348,348,2015,Hesse,2nd Quintile,No,0.83456,249,24484,0.70249,0.94066
349,349,2015,Hesse,3rd Quintile,Yes,0.10597,39,24484,0.08095,0.13583
350,350,2015,Hesse,3rd Quintile,No,0.89403,290,24484,0.7886,0.97919
351,351,2015,Hesse,4th Quintile,Yes,0.12122,43,24484,0.08656,0.16349
352,352,2015,Hesse,4th Quintile,No,0.87878,269,24484,0.77922,0.99865
353,353,2015,Hesse,5th Quintile,Yes,0.15914,71,24484,0.11697,0.20633
354,354,2015,Hesse,5th Quintile,No,0.84086,382,24484,0.76246,0.93719
355,355,2015,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.1931,39,24484,0.14517,0.25368
356,356,2015,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.8069,269,24484,0.71536,0.9255
357,357,2015,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.13583,36,24484,0.09168,0.1916
358,358,2015,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.86417,271,24484,0.72428,0.97472
359,359,2015,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.10445,39,24484,0.07313,0.13445
360,360,2015,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.89555,295,24484,0.78457,1.01392
361,361,2015,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.12679,37,24484,0.09105,0.17141
362,362,2015,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.87321,240,24484,0.76896,0.99877
363,363,2015,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,241,24484,0.88399,1.12708
364,364,2015,Baden-Wuerttemberg,1st Quintile,Yes,0.17617,61,24484,0.12961,0.23317
365,365,2015,Baden-Wuerttemberg,1st Quintile,No,0.82383,314,24484,0.72498,0.9449
366,366,2015,Baden-Wuerttemberg,2nd Quintile,Yes,0.14183,60,24484,0.1129,0.17027
367,367,2015,Baden-Wuerttemberg,2nd Quintile,No,0.85817,467,24484,0.75926,0.94515
368,368,2015,Baden-Wuerttemberg,3rd Quintile,Yes,0.12315,71,24484,0.09996,0.16076
369,369,2015,Baden-Wuerttemberg,3rd Quintile,No,0.87685,557,24484,0.79166,0.95754
370,370,2015,Baden-Wuerttemberg,4th Quintile,Yes,0.08737,72,24484,0.06968,0.10668
371,371,2015,Baden-Wuerttemberg,4th Quintile,No,0.91263,585,24484,0.83893,0.9899
372,372,2015,Baden-Wuerttemberg,5th Quintile,Yes,0.09334,78,24484,0.07552,0.12005
373,373,2015,Baden-Wuerttemberg,5th Quintile,No,0.90666,719,24484,0.82606,0.9926
374,374,2015,Bavaria,1st Quintile,Yes,0.1802,94,24484,0.14725,0.2211
375,375,2015,Bavaria,1st Quintile,No,0.8198,481,24484,0.73197,0.92628
376,376,2015,Bavaria,2nd Quintile,Yes,0.14131,103,24484,0.10953,0.17275
377,377,2015,Bavaria,2nd Quintile,No,0.85869,702,24484,0.79459,0.92472
378,378,2015,Bavaria,3rd Quintile,Yes,0.16755,99,24484,0.13348,0.2017
379,379,2015,Bavaria,3rd Quintile,No,0.83245,662,24484,0.75958,0.90351
380,380,2015,Bavaria,4th Quintile,Yes,0.17952,121,24484,0.14493,0.21804
381,381,2015,Bavaria,4th Quintile,No,0.82048,726,24484,0.75254,0.89071
382,382,2015,Bavaria,5th Quintile,Yes,0.1773,163,24484,0.14108,0.21665
383,383,2015,Bavaria,5th Quintile,No,0.8227,876,24484,0.74238,0.89388
384,384,2015,Berlin,1st Quintile,Yes,0.1852,31,24484,0.11164,0.26331
385,385,2015,Berlin,1st Quintile,No,0.8148,169,24484,0.70111,0.93102
386,386,2015,Berlin,2nd Quintile,Yes,0.19913,35,24484,0.14769,0.26676
387,387,2015,Berlin,2nd Quintile,No,0.80087,178,24484,0.70669,0.91458
388,388,2015,Berlin,3rd Quintile,Yes,0.18327,32,24484,0.12666,0.2508
389,389,2015,Berlin,3rd Quintile,No,0.81673,107,24484,0.66918,0.96677
390,390,2015,Berlin,4th Quintile,Yes,0.23182,37,24484,0.18094,0.30268
391,391,2015,Berlin,4th Quintile,No,0.76818,143,24484,0.67323,0.91317
392,392,2015,Berlin,5th Quintile,No,1.0,153,24484,0.86781,1.15156
393,393,2015,Brandenburg,1st Quintile,No,1.0,226,24484,0.81367,1.1766
394,394,2015,Brandenburg,2nd Quintile,Yes,0.15361,34,24484,0.10127,0.2173
395,395,2015,Brandenburg,2nd Quintile,No,0.84639,215,24484,0.75832,0.95533
396,396,2015,Brandenburg,3rd Quintile,Yes,0.11808,32,24484,0.07674,0.17383
397,397,2015,Brandenburg,3rd Quintile,No,0.88192,188,24484,0.74922,1.05207
398,398,2015,Brandenburg,4th Quintile,No,1.0,123,24484,0.8662,1.19175
399,399,2015,Brandenburg,5th Quintile,No,1.0,98,24484,0.81233,1.16354
400,400,2015,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,126,24484,0.82472,1.28806
401,401,2015,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,149,24484,0.86644,1.13501
402,402,2015,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,96,24484,0.78726,1.28059
403,403,2015,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,64,24484,0.80804,1.1919
404,404,2015,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,55,24484,0.76008,1.31713
405,405,2015,Saxony,1st Quintile,Yes,0.15677,51,24484,0.11691,0.21496
406,406,2015,Saxony,1st Quintile,No,0.84323,270,24484,0.73346,0.93382
407,407,2015,Saxony,2nd Quintile,Yes,0.15771,75,24484,0.1315,0.18576
408,408,2015,Saxony,2nd Quintile,No,0.84229,397,24484,0.7483,0.94611
409,409,2015,Saxony,3rd Quintile,Yes,0.17909,48,24484,0.14137,0.22028
410,410,2015,Saxony,3rd Quintile,No,0.82091,251,24484,0.69637,0.95297
411,411,2015,Saxony,4th Quintile,No,1.0,239,24484,0.85198,1.16494
412,412,2015,Saxony,5th Quintile,No,1.0,133,24484,0.83034,1.12696
413,413,2015,Saxony-Anhalt,1st Quintile,Yes,0.17755,44,24484,0.128,0.23998
414,414,2015,Saxony-Anhalt,1st Quintile,No,0.82245,215,24484,0.66078,0.98641
415,415,2015,Saxony-Anhalt,2nd Quintile,Yes,0.14381,32,24484,0.10583,0.1824
416,416,2015,Saxony-Anhalt,2nd Quintile,No,0.85619,206,24484,0.76534,0.95972
417,417,2015,Saxony-Anhalt,3rd Quintile,No,1.0,140,24484,0.85584,1.16413
418,418,2015,Saxony-Anhalt,4th Quintile,No,1.0,120,24484,0.81944,1.19783
419,419,2015,Saxony-Anhalt,5th Quintile,No,1.0,76,24484,0.8221,1.24583
420,420,2015,Thuringa,1st Quintile,Yes,0.16004,31,24484,0.10177,0.22933
421,421,2015,Thuringa,1st Quintile,No,0.83996,189,24484,0.71986,0.96597
422,422,2015,Thuringa,2nd Quintile,Yes,0.17981,46,24484,0.12654,0.23335
423,423,2015,Thuringa,2nd Quintile,No,0.82019,214,24484,0.69268,0.95099
424,424,2015,Thuringa,3rd Quintile,No,1.0,159,24484,0.84537,1.15785
425,425,2015,Thuringa,4th Quintile,No,1.0,130,24484,0.85116,1.14747
426,426,2015,Thuringa,5th Quintile,No,1.0,97,24484,0.75194,1.35109
427,427,2017,Schleswig-Holstein,1st Quintile,No,1.0,161,22245,0.84559,1.19634
428,428,2017,Schleswig-Holstein,2nd Quintile,No,1.0,136,22245,0.8031,1.23903
429,429,2017,Schleswig-Holstein,3rd Quintile,Yes,0.15061,33,22245,0.11113,0.19453
430,430,2017,Schleswig-Holstein,3rd Quintile,No,0.84939,157,22245,0.71498,1.0165
431,431,2017,Schleswig-Holstein,4th Quintile,No,1.0,120,22245,0.829,1.18164
432,432,2017,Schleswig-Holstein,5th Quintile,No,1.0,108,22245,0.79918,1.18599
433,433,2017,Hamburg,1st Quintile,No,1.0,68,22245,0.77562,1.26164
434,434,2017,Hamburg,2nd Quintile,No,1.0,52,22245,0.71659,1.24875
435,435,2017,Hamburg,3rd Quintile,No,1.0,62,22245,0.79225,1.2326
436,436,2017,Hamburg,4th Quintile,No,1.0,65,22245,0.71713,1.27701
437,437,2017,Hamburg,5th Quintile,No,1.0,92,22245,0.76896,1.29752
438,438,2017,Lower Saxony,1st Quintile,Yes,0.15604,76,22245,0.11458,0.19503
439,439,2017,Lower Saxony,1st Quintile,No,0.84396,419,22245,0.7421,0.97074
440,440,2017,Lower Saxony,2nd Quintile,Yes,0.17354,67,22245,0.13257,0.21976
441,441,2017,Lower Saxony,2nd Quintile,No,0.82646,412,22245,0.73589,0.90785
442,442,2017,Lower Saxony,3rd Quintile,Yes,0.15309,62,22245,0.11204,0.20469
443,443,2017,Lower Saxony,3rd Quintile,No,0.84691,332,22245,0.7546,0.94897
444,444,2017,Lower Saxony,4th Quintile,Yes,0.15424,58,22245,0.10504,0.2119
445,445,2017,Lower Saxony,4th Quintile,No,0.84576,366,22245,0.75376,0.93482
446,446,2017,Lower Saxony,5th Quintile,Yes,0.15651,66,22245,0.11387,0.1977
447,447,2017,Lower Saxony,5th Quintile,No,0.84349,375,22245,0.74481,0.92005
448,448,2017,Bremen,1st Quintile,No,1.0,52,22245,0.68916,1.41824
449,449,2017,Bremen,2nd Quintile,No,1.0,37,22245,0.66952,1.35524
450,450,2017,North Rhine-Westphalia,1st Quintile,Yes,0.17238,188,22245,0.14339,0.20348
451,451,2017,North Rhine-Westphalia,1st Quintile,No,0.82762,910,22245,0.74848,0.90737
452,452,2017,North Rhine-Westphalia,2nd Quintile,Yes,0.14142,118,22245,0.11287,0.173
453,453,2017,North Rhine-Westphalia,2nd Quintile,No,0.85858,805,22245,0.81106,0.93683
454,454,2017,North Rhine-Westphalia,3rd Quintile,Yes,0.15348,131,22245,0.12733,0.18097
455,455,2017,North Rhine-Westphalia,3rd Quintile,No,0.84652,715,22245,0.77584,0.91979
456,456,2017,North Rhine-Westphalia,4th Quintile,Yes,0.14165,125,22245,0.11692,0.16425
457,457,2017,North Rhine-Westphalia,4th Quintile,No,0.85835,772,22245,0.79248,0.92591
458,458,2017,North Rhine-Westphalia,5th Quintile,Yes,0.16209,141,22245,0.13335,0.19474
459,459,2017,North Rhine-Westphalia,5th Quintile,No,0.83791,837,22245,0.77923,0.90454
460,460,2017,Hesse,1st Quintile,Yes,0.17363,54,22245,0.12211,0.24122
461,461,2017,Hesse,1st Quintile,No,0.82637,260,22245,0.69682,0.98325
462,462,2017,Hesse,2nd Quintile,Yes,0.22084,45,22245,0.15343,0.29222
463,463,2017,Hesse,2nd Quintile,No,0.77916,228,22245,0.66166,0.89509
464,464,2017,Hesse,3rd Quintile,Yes,0.12525,48,22245,0.09295,0.16551
465,465,2017,Hesse,3rd Quintile,No,0.87475,249,22245,0.76188,1.00635
466,466,2017,Hesse,4th Quintile,Yes,0.11975,37,22245,0.07838,0.16162
467,467,2017,Hesse,4th Quintile,No,0.88025,242,22245,0.75896,1.01615
468,468,2017,Hesse,5th Quintile,Yes,0.14215,61,22245,0.09738,0.19931
469,469,2017,Hesse,5th Quintile,No,0.85785,335,22245,0.76526,0.96447
470,470,2017,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.16717,36,22245,0.11639,0.21687
471,471,2017,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.83283,236,22245,0.70259,0.94831
472,472,2017,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.13147,35,22245,0.08882,0.17407
473,473,2017,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.86853,308,22245,0.76975,0.97165
474,474,2017,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.20531,46,22245,0.14307,0.27302
475,475,2017,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.79469,211,22245,0.70446,0.9158
476,476,2017,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.13367,32,22245,0.092,0.17083
477,477,2017,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.86633,235,22245,0.74324,0.97366
478,478,2017,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.21553,44,22245,0.16144,0.28476
479,479,2017,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.78447,201,22245,0.67428,0.88763
480,480,2017,Baden-Wuerttemberg,1st Quintile,Yes,0.19737,64,22245,0.14573,0.25051
481,481,2017,Baden-Wuerttemberg,1st Quintile,No,0.80263,271,22245,0.6979,0.90437
482,482,2017,Baden-Wuerttemberg,2nd Quintile,Yes,0.14524,59,22245,0.11674,0.18486
483,483,2017,Baden-Wuerttemberg,2nd Quintile,No,0.85476,399,22245,0.78222,0.95615
484,484,2017,Baden-Wuerttemberg,3rd Quintile,Yes,0.12116,67,22245,0.08988,0.14902
485,485,2017,Baden-Wuerttemberg,3rd Quintile,No,0.87884,446,22245,0.79887,0.96937
486,486,2017,Baden-Wuerttemberg,4th Quintile,Yes,0.13647,78,22245,0.10894,0.1687
487,487,2017,Baden-Wuerttemberg,4th Quintile,No,0.86353,548,22245,0.78497,0.938
488,488,2017,Baden-Wuerttemberg,5th Quintile,Yes,0.10727,70,22245,0.08169,0.13864
489,489,2017,Baden-Wuerttemberg,5th Quintile,No,0.89273,644,22245,0.81473,0.96691
490,490,2017,Bavaria,1st Quintile,Yes,0.19229,92,22245,0.149,0.23997
491,491,2017,Bavaria,1st Quintile,No,0.80771,446,22245,0.73731,0.90962
492,492,2017,Bavaria,2nd Quintile,Yes,0.14369,97,22245,0.1095,0.18519
493,493,2017,Bavaria,2nd Quintile,No,0.85631,653,22245,0.77495,0.93294
494,494,2017,Bavaria,3rd Quintile,Yes,0.14022,101,22245,0.10683,0.17242
495,495,2017,Bavaria,3rd Quintile,No,0.85978,617,22245,0.77921,0.9522
496,496,2017,Bavaria,4th Quintile,Yes,0.13188,98,22245,0.10224,0.1608
497,497,2017,Bavaria,4th Quintile,No,0.86812,709,22245,0.80242,0.95239
498,498,2017,Bavaria,5th Quintile,Yes,0.16091,134,22245,0.13075,0.18925
499,499,2017,Bavaria,5th Quintile,No,0.83909,691,22245,0.75981,0.91091
500,500,2017,Berlin,1st Quintile,Yes,0.22096,32,22245,0.13798,0.29826
501,501,2017,Berlin,1st Quintile,No,0.77904,168,22245,0.6709,0.88703
502,502,2017,Berlin,2nd Quintile,No,1.0,162,22245,0.81663,1.18129
503,503,2017,Berlin,3rd Quintile,No,1.0,126,22245,0.83403,1.17263
504,504,2017,Berlin,4th Quintile,Yes,0.23283,34,22245,0.16131,0.30752
505,505,2017,Berlin,4th Quintile,No,0.76717,122,22245,0.64132,0.88536
506,506,2017,Berlin,5th Quintile,Yes,0.22431,40,22245,0.16548,0.28002
507,507,2017,Berlin,5th Quintile,No,0.77569,132,22245,0.65065,0.91352
508,508,2017,Brandenburg,1st Quintile,Yes,0.17773,37,22245,0.12623,0.23355
509,509,2017,Brandenburg,1st Quintile,No,0.82227,197,22245,0.6833,1.01739
510,510,2017,Brandenburg,2nd Quintile,No,1.0,194,22245,0.85558,1.16935
511,511,2017,Brandenburg,3rd Quintile,Yes,0.16604,32,22245,0.09797,0.24889
512,512,2017,Brandenburg,3rd Quintile,No,0.83396,165,22245,0.70803,0.98012
513,513,2017,Brandenburg,4th Quintile,No,1.0,108,22245,0.79385,1.22524
514,514,2017,Brandenburg,5th Quintile,No,1.0,79,22245,0.77203,1.21552
515,515,2017,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,115,22245,0.8311,1.19233
516,516,2017,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,122,22245,0.80743,1.24545
517,517,2017,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,90,22245,0.76681,1.23824
518,518,2017,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,55,22245,0.75211,1.25824
519,519,2017,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,57,22245,0.84107,1.20154
520,520,2017,Saxony,1st Quintile,Yes,0.1489,44,22245,0.11052,0.18631
521,521,2017,Saxony,1st Quintile,No,0.8511,276,22245,0.74473,0.97126
522,522,2017,Saxony,2nd Quintile,Yes,0.13929,57,22245,0.10778,0.169
523,523,2017,Saxony,2nd Quintile,No,0.86071,330,22245,0.75491,0.96746
524,524,2017,Saxony,3rd Quintile,Yes,0.15773,49,22245,0.1253,0.18962
525,525,2017,Saxony,3rd Quintile,No,0.84227,263,22245,0.75784,0.99873
526,526,2017,Saxony,4th Quintile,No,1.0,199,22245,0.81811,1.18286
527,527,2017,Saxony,5th Quintile,No,1.0,132,22245,0.83195,1.15291
528,528,2017,Saxony-Anhalt,1st Quintile,Yes,0.18356,31,22245,0.12173,0.26424
529,529,2017,Saxony-Anhalt,1st Quintile,No,0.81644,211,22245,0.6705,0.98292
530,530,2017,Saxony-Anhalt,2nd Quintile,No,1.0,167,22245,0.85776,1.16309
531,531,2017,Saxony-Anhalt,3rd Quintile,No,1.0,123,22245,0.78966,1.25316
532,532,2017,Saxony-Anhalt,4th Quintile,No,1.0,100,22245,0.83384,1.17082
533,533,2017,Saxony-Anhalt,5th Quintile,No,1.0,83,22245,0.82989,1.21548
534,534,2017,Thuringa,1st Quintile,Yes,0.18455,32,22245,0.09516,0.28936
535,535,2017,Thuringa,1st Quintile,No,0.81545,140,22245,0.63868,1.0068
536,536,2017,Thuringa,2nd Quintile,Yes,0.1642,38,22245,0.13185,0.22113
537,537,2017,Thuringa,2nd Quintile,No,0.8358,209,22245,0.7194,0.94119
538,538,2017,Thuringa,3rd Quintile,No,1.0,158,22245,0.86905,1.11214
539,539,2017,Thuringa,4th Quintile,No,1.0,102,22245,0.75962,1.28466
540,540,2017,Thuringa,5th Quintile,No,1.0,89,22245,0.68951,1.34039
541,541,2019,Schleswig-Holstein,1st Quintile,No,1.0,150,22048,0.81736,1.18031
542,542,2019,Schleswig-Holstein,2nd Quintile,No,1.0,151,22048,0.81817,1.1889
543,543,2019,Schleswig-Holstein,3rd Quintile,No,1.0,171,22048,0.81757,1.18958
544,544,2019,Schleswig-Holstein,4th Quintile,No,1.0,124,22048,0.85159,1.18291
545,545,2019,Schleswig-Holstein,5th Quintile,No,1.0,129,22048,0.85953,1.19336
546,546,2019,Hamburg,1st Quintile,No,1.0,93,22048,0.75314,1.2291
547,547,2019,Hamburg,2nd Quintile,No,1.0,59,22048,0.77791,1.26379
548,548,2019,Hamburg,3rd Quintile,No,1.0,73,22048,0.82909,1.22461
549,549,2019,Hamburg,4th Quintile,No,1.0,67,22048,0.76167,1.33119
550,550,2019,Hamburg,5th Quintile,No,1.0,97,22048,0.75137,1.26661
551,551,2019,Lower Saxony,1st Quintile,Yes,0.14027,58,22048,0.10302,0.18762
552,552,2019,Lower Saxony,1st Quintile,No,0.85973,403,22048,0.76846,0.94756
553,553,2019,Lower Saxony,2nd Quintile,Yes,0.17464,74,22048,0.12898,0.21669
554,554,2019,Lower Saxony,2nd Quintile,No,0.82536,410,22048,0.74006,0.90607
555,555,2019,Lower Saxony,3rd Quintile,Yes,0.156,65,22048,0.11845,0.19347
556,556,2019,Lower Saxony,3rd Quintile,No,0.844,376,22048,0.75913,0.93724
557,557,2019,Lower Saxony,4th Quintile,Yes,0.15908,70,22048,0.12714,0.1944
558,558,2019,Lower Saxony,4th Quintile,No,0.84092,385,22048,0.74698,0.94964
559,559,2019,Lower Saxony,5th Quintile,Yes,0.12156,59,22048,0.08548,0.17223
560,560,2019,Lower Saxony,5th Quintile,No,0.87844,416,22048,0.77937,0.97047
561,561,2019,Bremen,1st Quintile,No,1.0,57,22048,0.7851,1.28261
562,562,2019,Bremen,4th Quintile,No,1.0,32,22048,0.58452,1.45698
563,563,2019,Bremen,5th Quintile,No,1.0,37,22048,0.61597,1.40639
564,564,2019,North Rhine-Westphalia,1st Quintile,Yes,0.15223,145,22048,0.12538,0.18037
565,565,2019,North Rhine-Westphalia,1st Quintile,No,0.84777,864,22048,0.77875,0.90698
566,566,2019,North Rhine-Westphalia,2nd Quintile,Yes,0.14388,131,22048,0.11646,0.17353
567,567,2019,North Rhine-Westphalia,2nd Quintile,No,0.85612,852,22048,0.79414,0.92671
568,568,2019,North Rhine-Westphalia,3rd Quintile,Yes,0.12642,106,22048,0.10179,0.15677
569,569,2019,North Rhine-Westphalia,3rd Quintile,No,0.87358,781,22048,0.80968,0.94591
570,570,2019,North Rhine-Westphalia,4th Quintile,Yes,0.13237,118,22048,0.11076,0.15901
571,571,2019,North Rhine-Westphalia,4th Quintile,No,0.86763,764,22048,0.80337,0.93417
572,572,2019,North Rhine-Westphalia,5th Quintile,Yes,0.13499,145,22048,0.11165,0.16033
573,573,2019,North Rhine-Westphalia,5th Quintile,No,0.86501,898,22048,0.79811,0.9225
574,574,2019,Hesse,1st Quintile,Yes,0.19445,44,22048,0.13063,0.27566
575,575,2019,Hesse,1st Quintile,No,0.80555,198,22048,0.69253,0.93385
576,576,2019,Hesse,2nd Quintile,Yes,0.18709,39,22048,0.1341,0.24725
577,577,2019,Hesse,2nd Quintile,No,0.81291,199,22048,0.68539,0.95102
578,578,2019,Hesse,3rd Quintile,Yes,0.13725,45,22048,0.1077,0.16959
579,579,2019,Hesse,3rd Quintile,No,0.86275,223,22048,0.71889,0.98863
580,580,2019,Hesse,4th Quintile,Yes,0.15709,37,22048,0.10341,0.23418
581,581,2019,Hesse,4th Quintile,No,0.84291,261,22048,0.72372,0.94406
582,582,2019,Hesse,5th Quintile,Yes,0.1317,67,22048,0.10725,0.16523
583,583,2019,Hesse,5th Quintile,No,0.8683,338,22048,0.77539,0.97332
584,584,2019,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,263,22048,0.85735,1.14852
585,585,2019,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,266,22048,0.86671,1.14639
586,586,2019,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.11527,31,22048,0.07649,0.16299
587,587,2019,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.88473,205,22048,0.77111,1.02831
588,588,2019,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,221,22048,0.88429,1.14082
589,589,2019,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.13606,36,22048,0.09521,0.18357
590,590,2019,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.86394,223,22048,0.73817,0.96573
591,591,2019,Baden-Wuerttemberg,1st Quintile,Yes,0.19838,53,22048,0.15477,0.24183
592,592,2019,Baden-Wuerttemberg,1st Quintile,No,0.80162,258,22048,0.69819,0.90739
593,593,2019,Baden-Wuerttemberg,2nd Quintile,Yes,0.11994,56,22048,0.09111,0.15532
594,594,2019,Baden-Wuerttemberg,2nd Quintile,No,0.88006,352,22048,0.76542,0.97601
595,595,2019,Baden-Wuerttemberg,3rd Quintile,Yes,0.11935,59,22048,0.09328,0.14684
596,596,2019,Baden-Wuerttemberg,3rd Quintile,No,0.88065,422,22048,0.80232,0.98525
597,597,2019,Baden-Wuerttemberg,4th Quintile,Yes,0.1168,63,22048,0.08518,0.14795
598,598,2019,Baden-Wuerttemberg,4th Quintile,No,0.8832,488,22048,0.79976,0.98191
599,599,2019,Baden-Wuerttemberg,5th Quintile,Yes,0.11312,82,22048,0.08576,0.14716
600,600,2019,Baden-Wuerttemberg,5th Quintile,No,0.88688,616,22048,0.79925,0.96189
601,601,2019,Bavaria,1st Quintile,Yes,0.16335,79,22048,0.11871,0.21104
602,602,2019,Bavaria,1st Quintile,No,0.83665,384,22048,0.75043,0.94668
