year,bula_h,sampreg,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,West,Yes,0.21291,104,510,0.17735,0.24848
2009,Schleswig-Holstein,West,No,0.78709,406,510,0.75152,0.82265
2009,Hamburg,West,Yes,0.26863,64,267,0.21537,0.32190
2009,Hamburg,West,No,0.73137,203,267,0.67810,0.78463
2009,Lower Saxony,West,Yes,0.21014,308,1633,0.19037,0.22990
2009,Lower Saxony,West,No,0.78986,1325,1633,0.77010,0.80963
2009,Bremen,West,No,0.80192,101,101,0.72380,0.88004
2009,North Rhine-Westphalia,West,Yes,0.19159,701,3628,0.17879,0.20440
2009,North Rhine-Westphalia,West,No,0.80841,2927,3628,0.79560,0.82121
2009,Hesse,West,Yes,0.21682,276,1217,0.19366,0.23998
2009,Hesse,West,No,0.78318,941,1217,0.76002,0.80634
2009,"Rhineland-Palatinate, Saarland",West,Yes,0.20373,224,1024,0.17905,0.22841
2009,"Rhineland-Palatinate, Saarland",West,No,0.79627,800,1024,0.77159,0.82095
2009,Baden-Wuerttemberg,West,Yes,0.18316,344,2107,0.16664,0.19968
2009,Baden-Wuerttemberg,West,No,0.81684,1763,2107,0.80032,0.83336
2009,Bavaria,West,Yes,0.21088,529,2609,0.19523,0.22654
2009,Bavaria,West,No,0.78912,2080,2609,0.77346,0.80477
2009,Berlin,West,Yes,0.26779,88,362,0.22211,0.31347
2009,Berlin,West,No,0.73221,274,362,0.68653,0.77789
2009,Berlin,East,Yes,0.23807,68,321,0.19141,0.28474
2009,Berlin,East,No,0.76193,253,321,0.71526,0.80859
2009,Brandenburg,East,Yes,0.20084,155,789,0.17287,0.22881
2009,Brandenburg,East,No,0.79916,634,789,0.77119,0.82713
2009,Mecklenburg-Western Pomerania,East,Yes,0.16293,68,470,0.12950,0.19635
2009,Mecklenburg-Western Pomerania,East,No,0.83707,402,470,0.80365,0.87050
2009,Saxony,East,Yes,0.18999,265,1369,0.16920,0.21078
2009,Saxony,East,No,0.81001,1104,1369,0.78922,0.83080
2009,Saxony-Anhalt,East,Yes,0.20272,145,769,0.17429,0.23116
2009,Saxony-Anhalt,East,No,0.79728,624,769,0.76884,0.82571
2009,Thuringa,East,Yes,0.17687,134,823,0.15079,0.20296
2009,Thuringa,East,No,0.82313,689,823,0.79704,0.84921
2011,Schleswig-Holstein,West,Yes,0.13892,92,651,0.11233,0.16551
2011,Schleswig-Holstein,West,No,0.86108,559,651,0.83449,0.88767
