year,bula_h,sampreg,plh0191,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1997,"Rhineland-Palatinate, Saarland",West,Agree,0.00755755223131957,86,12467,0.007536381750409693,0.007578722712229447
1997,"Rhineland-Palatinate, Saarland",West,Disagree,0.02135859347798438,240,12467,0.02132325192758398,0.02139393502838478
1997,"Rhineland-Palatinate, Saarland",West,Disagree completely,0.03337347855176509,352,12467,0.033329573188914136,0.033417383914616045
1997,Baden-Wuerttemberg,West,Agree completely,0.008375185385286055,94,12467,0.0083529082990085,0.00839746247156361
1997,Baden-Wuerttemberg,West,Agree,0.021512139937345433,303,12467,0.021476674362184624,0.021547605512506243
1997,Baden-Wuerttemberg,West,Disagree,0.047715871489092856,629,12467,0.047663763755691715,0.047767979222494
1997,Baden-Wuerttemberg,West,Disagree completely,0.05558765019942689,663,12467,0.05553164124490625,0.055643659153947526
1997,Bavaria,West,Agree completely,0.008198526445675532,68,12467,0.00817648359519092,0.008220569296160146
1997,Bavaria,West,Agree,0.019059226476178057,178,12467,0.019025802238722012,0.019092650713634102
1997,Bavaria,West,Disagree,0.048619780886902254,576,12467,0.04856720688498095,0.04867235488882356
1997,Bavaria,West,Disagree completely,0.0701349410885288,788,12467,0.07007251521014403,0.07019736696691357
1997,Berlin,West,Agree,0.004095295908081508,40,12467,0.004079684610046731,0.004110907206116285
1997,Berlin,West,Disagree,0.008916754375696695,89,12467,0.00889377459137338,0.00893973416002001
1997,Berlin,West,Disagree completely,0.013108244075661512,129,12467,0.013080440893858286,0.013136047257464737
1997,Berlin,East,Disagree,0.006197012534665915,88,12467,0.006177828991856273,0.006216196077475557
1997,Berlin,East,Disagree completely,0.0060185445785446295,94,12467,0.005999637589999375,0.006037451567089884
1997,Brandenburg,East,Agree,0.005801930794991393,100,12467,0.005783365142842285,0.005820496447140501
1997,Brandenburg,East,Disagree,0.015180226568267884,279,12467,0.015150338008656953,0.015210115127878815
1997,Brandenburg,East,Disagree completely,0.009947194756720163,189,12467,0.009922936087695589,0.009971453425744738
1997,Mecklenburg-Western Pomerania,East,Agree,0.0035725749098155144,54,12467,0.003557990092710632,0.0035871597269203966
1997,Mecklenburg-Western Pomerania,East,Disagree,0.00968626006865322,169,12467,0.00966231853625741,0.009710201601049032
1997,Mecklenburg-Western Pomerania,East,Disagree completely,0.008523311639201357,149,12467,0.00850084009501537,0.008545783183387345
1997,Saxony,East,Agree completely,0.00358306020594398,55,12467,0.003568454078582085,0.0035976663333058753
1997,Saxony,East,Agree,0.011901394564186273,205,12467,0.011874885978999137,0.01192790314937341
1997,Saxony,East,Disagree,0.02447902360994626,451,12467,0.024441248752759846,0.024516798467132672
1997,Saxony,East,Disagree completely,0.020581531913486422,372,12467,0.020546825441216717,0.020616238385756127
1997,Saxony-Anhalt,East,Agree completely,0.0026622158937256077,36,12467,0.0026496199633453004,0.002674811824105915
1997,Saxony-Anhalt,East,Agree,0.0065150614360136114,119,12467,0.006495394922232713,0.00653472794979451
1997,Saxony-Anhalt,East,Disagree,0.013893065589917765,280,12467,0.01386445356933781,0.01392167761049772
1997,Saxony-Anhalt,East,Disagree completely,0.011868099483090363,229,12467,0.011841627557802882,0.011894571408377843
1997,Thuringa,East,Agree completely,0.0025060049070361476,47,12467,0.0024937831517745203,0.002518226662297775
1997,Thuringa,East,Agree,0.006548360716889899,126,12467,0.006528644338610765,0.006568077095169032
1997,Thuringa,East,Disagree,0.014029805461492491,302,12467,0.014001054975046102,0.01405855594793888
1997,Thuringa,East,Disagree completely,0.008182917417486486,182,12467,0.008160895387203809,0.008204939447769163
2008,Schleswig-Holstein,West,Agree,0.00492355085162572,64,19071,0.004906807243557176,0.004940294459694264
2008,Schleswig-Holstein,West,Disagree,0.012896662065923098,177,19071,0.012869672146867597,0.0129236519849786
2008,Schleswig-Holstein,West,Disagree completely,0.015366973800633345,281,19071,0.015337549036752596,0.015396398564514094
2008,Hamburg,West,Disagree,0.005533092178583993,77,19071,0.005515347802544242,0.005550836554623744
2008,Hamburg,West,Disagree completely,0.010565070247645861,173,19071,0.010540612783509776,0.010589527711781947
2008,Lower Saxony,West,Agree completely,0.00449774397176057,76,19071,0.004481737334573404,0.0045137506089477355
2008,Lower Saxony,West,Agree,0.012364656016965188,192,19071,0.012338221526542941,0.012391090507387435
2008,Lower Saxony,West,Disagree,0.03205856538900959,571,19071,0.03201642697417261,0.032100703803846574
2008,Lower Saxony,West,Disagree completely,0.046846738763143304,888,19071,0.04679619091614071,0.046897286610145895
2008,Bremen,West,Disagree,0.004346004465706579,44,19071,0.00433026895233444,0.004361739979078718
2008,Bremen,West,Disagree completely,0.005272678638934939,81,19071,0.005255354594605118,0.00529000268326476
2008,North Rhine-Westphalia,West,Agree completely,0.008829204605387424,137,19071,0.0088068268433675,0.00885158236740735
2008,North Rhine-Westphalia,West,Agree,0.030978769122167186,546,19071,0.030937323340296877,0.031020214904037495
2008,North Rhine-Westphalia,West,Disagree,0.07974622899965418,1396,19071,0.07968142668890099,0.07981103131040737
2008,North Rhine-Westphalia,West,Disagree completely,0.09933425155836036,1827,19071,0.09926270101315861,0.0994058021035621
2008,Hesse,West,Agree completely,0.0037955423176720777,51,19071,0.003780832991745362,0.0038102516435987934
2008,Hesse,West,Agree,0.01049878126634443,149,19071,0.010474399833626045,0.010523162699062814
2008,Hesse,West,Disagree,0.026942587603516106,449,19071,0.026903855552406552,0.02698131965462566
2008,Hesse,West,Disagree completely,0.03566092840804706,658,19071,0.03561656827743829,0.03570528853865584
2008,"Rhineland-Palatinate, Saarland",West,Agree completely,0.0028724184541284795,44,19071,0.0028596163654659415,0.0028852205427910174
2008,"Rhineland-Palatinate, Saarland",West,Agree,0.00703483355357403,116,19071,0.007014840665635195,0.0070548264415128655
2008,"Rhineland-Palatinate, Saarland",West,Disagree,0.019211058466652713,336,19071,0.01917822286042134,0.019243894072884085
2008,"Rhineland-Palatinate, Saarland",West,Disagree completely,0.02957790018563694,592,19071,0.0295373730770089,0.02961842729426498
2008,Baden-Wuerttemberg,West,Agree completely,0.006838002507835089,133,19071,0.00681828934604325,0.006857715669626928
2008,Baden-Wuerttemberg,West,Agree,0.018947901945973875,316,19071,0.01891528763472111,0.018980516257226642
2008,Baden-Wuerttemberg,West,Disagree,0.04573280172932014,794,19071,0.045682829294078096,0.04578277416456219
2008,Baden-Wuerttemberg,West,Disagree completely,0.05714996149457895,1093,19071,0.05709443363994888,0.05720548934920903
2008,Bavaria,West,Agree completely,0.007760472613912506,124,19071,0.007739481573775687,0.007781463654049325
2008,Bavaria,West,Agree,0.024345580382815982,363,19071,0.0243087132226204,0.024382447543011564
2008,Bavaria,West,Disagree,0.06376149312142267,1130,19071,0.06370304721468098,0.06381993902816435
2008,Bavaria,West,Disagree completely,0.05761771878005596,1114,19071,0.05756197798005249,0.057673459580059434
2008,Berlin,West,Agree,0.0035862380442137185,54,19071,0.003571938538451625,0.003600537549975812
2008,Berlin,West,Disagree,0.009960136354258771,149,19071,0.009936382144091082,0.009983890564426461
2008,Berlin,West,Disagree completely,0.009187996057115287,166,19071,0.00916517227348033,0.009210819840750244
2008,Berlin,East,Agree,0.0032957230620240746,48,19071,0.0032820129776274655,0.003309433146420684
2008,Berlin,East,Disagree,0.006969069633805586,126,19071,0.0069491697563642514,0.00698896951124692
2008,Berlin,East,Disagree completely,0.008096555936345139,143,19071,0.008075118814757006,0.008117993057933271
2008,Brandenburg,East,Agree completely,0.0022303435698180873,49,19071,0.002219059061469991,0.0022416280781661834
2008,Brandenburg,East,Agree,0.0065704175958439795,153,19071,0.006551091388154365,0.006589743803533594
2008,Brandenburg,East,Disagree,0.013687340535591307,344,19071,0.013659546702078827,0.013715134369103786
2008,Brandenburg,East,Disagree completely,0.009335022968337874,274,19071,0.009312019002602107,0.00935802693407364
2008,Mecklenburg-Western Pomerania,East,Agree,0.003147106815608015,64,19071,0.003133708417114425,0.003160505214101605
2008,Mecklenburg-Western Pomerania,East,Disagree,0.01032705695014631,225,19071,0.010302873639960198,0.010351240260332422
2008,Mecklenburg-Western Pomerania,East,Disagree completely,0.006918616210431843,172,19071,0.006898787993933037,0.006938444426930648
2008,Saxony,East,Agree completely,0.0026528083771681535,61,19071,0.0026405040537925096,0.0026651127005437973
2008,Saxony,East,Agree,0.009672841302610579,219,19071,0.009649428791971558,0.0096962538132496
2008,Saxony,East,Disagree,0.022846786800092004,601,19071,0.02281104507513041,0.022882528525053597
2008,Saxony,East,Disagree completely,0.02097303538170828,547,19071,0.020938757846684447,0.021007312916732114
2008,Saxony-Anhalt,East,Agree completely,0.0015888023863510142,36,19071,0.0015792750548837052,0.0015983297178183231
2008,Saxony-Anhalt,East,Agree,0.005247263724341137,143,19071,0.00522998126160755,0.005264546187074724
2008,Saxony-Anhalt,East,Disagree,0.012661260223401239,347,19071,0.012634514572726026,0.012688005874076452
2008,Saxony-Anhalt,East,Disagree completely,0.011047756708234033,286,19071,0.01102275289060469,0.011072760525863376
2008,Thuringa,East,Agree completely,0.0018619919764419162,51,19071,0.0018516794325238689,0.0018723045203599634
2008,Thuringa,East,Agree,0.005657989347442584,163,19071,0.005640046946020818,0.005675931748864349
2008,Thuringa,East,Disagree,0.012783891360741713,405,19071,0.012757018168183112,0.012810764553300314
2008,Thuringa,East,Disagree completely,0.008385775170938905,253,19071,0.008363961709166787,0.008407588632711023
2013,Schleswig-Holstein,West,Agree,0.0037766727738903156,53,18585,0.0037605499498341815,0.0037927955979464496
2013,Schleswig-Holstein,West,Disagree,0.011791777449976264,178,18585,0.01176340335937454,0.01182015154057799
2013,Schleswig-Holstein,West,Disagree completely,0.018925736622491005,335,18585,0.01888991993480013,0.01896155331018188
2013,Hamburg,West,Disagree,0.005457145470283621,75,18585,0.00543778113477275,0.005476509805794492
2013,Hamburg,West,Disagree completely,0.012965963334179344,194,18585,0.012936227745435345,0.012995698922923344
2013,Lower Saxony,West,Agree completely,0.0036166188912815046,68,18585,0.0036008401377139597,0.0036323976448490495
2013,Lower Saxony,West,Agree,0.009347510719404225,148,18585,0.009322216764725503,0.009372804674082948
2013,Lower Saxony,West,Disagree,0.031210393085503645,550,18585,0.031164687167375964,0.03125609900363133
2013,Lower Saxony,West,Disagree completely,0.05605377591473533,997,18585,0.05599331368684718,0.05611423814262348
2013,Bremen,West,Disagree,0.0027219623561824517,35,18585,0.0027082675065719744,0.002735657205792929
2013,Bremen,West,Disagree completely,0.0035018543460487205,63,18585,0.0034863270666009643,0.0035173816254964766
2013,North Rhine-Westphalia,West,Agree completely,0.00939753723575454,141,18585,0.009372176326981617,0.009422898144527464
2013,North Rhine-Westphalia,West,Agree,0.018980034872895887,306,18585,0.01894416783525504,0.019015901910536735
2013,North Rhine-Westphalia,West,Disagree,0.07071514215220735,1183,18585,0.07064776095513665,0.07078252334927805
2013,North Rhine-Westphalia,West,Disagree completely,0.11890389329960238,2063,18585,0.11881881520377341,0.11898897139543135
2013,Hesse,West,Agree completely,0.0029388864860264933,48,18585,0.0029246579447597377,0.002953115027293249
2013,Hesse,West,Agree,0.005451127598390731,93,18585,0.005431773884290528,0.005470481312490934
2013,Hesse,West,Disagree,0.024409332600979133,407,18585,0.024368770554936303,0.024449894647021964
2013,Hesse,West,Disagree completely,0.03776535388506167,735,18585,0.037715247236333904,0.03781546053378944
2013,"Rhineland-Palatinate, Saarland",West,Agree completely,0.00344632234288136,52,18585,0.0034309182411376453,0.0034617264446250746
2013,"Rhineland-Palatinate, Saarland",West,Agree,0.0054017010527715546,88,18585,0.005382434801891317,0.005420967303651792
2013,"Rhineland-Palatinate, Saarland",West,Disagree,0.01747311576025673,283,18585,0.01743867557484199,0.01750755594567147
2013,"Rhineland-Palatinate, Saarland",West,Disagree completely,0.03313453644866956,651,18585,0.033087489489781685,0.03318158340755743
2013,Baden-Wuerttemberg,West,Agree completely,0.007154084809414472,110,18585,0.007131932140774422,0.0071762374780545216
2013,Baden-Wuerttemberg,West,Agree,0.013335808960764226,223,18585,0.013305657910228086,0.013365960011300367
2013,Baden-Wuerttemberg,West,Disagree,0.039367407925001666,654,18585,0.039316292126280954,0.03941852372372238
2013,Baden-Wuerttemberg,West,Disagree completely,0.0660116120759647,1124,18585,0.06594634577634478,0.06607687837558462
2013,Bavaria,West,Agree completely,0.008677691057631817,137,18585,0.008653311960673222,0.008702070154590413
2013,Bavaria,West,Agree,0.013361638995640664,248,18585,0.013331459154599943,0.013391818836681385
2013,Bavaria,West,Disagree,0.046777114077182,892,18585,0.046721610365676354,0.04683261778868764
2013,Bavaria,West,Disagree completely,0.08302927289677663,1645,18585,0.08295674560919336,0.08310180018435989
2013,Berlin,West,Disagree,0.008589324864874515,157,18585,0.008565069132484823,0.008613580597264206
2013,Berlin,West,Disagree completely,0.013049531919255626,238,18585,0.013019701920981591,0.013079361917529661
2013,Berlin,East,Agree,0.0029635892377666054,44,18585,0.002949301199774506,0.002977877275758705
2013,Berlin,East,Disagree,0.006980413065956982,125,18585,0.006958529023364231,0.007002297108549732
2013,Berlin,East,Disagree completely,0.0077395458167395246,141,18585,0.007716511323513794,0.007762580309965255
2013,Brandenburg,East,Agree completely,0.001988603168211126,32,18585,0.001976893356915947,0.002000312979506305
2013,Brandenburg,East,Agree,0.004567654150831553,110,18585,0.004549930198904707,0.004585378102758399
2013,Brandenburg,East,Disagree,0.012892872115675016,303,18585,0.012863219359673802,0.01292252487167623
2013,Brandenburg,East,Disagree completely,0.0125305795378898,330,18585,0.012501341010929071,0.01255981806485053
2013,Mecklenburg-Western Pomerania,East,Agree,0.0024055340877239414,58,18585,0.0023926577945631725,0.0024184103808847102
2013,Mecklenburg-Western Pomerania,East,Disagree,0.008280055779537854,180,18585,0.008256237014657185,0.008303874544418523
2013,Mecklenburg-Western Pomerania,East,Disagree completely,0.009708499763658472,205,18585,0.009682726722311623,0.009734272805005321
2013,Saxony,East,Agree completely,0.0020305559777082224,48,18585,0.00201872354106021,0.0020423884143562347
2013,Saxony,East,Agree,0.008376297127683395,144,18585,0.00835234149919046,0.008400252756176329
2013,Saxony,East,Disagree,0.02278753258187726,488,18585,0.022748308640294805,0.022826756523459717
2013,Saxony,East,Disagree completely,0.028853669746101693,649,18585,0.028809669921264335,0.02889766957093905
2013,Saxony-Anhalt,East,Agree completely,0.0024484535766814332,45,18585,0.0024354632015484547,0.002461443951814412
2013,Saxony-Anhalt,East,Agree,0.0035681160416081124,81,18585,0.003552443068970373,0.003583789014245852
2013,Saxony-Anhalt,East,Disagree,0.011509083507051748,278,18585,0.011481047588181097,0.011537119425922398
2013,Saxony-Anhalt,East,Disagree completely,0.013233229252763297,353,18585,0.013203192826512855,0.013263265679013739
2013,Thuringa,East,Agree completely,0.0022661090548762902,49,18585,0.002253610613776242,0.0022786074959763383
2013,Thuringa,East,Agree,0.004189295270490903,103,18585,0.004172318035361515,0.004206272505620291
2013,Thuringa,East,Disagree,0.01131402683560956,302,18585,0.011286226766781173,0.011341826904437947
2013,Thuringa,East,Disagree completely,0.012626402021577061,343,18585,0.012597053336768025,0.012655750706386098
2018,Schleswig-Holstein,West,Agree completely,0.0019994679171090775,50,25299,0.0019888014649551825,0.0020101343692629724
2018,Schleswig-Holstein,West,Agree,0.00325018630359861,69,25299,0.0032365955170176224,0.003263777090179598
2018,Schleswig-Holstein,West,Disagree,0.014251308505485063,352,25299,0.014223007109453841,0.014279609901516284
2018,Schleswig-Holstein,West,Disagree completely,0.01791838589835968,446,25299,0.017886710607154896,0.017950061189564465
2018,Hamburg,West,Agree,0.002987200608537472,48,25299,0.002974169542531942,0.0030002316745430017
2018,Hamburg,West,Disagree,0.007026051764936284,147,25299,0.007006107318676094,0.007045996211196473
2018,Hamburg,West,Disagree completely,0.011679015249284023,272,25299,0.011653361579255046,0.011704668919313
2018,Lower Saxony,West,Agree completely,0.004333344073603132,114,25299,0.004317659744308218,0.004349028402898045
2018,Lower Saxony,West,Agree,0.012206947520181827,292,25299,0.0121807274466328,0.012233167593730854
2018,Lower Saxony,West,Disagree,0.033230219970523445,882,25299,0.033187421768493264,0.033273018172553626
2018,Lower Saxony,West,Disagree completely,0.04657403991772742,1221,25299,0.04652372313954609,0.046624356695908746
2018,Bremen,West,Agree,0.001455270665573223,35,25299,0.0014461683260145073,0.0014643730051319389
2018,Bremen,West,Disagree,0.0028428078310669676,73,25299,0.0028300946876065277,0.0028555209745274074
2018,Bremen,West,Disagree completely,0.004726019650734568,105,25299,0.004709643324931071,0.004742395976538066
2018,North Rhine-Westphalia,West,Agree completely,0.01141189763469589,261,25299,0.011386535605006886,0.011437259664384894
2018,North Rhine-Westphalia,West,Agree,0.02583181428137938,552,25299,0.025793935865395783,0.025869692697362976
2018,North Rhine-Westphalia,West,Disagree,0.07422616407430849,1799,25299,0.07416357070304547,0.07428875744557151
2018,North Rhine-Westphalia,West,Disagree completely,0.10795177923045444,2746,25299,0.10787768123638768,0.10802587722452121
2018,Hesse,West,Agree completely,0.0028020055709878436,66,25299,0.0027893837336604786,0.0028146274083152086
2018,Hesse,West,Agree,0.009524650663156883,197,25299,0.00950145836706748,0.009547842959246286
2018,Hesse,West,Disagree,0.030186024548593836,589,25299,0.03014516960993629,0.030226879487251383
2018,Hesse,West,Disagree completely,0.03587606644047107,841,25299,0.03583165792810879,0.03592047495283335
2018,"Rhineland-Palatinate, Saarland",West,Agree completely,0.002498824343111459,50,25299,0.002486903088726884,0.0025107455974960344
2018,"Rhineland-Palatinate, Saarland",West,Agree,0.007028598594644732,171,25299,0.007008650559524968,0.007048546629764497
2018,"Rhineland-Palatinate, Saarland",West,Disagree,0.022233232953330274,580,25299,0.02219802698220307,0.022268438924457477
2018,"Rhineland-Palatinate, Saarland",West,Disagree completely,0.025641723275390223,650,25299,0.025603980804651538,0.025679465746128907
2018,Baden-Wuerttemberg,West,Agree completely,0.006157131796156693,131,25299,0.006138453146733318,0.006175810445580069
2018,Baden-Wuerttemberg,West,Agree,0.013463525396000589,260,25299,0.01343600635130849,0.013491044440692688
2018,Baden-Wuerttemberg,West,Disagree,0.042197563591061894,897,25299,0.042149559412769357,0.04224556776935443
2018,Baden-Wuerttemberg,West,Disagree completely,0.07107702101314287,1481,25299,0.071015665746902,0.07113837627938373
2018,Bavaria,West,Agree completely,0.0054588514956763045,151,25299,0.005441257705780509,0.0054764452855721
2018,Bavaria,West,Agree,0.015311937073318635,410,25299,0.015282617220384456,0.015341256926252815
2018,Bavaria,West,Disagree,0.051655841586400186,1317,25299,0.05160299218280397,0.051708690989996406
2018,Bavaria,West,Disagree completely,0.07888389737294355,2066,25299,0.07881953252461738,0.07894826222126972
2018,Berlin,West,Agree,0.002621490852485765,62,25299,0.0026092812490180065,0.0026337004559535233
2018,Berlin,West,Disagree,0.010026692688435163,214,25299,0.01000290304253449,0.010050482334335836
2018,Berlin,West,Disagree completely,0.012496268413978218,298,25299,0.012469743320172625,0.01252279350778381
2018,Berlin,East,Agree,0.0025549083235245277,48,25299,0.002542854369169736,0.0025669622778793197
2018,Berlin,East,Disagree,0.006782910266436797,136,25299,0.00676331155534943,0.006802508977524164
2018,Berlin,East,Disagree completely,0.0077322036392655676,185,25299,0.007711288369368174,0.007753118909162961
2018,Brandenburg,East,Agree completely,0.0009582425999709667,43,25299,0.0009508545990524816,0.0009656306008894518
2018,Brandenburg,East,Agree,0.004611497505011263,150,25299,0.004595319883064704,0.004627675126957821
2018,Brandenburg,East,Disagree,0.011661132972414447,366,25299,0.011635498717760788,0.011686767227068106
2018,Brandenburg,East,Disagree completely,0.012498062177606208,464,25299,0.012471535204203327,0.01252458915100909
2018,Mecklenburg-Western Pomerania,East,Agree,0.0018548968912423113,58,25299,0.0018446225470608226,0.0018651712354238
2018,Mecklenburg-Western Pomerania,East,Disagree,0.00919525549294803,281,25299,0.009172463971243926,0.009218047014652135
2018,Mecklenburg-Western Pomerania,East,Disagree completely,0.006800454747011709,223,25299,0.006780830878885506,0.006820078615137911
2018,Saxony,East,Agree completely,0.0015592323730054447,51,25299,0.0015498110052273339,0.0015686537407835555
2018,Saxony,East,Agree,0.007050132663179601,194,25299,0.007030154309884137,0.007070111016475066
2018,Saxony,East,Disagree,0.0209878572693958,620,25299,0.0209536297462006,0.021022084792591
2018,Saxony,East,Disagree completely,0.02332847554903471,742,25299,0.023292433055770178,0.023364518042299245
2018,Saxony-Anhalt,East,Agree completely,0.002150559034812783,55,25299,0.0021394977499529593,0.002161620319672607
2018,Saxony-Anhalt,East,Agree,0.002740824517574934,90,25299,0.002728340855074057,0.0027533081800758114
2018,Saxony-Anhalt,East,Disagree,0.010819381710274694,360,25299,0.01079467946646231,0.01084408395408708
2018,Saxony-Anhalt,East,Disagree completely,0.011211060372770254,406,25299,0.01118591995277171,0.011236200792768799
2018,Thuringa,East,Agree completely,0.00134310122058059,41,25299,0.0013343562186772533,0.0013518462224839268
2018,Thuringa,East,Agree,0.003154433372643348,113,25299,0.003141043636977666,0.00316782310830903
2018,Thuringa,East,Disagree,0.009752026454627832,343,25299,0.00972856165771596,0.009775491251539705
2018,Thuringa,East,Disagree completely,0.012210082079822994,435,25299,0.01218385868163814,0.012236305478007848
