"plh0191","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Stimmt ganz u.gar","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1991","Hauptschule","Staedtischer Raum","63","0.174777418643927","0.13832651697976","0.211228320308095"
"Stimmt ganz u.gar","1991","Hauptschule","Laendlicher Raum","153","0.149366960329312","0.127744941717996","0.170988978940627"
"Stimmt ganz u.gar","1991","Realschule","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1991","Realschule","Laendlicher Raum","41","0.0425336979128694","0.0299375441449035","0.0551298516808352"
"Stimmt ganz u.gar","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1991","AkademikerIn","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1991","AkademikerIn","Laendlicher Raum","31","0.0572653031157099","0.0380213360430753","0.0765092701883445"
"Stimmt eher","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimmt eher","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt eher","1991","Hauptschule","Staedtischer Raum","105","0.263692021242638","0.221400012684993","0.305984029800282"
"Stimmt eher","1991","Hauptschule","Laendlicher Raum","293","0.27460056182108","0.247527513410084","0.301673610232076"
"Stimmt eher","1991","Realschule","Staedtischer Raum","98","0.232338271332677","0.194318960356719","0.270357582308635"
"Stimmt eher","1991","Realschule","Laendlicher Raum","223","0.228620600699501","0.202408529892473","0.254832671506529"
"Stimmt eher","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt eher","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt eher","1991","AkademikerIn","Staedtischer Raum","62","0.189144892715352","0.149294732300897","0.228995053129806"
"Stimmt eher","1991","AkademikerIn","Laendlicher Raum","112","0.216939789428185","0.182803110841116","0.251076468015254"
"Stimmt eher nicht","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimmt eher nicht","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt eher nicht","1991","Hauptschule","Staedtischer Raum","151","0.334903657418105","0.289605317274985","0.380201997561225"
"Stimmt eher nicht","1991","Hauptschule","Laendlicher Raum","382","0.369425237806101","0.34014804620938","0.398702429402822"
"Stimmt eher nicht","1991","Realschule","Staedtischer Raum","170","0.327490257875403","0.285242136440477","0.36973837931033"
"Stimmt eher nicht","1991","Realschule","Laendlicher Raum","429","0.433717006239304","0.402783466531774","0.464650545946834"
"Stimmt eher nicht","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt eher nicht","1991","(Fach-)Abitur","Laendlicher Raum","32","0.421268924996321","0.307217699479497","0.535320150513146"
"Stimmt eher nicht","1991","AkademikerIn","Staedtischer Raum","164","0.419012267409863","0.368805994042911","0.469218540776815"
"Stimmt eher nicht","1991","AkademikerIn","Laendlicher Raum","238","0.42716816100663","0.386198054829516","0.468138267183743"
"Stimmt ganz u.gar nicht","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimmt ganz u.gar nicht","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt ganz u.gar nicht","1991","Hauptschule","Staedtischer Raum","98","0.226626902695331","0.186445015928185","0.266808789462476"
"Stimmt ganz u.gar nicht","1991","Hauptschule","Laendlicher Raum","216","0.206607240043508","0.182048011175834","0.231166468911181"
"Stimmt ganz u.gar nicht","1991","Realschule","Staedtischer Raum","177","0.386180257707867","0.342349964042008","0.430010551373726"
"Stimmt ganz u.gar nicht","1991","Realschule","Laendlicher Raum","293","0.295128695148325","0.266659822619384","0.323597567677267"
"Stimmt ganz u.gar nicht","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt ganz u.gar nicht","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt ganz u.gar nicht","1991","AkademikerIn","Staedtischer Raum","134","0.361831862974859","0.312934876016951","0.410728849932768"
"Stimmt ganz u.gar nicht","1991","AkademikerIn","Laendlicher Raum","179","0.298626746449475","0.26072204948177","0.336531443417181"
"Stimmt ganz u.gar","1992","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1992","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1992","Hauptschule","Staedtischer Raum","196","0.0655502221233437","0.0570282393430467","0.0740722049036407"
"Stimmt ganz u.gar","1992","Hauptschule","Laendlicher Raum","184","0.0845553029835778","0.0723772633203025","0.0967333426468531"
"Stimmt ganz u.gar","1992","Realschule","Staedtischer Raum","58","0.0349235399468024","0.0259531760855429","0.043893903808062"
"Stimmt ganz u.gar","1992","Realschule","Laendlicher Raum","51","0.0394210000004709","0.0288833733930721","0.0499586266078697"
"Stimmt ganz u.gar","1992","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1992","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1992","AkademikerIn","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1992","AkademikerIn","Laendlicher Raum","","","",""
"Stimmt eher","1992","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimmt eher","1992","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt eher","1992","Hauptschule","Staedtischer Raum","476","0.150665068994121","0.138347603161473","0.162982534826768"
"Stimmt eher","1992","Hauptschule","Laendlicher Raum","472","0.226302106270825","0.207986516493461","0.244617696048189"
"Stimmt eher","1992","Realschule","Staedtischer Raum","134","0.0782416032770599","0.0651196801011799","0.0913635264529399"
"Stimmt eher","1992","Realschule","Laendlicher Raum","239","0.156646597481514","0.136964212287221","0.176328982675806"
"Stimmt eher","1992","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt eher","1992","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt eher","1992","AkademikerIn","Staedtischer Raum","82","0.0716092975810208","0.0551700367999373","0.0880485583621043"
"Stimmt eher","1992","AkademikerIn","Laendlicher Raum","92","0.150156388929746","0.122328026511791","0.1779847513477"
"Stimmt eher nicht","1992","(noch) kein Abschluss","Staedtischer Raum","40","0.263676396306608","0.191457630736017","0.3358951618772"
"Stimmt eher nicht","1992","(noch) kein Abschluss","Laendlicher Raum","39","0.371480604179296","0.272743225971232","0.470217982387361"
"Stimmt eher nicht","1992","Hauptschule","Staedtischer Raum","987","0.295812354263585","0.280096863757188","0.311527844769982"
"Stimmt eher nicht","1992","Hauptschule","Laendlicher Raum","646","0.319558537744929","0.299147668538183","0.339969406951676"
"Stimmt eher nicht","1992","Realschule","Staedtischer Raum","489","0.296472441603292","0.274157138451831","0.318787744754752"
"Stimmt eher nicht","1992","Realschule","Laendlicher Raum","478","0.355713333340001","0.329789328893766","0.381637337786236"
"Stimmt eher nicht","1992","(Fach-)Abitur","Staedtischer Raum","150","0.294933131726388","0.255776424472827","0.334089838979949"
"Stimmt eher nicht","1992","(Fach-)Abitur","Laendlicher Raum","58","0.326150567721498","0.256292665129979","0.396008470313018"
"Stimmt eher nicht","1992","AkademikerIn","Staedtischer Raum","285","0.266640204001586","0.238446408068344","0.294833999934828"
"Stimmt eher nicht","1992","AkademikerIn","Laendlicher Raum","254","0.349823389915718","0.312671036539119","0.386975743292318"
"Stimmt ganz u.gar nicht","1992","(noch) kein Abschluss","Staedtischer Raum","80","0.584398278916235","0.503623978536014","0.665172579296455"
"Stimmt ganz u.gar nicht","1992","(noch) kein Abschluss","Laendlicher Raum","37","0.471155025211093","0.369154999299108","0.573155051123078"
"Stimmt ganz u.gar nicht","1992","Hauptschule","Staedtischer Raum","1581","0.48797235461895","0.470760807897173","0.505183901340728"
"Stimmt ganz u.gar nicht","1992","Hauptschule","Laendlicher Raum","703","0.369584053000668","0.348455920601634","0.390712185399702"
"Stimmt ganz u.gar nicht","1992","Realschule","Staedtischer Raum","928","0.590362415172846","0.566333768145605","0.614391062200086"
"Stimmt ganz u.gar nicht","1992","Realschule","Laendlicher Raum","542","0.448219069178014","0.421288784048589","0.475149354307439"
"Stimmt ganz u.gar nicht","1992","(Fach-)Abitur","Staedtischer Raum","328","0.616204048167095","0.574445855116479","0.657962241217711"
"Stimmt ganz u.gar nicht","1992","(Fach-)Abitur","Laendlicher Raum","93","0.51231051209051","0.437826447105302","0.586794577075718"
"Stimmt ganz u.gar nicht","1992","AkademikerIn","Staedtischer Raum","563","0.64242094106068","0.611862719884741","0.672979162236619"
"Stimmt ganz u.gar nicht","1992","AkademikerIn","Laendlicher Raum","263","0.467967607346978","0.429096835027572","0.506838379666385"
"Stimmt ganz u.gar","1993","(noch) kein Abschluss","Staedtischer Raum","67","0.0926714029586618","0.0705657916301633","0.11477701428716"
"Stimmt ganz u.gar","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1993","Hauptschule","Staedtischer Raum","307","0.0794787099999818","0.0712779476069219","0.0876794723930417"
"Stimmt ganz u.gar","1993","Hauptschule","Laendlicher Raum","212","0.0951592985245598","0.0826329506763528","0.107685646372767"
"Stimmt ganz u.gar","1993","Realschule","Staedtischer Raum","96","0.0678946668585539","0.0560778900517424","0.0797114436653654"
"Stimmt ganz u.gar","1993","Realschule","Laendlicher Raum","75","0.06183009433963","0.0489346475064201","0.0747255411728399"
"Stimmt ganz u.gar","1993","(Fach-)Abitur","Staedtischer Raum","40","0.0549217144942012","0.0380683943602157","0.0717750346281867"
"Stimmt ganz u.gar","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1993","AkademikerIn","Staedtischer Raum","58","0.0641929858518846","0.0490474013958375","0.0793385703079317"
"Stimmt ganz u.gar","1993","AkademikerIn","Laendlicher Raum","38","0.0746518600328277","0.0540134155048182","0.0952903045608371"
"Stimmt eher","1993","(noch) kein Abschluss","Staedtischer Raum","159","0.211486776704726","0.180355748799852","0.242617804609599"
"Stimmt eher","1993","(noch) kein Abschluss","Laendlicher Raum","32","0.171654034193885","0.114463685628608","0.228844382759162"
"Stimmt eher","1993","Hauptschule","Staedtischer Raum","759","0.1813941312418","0.169710954455458","0.193077308028141"
"Stimmt eher","1993","Hauptschule","Laendlicher Raum","482","0.238130261243609","0.219947474552585","0.256313047934632"
"Stimmt eher","1993","Realschule","Staedtischer Raum","205","0.114035341338556","0.0991047627445657","0.128965919932546"
"Stimmt eher","1993","Realschule","Laendlicher Raum","219","0.147309118487494","0.128333046616958","0.16628519035803"
"Stimmt eher","1993","(Fach-)Abitur","Staedtischer Raum","56","0.0709501283126716","0.0519579122908968","0.0899423443344464"
"Stimmt eher","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt eher","1993","AkademikerIn","Staedtischer Raum","97","0.0916932166796317","0.0738598235443668","0.109526609814897"
"Stimmt eher","1993","AkademikerIn","Laendlicher Raum","89","0.13843351603544","0.111314802064897","0.165552230005982"
"Stimmt eher nicht","1993","(noch) kein Abschluss","Staedtischer Raum","208","0.317942635090061","0.282442320848889","0.353442949331234"
"Stimmt eher nicht","1993","(noch) kein Abschluss","Laendlicher Raum","62","0.317028792309951","0.246455495432061","0.387602089187841"
"Stimmt eher nicht","1993","Hauptschule","Staedtischer Raum","1367","0.332159868230588","0.317880080826536","0.34643965563464"
"Stimmt eher nicht","1993","Hauptschule","Laendlicher Raum","777","0.369577355476251","0.348971940431171","0.39018277052133"
"Stimmt eher nicht","1993","Realschule","Staedtischer Raum","568","0.311982458671134","0.290219719897463","0.333745197444804"
"Stimmt eher nicht","1993","Realschule","Laendlicher Raum","553","0.396928135859219","0.370732064322541","0.423124207395898"
"Stimmt eher nicht","1993","(Fach-)Abitur","Staedtischer Raum","217","0.291241140468868","0.257632174821063","0.324850106116674"
"Stimmt eher nicht","1993","(Fach-)Abitur","Laendlicher Raum","84","0.416106926656569","0.348133128029997","0.484080725283141"
"Stimmt eher nicht","1993","AkademikerIn","Staedtischer Raum","349","0.309289956141717","0.280728529620861","0.337851382662573"
"Stimmt eher nicht","1993","AkademikerIn","Laendlicher Raum","256","0.389148590314797","0.350863507690365","0.427433672939229"
"Stimmt ganz u.gar nicht","1993","(noch) kein Abschluss","Staedtischer Raum","227","0.377899185246551","0.34093631190453","0.414862058588573"
"Stimmt ganz u.gar nicht","1993","(noch) kein Abschluss","Laendlicher Raum","64","0.467725069575094","0.392049937865078","0.54340020128511"
"Stimmt ganz u.gar nicht","1993","Hauptschule","Staedtischer Raum","1746","0.40696729052763","0.392072617226154","0.421861963829106"
"Stimmt ganz u.gar nicht","1993","Hauptschule","Laendlicher Raum","637","0.297133084755581","0.277624541355444","0.316641628155718"
"Stimmt ganz u.gar nicht","1993","Realschule","Staedtischer Raum","872","0.506087533131756","0.482602751886818","0.529572314376695"
"Stimmt ganz u.gar nicht","1993","Realschule","Laendlicher Raum","493","0.393932651313656","0.367770881204999","0.420094421422314"
"Stimmt ganz u.gar nicht","1993","(Fach-)Abitur","Staedtischer Raum","389","0.582887016724259","0.546411741295839","0.619362292152678"
"Stimmt ganz u.gar nicht","1993","(Fach-)Abitur","Laendlicher Raum","88","0.410576978243991","0.342737382605231","0.478416573882751"
"Stimmt ganz u.gar nicht","1993","AkademikerIn","Staedtischer Raum","502","0.534823841326766","0.504001671845022","0.565646010808511"
"Stimmt ganz u.gar nicht","1993","AkademikerIn","Laendlicher Raum","240","0.397766033616936","0.35933336526764","0.436198701966232"
"Stimmt ganz u.gar","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1994","Hauptschule","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1994","Hauptschule","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1994","Realschule","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1994","Realschule","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1994","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1994","AkademikerIn","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1994","AkademikerIn","Laendlicher Raum","","","",""
"Stimmt eher","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimmt eher","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt eher","1994","Hauptschule","Staedtischer Raum","","","",""
"Stimmt eher","1994","Hauptschule","Laendlicher Raum","","","",""
"Stimmt eher","1994","Realschule","Staedtischer Raum","","","",""
"Stimmt eher","1994","Realschule","Laendlicher Raum","","","",""
"Stimmt eher","1994","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt eher","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt eher","1994","AkademikerIn","Staedtischer Raum","","","",""
"Stimmt eher","1994","AkademikerIn","Laendlicher Raum","","","",""
"Stimmt eher nicht","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimmt eher nicht","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt eher nicht","1994","Hauptschule","Staedtischer Raum","","","",""
"Stimmt eher nicht","1994","Hauptschule","Laendlicher Raum","","","",""
"Stimmt eher nicht","1994","Realschule","Staedtischer Raum","","","",""
"Stimmt eher nicht","1994","Realschule","Laendlicher Raum","","","",""
"Stimmt eher nicht","1994","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt eher nicht","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt eher nicht","1994","AkademikerIn","Staedtischer Raum","","","",""
"Stimmt eher nicht","1994","AkademikerIn","Laendlicher Raum","","","",""
"Stimmt ganz u.gar nicht","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Stimmt ganz u.gar nicht","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt ganz u.gar nicht","1994","Hauptschule","Staedtischer Raum","","","",""
"Stimmt ganz u.gar nicht","1994","Hauptschule","Laendlicher Raum","","","",""
"Stimmt ganz u.gar nicht","1994","Realschule","Staedtischer Raum","","","",""
"Stimmt ganz u.gar nicht","1994","Realschule","Laendlicher Raum","","","",""
"Stimmt ganz u.gar nicht","1994","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt ganz u.gar nicht","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt ganz u.gar nicht","1994","AkademikerIn","Staedtischer Raum","","","",""
"Stimmt ganz u.gar nicht","1994","AkademikerIn","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1995","(noch) kein Abschluss","Staedtischer Raum","49","0.0626615586673378","0.0445258369122256","0.08079728042245"
"Stimmt ganz u.gar","1995","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1995","Hauptschule","Staedtischer Raum","254","0.0767966405242191","0.068591072932665","0.0850022081157731"
"Stimmt ganz u.gar","1995","Hauptschule","Laendlicher Raum","161","0.0881741076821223","0.075808971518867","0.100539243845378"
"Stimmt ganz u.gar","1995","Realschule","Staedtischer Raum","69","0.0460350106002038","0.0361856363016196","0.055884384898788"
"Stimmt ganz u.gar","1995","Realschule","Laendlicher Raum","52","0.0408592750235224","0.030334208325471","0.0513843417215738"
"Stimmt ganz u.gar","1995","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1995","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1995","AkademikerIn","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1995","AkademikerIn","Laendlicher Raum","31","0.0589432515953517","0.0408375080594802","0.0770489951312232"
"Stimmt eher","1995","(noch) kein Abschluss","Staedtischer Raum","142","0.165352670641105","0.137552776379848","0.193152564902362"
"Stimmt eher","1995","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt eher","1995","Hauptschule","Staedtischer Raum","651","0.160643423422895","0.149327407440218","0.171959439405571"
"Stimmt eher","1995","Hauptschule","Laendlicher Raum","398","0.193393505077982","0.176169894168928","0.210617115987036"
"Stimmt eher","1995","Realschule","Staedtischer Raum","160","0.096956101078073","0.0830488817841176","0.110863320372028"
"Stimmt eher","1995","Realschule","Laendlicher Raum","173","0.124536660529384","0.106981453607749","0.142091867451019"
"Stimmt eher","1995","(Fach-)Abitur","Staedtischer Raum","58","0.06122956977626","0.0446573619352222","0.0778017776172977"
"Stimmt eher","1995","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt eher","1995","AkademikerIn","Staedtischer Raum","88","0.0736429055366921","0.0581797726764284","0.0891060383969559"
"Stimmt eher","1995","AkademikerIn","Laendlicher Raum","70","0.104175832674407","0.0806910638122334","0.12766060153658"
"Stimmt eher nicht","1995","(noch) kein Abschluss","Staedtischer Raum","241","0.359553954218994","0.323644455540912","0.395463452897076"
"Stimmt eher nicht","1995","(noch) kein Abschluss","Laendlicher Raum","69","0.322217530104736","0.2545091701488","0.389925890060673"
"Stimmt eher nicht","1995","Hauptschule","Staedtischer Raum","1349","0.326074481097357","0.311628295677784","0.340520666516931"
"Stimmt eher nicht","1995","Hauptschule","Laendlicher Raum","741","0.37322981011634","0.352137957180661","0.394321663052018"
"Stimmt eher nicht","1995","Realschule","Staedtischer Raum","547","0.314688492056618","0.292862060242649","0.336514923870588"
"Stimmt eher nicht","1995","Realschule","Laendlicher Raum","588","0.412503975818717","0.386330891879844","0.438677059757589"
"Stimmt eher nicht","1995","(Fach-)Abitur","Staedtischer Raum","262","0.31405109836052","0.281968753157049","0.34613344356399"
"Stimmt eher nicht","1995","(Fach-)Abitur","Laendlicher Raum","96","0.308690906904551","0.25154182165359","0.365839992155511"
"Stimmt eher nicht","1995","AkademikerIn","Staedtischer Raum","337","0.296419946482873","0.269383271169781","0.323456621795965"
"Stimmt eher nicht","1995","AkademikerIn","Laendlicher Raum","268","0.406606088457628","0.368844531337189","0.444367645578068"
"Stimmt ganz u.gar nicht","1995","(noch) kein Abschluss","Staedtischer Raum","254","0.412431816472563","0.375594223146684","0.449269409798442"
"Stimmt ganz u.gar nicht","1995","(noch) kein Abschluss","Laendlicher Raum","80","0.517226664722525","0.444827319798119","0.58962600964693"
"Stimmt ganz u.gar nicht","1995","Hauptschule","Staedtischer Raum","1791","0.436485454955529","0.421201833192589","0.451769076718468"
"Stimmt ganz u.gar nicht","1995","Hauptschule","Laendlicher Raum","720","0.345202577123556","0.324469541128419","0.365935613118692"
"Stimmt ganz u.gar nicht","1995","Realschule","Staedtischer Raum","963","0.542320396265105","0.518904701484831","0.565736091045379"
"Stimmt ganz u.gar nicht","1995","Realschule","Laendlicher Raum","546","0.422100088628377","0.395841438403683","0.448358738853071"
"Stimmt ganz u.gar nicht","1995","(Fach-)Abitur","Staedtischer Raum","461","0.594977470698485","0.56104543478944","0.628909506607531"
"Stimmt ganz u.gar nicht","1995","(Fach-)Abitur","Laendlicher Raum","128","0.558526458466072","0.497095761004008","0.619957155928135"
"Stimmt ganz u.gar nicht","1995","AkademikerIn","Staedtischer Raum","645","0.610444509101734","0.58157425709115","0.639314761112319"
"Stimmt ganz u.gar nicht","1995","AkademikerIn","Laendlicher Raum","281","0.430274827272613","0.392212346855487","0.46833730768974"
"Stimmt ganz u.gar","1996","(noch) kein Abschluss","Staedtischer Raum","47","0.0594854538509048","0.0411603581174718","0.0778105495843378"
"Stimmt ganz u.gar","1996","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1996","Hauptschule","Staedtischer Raum","219","0.0580327540408287","0.0507061426055633","0.065359365476094"
"Stimmt ganz u.gar","1996","Hauptschule","Laendlicher Raum","136","0.0692669017956274","0.0581195963277086","0.0804142072635463"
"Stimmt ganz u.gar","1996","Realschule","Staedtischer Raum","54","0.031481114408717","0.0232789626378467","0.0396832661795874"
"Stimmt ganz u.gar","1996","Realschule","Laendlicher Raum","42","0.0341866246232586","0.024543547829673","0.0438297014168441"
"Stimmt ganz u.gar","1996","(Fach-)Abitur","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1996","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt ganz u.gar","1996","AkademikerIn","Staedtischer Raum","","","",""
"Stimmt ganz u.gar","1996","AkademikerIn","Laendlicher Raum","","","",""
"Stimmt eher","1996","(noch) kein Abschluss","Staedtischer Raum","126","0.173359332710176","0.144030815882759","0.202687849537594"
"Stimmt eher","1996","(noch) kein Abschluss","Laendlicher Raum","30","0.181885391094596","0.126148189203133","0.237622592986059"
"Stimmt eher","1996","Hauptschule","Staedtischer Raum","627","0.164382592982789","0.152768633127884","0.175996552837694"
"Stimmt eher","1996","Hauptschule","Laendlicher Raum","427","0.210532299278889","0.192633619769738","0.22843097878804"
"Stimmt eher","1996","Realschule","Staedtischer Raum","157","0.0986115837071991","0.0846070498251302","0.112616117589268"
"Stimmt eher","1996","Realschule","Laendlicher Raum","164","0.104716888577535","0.0884677827666835","0.120965994388387"
"Stimmt eher","1996","(Fach-)Abitur","Staedtischer Raum","67","0.079090804458036","0.0602475295789847","0.0979340793370872"
"Stimmt eher","1996","(Fach-)Abitur","Laendlicher Raum","","","",""
"Stimmt eher","1996","AkademikerIn","Staedtischer Raum","73","0.0657256565706424","0.0511215428713493","0.0803297702699355"
"Stimmt eher","1996","AkademikerIn","Laendlicher Raum","76","0.108834897394117","0.0849116149017542","0.13275817988648"
