"plh0036","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Keine Sorgen","1999","46-65","Hamburg","8","","",""
"Keine Sorgen","1999","46-65","Niedersachsen","29","","",""
"Keine Sorgen","1999","46-65","Bremen","2","","",""
"Keine Sorgen","1999","46-65","Nordrhein-Westfalen","93","0.103116132544325","0.0825137818156542","0.123718483272996"
"Keine Sorgen","1999","46-65","Hessen","47","0.149784084061566","0.109061574647841","0.19050659347529"
"Keine Sorgen","1999","46-65","Rheinland-Pfalz,Saarland","26","","",""
"Keine Sorgen","1999","46-65","Baden-Württemberg","72","0.125143128838819","0.0953243723271727","0.154961885350465"
"Keine Sorgen","1999","46-65","Bayern","66","0.107312141476596","0.0803442446897353","0.134280038263457"
"Keine Sorgen","1999","46-65","Saarland","","","",""
"Keine Sorgen","1999","46-65","Berlin","6","","",""
"Keine Sorgen","1999","46-65","Brandenburg","19","","",""
"Keine Sorgen","1999","46-65","Mecklenburg-Vorpommern","11","","",""
"Keine Sorgen","1999","46-65","Sachsen","34","0.0808527233697743","0.0530756102274743","0.108629836512074"
"Keine Sorgen","1999","46-65","Sachsen-Anhalt","25","","",""
"Keine Sorgen","1999","46-65","Thüringen","21","","",""
"Keine Sorgen","1999","66","Schleswig-Holstein","","","",""
"Keine Sorgen","1999","66","Hamburg","","","",""
"Keine Sorgen","1999","66","Niedersachsen","","","",""
"Keine Sorgen","1999","66","Bremen","","","",""
"Keine Sorgen","1999","66","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1999","66","Hessen","","","",""
"Keine Sorgen","1999","66","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1999","66","Baden-Württemberg","","","",""
"Keine Sorgen","1999","66","Bayern","","","",""
"Keine Sorgen","1999","66","Saarland","","","",""
"Keine Sorgen","1999","66","Berlin","","","",""
"Keine Sorgen","1999","66","Brandenburg","","","",""
"Keine Sorgen","1999","66","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1999","66","Sachsen","","","",""
"Keine Sorgen","1999","66","Sachsen-Anhalt","","","",""
"Keine Sorgen","1999","66","Thüringen","","","",""
"Grosse Sorgen","2000","17-29","Schleswig-Holstein","27","","",""
"Grosse Sorgen","2000","17-29","Hamburg","15","","",""
"Grosse Sorgen","2000","17-29","Niedersachsen","91","0.250876547492189","0.207740638207207","0.29401245677717"
"Grosse Sorgen","2000","17-29","Bremen","15","","",""
"Grosse Sorgen","2000","17-29","Nordrhein-Westfalen","291","0.296950183804305","0.267694305263567","0.326206062345044"
"Grosse Sorgen","2000","17-29","Hessen","74","0.233125597805517","0.185038676983346","0.281212518627688"
"Grosse Sorgen","2000","17-29","Rheinland-Pfalz,Saarland","74","0.325547759237196","0.264456816427931","0.386638702046462"
"Grosse Sorgen","2000","17-29","Baden-Württemberg","159","0.275472599931679","0.240391703800379","0.31055349606298"
"Grosse Sorgen","2000","17-29","Bayern","162","0.259189271768462","0.224669739000692","0.293708804536232"
"Grosse Sorgen","2000","17-29","Saarland","","","",""
"Grosse Sorgen","2000","17-29","Berlin","61","0.425473263018404","0.346086843289665","0.504859682747144"
"Grosse Sorgen","2000","17-29","Brandenburg","63","0.287393009609063","0.226760667614997","0.348025351603129"
"Grosse Sorgen","2000","17-29","Mecklenburg-Vorpommern","37","0.303714274671569","0.223735899174483","0.383692650168655"
"Grosse Sorgen","2000","17-29","Sachsen","83","0.229787250268911","0.185330554006865","0.274243946530956"
"Grosse Sorgen","2000","17-29","Sachsen-Anhalt","60","0.274306956574831","0.214106227048639","0.334507686101023"
"Grosse Sorgen","2000","17-29","Thüringen","45","0.200968988819024","0.148016900577866","0.253921077060183"
"Grosse Sorgen","2000","30-45","Schleswig-Holstein","38","0.186973292789878","0.136910816844661","0.237035768735095"
"Grosse Sorgen","2000","30-45","Hamburg","39","0.442425880969775","0.339238960066697","0.545612801872853"
"Grosse Sorgen","2000","30-45","Niedersachsen","181","0.306638818983104","0.272456396974172","0.340821240992037"
"Grosse Sorgen","2000","30-45","Bremen","20","","",""
"Grosse Sorgen","2000","30-45","Nordrhein-Westfalen","471","0.288941301918726","0.267407245207085","0.310475358630367"
"Grosse Sorgen","2000","30-45","Hessen","176","0.293952808393886","0.257004263534884","0.330901353252889"
"Grosse Sorgen","2000","30-45","Rheinland-Pfalz,Saarland","145","0.266229163681892","0.229589605811065","0.302868721552719"
"Grosse Sorgen","2000","30-45","Baden-Württemberg","282","0.287703217846408","0.260489723580528","0.314916712112288"
"Grosse Sorgen","2000","30-45","Bayern","323","0.268811472817783","0.24352654450838","0.294096401127187"
"Grosse Sorgen","2000","30-45","Saarland","","","",""
"Grosse Sorgen","2000","30-45","Berlin","103","0.376648503729759","0.319689770829985","0.433607236629533"
"Grosse Sorgen","2000","30-45","Brandenburg","74","0.26303113928883","0.213126531256032","0.312935747321628"
"Grosse Sorgen","2000","30-45","Mecklenburg-Vorpommern","40","0.222087781681554","0.159789270877557","0.28438629248555"
"Grosse Sorgen","2000","30-45","Sachsen","123","0.215414035176927","0.182042892395674","0.248785177958179"
"Grosse Sorgen","2000","30-45","Sachsen-Anhalt","69","0.234820144195217","0.185693792414586","0.283946495975848"
"Grosse Sorgen","2000","30-45","Thüringen","81","0.258691750021537","0.211797845636633","0.305585654406441"
"Grosse Sorgen","2000","46-65","Schleswig-Holstein","45","0.197053559301078","0.147447463812785","0.246659654789372"
"Grosse Sorgen","2000","46-65","Hamburg","38","0.337020214148999","0.251732749162533","0.422307679135465"
"Grosse Sorgen","2000","46-65","Niedersachsen","124","0.21424339022091","0.181816278289239","0.246670502152581"
"Grosse Sorgen","2000","46-65","Bremen","20","","",""
"Grosse Sorgen","2000","46-65","Nordrhein-Westfalen","450","0.265748050162378","0.244768394076445","0.286727706248311"
"Grosse Sorgen","2000","46-65","Hessen","151","0.276071527914958","0.238504461774208","0.313638594055709"
"Grosse Sorgen","2000","46-65","Rheinland-Pfalz,Saarland","106","0.278224335808773","0.234794807578748","0.321653864038798"
"Grosse Sorgen","2000","46-65","Baden-Württemberg","190","0.244820823070283","0.215931824261017","0.27370982187955"
"Grosse Sorgen","2000","46-65","Bayern","254","0.251473104503692","0.225342492136956","0.277603716870428"
"Grosse Sorgen","2000","46-65","Saarland","","","",""
"Grosse Sorgen","2000","46-65","Berlin","108","0.360758059857894","0.304103587159474","0.417412532556314"
"Grosse Sorgen","2000","46-65","Brandenburg","106","0.3449572692449","0.293592231877447","0.396322306612352"
"Grosse Sorgen","2000","46-65","Mecklenburg-Vorpommern","65","0.361013597868801","0.291615627715389","0.430411568022213"
"Grosse Sorgen","2000","46-65","Sachsen","151","0.274248268806208","0.237719354236914","0.310777183375503"
"Grosse Sorgen","2000","46-65","Sachsen-Anhalt","92","0.230822173839686","0.189269240759555","0.272375106919818"
"Grosse Sorgen","2000","46-65","Thüringen","95","0.288641311035137","0.240190392274095","0.33709222979618"
"Grosse Sorgen","2000","66","Schleswig-Holstein","","","",""
"Grosse Sorgen","2000","66","Hamburg","","","",""
"Grosse Sorgen","2000","66","Niedersachsen","","","",""
"Grosse Sorgen","2000","66","Bremen","","","",""
"Grosse Sorgen","2000","66","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","2000","66","Hessen","","","",""
"Grosse Sorgen","2000","66","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","2000","66","Baden-Württemberg","","","",""
"Grosse Sorgen","2000","66","Bayern","","","",""
"Grosse Sorgen","2000","66","Saarland","","","",""
"Grosse Sorgen","2000","66","Berlin","","","",""
"Grosse Sorgen","2000","66","Brandenburg","","","",""
"Grosse Sorgen","2000","66","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","2000","66","Sachsen","","","",""
"Grosse Sorgen","2000","66","Sachsen-Anhalt","","","",""
"Grosse Sorgen","2000","66","Thüringen","","","",""
"Einige Sorgen","2000","17-29","Schleswig-Holstein","44","0.451716208346995","0.354176010583749","0.549256406110241"
"Einige Sorgen","2000","17-29","Hamburg","21","","",""
"Einige Sorgen","2000","17-29","Niedersachsen","227","0.584324301208674","0.535285875421025","0.633362726996322"
"Einige Sorgen","2000","17-29","Bremen","15","","",""
"Einige Sorgen","2000","17-29","Nordrhein-Westfalen","508","0.542392064057624","0.51049272148335","0.574291406631898"
"Einige Sorgen","2000","17-29","Hessen","186","0.65292697723734","0.598787681513414","0.707066272961265"
"Einige Sorgen","2000","17-29","Rheinland-Pfalz,Saarland","120","0.519464010689107","0.454325989177797","0.584602032200416"
"Einige Sorgen","2000","17-29","Baden-Württemberg","315","0.510055758626299","0.470801550205465","0.549309967047134"
"Einige Sorgen","2000","17-29","Bayern","356","0.567545852556301","0.528518123891089","0.606573581221514"
"Einige Sorgen","2000","17-29","Saarland","","","",""
"Einige Sorgen","2000","17-29","Berlin","73","0.431502135311265","0.351975821917609","0.511028448704922"
"Einige Sorgen","2000","17-29","Brandenburg","133","0.6571893934848","0.593595765436502","0.720783021533098"
"Einige Sorgen","2000","17-29","Mecklenburg-Vorpommern","69","0.510282600442766","0.423341651139904","0.597223549745628"
"Einige Sorgen","2000","17-29","Sachsen","208","0.615480290388964","0.564071753055495","0.666888827722433"
"Einige Sorgen","2000","17-29","Sachsen-Anhalt","120","0.580851995394955","0.514275135511312","0.647428855278598"
"Einige Sorgen","2000","17-29","Thüringen","148","0.682638162390013","0.621133309587215","0.744143015192812"
"Einige Sorgen","2000","30-45","Schleswig-Holstein","131","0.569267512317153","0.50568581093705","0.632849213697257"
"Einige Sorgen","2000","30-45","Hamburg","41","0.491294150423713","0.387432014379292","0.595156286468134"
"Einige Sorgen","2000","30-45","Niedersachsen","437","0.5819170216042","0.545351541781702","0.618482501426697"
"Einige Sorgen","2000","30-45","Bremen","28","","",""
"Einige Sorgen","2000","30-45","Nordrhein-Westfalen","1003","0.583431570063139","0.560010515134923","0.606852624991354"
"Einige Sorgen","2000","30-45","Hessen","358","0.60727546133627","0.567667859011789","0.646883063660751"
"Einige Sorgen","2000","30-45","Rheinland-Pfalz,Saarland","352","0.620706803131196","0.580483941373815","0.660929664888576"
"Einige Sorgen","2000","30-45","Baden-Württemberg","645","0.611596363182353","0.582297177522204","0.640895548842503"
"Einige Sorgen","2000","30-45","Bayern","660","0.568152014643687","0.539901857584645","0.596402171702729"
"Einige Sorgen","2000","30-45","Saarland","","","",""
"Einige Sorgen","2000","30-45","Berlin","156","0.54837321397441","0.489873511733514","0.606872916215305"
"Einige Sorgen","2000","30-45","Brandenburg","204","0.657651635596036","0.603868690776751","0.71143458041532"
"Einige Sorgen","2000","30-45","Mecklenburg-Vorpommern","110","0.651170527829743","0.57973668905607","0.722604366603415"
"Einige Sorgen","2000","30-45","Sachsen","380","0.638518691239376","0.59952058266674","0.677516799812011"
"Einige Sorgen","2000","30-45","Sachsen-Anhalt","180","0.655418892169168","0.600341891262191","0.710495893076145"
"Einige Sorgen","2000","30-45","Thüringen","217","0.622181184847289","0.570262233125832","0.674100136568747"
"Einige Sorgen","2000","46-65","Schleswig-Holstein","129","0.529272052092177","0.467024240575788","0.591519863608566"
"Einige Sorgen","2000","46-65","Hamburg","63","0.540890089416532","0.450977618406835","0.630802560426229"
"Einige Sorgen","2000","46-65","Niedersachsen","400","0.643267568927723","0.605407826226729","0.681127311628717"
"Einige Sorgen","2000","46-65","Bremen","34","0.557219473673272","0.430474868122826","0.683964079223717"
"Einige Sorgen","2000","46-65","Nordrhein-Westfalen","1006","0.58922644031965","0.565860507637697","0.612592373001602"
"Einige Sorgen","2000","46-65","Hessen","313","0.583723182348394","0.542300022492353","0.625146342204435"
"Einige Sorgen","2000","46-65","Rheinland-Pfalz,Saarland","256","0.599526611528672","0.552039308977361","0.647013914079984"
"Einige Sorgen","2000","46-65","Baden-Württemberg","530","0.621935019039048","0.589355922059597","0.654514116018498"
"Einige Sorgen","2000","46-65","Bayern","631","0.587603218130917","0.557954916005826","0.617251520256009"
"Einige Sorgen","2000","46-65","Saarland","","","",""
"Einige Sorgen","2000","46-65","Berlin","153","0.56862371545064","0.51019394674865","0.62705348415263"
"Einige Sorgen","2000","46-65","Brandenburg","192","0.572139141212825","0.518676273392011","0.625602009033638"
"Einige Sorgen","2000","46-65","Mecklenburg-Vorpommern","98","0.536662729728404","0.464611978208361","0.608713481248446"
"Einige Sorgen","2000","46-65","Sachsen","371","0.640074387132705","0.600774402462022","0.679374371803388"
"Einige Sorgen","2000","46-65","Sachsen-Anhalt","256","0.645601547758156","0.598430259952639","0.692772835563673"
"Einige Sorgen","2000","46-65","Thüringen","205","0.593744023295432","0.541229677516439","0.646258369074426"
"Einige Sorgen","2000","66","Schleswig-Holstein","","","",""
"Einige Sorgen","2000","66","Hamburg","","","",""
"Einige Sorgen","2000","66","Niedersachsen","","","",""
"Einige Sorgen","2000","66","Bremen","","","",""
"Einige Sorgen","2000","66","Nordrhein-Westfalen","","","",""
"Einige Sorgen","2000","66","Hessen","","","",""
"Einige Sorgen","2000","66","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","2000","66","Baden-Württemberg","","","",""
"Einige Sorgen","2000","66","Bayern","","","",""
"Einige Sorgen","2000","66","Saarland","","","",""
"Einige Sorgen","2000","66","Berlin","","","",""
"Einige Sorgen","2000","66","Brandenburg","","","",""
"Einige Sorgen","2000","66","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","2000","66","Sachsen","","","",""
"Einige Sorgen","2000","66","Sachsen-Anhalt","","","",""
"Einige Sorgen","2000","66","Thüringen","","","",""
"Keine Sorgen","2000","17-29","Schleswig-Holstein","29","","",""
"Keine Sorgen","2000","17-29","Hamburg","12","","",""
"Keine Sorgen","2000","17-29","Niedersachsen","70","0.164799151299137","0.127883955429414","0.201714347168861"
"Keine Sorgen","2000","17-29","Bremen","3","","",""
"Keine Sorgen","2000","17-29","Nordrhein-Westfalen","138","0.160657752138071","0.137145259071275","0.184170245204866"
"Keine Sorgen","2000","17-29","Hessen","37","0.113947424957143","0.0778104437389972","0.15008440617529"
"Keine Sorgen","2000","17-29","Rheinland-Pfalz,Saarland","32","0.154988230073697","0.107806418712831","0.202170041434563"
"Keine Sorgen","2000","17-29","Baden-Württemberg","149","0.214471641442021","0.182240926464167","0.246702356419876"
"Keine Sorgen","2000","17-29","Bayern","101","0.173264875675237","0.143449435401992","0.203080315948481"
"Keine Sorgen","2000","17-29","Saarland","","","",""
"Keine Sorgen","2000","17-29","Berlin","15","","",""
"Keine Sorgen","2000","17-29","Brandenburg","18","","",""
"Keine Sorgen","2000","17-29","Mecklenburg-Vorpommern","21","","",""
"Keine Sorgen","2000","17-29","Sachsen","53","0.154732459342125","0.116515451643183","0.192949467041068"
"Keine Sorgen","2000","17-29","Sachsen-Anhalt","31","0.144841048030214","0.097353896914397","0.192328199146031"
"Keine Sorgen","2000","17-29","Thüringen","27","","",""
"Keine Sorgen","2000","30-45","Schleswig-Holstein","64","0.243759194892968","0.188630122186979","0.298888267598958"
"Keine Sorgen","2000","30-45","Hamburg","9","","",""
"Keine Sorgen","2000","30-45","Niedersachsen","81","0.111444159412696","0.0881159974157628","0.134772321409629"
"Keine Sorgen","2000","30-45","Bremen","3","","",""
"Keine Sorgen","2000","30-45","Nordrhein-Westfalen","228","0.127627128018135","0.111774878947804","0.143479377088466"
"Keine Sorgen","2000","30-45","Hessen","50","0.0987717302698434","0.0745739570935527","0.122969503446134"
"Keine Sorgen","2000","30-45","Rheinland-Pfalz,Saarland","62","0.113064033186912","0.0868127487823698","0.139315317591454"
"Keine Sorgen","2000","30-45","Baden-Württemberg","136","0.100700418971238","0.0826099721801669","0.11879086576231"
"Keine Sorgen","2000","30-45","Bayern","198","0.163036512538529","0.141968729519933","0.184104295557125"
"Keine Sorgen","2000","30-45","Saarland","","","",""
"Keine Sorgen","2000","30-45","Berlin","19","","",""
"Keine Sorgen","2000","30-45","Brandenburg","21","","",""
"Keine Sorgen","2000","30-45","Mecklenburg-Vorpommern","21","","",""
"Keine Sorgen","2000","30-45","Sachsen","80","0.146067273583698","0.117398962783412","0.174735584383984"
"Keine Sorgen","2000","30-45","Sachsen-Anhalt","37","0.109760963635615","0.0735331314777327","0.145988795793497"
"Keine Sorgen","2000","30-45","Thüringen","37","0.119127065131174","0.0844384036748025","0.153815726587545"
"Keine Sorgen","2000","46-65","Schleswig-Holstein","73","0.273674388606744","0.218073418146617","0.329275359066871"
"Keine Sorgen","2000","46-65","Hamburg","17","","",""
"Keine Sorgen","2000","46-65","Niedersachsen","91","0.142489040851367","0.114862843862539","0.170115237840196"
"Keine Sorgen","2000","46-65","Bremen","5","","",""
"Keine Sorgen","2000","46-65","Nordrhein-Westfalen","247","0.145025509517972","0.128301533136576","0.161749485899369"
"Keine Sorgen","2000","46-65","Hessen","80","0.140205289736648","0.111029123471091","0.169381456002205"
"Keine Sorgen","2000","46-65","Rheinland-Pfalz,Saarland","47","0.122249052662555","0.0905026265203481","0.153995478804761"
"Keine Sorgen","2000","46-65","Baden-Württemberg","131","0.133244157890669","0.110411535832483","0.156076779948855"
"Keine Sorgen","2000","46-65","Bayern","174","0.160923677365391","0.138792178982989","0.183055175747792"
"Keine Sorgen","2000","46-65","Saarland","","","",""
"Keine Sorgen","2000","46-65","Berlin","15","","",""
"Keine Sorgen","2000","46-65","Brandenburg","31","0.0829035895422756","0.0531085266609459","0.112698652423605"
"Keine Sorgen","2000","46-65","Mecklenburg-Vorpommern","21","","",""
"Keine Sorgen","2000","46-65","Sachsen","51","0.085677344061087","0.0627605681398559","0.108594119982318"
"Keine Sorgen","2000","46-65","Sachsen-Anhalt","47","0.123576278402158","0.0911218353163747","0.156030721487941"
"Keine Sorgen","2000","46-65","Thüringen","36","0.117614665669431","0.0831687025568464","0.152060628782015"
"Keine Sorgen","2000","66","Schleswig-Holstein","","","",""
"Keine Sorgen","2000","66","Hamburg","","","",""
"Keine Sorgen","2000","66","Niedersachsen","","","",""
"Keine Sorgen","2000","66","Bremen","","","",""
"Keine Sorgen","2000","66","Nordrhein-Westfalen","","","",""
"Keine Sorgen","2000","66","Hessen","","","",""
"Keine Sorgen","2000","66","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","2000","66","Baden-Württemberg","","","",""
"Keine Sorgen","2000","66","Bayern","","","",""
"Keine Sorgen","2000","66","Saarland","","","",""
"Keine Sorgen","2000","66","Berlin","","","",""
"Keine Sorgen","2000","66","Brandenburg","","","",""
"Keine Sorgen","2000","66","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","2000","66","Sachsen","","","",""
"Keine Sorgen","2000","66","Sachsen-Anhalt","","","",""
"Keine Sorgen","2000","66","Thüringen","","","",""
"Grosse Sorgen","2001","17-29","Schleswig-Holstein","19","","",""
"Grosse Sorgen","2001","17-29","Hamburg","13","","",""
"Grosse Sorgen","2001","17-29","Niedersachsen","92","0.28018536392092","0.23265905461587","0.32771167322597"
"Grosse Sorgen","2001","17-29","Bremen","10","","",""
"Grosse Sorgen","2001","17-29","Nordrhein-Westfalen","251","0.296499298658103","0.265353306498654","0.327645290817553"
"Grosse Sorgen","2001","17-29","Hessen","64","0.244653819266946","0.192600735414953","0.296706903118938"
"Grosse Sorgen","2001","17-29","Rheinland-Pfalz,Saarland","56","0.247135270669861","0.188656155950294","0.305614385389428"
"Grosse Sorgen","2001","17-29","Baden-Württemberg","122","0.235042123239332","0.19894257496276","0.271141671515904"
"Grosse Sorgen","2001","17-29","Bayern","138","0.247847474056085","0.21205535636363","0.283639591748539"
"Grosse Sorgen","2001","17-29","Saarland","","","",""
"Grosse Sorgen","2001","17-29","Berlin","66","0.427241125640226","0.350591411689139","0.503890839591312"
"Grosse Sorgen","2001","17-29","Brandenburg","53","0.294473559150206","0.230333844132098","0.358613274168315"
"Grosse Sorgen","2001","17-29","Mecklenburg-Vorpommern","18","","",""
"Grosse Sorgen","2001","17-29","Sachsen","80","0.246564055285864","0.198966914593991","0.294161195977737"
"Grosse Sorgen","2001","17-29","Sachsen-Anhalt","48","0.224875676036765","0.167443271968581","0.282308080104948"
"Grosse Sorgen","2001","17-29","Thüringen","46","0.226184899380289","0.169054812485245","0.283314986275334"
"Grosse Sorgen","2001","30-45","Schleswig-Holstein","37","0.234757472448421","0.174805049734136","0.294709895162705"
"Grosse Sorgen","2001","30-45","Hamburg","20","","",""
"Grosse Sorgen","2001","30-45","Niedersachsen","170","0.29789936777643","0.262272248412366","0.333526487140494"
"Grosse Sorgen","2001","30-45","Bremen","17","","",""
"Grosse Sorgen","2001","30-45","Nordrhein-Westfalen","420","0.279824430903833","0.257590604064091","0.302058257743575"
"Grosse Sorgen","2001","30-45","Hessen","129","0.266729047052407","0.228119009831542","0.305339084273271"
"Grosse Sorgen","2001","30-45","Rheinland-Pfalz,Saarland","133","0.272730681406004","0.233810152769094","0.311651210042914"
"Grosse Sorgen","2001","30-45","Baden-Württemberg","223","0.261967588160069","0.233692645533184","0.290242530786954"
"Grosse Sorgen","2001","30-45","Bayern","260","0.233608691382777","0.208064181796134","0.25915320096942"
"Grosse Sorgen","2001","30-45","Saarland","","","",""
"Grosse Sorgen","2001","30-45","Berlin","95","0.365267184013922","0.306283904949285","0.424250463078559"
"Grosse Sorgen","2001","30-45","Brandenburg","68","0.24324945182033","0.191689847012265","0.294809056628396"
"Grosse Sorgen","2001","30-45","Mecklenburg-Vorpommern","35","0.210516939065106","0.147932088397568","0.273101789732644"
"Grosse Sorgen","2001","30-45","Sachsen","116","0.225157167159272","0.189153020876652","0.261161313441893"
"Grosse Sorgen","2001","30-45","Sachsen-Anhalt","57","0.199372010356491","0.151979005411444","0.246765015301539"
"Grosse Sorgen","2001","30-45","Thüringen","68","0.257646330585435","0.207484419287482","0.307808241883389"
"Grosse Sorgen","2001","46-65","Schleswig-Holstein","34","0.15763890116735","0.111343221626539","0.203934580708161"
"Grosse Sorgen","2001","46-65","Hamburg","33","0.323938137199032","0.23567883847768","0.412197435920384"
"Grosse Sorgen","2001","46-65","Niedersachsen","103","0.210148808932895","0.176375136086229","0.243922481779561"
"Grosse Sorgen","2001","46-65","Bremen","11","","",""
"Grosse Sorgen","2001","46-65","Nordrhein-Westfalen","397","0.258558831528187","0.236562067227286","0.280555595829089"
"Grosse Sorgen","2001","46-65","Hessen","106","0.238033195023816","0.199973759594319","0.276092630453313"
"Grosse Sorgen","2001","46-65","Rheinland-Pfalz,Saarland","106","0.28147053287711","0.236951695214403","0.325989370539816"
"Grosse Sorgen","2001","46-65","Baden-Württemberg","179","0.242732440373811","0.212170861946994","0.273294018800629"
"Grosse Sorgen","2001","46-65","Bayern","188","0.202809628699864","0.177050244662639","0.228569012737089"
"Grosse Sorgen","2001","46-65","Saarland","","","",""
"Grosse Sorgen","2001","46-65","Berlin","108","0.378466183462078","0.321350664367833","0.435581702556323"
"Grosse Sorgen","2001","46-65","Brandenburg","87","0.278715672811838","0.230340217660045","0.327091127963632"
"Grosse Sorgen","2001","46-65","Mecklenburg-Vorpommern","51","0.295873167743794","0.226229063511031","0.365517271976557"
"Grosse Sorgen","2001","46-65","Sachsen","144","0.273175097999347","0.235522720332804","0.31082747566589"
"Grosse Sorgen","2001","46-65","Sachsen-Anhalt","100","0.248054157987286","0.204047968374161","0.292060347600411"
"Grosse Sorgen","2001","46-65","Thüringen","81","0.226597731669917","0.180943889861373","0.272251573478461"
"Grosse Sorgen","2001","66","Schleswig-Holstein","","","",""
"Grosse Sorgen","2001","66","Hamburg","","","",""
"Grosse Sorgen","2001","66","Niedersachsen","","","",""
"Grosse Sorgen","2001","66","Bremen","","","",""
"Grosse Sorgen","2001","66","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","2001","66","Hessen","","","",""
"Grosse Sorgen","2001","66","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","2001","66","Baden-Württemberg","","","",""
"Grosse Sorgen","2001","66","Bayern","","","",""
"Grosse Sorgen","2001","66","Saarland","","","",""
"Grosse Sorgen","2001","66","Berlin","","","",""
"Grosse Sorgen","2001","66","Brandenburg","","","",""
"Grosse Sorgen","2001","66","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","2001","66","Sachsen","","","",""
"Grosse Sorgen","2001","66","Sachsen-Anhalt","","","",""
"Grosse Sorgen","2001","66","Thüringen","","","",""
"Einige Sorgen","2001","17-29","Schleswig-Holstein","43","0.475827394479049","0.373217491795753","0.578437297162345"
"Einige Sorgen","2001","17-29","Hamburg","17","","",""
"Einige Sorgen","2001","17-29","Niedersachsen","183","0.504318229066319","0.4514061485954","0.557230309537239"
"Einige Sorgen","2001","17-29","Bremen","19","","",""
"Einige Sorgen","2001","17-29","Nordrhein-Westfalen","450","0.566362183389006","0.532565913816429","0.600158452961584"
"Einige Sorgen","2001","17-29","Hessen","158","0.60991895463619","0.550856575871981","0.668981333400399"
"Einige Sorgen","2001","17-29","Rheinland-Pfalz,Saarland","112","0.524759544919868","0.45705593543056","0.592463154409177"
"Einige Sorgen","2001","17-29","Baden-Württemberg","300","0.590643034764187","0.548780666698741","0.632505402829632"
"Einige Sorgen","2001","17-29","Bayern","298","0.515092140821894","0.473662205016912","0.556522076626876"
"Einige Sorgen","2001","17-29","Saarland","","","",""
"Einige Sorgen","2001","17-29","Berlin","76","0.469216177310413","0.391888773905637","0.546543580715189"
"Einige Sorgen","2001","17-29","Brandenburg","107","0.550780916926867","0.480786118539184","0.62077571531455"
"Einige Sorgen","2001","17-29","Mecklenburg-Vorpommern","66","0.675561325094169","0.586014098348755","0.765108551839582"
"Einige Sorgen","2001","17-29","Sachsen","177","0.575928350047536","0.52135298331997","0.630503716775102"
"Einige Sorgen","2001","17-29","Sachsen-Anhalt","131","0.618957088545633","0.552150809074872","0.685763368016393"
"Einige Sorgen","2001","17-29","Thüringen","137","0.659645852526162","0.594941212932222","0.724350492120103"
"Einige Sorgen","2001","30-45","Schleswig-Holstein","98","0.53096167087008","0.460373288531383","0.601550053208778"
"Einige Sorgen","2001","30-45","Hamburg","60","0.741215689932023","0.647556645873535","0.834874733990512"
"Einige Sorgen","2001","30-45","Niedersachsen","387","0.587014300844855","0.548657879258348","0.625370722431361"
"Einige Sorgen","2001","30-45","Bremen","25","","",""
"Einige Sorgen","2001","30-45","Nordrhein-Westfalen","960","0.605457180486078","0.581250178760586","0.62966418221157"
"Einige Sorgen","2001","30-45","Hessen","324","0.620071682192835","0.577697180486471","0.662446183899198"
"Einige Sorgen","2001","30-45","Rheinland-Pfalz,Saarland","323","0.634507969285795","0.592423525173771","0.67659241339782"
"Einige Sorgen","2001","30-45","Baden-Württemberg","566","0.613526635999683","0.58221420913642","0.644839062862947"
"Einige Sorgen","2001","30-45","Bayern","599","0.578747878232806","0.548939143506907","0.608556612958706"
"Einige Sorgen","2001","30-45","Saarland","","","",""
"Einige Sorgen","2001","30-45","Berlin","153","0.601219436716213","0.541238726228647","0.661200147203778"
"Einige Sorgen","2001","30-45","Brandenburg","179","0.695014856383464","0.639687023604093","0.750342689162835"
"Einige Sorgen","2001","30-45","Mecklenburg-Vorpommern","107","0.644495585756575","0.571012605582427","0.717978565930723"
"Einige Sorgen","2001","30-45","Sachsen","329","0.625937758768033","0.584227745254094","0.667647772281972"
"Einige Sorgen","2001","30-45","Sachsen-Anhalt","185","0.689331649525209","0.634437080136339","0.744226218914079"
"Einige Sorgen","2001","30-45","Thüringen","191","0.628188251942419","0.572755923143127","0.68362058074171"
"Einige Sorgen","2001","46-65","Schleswig-Holstein","131","0.582455354106572","0.519802278813263","0.645108429399881"
"Einige Sorgen","2001","46-65","Hamburg","62","0.535118505774267","0.441052581407336","0.629184430141199"
"Einige Sorgen","2001","46-65","Niedersachsen","374","0.647225083948887","0.60761381950083","0.686836348396944"
"Einige Sorgen","2001","46-65","Bremen","26","","",""
