year,sex,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,male,Very concerned,0.53156,2935,5878,0.51880,0.54431
1984,male,Somewhat concerned,0.39399,2344,5878,0.38149,0.40648
1984,male,Not concerned at all,0.07446,599,5878,0.06775,0.08117
1984,female,Very concerned,0.51513,3035,6119,0.50260,0.52765
1984,female,Somewhat concerned,0.39857,2434,6119,0.38630,0.41084
1984,female,Not concerned at all,0.08631,650,6119,0.07927,0.09334
1985,male,Very concerned,0.47369,2422,5345,0.46031,0.48708
1985,male,Somewhat concerned,0.45079,2411,5345,0.43745,0.46413
1985,male,Not concerned at all,0.07552,512,5345,0.06843,0.08260
1985,female,Very concerned,0.46803,2500,5525,0.45487,0.48119
1985,female,Somewhat concerned,0.44933,2473,5525,0.43621,0.46245
1985,female,Not concerned at all,0.08264,552,5525,0.07538,0.08990
1986,male,Very concerned,0.42423,2130,5165,0.41075,0.43771
1986,male,Somewhat concerned,0.47370,2447,5165,0.46008,0.48732
1986,male,Not concerned at all,0.10207,588,5165,0.09381,0.11033
1986,female,Very concerned,0.43524,2237,5281,0.42187,0.44862
1986,female,Somewhat concerned,0.46040,2455,5281,0.44696,0.47384
1986,female,Not concerned at all,0.10436,589,5281,0.09611,0.11260
1987,male,Very concerned,0.57260,2765,5122,0.55905,0.58615
1987,male,Somewhat concerned,0.37625,1986,5122,0.36298,0.38952
1987,male,Not concerned at all,0.05115,371,5122,0.04512,0.05719
1987,female,Very concerned,0.59163,2921,5209,0.57828,0.60498
1987,female,Somewhat concerned,0.35371,1915,5209,0.34072,0.36669
1987,female,Not concerned at all,0.05466,373,5209,0.04849,0.06084
1988,male,Very concerned,0.54569,2525,4887,0.53173,0.55965
1988,male,Somewhat concerned,0.40304,2029,4887,0.38929,0.41679
1988,male,Not concerned at all,0.05127,333,4887,0.04509,0.05746
1988,female,Very concerned,0.57687,2712,4978,0.56314,0.59059
1988,female,Somewhat concerned,0.37063,1917,4978,0.35721,0.38405
1988,female,Not concerned at all,0.05250,349,4978,0.04631,0.05870
1989,male,Very concerned,0.61541,2714,4715,0.60152,0.62929
1989,male,Somewhat concerned,0.33949,1694,4715,0.32598,0.35301
1989,male,Not concerned at all,0.04510,307,4715,0.03918,0.05103
1989,female,Very concerned,0.63694,2922,4852,0.62340,0.65047
1989,female,Somewhat concerned,0.31795,1623,4852,0.30484,0.33105
1989,female,Not concerned at all,0.04512,307,4852,0.03928,0.05096
1990,male,Very concerned,0.61102,3972,6726,0.59937,0.62267
1990,male,Somewhat concerned,0.34595,2416,6726,0.33458,0.35732
1990,male,Not concerned at all,0.04303,338,6726,0.03818,0.04788
1990,female,Very concerned,0.61848,4211,7060,0.60715,0.62981
1990,female,Somewhat concerned,0.33498,2503,7060,0.32396,0.34599
1990,female,Not concerned at all,0.04655,346,7060,0.04163,0.05146
1991,male,Very concerned,0.48715,3046,6596,0.47509,0.49922
1991,male,Somewhat concerned,0.45678,3115,6596,0.44476,0.46880
1991,male,Not concerned at all,0.05607,435,6596,0.05052,0.06162
1991,female,Very concerned,0.52965,3498,6908,0.51788,0.54143
1991,female,Somewhat concerned,0.42448,3045,6908,0.41282,0.43614
1991,female,Not concerned at all,0.04587,365,6908,0.04093,0.05080
1992,male,Very concerned,0.55787,3444,6421,0.54572,0.57002
1992,male,Somewhat concerned,0.39979,2647,6421,0.38780,0.41177
